game,2014,11,20141116,201411160cle,htx,"Houston Texans",23,cle,"Cleveland Browns",7
player,201411160cle,cle,DansKa20,sacks,0.0,,,,,
player,201411160cle,cle,DansKa20,tackles_combined,4,,,,,
player,201411160cle,cle,DansKa20,tackles_solo,1,,,,,
player,201411160cle,cle,DansKa20,tackles_assists,3,,,,,
player,201411160cle,cle,DansKa20,tackles_loss,0,,,,,
player,201411160cle,cle,DansKa20,qb_hits,0,,,,,
player,201411160cle,cle,DansKa20,fumbles_rec,0,,,,,
player,201411160cle,cle,DansKa20,fumbles_rec_yds,0,,,,,
player,201411160cle,cle,DansKa20,fumbles_rec_td,0,,,,,
player,201411160cle,cle,DansKa20,fumbles_forced,0,,,,,
player,201411160cle,cle,SkriBu00,def_int,0,,,,,
player,201411160cle,cle,SkriBu00,def_int_yds,0,,,,,
player,201411160cle,cle,SkriBu00,def_int_td,0,,,,,
player,201411160cle,cle,SkriBu00,def_int_long,0,,,,,
player,201411160cle,cle,SkriBu00,pass_defended,1,,,,,
player,201411160cle,cle,SkriBu00,sacks,0.0,,,,,
player,201411160cle,cle,SkriBu00,tackles_combined,4,,,,,
player,201411160cle,cle,SkriBu00,tackles_solo,4,,,,,
player,201411160cle,cle,SkriBu00,tackles_assists,0,,,,,
player,201411160cle,cle,SkriBu00,tackles_loss,0,,,,,
player,201411160cle,cle,SkriBu00,qb_hits,0,,,,,
player,201411160cle,cle,SkriBu00,fumbles_rec,0,,,,,
player,201411160cle,cle,SkriBu00,fumbles_rec_yds,0,,,,,
player,201411160cle,cle,SkriBu00,fumbles_rec_td,0,,,,,
player,201411160cle,cle,SkriBu00,fumbles_forced,0,,,,,
player,201411160cle,cle,SheaJa00,def_int,0,,,,,
player,201411160cle,cle,SheaJa00,def_int_yds,0,,,,,
player,201411160cle,cle,SheaJa00,def_int_td,0,,,,,
player,201411160cle,cle,SheaJa00,def_int_long,0,,,,,
player,201411160cle,cle,SheaJa00,pass_defended,0,,,,,
player,201411160cle,cle,SheaJa00,sacks,0.0,,,,,
player,201411160cle,cle,SheaJa00,tackles_combined,3,,,,,
player,201411160cle,cle,SheaJa00,tackles_solo,2,,,,,
player,201411160cle,cle,SheaJa00,tackles_assists,1,,,,,
player,201411160cle,cle,SheaJa00,tackles_loss,0,,,,,
player,201411160cle,cle,SheaJa00,qb_hits,0,,,,,
player,201411160cle,cle,SheaJa00,fumbles_rec,0,,,,,
player,201411160cle,cle,SheaJa00,fumbles_rec_yds,0,,,,,
player,201411160cle,cle,SheaJa00,fumbles_rec_td,0,,,,,
player,201411160cle,cle,SheaJa00,fumbles_forced,0,,,,,
player,201411160cle,cle,WinnBi00,def_int,0,,,,,
player,201411160cle,cle,WinnBi00,def_int_yds,0,,,,,
player,201411160cle,cle,WinnBi00,def_int_td,0,,,,,
player,201411160cle,cle,WinnBi00,def_int_long,0,,,,,
player,201411160cle,cle,WinnBi00,pass_defended,0,,,,,
player,201411160cle,cle,WinnBi00,sacks,0.0,,,,,
player,201411160cle,cle,WinnBi00,tackles_combined,3,,,,,
player,201411160cle,cle,WinnBi00,tackles_solo,1,,,,,
player,201411160cle,cle,WinnBi00,tackles_assists,2,,,,,
player,201411160cle,cle,WinnBi00,tackles_loss,0,,,,,
player,201411160cle,cle,WinnBi00,qb_hits,0,,,,,
player,201411160cle,cle,WinnBi00,fumbles_rec,0,,,,,
player,201411160cle,cle,WinnBi00,fumbles_rec_yds,0,,,,,
player,201411160cle,cle,WinnBi00,fumbles_rec_td,0,,,,,
player,201411160cle,cle,WinnBi00,fumbles_forced,0,,,,,
player,201411160cle,cle,KitcIs00,def_int,0,,,,,
player,201411160cle,cle,KitcIs00,def_int_yds,0,,,,,
player,201411160cle,cle,KitcIs00,def_int_td,0,,,,,
player,201411160cle,cle,KitcIs00,def_int_long,0,,,,,
player,201411160cle,cle,KitcIs00,pass_defended,0,,,,,
player,201411160cle,cle,KitcIs00,sacks,0.0,,,,,
player,201411160cle,cle,KitcIs00,tackles_combined,2,,,,,
player,201411160cle,cle,KitcIs00,tackles_solo,1,,,,,
player,201411160cle,cle,KitcIs00,tackles_assists,1,,,,,
player,201411160cle,cle,KitcIs00,tackles_loss,0,,,,,
player,201411160cle,cle,KitcIs00,qb_hits,0,,,,,
player,201411160cle,cle,KitcIs00,fumbles_rec,0,,,,,
player,201411160cle,cle,KitcIs00,fumbles_rec_yds,0,,,,,
player,201411160cle,cle,KitcIs00,fumbles_rec_td,0,,,,,
player,201411160cle,cle,KitcIs00,fumbles_forced,0,,,,,
player,201411160cle,cle,LeonJi23,def_int,0,,,,,
player,201411160cle,cle,LeonJi23,def_int_yds,0,,,,,
player,201411160cle,cle,LeonJi23,def_int_td,0,,,,,
player,201411160cle,cle,LeonJi23,def_int_long,0,,,,,
player,201411160cle,cle,LeonJi23,pass_defended,0,,,,,
player,201411160cle,cle,LeonJi23,sacks,0.0,,,,,
player,201411160cle,cle,LeonJi23,tackles_combined,2,,,,,
player,201411160cle,cle,LeonJi23,tackles_solo,1,,,,,
player,201411160cle,cle,LeonJi23,tackles_assists,1,,,,,
player,201411160cle,cle,LeonJi23,tackles_loss,0,,,,,
player,201411160cle,cle,LeonJi23,qb_hits,0,,,,,
player,201411160cle,cle,LeonJi23,fumbles_rec,0,,,,,
player,201411160cle,cle,LeonJi23,fumbles_rec_yds,0,,,,,
player,201411160cle,cle,LeonJi23,fumbles_rec_td,0,,,,,
player,201411160cle,cle,LeonJi23,fumbles_forced,0,,,,,
player,201411160cle,cle,BarnGa01,def_int,0,,,,,
player,201411160cle,cle,BarnGa01,def_int_yds,0,,,,,
player,201411160cle,cle,BarnGa01,def_int_td,0,,,,,
player,201411160cle,cle,BarnGa01,def_int_long,0,,,,,
player,201411160cle,cle,BarnGa01,pass_defended,0,,,,,
player,201411160cle,cle,BarnGa01,sacks,0.0,,,,,
player,201411160cle,cle,BarnGa01,tackles_combined,1,,,,,
player,201411160cle,cle,BarnGa01,tackles_solo,0,,,,,
player,201411160cle,cle,BarnGa01,tackles_assists,1,,,,,
player,201411160cle,cle,BarnGa01,tackles_loss,0,,,,,
player,201411160cle,cle,BarnGa01,qb_hits,0,,,,,
player,201411160cle,cle,BarnGa01,fumbles_rec,0,,,,,
player,201411160cle,cle,BarnGa01,fumbles_rec_yds,0,,,,,
player,201411160cle,cle,BarnGa01,fumbles_rec_td,0,,,,,
player,201411160cle,cle,BarnGa01,fumbles_forced,0,,,,,
player,201411160cle,cle,MartEr02,def_int,0,,,,,
player,201411160cle,cle,MartEr02,def_int_yds,0,,,,,
player,201411160cle,cle,MartEr02,def_int_td,0,,,,,
player,201411160cle,cle,MartEr02,def_int_long,0,,,,,
player,201411160cle,cle,MartEr02,pass_defended,0,,,,,
player,201411160cle,cle,MartEr02,sacks,0.0,,,,,
player,201411160cle,cle,MartEr02,tackles_combined,1,,,,,
player,201411160cle,cle,MartEr02,tackles_solo,0,,,,,
player,201411160cle,cle,MartEr02,tackles_assists,1,,,,,
player,201411160cle,cle,MartEr02,tackles_loss,0,,,,,
player,201411160cle,cle,MartEr02,qb_hits,0,,,,,
player,201411160cle,cle,MartEr02,fumbles_rec,0,,,,,
player,201411160cle,cle,MartEr02,fumbles_rec_yds,0,,,,,
player,201411160cle,cle,MartEr02,fumbles_rec_td,0,,,,,
player,201411160cle,cle,MartEr02,fumbles_forced,0,,,,,
player,201411160cle,cle,RubiAh99,def_int,0,,,,,
player,201411160cle,cle,RubiAh99,def_int_yds,0,,,,,
player,201411160cle,cle,RubiAh99,def_int_td,0,,,,,
player,201411160cle,cle,RubiAh99,def_int_long,0,,,,,
player,201411160cle,cle,RubiAh99,pass_defended,0,,,,,
player,201411160cle,cle,RubiAh99,sacks,0.0,,,,,
player,201411160cle,cle,RubiAh99,tackles_combined,1,,,,,
player,201411160cle,cle,RubiAh99,tackles_solo,0,,,,,
player,201411160cle,cle,RubiAh99,tackles_assists,1,,,,,
player,201411160cle,cle,RubiAh99,tackles_loss,0,,,,,
player,201411160cle,cle,RubiAh99,qb_hits,0,,,,,
player,201411160cle,cle,RubiAh99,fumbles_rec,0,,,,,
player,201411160cle,cle,RubiAh99,fumbles_rec_yds,0,,,,,
player,201411160cle,cle,RubiAh99,fumbles_rec_td,0,,,,,
player,201411160cle,cle,RubiAh99,fumbles_forced,0,,,,,
player,201411160cle,cle,LannSp00,def_int,0,,,,,
player,201411160cle,cle,LannSp00,def_int_yds,0,,,,,
player,201411160cle,cle,LannSp00,def_int_td,0,,,,,
player,201411160cle,cle,LannSp00,def_int_long,0,,,,,
player,201411160cle,cle,LannSp00,pass_defended,0,,,,,
player,201411160cle,cle,LannSp00,sacks,0.0,,,,,
player,201411160cle,cle,LannSp00,tackles_combined,0,,,,,
player,201411160cle,cle,LannSp00,tackles_solo,0,,,,,
player,201411160cle,cle,LannSp00,tackles_assists,0,,,,,
player,201411160cle,cle,LannSp00,tackles_loss,,,,,,
player,201411160cle,cle,LannSp00,qb_hits,,,,,,
player,201411160cle,cle,LannSp00,fumbles_rec,1,,,,,
player,201411160cle,cle,LannSp00,fumbles_rec_yds,0,,,,,
player,201411160cle,cle,LannSp00,fumbles_rec_td,0,,,,,
player,201411160cle,cle,LannSp00,fumbles_forced,0,,,,,
player,201411160cle,htx,MartKe01,kick_ret,0,,,,,
player,201411160cle,htx,MartKe01,kick_ret_yds,0,,,,,
player,201411160cle,htx,MartKe01,kick_ret_yds_per_ret,,,,,,
player,201411160cle,htx,MartKe01,kick_ret_td,0,,,,,
player,201411160cle,htx,MartKe01,kick_ret_long,0,,,,,
player,201411160cle,htx,MartKe01,punt_ret,2,,,,,
player,201411160cle,htx,MartKe01,punt_ret_yds,5,,,,,
player,201411160cle,htx,MartKe01,punt_ret_yds_per_ret,2.5,,,,,
player,201411160cle,htx,MartKe01,punt_ret_td,0,,,,,
player,201411160cle,htx,MartKe01,punt_ret_long,3,,,,,
player,201411160cle,htx,MannDa21,kick_ret,1,,,,,
player,201411160cle,htx,MannDa21,kick_ret_yds,28,,,,,
player,201411160cle,htx,MannDa21,kick_ret_yds_per_ret,28.0,,,,,
player,201411160cle,htx,MannDa21,kick_ret_td,0,,,,,
player,201411160cle,htx,MannDa21,kick_ret_long,28,,,,,
player,201411160cle,htx,MannDa21,punt_ret,0,,,,,
player,201411160cle,htx,MannDa21,punt_ret_yds,0,,,,,
player,201411160cle,htx,MannDa21,punt_ret_yds_per_ret,,,,,,
player,201411160cle,htx,MannDa21,punt_ret_td,0,,,,,
player,201411160cle,htx,MannDa21,punt_ret_long,0,,,,,
player,201411160cle,cle,BenjTr00,kick_ret,0,,,,,
player,201411160cle,cle,BenjTr00,kick_ret_yds,0,,,,,
player,201411160cle,cle,BenjTr00,kick_ret_yds_per_ret,,,,,,
player,201411160cle,cle,BenjTr00,kick_ret_td,0,,,,,
player,201411160cle,cle,BenjTr00,kick_ret_long,0,,,,,
player,201411160cle,cle,BenjTr00,punt_ret,1,,,,,
player,201411160cle,cle,BenjTr00,punt_ret_yds,7,,,,,
player,201411160cle,cle,BenjTr00,punt_ret_yds_per_ret,7.0,,,,,
player,201411160cle,cle,BenjTr00,punt_ret_td,0,,,,,
player,201411160cle,cle,BenjTr00,punt_ret_long,7,,,,,
player,201411160cle,cle,MoorMa02,kick_ret,4,,,,,
player,201411160cle,cle,MoorMa02,kick_ret_yds,89,,,,,
player,201411160cle,cle,MoorMa02,kick_ret_yds_per_ret,22.3,,,,,
player,201411160cle,cle,MoorMa02,kick_ret_td,0,,,,,
player,201411160cle,cle,MoorMa02,kick_ret_long,25,,,,,
player,201411160cle,cle,MoorMa02,punt_ret,0,,,,,
player,201411160cle,cle,MoorMa02,punt_ret_yds,0,,,,,
player,201411160cle,cle,MoorMa02,punt_ret_yds_per_ret,,,,,,
player,201411160cle,cle,MoorMa02,punt_ret_td,0,,,,,
player,201411160cle,cle,MoorMa02,punt_ret_long,0,,,,,
player,201411160cle,cle,GabrTa00,kick_ret,1,,,,,
player,201411160cle,cle,GabrTa00,kick_ret_yds,21,,,,,
player,201411160cle,cle,GabrTa00,kick_ret_yds_per_ret,21.0,,,,,
player,201411160cle,cle,GabrTa00,kick_ret_td,0,,,,,
player,201411160cle,cle,GabrTa00,kick_ret_long,21,,,,,
player,201411160cle,cle,GabrTa00,punt_ret,0,,,,,
player,201411160cle,cle,GabrTa00,punt_ret_yds,0,,,,,
player,201411160cle,cle,GabrTa00,punt_ret_yds_per_ret,,,,,,
player,201411160cle,cle,GabrTa00,punt_ret_td,0,,,,,
player,201411160cle,cle,GabrTa00,punt_ret_long,0,,,,,
player,201411160cle,htx,BullRa00,xpm,2,,,,,
player,201411160cle,htx,BullRa00,xpa,2,,,,,
player,201411160cle,htx,BullRa00,fgm,3,,,,,
player,201411160cle,htx,BullRa00,fga,4,,,,,
player,201411160cle,htx,BullRa00,punt,0,,,,,
player,201411160cle,htx,BullRa00,punt_yds,0,,,,,
player,201411160cle,htx,BullRa00,punt_yds_per_punt,,,,,,
player,201411160cle,htx,BullRa00,punt_long,0,,,,,
player,201411160cle,htx,LechSh20,xpm,,,,,,
player,201411160cle,htx,LechSh20,xpa,,,,,,
player,201411160cle,htx,LechSh20,fgm,,,,,,
player,201411160cle,htx,LechSh20,fga,,,,,,
player,201411160cle,htx,LechSh20,punt,5,,,,,
player,201411160cle,htx,LechSh20,punt_yds,197,,,,,
player,201411160cle,htx,LechSh20,punt_yds_per_punt,39.4,,,,,
player,201411160cle,htx,LechSh20,punt_long,46,,,,,
player,201411160cle,cle,cundibil01,xpm,1,,,,,
player,201411160cle,cle,cundibil01,xpa,1,,,,,
player,201411160cle,cle,cundibil01,fgm,,,,,,
player,201411160cle,cle,cundibil01,fga,1,,,,,
player,201411160cle,cle,cundibil01,punt,0,,,,,
player,201411160cle,cle,cundibil01,punt_yds,0,,,,,
player,201411160cle,cle,cundibil01,punt_yds_per_punt,,,,,,
player,201411160cle,cle,cundibil01,punt_long,0,,,,,
player,201411160cle,cle,LannSp00,xpm,,,,,,
player,201411160cle,cle,LannSp00,xpa,,,,,,
player,201411160cle,cle,LannSp00,fgm,,,,,,
player,201411160cle,cle,LannSp00,fga,,,,,,
player,201411160cle,cle,LannSp00,punt,6,,,,,
player,201411160cle,cle,LannSp00,punt_yds,231,,,,,
player,201411160cle,cle,LannSp00,punt_yds_per_punt,38.5,,,,,
player,201411160cle,cle,LannSp00,punt_long,49,,,,,
player,201411160cle,cle,GrecJo20,pos,G,,,,,
player,201411160cle,cle,GrecJo20,offense,77,,,,,
player,201411160cle,cle,GrecJo20,off_pct,100%,,,,,
player,201411160cle,cle,GrecJo20,defense,0,,,,,
player,201411160cle,cle,GrecJo20,def_pct,0%,,,,,
player,201411160cle,cle,GrecJo20,special_teams,2,,,,,
player,201411160cle,cle,GrecJo20,st_pct,7%,,,,,
player,201411160cle,cle,ThomJo28,pos,T,,,,,
player,201411160cle,cle,ThomJo28,offense,77,,,,,
player,201411160cle,cle,ThomJo28,off_pct,100%,,,,,
player,201411160cle,cle,ThomJo28,defense,0,,,,,
player,201411160cle,cle,ThomJo28,def_pct,0%,,,,,
player,201411160cle,cle,ThomJo28,special_teams,2,,,,,
player,201411160cle,cle,ThomJo28,st_pct,7%,,,,,
player,201411160cle,cle,SchwMi00,pos,T,,,,,
player,201411160cle,cle,SchwMi00,offense,77,,,,,
player,201411160cle,cle,SchwMi00,off_pct,100%,,,,,
player,201411160cle,cle,SchwMi00,defense,0,,,,,
player,201411160cle,cle,SchwMi00,def_pct,0%,,,,,
player,201411160cle,cle,SchwMi00,special_teams,2,,,,,
player,201411160cle,cle,SchwMi00,st_pct,7%,,,,,
player,201411160cle,cle,BitoJo00,pos,G,,,,,
player,201411160cle,cle,BitoJo00,offense,77,,,,,
player,201411160cle,cle,BitoJo00,off_pct,100%,,,,,
player,201411160cle,cle,BitoJo00,defense,0,,,,,
player,201411160cle,cle,BitoJo00,def_pct,0%,,,,,
player,201411160cle,cle,BitoJo00,special_teams,2,,,,,
player,201411160cle,cle,BitoJo00,st_pct,7%,,,,,
player,201411160cle,cle,McDoNi00,pos,C,,,,,
player,201411160cle,cle,McDoNi00,offense,77,,,,,
player,201411160cle,cle,McDoNi00,off_pct,100%,,,,,
player,201411160cle,cle,McDoNi00,defense,0,,,,,
player,201411160cle,cle,McDoNi00,def_pct,0%,,,,,
player,201411160cle,cle,McDoNi00,special_teams,0,,,,,
player,201411160cle,cle,McDoNi00,st_pct,0%,,,,,
player,201411160cle,cle,HoyeBr00,pos,QB,,,,,
player,201411160cle,cle,HoyeBr00,offense,77,,,,,
player,201411160cle,cle,HoyeBr00,off_pct,100%,,,,,
player,201411160cle,cle,HoyeBr00,defense,0,,,,,
player,201411160cle,cle,HoyeBr00,def_pct,0%,,,,,
player,201411160cle,cle,HoyeBr00,special_teams,0,,,,,
player,201411160cle,cle,HoyeBr00,st_pct,0%,,,,,
player,201411160cle,cle,BarnGa01,pos,TE,,,,,
player,201411160cle,cle,BarnGa01,offense,59,,,,,
player,201411160cle,cle,BarnGa01,off_pct,77%,,,,,
player,201411160cle,cle,BarnGa01,defense,0,,,,,
player,201411160cle,cle,BarnGa01,def_pct,0%,,,,,
player,201411160cle,cle,BarnGa01,special_teams,14,,,,,
player,201411160cle,cle,BarnGa01,st_pct,48%,,,,,
player,201411160cle,cle,CrowIs00,pos,RB,,,,,
player,201411160cle,cle,CrowIs00,offense,51,,,,,
player,201411160cle,cle,CrowIs00,off_pct,66%,,,,,
player,201411160cle,cle,CrowIs00,defense,0,,,,,
player,201411160cle,cle,CrowIs00,def_pct,0%,,,,,
player,201411160cle,cle,CrowIs00,special_teams,1,,,,,
player,201411160cle,cle,CrowIs00,st_pct,3%,,,,,
player,201411160cle,cle,AustMi00,pos,WR,,,,,
player,201411160cle,cle,AustMi00,offense,51,,,,,
player,201411160cle,cle,AustMi00,off_pct,66%,,,,,
player,201411160cle,cle,AustMi00,defense,0,,,,,
player,201411160cle,cle,AustMi00,def_pct,0%,,,,,
player,201411160cle,cle,AustMi00,special_teams,0,,,,,
player,201411160cle,cle,AustMi00,st_pct,0%,,,,,
player,201411160cle,cle,DrayJi00,pos,TE,,,,,
player,201411160cle,cle,DrayJi00,offense,48,,,,,
player,201411160cle,cle,DrayJi00,off_pct,62%,,,,,
player,201411160cle,cle,DrayJi00,defense,0,,,,,
player,201411160cle,cle,DrayJi00,def_pct,0%,,,,,
player,201411160cle,cle,DrayJi00,special_teams,2,,,,,
player,201411160cle,cle,DrayJi00,st_pct,7%,,,,,
player,201411160cle,cle,HawkAn00,pos,WR,,,,,
player,201411160cle,cle,HawkAn00,offense,48,,,,,
player,201411160cle,cle,HawkAn00,off_pct,62%,,,,,
player,201411160cle,cle,HawkAn00,defense,0,,,,,
player,201411160cle,cle,HawkAn00,def_pct,0%,,,,,
player,201411160cle,cle,HawkAn00,special_teams,0,,,,,
player,201411160cle,cle,HawkAn00,st_pct,0%,,,,,
player,201411160cle,cle,GabrTa00,pos,WR,,,,,
player,201411160cle,cle,GabrTa00,offense,47,,,,,
player,201411160cle,cle,GabrTa00,off_pct,61%,,,,,
player,201411160cle,cle,GabrTa00,defense,0,,,,,
player,201411160cle,cle,GabrTa00,def_pct,0%,,,,,
player,201411160cle,cle,GabrTa00,special_teams,1,,,,,
player,201411160cle,cle,GabrTa00,st_pct,3%,,,,,
player,201411160cle,cle,BenjTr00,pos,WR,,,,,
player,201411160cle,cle,BenjTr00,offense,32,,,,,
player,201411160cle,cle,BenjTr00,off_pct,42%,,,,,
player,201411160cle,cle,BenjTr00,defense,0,,,,,
player,201411160cle,cle,BenjTr00,def_pct,0%,,,,,
player,201411160cle,cle,BenjTr00,special_teams,5,,,,,
player,201411160cle,cle,BenjTr00,st_pct,17%,,,,,
player,201411160cle,cle,AgneRa00,pos,FB,,,,,
player,201411160cle,cle,AgneRa00,offense,19,,,,,
player,201411160cle,cle,AgneRa00,off_pct,25%,,,,,
player,201411160cle,cle,AgneRa00,defense,0,,,,,
player,201411160cle,cle,AgneRa00,def_pct,0%,,,,,
player,201411160cle,cle,AgneRa00,special_teams,0,,,,,
player,201411160cle,cle,AgneRa00,st_pct,0%,,,,,
player,201411160cle,cle,TateBe00,pos,RB,,,,,
player,201411160cle,cle,TateBe00,offense,16,,,,,
player,201411160cle,cle,TateBe00,off_pct,21%,,,,,
player,201411160cle,cle,TateBe00,defense,0,,,,,
player,201411160cle,cle,TateBe00,def_pct,0%,,,,,
player,201411160cle,cle,TateBe00,special_teams,0,,,,,
player,201411160cle,cle,TateBe00,st_pct,0%,,,,,
player,201411160cle,cle,WestTe00,pos,RB,,,,,
player,201411160cle,cle,WestTe00,offense,10,,,,,
player,201411160cle,cle,WestTe00,off_pct,13%,,,,,
player,201411160cle,cle,WestTe00,defense,0,,,,,
player,201411160cle,cle,WestTe00,def_pct,0%,,,,,
player,201411160cle,cle,WestTe00,special_teams,0,,,,,
player,201411160cle,cle,WestTe00,st_pct,0%,,,,,
player,201411160cle,cle,TaylRy00,pos,TE,,,,,
player,201411160cle,cle,TaylRy00,offense,4,,,,,
player,201411160cle,cle,TaylRy00,off_pct,5%,,,,,
player,201411160cle,cle,TaylRy00,defense,0,,,,,
player,201411160cle,cle,TaylRy00,def_pct,0%,,,,,
player,201411160cle,cle,TaylRy00,special_teams,11,,,,,
player,201411160cle,cle,TaylRy00,st_pct,38%,,,,,
player,201411160cle,cle,WhitDo20,pos,SS,,,,,
player,201411160cle,cle,WhitDo20,offense,0,,,,,
player,201411160cle,cle,WhitDo20,off_pct,0%,,,,,
player,201411160cle,cle,WhitDo20,defense,86,,,,,
player,201411160cle,cle,WhitDo20,def_pct,100%,,,,,
player,201411160cle,cle,WhitDo20,special_teams,6,,,,,
player,201411160cle,cle,WhitDo20,st_pct,21%,,,,,
player,201411160cle,cle,HadeJo99,pos,CB,,,,,
player,201411160cle,cle,HadeJo99,offense,0,,,,,
player,201411160cle,cle,HadeJo99,off_pct,0%,,,,,
player,201411160cle,cle,HadeJo99,defense,85,,,,,
player,201411160cle,cle,HadeJo99,def_pct,99%,,,,,
player,201411160cle,cle,HadeJo99,special_teams,11,,,,,
player,201411160cle,cle,HadeJo99,st_pct,38%,,,,,
player,201411160cle,cle,GipsTa00,pos,FS,,,,,
player,201411160cle,cle,GipsTa00,offense,0,,,,,
player,201411160cle,cle,GipsTa00,off_pct,0%,,,,,
player,201411160cle,cle,GipsTa00,defense,84,,,,,
player,201411160cle,cle,GipsTa00,def_pct,98%,,,,,
player,201411160cle,cle,GipsTa00,special_teams,0,,,,,
player,201411160cle,cle,GipsTa00,st_pct,0%,,,,,
player,201411160cle,cle,SkriBu00,pos,CB,,,,,
player,201411160cle,cle,SkriBu00,offense,0,,,,,
player,201411160cle,cle,SkriBu00,off_pct,0%,,,,,
player,201411160cle,cle,SkriBu00,defense,79,,,,,
player,201411160cle,cle,SkriBu00,def_pct,92%,,,,,
player,201411160cle,cle,SkriBu00,special_teams,11,,,,,
player,201411160cle,cle,SkriBu00,st_pct,38%,,,,,
player,201411160cle,cle,KrugPa99,pos,LB,,,,,
player,201411160cle,cle,KrugPa99,offense,0,,,,,
player,201411160cle,cle,KrugPa99,off_pct,0%,,,,,
player,201411160cle,cle,KrugPa99,defense,73,,,,,
player,201411160cle,cle,KrugPa99,def_pct,85%,,,,,
player,201411160cle,cle,KrugPa99,special_teams,3,,,,,
player,201411160cle,cle,KrugPa99,st_pct,10%,,,,,
player,201411160cle,cle,KirkCh00,pos,LB,,,,,
player,201411160cle,cle,KirkCh00,offense,0,,,,,
player,201411160cle,cle,KirkCh00,off_pct,0%,,,,,
player,201411160cle,cle,KirkCh00,defense,69,,,,,
player,201411160cle,cle,KirkCh00,def_pct,80%,,,,,
player,201411160cle,cle,KirkCh00,special_teams,21,,,,,
player,201411160cle,cle,KirkCh00,st_pct,72%,,,,,
player,201411160cle,cle,RobeCr00,pos,LB,,,,,
player,201411160cle,cle,RobeCr00,offense,0,,,,,
player,201411160cle,cle,RobeCr00,off_pct,0%,,,,,
player,201411160cle,cle,RobeCr00,defense,62,,,,,
player,201411160cle,cle,RobeCr00,def_pct,72%,,,,,
player,201411160cle,cle,RobeCr00,special_teams,25,,,,,
player,201411160cle,cle,RobeCr00,st_pct,86%,,,,,
player,201411160cle,cle,WinnBi00,pos,DE,,,,,
player,201411160cle,cle,WinnBi00,offense,0,,,,,
player,201411160cle,cle,WinnBi00,off_pct,0%,,,,,
player,201411160cle,cle,WinnBi00,defense,59,,,,,
player,201411160cle,cle,WinnBi00,def_pct,69%,,,,,
player,201411160cle,cle,WinnBi00,special_teams,14,,,,,
player,201411160cle,cle,WinnBi00,st_pct,48%,,,,,
player,201411160cle,cle,BryaDe00,pos,DE,,,,,
player,201411160cle,cle,BryaDe00,offense,0,,,,,
player,201411160cle,cle,BryaDe00,off_pct,0%,,,,,
player,201411160cle,cle,BryaDe00,defense,59,,,,,
player,201411160cle,cle,BryaDe00,def_pct,69%,,,,,
player,201411160cle,cle,BryaDe00,special_teams,6,,,,,
player,201411160cle,cle,BryaDe00,st_pct,21%,,,,,
player,201411160cle,cle,WillKW00,pos,CB,,,,,
player,201411160cle,cle,WillKW00,offense,0,,,,,
player,201411160cle,cle,WillKW00,off_pct,0%,,,,,
player,201411160cle,cle,WillKW00,defense,58,,,,,
player,201411160cle,cle,WillKW00,def_pct,67%,,,,,
player,201411160cle,cle,WillKW00,special_teams,5,,,,,
player,201411160cle,cle,WillKW00,st_pct,17%,,,,,
player,201411160cle,cle,MingBa00,pos,LB,,,,,
player,201411160cle,cle,MingBa00,offense,0,,,,,
player,201411160cle,cle,MingBa00,off_pct,0%,,,,,
player,201411160cle,cle,MingBa00,defense,52,,,,,
player,201411160cle,cle,MingBa00,def_pct,60%,,,,,
player,201411160cle,cle,MingBa00,special_teams,18,,,,,
player,201411160cle,cle,MingBa00,st_pct,62%,,,,,
player,201411160cle,cle,SheaJa00,pos,LB,,,,,
player,201411160cle,cle,SheaJa00,offense,0,,,,,
player,201411160cle,cle,SheaJa00,off_pct,0%,,,,,
player,201411160cle,cle,SheaJa00,defense,51,,,,,
player,201411160cle,cle,SheaJa00,def_pct,59%,,,,,
player,201411160cle,cle,SheaJa00,special_teams,3,,,,,
player,201411160cle,cle,SheaJa00,st_pct,10%,,,,,
player,201411160cle,cle,RubiAh99,pos,NT,,,,,
player,201411160cle,cle,RubiAh99,offense,0,,,,,
player,201411160cle,cle,RubiAh99,off_pct,0%,,,,,
player,201411160cle,cle,RubiAh99,defense,39,,,,,
player,201411160cle,cle,RubiAh99,def_pct,45%,,,,,
player,201411160cle,cle,RubiAh99,special_teams,6,,,,,
player,201411160cle,cle,RubiAh99,st_pct,21%,,,,,
player,201411160cle,cle,DansKa20,pos,LB,,,,,
player,201411160cle,cle,DansKa20,offense,0,,,,,
player,201411160cle,cle,DansKa20,off_pct,0%,,,,,
player,201411160cle,cle,DansKa20,defense,31,,,,,
player,201411160cle,cle,DansKa20,def_pct,36%,,,,,
player,201411160cle,cle,DansKa20,special_teams,1,,,,,
player,201411160cle,cle,DansKa20,st_pct,3%,,,,,
player,201411160cle,cle,KitcIs00,pos,NT,,,,,
player,201411160cle,cle,KitcIs00,offense,0,,,,,
player,201411160cle,cle,KitcIs00,off_pct,0%,,,,,
player,201411160cle,cle,KitcIs00,defense,23,,,,,
player,201411160cle,cle,KitcIs00,def_pct,27%,,,,,
player,201411160cle,cle,KitcIs00,special_teams,0,,,,,
player,201411160cle,cle,KitcIs00,st_pct,0%,,,,,
player,201411160cle,cle,FuaxSi00,pos,DT,,,,,
player,201411160cle,cle,FuaxSi00,offense,0,,,,,
player,201411160cle,cle,FuaxSi00,off_pct,0%,,,,,
