game,2014,5,20141002,201410020gnb,min,"Minnesota Vikings",10,gnb,"Green Bay Packers",42
team,201410020gnb,min,First Downs,20,,,,,,
team,201410020gnb,gnb,First Downs,15,,,,,,
team,201410020gnb,min,Rush-Yds-TDs,25-111-1,,,,,,
team,201410020gnb,gnb,Rush-Yds-TDs,28-156-2,,,,,,
team,201410020gnb,min,Cmp-Att-Yd-TD-INT,22-44-222-0-2,,,,,,
team,201410020gnb,gnb,Cmp-Att-Yd-TD-INT,15-22-178-3-1,,,,,,
team,201410020gnb,min,Sacked-Yards,6-34,,,,,,
team,201410020gnb,gnb,Sacked-Yards,2-14,,,,,,
team,201410020gnb,min,Net Pass Yards,188,,,,,,
team,201410020gnb,gnb,Net Pass Yards,164,,,,,,
team,201410020gnb,min,Total Yards,299,,,,,,
team,201410020gnb,gnb,Total Yards,320,,,,,,
team,201410020gnb,min,Fumbles-Lost,1-1,,,,,,
team,201410020gnb,gnb,Fumbles-Lost,0-0,,,,,,
team,201410020gnb,min,Turnovers,3,,,,,,
team,201410020gnb,gnb,Turnovers,1,,,,,,
team,201410020gnb,min,Penalties-Yards,9-91,,,,,,
team,201410020gnb,gnb,Penalties-Yards,5-30,,,,,,
team,201410020gnb,min,Third Down Conv.,5-15,,,,,,
team,201410020gnb,gnb,Third Down Conv.,4-11,,,,,,
team,201410020gnb,min,Fourth Down Conv.,1-2,,,,,,
team,201410020gnb,gnb,Fourth Down Conv.,0-0,,,,,,
team,201410020gnb,min,Time of Possession,32:09,,,,,,
team,201410020gnb,gnb,Time of Possession,27:51,,,,,,
player,201410020gnb,min,PondCh00,pass_cmp,22,,,,,
player,201410020gnb,min,PondCh00,pass_att,44,,,,,
player,201410020gnb,min,PondCh00,pass_yds,222,,,,,
player,201410020gnb,min,PondCh00,pass_td,0,,,,,
player,201410020gnb,min,PondCh00,pass_int,2,,,,,
player,201410020gnb,min,PondCh00,pass_sacked,6,,,,,
player,201410020gnb,min,PondCh00,pass_sacked_yds,34,,,,,
player,201410020gnb,min,PondCh00,pass_long,18,,,,,
player,201410020gnb,min,PondCh00,pass_rating,45.8,,,,,
player,201410020gnb,min,PondCh00,rush_att,3,,,,,
player,201410020gnb,min,PondCh00,rush_yds,15,,,,,
player,201410020gnb,min,PondCh00,rush_td,1,,,,,
player,201410020gnb,min,PondCh00,rush_long,8,,,,,
player,201410020gnb,min,PondCh00,targets,0,,,,,
player,201410020gnb,min,PondCh00,rec,0,,,,,
player,201410020gnb,min,PondCh00,rec_yds,0,,,,,
player,201410020gnb,min,PondCh00,rec_td,0,,,,,
player,201410020gnb,min,PondCh00,rec_long,0,,,,,
player,201410020gnb,min,PondCh00,fumbles,0,,,,,
player,201410020gnb,min,PondCh00,fumbles_lost,0,,,,,
player,201410020gnb,min,AsiaMa00,pass_cmp,0,,,,,
player,201410020gnb,min,AsiaMa00,pass_att,0,,,,,
player,201410020gnb,min,AsiaMa00,pass_yds,0,,,,,
player,201410020gnb,min,AsiaMa00,pass_td,0,,,,,
player,201410020gnb,min,AsiaMa00,pass_int,0,,,,,
player,201410020gnb,min,AsiaMa00,pass_sacked,0,,,,,
player,201410020gnb,min,AsiaMa00,pass_sacked_yds,0,,,,,
player,201410020gnb,min,AsiaMa00,pass_long,0,,,,,
player,201410020gnb,min,AsiaMa00,pass_rating,,,,,,
player,201410020gnb,min,AsiaMa00,rush_att,15,,,,,
player,201410020gnb,min,AsiaMa00,rush_yds,72,,,,,
player,201410020gnb,min,AsiaMa00,rush_td,0,,,,,
player,201410020gnb,min,AsiaMa00,rush_long,11,,,,,
player,201410020gnb,min,AsiaMa00,targets,3,,,,,
player,201410020gnb,min,AsiaMa00,rec,0,,,,,
player,201410020gnb,min,AsiaMa00,rec_yds,0,,,,,
player,201410020gnb,min,AsiaMa00,rec_td,0,,,,,
player,201410020gnb,min,AsiaMa00,rec_long,0,,,,,
player,201410020gnb,min,AsiaMa00,fumbles,1,,,,,
player,201410020gnb,min,AsiaMa00,fumbles_lost,1,,,,,
player,201410020gnb,min,McKiJe00,pass_cmp,0,,,,,
player,201410020gnb,min,McKiJe00,pass_att,0,,,,,
player,201410020gnb,min,McKiJe00,pass_yds,0,,,,,
player,201410020gnb,min,McKiJe00,pass_td,0,,,,,
player,201410020gnb,min,McKiJe00,pass_int,0,,,,,
player,201410020gnb,min,McKiJe00,pass_sacked,0,,,,,
player,201410020gnb,min,McKiJe00,pass_sacked_yds,0,,,,,
player,201410020gnb,min,McKiJe00,pass_long,0,,,,,
player,201410020gnb,min,McKiJe00,pass_rating,,,,,,
player,201410020gnb,min,McKiJe00,rush_att,7,,,,,
player,201410020gnb,min,McKiJe00,rush_yds,24,,,,,
player,201410020gnb,min,McKiJe00,rush_td,0,,,,,
player,201410020gnb,min,McKiJe00,rush_long,10,,,,,
player,201410020gnb,min,McKiJe00,targets,5,,,,,
player,201410020gnb,min,McKiJe00,rec,3,,,,,
player,201410020gnb,min,McKiJe00,rec_yds,22,,,,,
player,201410020gnb,min,McKiJe00,rec_td,0,,,,,
player,201410020gnb,min,McKiJe00,rec_long,8,,,,,
player,201410020gnb,min,McKiJe00,fumbles,0,,,,,
player,201410020gnb,min,McKiJe00,fumbles_lost,0,,,,,
player,201410020gnb,min,ThieAd00,pass_cmp,0,,,,,
player,201410020gnb,min,ThieAd00,pass_att,0,,,,,
player,201410020gnb,min,ThieAd00,pass_yds,0,,,,,
player,201410020gnb,min,ThieAd00,pass_td,0,,,,,
player,201410020gnb,min,ThieAd00,pass_int,0,,,,,
player,201410020gnb,min,ThieAd00,pass_sacked,0,,,,,
player,201410020gnb,min,ThieAd00,pass_sacked_yds,0,,,,,
player,201410020gnb,min,ThieAd00,pass_long,0,,,,,
player,201410020gnb,min,ThieAd00,pass_rating,,,,,,
player,201410020gnb,min,ThieAd00,rush_att,0,,,,,
player,201410020gnb,min,ThieAd00,rush_yds,0,,,,,
player,201410020gnb,min,ThieAd00,rush_td,0,,,,,
player,201410020gnb,min,ThieAd00,rush_long,0,,,,,
player,201410020gnb,min,ThieAd00,targets,5,,,,,
player,201410020gnb,min,ThieAd00,rec,4,,,,,
player,201410020gnb,min,ThieAd00,rec_yds,57,,,,,
player,201410020gnb,min,ThieAd00,rec_td,0,,,,,
player,201410020gnb,min,ThieAd00,rec_long,17,,,,,
player,201410020gnb,min,ThieAd00,fumbles,0,,,,,
player,201410020gnb,min,ThieAd00,fumbles_lost,0,,,,,
player,201410020gnb,min,FordCh00,pass_cmp,0,,,,,
player,201410020gnb,min,FordCh00,pass_att,0,,,,,
player,201410020gnb,min,FordCh00,pass_yds,0,,,,,
player,201410020gnb,min,FordCh00,pass_td,0,,,,,
player,201410020gnb,min,FordCh00,pass_int,0,,,,,
player,201410020gnb,min,FordCh00,pass_sacked,0,,,,,
player,201410020gnb,min,FordCh00,pass_sacked_yds,0,,,,,
player,201410020gnb,min,FordCh00,pass_long,0,,,,,
player,201410020gnb,min,FordCh00,pass_rating,,,,,,
player,201410020gnb,min,FordCh00,rush_att,0,,,,,
player,201410020gnb,min,FordCh00,rush_yds,0,,,,,
player,201410020gnb,min,FordCh00,rush_td,0,,,,,
player,201410020gnb,min,FordCh00,rush_long,0,,,,,
player,201410020gnb,min,FordCh00,targets,4,,,,,
player,201410020gnb,min,FordCh00,rec,3,,,,,
player,201410020gnb,min,FordCh00,rec_yds,31,,,,,
player,201410020gnb,min,FordCh00,rec_td,0,,,,,
player,201410020gnb,min,FordCh00,rec_long,12,,,,,
player,201410020gnb,min,FordCh00,fumbles,0,,,,,
player,201410020gnb,min,FordCh00,fumbles_lost,0,,,,,
player,201410020gnb,min,JennGr00,pass_cmp,0,,,,,
player,201410020gnb,min,JennGr00,pass_att,0,,,,,
player,201410020gnb,min,JennGr00,pass_yds,0,,,,,
player,201410020gnb,min,JennGr00,pass_td,0,,,,,
player,201410020gnb,min,JennGr00,pass_int,0,,,,,
player,201410020gnb,min,JennGr00,pass_sacked,0,,,,,
player,201410020gnb,min,JennGr00,pass_sacked_yds,0,,,,,
player,201410020gnb,min,JennGr00,pass_long,0,,,,,
player,201410020gnb,min,JennGr00,pass_rating,,,,,,
player,201410020gnb,min,JennGr00,rush_att,0,,,,,
player,201410020gnb,min,JennGr00,rush_yds,0,,,,,
player,201410020gnb,min,JennGr00,rush_td,0,,,,,
player,201410020gnb,min,JennGr00,rush_long,0,,,,,
player,201410020gnb,min,JennGr00,targets,6,,,,,
player,201410020gnb,min,JennGr00,rec,2,,,,,
player,201410020gnb,min,JennGr00,rec_yds,31,,,,,
player,201410020gnb,min,JennGr00,rec_td,0,,,,,
player,201410020gnb,min,JennGr00,rec_long,17,,,,,
player,201410020gnb,min,JennGr00,fumbles,0,,,,,
player,201410020gnb,min,JennGr00,fumbles_lost,0,,,,,
player,201410020gnb,min,WrigJa02,pass_cmp,0,,,,,
player,201410020gnb,min,WrigJa02,pass_att,0,,,,,
player,201410020gnb,min,WrigJa02,pass_yds,0,,,,,
player,201410020gnb,min,WrigJa02,pass_td,0,,,,,
player,201410020gnb,min,WrigJa02,pass_int,0,,,,,
player,201410020gnb,min,WrigJa02,pass_sacked,0,,,,,
player,201410020gnb,min,WrigJa02,pass_sacked_yds,0,,,,,
player,201410020gnb,min,WrigJa02,pass_long,0,,,,,
player,201410020gnb,min,WrigJa02,pass_rating,,,,,,
player,201410020gnb,min,WrigJa02,rush_att,0,,,,,
player,201410020gnb,min,WrigJa02,rush_yds,0,,,,,
player,201410020gnb,min,WrigJa02,rush_td,0,,,,,
player,201410020gnb,min,WrigJa02,rush_long,0,,,,,
player,201410020gnb,min,WrigJa02,targets,8,,,,,
player,201410020gnb,min,WrigJa02,rec,3,,,,,
player,201410020gnb,min,WrigJa02,rec_yds,27,,,,,
player,201410020gnb,min,WrigJa02,rec_td,0,,,,,
player,201410020gnb,min,WrigJa02,rec_long,18,,,,,
player,201410020gnb,min,WrigJa02,fumbles,0,,,,,
player,201410020gnb,min,WrigJa02,fumbles_lost,0,,,,,
player,201410020gnb,min,GrayMa00,pass_cmp,0,,,,,
player,201410020gnb,min,GrayMa00,pass_att,0,,,,,
player,201410020gnb,min,GrayMa00,pass_yds,0,,,,,
player,201410020gnb,min,GrayMa00,pass_td,0,,,,,
player,201410020gnb,min,GrayMa00,pass_int,0,,,,,
player,201410020gnb,min,GrayMa00,pass_sacked,0,,,,,
player,201410020gnb,min,GrayMa00,pass_sacked_yds,0,,,,,
player,201410020gnb,min,GrayMa00,pass_long,0,,,,,
player,201410020gnb,min,GrayMa00,pass_rating,,,,,,
player,201410020gnb,min,GrayMa00,rush_att,0,,,,,
player,201410020gnb,min,GrayMa00,rush_yds,0,,,,,
player,201410020gnb,min,GrayMa00,rush_td,0,,,,,
player,201410020gnb,min,GrayMa00,rush_long,0,,,,,
player,201410020gnb,min,GrayMa00,targets,2,,,,,
player,201410020gnb,min,GrayMa00,rec,1,,,,,
player,201410020gnb,min,GrayMa00,rec_yds,16,,,,,
player,201410020gnb,min,GrayMa00,rec_td,0,,,,,
player,201410020gnb,min,GrayMa00,rec_long,16,,,,,
player,201410020gnb,min,GrayMa00,fumbles,0,,,,,
player,201410020gnb,min,GrayMa00,fumbles_lost,0,,,,,
player,201410020gnb,min,ElliRh00,pass_cmp,0,,,,,
player,201410020gnb,min,ElliRh00,pass_att,0,,,,,
player,201410020gnb,min,ElliRh00,pass_yds,0,,,,,
player,201410020gnb,min,ElliRh00,pass_td,0,,,,,
player,201410020gnb,min,ElliRh00,pass_int,0,,,,,
player,201410020gnb,min,ElliRh00,pass_sacked,0,,,,,
player,201410020gnb,min,ElliRh00,pass_sacked_yds,0,,,,,
player,201410020gnb,min,ElliRh00,pass_long,0,,,,,
player,201410020gnb,min,ElliRh00,pass_rating,,,,,,
player,201410020gnb,min,ElliRh00,rush_att,0,,,,,
player,201410020gnb,min,ElliRh00,rush_yds,0,,,,,
player,201410020gnb,min,ElliRh00,rush_td,0,,,,,
player,201410020gnb,min,ElliRh00,rush_long,0,,,,,
player,201410020gnb,min,ElliRh00,targets,2,,,,,
player,201410020gnb,min,ElliRh00,rec,1,,,,,
player,201410020gnb,min,ElliRh00,rec_yds,12,,,,,
player,201410020gnb,min,ElliRh00,rec_td,0,,,,,
player,201410020gnb,min,ElliRh00,rec_long,12,,,,,
player,201410020gnb,min,ElliRh00,fumbles,0,,,,,
player,201410020gnb,min,ElliRh00,fumbles_lost,0,,,,,
player,201410020gnb,min,BanyJo00,pass_cmp,0,,,,,
player,201410020gnb,min,BanyJo00,pass_att,0,,,,,
player,201410020gnb,min,BanyJo00,pass_yds,0,,,,,
player,201410020gnb,min,BanyJo00,pass_td,0,,,,,
player,201410020gnb,min,BanyJo00,pass_int,0,,,,,
player,201410020gnb,min,BanyJo00,pass_sacked,0,,,,,
player,201410020gnb,min,BanyJo00,pass_sacked_yds,0,,,,,
player,201410020gnb,min,BanyJo00,pass_long,0,,,,,
player,201410020gnb,min,BanyJo00,pass_rating,,,,,,
player,201410020gnb,min,BanyJo00,rush_att,0,,,,,
player,201410020gnb,min,BanyJo00,rush_yds,0,,,,,
player,201410020gnb,min,BanyJo00,rush_td,0,,,,,
player,201410020gnb,min,BanyJo00,rush_long,0,,,,,
player,201410020gnb,min,BanyJo00,targets,2,,,,,
player,201410020gnb,min,BanyJo00,rec,2,,,,,
player,201410020gnb,min,BanyJo00,rec_yds,11,,,,,
player,201410020gnb,min,BanyJo00,rec_td,0,,,,,
player,201410020gnb,min,BanyJo00,rec_long,10,,,,,
player,201410020gnb,min,BanyJo00,fumbles,0,,,,,
player,201410020gnb,min,BanyJo00,fumbles_lost,0,,,,,
player,201410020gnb,min,PattCo00,pass_cmp,0,,,,,
player,201410020gnb,min,PattCo00,pass_att,0,,,,,
player,201410020gnb,min,PattCo00,pass_yds,0,,,,,
player,201410020gnb,min,PattCo00,pass_td,0,,,,,
player,201410020gnb,min,PattCo00,pass_int,0,,,,,
player,201410020gnb,min,PattCo00,pass_sacked,0,,,,,
player,201410020gnb,min,PattCo00,pass_sacked_yds,0,,,,,
player,201410020gnb,min,PattCo00,pass_long,0,,,,,
player,201410020gnb,min,PattCo00,pass_rating,,,,,,
player,201410020gnb,min,PattCo00,rush_att,0,,,,,
player,201410020gnb,min,PattCo00,rush_yds,0,,,,,
player,201410020gnb,min,PattCo00,rush_td,0,,,,,
player,201410020gnb,min,PattCo00,rush_long,0,,,,,
player,201410020gnb,min,PattCo00,targets,4,,,,,
player,201410020gnb,min,PattCo00,rec,2,,,,,
player,201410020gnb,min,PattCo00,rec_yds,8,,,,,
player,201410020gnb,min,PattCo00,rec_td,0,,,,,
player,201410020gnb,min,PattCo00,rec_long,6,,,,,
player,201410020gnb,min,PattCo00,fumbles,0,,,,,
player,201410020gnb,min,PattCo00,fumbles_lost,0,,,,,
player,201410020gnb,min,JohnCh08,pass_cmp,0,,,,,
player,201410020gnb,min,JohnCh08,pass_att,0,,,,,
player,201410020gnb,min,JohnCh08,pass_yds,0,,,,,
player,201410020gnb,min,JohnCh08,pass_td,0,,,,,
player,201410020gnb,min,JohnCh08,pass_int,0,,,,,
player,201410020gnb,min,JohnCh08,pass_sacked,0,,,,,
player,201410020gnb,min,JohnCh08,pass_sacked_yds,0,,,,,
player,201410020gnb,min,JohnCh08,pass_long,0,,,,,
player,201410020gnb,min,JohnCh08,pass_rating,,,,,,
player,201410020gnb,min,JohnCh08,rush_att,0,,,,,
player,201410020gnb,min,JohnCh08,rush_yds,0,,,,,
player,201410020gnb,min,JohnCh08,rush_td,0,,,,,
player,201410020gnb,min,JohnCh08,rush_long,0,,,,,
player,201410020gnb,min,JohnCh08,targets,3,,,,,
player,201410020gnb,min,JohnCh08,rec,1,,,,,
player,201410020gnb,min,JohnCh08,rec_yds,7,,,,,
player,201410020gnb,min,JohnCh08,rec_td,0,,,,,
player,201410020gnb,min,JohnCh08,rec_long,7,,,,,
player,201410020gnb,min,JohnCh08,fumbles,0,,,,,
player,201410020gnb,min,JohnCh08,fumbles_lost,0,,,,,
player,201410020gnb,gnb,RodgAa00,pass_cmp,12,,,,,
player,201410020gnb,gnb,RodgAa00,pass_att,17,,,,,
player,201410020gnb,gnb,RodgAa00,pass_yds,156,,,,,
player,201410020gnb,gnb,RodgAa00,pass_td,3,,,,,
player,201410020gnb,gnb,RodgAa00,pass_int,0,,,,,
player,201410020gnb,gnb,RodgAa00,pass_sacked,2,,,,,
player,201410020gnb,gnb,RodgAa00,pass_sacked_yds,14,,,,,
player,201410020gnb,gnb,RodgAa00,pass_long,66,,,,,
player,201410020gnb,gnb,RodgAa00,pass_rating,138.7,,,,,
player,201410020gnb,gnb,RodgAa00,rush_att,0,,,,,
player,201410020gnb,gnb,RodgAa00,rush_yds,0,,,,,
player,201410020gnb,gnb,RodgAa00,rush_td,0,,,,,
