game,2014,4,20140928,201409280sfo,phi,"Philadelphia Eagles",21,sfo,"San Francisco 49ers",26
player,201409280sfo,phi,BarwCo99,tackles_loss,1,,,,,
player,201409280sfo,phi,BarwCo99,qb_hits,2,,,,,
player,201409280sfo,phi,BarwCo99,fumbles_rec,0,,,,,
player,201409280sfo,phi,BarwCo99,fumbles_rec_yds,0,,,,,
player,201409280sfo,phi,BarwCo99,fumbles_rec_td,0,,,,,
player,201409280sfo,phi,BarwCo99,fumbles_forced,0,,,,,
player,201409280sfo,phi,GrahBr99,def_int,0,,,,,
player,201409280sfo,phi,GrahBr99,def_int_yds,0,,,,,
player,201409280sfo,phi,GrahBr99,def_int_td,0,,,,,
player,201409280sfo,phi,GrahBr99,def_int_long,0,,,,,
player,201409280sfo,phi,GrahBr99,pass_defended,0,,,,,
player,201409280sfo,phi,GrahBr99,sacks,1.0,,,,,
player,201409280sfo,phi,GrahBr99,tackles_combined,3,,,,,
player,201409280sfo,phi,GrahBr99,tackles_solo,2,,,,,
player,201409280sfo,phi,GrahBr99,tackles_assists,1,,,,,
player,201409280sfo,phi,GrahBr99,tackles_loss,1,,,,,
player,201409280sfo,phi,GrahBr99,qb_hits,1,,,,,
player,201409280sfo,phi,GrahBr99,fumbles_rec,0,,,,,
player,201409280sfo,phi,GrahBr99,fumbles_rec_yds,0,,,,,
player,201409280sfo,phi,GrahBr99,fumbles_rec_td,0,,,,,
player,201409280sfo,phi,GrahBr99,fumbles_forced,0,,,,,
player,201409280sfo,phi,CurrVi00,def_int,0,,,,,
player,201409280sfo,phi,CurrVi00,def_int_yds,0,,,,,
player,201409280sfo,phi,CurrVi00,def_int_td,0,,,,,
player,201409280sfo,phi,CurrVi00,def_int_long,0,,,,,
player,201409280sfo,phi,CurrVi00,pass_defended,0,,,,,
player,201409280sfo,phi,CurrVi00,sacks,1.0,,,,,
player,201409280sfo,phi,CurrVi00,tackles_combined,1,,,,,
player,201409280sfo,phi,CurrVi00,tackles_solo,1,,,,,
player,201409280sfo,phi,CurrVi00,tackles_assists,0,,,,,
player,201409280sfo,phi,CurrVi00,tackles_loss,1,,,,,
player,201409280sfo,phi,CurrVi00,qb_hits,1,,,,,
player,201409280sfo,phi,CurrVi00,fumbles_rec,0,,,,,
player,201409280sfo,phi,CurrVi00,fumbles_rec_yds,0,,,,,
player,201409280sfo,phi,CurrVi00,fumbles_rec_td,0,,,,,
player,201409280sfo,phi,CurrVi00,fumbles_forced,0,,,,,
player,201409280sfo,phi,MattCa00,def_int,0,,,,,
player,201409280sfo,phi,MattCa00,def_int_yds,0,,,,,
player,201409280sfo,phi,MattCa00,def_int_td,0,,,,,
player,201409280sfo,phi,MattCa00,def_int_long,0,,,,,
player,201409280sfo,phi,MattCa00,pass_defended,0,,,,,
player,201409280sfo,phi,MattCa00,sacks,0.5,,,,,
player,201409280sfo,phi,MattCa00,tackles_combined,3,,,,,
player,201409280sfo,phi,MattCa00,tackles_solo,2,,,,,
player,201409280sfo,phi,MattCa00,tackles_assists,1,,,,,
player,201409280sfo,phi,MattCa00,tackles_loss,0,,,,,
player,201409280sfo,phi,MattCa00,qb_hits,1,,,,,
player,201409280sfo,phi,MattCa00,fumbles_rec,0,,,,,
player,201409280sfo,phi,MattCa00,fumbles_rec_yds,0,,,,,
player,201409280sfo,phi,MattCa00,fumbles_rec_td,0,,,,,
player,201409280sfo,phi,MattCa00,fumbles_forced,0,,,,,
player,201409280sfo,phi,ColeTr20,def_int,0,,,,,
player,201409280sfo,phi,ColeTr20,def_int_yds,0,,,,,
player,201409280sfo,phi,ColeTr20,def_int_td,0,,,,,
player,201409280sfo,phi,ColeTr20,def_int_long,0,,,,,
player,201409280sfo,phi,ColeTr20,pass_defended,0,,,,,
player,201409280sfo,phi,ColeTr20,sacks,0.5,,,,,
player,201409280sfo,phi,ColeTr20,tackles_combined,2,,,,,
player,201409280sfo,phi,ColeTr20,tackles_solo,1,,,,,
player,201409280sfo,phi,ColeTr20,tackles_assists,1,,,,,
player,201409280sfo,phi,ColeTr20,tackles_loss,0,,,,,
player,201409280sfo,phi,ColeTr20,qb_hits,2,,,,,
player,201409280sfo,phi,ColeTr20,fumbles_rec,0,,,,,
player,201409280sfo,phi,ColeTr20,fumbles_rec_yds,0,,,,,
player,201409280sfo,phi,ColeTr20,fumbles_rec_td,0,,,,,
player,201409280sfo,phi,ColeTr20,fumbles_forced,0,,,,,
player,201409280sfo,phi,FletBr99,def_int,0,,,,,
player,201409280sfo,phi,FletBr99,def_int_yds,0,,,,,
player,201409280sfo,phi,FletBr99,def_int_td,0,,,,,
player,201409280sfo,phi,FletBr99,def_int_long,0,,,,,
player,201409280sfo,phi,FletBr99,pass_defended,2,,,,,
player,201409280sfo,phi,FletBr99,sacks,0.0,,,,,
player,201409280sfo,phi,FletBr99,tackles_combined,7,,,,,
player,201409280sfo,phi,FletBr99,tackles_solo,5,,,,,
player,201409280sfo,phi,FletBr99,tackles_assists,2,,,,,
player,201409280sfo,phi,FletBr99,tackles_loss,0,,,,,
player,201409280sfo,phi,FletBr99,qb_hits,0,,,,,
player,201409280sfo,phi,FletBr99,fumbles_rec,0,,,,,
player,201409280sfo,phi,FletBr99,fumbles_rec_yds,0,,,,,
player,201409280sfo,phi,FletBr99,fumbles_rec_td,0,,,,,
player,201409280sfo,phi,FletBr99,fumbles_forced,0,,,,,
player,201409280sfo,phi,RyanDe20,def_int,0,,,,,
player,201409280sfo,phi,RyanDe20,def_int_yds,0,,,,,
player,201409280sfo,phi,RyanDe20,def_int_td,0,,,,,
player,201409280sfo,phi,RyanDe20,def_int_long,0,,,,,
player,201409280sfo,phi,RyanDe20,pass_defended,0,,,,,
player,201409280sfo,phi,RyanDe20,sacks,0.0,,,,,
player,201409280sfo,phi,RyanDe20,tackles_combined,7,,,,,
player,201409280sfo,phi,RyanDe20,tackles_solo,7,,,,,
player,201409280sfo,phi,RyanDe20,tackles_assists,0,,,,,
player,201409280sfo,phi,RyanDe20,tackles_loss,0,,,,,
player,201409280sfo,phi,RyanDe20,qb_hits,0,,,,,
player,201409280sfo,phi,RyanDe20,fumbles_rec,0,,,,,
player,201409280sfo,phi,RyanDe20,fumbles_rec_yds,0,,,,,
player,201409280sfo,phi,RyanDe20,fumbles_rec_td,0,,,,,
player,201409280sfo,phi,RyanDe20,fumbles_forced,0,,,,,
player,201409280sfo,phi,WillCa99,def_int,0,,,,,
player,201409280sfo,phi,WillCa99,def_int_yds,0,,,,,
player,201409280sfo,phi,WillCa99,def_int_td,0,,,,,
player,201409280sfo,phi,WillCa99,def_int_long,0,,,,,
player,201409280sfo,phi,WillCa99,pass_defended,0,,,,,
player,201409280sfo,phi,WillCa99,sacks,0.0,,,,,
player,201409280sfo,phi,WillCa99,tackles_combined,7,,,,,
player,201409280sfo,phi,WillCa99,tackles_solo,7,,,,,
player,201409280sfo,phi,WillCa99,tackles_assists,0,,,,,
player,201409280sfo,phi,WillCa99,tackles_loss,0,,,,,
player,201409280sfo,phi,WillCa99,qb_hits,0,,,,,
player,201409280sfo,phi,WillCa99,fumbles_rec,0,,,,,
player,201409280sfo,phi,WillCa99,fumbles_rec_yds,0,,,,,
player,201409280sfo,phi,WillCa99,fumbles_rec_td,0,,,,,
player,201409280sfo,phi,WillCa99,fumbles_forced,0,,,,,
player,201409280sfo,phi,ThorCe00,def_int,0,,,,,
player,201409280sfo,phi,ThorCe00,def_int_yds,0,,,,,
player,201409280sfo,phi,ThorCe00,def_int_td,0,,,,,
player,201409280sfo,phi,ThorCe00,def_int_long,0,,,,,
player,201409280sfo,phi,ThorCe00,pass_defended,0,,,,,
player,201409280sfo,phi,ThorCe00,sacks,0.0,,,,,
player,201409280sfo,phi,ThorCe00,tackles_combined,6,,,,,
player,201409280sfo,phi,ThorCe00,tackles_solo,6,,,,,
player,201409280sfo,phi,ThorCe00,tackles_assists,0,,,,,
player,201409280sfo,phi,ThorCe00,tackles_loss,2,,,,,
player,201409280sfo,phi,ThorCe00,qb_hits,0,,,,,
player,201409280sfo,phi,ThorCe00,fumbles_rec,0,,,,,
player,201409280sfo,phi,ThorCe00,fumbles_rec_yds,0,,,,,
player,201409280sfo,phi,ThorCe00,fumbles_rec_td,0,,,,,
player,201409280sfo,phi,ThorCe00,fumbles_forced,0,,,,,
player,201409280sfo,phi,AchoEm00,def_int,0,,,,,
player,201409280sfo,phi,AchoEm00,def_int_yds,0,,,,,
player,201409280sfo,phi,AchoEm00,def_int_td,0,,,,,
player,201409280sfo,phi,AchoEm00,def_int_long,0,,,,,
player,201409280sfo,phi,AchoEm00,pass_defended,0,,,,,
player,201409280sfo,phi,AchoEm00,sacks,0.0,,,,,
player,201409280sfo,phi,AchoEm00,tackles_combined,5,,,,,
player,201409280sfo,phi,AchoEm00,tackles_solo,5,,,,,
player,201409280sfo,phi,AchoEm00,tackles_assists,0,,,,,
player,201409280sfo,phi,AchoEm00,tackles_loss,1,,,,,
player,201409280sfo,phi,AchoEm00,qb_hits,0,,,,,
player,201409280sfo,phi,AchoEm00,fumbles_rec,0,,,,,
player,201409280sfo,phi,AchoEm00,fumbles_rec_yds,0,,,,,
player,201409280sfo,phi,AchoEm00,fumbles_rec_td,0,,,,,
player,201409280sfo,phi,AchoEm00,fumbles_forced,0,,,,,
player,201409280sfo,phi,AlleNa99,def_int,0,,,,,
player,201409280sfo,phi,AlleNa99,def_int_yds,0,,,,,
player,201409280sfo,phi,AlleNa99,def_int_td,0,,,,,
player,201409280sfo,phi,AlleNa99,def_int_long,0,,,,,
player,201409280sfo,phi,AlleNa99,pass_defended,0,,,,,
player,201409280sfo,phi,AlleNa99,sacks,0.0,,,,,
player,201409280sfo,phi,AlleNa99,tackles_combined,4,,,,,
player,201409280sfo,phi,AlleNa99,tackles_solo,2,,,,,
player,201409280sfo,phi,AlleNa99,tackles_assists,2,,,,,
player,201409280sfo,phi,AlleNa99,tackles_loss,0,,,,,
player,201409280sfo,phi,AlleNa99,qb_hits,0,,,,,
player,201409280sfo,phi,AlleNa99,fumbles_rec,0,,,,,
player,201409280sfo,phi,AlleNa99,fumbles_rec_yds,0,,,,,
player,201409280sfo,phi,AlleNa99,fumbles_rec_td,0,,,,,
player,201409280sfo,phi,AlleNa99,fumbles_forced,0,,,,,
player,201409280sfo,phi,CoxxFl00,def_int,0,,,,,
player,201409280sfo,phi,CoxxFl00,def_int_yds,0,,,,,
player,201409280sfo,phi,CoxxFl00,def_int_td,0,,,,,
player,201409280sfo,phi,CoxxFl00,def_int_long,0,,,,,
player,201409280sfo,phi,CoxxFl00,pass_defended,0,,,,,
player,201409280sfo,phi,CoxxFl00,sacks,0.0,,,,,
player,201409280sfo,phi,CoxxFl00,tackles_combined,4,,,,,
player,201409280sfo,phi,CoxxFl00,tackles_solo,3,,,,,
player,201409280sfo,phi,CoxxFl00,tackles_assists,1,,,,,
player,201409280sfo,phi,CoxxFl00,tackles_loss,0,,,,,
player,201409280sfo,phi,CoxxFl00,qb_hits,0,,,,,
player,201409280sfo,phi,CoxxFl00,fumbles_rec,0,,,,,
player,201409280sfo,phi,CoxxFl00,fumbles_rec_yds,0,,,,,
player,201409280sfo,phi,CoxxFl00,fumbles_rec_td,0,,,,,
player,201409280sfo,phi,CoxxFl00,fumbles_forced,0,,,,,
player,201409280sfo,phi,LogaBe00,def_int,0,,,,,
player,201409280sfo,phi,LogaBe00,def_int_yds,0,,,,,
player,201409280sfo,phi,LogaBe00,def_int_td,0,,,,,
player,201409280sfo,phi,LogaBe00,def_int_long,0,,,,,
player,201409280sfo,phi,LogaBe00,pass_defended,0,,,,,
player,201409280sfo,phi,LogaBe00,sacks,0.0,,,,,
player,201409280sfo,phi,LogaBe00,tackles_combined,3,,,,,
player,201409280sfo,phi,LogaBe00,tackles_solo,2,,,,,
player,201409280sfo,phi,LogaBe00,tackles_assists,1,,,,,
player,201409280sfo,phi,LogaBe00,tackles_loss,0,,,,,
player,201409280sfo,phi,LogaBe00,qb_hits,0,,,,,
player,201409280sfo,phi,LogaBe00,fumbles_rec,0,,,,,
player,201409280sfo,phi,LogaBe00,fumbles_rec_yds,0,,,,,
player,201409280sfo,phi,LogaBe00,fumbles_rec_td,0,,,,,
player,201409280sfo,phi,LogaBe00,fumbles_forced,0,,,,,
player,201409280sfo,phi,CaseJa00,def_int,0,,,,,
player,201409280sfo,phi,CaseJa00,def_int_yds,0,,,,,
player,201409280sfo,phi,CaseJa00,def_int_td,0,,,,,
player,201409280sfo,phi,CaseJa00,def_int_long,0,,,,,
player,201409280sfo,phi,CaseJa00,pass_defended,0,,,,,
player,201409280sfo,phi,CaseJa00,sacks,0.0,,,,,
player,201409280sfo,phi,CaseJa00,tackles_combined,2,,,,,
player,201409280sfo,phi,CaseJa00,tackles_solo,2,,,,,
player,201409280sfo,phi,CaseJa00,tackles_assists,0,,,,,
player,201409280sfo,phi,CaseJa00,tackles_loss,0,,,,,
player,201409280sfo,phi,CaseJa00,qb_hits,0,,,,,
player,201409280sfo,phi,CaseJa00,fumbles_rec,0,,,,,
player,201409280sfo,phi,CaseJa00,fumbles_rec_yds,0,,,,,
player,201409280sfo,phi,CaseJa00,fumbles_rec_td,0,,,,,
player,201409280sfo,phi,CaseJa00,fumbles_forced,0,,,,,
player,201409280sfo,phi,PolkCh00,def_int,0,,,,,
player,201409280sfo,phi,PolkCh00,def_int_yds,0,,,,,
player,201409280sfo,phi,PolkCh00,def_int_td,0,,,,,
player,201409280sfo,phi,PolkCh00,def_int_long,0,,,,,
player,201409280sfo,phi,PolkCh00,pass_defended,0,,,,,
player,201409280sfo,phi,PolkCh00,sacks,0.0,,,,,
player,201409280sfo,phi,PolkCh00,tackles_combined,2,,,,,
player,201409280sfo,phi,PolkCh00,tackles_solo,1,,,,,
player,201409280sfo,phi,PolkCh00,tackles_assists,1,,,,,
player,201409280sfo,phi,PolkCh00,tackles_loss,0,,,,,
player,201409280sfo,phi,PolkCh00,qb_hits,0,,,,,
player,201409280sfo,phi,PolkCh00,fumbles_rec,0,,,,,
player,201409280sfo,phi,PolkCh00,fumbles_rec_yds,0,,,,,
player,201409280sfo,phi,PolkCh00,fumbles_rec_td,0,,,,,
player,201409280sfo,phi,PolkCh00,fumbles_forced,0,,,,,
player,201409280sfo,phi,AlleBe00,def_int,0,,,,,
player,201409280sfo,phi,AlleBe00,def_int_yds,0,,,,,
player,201409280sfo,phi,AlleBe00,def_int_td,0,,,,,
player,201409280sfo,phi,AlleBe00,def_int_long,0,,,,,
player,201409280sfo,phi,AlleBe00,pass_defended,0,,,,,
player,201409280sfo,phi,AlleBe00,sacks,0.0,,,,,
player,201409280sfo,phi,AlleBe00,tackles_combined,1,,,,,
player,201409280sfo,phi,AlleBe00,tackles_solo,1,,,,,
player,201409280sfo,phi,AlleBe00,tackles_assists,0,,,,,
player,201409280sfo,phi,AlleBe00,tackles_loss,0,,,,,
player,201409280sfo,phi,AlleBe00,qb_hits,0,,,,,
player,201409280sfo,phi,AlleBe00,fumbles_rec,0,,,,,
player,201409280sfo,phi,AlleBe00,fumbles_rec_yds,0,,,,,
player,201409280sfo,phi,AlleBe00,fumbles_rec_td,0,,,,,
player,201409280sfo,phi,AlleBe00,fumbles_forced,0,,,,,
player,201409280sfo,phi,BoykBr00,def_int,0,,,,,
player,201409280sfo,phi,BoykBr00,def_int_yds,0,,,,,
player,201409280sfo,phi,BoykBr00,def_int_td,0,,,,,
player,201409280sfo,phi,BoykBr00,def_int_long,0,,,,,
player,201409280sfo,phi,BoykBr00,pass_defended,0,,,,,
player,201409280sfo,phi,BoykBr00,sacks,0.0,,,,,
player,201409280sfo,phi,BoykBr00,tackles_combined,1,,,,,
player,201409280sfo,phi,BoykBr00,tackles_solo,1,,,,,
player,201409280sfo,phi,BoykBr00,tackles_assists,0,,,,,
player,201409280sfo,phi,BoykBr00,tackles_loss,0,,,,,
player,201409280sfo,phi,BoykBr00,qb_hits,0,,,,,
player,201409280sfo,phi,BoykBr00,fumbles_rec,0,,,,,
player,201409280sfo,phi,BoykBr00,fumbles_rec_yds,0,,,,,
player,201409280sfo,phi,BoykBr00,fumbles_rec_td,0,,,,,
player,201409280sfo,phi,BoykBr00,fumbles_forced,0,,,,,
player,201409280sfo,phi,BramBr00,def_int,0,,,,,
player,201409280sfo,phi,BramBr00,def_int_yds,0,,,,,
player,201409280sfo,phi,BramBr00,def_int_td,0,,,,,
player,201409280sfo,phi,BramBr00,def_int_long,0,,,,,
player,201409280sfo,phi,BramBr00,pass_defended,0,,,,,
player,201409280sfo,phi,BramBr00,sacks,0.0,,,,,
player,201409280sfo,phi,BramBr00,tackles_combined,1,,,,,
player,201409280sfo,phi,BramBr00,tackles_solo,1,,,,,
player,201409280sfo,phi,BramBr00,tackles_assists,0,,,,,
player,201409280sfo,phi,BramBr00,tackles_loss,0,,,,,
player,201409280sfo,phi,BramBr00,qb_hits,0,,,,,
player,201409280sfo,phi,BramBr00,fumbles_rec,0,,,,,
player,201409280sfo,phi,BramBr00,fumbles_rec_yds,0,,,,,
player,201409280sfo,phi,BramBr00,fumbles_rec_td,0,,,,,
player,201409280sfo,phi,BramBr00,fumbles_forced,0,,,,,
player,201409280sfo,phi,WolfEa00,def_int,0,,,,,
player,201409280sfo,phi,WolfEa00,def_int_yds,0,,,,,
player,201409280sfo,phi,WolfEa00,def_int_td,0,,,,,
player,201409280sfo,phi,WolfEa00,def_int_long,0,,,,,
player,201409280sfo,phi,WolfEa00,pass_defended,1,,,,,
player,201409280sfo,phi,WolfEa00,sacks,0.0,,,,,
player,201409280sfo,phi,WolfEa00,tackles_combined,0,,,,,
player,201409280sfo,phi,WolfEa00,tackles_solo,0,,,,,
player,201409280sfo,phi,WolfEa00,tackles_assists,0,,,,,
player,201409280sfo,phi,WolfEa00,tackles_loss,0,,,,,
player,201409280sfo,phi,WolfEa00,qb_hits,0,,,,,
player,201409280sfo,phi,WolfEa00,fumbles_rec,0,,,,,
player,201409280sfo,phi,WolfEa00,fumbles_rec_yds,0,,,,,
player,201409280sfo,phi,WolfEa00,fumbles_rec_td,0,,,,,
player,201409280sfo,phi,WolfEa00,fumbles_forced,0,,,,,
player,201409280sfo,sfo,BethAn20,def_int,1,,,,,
player,201409280sfo,sfo,BethAn20,def_int_yds,0,,,,,
player,201409280sfo,sfo,BethAn20,def_int_td,0,,,,,
player,201409280sfo,sfo,BethAn20,def_int_long,0,,,,,
player,201409280sfo,sfo,BethAn20,pass_defended,1,,,,,
player,201409280sfo,sfo,BethAn20,sacks,0.0,,,,,
player,201409280sfo,sfo,BethAn20,tackles_combined,7,,,,,
player,201409280sfo,sfo,BethAn20,tackles_solo,7,,,,,
player,201409280sfo,sfo,BethAn20,tackles_assists,0,,,,,
player,201409280sfo,sfo,BethAn20,tackles_loss,0,,,,,
player,201409280sfo,sfo,BethAn20,qb_hits,0,,,,,
player,201409280sfo,sfo,BethAn20,fumbles_rec,0,,,,,
player,201409280sfo,sfo,BethAn20,fumbles_rec_yds,0,,,,,
player,201409280sfo,sfo,BethAn20,fumbles_rec_td,0,,,,,
player,201409280sfo,sfo,BethAn20,fumbles_forced,1,,,,,
player,201409280sfo,sfo,CoxxPe99,def_int,1,,,,,
player,201409280sfo,sfo,CoxxPe99,def_int_yds,0,,,,,
player,201409280sfo,sfo,CoxxPe99,def_int_td,0,,,,,
player,201409280sfo,sfo,CoxxPe99,def_int_long,0,,,,,
player,201409280sfo,sfo,CoxxPe99,pass_defended,3,,,,,
player,201409280sfo,sfo,CoxxPe99,sacks,0.0,,,,,
player,201409280sfo,sfo,CoxxPe99,tackles_combined,3,,,,,
player,201409280sfo,sfo,CoxxPe99,tackles_solo,3,,,,,
player,201409280sfo,sfo,CoxxPe99,tackles_assists,0,,,,,
player,201409280sfo,sfo,CoxxPe99,tackles_loss,0,,,,,
player,201409280sfo,sfo,CoxxPe99,qb_hits,0,,,,,
player,201409280sfo,sfo,CoxxPe99,fumbles_rec,1,,,,,
player,201409280sfo,sfo,CoxxPe99,fumbles_rec_yds,0,,,,,
player,201409280sfo,sfo,CoxxPe99,fumbles_rec_td,0,,,,,
player,201409280sfo,sfo,CoxxPe99,fumbles_forced,0,,,,,
player,201409280sfo,sfo,WillIa00,def_int,0,,,,,
player,201409280sfo,sfo,WillIa00,def_int_yds,0,,,,,
player,201409280sfo,sfo,WillIa00,def_int_td,0,,,,,
player,201409280sfo,sfo,WillIa00,def_int_long,0,,,,,
player,201409280sfo,sfo,WillIa00,pass_defended,0,,,,,
player,201409280sfo,sfo,WillIa00,sacks,1.0,,,,,
player,201409280sfo,sfo,WillIa00,tackles_combined,1,,,,,
player,201409280sfo,sfo,WillIa00,tackles_solo,1,,,,,
player,201409280sfo,sfo,WillIa00,tackles_assists,0,,,,,
player,201409280sfo,sfo,WillIa00,tackles_loss,1,,,,,
player,201409280sfo,sfo,WillIa00,qb_hits,1,,,,,
player,201409280sfo,sfo,WillIa00,fumbles_rec,0,,,,,
player,201409280sfo,sfo,WillIa00,fumbles_rec_yds,0,,,,,
player,201409280sfo,sfo,WillIa00,fumbles_rec_td,0,,,,,
player,201409280sfo,sfo,WillIa00,fumbles_forced,0,,,,,
player,201409280sfo,sfo,CullCh00,def_int,0,,,,,
player,201409280sfo,sfo,CullCh00,def_int_yds,0,,,,,
player,201409280sfo,sfo,CullCh00,def_int_td,0,,,,,
player,201409280sfo,sfo,CullCh00,def_int_long,0,,,,,
player,201409280sfo,sfo,CullCh00,pass_defended,1,,,,,
player,201409280sfo,sfo,CullCh00,sacks,0.0,,,,,
player,201409280sfo,sfo,CullCh00,tackles_combined,4,,,,,
player,201409280sfo,sfo,CullCh00,tackles_solo,4,,,,,
player,201409280sfo,sfo,CullCh00,tackles_assists,0,,,,,
player,201409280sfo,sfo,CullCh00,tackles_loss,0,,,,,
player,201409280sfo,sfo,CullCh00,qb_hits,0,,,,,
player,201409280sfo,sfo,CullCh00,fumbles_rec,0,,,,,
player,201409280sfo,sfo,CullCh00,fumbles_rec_yds,0,,,,,
player,201409280sfo,sfo,CullCh00,fumbles_rec_td,0,,,,,
player,201409280sfo,sfo,CullCh00,fumbles_forced,1,,,,,
player,201409280sfo,sfo,McDoRa99,def_int,0,,,,,
player,201409280sfo,sfo,McDoRa99,def_int_yds,0,,,,,
player,201409280sfo,sfo,McDoRa99,def_int_td,0,,,,,
player,201409280sfo,sfo,McDoRa99,def_int_long,0,,,,,
player,201409280sfo,sfo,McDoRa99,pass_defended,0,,,,,
player,201409280sfo,sfo,McDoRa99,sacks,0.0,,,,,
player,201409280sfo,sfo,McDoRa99,tackles_combined,4,,,,,
player,201409280sfo,sfo,McDoRa99,tackles_solo,3,,,,,
player,201409280sfo,sfo,McDoRa99,tackles_assists,1,,,,,
player,201409280sfo,sfo,McDoRa99,tackles_loss,0,,,,,
player,201409280sfo,sfo,McDoRa99,qb_hits,0,,,,,
player,201409280sfo,sfo,McDoRa99,fumbles_rec,0,,,,,
player,201409280sfo,sfo,McDoRa99,fumbles_rec_yds,0,,,,,
player,201409280sfo,sfo,McDoRa99,fumbles_rec_td,0,,,,,
player,201409280sfo,sfo,McDoRa99,fumbles_forced,0,,,,,
player,201409280sfo,sfo,WardJi01,def_int,0,,,,,
player,201409280sfo,sfo,WardJi01,def_int_yds,0,,,,,
player,201409280sfo,sfo,WardJi01,def_int_td,0,,,,,
player,201409280sfo,sfo,WardJi01,def_int_long,0,,,,,
player,201409280sfo,sfo,WardJi01,pass_defended,0,,,,,
player,201409280sfo,sfo,WardJi01,sacks,0.0,,,,,
player,201409280sfo,sfo,WardJi01,tackles_combined,4,,,,,
player,201409280sfo,sfo,WardJi01,tackles_solo,4,,,,,
player,201409280sfo,sfo,WardJi01,tackles_assists,0,,,,,
player,201409280sfo,sfo,WardJi01,tackles_loss,0,,,,,
player,201409280sfo,sfo,WardJi01,qb_hits,0,,,,,
player,201409280sfo,sfo,WardJi01,fumbles_rec,0,,,,,
player,201409280sfo,sfo,WardJi01,fumbles_rec_yds,0,,,,,
player,201409280sfo,sfo,WardJi01,fumbles_rec_td,0,,,,,
player,201409280sfo,sfo,WardJi01,fumbles_forced,0,,,,,
player,201409280sfo,sfo,WillPa98,def_int,0,,,,,
player,201409280sfo,sfo,WillPa98,def_int_yds,0,,,,,
player,201409280sfo,sfo,WillPa98,def_int_td,0,,,,,
player,201409280sfo,sfo,WillPa98,def_int_long,0,,,,,
player,201409280sfo,sfo,WillPa98,pass_defended,0,,,,,
player,201409280sfo,sfo,WillPa98,sacks,0.0,,,,,
player,201409280sfo,sfo,WillPa98,tackles_combined,3,,,,,
player,201409280sfo,sfo,WillPa98,tackles_solo,2,,,,,
player,201409280sfo,sfo,WillPa98,tackles_assists,1,,,,,
player,201409280sfo,sfo,WillPa98,tackles_loss,0,,,,,
player,201409280sfo,sfo,WillPa98,qb_hits,0,,,,,
player,201409280sfo,sfo,WillPa98,fumbles_rec,0,,,,,
player,201409280sfo,sfo,WillPa98,fumbles_rec_yds,0,,,,,
player,201409280sfo,sfo,WillPa98,fumbles_rec_td,0,,,,,
player,201409280sfo,sfo,WillPa98,fumbles_forced,0,,,,,
player,201409280sfo,sfo,CookCh99,def_int,0,,,,,
player,201409280sfo,sfo,CookCh99,def_int_yds,0,,,,,
player,201409280sfo,sfo,CookCh99,def_int_td,0,,,,,
player,201409280sfo,sfo,CookCh99,def_int_long,0,,,,,
player,201409280sfo,sfo,CookCh99,pass_defended,1,,,,,
player,201409280sfo,sfo,CookCh99,sacks,0.0,,,,,
player,201409280sfo,sfo,CookCh99,tackles_combined,2,,,,,
player,201409280sfo,sfo,CookCh99,tackles_solo,2,,,,,
player,201409280sfo,sfo,CookCh99,tackles_assists,0,,,,,
player,201409280sfo,sfo,CookCh99,tackles_loss,0,,,,,
player,201409280sfo,sfo,CookCh99,qb_hits,0,,,,,
player,201409280sfo,sfo,CookCh99,fumbles_rec,0,,,,,
player,201409280sfo,sfo,CookCh99,fumbles_rec_yds,0,,,,,
player,201409280sfo,sfo,CookCh99,fumbles_rec_td,0,,,,,
player,201409280sfo,sfo,CookCh99,fumbles_forced,0,,,,,
player,201409280sfo,sfo,SkutDa00,def_int,0,,,,,
player,201409280sfo,sfo,SkutDa00,def_int_yds,0,,,,,
player,201409280sfo,sfo,SkutDa00,def_int_td,0,,,,,
player,201409280sfo,sfo,SkutDa00,def_int_long,0,,,,,
player,201409280sfo,sfo,SkutDa00,pass_defended,0,,,,,
player,201409280sfo,sfo,SkutDa00,sacks,0.0,,,,,
player,201409280sfo,sfo,SkutDa00,tackles_combined,2,,,,,
player,201409280sfo,sfo,SkutDa00,tackles_solo,1,,,,,
player,201409280sfo,sfo,SkutDa00,tackles_assists,1,,,,,
player,201409280sfo,sfo,SkutDa00,tackles_loss,0,,,,,
player,201409280sfo,sfo,SkutDa00,qb_hits,0,,,,,
player,201409280sfo,sfo,SkutDa00,fumbles_rec,0,,,,,
player,201409280sfo,sfo,SkutDa00,fumbles_rec_yds,0,,,,,
player,201409280sfo,sfo,SkutDa00,fumbles_rec_td,0,,,,,
player,201409280sfo,sfo,SkutDa00,fumbles_forced,0,,,,,
player,201409280sfo,sfo,BrooAh21,def_int,0,,,,,
player,201409280sfo,sfo,BrooAh21,def_int_yds,0,,,,,
player,201409280sfo,sfo,BrooAh21,def_int_td,0,,,,,
player,201409280sfo,sfo,BrooAh21,def_int_long,0,,,,,
player,201409280sfo,sfo,BrooAh21,pass_defended,0,,,,,
player,201409280sfo,sfo,BrooAh21,sacks,0.0,,,,,
player,201409280sfo,sfo,BrooAh21,tackles_combined,1,,,,,
player,201409280sfo,sfo,BrooAh21,tackles_solo,1,,,,,
player,201409280sfo,sfo,BrooAh21,tackles_assists,0,,,,,
player,201409280sfo,sfo,BrooAh21,tackles_loss,0,,,,,
