game,2014,4,20140928,201409280min,atl,"Atlanta Falcons",28,min,"Minnesota Vikings",41
player,201409280min,atl,FreeDe00,rush_td,0,,,,,
player,201409280min,atl,FreeDe00,rush_long,5,,,,,
player,201409280min,atl,FreeDe00,targets,2,,,,,
player,201409280min,atl,FreeDe00,rec,2,,,,,
player,201409280min,atl,FreeDe00,rec_yds,12,,,,,
player,201409280min,atl,FreeDe00,rec_td,0,,,,,
player,201409280min,atl,FreeDe00,rec_long,6,,,,,
player,201409280min,atl,FreeDe00,fumbles,0,,,,,
player,201409280min,atl,FreeDe00,fumbles_lost,0,,,,,
player,201409280min,atl,RodgJa00,pass_cmp,0,,,,,
player,201409280min,atl,RodgJa00,pass_att,0,,,,,
player,201409280min,atl,RodgJa00,pass_yds,0,,,,,
player,201409280min,atl,RodgJa00,pass_td,0,,,,,
player,201409280min,atl,RodgJa00,pass_int,0,,,,,
player,201409280min,atl,RodgJa00,pass_sacked,0,,,,,
player,201409280min,atl,RodgJa00,pass_sacked_yds,0,,,,,
player,201409280min,atl,RodgJa00,pass_long,0,,,,,
player,201409280min,atl,RodgJa00,pass_rating,,,,,,
player,201409280min,atl,RodgJa00,rush_att,1,,,,,
player,201409280min,atl,RodgJa00,rush_yds,2,,,,,
player,201409280min,atl,RodgJa00,rush_td,0,,,,,
player,201409280min,atl,RodgJa00,rush_long,2,,,,,
player,201409280min,atl,RodgJa00,targets,4,,,,,
player,201409280min,atl,RodgJa00,rec,4,,,,,
player,201409280min,atl,RodgJa00,rec_yds,35,,,,,
player,201409280min,atl,RodgJa00,rec_td,0,,,,,
player,201409280min,atl,RodgJa00,rec_long,12,,,,,
player,201409280min,atl,RodgJa00,fumbles,0,,,,,
player,201409280min,atl,RodgJa00,fumbles_lost,0,,,,,
player,201409280min,atl,JoneJu02,pass_cmp,0,,,,,
player,201409280min,atl,JoneJu02,pass_att,0,,,,,
player,201409280min,atl,JoneJu02,pass_yds,0,,,,,
player,201409280min,atl,JoneJu02,pass_td,0,,,,,
player,201409280min,atl,JoneJu02,pass_int,0,,,,,
player,201409280min,atl,JoneJu02,pass_sacked,0,,,,,
player,201409280min,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201409280min,atl,JoneJu02,pass_long,0,,,,,
player,201409280min,atl,JoneJu02,pass_rating,,,,,,
player,201409280min,atl,JoneJu02,rush_att,0,,,,,
player,201409280min,atl,JoneJu02,rush_yds,0,,,,,
player,201409280min,atl,JoneJu02,rush_td,0,,,,,
player,201409280min,atl,JoneJu02,rush_long,0,,,,,
player,201409280min,atl,JoneJu02,targets,8,,,,,
player,201409280min,atl,JoneJu02,rec,6,,,,,
player,201409280min,atl,JoneJu02,rec_yds,82,,,,,
player,201409280min,atl,JoneJu02,rec_td,0,,,,,
player,201409280min,atl,JoneJu02,rec_long,21,,,,,
player,201409280min,atl,JoneJu02,fumbles,0,,,,,
player,201409280min,atl,JoneJu02,fumbles_lost,0,,,,,
player,201409280min,atl,WhitRo00,pass_cmp,0,,,,,
player,201409280min,atl,WhitRo00,pass_att,0,,,,,
player,201409280min,atl,WhitRo00,pass_yds,0,,,,,
player,201409280min,atl,WhitRo00,pass_td,0,,,,,
player,201409280min,atl,WhitRo00,pass_int,0,,,,,
player,201409280min,atl,WhitRo00,pass_sacked,0,,,,,
player,201409280min,atl,WhitRo00,pass_sacked_yds,0,,,,,
player,201409280min,atl,WhitRo00,pass_long,0,,,,,
player,201409280min,atl,WhitRo00,pass_rating,,,,,,
player,201409280min,atl,WhitRo00,rush_att,0,,,,,
player,201409280min,atl,WhitRo00,rush_yds,0,,,,,
player,201409280min,atl,WhitRo00,rush_td,0,,,,,
player,201409280min,atl,WhitRo00,rush_long,0,,,,,
player,201409280min,atl,WhitRo00,targets,14,,,,,
player,201409280min,atl,WhitRo00,rec,4,,,,,
player,201409280min,atl,WhitRo00,rec_yds,73,,,,,
player,201409280min,atl,WhitRo00,rec_td,1,,,,,
player,201409280min,atl,WhitRo00,rec_long,24,,,,,
player,201409280min,atl,WhitRo00,fumbles,0,,,,,
player,201409280min,atl,WhitRo00,fumbles_lost,0,,,,,
player,201409280min,atl,HestDe99,pass_cmp,0,,,,,
player,201409280min,atl,HestDe99,pass_att,0,,,,,
player,201409280min,atl,HestDe99,pass_yds,0,,,,,
player,201409280min,atl,HestDe99,pass_td,0,,,,,
player,201409280min,atl,HestDe99,pass_int,0,,,,,
player,201409280min,atl,HestDe99,pass_sacked,0,,,,,
player,201409280min,atl,HestDe99,pass_sacked_yds,0,,,,,
player,201409280min,atl,HestDe99,pass_long,0,,,,,
player,201409280min,atl,HestDe99,pass_rating,,,,,,
player,201409280min,atl,HestDe99,rush_att,0,,,,,
player,201409280min,atl,HestDe99,rush_yds,0,,,,,
player,201409280min,atl,HestDe99,rush_td,0,,,,,
player,201409280min,atl,HestDe99,rush_long,0,,,,,
player,201409280min,atl,HestDe99,targets,7,,,,,
player,201409280min,atl,HestDe99,rec,5,,,,,
player,201409280min,atl,HestDe99,rec_yds,70,,,,,
player,201409280min,atl,HestDe99,rec_td,1,,,,,
player,201409280min,atl,HestDe99,rec_long,36,,,,,
player,201409280min,atl,HestDe99,fumbles,0,,,,,
player,201409280min,atl,HestDe99,fumbles_lost,0,,,,,
player,201409280min,atl,ToilLe00,pass_cmp,0,,,,,
player,201409280min,atl,ToilLe00,pass_att,0,,,,,
player,201409280min,atl,ToilLe00,pass_yds,0,,,,,
player,201409280min,atl,ToilLe00,pass_td,0,,,,,
player,201409280min,atl,ToilLe00,pass_int,0,,,,,
player,201409280min,atl,ToilLe00,pass_sacked,0,,,,,
player,201409280min,atl,ToilLe00,pass_sacked_yds,0,,,,,
player,201409280min,atl,ToilLe00,pass_long,0,,,,,
player,201409280min,atl,ToilLe00,pass_rating,,,,,,
player,201409280min,atl,ToilLe00,rush_att,0,,,,,
player,201409280min,atl,ToilLe00,rush_yds,0,,,,,
player,201409280min,atl,ToilLe00,rush_td,0,,,,,
player,201409280min,atl,ToilLe00,rush_long,0,,,,,
player,201409280min,atl,ToilLe00,targets,2,,,,,
player,201409280min,atl,ToilLe00,rec,1,,,,,
player,201409280min,atl,ToilLe00,rec_yds,12,,,,,
player,201409280min,atl,ToilLe00,rec_td,0,,,,,
player,201409280min,atl,ToilLe00,rec_long,12,,,,,
player,201409280min,atl,ToilLe00,fumbles,0,,,,,
player,201409280min,atl,ToilLe00,fumbles_lost,0,,,,,
player,201409280min,atl,DiMaPa00,pass_cmp,0,,,,,
player,201409280min,atl,DiMaPa00,pass_att,0,,,,,
player,201409280min,atl,DiMaPa00,pass_yds,0,,,,,
player,201409280min,atl,DiMaPa00,pass_td,0,,,,,
player,201409280min,atl,DiMaPa00,pass_int,0,,,,,
player,201409280min,atl,DiMaPa00,pass_sacked,0,,,,,
player,201409280min,atl,DiMaPa00,pass_sacked_yds,0,,,,,
player,201409280min,atl,DiMaPa00,pass_long,0,,,,,
player,201409280min,atl,DiMaPa00,pass_rating,,,,,,
player,201409280min,atl,DiMaPa00,rush_att,0,,,,,
player,201409280min,atl,DiMaPa00,rush_yds,0,,,,,
player,201409280min,atl,DiMaPa00,rush_td,0,,,,,
player,201409280min,atl,DiMaPa00,rush_long,0,,,,,
player,201409280min,atl,DiMaPa00,targets,1,,,,,
player,201409280min,atl,DiMaPa00,rec,1,,,,,
player,201409280min,atl,DiMaPa00,rec_yds,1,,,,,
player,201409280min,atl,DiMaPa00,rec_td,1,,,,,
player,201409280min,atl,DiMaPa00,rec_long,1,,,,,
player,201409280min,atl,DiMaPa00,fumbles,0,,,,,
player,201409280min,atl,DiMaPa00,fumbles_lost,0,,,,,
player,201409280min,min,BridTe00,pass_cmp,19,,,,,
player,201409280min,min,BridTe00,pass_att,30,,,,,
player,201409280min,min,BridTe00,pass_yds,317,,,,,
player,201409280min,min,BridTe00,pass_td,0,,,,,
player,201409280min,min,BridTe00,pass_int,0,,,,,
player,201409280min,min,BridTe00,pass_sacked,0,,,,,
player,201409280min,min,BridTe00,pass_sacked_yds,0,,,,,
player,201409280min,min,BridTe00,pass_long,52,,,,,
player,201409280min,min,BridTe00,pass_rating,98.9,,,,,
player,201409280min,min,BridTe00,rush_att,5,,,,,
player,201409280min,min,BridTe00,rush_yds,27,,,,,
player,201409280min,min,BridTe00,rush_td,1,,,,,
player,201409280min,min,BridTe00,rush_long,13,,,,,
player,201409280min,min,BridTe00,targets,0,,,,,
player,201409280min,min,BridTe00,rec,0,,,,,
player,201409280min,min,BridTe00,rec_yds,0,,,,,
player,201409280min,min,BridTe00,rec_td,0,,,,,
player,201409280min,min,BridTe00,rec_long,0,,,,,
player,201409280min,min,BridTe00,fumbles,0,,,,,
player,201409280min,min,BridTe00,fumbles_lost,0,,,,,
player,201409280min,min,McKiJe00,pass_cmp,0,,,,,
player,201409280min,min,McKiJe00,pass_att,0,,,,,
player,201409280min,min,McKiJe00,pass_yds,0,,,,,
player,201409280min,min,McKiJe00,pass_td,0,,,,,
player,201409280min,min,McKiJe00,pass_int,0,,,,,
player,201409280min,min,McKiJe00,pass_sacked,0,,,,,
player,201409280min,min,McKiJe00,pass_sacked_yds,0,,,,,
player,201409280min,min,McKiJe00,pass_long,0,,,,,
player,201409280min,min,McKiJe00,pass_rating,,,,,,
player,201409280min,min,McKiJe00,rush_att,18,,,,,
player,201409280min,min,McKiJe00,rush_yds,135,,,,,
player,201409280min,min,McKiJe00,rush_td,0,,,,,
player,201409280min,min,McKiJe00,rush_long,55,,,,,
player,201409280min,min,McKiJe00,targets,3,,,,,
player,201409280min,min,McKiJe00,rec,1,,,,,
player,201409280min,min,McKiJe00,rec_yds,17,,,,,
player,201409280min,min,McKiJe00,rec_td,0,,,,,
player,201409280min,min,McKiJe00,rec_long,17,,,,,
player,201409280min,min,McKiJe00,fumbles,0,,,,,
player,201409280min,min,McKiJe00,fumbles_lost,0,,,,,
player,201409280min,min,AsiaMa00,pass_cmp,0,,,,,
player,201409280min,min,AsiaMa00,pass_att,0,,,,,
player,201409280min,min,AsiaMa00,pass_yds,0,,,,,
player,201409280min,min,AsiaMa00,pass_td,0,,,,,
player,201409280min,min,AsiaMa00,pass_int,0,,,,,
player,201409280min,min,AsiaMa00,pass_sacked,0,,,,,
player,201409280min,min,AsiaMa00,pass_sacked_yds,0,,,,,
player,201409280min,min,AsiaMa00,pass_long,0,,,,,
player,201409280min,min,AsiaMa00,pass_rating,,,,,,
player,201409280min,min,AsiaMa00,rush_att,20,,,,,
player,201409280min,min,AsiaMa00,rush_yds,78,,,,,
player,201409280min,min,AsiaMa00,rush_td,3,,,,,
player,201409280min,min,AsiaMa00,rush_long,12,,,,,
player,201409280min,min,AsiaMa00,targets,4,,,,,
player,201409280min,min,AsiaMa00,rec,3,,,,,
player,201409280min,min,AsiaMa00,rec_yds,22,,,,,
player,201409280min,min,AsiaMa00,rec_td,0,,,,,
player,201409280min,min,AsiaMa00,rec_long,12,,,,,
player,201409280min,min,AsiaMa00,fumbles,0,,,,,
player,201409280min,min,AsiaMa00,fumbles_lost,0,,,,,
player,201409280min,min,PondCh00,pass_cmp,0,,,,,
player,201409280min,min,PondCh00,pass_att,0,,,,,
player,201409280min,min,PondCh00,pass_yds,0,,,,,
player,201409280min,min,PondCh00,pass_td,0,,,,,
player,201409280min,min,PondCh00,pass_int,0,,,,,
player,201409280min,min,PondCh00,pass_sacked,0,,,,,
player,201409280min,min,PondCh00,pass_sacked_yds,0,,,,,
player,201409280min,min,PondCh00,pass_long,0,,,,,
player,201409280min,min,PondCh00,pass_rating,,,,,,
player,201409280min,min,PondCh00,rush_att,1,,,,,
player,201409280min,min,PondCh00,rush_yds,1,,,,,
player,201409280min,min,PondCh00,rush_td,0,,,,,
player,201409280min,min,PondCh00,rush_long,1,,,,,
player,201409280min,min,PondCh00,targets,0,,,,,
player,201409280min,min,PondCh00,rec,0,,,,,
player,201409280min,min,PondCh00,rec_yds,0,,,,,
player,201409280min,min,PondCh00,rec_td,0,,,,,
player,201409280min,min,PondCh00,rec_long,0,,,,,
player,201409280min,min,PondCh00,fumbles,0,,,,,
player,201409280min,min,PondCh00,fumbles_lost,0,,,,,
player,201409280min,min,WrigJa02,pass_cmp,0,,,,,
player,201409280min,min,WrigJa02,pass_att,0,,,,,
player,201409280min,min,WrigJa02,pass_yds,0,,,,,
player,201409280min,min,WrigJa02,pass_td,0,,,,,
player,201409280min,min,WrigJa02,pass_int,0,,,,,
player,201409280min,min,WrigJa02,pass_sacked,0,,,,,
player,201409280min,min,WrigJa02,pass_sacked_yds,0,,,,,
player,201409280min,min,WrigJa02,pass_long,0,,,,,
player,201409280min,min,WrigJa02,pass_rating,,,,,,
player,201409280min,min,WrigJa02,rush_att,0,,,,,
player,201409280min,min,WrigJa02,rush_yds,0,,,,,
player,201409280min,min,WrigJa02,rush_td,0,,,,,
player,201409280min,min,WrigJa02,rush_long,0,,,,,
player,201409280min,min,WrigJa02,targets,10,,,,,
player,201409280min,min,WrigJa02,rec,8,,,,,
player,201409280min,min,WrigJa02,rec_yds,132,,,,,
player,201409280min,min,WrigJa02,rec_td,0,,,,,
player,201409280min,min,WrigJa02,rec_long,52,,,,,
player,201409280min,min,WrigJa02,fumbles,0,,,,,
player,201409280min,min,WrigJa02,fumbles_lost,0,,,,,
player,201409280min,min,JennGr00,pass_cmp,0,,,,,
player,201409280min,min,JennGr00,pass_att,0,,,,,
player,201409280min,min,JennGr00,pass_yds,0,,,,,
player,201409280min,min,JennGr00,pass_td,0,,,,,
player,201409280min,min,JennGr00,pass_int,0,,,,,
player,201409280min,min,JennGr00,pass_sacked,0,,,,,
player,201409280min,min,JennGr00,pass_sacked_yds,0,,,,,
player,201409280min,min,JennGr00,pass_long,0,,,,,
player,201409280min,min,JennGr00,pass_rating,,,,,,
player,201409280min,min,JennGr00,rush_att,0,,,,,
player,201409280min,min,JennGr00,rush_yds,0,,,,,
player,201409280min,min,JennGr00,rush_td,0,,,,,
player,201409280min,min,JennGr00,rush_long,0,,,,,
player,201409280min,min,JennGr00,targets,4,,,,,
player,201409280min,min,JennGr00,rec,3,,,,,
player,201409280min,min,JennGr00,rec_yds,72,,,,,
player,201409280min,min,JennGr00,rec_td,0,,,,,
player,201409280min,min,JennGr00,rec_long,29,,,,,
player,201409280min,min,JennGr00,fumbles,0,,,,,
player,201409280min,min,JennGr00,fumbles_lost,0,,,,,
player,201409280min,min,PattCo00,pass_cmp,0,,,,,
player,201409280min,min,PattCo00,pass_att,0,,,,,
player,201409280min,min,PattCo00,pass_yds,0,,,,,
player,201409280min,min,PattCo00,pass_td,0,,,,,
player,201409280min,min,PattCo00,pass_int,0,,,,,
player,201409280min,min,PattCo00,pass_sacked,0,,,,,
player,201409280min,min,PattCo00,pass_sacked_yds,0,,,,,
player,201409280min,min,PattCo00,pass_long,0,,,,,
player,201409280min,min,PattCo00,pass_rating,,,,,,
player,201409280min,min,PattCo00,rush_att,0,,,,,
player,201409280min,min,PattCo00,rush_yds,0,,,,,
player,201409280min,min,PattCo00,rush_td,0,,,,,
player,201409280min,min,PattCo00,rush_long,0,,,,,
player,201409280min,min,PattCo00,targets,4,,,,,
player,201409280min,min,PattCo00,rec,2,,,,,
player,201409280min,min,PattCo00,rec_yds,38,,,,,
player,201409280min,min,PattCo00,rec_td,0,,,,,
player,201409280min,min,PattCo00,rec_long,22,,,,,
player,201409280min,min,PattCo00,fumbles,0,,,,,
player,201409280min,min,PattCo00,fumbles_lost,0,,,,,
player,201409280min,min,ElliRh00,pass_cmp,0,,,,,
player,201409280min,min,ElliRh00,pass_att,0,,,,,
player,201409280min,min,ElliRh00,pass_yds,0,,,,,
player,201409280min,min,ElliRh00,pass_td,0,,,,,
player,201409280min,min,ElliRh00,pass_int,0,,,,,
player,201409280min,min,ElliRh00,pass_sacked,0,,,,,
player,201409280min,min,ElliRh00,pass_sacked_yds,0,,,,,
player,201409280min,min,ElliRh00,pass_long,0,,,,,
player,201409280min,min,ElliRh00,pass_rating,,,,,,
player,201409280min,min,ElliRh00,rush_att,0,,,,,
player,201409280min,min,ElliRh00,rush_yds,0,,,,,
player,201409280min,min,ElliRh00,rush_td,0,,,,,
player,201409280min,min,ElliRh00,rush_long,0,,,,,
player,201409280min,min,ElliRh00,targets,1,,,,,
player,201409280min,min,ElliRh00,rec,1,,,,,
player,201409280min,min,ElliRh00,rec_yds,19,,,,,
player,201409280min,min,ElliRh00,rec_td,0,,,,,
player,201409280min,min,ElliRh00,rec_long,19,,,,,
player,201409280min,min,ElliRh00,fumbles,0,,,,,
player,201409280min,min,ElliRh00,fumbles_lost,0,,,,,
player,201409280min,min,FordCh00,pass_cmp,0,,,,,
player,201409280min,min,FordCh00,pass_att,0,,,,,
player,201409280min,min,FordCh00,pass_yds,0,,,,,
player,201409280min,min,FordCh00,pass_td,0,,,,,
player,201409280min,min,FordCh00,pass_int,0,,,,,
player,201409280min,min,FordCh00,pass_sacked,0,,,,,
player,201409280min,min,FordCh00,pass_sacked_yds,0,,,,,
player,201409280min,min,FordCh00,pass_long,0,,,,,
player,201409280min,min,FordCh00,pass_rating,,,,,,
player,201409280min,min,FordCh00,rush_att,0,,,,,
player,201409280min,min,FordCh00,rush_yds,0,,,,,
player,201409280min,min,FordCh00,rush_td,0,,,,,
player,201409280min,min,FordCh00,rush_long,0,,,,,
player,201409280min,min,FordCh00,targets,4,,,,,
player,201409280min,min,FordCh00,rec,1,,,,,
player,201409280min,min,FordCh00,rec_yds,17,,,,,
player,201409280min,min,FordCh00,rec_td,0,,,,,
player,201409280min,min,FordCh00,rec_long,17,,,,,
player,201409280min,min,FordCh00,fumbles,0,,,,,
player,201409280min,min,FordCh00,fumbles_lost,0,,,,,
player,201409280min,atl,ShemPr00,def_int,0,,,,,
player,201409280min,atl,ShemPr00,def_int_yds,0,,,,,
player,201409280min,atl,ShemPr00,def_int_td,0,,,,,
player,201409280min,atl,ShemPr00,def_int_long,0,,,,,
player,201409280min,atl,ShemPr00,pass_defended,0,,,,,
player,201409280min,atl,ShemPr00,sacks,0.0,,,,,
player,201409280min,atl,ShemPr00,tackles_combined,9,,,,,
player,201409280min,atl,ShemPr00,tackles_solo,5,,,,,
player,201409280min,atl,ShemPr00,tackles_assists,4,,,,,
player,201409280min,atl,ShemPr00,tackles_loss,0,,,,,
player,201409280min,atl,ShemPr00,qb_hits,0,,,,,
player,201409280min,atl,ShemPr00,fumbles_rec,0,,,,,
player,201409280min,atl,ShemPr00,fumbles_rec_yds,0,,,,,
player,201409280min,atl,ShemPr00,fumbles_rec_td,0,,,,,
player,201409280min,atl,ShemPr00,fumbles_forced,0,,,,,
player,201409280min,atl,WorrPa00,def_int,0,,,,,
player,201409280min,atl,WorrPa00,def_int_yds,0,,,,,
player,201409280min,atl,WorrPa00,def_int_td,0,,,,,
player,201409280min,atl,WorrPa00,def_int_long,0,,,,,
player,201409280min,atl,WorrPa00,pass_defended,0,,,,,
player,201409280min,atl,WorrPa00,sacks,0.0,,,,,
player,201409280min,atl,WorrPa00,tackles_combined,9,,,,,
player,201409280min,atl,WorrPa00,tackles_solo,5,,,,,
player,201409280min,atl,WorrPa00,tackles_assists,4,,,,,
player,201409280min,atl,WorrPa00,tackles_loss,0,,,,,
player,201409280min,atl,WorrPa00,qb_hits,0,,,,,
player,201409280min,atl,WorrPa00,fumbles_rec,0,,,,,
player,201409280min,atl,WorrPa00,fumbles_rec_yds,0,,,,,
player,201409280min,atl,WorrPa00,fumbles_rec_td,0,,,,,
player,201409280min,atl,WorrPa00,fumbles_forced,0,,,,,
player,201409280min,atl,IshmKe00,def_int,0,,,,,
player,201409280min,atl,IshmKe00,def_int_yds,0,,,,,
player,201409280min,atl,IshmKe00,def_int_td,0,,,,,
player,201409280min,atl,IshmKe00,def_int_long,0,,,,,
player,201409280min,atl,IshmKe00,pass_defended,0,,,,,
player,201409280min,atl,IshmKe00,sacks,0.0,,,,,
player,201409280min,atl,IshmKe00,tackles_combined,8,,,,,
player,201409280min,atl,IshmKe00,tackles_solo,2,,,,,
player,201409280min,atl,IshmKe00,tackles_assists,6,,,,,
player,201409280min,atl,IshmKe00,tackles_loss,0,,,,,
player,201409280min,atl,IshmKe00,qb_hits,0,,,,,
player,201409280min,atl,IshmKe00,fumbles_rec,0,,,,,
player,201409280min,atl,IshmKe00,fumbles_rec_yds,0,,,,,
player,201409280min,atl,IshmKe00,fumbles_rec_td,0,,,,,
player,201409280min,atl,IshmKe00,fumbles_forced,0,,,,,
player,201409280min,atl,BierKr99,def_int,0,,,,,
player,201409280min,atl,BierKr99,def_int_yds,0,,,,,
player,201409280min,atl,BierKr99,def_int_td,0,,,,,
player,201409280min,atl,BierKr99,def_int_long,0,,,,,
player,201409280min,atl,BierKr99,pass_defended,0,,,,,
player,201409280min,atl,BierKr99,sacks,0.0,,,,,
player,201409280min,atl,BierKr99,tackles_combined,7,,,,,
player,201409280min,atl,BierKr99,tackles_solo,6,,,,,
player,201409280min,atl,BierKr99,tackles_assists,1,,,,,
player,201409280min,atl,BierKr99,tackles_loss,1,,,,,
player,201409280min,atl,BierKr99,qb_hits,0,,,,,
player,201409280min,atl,BierKr99,fumbles_rec,0,,,,,
player,201409280min,atl,BierKr99,fumbles_rec_yds,0,,,,,
player,201409280min,atl,BierKr99,fumbles_rec_td,0,,,,,
player,201409280min,atl,BierKr99,fumbles_forced,0,,,,,
player,201409280min,atl,JackTy98,def_int,0,,,,,
player,201409280min,atl,JackTy98,def_int_yds,0,,,,,
player,201409280min,atl,JackTy98,def_int_td,0,,,,,
player,201409280min,atl,JackTy98,def_int_long,0,,,,,
player,201409280min,atl,JackTy98,pass_defended,1,,,,,
player,201409280min,atl,JackTy98,sacks,0.0,,,,,
player,201409280min,atl,JackTy98,tackles_combined,6,,,,,
player,201409280min,atl,JackTy98,tackles_solo,2,,,,,
player,201409280min,atl,JackTy98,tackles_assists,4,,,,,
player,201409280min,atl,JackTy98,tackles_loss,0,,,,,
player,201409280min,atl,JackTy98,qb_hits,0,,,,,
player,201409280min,atl,JackTy98,fumbles_rec,0,,,,,
player,201409280min,atl,JackTy98,fumbles_rec_yds,0,,,,,
