game,2014,1,20140908,201409080crd,sdg,"San Diego Chargers",17,crd,"Arizona Cardinals",18
player,201409080crd,sdg,FlukDJ00,st_pct,12%,,,,,
player,201409080crd,sdg,RineCh20,pos,G,,,,,
player,201409080crd,sdg,RineCh20,offense,61,,,,,
player,201409080crd,sdg,RineCh20,off_pct,100%,,,,,
player,201409080crd,sdg,RineCh20,defense,0,,,,,
player,201409080crd,sdg,RineCh20,def_pct,0%,,,,,
player,201409080crd,sdg,RineCh20,special_teams,3,,,,,
player,201409080crd,sdg,RineCh20,st_pct,12%,,,,,
player,201409080crd,sdg,RivePh00,pos,QB,,,,,
player,201409080crd,sdg,RivePh00,offense,61,,,,,
player,201409080crd,sdg,RivePh00,off_pct,100%,,,,,
player,201409080crd,sdg,RivePh00,defense,0,,,,,
player,201409080crd,sdg,RivePh00,def_pct,0%,,,,,
player,201409080crd,sdg,RivePh00,special_teams,0,,,,,
player,201409080crd,sdg,RivePh00,st_pct,0%,,,,,
player,201409080crd,sdg,AlleKe00,pos,WR,,,,,
player,201409080crd,sdg,AlleKe00,offense,60,,,,,
player,201409080crd,sdg,AlleKe00,off_pct,98%,,,,,
player,201409080crd,sdg,AlleKe00,defense,0,,,,,
player,201409080crd,sdg,AlleKe00,def_pct,0%,,,,,
player,201409080crd,sdg,AlleKe00,special_teams,0,,,,,
player,201409080crd,sdg,AlleKe00,st_pct,0%,,,,,
player,201409080crd,sdg,FloyMa00,pos,WR,,,,,
player,201409080crd,sdg,FloyMa00,offense,53,,,,,
player,201409080crd,sdg,FloyMa00,off_pct,87%,,,,,
player,201409080crd,sdg,FloyMa00,defense,0,,,,,
player,201409080crd,sdg,FloyMa00,def_pct,0%,,,,,
player,201409080crd,sdg,FloyMa00,special_teams,0,,,,,
player,201409080crd,sdg,FloyMa00,st_pct,0%,,,,,
player,201409080crd,sdg,GateAn00,pos,TE,,,,,
player,201409080crd,sdg,GateAn00,offense,52,,,,,
player,201409080crd,sdg,GateAn00,off_pct,85%,,,,,
player,201409080crd,sdg,GateAn00,defense,0,,,,,
player,201409080crd,sdg,GateAn00,def_pct,0%,,,,,
player,201409080crd,sdg,GateAn00,special_teams,0,,,,,
player,201409080crd,sdg,GateAn00,st_pct,0%,,,,,
player,201409080crd,sdg,OhrnRi20,pos,G,,,,,
player,201409080crd,sdg,OhrnRi20,offense,46,,,,,
player,201409080crd,sdg,OhrnRi20,off_pct,75%,,,,,
player,201409080crd,sdg,OhrnRi20,defense,0,,,,,
player,201409080crd,sdg,OhrnRi20,def_pct,0%,,,,,
player,201409080crd,sdg,OhrnRi20,special_teams,3,,,,,
player,201409080crd,sdg,OhrnRi20,st_pct,12%,,,,,
player,201409080crd,sdg,RoyaEd00,pos,WR,,,,,
player,201409080crd,sdg,RoyaEd00,offense,37,,,,,
player,201409080crd,sdg,RoyaEd00,off_pct,61%,,,,,
player,201409080crd,sdg,RoyaEd00,defense,0,,,,,
player,201409080crd,sdg,RoyaEd00,def_pct,0%,,,,,
player,201409080crd,sdg,RoyaEd00,special_teams,5,,,,,
player,201409080crd,sdg,RoyaEd00,st_pct,21%,,,,,
player,201409080crd,sdg,WoodDa02,pos,RB,,,,,
player,201409080crd,sdg,WoodDa02,offense,29,,,,,
player,201409080crd,sdg,WoodDa02,off_pct,48%,,,,,
player,201409080crd,sdg,WoodDa02,defense,0,,,,,
player,201409080crd,sdg,WoodDa02,def_pct,0%,,,,,
player,201409080crd,sdg,WoodDa02,special_teams,6,,,,,
player,201409080crd,sdg,WoodDa02,st_pct,25%,,,,,
player,201409080crd,sdg,GreeLa00,pos,TE,,,,,
player,201409080crd,sdg,GreeLa00,offense,24,,,,,
player,201409080crd,sdg,GreeLa00,off_pct,39%,,,,,
player,201409080crd,sdg,GreeLa00,defense,0,,,,,
player,201409080crd,sdg,GreeLa00,def_pct,0%,,,,,
player,201409080crd,sdg,GreeLa00,special_teams,17,,,,,
player,201409080crd,sdg,GreeLa00,st_pct,71%,,,,,
player,201409080crd,sdg,MathRy00,pos,RB,,,,,
player,201409080crd,sdg,MathRy00,offense,23,,,,,
player,201409080crd,sdg,MathRy00,off_pct,38%,,,,,
player,201409080crd,sdg,MathRy00,defense,0,,,,,
player,201409080crd,sdg,MathRy00,def_pct,0%,,,,,
player,201409080crd,sdg,MathRy00,special_teams,0,,,,,
player,201409080crd,sdg,MathRy00,st_pct,0%,,,,,
player,201409080crd,sdg,HardNi55,pos,C,,,,,
player,201409080crd,sdg,HardNi55,offense,15,,,,,
player,201409080crd,sdg,HardNi55,off_pct,25%,,,,,
player,201409080crd,sdg,HardNi55,defense,0,,,,,
player,201409080crd,sdg,HardNi55,def_pct,0%,,,,,
player,201409080crd,sdg,HardNi55,special_teams,0,,,,,
player,201409080crd,sdg,HardNi55,st_pct,0%,,,,,
player,201409080crd,sdg,BrowDo00,pos,RB,,,,,
player,201409080crd,sdg,BrowDo00,offense,11,,,,,
player,201409080crd,sdg,BrowDo00,off_pct,18%,,,,,
player,201409080crd,sdg,BrowDo00,defense,0,,,,,
player,201409080crd,sdg,BrowDo00,def_pct,0%,,,,,
player,201409080crd,sdg,BrowDo00,special_teams,18,,,,,
player,201409080crd,sdg,BrowDo00,st_pct,75%,,,,,
player,201409080crd,sdg,JohnDa05,pos,TE,,,,,
player,201409080crd,sdg,JohnDa05,offense,9,,,,,
player,201409080crd,sdg,JohnDa05,off_pct,15%,,,,,
player,201409080crd,sdg,JohnDa05,defense,0,,,,,
player,201409080crd,sdg,JohnDa05,def_pct,0%,,,,,
player,201409080crd,sdg,JohnDa05,special_teams,4,,,,,
player,201409080crd,sdg,JohnDa05,st_pct,17%,,,,,
player,201409080crd,sdg,PhilJo00,pos,TE,,,,,
player,201409080crd,sdg,PhilJo00,offense,7,,,,,
player,201409080crd,sdg,PhilJo00,off_pct,11%,,,,,
player,201409080crd,sdg,PhilJo00,defense,0,,,,,
player,201409080crd,sdg,PhilJo00,def_pct,0%,,,,,
player,201409080crd,sdg,PhilJo00,special_teams,4,,,,,
player,201409080crd,sdg,PhilJo00,st_pct,17%,,,,,
player,201409080crd,sdg,ButlDo99,pos,LB,,,,,
player,201409080crd,sdg,ButlDo99,offense,0,,,,,
player,201409080crd,sdg,ButlDo99,off_pct,0%,,,,,
player,201409080crd,sdg,ButlDo99,defense,70,,,,,
player,201409080crd,sdg,ButlDo99,def_pct,100%,,,,,
player,201409080crd,sdg,ButlDo99,special_teams,7,,,,,
player,201409080crd,sdg,ButlDo99,st_pct,29%,,,,,
player,201409080crd,sdg,WrigSh00,pos,CB,,,,,
player,201409080crd,sdg,WrigSh00,offense,0,,,,,
player,201409080crd,sdg,WrigSh00,off_pct,0%,,,,,
player,201409080crd,sdg,WrigSh00,defense,70,,,,,
player,201409080crd,sdg,WrigSh00,def_pct,100%,,,,,
player,201409080crd,sdg,WrigSh00,special_teams,7,,,,,
player,201409080crd,sdg,WrigSh00,st_pct,29%,,,,,
player,201409080crd,sdg,GilcMa00,pos,SS,,,,,
player,201409080crd,sdg,GilcMa00,offense,0,,,,,
player,201409080crd,sdg,GilcMa00,off_pct,0%,,,,,
player,201409080crd,sdg,GilcMa00,defense,70,,,,,
player,201409080crd,sdg,GilcMa00,def_pct,100%,,,,,
player,201409080crd,sdg,GilcMa00,special_teams,6,,,,,
player,201409080crd,sdg,GilcMa00,st_pct,25%,,,,,
player,201409080crd,sdg,FlowBr99,pos,CB,,,,,
player,201409080crd,sdg,FlowBr99,offense,0,,,,,
player,201409080crd,sdg,FlowBr99,off_pct,0%,,,,,
player,201409080crd,sdg,FlowBr99,defense,70,,,,,
player,201409080crd,sdg,FlowBr99,def_pct,100%,,,,,
player,201409080crd,sdg,FlowBr99,special_teams,5,,,,,
player,201409080crd,sdg,FlowBr99,st_pct,21%,,,,,
player,201409080crd,sdg,WeddEr99,pos,FS,,,,,
player,201409080crd,sdg,WeddEr99,offense,0,,,,,
player,201409080crd,sdg,WeddEr99,off_pct,0%,,,,,
player,201409080crd,sdg,WeddEr99,defense,66,,,,,
player,201409080crd,sdg,WeddEr99,def_pct,94%,,,,,
player,201409080crd,sdg,WeddEr99,special_teams,11,,,,,
player,201409080crd,sdg,WeddEr99,st_pct,46%,,,,,
player,201409080crd,sdg,ReyeKe00,pos,DE,,,,,
player,201409080crd,sdg,ReyeKe00,offense,0,,,,,
player,201409080crd,sdg,ReyeKe00,off_pct,0%,,,,,
player,201409080crd,sdg,ReyeKe00,defense,56,,,,,
player,201409080crd,sdg,ReyeKe00,def_pct,80%,,,,,
player,201409080crd,sdg,ReyeKe00,special_teams,6,,,,,
player,201409080crd,sdg,ReyeKe00,st_pct,25%,,,,,
player,201409080crd,sdg,LiugCo00,pos,DT,,,,,
player,201409080crd,sdg,LiugCo00,offense,0,,,,,
player,201409080crd,sdg,LiugCo00,off_pct,0%,,,,,
player,201409080crd,sdg,LiugCo00,defense,54,,,,,
player,201409080crd,sdg,LiugCo00,def_pct,77%,,,,,
player,201409080crd,sdg,LiugCo00,special_teams,2,,,,,
player,201409080crd,sdg,LiugCo00,st_pct,8%,,,,,
player,201409080crd,sdg,TeoxMa00,pos,LB,,,,,
player,201409080crd,sdg,TeoxMa00,offense,0,,,,,
player,201409080crd,sdg,TeoxMa00,off_pct,0%,,,,,
player,201409080crd,sdg,TeoxMa00,defense,48,,,,,
player,201409080crd,sdg,TeoxMa00,def_pct,69%,,,,,
player,201409080crd,sdg,TeoxMa00,special_teams,3,,,,,
player,201409080crd,sdg,TeoxMa00,st_pct,12%,,,,,
player,201409080crd,sdg,IngrMe00,pos,LB,,,,,
player,201409080crd,sdg,IngrMe00,offense,0,,,,,
player,201409080crd,sdg,IngrMe00,off_pct,0%,,,,,
player,201409080crd,sdg,IngrMe00,defense,45,,,,,
player,201409080crd,sdg,IngrMe00,def_pct,64%,,,,,
player,201409080crd,sdg,IngrMe00,special_teams,6,,,,,
player,201409080crd,sdg,IngrMe00,st_pct,25%,,,,,
player,201409080crd,sdg,FreeDw00,pos,LB,,,,,
player,201409080crd,sdg,FreeDw00,offense,0,,,,,
player,201409080crd,sdg,FreeDw00,off_pct,0%,,,,,
player,201409080crd,sdg,FreeDw00,defense,44,,,,,
player,201409080crd,sdg,FreeDw00,def_pct,63%,,,,,
player,201409080crd,sdg,FreeDw00,special_teams,0,,,,,
player,201409080crd,sdg,FreeDw00,st_pct,0%,,,,,
player,201409080crd,sdg,VerrJa00,pos,CB,,,,,
player,201409080crd,sdg,VerrJa00,offense,0,,,,,
player,201409080crd,sdg,VerrJa00,off_pct,0%,,,,,
player,201409080crd,sdg,VerrJa00,defense,43,,,,,
player,201409080crd,sdg,VerrJa00,def_pct,61%,,,,,
player,201409080crd,sdg,VerrJa00,special_teams,6,,,,,
player,201409080crd,sdg,VerrJa00,st_pct,25%,,,,,
player,201409080crd,sdg,JohnJa23,pos,LB,,,,,
player,201409080crd,sdg,JohnJa23,offense,0,,,,,
player,201409080crd,sdg,JohnJa23,off_pct,0%,,,,,
player,201409080crd,sdg,JohnJa23,defense,36,,,,,
player,201409080crd,sdg,JohnJa23,def_pct,51%,,,,,
player,201409080crd,sdg,JohnJa23,special_teams,3,,,,,
player,201409080crd,sdg,JohnJa23,st_pct,12%,,,,,
player,201409080crd,sdg,MarsRi20,pos,CB,,,,,
player,201409080crd,sdg,MarsRi20,offense,0,,,,,
player,201409080crd,sdg,MarsRi20,off_pct,0%,,,,,
player,201409080crd,sdg,MarsRi20,defense,26,,,,,
player,201409080crd,sdg,MarsRi20,def_pct,37%,,,,,
player,201409080crd,sdg,MarsRi20,special_teams,4,,,,,
player,201409080crd,sdg,MarsRi20,st_pct,17%,,,,,
player,201409080crd,sdg,GuyxLa00,pos,DE,,,,,
player,201409080crd,sdg,GuyxLa00,offense,0,,,,,
player,201409080crd,sdg,GuyxLa00,off_pct,0%,,,,,
player,201409080crd,sdg,GuyxLa00,defense,22,,,,,
player,201409080crd,sdg,GuyxLa00,def_pct,31%,,,,,
player,201409080crd,sdg,GuyxLa00,special_teams,3,,,,,
player,201409080crd,sdg,GuyxLa00,st_pct,12%,,,,,
player,201409080crd,sdg,LissSe99,pos,NT,,,,,
player,201409080crd,sdg,LissSe99,offense,0,,,,,
player,201409080crd,sdg,LissSe99,off_pct,0%,,,,,
player,201409080crd,sdg,LissSe99,defense,21,,,,,
player,201409080crd,sdg,LissSe99,def_pct,30%,,,,,
player,201409080crd,sdg,LissSe99,special_teams,1,,,,,
player,201409080crd,sdg,LissSe99,st_pct,4%,,,,,
player,201409080crd,sdg,AttaJe00,pos,LB,,,,,
player,201409080crd,sdg,AttaJe00,offense,0,,,,,
player,201409080crd,sdg,AttaJe00,off_pct,0%,,,,,
player,201409080crd,sdg,AttaJe00,defense,19,,,,,
player,201409080crd,sdg,AttaJe00,def_pct,27%,,,,,
player,201409080crd,sdg,AttaJe00,special_teams,10,,,,,
player,201409080crd,sdg,AttaJe00,st_pct,42%,,,,,
player,201409080crd,sdg,PaleTe00,pos,DT,,,,,
player,201409080crd,sdg,PaleTe00,offense,0,,,,,
player,201409080crd,sdg,PaleTe00,off_pct,0%,,,,,
player,201409080crd,sdg,PaleTe00,defense,8,,,,,
player,201409080crd,sdg,PaleTe00,def_pct,11%,,,,,
player,201409080crd,sdg,PaleTe00,special_teams,1,,,,,
player,201409080crd,sdg,PaleTe00,st_pct,4%,,,,,
player,201409080crd,sdg,WillSt02,pos,CB,,,,,
player,201409080crd,sdg,WillSt02,offense,0,,,,,
player,201409080crd,sdg,WillSt02,off_pct,0%,,,,,
player,201409080crd,sdg,WillSt02,defense,2,,,,,
player,201409080crd,sdg,WillSt02,def_pct,3%,,,,,
player,201409080crd,sdg,WillSt02,special_teams,0,,,,,
player,201409080crd,sdg,WillSt02,st_pct,0%,,,,,
player,201409080crd,sdg,WalkRe00,pos,LB,,,,,
player,201409080crd,sdg,WalkRe00,offense,0,,,,,
player,201409080crd,sdg,WalkRe00,off_pct,0%,,,,,
player,201409080crd,sdg,WalkRe00,defense,0,,,,,
player,201409080crd,sdg,WalkRe00,def_pct,0%,,,,,
player,201409080crd,sdg,WalkRe00,special_teams,18,,,,,
player,201409080crd,sdg,WalkRe00,st_pct,75%,,,,,
player,201409080crd,sdg,StucDa20,pos,SS,,,,,
player,201409080crd,sdg,StucDa20,offense,0,,,,,
player,201409080crd,sdg,StucDa20,off_pct,0%,,,,,
player,201409080crd,sdg,StucDa20,defense,0,,,,,
player,201409080crd,sdg,StucDa20,def_pct,0%,,,,,
player,201409080crd,sdg,StucDa20,special_teams,18,,,,,
player,201409080crd,sdg,StucDa20,st_pct,75%,,,,,
player,201409080crd,sdg,ConnKa99,pos,LB,,,,,
player,201409080crd,sdg,ConnKa99,offense,0,,,,,
player,201409080crd,sdg,ConnKa99,off_pct,0%,,,,,
player,201409080crd,sdg,ConnKa99,defense,0,,,,,
player,201409080crd,sdg,ConnKa99,def_pct,0%,,,,,
player,201409080crd,sdg,ConnKa99,special_teams,18,,,,,
player,201409080crd,sdg,ConnKa99,st_pct,75%,,,,,
player,201409080crd,sdg,GachAn00,pos,LB,,,,,
player,201409080crd,sdg,GachAn00,offense,0,,,,,
player,201409080crd,sdg,GachAn00,off_pct,0%,,,,,
player,201409080crd,sdg,GachAn00,defense,0,,,,,
player,201409080crd,sdg,GachAn00,def_pct,0%,,,,,
player,201409080crd,sdg,GachAn00,special_teams,18,,,,,
player,201409080crd,sdg,GachAn00,st_pct,75%,,,,,
player,201409080crd,sdg,AjirSe00,pos,WR,,,,,
player,201409080crd,sdg,AjirSe00,offense,0,,,,,
player,201409080crd,sdg,AjirSe00,off_pct,0%,,,,,
player,201409080crd,sdg,AjirSe00,defense,0,,,,,
player,201409080crd,sdg,AjirSe00,def_pct,0%,,,,,
player,201409080crd,sdg,AjirSe00,special_teams,14,,,,,
player,201409080crd,sdg,AjirSe00,st_pct,58%,,,,,
player,201409080crd,sdg,ScifMi20,pos,P,,,,,
player,201409080crd,sdg,ScifMi20,offense,0,,,,,
player,201409080crd,sdg,ScifMi20,off_pct,0%,,,,,
player,201409080crd,sdg,ScifMi20,defense,0,,,,,
player,201409080crd,sdg,ScifMi20,def_pct,0%,,,,,
player,201409080crd,sdg,ScifMi20,special_teams,9,,,,,
player,201409080crd,sdg,ScifMi20,st_pct,38%,,,,,
player,201409080crd,sdg,WindMi00,pos,LS,,,,,
player,201409080crd,sdg,WindMi00,offense,0,,,,,
player,201409080crd,sdg,WindMi00,off_pct,0%,,,,,
player,201409080crd,sdg,WindMi00,defense,0,,,,,
player,201409080crd,sdg,WindMi00,def_pct,0%,,,,,
player,201409080crd,sdg,WindMi00,special_teams,9,,,,,
player,201409080crd,sdg,WindMi00,st_pct,38%,,,,,
player,201409080crd,sdg,novaknic01,pos,K,,,,,
player,201409080crd,sdg,novaknic01,offense,0,,,,,
player,201409080crd,sdg,novaknic01,off_pct,0%,,,,,
player,201409080crd,sdg,novaknic01,defense,0,,,,,
player,201409080crd,sdg,novaknic01,def_pct,0%,,,,,
player,201409080crd,sdg,novaknic01,special_teams,7,,,,,
player,201409080crd,sdg,novaknic01,st_pct,29%,,,,,
player,201409080crd,sdg,SmitWi00,pos,T,,,,,
player,201409080crd,sdg,SmitWi00,offense,0,,,,,
player,201409080crd,sdg,SmitWi00,off_pct,0%,,,,,
player,201409080crd,sdg,SmitWi00,defense,0,,,,,
player,201409080crd,sdg,SmitWi00,def_pct,0%,,,,,
player,201409080crd,sdg,SmitWi00,special_teams,3,,,,,
player,201409080crd,sdg,SmitWi00,st_pct,12%,,,,,
