game,2014,12,20141123,201411230chi,tam,"Tampa Bay Buccaneers",13,chi,"Chicago Bears",21
player,201411230chi,tam,SmitJa01,tackles_assists,0,,,,,
player,201411230chi,tam,SmitJa01,tackles_loss,1,,,,,
player,201411230chi,tam,SmitJa01,qb_hits,1,,,,,
player,201411230chi,tam,SmitJa01,fumbles_rec,0,,,,,
player,201411230chi,tam,SmitJa01,fumbles_rec_yds,0,,,,,
player,201411230chi,tam,SmitJa01,fumbles_rec_td,0,,,,,
player,201411230chi,tam,SmitJa01,fumbles_forced,0,,,,,
player,201411230chi,tam,FostMa00,def_int,0,,,,,
player,201411230chi,tam,FostMa00,def_int_yds,0,,,,,
player,201411230chi,tam,FostMa00,def_int_td,0,,,,,
player,201411230chi,tam,FostMa00,def_int_long,0,,,,,
player,201411230chi,tam,FostMa00,pass_defended,0,,,,,
player,201411230chi,tam,FostMa00,sacks,0.0,,,,,
player,201411230chi,tam,FostMa00,tackles_combined,8,,,,,
player,201411230chi,tam,FostMa00,tackles_solo,7,,,,,
player,201411230chi,tam,FostMa00,tackles_assists,1,,,,,
player,201411230chi,tam,FostMa00,tackles_loss,0,,,,,
player,201411230chi,tam,FostMa00,qb_hits,0,,,,,
player,201411230chi,tam,FostMa00,fumbles_rec,0,,,,,
player,201411230chi,tam,FostMa00,fumbles_rec_yds,0,,,,,
player,201411230chi,tam,FostMa00,fumbles_rec_td,0,,,,,
player,201411230chi,tam,FostMa00,fumbles_forced,0,,,,,
player,201411230chi,tam,LansDa00,def_int,0,,,,,
player,201411230chi,tam,LansDa00,def_int_yds,0,,,,,
player,201411230chi,tam,LansDa00,def_int_td,0,,,,,
player,201411230chi,tam,LansDa00,def_int_long,0,,,,,
player,201411230chi,tam,LansDa00,pass_defended,0,,,,,
player,201411230chi,tam,LansDa00,sacks,0.0,,,,,
player,201411230chi,tam,LansDa00,tackles_combined,7,,,,,
player,201411230chi,tam,LansDa00,tackles_solo,6,,,,,
player,201411230chi,tam,LansDa00,tackles_assists,1,,,,,
player,201411230chi,tam,LansDa00,tackles_loss,0,,,,,
player,201411230chi,tam,LansDa00,qb_hits,0,,,,,
player,201411230chi,tam,LansDa00,fumbles_rec,0,,,,,
player,201411230chi,tam,LansDa00,fumbles_rec_yds,0,,,,,
player,201411230chi,tam,LansDa00,fumbles_rec_td,0,,,,,
player,201411230chi,tam,LansDa00,fumbles_forced,0,,,,,
player,201411230chi,tam,McDoBr01,def_int,0,,,,,
player,201411230chi,tam,McDoBr01,def_int_yds,0,,,,,
player,201411230chi,tam,McDoBr01,def_int_td,0,,,,,
player,201411230chi,tam,McDoBr01,def_int_long,0,,,,,
player,201411230chi,tam,McDoBr01,pass_defended,0,,,,,
player,201411230chi,tam,McDoBr01,sacks,0.0,,,,,
player,201411230chi,tam,McDoBr01,tackles_combined,6,,,,,
player,201411230chi,tam,McDoBr01,tackles_solo,6,,,,,
player,201411230chi,tam,McDoBr01,tackles_assists,0,,,,,
player,201411230chi,tam,McDoBr01,tackles_loss,0,,,,,
player,201411230chi,tam,McDoBr01,qb_hits,0,,,,,
player,201411230chi,tam,McDoBr01,fumbles_rec,0,,,,,
player,201411230chi,tam,McDoBr01,fumbles_rec_yds,0,,,,,
player,201411230chi,tam,McDoBr01,fumbles_rec_td,0,,,,,
player,201411230chi,tam,McDoBr01,fumbles_forced,0,,,,,
player,201411230chi,tam,VernAl99,def_int,0,,,,,
player,201411230chi,tam,VernAl99,def_int_yds,0,,,,,
player,201411230chi,tam,VernAl99,def_int_td,0,,,,,
player,201411230chi,tam,VernAl99,def_int_long,0,,,,,
player,201411230chi,tam,VernAl99,pass_defended,0,,,,,
player,201411230chi,tam,VernAl99,sacks,0.0,,,,,
player,201411230chi,tam,VernAl99,tackles_combined,4,,,,,
player,201411230chi,tam,VernAl99,tackles_solo,3,,,,,
player,201411230chi,tam,VernAl99,tackles_assists,1,,,,,
player,201411230chi,tam,VernAl99,tackles_loss,1,,,,,
player,201411230chi,tam,VernAl99,qb_hits,0,,,,,
player,201411230chi,tam,VernAl99,fumbles_rec,0,,,,,
player,201411230chi,tam,VernAl99,fumbles_rec_yds,0,,,,,
player,201411230chi,tam,VernAl99,fumbles_rec_td,0,,,,,
player,201411230chi,tam,VernAl99,fumbles_forced,0,,,,,
player,201411230chi,tam,BankJo00,def_int,0,,,,,
player,201411230chi,tam,BankJo00,def_int_yds,0,,,,,
player,201411230chi,tam,BankJo00,def_int_td,0,,,,,
player,201411230chi,tam,BankJo00,def_int_long,0,,,,,
player,201411230chi,tam,BankJo00,pass_defended,0,,,,,
player,201411230chi,tam,BankJo00,sacks,0.0,,,,,
player,201411230chi,tam,BankJo00,tackles_combined,3,,,,,
player,201411230chi,tam,BankJo00,tackles_solo,3,,,,,
player,201411230chi,tam,BankJo00,tackles_assists,0,,,,,
player,201411230chi,tam,BankJo00,tackles_loss,1,,,,,
player,201411230chi,tam,BankJo00,qb_hits,0,,,,,
player,201411230chi,tam,BankJo00,fumbles_rec,0,,,,,
player,201411230chi,tam,BankJo00,fumbles_rec_yds,0,,,,,
player,201411230chi,tam,BankJo00,fumbles_rec_td,0,,,,,
player,201411230chi,tam,BankJo00,fumbles_forced,0,,,,,
player,201411230chi,tam,GoldDa99,def_int,0,,,,,
player,201411230chi,tam,GoldDa99,def_int_yds,0,,,,,
player,201411230chi,tam,GoldDa99,def_int_td,0,,,,,
player,201411230chi,tam,GoldDa99,def_int_long,0,,,,,
player,201411230chi,tam,GoldDa99,pass_defended,0,,,,,
player,201411230chi,tam,GoldDa99,sacks,0.0,,,,,
player,201411230chi,tam,GoldDa99,tackles_combined,3,,,,,
player,201411230chi,tam,GoldDa99,tackles_solo,2,,,,,
player,201411230chi,tam,GoldDa99,tackles_assists,1,,,,,
player,201411230chi,tam,GoldDa99,tackles_loss,0,,,,,
player,201411230chi,tam,GoldDa99,qb_hits,0,,,,,
player,201411230chi,tam,GoldDa99,fumbles_rec,0,,,,,
player,201411230chi,tam,GoldDa99,fumbles_rec_yds,0,,,,,
player,201411230chi,tam,GoldDa99,fumbles_rec_td,0,,,,,
player,201411230chi,tam,GoldDa99,fumbles_forced,0,,,,,
player,201411230chi,tam,FletDa00,def_int,0,,,,,
player,201411230chi,tam,FletDa00,def_int_yds,0,,,,,
player,201411230chi,tam,FletDa00,def_int_td,0,,,,,
player,201411230chi,tam,FletDa00,def_int_long,0,,,,,
player,201411230chi,tam,FletDa00,pass_defended,0,,,,,
player,201411230chi,tam,FletDa00,sacks,0.0,,,,,
player,201411230chi,tam,FletDa00,tackles_combined,2,,,,,
player,201411230chi,tam,FletDa00,tackles_solo,2,,,,,
player,201411230chi,tam,FletDa00,tackles_assists,0,,,,,
player,201411230chi,tam,FletDa00,tackles_loss,0,,,,,
player,201411230chi,tam,FletDa00,qb_hits,0,,,,,
player,201411230chi,tam,FletDa00,fumbles_rec,0,,,,,
player,201411230chi,tam,FletDa00,fumbles_rec_yds,0,,,,,
player,201411230chi,tam,FletDa00,fumbles_rec_td,0,,,,,
player,201411230chi,tam,FletDa00,fumbles_forced,0,,,,,
player,201411230chi,tam,WrigMa99,def_int,0,,,,,
player,201411230chi,tam,WrigMa99,def_int_yds,0,,,,,
player,201411230chi,tam,WrigMa99,def_int_td,0,,,,,
player,201411230chi,tam,WrigMa99,def_int_long,0,,,,,
player,201411230chi,tam,WrigMa99,pass_defended,0,,,,,
player,201411230chi,tam,WrigMa99,sacks,0.0,,,,,
player,201411230chi,tam,WrigMa99,tackles_combined,2,,,,,
player,201411230chi,tam,WrigMa99,tackles_solo,2,,,,,
player,201411230chi,tam,WrigMa99,tackles_assists,0,,,,,
player,201411230chi,tam,WrigMa99,tackles_loss,0,,,,,
player,201411230chi,tam,WrigMa99,qb_hits,0,,,,,
player,201411230chi,tam,WrigMa99,fumbles_rec,0,,,,,
player,201411230chi,tam,WrigMa99,fumbles_rec_yds,0,,,,,
player,201411230chi,tam,WrigMa99,fumbles_rec_td,0,,,,,
player,201411230chi,tam,WrigMa99,fumbles_forced,0,,,,,
player,201411230chi,tam,FreyIs00,def_int,0,,,,,
player,201411230chi,tam,FreyIs00,def_int_yds,0,,,,,
player,201411230chi,tam,FreyIs00,def_int_td,0,,,,,
player,201411230chi,tam,FreyIs00,def_int_long,0,,,,,
player,201411230chi,tam,FreyIs00,pass_defended,1,,,,,
player,201411230chi,tam,FreyIs00,sacks,0.0,,,,,
player,201411230chi,tam,FreyIs00,tackles_combined,1,,,,,
player,201411230chi,tam,FreyIs00,tackles_solo,1,,,,,
player,201411230chi,tam,FreyIs00,tackles_assists,0,,,,,
player,201411230chi,tam,FreyIs00,tackles_loss,0,,,,,
player,201411230chi,tam,FreyIs00,qb_hits,0,,,,,
player,201411230chi,tam,FreyIs00,fumbles_rec,0,,,,,
player,201411230chi,tam,FreyIs00,fumbles_rec_yds,0,,,,,
player,201411230chi,tam,FreyIs00,fumbles_rec_td,0,,,,,
player,201411230chi,tam,FreyIs00,fumbles_forced,0,,,,,
player,201411230chi,tam,GholWi00,def_int,0,,,,,
player,201411230chi,tam,GholWi00,def_int_yds,0,,,,,
player,201411230chi,tam,GholWi00,def_int_td,0,,,,,
player,201411230chi,tam,GholWi00,def_int_long,0,,,,,
player,201411230chi,tam,GholWi00,pass_defended,0,,,,,
player,201411230chi,tam,GholWi00,sacks,0.0,,,,,
player,201411230chi,tam,GholWi00,tackles_combined,1,,,,,
player,201411230chi,tam,GholWi00,tackles_solo,1,,,,,
player,201411230chi,tam,GholWi00,tackles_assists,0,,,,,
player,201411230chi,tam,GholWi00,tackles_loss,0,,,,,
player,201411230chi,tam,GholWi00,qb_hits,0,,,,,
player,201411230chi,tam,GholWi00,fumbles_rec,0,,,,,
player,201411230chi,tam,GholWi00,fumbles_rec_yds,0,,,,,
player,201411230chi,tam,GholWi00,fumbles_rec_td,0,,,,,
player,201411230chi,tam,GholWi00,fumbles_forced,0,,,,,
player,201411230chi,tam,JohnMi98,def_int,0,,,,,
player,201411230chi,tam,JohnMi98,def_int_yds,0,,,,,
player,201411230chi,tam,JohnMi98,def_int_td,0,,,,,
player,201411230chi,tam,JohnMi98,def_int_long,0,,,,,
player,201411230chi,tam,JohnMi98,pass_defended,0,,,,,
player,201411230chi,tam,JohnMi98,sacks,0.0,,,,,
player,201411230chi,tam,JohnMi98,tackles_combined,1,,,,,
player,201411230chi,tam,JohnMi98,tackles_solo,1,,,,,
player,201411230chi,tam,JohnMi98,tackles_assists,0,,,,,
player,201411230chi,tam,JohnMi98,tackles_loss,0,,,,,
player,201411230chi,tam,JohnMi98,qb_hits,0,,,,,
player,201411230chi,tam,JohnMi98,fumbles_rec,0,,,,,
player,201411230chi,tam,JohnMi98,fumbles_rec_yds,0,,,,,
player,201411230chi,tam,JohnMi98,fumbles_rec_td,0,,,,,
player,201411230chi,tam,JohnMi98,fumbles_forced,0,,,,,
player,201411230chi,tam,JohnLe03,def_int,0,,,,,
player,201411230chi,tam,JohnLe03,def_int_yds,0,,,,,
player,201411230chi,tam,JohnLe03,def_int_td,0,,,,,
player,201411230chi,tam,JohnLe03,def_int_long,0,,,,,
player,201411230chi,tam,JohnLe03,pass_defended,0,,,,,
player,201411230chi,tam,JohnLe03,sacks,0.0,,,,,
player,201411230chi,tam,JohnLe03,tackles_combined,1,,,,,
player,201411230chi,tam,JohnLe03,tackles_solo,1,,,,,
player,201411230chi,tam,JohnLe03,tackles_assists,0,,,,,
player,201411230chi,tam,JohnLe03,tackles_loss,0,,,,,
player,201411230chi,tam,JohnLe03,qb_hits,0,,,,,
player,201411230chi,tam,JohnLe03,fumbles_rec,0,,,,,
player,201411230chi,tam,JohnLe03,fumbles_rec_yds,0,,,,,
player,201411230chi,tam,JohnLe03,fumbles_rec_td,0,,,,,
player,201411230chi,tam,JohnLe03,fumbles_forced,0,,,,,
player,201411230chi,tam,LemoOr00,def_int,0,,,,,
player,201411230chi,tam,LemoOr00,def_int_yds,0,,,,,
player,201411230chi,tam,LemoOr00,def_int_td,0,,,,,
player,201411230chi,tam,LemoOr00,def_int_long,0,,,,,
player,201411230chi,tam,LemoOr00,pass_defended,0,,,,,
player,201411230chi,tam,LemoOr00,sacks,0.0,,,,,
player,201411230chi,tam,LemoOr00,tackles_combined,1,,,,,
player,201411230chi,tam,LemoOr00,tackles_solo,1,,,,,
player,201411230chi,tam,LemoOr00,tackles_assists,0,,,,,
player,201411230chi,tam,LemoOr00,tackles_loss,1,,,,,
player,201411230chi,tam,LemoOr00,qb_hits,0,,,,,
player,201411230chi,tam,LemoOr00,fumbles_rec,0,,,,,
player,201411230chi,tam,LemoOr00,fumbles_rec_yds,0,,,,,
player,201411230chi,tam,LemoOr00,fumbles_rec_td,0,,,,,
player,201411230chi,tam,LemoOr00,fumbles_forced,0,,,,,
player,201411230chi,tam,MageBr00,def_int,0,,,,,
player,201411230chi,tam,MageBr00,def_int_yds,0,,,,,
player,201411230chi,tam,MageBr00,def_int_td,0,,,,,
player,201411230chi,tam,MageBr00,def_int_long,0,,,,,
player,201411230chi,tam,MageBr00,pass_defended,0,,,,,
player,201411230chi,tam,MageBr00,sacks,0.0,,,,,
player,201411230chi,tam,MageBr00,tackles_combined,1,,,,,
player,201411230chi,tam,MageBr00,tackles_solo,1,,,,,
player,201411230chi,tam,MageBr00,tackles_assists,0,,,,,
player,201411230chi,tam,MageBr00,tackles_loss,0,,,,,
player,201411230chi,tam,MageBr00,qb_hits,0,,,,,
player,201411230chi,tam,MageBr00,fumbles_rec,0,,,,,
player,201411230chi,tam,MageBr00,fumbles_rec_yds,0,,,,,
player,201411230chi,tam,MageBr00,fumbles_rec_td,0,,,,,
player,201411230chi,tam,MageBr00,fumbles_forced,0,,,,,
player,201411230chi,tam,RainBo00,def_int,0,,,,,
player,201411230chi,tam,RainBo00,def_int_yds,0,,,,,
player,201411230chi,tam,RainBo00,def_int_td,0,,,,,
player,201411230chi,tam,RainBo00,def_int_long,0,,,,,
player,201411230chi,tam,RainBo00,pass_defended,0,,,,,
player,201411230chi,tam,RainBo00,sacks,0.0,,,,,
player,201411230chi,tam,RainBo00,tackles_combined,1,,,,,
player,201411230chi,tam,RainBo00,tackles_solo,1,,,,,
player,201411230chi,tam,RainBo00,tackles_assists,0,,,,,
player,201411230chi,tam,RainBo00,tackles_loss,0,,,,,
player,201411230chi,tam,RainBo00,qb_hits,0,,,,,
player,201411230chi,tam,RainBo00,fumbles_rec,0,,,,,
player,201411230chi,tam,RainBo00,fumbles_rec_yds,0,,,,,
player,201411230chi,tam,RainBo00,fumbles_rec_td,0,,,,,
player,201411230chi,tam,RainBo00,fumbles_forced,0,,,,,
player,201411230chi,tam,ShepRu00,def_int,0,,,,,
player,201411230chi,tam,ShepRu00,def_int_yds,0,,,,,
player,201411230chi,tam,ShepRu00,def_int_td,0,,,,,
player,201411230chi,tam,ShepRu00,def_int_long,0,,,,,
player,201411230chi,tam,ShepRu00,pass_defended,0,,,,,
player,201411230chi,tam,ShepRu00,sacks,0.0,,,,,
player,201411230chi,tam,ShepRu00,tackles_combined,1,,,,,
player,201411230chi,tam,ShepRu00,tackles_solo,1,,,,,
player,201411230chi,tam,ShepRu00,tackles_assists,0,,,,,
player,201411230chi,tam,ShepRu00,tackles_loss,0,,,,,
player,201411230chi,tam,ShepRu00,qb_hits,0,,,,,
player,201411230chi,tam,ShepRu00,fumbles_rec,0,,,,,
player,201411230chi,tam,ShepRu00,fumbles_rec_yds,0,,,,,
player,201411230chi,tam,ShepRu00,fumbles_rec_td,0,,,,,
player,201411230chi,tam,ShepRu00,fumbles_forced,0,,,,,
player,201411230chi,tam,SpenAk00,def_int,0,,,,,
player,201411230chi,tam,SpenAk00,def_int_yds,0,,,,,
player,201411230chi,tam,SpenAk00,def_int_td,0,,,,,
player,201411230chi,tam,SpenAk00,def_int_long,0,,,,,
player,201411230chi,tam,SpenAk00,pass_defended,0,,,,,
player,201411230chi,tam,SpenAk00,sacks,0.0,,,,,
player,201411230chi,tam,SpenAk00,tackles_combined,1,,,,,
player,201411230chi,tam,SpenAk00,tackles_solo,1,,,,,
player,201411230chi,tam,SpenAk00,tackles_assists,0,,,,,
player,201411230chi,tam,SpenAk00,tackles_loss,0,,,,,
player,201411230chi,tam,SpenAk00,qb_hits,0,,,,,
player,201411230chi,tam,SpenAk00,fumbles_rec,0,,,,,
player,201411230chi,tam,SpenAk00,fumbles_rec_yds,0,,,,,
player,201411230chi,tam,SpenAk00,fumbles_rec_td,0,,,,,
player,201411230chi,tam,SpenAk00,fumbles_forced,0,,,,,
player,201411230chi,tam,ThigMa00,def_int,0,,,,,
player,201411230chi,tam,ThigMa00,def_int_yds,0,,,,,
player,201411230chi,tam,ThigMa00,def_int_td,0,,,,,
player,201411230chi,tam,ThigMa00,def_int_long,0,,,,,
player,201411230chi,tam,ThigMa00,pass_defended,0,,,,,
player,201411230chi,tam,ThigMa00,sacks,0.0,,,,,
player,201411230chi,tam,ThigMa00,tackles_combined,0,,,,,
player,201411230chi,tam,ThigMa00,tackles_solo,0,,,,,
player,201411230chi,tam,ThigMa00,tackles_assists,0,,,,,
player,201411230chi,tam,ThigMa00,tackles_loss,,,,,,
player,201411230chi,tam,ThigMa00,qb_hits,,,,,,
player,201411230chi,tam,ThigMa00,fumbles_rec,1,,,,,
player,201411230chi,tam,ThigMa00,fumbles_rec_yds,0,,,,,
player,201411230chi,tam,ThigMa00,fumbles_rec_td,0,,,,,
player,201411230chi,tam,ThigMa00,fumbles_forced,0,,,,,
player,201411230chi,chi,MundRy00,def_int,1,,,,,
player,201411230chi,chi,MundRy00,def_int_yds,6,,,,,
player,201411230chi,chi,MundRy00,def_int_td,0,,,,,
player,201411230chi,chi,MundRy00,def_int_long,6,,,,,
player,201411230chi,chi,MundRy00,pass_defended,1,,,,,
player,201411230chi,chi,MundRy00,sacks,0.0,,,,,
player,201411230chi,chi,MundRy00,tackles_combined,8,,,,,
player,201411230chi,chi,MundRy00,tackles_solo,6,,,,,
player,201411230chi,chi,MundRy00,tackles_assists,2,,,,,
player,201411230chi,chi,MundRy00,tackles_loss,0,,,,,
player,201411230chi,chi,MundRy00,qb_hits,0,,,,,
player,201411230chi,chi,MundRy00,fumbles_rec,0,,,,,
player,201411230chi,chi,MundRy00,fumbles_rec_yds,0,,,,,
player,201411230chi,chi,MundRy00,fumbles_rec_td,0,,,,,
player,201411230chi,chi,MundRy00,fumbles_forced,0,,,,,
player,201411230chi,chi,ContCh00,def_int,1,,,,,
player,201411230chi,chi,ContCh00,def_int_yds,0,,,,,
player,201411230chi,chi,ContCh00,def_int_td,0,,,,,
player,201411230chi,chi,ContCh00,def_int_long,0,,,,,
player,201411230chi,chi,ContCh00,pass_defended,1,,,,,
player,201411230chi,chi,ContCh00,sacks,0.0,,,,,
player,201411230chi,chi,ContCh00,tackles_combined,4,,,,,
player,201411230chi,chi,ContCh00,tackles_solo,4,,,,,
player,201411230chi,chi,ContCh00,tackles_assists,0,,,,,
player,201411230chi,chi,ContCh00,tackles_loss,0,,,,,
player,201411230chi,chi,ContCh00,qb_hits,0,,,,,
player,201411230chi,chi,ContCh00,fumbles_rec,0,,,,,
player,201411230chi,chi,ContCh00,fumbles_rec_yds,0,,,,,
player,201411230chi,chi,ContCh00,fumbles_rec_td,0,,,,,
player,201411230chi,chi,ContCh00,fumbles_forced,0,,,,,
player,201411230chi,chi,PaeaSt00,def_int,0,,,,,
player,201411230chi,chi,PaeaSt00,def_int_yds,0,,,,,
player,201411230chi,chi,PaeaSt00,def_int_td,0,,,,,
player,201411230chi,chi,PaeaSt00,def_int_long,0,,,,,
player,201411230chi,chi,PaeaSt00,pass_defended,0,,,,,
player,201411230chi,chi,PaeaSt00,sacks,2.0,,,,,
player,201411230chi,chi,PaeaSt00,tackles_combined,3,,,,,
player,201411230chi,chi,PaeaSt00,tackles_solo,3,,,,,
player,201411230chi,chi,PaeaSt00,tackles_assists,0,,,,,
player,201411230chi,chi,PaeaSt00,tackles_loss,2,,,,,
player,201411230chi,chi,PaeaSt00,qb_hits,4,,,,,
player,201411230chi,chi,PaeaSt00,fumbles_rec,0,,,,,
player,201411230chi,chi,PaeaSt00,fumbles_rec_yds,0,,,,,
player,201411230chi,chi,PaeaSt00,fumbles_rec_td,0,,,,,
player,201411230chi,chi,PaeaSt00,fumbles_forced,1,,,,,
player,201411230chi,chi,RatlJa20,def_int,0,,,,,
player,201411230chi,chi,RatlJa20,def_int_yds,0,,,,,
player,201411230chi,chi,RatlJa20,def_int_td,0,,,,,
player,201411230chi,chi,RatlJa20,def_int_long,0,,,,,
player,201411230chi,chi,RatlJa20,pass_defended,0,,,,,
player,201411230chi,chi,RatlJa20,sacks,1.0,,,,,
player,201411230chi,chi,RatlJa20,tackles_combined,4,,,,,
player,201411230chi,chi,RatlJa20,tackles_solo,4,,,,,
player,201411230chi,chi,RatlJa20,tackles_assists,0,,,,,
player,201411230chi,chi,RatlJa20,tackles_loss,1,,,,,
player,201411230chi,chi,RatlJa20,qb_hits,2,,,,,
player,201411230chi,chi,RatlJa20,fumbles_rec,0,,,,,
player,201411230chi,chi,RatlJa20,fumbles_rec_yds,0,,,,,
player,201411230chi,chi,RatlJa20,fumbles_rec_td,0,,,,,
player,201411230chi,chi,RatlJa20,fumbles_forced,0,,,,,
player,201411230chi,chi,WashCo00,def_int,0,,,,,
player,201411230chi,chi,WashCo00,def_int_yds,0,,,,,
player,201411230chi,chi,WashCo00,def_int_td,0,,,,,
player,201411230chi,chi,WashCo00,def_int_long,0,,,,,
player,201411230chi,chi,WashCo00,pass_defended,0,,,,,
player,201411230chi,chi,WashCo00,sacks,1.0,,,,,
player,201411230chi,chi,WashCo00,tackles_combined,3,,,,,
player,201411230chi,chi,WashCo00,tackles_solo,2,,,,,
player,201411230chi,chi,WashCo00,tackles_assists,1,,,,,
player,201411230chi,chi,WashCo00,tackles_loss,2,,,,,
player,201411230chi,chi,WashCo00,qb_hits,1,,,,,
player,201411230chi,chi,WashCo00,fumbles_rec,0,,,,,
player,201411230chi,chi,WashCo00,fumbles_rec_yds,0,,,,,
player,201411230chi,chi,WashCo00,fumbles_rec_td,0,,,,,
player,201411230chi,chi,WashCo00,fumbles_forced,0,,,,,
player,201411230chi,chi,BassDa00,def_int,0,,,,,
player,201411230chi,chi,BassDa00,def_int_yds,0,,,,,
player,201411230chi,chi,BassDa00,def_int_td,0,,,,,
player,201411230chi,chi,BassDa00,def_int_long,0,,,,,
player,201411230chi,chi,BassDa00,pass_defended,0,,,,,
player,201411230chi,chi,BassDa00,sacks,1.0,,,,,
player,201411230chi,chi,BassDa00,tackles_combined,1,,,,,
player,201411230chi,chi,BassDa00,tackles_solo,1,,,,,
player,201411230chi,chi,BassDa00,tackles_assists,0,,,,,
player,201411230chi,chi,BassDa00,tackles_loss,0,,,,,
player,201411230chi,chi,BassDa00,qb_hits,1,,,,,
player,201411230chi,chi,BassDa00,fumbles_rec,0,,,,,
player,201411230chi,chi,BassDa00,fumbles_rec_yds,0,,,,,
player,201411230chi,chi,BassDa00,fumbles_rec_td,0,,,,,
player,201411230chi,chi,BassDa00,fumbles_forced,1,,,,,
player,201411230chi,chi,HursDe00,def_int,0,,,,,
player,201411230chi,chi,HursDe00,def_int_yds,0,,,,,
player,201411230chi,chi,HursDe00,def_int_td,0,,,,,
player,201411230chi,chi,HursDe00,def_int_long,0,,,,,
player,201411230chi,chi,HursDe00,pass_defended,0,,,,,
player,201411230chi,chi,HursDe00,sacks,0.0,,,,,
player,201411230chi,chi,HursDe00,tackles_combined,7,,,,,
player,201411230chi,chi,HursDe00,tackles_solo,5,,,,,
player,201411230chi,chi,HursDe00,tackles_assists,2,,,,,
player,201411230chi,chi,HursDe00,tackles_loss,0,,,,,
player,201411230chi,chi,HursDe00,qb_hits,1,,,,,
player,201411230chi,chi,HursDe00,fumbles_rec,0,,,,,
player,201411230chi,chi,HursDe00,fumbles_rec_yds,0,,,,,
player,201411230chi,chi,HursDe00,fumbles_rec_td,0,,,,,
player,201411230chi,chi,HursDe00,fumbles_forced,1,,,,,
player,201411230chi,chi,BrigLa99,def_int,0,,,,,
player,201411230chi,chi,BrigLa99,def_int_yds,0,,,,,
player,201411230chi,chi,BrigLa99,def_int_td,0,,,,,
player,201411230chi,chi,BrigLa99,def_int_long,0,,,,,
player,201411230chi,chi,BrigLa99,pass_defended,0,,,,,
player,201411230chi,chi,BrigLa99,sacks,0.0,,,,,
player,201411230chi,chi,BrigLa99,tackles_combined,6,,,,,
player,201411230chi,chi,BrigLa99,tackles_solo,3,,,,,
player,201411230chi,chi,BrigLa99,tackles_assists,3,,,,,
player,201411230chi,chi,BrigLa99,tackles_loss,0,,,,,
player,201411230chi,chi,BrigLa99,qb_hits,0,,,,,
player,201411230chi,chi,BrigLa99,fumbles_rec,0,,,,,
player,201411230chi,chi,BrigLa99,fumbles_rec_yds,0,,,,,
player,201411230chi,chi,BrigLa99,fumbles_rec_td,0,,,,,
player,201411230chi,chi,BrigLa99,fumbles_forced,0,,,,,
player,201411230chi,chi,FullKy00,def_int,0,,,,,
player,201411230chi,chi,FullKy00,def_int_yds,0,,,,,
player,201411230chi,chi,FullKy00,def_int_td,0,,,,,
player,201411230chi,chi,FullKy00,def_int_long,0,,,,,
player,201411230chi,chi,FullKy00,pass_defended,0,,,,,
player,201411230chi,chi,FullKy00,sacks,0.0,,,,,
player,201411230chi,chi,FullKy00,tackles_combined,6,,,,,
player,201411230chi,chi,FullKy00,tackles_solo,6,,,,,
player,201411230chi,chi,FullKy00,tackles_assists,0,,,,,
player,201411230chi,chi,FullKy00,tackles_loss,0,,,,,
player,201411230chi,chi,FullKy00,qb_hits,0,,,,,
player,201411230chi,chi,FullKy00,fumbles_rec,0,,,,,
player,201411230chi,chi,FullKy00,fumbles_rec_yds,0,,,,,
player,201411230chi,chi,FullKy00,fumbles_rec_td,0,,,,,
player,201411230chi,chi,FullKy00,fumbles_forced,0,,,,,
player,201411230chi,chi,JoneCh05,def_int,0,,,,,
player,201411230chi,chi,JoneCh05,def_int_yds,0,,,,,
player,201411230chi,chi,JoneCh05,def_int_td,0,,,,,
player,201411230chi,chi,JoneCh05,def_int_long,0,,,,,
player,201411230chi,chi,JoneCh05,pass_defended,0,,,,,
player,201411230chi,chi,JoneCh05,sacks,0.0,,,,,
player,201411230chi,chi,JoneCh05,tackles_combined,5,,,,,
player,201411230chi,chi,JoneCh05,tackles_solo,4,,,,,
player,201411230chi,chi,JoneCh05,tackles_assists,1,,,,,
player,201411230chi,chi,JoneCh05,tackles_loss,0,,,,,
player,201411230chi,chi,JoneCh05,qb_hits,0,,,,,
player,201411230chi,chi,JoneCh05,fumbles_rec,1,,,,,
player,201411230chi,chi,JoneCh05,fumbles_rec_yds,2,,,,,
player,201411230chi,chi,JoneCh05,fumbles_rec_td,0,,,,,
player,201411230chi,chi,JoneCh05,fumbles_forced,0,,,,,
player,201411230chi,chi,AlleJa22,def_int,0,,,,,
player,201411230chi,chi,AlleJa22,def_int_yds,0,,,,,
player,201411230chi,chi,AlleJa22,def_int_td,0,,,,,
player,201411230chi,chi,AlleJa22,def_int_long,0,,,,,
player,201411230chi,chi,AlleJa22,pass_defended,0,,,,,
player,201411230chi,chi,AlleJa22,sacks,0.0,,,,,
player,201411230chi,chi,AlleJa22,tackles_combined,2,,,,,
player,201411230chi,chi,AlleJa22,tackles_solo,2,,,,,
player,201411230chi,chi,AlleJa22,tackles_assists,0,,,,,
player,201411230chi,chi,AlleJa22,tackles_loss,0,,,,,
player,201411230chi,chi,AlleJa22,qb_hits,5,,,,,
player,201411230chi,chi,AlleJa22,fumbles_rec,0,,,,,
player,201411230chi,chi,AlleJa22,fumbles_rec_yds,0,,,,,
