game,2014,8,20141026,201410260crd,phi,"Philadelphia Eagles",20,crd,"Arizona Cardinals",24
player,201410260crd,phi,BoykBr00,tackles_assists,0,,,,,
player,201410260crd,phi,BoykBr00,tackles_loss,0,,,,,
player,201410260crd,phi,BoykBr00,qb_hits,0,,,,,
player,201410260crd,phi,BoykBr00,fumbles_rec,0,,,,,
player,201410260crd,phi,BoykBr00,fumbles_rec_yds,0,,,,,
player,201410260crd,phi,BoykBr00,fumbles_rec_td,0,,,,,
player,201410260crd,phi,BoykBr00,fumbles_forced,0,,,,,
player,201410260crd,phi,CarrNo00,def_int,0,,,,,
player,201410260crd,phi,CarrNo00,def_int_yds,0,,,,,
player,201410260crd,phi,CarrNo00,def_int_td,0,,,,,
player,201410260crd,phi,CarrNo00,def_int_long,0,,,,,
player,201410260crd,phi,CarrNo00,pass_defended,1,,,,,
player,201410260crd,phi,CarrNo00,sacks,0.0,,,,,
player,201410260crd,phi,CarrNo00,tackles_combined,4,,,,,
player,201410260crd,phi,CarrNo00,tackles_solo,4,,,,,
player,201410260crd,phi,CarrNo00,tackles_assists,0,,,,,
player,201410260crd,phi,CarrNo00,tackles_loss,0,,,,,
player,201410260crd,phi,CarrNo00,qb_hits,0,,,,,
player,201410260crd,phi,CarrNo00,fumbles_rec,0,,,,,
player,201410260crd,phi,CarrNo00,fumbles_rec_yds,0,,,,,
player,201410260crd,phi,CarrNo00,fumbles_rec_td,0,,,,,
player,201410260crd,phi,CarrNo00,fumbles_forced,0,,,,,
player,201410260crd,phi,LogaBe00,def_int,0,,,,,
player,201410260crd,phi,LogaBe00,def_int_yds,0,,,,,
player,201410260crd,phi,LogaBe00,def_int_td,0,,,,,
player,201410260crd,phi,LogaBe00,def_int_long,0,,,,,
player,201410260crd,phi,LogaBe00,pass_defended,0,,,,,
player,201410260crd,phi,LogaBe00,sacks,0.0,,,,,
player,201410260crd,phi,LogaBe00,tackles_combined,4,,,,,
player,201410260crd,phi,LogaBe00,tackles_solo,4,,,,,
player,201410260crd,phi,LogaBe00,tackles_assists,0,,,,,
player,201410260crd,phi,LogaBe00,tackles_loss,0,,,,,
player,201410260crd,phi,LogaBe00,qb_hits,1,,,,,
player,201410260crd,phi,LogaBe00,fumbles_rec,0,,,,,
player,201410260crd,phi,LogaBe00,fumbles_rec_yds,0,,,,,
player,201410260crd,phi,LogaBe00,fumbles_rec_td,0,,,,,
player,201410260crd,phi,LogaBe00,fumbles_forced,0,,,,,
player,201410260crd,phi,FletBr99,def_int,0,,,,,
player,201410260crd,phi,FletBr99,def_int_yds,0,,,,,
player,201410260crd,phi,FletBr99,def_int_td,0,,,,,
player,201410260crd,phi,FletBr99,def_int_long,0,,,,,
player,201410260crd,phi,FletBr99,pass_defended,0,,,,,
player,201410260crd,phi,FletBr99,sacks,0.0,,,,,
player,201410260crd,phi,FletBr99,tackles_combined,3,,,,,
player,201410260crd,phi,FletBr99,tackles_solo,3,,,,,
player,201410260crd,phi,FletBr99,tackles_assists,0,,,,,
player,201410260crd,phi,FletBr99,tackles_loss,0,,,,,
player,201410260crd,phi,FletBr99,qb_hits,0,,,,,
player,201410260crd,phi,FletBr99,fumbles_rec,0,,,,,
player,201410260crd,phi,FletBr99,fumbles_rec_yds,0,,,,,
player,201410260crd,phi,FletBr99,fumbles_rec_td,0,,,,,
player,201410260crd,phi,FletBr99,fumbles_forced,0,,,,,
player,201410260crd,phi,RyanDe20,def_int,0,,,,,
player,201410260crd,phi,RyanDe20,def_int_yds,0,,,,,
player,201410260crd,phi,RyanDe20,def_int_td,0,,,,,
player,201410260crd,phi,RyanDe20,def_int_long,0,,,,,
player,201410260crd,phi,RyanDe20,pass_defended,1,,,,,
player,201410260crd,phi,RyanDe20,sacks,0.0,,,,,
player,201410260crd,phi,RyanDe20,tackles_combined,3,,,,,
player,201410260crd,phi,RyanDe20,tackles_solo,3,,,,,
player,201410260crd,phi,RyanDe20,tackles_assists,0,,,,,
player,201410260crd,phi,RyanDe20,tackles_loss,1,,,,,
player,201410260crd,phi,RyanDe20,qb_hits,0,,,,,
player,201410260crd,phi,RyanDe20,fumbles_rec,0,,,,,
player,201410260crd,phi,RyanDe20,fumbles_rec_yds,0,,,,,
player,201410260crd,phi,RyanDe20,fumbles_rec_td,0,,,,,
player,201410260crd,phi,RyanDe20,fumbles_forced,0,,,,,
player,201410260crd,phi,WillCa99,def_int,0,,,,,
player,201410260crd,phi,WillCa99,def_int_yds,0,,,,,
player,201410260crd,phi,WillCa99,def_int_td,0,,,,,
player,201410260crd,phi,WillCa99,def_int_long,0,,,,,
player,201410260crd,phi,WillCa99,pass_defended,0,,,,,
player,201410260crd,phi,WillCa99,sacks,0.0,,,,,
player,201410260crd,phi,WillCa99,tackles_combined,3,,,,,
player,201410260crd,phi,WillCa99,tackles_solo,3,,,,,
player,201410260crd,phi,WillCa99,tackles_assists,0,,,,,
player,201410260crd,phi,WillCa99,tackles_loss,0,,,,,
player,201410260crd,phi,WillCa99,qb_hits,0,,,,,
player,201410260crd,phi,WillCa99,fumbles_rec,0,,,,,
player,201410260crd,phi,WillCa99,fumbles_rec_yds,0,,,,,
player,201410260crd,phi,WillCa99,fumbles_rec_td,0,,,,,
player,201410260crd,phi,WillCa99,fumbles_forced,0,,,,,
player,201410260crd,phi,BarwCo99,def_int,0,,,,,
player,201410260crd,phi,BarwCo99,def_int_yds,0,,,,,
player,201410260crd,phi,BarwCo99,def_int_td,0,,,,,
player,201410260crd,phi,BarwCo99,def_int_long,0,,,,,
player,201410260crd,phi,BarwCo99,pass_defended,0,,,,,
player,201410260crd,phi,BarwCo99,sacks,0.0,,,,,
player,201410260crd,phi,BarwCo99,tackles_combined,2,,,,,
player,201410260crd,phi,BarwCo99,tackles_solo,2,,,,,
player,201410260crd,phi,BarwCo99,tackles_assists,0,,,,,
player,201410260crd,phi,BarwCo99,tackles_loss,1,,,,,
player,201410260crd,phi,BarwCo99,qb_hits,1,,,,,
player,201410260crd,phi,BarwCo99,fumbles_rec,0,,,,,
player,201410260crd,phi,BarwCo99,fumbles_rec_yds,0,,,,,
player,201410260crd,phi,BarwCo99,fumbles_rec_td,0,,,,,
player,201410260crd,phi,BarwCo99,fumbles_forced,0,,,,,
player,201410260crd,phi,KendMy00,def_int,0,,,,,
player,201410260crd,phi,KendMy00,def_int_yds,0,,,,,
player,201410260crd,phi,KendMy00,def_int_td,0,,,,,
player,201410260crd,phi,KendMy00,def_int_long,0,,,,,
player,201410260crd,phi,KendMy00,pass_defended,0,,,,,
player,201410260crd,phi,KendMy00,sacks,0.0,,,,,
player,201410260crd,phi,KendMy00,tackles_combined,2,,,,,
player,201410260crd,phi,KendMy00,tackles_solo,2,,,,,
player,201410260crd,phi,KendMy00,tackles_assists,0,,,,,
player,201410260crd,phi,KendMy00,tackles_loss,0,,,,,
player,201410260crd,phi,KendMy00,qb_hits,0,,,,,
player,201410260crd,phi,KendMy00,fumbles_rec,0,,,,,
player,201410260crd,phi,KendMy00,fumbles_rec_yds,0,,,,,
player,201410260crd,phi,KendMy00,fumbles_rec_td,0,,,,,
player,201410260crd,phi,KendMy00,fumbles_forced,0,,,,,
player,201410260crd,phi,AchoEm00,def_int,0,,,,,
player,201410260crd,phi,AchoEm00,def_int_yds,0,,,,,
player,201410260crd,phi,AchoEm00,def_int_td,0,,,,,
player,201410260crd,phi,AchoEm00,def_int_long,0,,,,,
player,201410260crd,phi,AchoEm00,pass_defended,0,,,,,
player,201410260crd,phi,AchoEm00,sacks,0.0,,,,,
player,201410260crd,phi,AchoEm00,tackles_combined,1,,,,,
player,201410260crd,phi,AchoEm00,tackles_solo,1,,,,,
player,201410260crd,phi,AchoEm00,tackles_assists,0,,,,,
player,201410260crd,phi,AchoEm00,tackles_loss,0,,,,,
player,201410260crd,phi,AchoEm00,qb_hits,0,,,,,
player,201410260crd,phi,AchoEm00,fumbles_rec,0,,,,,
player,201410260crd,phi,AchoEm00,fumbles_rec_yds,0,,,,,
player,201410260crd,phi,AchoEm00,fumbles_rec_td,0,,,,,
player,201410260crd,phi,AchoEm00,fumbles_forced,0,,,,,
player,201410260crd,phi,BairBr00,def_int,0,,,,,
player,201410260crd,phi,BairBr00,def_int_yds,0,,,,,
player,201410260crd,phi,BairBr00,def_int_td,0,,,,,
player,201410260crd,phi,BairBr00,def_int_long,0,,,,,
player,201410260crd,phi,BairBr00,pass_defended,0,,,,,
player,201410260crd,phi,BairBr00,sacks,0.0,,,,,
player,201410260crd,phi,BairBr00,tackles_combined,1,,,,,
player,201410260crd,phi,BairBr00,tackles_solo,1,,,,,
player,201410260crd,phi,BairBr00,tackles_assists,0,,,,,
player,201410260crd,phi,BairBr00,tackles_loss,0,,,,,
player,201410260crd,phi,BairBr00,qb_hits,0,,,,,
player,201410260crd,phi,BairBr00,fumbles_rec,0,,,,,
player,201410260crd,phi,BairBr00,fumbles_rec_yds,0,,,,,
player,201410260crd,phi,BairBr00,fumbles_rec_td,0,,,,,
player,201410260crd,phi,BairBr00,fumbles_forced,0,,,,,
player,201410260crd,phi,BurtTr01,def_int,0,,,,,
player,201410260crd,phi,BurtTr01,def_int_yds,0,,,,,
player,201410260crd,phi,BurtTr01,def_int_td,0,,,,,
player,201410260crd,phi,BurtTr01,def_int_long,0,,,,,
player,201410260crd,phi,BurtTr01,pass_defended,0,,,,,
player,201410260crd,phi,BurtTr01,sacks,0.0,,,,,
player,201410260crd,phi,BurtTr01,tackles_combined,1,,,,,
player,201410260crd,phi,BurtTr01,tackles_solo,1,,,,,
player,201410260crd,phi,BurtTr01,tackles_assists,0,,,,,
player,201410260crd,phi,BurtTr01,tackles_loss,0,,,,,
player,201410260crd,phi,BurtTr01,qb_hits,0,,,,,
player,201410260crd,phi,BurtTr01,fumbles_rec,0,,,,,
player,201410260crd,phi,BurtTr01,fumbles_rec_yds,0,,,,,
player,201410260crd,phi,BurtTr01,fumbles_rec_td,0,,,,,
player,201410260crd,phi,BurtTr01,fumbles_forced,0,,,,,
player,201410260crd,phi,ColeTr20,def_int,0,,,,,
player,201410260crd,phi,ColeTr20,def_int_yds,0,,,,,
player,201410260crd,phi,ColeTr20,def_int_td,0,,,,,
player,201410260crd,phi,ColeTr20,def_int_long,0,,,,,
player,201410260crd,phi,ColeTr20,pass_defended,0,,,,,
player,201410260crd,phi,ColeTr20,sacks,0.0,,,,,
player,201410260crd,phi,ColeTr20,tackles_combined,1,,,,,
player,201410260crd,phi,ColeTr20,tackles_solo,1,,,,,
player,201410260crd,phi,ColeTr20,tackles_assists,0,,,,,
player,201410260crd,phi,ColeTr20,tackles_loss,0,,,,,
player,201410260crd,phi,ColeTr20,qb_hits,1,,,,,
player,201410260crd,phi,ColeTr20,fumbles_rec,0,,,,,
player,201410260crd,phi,ColeTr20,fumbles_rec_yds,0,,,,,
player,201410260crd,phi,ColeTr20,fumbles_rec_td,0,,,,,
player,201410260crd,phi,ColeTr20,fumbles_forced,0,,,,,
player,201410260crd,phi,CoxxFl00,def_int,0,,,,,
player,201410260crd,phi,CoxxFl00,def_int_yds,0,,,,,
player,201410260crd,phi,CoxxFl00,def_int_td,0,,,,,
player,201410260crd,phi,CoxxFl00,def_int_long,0,,,,,
player,201410260crd,phi,CoxxFl00,pass_defended,0,,,,,
player,201410260crd,phi,CoxxFl00,sacks,0.0,,,,,
player,201410260crd,phi,CoxxFl00,tackles_combined,1,,,,,
player,201410260crd,phi,CoxxFl00,tackles_solo,1,,,,,
player,201410260crd,phi,CoxxFl00,tackles_assists,0,,,,,
player,201410260crd,phi,CoxxFl00,tackles_loss,0,,,,,
player,201410260crd,phi,CoxxFl00,qb_hits,1,,,,,
player,201410260crd,phi,CoxxFl00,fumbles_rec,0,,,,,
player,201410260crd,phi,CoxxFl00,fumbles_rec_yds,0,,,,,
player,201410260crd,phi,CoxxFl00,fumbles_rec_td,0,,,,,
player,201410260crd,phi,CoxxFl00,fumbles_forced,0,,,,,
player,201410260crd,phi,GrahBr99,def_int,0,,,,,
player,201410260crd,phi,GrahBr99,def_int_yds,0,,,,,
player,201410260crd,phi,GrahBr99,def_int_td,0,,,,,
player,201410260crd,phi,GrahBr99,def_int_long,0,,,,,
player,201410260crd,phi,GrahBr99,pass_defended,0,,,,,
player,201410260crd,phi,GrahBr99,sacks,0.0,,,,,
player,201410260crd,phi,GrahBr99,tackles_combined,1,,,,,
player,201410260crd,phi,GrahBr99,tackles_solo,1,,,,,
player,201410260crd,phi,GrahBr99,tackles_assists,0,,,,,
player,201410260crd,phi,GrahBr99,tackles_loss,1,,,,,
player,201410260crd,phi,GrahBr99,qb_hits,0,,,,,
player,201410260crd,phi,GrahBr99,fumbles_rec,0,,,,,
player,201410260crd,phi,GrahBr99,fumbles_rec_yds,0,,,,,
player,201410260crd,phi,GrahBr99,fumbles_rec_td,0,,,,,
player,201410260crd,phi,GrahBr99,fumbles_forced,0,,,,,
player,201410260crd,phi,MattCa00,def_int,0,,,,,
player,201410260crd,phi,MattCa00,def_int_yds,0,,,,,
player,201410260crd,phi,MattCa00,def_int_td,0,,,,,
player,201410260crd,phi,MattCa00,def_int_long,0,,,,,
player,201410260crd,phi,MattCa00,pass_defended,0,,,,,
player,201410260crd,phi,MattCa00,sacks,0.0,,,,,
player,201410260crd,phi,MattCa00,tackles_combined,1,,,,,
player,201410260crd,phi,MattCa00,tackles_solo,1,,,,,
player,201410260crd,phi,MattCa00,tackles_assists,0,,,,,
player,201410260crd,phi,MattCa00,tackles_loss,0,,,,,
player,201410260crd,phi,MattCa00,qb_hits,0,,,,,
player,201410260crd,phi,MattCa00,fumbles_rec,0,,,,,
player,201410260crd,phi,MattCa00,fumbles_rec_yds,0,,,,,
player,201410260crd,phi,MattCa00,fumbles_rec_td,0,,,,,
player,201410260crd,phi,MattCa00,fumbles_forced,0,,,,,
player,201410260crd,phi,PolkCh00,def_int,0,,,,,
player,201410260crd,phi,PolkCh00,def_int_yds,0,,,,,
player,201410260crd,phi,PolkCh00,def_int_td,0,,,,,
player,201410260crd,phi,PolkCh00,def_int_long,0,,,,,
player,201410260crd,phi,PolkCh00,pass_defended,0,,,,,
player,201410260crd,phi,PolkCh00,sacks,0.0,,,,,
player,201410260crd,phi,PolkCh00,tackles_combined,1,,,,,
player,201410260crd,phi,PolkCh00,tackles_solo,1,,,,,
player,201410260crd,phi,PolkCh00,tackles_assists,0,,,,,
player,201410260crd,phi,PolkCh00,tackles_loss,0,,,,,
player,201410260crd,phi,PolkCh00,qb_hits,0,,,,,
player,201410260crd,phi,PolkCh00,fumbles_rec,0,,,,,
player,201410260crd,phi,PolkCh00,fumbles_rec_yds,0,,,,,
player,201410260crd,phi,PolkCh00,fumbles_rec_td,0,,,,,
player,201410260crd,phi,PolkCh00,fumbles_forced,0,,,,,
player,201410260crd,phi,ThorCe00,def_int,0,,,,,
player,201410260crd,phi,ThorCe00,def_int_yds,0,,,,,
player,201410260crd,phi,ThorCe00,def_int_td,0,,,,,
player,201410260crd,phi,ThorCe00,def_int_long,0,,,,,
player,201410260crd,phi,ThorCe00,pass_defended,1,,,,,
player,201410260crd,phi,ThorCe00,sacks,0.0,,,,,
player,201410260crd,phi,ThorCe00,tackles_combined,1,,,,,
player,201410260crd,phi,ThorCe00,tackles_solo,1,,,,,
player,201410260crd,phi,ThorCe00,tackles_assists,0,,,,,
player,201410260crd,phi,ThorCe00,tackles_loss,0,,,,,
player,201410260crd,phi,ThorCe00,qb_hits,0,,,,,
player,201410260crd,phi,ThorCe00,fumbles_rec,0,,,,,
player,201410260crd,phi,ThorCe00,fumbles_rec_yds,0,,,,,
player,201410260crd,phi,ThorCe00,fumbles_rec_td,0,,,,,
player,201410260crd,phi,ThorCe00,fumbles_forced,0,,,,,
player,201410260crd,crd,CromAn20,def_int,2,,,,,
player,201410260crd,crd,CromAn20,def_int_yds,58,,,,,
player,201410260crd,crd,CromAn20,def_int_td,0,,,,,
player,201410260crd,crd,CromAn20,def_int_long,40,,,,,
player,201410260crd,crd,CromAn20,pass_defended,3,,,,,
player,201410260crd,crd,CromAn20,sacks,0.0,,,,,
player,201410260crd,crd,CromAn20,tackles_combined,5,,,,,
player,201410260crd,crd,CromAn20,tackles_solo,5,,,,,
player,201410260crd,crd,CromAn20,tackles_assists,0,,,,,
player,201410260crd,crd,CromAn20,tackles_loss,0,,,,,
player,201410260crd,crd,CromAn20,qb_hits,0,,,,,
player,201410260crd,crd,CromAn20,fumbles_rec,0,,,,,
player,201410260crd,crd,CromAn20,fumbles_rec_yds,0,,,,,
player,201410260crd,crd,CromAn20,fumbles_rec_td,0,,,,,
player,201410260crd,crd,CromAn20,fumbles_forced,0,,,,,
player,201410260crd,crd,JeffTo00,def_int,0,,,,,
player,201410260crd,crd,JeffTo00,def_int_yds,0,,,,,
player,201410260crd,crd,JeffTo00,def_int_td,0,,,,,
player,201410260crd,crd,JeffTo00,def_int_long,0,,,,,
player,201410260crd,crd,JeffTo00,pass_defended,1,,,,,
player,201410260crd,crd,JeffTo00,sacks,0.0,,,,,
player,201410260crd,crd,JeffTo00,tackles_combined,12,,,,,
player,201410260crd,crd,JeffTo00,tackles_solo,11,,,,,
player,201410260crd,crd,JeffTo00,tackles_assists,1,,,,,
player,201410260crd,crd,JeffTo00,tackles_loss,0,,,,,
player,201410260crd,crd,JeffTo00,qb_hits,1,,,,,
player,201410260crd,crd,JeffTo00,fumbles_rec,0,,,,,
player,201410260crd,crd,JeffTo00,fumbles_rec_yds,0,,,,,
player,201410260crd,crd,JeffTo00,fumbles_rec_td,0,,,,,
player,201410260crd,crd,JeffTo00,fumbles_forced,0,,,,,
player,201410260crd,crd,JohnRa98,def_int,0,,,,,
player,201410260crd,crd,JohnRa98,def_int_yds,0,,,,,
player,201410260crd,crd,JohnRa98,def_int_td,0,,,,,
player,201410260crd,crd,JohnRa98,def_int_long,0,,,,,
player,201410260crd,crd,JohnRa98,pass_defended,4,,,,,
player,201410260crd,crd,JohnRa98,sacks,0.0,,,,,
player,201410260crd,crd,JohnRa98,tackles_combined,11,,,,,
player,201410260crd,crd,JohnRa98,tackles_solo,10,,,,,
player,201410260crd,crd,JohnRa98,tackles_assists,1,,,,,
player,201410260crd,crd,JohnRa98,tackles_loss,0,,,,,
player,201410260crd,crd,JohnRa98,qb_hits,0,,,,,
player,201410260crd,crd,JohnRa98,fumbles_rec,0,,,,,
player,201410260crd,crd,JohnRa98,fumbles_rec_yds,0,,,,,
player,201410260crd,crd,JohnRa98,fumbles_rec_td,0,,,,,
player,201410260crd,crd,JohnRa98,fumbles_forced,0,,,,,
player,201410260crd,crd,BucaDe00,def_int,0,,,,,
player,201410260crd,crd,BucaDe00,def_int_yds,0,,,,,
player,201410260crd,crd,BucaDe00,def_int_td,0,,,,,
player,201410260crd,crd,BucaDe00,def_int_long,0,,,,,
player,201410260crd,crd,BucaDe00,pass_defended,1,,,,,
player,201410260crd,crd,BucaDe00,sacks,0.0,,,,,
player,201410260crd,crd,BucaDe00,tackles_combined,8,,,,,
player,201410260crd,crd,BucaDe00,tackles_solo,4,,,,,
player,201410260crd,crd,BucaDe00,tackles_assists,4,,,,,
player,201410260crd,crd,BucaDe00,tackles_loss,0,,,,,
player,201410260crd,crd,BucaDe00,qb_hits,1,,,,,
player,201410260crd,crd,BucaDe00,fumbles_rec,1,,,,,
player,201410260crd,crd,BucaDe00,fumbles_rec_yds,0,,,,,
player,201410260crd,crd,BucaDe00,fumbles_rec_td,0,,,,,
player,201410260crd,crd,BucaDe00,fumbles_forced,0,,,,,
player,201410260crd,crd,PetePa00,def_int,0,,,,,
player,201410260crd,crd,PetePa00,def_int_yds,0,,,,,
player,201410260crd,crd,PetePa00,def_int_td,0,,,,,
player,201410260crd,crd,PetePa00,def_int_long,0,,,,,
player,201410260crd,crd,PetePa00,pass_defended,0,,,,,
player,201410260crd,crd,PetePa00,sacks,0.0,,,,,
player,201410260crd,crd,PetePa00,tackles_combined,5,,,,,
player,201410260crd,crd,PetePa00,tackles_solo,3,,,,,
player,201410260crd,crd,PetePa00,tackles_assists,2,,,,,
player,201410260crd,crd,PetePa00,tackles_loss,0,,,,,
player,201410260crd,crd,PetePa00,qb_hits,0,,,,,
player,201410260crd,crd,PetePa00,fumbles_rec,0,,,,,
player,201410260crd,crd,PetePa00,fumbles_rec_yds,0,,,,,
player,201410260crd,crd,PetePa00,fumbles_rec_td,0,,,,,
player,201410260crd,crd,PetePa00,fumbles_forced,0,,,,,
player,201410260crd,crd,MathTy00,def_int,0,,,,,
player,201410260crd,crd,MathTy00,def_int_yds,0,,,,,
player,201410260crd,crd,MathTy00,def_int_td,0,,,,,
player,201410260crd,crd,MathTy00,def_int_long,0,,,,,
player,201410260crd,crd,MathTy00,pass_defended,1,,,,,
player,201410260crd,crd,MathTy00,sacks,0.0,,,,,
player,201410260crd,crd,MathTy00,tackles_combined,4,,,,,
player,201410260crd,crd,MathTy00,tackles_solo,4,,,,,
player,201410260crd,crd,MathTy00,tackles_assists,0,,,,,
player,201410260crd,crd,MathTy00,tackles_loss,0,,,,,
player,201410260crd,crd,MathTy00,qb_hits,1,,,,,
player,201410260crd,crd,MathTy00,fumbles_rec,0,,,,,
player,201410260crd,crd,MathTy00,fumbles_rec_yds,0,,,,,
player,201410260crd,crd,MathTy00,fumbles_rec_td,0,,,,,
player,201410260crd,crd,MathTy00,fumbles_forced,0,,,,,
player,201410260crd,crd,KellTo21,def_int,0,,,,,
player,201410260crd,crd,KellTo21,def_int_yds,0,,,,,
player,201410260crd,crd,KellTo21,def_int_td,0,,,,,
player,201410260crd,crd,KellTo21,def_int_long,0,,,,,
player,201410260crd,crd,KellTo21,pass_defended,0,,,,,
player,201410260crd,crd,KellTo21,sacks,0.0,,,,,
player,201410260crd,crd,KellTo21,tackles_combined,3,,,,,
player,201410260crd,crd,KellTo21,tackles_solo,3,,,,,
player,201410260crd,crd,KellTo21,tackles_assists,0,,,,,
player,201410260crd,crd,KellTo21,tackles_loss,1,,,,,
player,201410260crd,crd,KellTo21,qb_hits,1,,,,,
player,201410260crd,crd,KellTo21,fumbles_rec,0,,,,,
player,201410260crd,crd,KellTo21,fumbles_rec_yds,0,,,,,
player,201410260crd,crd,KellTo21,fumbles_rec_td,0,,,,,
player,201410260crd,crd,KellTo21,fumbles_forced,0,,,,,
player,201410260crd,crd,MintKe00,def_int,0,,,,,
player,201410260crd,crd,MintKe00,def_int_yds,0,,,,,
player,201410260crd,crd,MintKe00,def_int_td,0,,,,,
player,201410260crd,crd,MintKe00,def_int_long,0,,,,,
player,201410260crd,crd,MintKe00,pass_defended,0,,,,,
player,201410260crd,crd,MintKe00,sacks,0.0,,,,,
player,201410260crd,crd,MintKe00,tackles_combined,3,,,,,
player,201410260crd,crd,MintKe00,tackles_solo,3,,,,,
player,201410260crd,crd,MintKe00,tackles_assists,0,,,,,
player,201410260crd,crd,MintKe00,tackles_loss,0,,,,,
player,201410260crd,crd,MintKe00,qb_hits,0,,,,,
player,201410260crd,crd,MintKe00,fumbles_rec,0,,,,,
player,201410260crd,crd,MintKe00,fumbles_rec_yds,0,,,,,
player,201410260crd,crd,MintKe00,fumbles_rec_td,0,,,,,
player,201410260crd,crd,MintKe00,fumbles_forced,0,,,,,
player,201410260crd,crd,PoweJe99,def_int,0,,,,,
player,201410260crd,crd,PoweJe99,def_int_yds,0,,,,,
player,201410260crd,crd,PoweJe99,def_int_td,0,,,,,
player,201410260crd,crd,PoweJe99,def_int_long,0,,,,,
player,201410260crd,crd,PoweJe99,pass_defended,1,,,,,
player,201410260crd,crd,PoweJe99,sacks,0.0,,,,,
player,201410260crd,crd,PoweJe99,tackles_combined,3,,,,,
player,201410260crd,crd,PoweJe99,tackles_solo,3,,,,,
player,201410260crd,crd,PoweJe99,tackles_assists,0,,,,,
player,201410260crd,crd,PoweJe99,tackles_loss,0,,,,,
player,201410260crd,crd,PoweJe99,qb_hits,0,,,,,
player,201410260crd,crd,PoweJe99,fumbles_rec,0,,,,,
player,201410260crd,crd,PoweJe99,fumbles_rec_yds,0,,,,,
player,201410260crd,crd,PoweJe99,fumbles_rec_td,0,,,,,
player,201410260crd,crd,PoweJe99,fumbles_forced,0,,,,,
player,201410260crd,crd,StinEd00,def_int,0,,,,,
player,201410260crd,crd,StinEd00,def_int_yds,0,,,,,
player,201410260crd,crd,StinEd00,def_int_td,0,,,,,
player,201410260crd,crd,StinEd00,def_int_long,0,,,,,
player,201410260crd,crd,StinEd00,pass_defended,0,,,,,
player,201410260crd,crd,StinEd00,sacks,0.0,,,,,
player,201410260crd,crd,StinEd00,tackles_combined,3,,,,,
player,201410260crd,crd,StinEd00,tackles_solo,2,,,,,
player,201410260crd,crd,StinEd00,tackles_assists,1,,,,,
player,201410260crd,crd,StinEd00,tackles_loss,0,,,,,
player,201410260crd,crd,StinEd00,qb_hits,1,,,,,
player,201410260crd,crd,StinEd00,fumbles_rec,0,,,,,
player,201410260crd,crd,StinEd00,fumbles_rec_yds,0,,,,,
player,201410260crd,crd,StinEd00,fumbles_rec_td,0,,,,,
player,201410260crd,crd,StinEd00,fumbles_forced,0,,,,,
player,201410260crd,crd,AchoSa00,def_int,0,,,,,
player,201410260crd,crd,AchoSa00,def_int_yds,0,,,,,
player,201410260crd,crd,AchoSa00,def_int_td,0,,,,,
player,201410260crd,crd,AchoSa00,def_int_long,0,,,,,
player,201410260crd,crd,AchoSa00,pass_defended,0,,,,,
player,201410260crd,crd,AchoSa00,sacks,0.0,,,,,
player,201410260crd,crd,AchoSa00,tackles_combined,2,,,,,
player,201410260crd,crd,AchoSa00,tackles_solo,2,,,,,
player,201410260crd,crd,AchoSa00,tackles_assists,0,,,,,
player,201410260crd,crd,AchoSa00,tackles_loss,0,,,,,
player,201410260crd,crd,AchoSa00,qb_hits,1,,,,,
player,201410260crd,crd,AchoSa00,fumbles_rec,0,,,,,
player,201410260crd,crd,AchoSa00,fumbles_rec_yds,0,,,,,
player,201410260crd,crd,AchoSa00,fumbles_rec_td,0,,,,,
player,201410260crd,crd,AchoSa00,fumbles_forced,0,,,,,
player,201410260crd,crd,CampCa99,def_int,0,,,,,
player,201410260crd,crd,CampCa99,def_int_yds,0,,,,,
player,201410260crd,crd,CampCa99,def_int_td,0,,,,,
player,201410260crd,crd,CampCa99,def_int_long,0,,,,,
player,201410260crd,crd,CampCa99,pass_defended,0,,,,,
player,201410260crd,crd,CampCa99,sacks,0.0,,,,,
player,201410260crd,crd,CampCa99,tackles_combined,2,,,,,
player,201410260crd,crd,CampCa99,tackles_solo,1,,,,,
player,201410260crd,crd,CampCa99,tackles_assists,1,,,,,
player,201410260crd,crd,CampCa99,tackles_loss,0,,,,,
player,201410260crd,crd,CampCa99,qb_hits,0,,,,,
player,201410260crd,crd,CampCa99,fumbles_rec,0,,,,,
player,201410260crd,crd,CampCa99,fumbles_rec_yds,0,,,,,
player,201410260crd,crd,CampCa99,fumbles_rec_td,0,,,,,
player,201410260crd,crd,CampCa99,fumbles_forced,0,,,,,
player,201410260crd,crd,OkafAl00,def_int,0,,,,,
player,201410260crd,crd,OkafAl00,def_int_yds,0,,,,,
player,201410260crd,crd,OkafAl00,def_int_td,0,,,,,
player,201410260crd,crd,OkafAl00,def_int_long,0,,,,,
player,201410260crd,crd,OkafAl00,pass_defended,0,,,,,
player,201410260crd,crd,OkafAl00,sacks,0.0,,,,,
player,201410260crd,crd,OkafAl00,tackles_combined,2,,,,,
player,201410260crd,crd,OkafAl00,tackles_solo,2,,,,,
player,201410260crd,crd,OkafAl00,tackles_assists,0,,,,,
player,201410260crd,crd,OkafAl00,tackles_loss,1,,,,,
player,201410260crd,crd,OkafAl00,qb_hits,0,,,,,
player,201410260crd,crd,OkafAl00,fumbles_rec,0,,,,,
player,201410260crd,crd,OkafAl00,fumbles_rec_yds,0,,,,,
