game,2014,16,20141221,201412210dal,clt,"Indianapolis Colts",7,dal,"Dallas Cowboys",42
player,201412210dal,dal,LawrDe00,offense,0,,,,,
player,201412210dal,dal,LawrDe00,off_pct,0%,,,,,
player,201412210dal,dal,LawrDe00,defense,32,,,,,
player,201412210dal,dal,LawrDe00,def_pct,52%,,,,,
player,201412210dal,dal,LawrDe00,special_teams,0,,,,,
player,201412210dal,dal,LawrDe00,st_pct,0%,,,,,
player,201412210dal,dal,HitcAn00,pos,LB,,,,,
player,201412210dal,dal,HitcAn00,offense,0,,,,,
player,201412210dal,dal,HitcAn00,off_pct,0%,,,,,
player,201412210dal,dal,HitcAn00,defense,30,,,,,
player,201412210dal,dal,HitcAn00,def_pct,48%,,,,,
player,201412210dal,dal,HitcAn00,special_teams,3,,,,,
player,201412210dal,dal,HitcAn00,st_pct,12%,,,,,
player,201412210dal,dal,HaydNi99,pos,DT,,,,,
player,201412210dal,dal,HaydNi99,offense,0,,,,,
player,201412210dal,dal,HaydNi99,off_pct,0%,,,,,
player,201412210dal,dal,HaydNi99,defense,29,,,,,
player,201412210dal,dal,HaydNi99,def_pct,47%,,,,,
player,201412210dal,dal,HaydNi99,special_teams,8,,,,,
player,201412210dal,dal,HaydNi99,st_pct,32%,,,,,
player,201412210dal,dal,McClRo00,pos,LB,,,,,
player,201412210dal,dal,McClRo00,offense,0,,,,,
player,201412210dal,dal,McClRo00,off_pct,0%,,,,,
player,201412210dal,dal,McClRo00,defense,29,,,,,
player,201412210dal,dal,McClRo00,def_pct,47%,,,,,
player,201412210dal,dal,McClRo00,special_teams,0,,,,,
player,201412210dal,dal,McClRo00,st_pct,0%,,,,,
player,201412210dal,dal,McClTe00,pos,DT,,,,,
player,201412210dal,dal,McClTe00,offense,0,,,,,
player,201412210dal,dal,McClTe00,off_pct,0%,,,,,
player,201412210dal,dal,McClTe00,defense,28,,,,,
player,201412210dal,dal,McClTe00,def_pct,45%,,,,,
player,201412210dal,dal,McClTe00,special_teams,8,,,,,
player,201412210dal,dal,McClTe00,st_pct,32%,,,,,
player,201412210dal,dal,PatmTy00,pos,CB,,,,,
player,201412210dal,dal,PatmTy00,offense,0,,,,,
player,201412210dal,dal,PatmTy00,off_pct,0%,,,,,
player,201412210dal,dal,PatmTy00,defense,25,,,,,
player,201412210dal,dal,PatmTy00,def_pct,40%,,,,,
player,201412210dal,dal,PatmTy00,special_teams,12,,,,,
player,201412210dal,dal,PatmTy00,st_pct,48%,,,,,
player,201412210dal,dal,SpilCJ99,pos,SS,,,,,
player,201412210dal,dal,SpilCJ99,offense,0,,,,,
player,201412210dal,dal,SpilCJ99,off_pct,0%,,,,,
player,201412210dal,dal,SpilCJ99,defense,22,,,,,
player,201412210dal,dal,SpilCJ99,def_pct,35%,,,,,
player,201412210dal,dal,SpilCJ99,special_teams,17,,,,,
player,201412210dal,dal,SpilCJ99,st_pct,68%,,,,,
player,201412210dal,dal,WilbKy00,pos,LB,,,,,
player,201412210dal,dal,WilbKy00,offense,0,,,,,
player,201412210dal,dal,WilbKy00,off_pct,0%,,,,,
player,201412210dal,dal,WilbKy00,defense,21,,,,,
player,201412210dal,dal,WilbKy00,def_pct,34%,,,,,
player,201412210dal,dal,WilbKy00,special_teams,17,,,,,
player,201412210dal,dal,WilbKy00,st_pct,68%,,,,,
player,201412210dal,dal,SelvGe99,pos,DE,,,,,
player,201412210dal,dal,SelvGe99,offense,0,,,,,
player,201412210dal,dal,SelvGe99,off_pct,0%,,,,,
player,201412210dal,dal,SelvGe99,defense,21,,,,,
player,201412210dal,dal,SelvGe99,def_pct,34%,,,,,
player,201412210dal,dal,SelvGe99,special_teams,0,,,,,
player,201412210dal,dal,SelvGe99,st_pct,0%,,,,,
player,201412210dal,dal,LawrCa01,pos,LB,,,,,
player,201412210dal,dal,LawrCa01,offense,0,,,,,
player,201412210dal,dal,LawrCa01,off_pct,0%,,,,,
player,201412210dal,dal,LawrCa01,defense,20,,,,,
player,201412210dal,dal,LawrCa01,def_pct,32%,,,,,
player,201412210dal,dal,LawrCa01,special_teams,17,,,,,
player,201412210dal,dal,LawrCa01,st_pct,68%,,,,,
player,201412210dal,dal,HeatJe00,pos,FS,,,,,
player,201412210dal,dal,HeatJe00,offense,0,,,,,
player,201412210dal,dal,HeatJe00,off_pct,0%,,,,,
player,201412210dal,dal,HeatJe00,defense,20,,,,,
player,201412210dal,dal,HeatJe00,def_pct,32%,,,,,
player,201412210dal,dal,HeatJe00,special_teams,15,,,,,
player,201412210dal,dal,HeatJe00,st_pct,60%,,,,,
player,201412210dal,dal,CartBr00,pos,LB,,,,,
player,201412210dal,dal,CartBr00,offense,0,,,,,
player,201412210dal,dal,CartBr00,off_pct,0%,,,,,
player,201412210dal,dal,CartBr00,defense,20,,,,,
player,201412210dal,dal,CartBr00,def_pct,32%,,,,,
player,201412210dal,dal,CartBr00,special_teams,9,,,,,
player,201412210dal,dal,CartBr00,st_pct,36%,,,,,
player,201412210dal,dal,SmitKe03,pos,LB,,,,,
player,201412210dal,dal,SmitKe03,offense,0,,,,,
player,201412210dal,dal,SmitKe03,off_pct,0%,,,,,
player,201412210dal,dal,SmitKe03,defense,20,,,,,
player,201412210dal,dal,SmitKe03,def_pct,32%,,,,,
player,201412210dal,dal,SmitKe03,special_teams,2,,,,,
player,201412210dal,dal,SmitKe03,st_pct,8%,,,,,
player,201412210dal,dal,BailDa00,pos,K,,,,,
player,201412210dal,dal,BailDa00,offense,0,,,,,
player,201412210dal,dal,BailDa00,off_pct,0%,,,,,
player,201412210dal,dal,BailDa00,defense,0,,,,,
player,201412210dal,dal,BailDa00,def_pct,0%,,,,,
player,201412210dal,dal,BailDa00,special_teams,14,,,,,
player,201412210dal,dal,BailDa00,st_pct,56%,,,,,
player,201412210dal,dal,LadoL.20,pos,LS,,,,,
player,201412210dal,dal,LadoL.20,offense,0,,,,,
player,201412210dal,dal,LadoL.20,off_pct,0%,,,,,
player,201412210dal,dal,LadoL.20,defense,0,,,,,
player,201412210dal,dal,LadoL.20,def_pct,0%,,,,,
player,201412210dal,dal,LadoL.20,special_teams,9,,,,,
player,201412210dal,dal,LadoL.20,st_pct,36%,,,,,
player,201412210dal,dal,JoneCh02,pos,P,,,,,
player,201412210dal,dal,JoneCh02,offense,0,,,,,
player,201412210dal,dal,JoneCh02,off_pct,0%,,,,,
player,201412210dal,dal,JoneCh02,defense,0,,,,,
player,201412210dal,dal,JoneCh02,def_pct,0%,,,,,
player,201412210dal,dal,JoneCh02,special_teams,9,,,,,
player,201412210dal,dal,JoneCh02,st_pct,36%,,,,,
player,201412210dal,clt,NixoXa00,pos,T,,,,,
player,201412210dal,clt,NixoXa00,offense,62,,,,,
player,201412210dal,clt,NixoXa00,off_pct,100%,,,,,
player,201412210dal,clt,NixoXa00,defense,0,,,,,
player,201412210dal,clt,NixoXa00,def_pct,0%,,,,,
player,201412210dal,clt,NixoXa00,special_teams,1,,,,,
player,201412210dal,clt,NixoXa00,st_pct,4%,,,,,
player,201412210dal,clt,MewhJa00,pos,G,,,,,
player,201412210dal,clt,MewhJa00,offense,62,,,,,
player,201412210dal,clt,MewhJa00,off_pct,100%,,,,,
player,201412210dal,clt,MewhJa00,defense,0,,,,,
player,201412210dal,clt,MewhJa00,def_pct,0%,,,,,
player,201412210dal,clt,MewhJa00,special_teams,1,,,,,
player,201412210dal,clt,MewhJa00,st_pct,4%,,,,,
player,201412210dal,clt,LouiLa20,pos,G,,,,,
player,201412210dal,clt,LouiLa20,offense,62,,,,,
player,201412210dal,clt,LouiLa20,off_pct,100%,,,,,
player,201412210dal,clt,LouiLa20,defense,0,,,,,
player,201412210dal,clt,LouiLa20,def_pct,0%,,,,,
player,201412210dal,clt,LouiLa20,special_teams,1,,,,,
player,201412210dal,clt,LouiLa20,st_pct,4%,,,,,
player,201412210dal,clt,CastAn00,pos,T,,,,,
player,201412210dal,clt,CastAn00,offense,62,,,,,
player,201412210dal,clt,CastAn00,off_pct,100%,,,,,
player,201412210dal,clt,CastAn00,defense,0,,,,,
player,201412210dal,clt,CastAn00,def_pct,0%,,,,,
player,201412210dal,clt,CastAn00,special_teams,0,,,,,
player,201412210dal,clt,CastAn00,st_pct,0%,,,,,
player,201412210dal,clt,HolmKh00,pos,C,,,,,
player,201412210dal,clt,HolmKh00,offense,62,,,,,
player,201412210dal,clt,HolmKh00,off_pct,100%,,,,,
player,201412210dal,clt,HolmKh00,defense,0,,,,,
player,201412210dal,clt,HolmKh00,def_pct,0%,,,,,
player,201412210dal,clt,HolmKh00,special_teams,0,,,,,
player,201412210dal,clt,HolmKh00,st_pct,0%,,,,,
player,201412210dal,clt,NickHa01,pos,WR,,,,,
player,201412210dal,clt,NickHa01,offense,55,,,,,
player,201412210dal,clt,NickHa01,off_pct,89%,,,,,
player,201412210dal,clt,NickHa01,defense,0,,,,,
player,201412210dal,clt,NickHa01,def_pct,0%,,,,,
player,201412210dal,clt,NickHa01,special_teams,0,,,,,
player,201412210dal,clt,NickHa01,st_pct,0%,,,,,
player,201412210dal,clt,FleeCo00,pos,TE,,,,,
player,201412210dal,clt,FleeCo00,offense,55,,,,,
player,201412210dal,clt,FleeCo00,off_pct,89%,,,,,
player,201412210dal,clt,FleeCo00,defense,0,,,,,
player,201412210dal,clt,FleeCo00,def_pct,0%,,,,,
player,201412210dal,clt,FleeCo00,special_teams,0,,,,,
player,201412210dal,clt,FleeCo00,st_pct,0%,,,,,
player,201412210dal,clt,MoncDo00,pos,WR,,,,,
player,201412210dal,clt,MoncDo00,offense,50,,,,,
player,201412210dal,clt,MoncDo00,off_pct,81%,,,,,
player,201412210dal,clt,MoncDo00,defense,0,,,,,
player,201412210dal,clt,MoncDo00,def_pct,0%,,,,,
player,201412210dal,clt,MoncDo00,special_teams,2,,,,,
player,201412210dal,clt,MoncDo00,st_pct,8%,,,,,
player,201412210dal,clt,WaynRe00,pos,WR,,,,,
player,201412210dal,clt,WaynRe00,offense,48,,,,,
player,201412210dal,clt,WaynRe00,off_pct,77%,,,,,
player,201412210dal,clt,WaynRe00,defense,0,,,,,
player,201412210dal,clt,WaynRe00,def_pct,0%,,,,,
player,201412210dal,clt,WaynRe00,special_teams,0,,,,,
player,201412210dal,clt,WaynRe00,st_pct,0%,,,,,
player,201412210dal,clt,LuckAn00,pos,QB,,,,,
player,201412210dal,clt,LuckAn00,offense,31,,,,,
player,201412210dal,clt,LuckAn00,off_pct,50%,,,,,
player,201412210dal,clt,LuckAn00,defense,0,,,,,
player,201412210dal,clt,LuckAn00,def_pct,0%,,,,,
player,201412210dal,clt,LuckAn00,special_teams,0,,,,,
player,201412210dal,clt,LuckAn00,st_pct,0%,,,,,
player,201412210dal,clt,HassMa00,pos,QB,,,,,
player,201412210dal,clt,HassMa00,offense,31,,,,,
player,201412210dal,clt,HassMa00,off_pct,50%,,,,,
player,201412210dal,clt,HassMa00,defense,0,,,,,
player,201412210dal,clt,HassMa00,def_pct,0%,,,,,
player,201412210dal,clt,HassMa00,special_teams,0,,,,,
player,201412210dal,clt,HassMa00,st_pct,0%,,,,,
player,201412210dal,clt,HerrDa00,pos,RB,,,,,
player,201412210dal,clt,HerrDa00,offense,29,,,,,
player,201412210dal,clt,HerrDa00,off_pct,47%,,,,,
player,201412210dal,clt,HerrDa00,defense,0,,,,,
player,201412210dal,clt,HerrDa00,def_pct,0%,,,,,
player,201412210dal,clt,HerrDa00,special_teams,0,,,,,
player,201412210dal,clt,HerrDa00,st_pct,0%,,,,,
player,201412210dal,clt,DoylJa00,pos,TE,,,,,
player,201412210dal,clt,DoylJa00,offense,26,,,,,
player,201412210dal,clt,DoylJa00,off_pct,42%,,,,,
player,201412210dal,clt,DoylJa00,defense,0,,,,,
player,201412210dal,clt,DoylJa00,def_pct,0%,,,,,
player,201412210dal,clt,DoylJa00,special_teams,16,,,,,
player,201412210dal,clt,DoylJa00,st_pct,64%,,,,,
player,201412210dal,clt,TiptZu01,pos,RB,,,,,
player,201412210dal,clt,TiptZu01,offense,17,,,,,
player,201412210dal,clt,TiptZu01,off_pct,27%,,,,,
player,201412210dal,clt,TiptZu01,defense,0,,,,,
player,201412210dal,clt,TiptZu01,def_pct,0%,,,,,
player,201412210dal,clt,TiptZu01,special_teams,17,,,,,
player,201412210dal,clt,TiptZu01,st_pct,68%,,,,,
player,201412210dal,clt,RichTr00,pos,RB,,,,,
player,201412210dal,clt,RichTr00,offense,16,,,,,
player,201412210dal,clt,RichTr00,off_pct,26%,,,,,
player,201412210dal,clt,RichTr00,defense,0,,,,,
player,201412210dal,clt,RichTr00,def_pct,0%,,,,,
player,201412210dal,clt,RichTr00,special_teams,0,,,,,
player,201412210dal,clt,RichTr00,st_pct,0%,,,,,
player,201412210dal,clt,AlleDw00,pos,TE,,,,,
player,201412210dal,clt,AlleDw00,offense,8,,,,,
player,201412210dal,clt,AlleDw00,off_pct,13%,,,,,
player,201412210dal,clt,AlleDw00,defense,0,,,,,
player,201412210dal,clt,AlleDw00,def_pct,0%,,,,,
player,201412210dal,clt,AlleDw00,special_teams,0,,,,,
player,201412210dal,clt,AlleDw00,st_pct,0%,,,,,
player,201412210dal,clt,CribJo01,pos,WR,,,,,
player,201412210dal,clt,CribJo01,offense,4,,,,,
player,201412210dal,clt,CribJo01,off_pct,6%,,,,,
player,201412210dal,clt,CribJo01,defense,0,,,,,
player,201412210dal,clt,CribJo01,def_pct,0%,,,,,
player,201412210dal,clt,CribJo01,special_teams,11,,,,,
player,201412210dal,clt,CribJo01,st_pct,44%,,,,,
player,201412210dal,clt,JackAn02,pos,LB,,,,,
player,201412210dal,clt,JackAn02,offense,1,,,,,
player,201412210dal,clt,JackAn02,off_pct,2%,,,,,
player,201412210dal,clt,JackAn02,defense,8,,,,,
player,201412210dal,clt,JackAn02,def_pct,13%,,,,,
player,201412210dal,clt,JackAn02,special_teams,24,,,,,
player,201412210dal,clt,JackAn02,st_pct,96%,,,,,
player,201412210dal,clt,ShipA.20,pos,C,,,,,
player,201412210dal,clt,ShipA.20,offense,1,,,,,
player,201412210dal,clt,ShipA.20,off_pct,2%,,,,,
player,201412210dal,clt,ShipA.20,defense,0,,,,,
player,201412210dal,clt,ShipA.20,def_pct,0%,,,,,
player,201412210dal,clt,ShipA.20,special_teams,1,,,,,
player,201412210dal,clt,ShipA.20,st_pct,4%,,,,,
player,201412210dal,clt,ToleGr99,pos,CB,,,,,
player,201412210dal,clt,ToleGr99,offense,0,,,,,
player,201412210dal,clt,ToleGr99,off_pct,0%,,,,,
player,201412210dal,clt,ToleGr99,defense,63,,,,,
player,201412210dal,clt,ToleGr99,def_pct,100%,,,,,
player,201412210dal,clt,ToleGr99,special_teams,9,,,,,
player,201412210dal,clt,ToleGr99,st_pct,36%,,,,,
player,201412210dal,clt,AdamMi21,pos,SS,,,,,
player,201412210dal,clt,AdamMi21,offense,0,,,,,
player,201412210dal,clt,AdamMi21,off_pct,0%,,,,,
player,201412210dal,clt,AdamMi21,defense,60,,,,,
player,201412210dal,clt,AdamMi21,def_pct,95%,,,,,
player,201412210dal,clt,AdamMi21,special_teams,0,,,,,
player,201412210dal,clt,AdamMi21,st_pct,0%,,,,,
player,201412210dal,clt,JackDQ20,pos,LB,,,,,
player,201412210dal,clt,JackDQ20,offense,0,,,,,
player,201412210dal,clt,JackDQ20,off_pct,0%,,,,,
player,201412210dal,clt,JackDQ20,defense,57,,,,,
player,201412210dal,clt,JackDQ20,def_pct,90%,,,,,
player,201412210dal,clt,JackDQ20,special_teams,6,,,,,
player,201412210dal,clt,JackDQ20,st_pct,24%,,,,,
player,201412210dal,clt,DaviVo99,pos,CB,,,,,
player,201412210dal,clt,DaviVo99,offense,0,,,,,
player,201412210dal,clt,DaviVo99,off_pct,0%,,,,,
player,201412210dal,clt,DaviVo99,defense,55,,,,,
player,201412210dal,clt,DaviVo99,def_pct,87%,,,,,
player,201412210dal,clt,DaviVo99,special_teams,0,,,,,
player,201412210dal,clt,DaviVo99,st_pct,0%,,,,,
player,201412210dal,clt,FreeJe00,pos,LB,,,,,
player,201412210dal,clt,FreeJe00,offense,0,,,,,
player,201412210dal,clt,FreeJe00,off_pct,0%,,,,,
player,201412210dal,clt,FreeJe00,defense,55,,,,,
player,201412210dal,clt,FreeJe00,def_pct,87%,,,,,
player,201412210dal,clt,FreeJe00,special_teams,0,,,,,
player,201412210dal,clt,FreeJe00,st_pct,0%,,,,,
player,201412210dal,clt,JoneAr22,pos,DT,,,,,
player,201412210dal,clt,JoneAr22,offense,0,,,,,
player,201412210dal,clt,JoneAr22,off_pct,0%,,,,,
player,201412210dal,clt,JoneAr22,defense,49,,,,,
player,201412210dal,clt,JoneAr22,def_pct,78%,,,,,
player,201412210dal,clt,JoneAr22,special_teams,7,,,,,
player,201412210dal,clt,JoneAr22,st_pct,28%,,,,,
player,201412210dal,clt,ReddCo20,pos,DE,,,,,
player,201412210dal,clt,ReddCo20,offense,0,,,,,
player,201412210dal,clt,ReddCo20,off_pct,0%,,,,,
player,201412210dal,clt,ReddCo20,defense,45,,,,,
player,201412210dal,clt,ReddCo20,def_pct,71%,,,,,
player,201412210dal,clt,ReddCo20,special_teams,7,,,,,
player,201412210dal,clt,ReddCo20,st_pct,28%,,,,,
player,201412210dal,clt,WaldEr99,pos,LB,,,,,
player,201412210dal,clt,WaldEr99,offense,0,,,,,
player,201412210dal,clt,WaldEr99,off_pct,0%,,,,,
player,201412210dal,clt,WaldEr99,defense,43,,,,,
player,201412210dal,clt,WaldEr99,def_pct,68%,,,,,
player,201412210dal,clt,WaldEr99,special_teams,0,,,,,
player,201412210dal,clt,WaldEr99,st_pct,0%,,,,,
player,201412210dal,clt,LandLa99,pos,FS,,,,,
player,201412210dal,clt,LandLa99,offense,0,,,,,
player,201412210dal,clt,LandLa99,off_pct,0%,,,,,
player,201412210dal,clt,LandLa99,defense,36,,,,,
player,201412210dal,clt,LandLa99,def_pct,57%,,,,,
player,201412210dal,clt,LandLa99,special_teams,0,,,,,
player,201412210dal,clt,LandLa99,st_pct,0%,,,,,
player,201412210dal,clt,JeanRi99,pos,DE,,,,,
player,201412210dal,clt,JeanRi99,offense,0,,,,,
player,201412210dal,clt,JeanRi99,off_pct,0%,,,,,
player,201412210dal,clt,JeanRi99,defense,33,,,,,
player,201412210dal,clt,JeanRi99,def_pct,52%,,,,,
player,201412210dal,clt,JeanRi99,special_teams,7,,,,,
player,201412210dal,clt,JeanRi99,st_pct,28%,,,,,
player,201412210dal,clt,WernBj00,pos,LB,,,,,
player,201412210dal,clt,WernBj00,offense,0,,,,,
player,201412210dal,clt,WernBj00,off_pct,0%,,,,,
player,201412210dal,clt,WernBj00,defense,33,,,,,
player,201412210dal,clt,WernBj00,def_pct,52%,,,,,
player,201412210dal,clt,WernBj00,special_teams,4,,,,,
player,201412210dal,clt,WernBj00,st_pct,16%,,,,,
player,201412210dal,clt,ChapJo00,pos,NT,,,,,
player,201412210dal,clt,ChapJo00,offense,0,,,,,
player,201412210dal,clt,ChapJo00,off_pct,0%,,,,,
player,201412210dal,clt,ChapJo00,defense,31,,,,,
player,201412210dal,clt,ChapJo00,def_pct,49%,,,,,
player,201412210dal,clt,ChapJo00,special_teams,1,,,,,
player,201412210dal,clt,ChapJo00,st_pct,4%,,,,,
player,201412210dal,clt,KerrZa00,pos,DT,,,,,
player,201412210dal,clt,KerrZa00,offense,0,,,,,
player,201412210dal,clt,KerrZa00,off_pct,0%,,,,,
player,201412210dal,clt,KerrZa00,defense,26,,,,,
player,201412210dal,clt,KerrZa00,def_pct,41%,,,,,
player,201412210dal,clt,KerrZa00,special_teams,10,,,,,
player,201412210dal,clt,KerrZa00,st_pct,40%,,,,,
player,201412210dal,clt,NewsJo00,pos,LB,,,,,
player,201412210dal,clt,NewsJo00,offense,0,,,,,
player,201412210dal,clt,NewsJo00,off_pct,0%,,,,,
player,201412210dal,clt,NewsJo00,defense,26,,,,,
player,201412210dal,clt,NewsJo00,def_pct,41%,,,,,
player,201412210dal,clt,NewsJo00,special_teams,0,,,,,
player,201412210dal,clt,NewsJo00,st_pct,0%,,,,,
player,201412210dal,clt,BrowSe00,pos,FS,,,,,
player,201412210dal,clt,BrowSe00,offense,0,,,,,
player,201412210dal,clt,BrowSe00,off_pct,0%,,,,,
player,201412210dal,clt,BrowSe00,defense,20,,,,,
player,201412210dal,clt,BrowSe00,def_pct,32%,,,,,
player,201412210dal,clt,BrowSe00,special_teams,7,,,,,
player,201412210dal,clt,BrowSe00,st_pct,28%,,,,,
player,201412210dal,clt,ButlDa99,pos,CB,,,,,
player,201412210dal,clt,ButlDa99,offense,0,,,,,
player,201412210dal,clt,ButlDa99,off_pct,0%,,,,,
player,201412210dal,clt,ButlDa99,defense,20,,,,,
player,201412210dal,clt,ButlDa99,def_pct,32%,,,,,
player,201412210dal,clt,ButlDa99,special_teams,0,,,,,
player,201412210dal,clt,ButlDa99,st_pct,0%,,,,,
player,201412210dal,clt,StudAn99,pos,LB,,,,,
player,201412210dal,clt,StudAn99,offense,0,,,,,
player,201412210dal,clt,StudAn99,off_pct,0%,,,,,
player,201412210dal,clt,StudAn99,defense,19,,,,,
player,201412210dal,clt,StudAn99,def_pct,30%,,,,,
player,201412210dal,clt,StudAn99,special_teams,18,,,,,
player,201412210dal,clt,StudAn99,st_pct,72%,,,,,
player,201412210dal,clt,McNaJo00,pos,LB,,,,,
player,201412210dal,clt,McNaJo00,offense,0,,,,,
player,201412210dal,clt,McNaJo00,off_pct,0%,,,,,
player,201412210dal,clt,McNaJo00,defense,6,,,,,
player,201412210dal,clt,McNaJo00,def_pct,10%,,,,,
player,201412210dal,clt,McNaJo00,special_teams,24,,,,,
player,201412210dal,clt,McNaJo00,st_pct,96%,,,,,
player,201412210dal,clt,PhilSh20,pos,LB,,,,,
player,201412210dal,clt,PhilSh20,offense,0,,,,,
player,201412210dal,clt,PhilSh20,off_pct,0%,,,,,
player,201412210dal,clt,PhilSh20,defense,5,,,,,
player,201412210dal,clt,PhilSh20,def_pct,8%,,,,,
player,201412210dal,clt,PhilSh20,special_teams,0,,,,,
player,201412210dal,clt,PhilSh20,st_pct,0%,,,,,
player,201412210dal,clt,GordJo01,pos,CB,,,,,
player,201412210dal,clt,GordJo01,offense,0,,,,,
player,201412210dal,clt,GordJo01,off_pct,0%,,,,,
player,201412210dal,clt,GordJo01,defense,3,,,,,
player,201412210dal,clt,GordJo01,def_pct,5%,,,,,
player,201412210dal,clt,GordJo01,special_teams,18,,,,,
player,201412210dal,clt,GordJo01,st_pct,72%,,,,,
player,201412210dal,clt,AndeCo01,pos,SS,,,,,
player,201412210dal,clt,AndeCo01,offense,0,,,,,
player,201412210dal,clt,AndeCo01,off_pct,0%,,,,,
player,201412210dal,clt,AndeCo01,defense,0,,,,,
player,201412210dal,clt,AndeCo01,def_pct,0%,,,,,
player,201412210dal,clt,AndeCo01,special_teams,24,,,,,
player,201412210dal,clt,AndeCo01,st_pct,96%,,,,,
player,201412210dal,clt,McDoDe01,pos,DB,,,,,
player,201412210dal,clt,McDoDe01,offense,0,,,,,
player,201412210dal,clt,McDoDe01,off_pct,0%,,,,,
player,201412210dal,clt,McDoDe01,defense,0,,,,,
player,201412210dal,clt,McDoDe01,def_pct,0%,,,,,
player,201412210dal,clt,McDoDe01,special_teams,24,,,,,
player,201412210dal,clt,McDoDe01,st_pct,96%,,,,,
player,201412210dal,clt,MuamHe00,pos,LB,,,,,
player,201412210dal,clt,MuamHe00,offense,0,,,,,
player,201412210dal,clt,MuamHe00,off_pct,0%,,,,,
player,201412210dal,clt,MuamHe00,defense,0,,,,,
player,201412210dal,clt,MuamHe00,def_pct,0%,,,,,
player,201412210dal,clt,MuamHe00,special_teams,16,,,,,
player,201412210dal,clt,MuamHe00,st_pct,64%,,,,,
player,201412210dal,clt,McAfPa44,pos,P,,,,,
player,201412210dal,clt,McAfPa44,offense,0,,,,,
player,201412210dal,clt,McAfPa44,off_pct,0%,,,,,
player,201412210dal,clt,McAfPa44,defense,0,,,,,
player,201412210dal,clt,McAfPa44,def_pct,0%,,,,,
player,201412210dal,clt,McAfPa44,special_teams,9,,,,,
player,201412210dal,clt,McAfPa44,st_pct,36%,,,,,
player,201412210dal,clt,OverMa00,pos,LS,,,,,
player,201412210dal,clt,OverMa00,offense,0,,,,,
player,201412210dal,clt,OverMa00,off_pct,0%,,,,,
player,201412210dal,clt,OverMa00,defense,0,,,,,
player,201412210dal,clt,OverMa00,def_pct,0%,,,,,
player,201412210dal,clt,OverMa00,special_teams,7,,,,,
player,201412210dal,clt,OverMa00,st_pct,28%,,,,,
player,201412210dal,clt,vinatada01,pos,K,,,,,
player,201412210dal,clt,vinatada01,offense,0,,,,,
player,201412210dal,clt,vinatada01,off_pct,0%,,,,,
player,201412210dal,clt,vinatada01,defense,0,,,,,
player,201412210dal,clt,vinatada01,def_pct,0%,,,,,
player,201412210dal,clt,vinatada01,special_teams,1,,,,,
player,201412210dal,clt,vinatada01,st_pct,4%,,,,,
player,201412210dal,clt,HarrJo03,pos,C,,,,,
player,201412210dal,clt,HarrJo03,offense,0,,,,,
player,201412210dal,clt,HarrJo03,off_pct,0%,,,,,
player,201412210dal,clt,HarrJo03,defense,0,,,,,
player,201412210dal,clt,HarrJo03,def_pct,0%,,,,,
player,201412210dal,clt,HarrJo03,special_teams,1,,,,,
player,201412210dal,clt,HarrJo03,st_pct,4%,,,,,
