game,2014,17,20141228,201412280kan,sdg,"San Diego Chargers",7,kan,"Kansas City Chiefs",19
team,201412280kan,sdg,First Downs,21,,,,,,
team,201412280kan,kan,First Downs,15,,,,,,
team,201412280kan,sdg,Rush-Yds-TDs,25-112-1,,,,,,
team,201412280kan,kan,Rush-Yds-TDs,26-111-0,,,,,,
team,201412280kan,sdg,Cmp-Att-Yd-TD-INT,20-34-291-0-2,,,,,,
team,201412280kan,kan,Cmp-Att-Yd-TD-INT,16-27-157-0-0,,,,,,
team,201412280kan,sdg,Sacked-Yards,7-42,,,,,,
team,201412280kan,kan,Sacked-Yards,4-17,,,,,,
team,201412280kan,sdg,Net Pass Yards,249,,,,,,
team,201412280kan,kan,Net Pass Yards,140,,,,,,
team,201412280kan,sdg,Total Yards,361,,,,,,
team,201412280kan,kan,Total Yards,251,,,,,,
team,201412280kan,sdg,Fumbles-Lost,1-1,,,,,,
team,201412280kan,kan,Fumbles-Lost,1-0,,,,,,
team,201412280kan,sdg,Turnovers,3,,,,,,
team,201412280kan,kan,Turnovers,0,,,,,,
team,201412280kan,sdg,Penalties-Yards,10-67,,,,,,
team,201412280kan,kan,Penalties-Yards,7-46,,,,,,
team,201412280kan,sdg,Third Down Conv.,2-11,,,,,,
team,201412280kan,kan,Third Down Conv.,2-12,,,,,,
team,201412280kan,sdg,Fourth Down Conv.,1-3,,,,,,
team,201412280kan,kan,Fourth Down Conv.,0-0,,,,,,
team,201412280kan,sdg,Time of Possession,31:21,,,,,,
team,201412280kan,kan,Time of Possession,28:39,,,,,,
player,201412280kan,sdg,RivePh00,pass_cmp,20,,,,,
player,201412280kan,sdg,RivePh00,pass_att,34,,,,,
player,201412280kan,sdg,RivePh00,pass_yds,291,,,,,
player,201412280kan,sdg,RivePh00,pass_td,0,,,,,
player,201412280kan,sdg,RivePh00,pass_int,2,,,,,
player,201412280kan,sdg,RivePh00,pass_sacked,7,,,,,
player,201412280kan,sdg,RivePh00,pass_sacked_yds,42,,,,,
player,201412280kan,sdg,RivePh00,pass_long,44,,,,,
player,201412280kan,sdg,RivePh00,pass_rating,62.3,,,,,
player,201412280kan,sdg,RivePh00,rush_att,1,,,,,
player,201412280kan,sdg,RivePh00,rush_yds,2,,,,,
player,201412280kan,sdg,RivePh00,rush_td,0,,,,,
player,201412280kan,sdg,RivePh00,rush_long,2,,,,,
player,201412280kan,sdg,RivePh00,targets,0,,,,,
player,201412280kan,sdg,RivePh00,rec,0,,,,,
player,201412280kan,sdg,RivePh00,rec_yds,0,,,,,
player,201412280kan,sdg,RivePh00,rec_td,0,,,,,
player,201412280kan,sdg,RivePh00,rec_long,0,,,,,
player,201412280kan,sdg,RivePh00,fumbles,1,,,,,
player,201412280kan,sdg,RivePh00,fumbles_lost,1,,,,,
player,201412280kan,sdg,OlivBr01,pass_cmp,0,,,,,
player,201412280kan,sdg,OlivBr01,pass_att,0,,,,,
player,201412280kan,sdg,OlivBr01,pass_yds,0,,,,,
player,201412280kan,sdg,OlivBr01,pass_td,0,,,,,
player,201412280kan,sdg,OlivBr01,pass_int,0,,,,,
player,201412280kan,sdg,OlivBr01,pass_sacked,0,,,,,
player,201412280kan,sdg,OlivBr01,pass_sacked_yds,0,,,,,
player,201412280kan,sdg,OlivBr01,pass_long,0,,,,,
player,201412280kan,sdg,OlivBr01,pass_rating,,,,,,
player,201412280kan,sdg,OlivBr01,rush_att,14,,,,,
player,201412280kan,sdg,OlivBr01,rush_yds,71,,,,,
player,201412280kan,sdg,OlivBr01,rush_td,1,,,,,
player,201412280kan,sdg,OlivBr01,rush_long,18,,,,,
player,201412280kan,sdg,OlivBr01,targets,2,,,,,
player,201412280kan,sdg,OlivBr01,rec,2,,,,,
player,201412280kan,sdg,OlivBr01,rec_yds,4,,,,,
player,201412280kan,sdg,OlivBr01,rec_td,0,,,,,
player,201412280kan,sdg,OlivBr01,rec_long,6,,,,,
player,201412280kan,sdg,OlivBr01,fumbles,0,,,,,
player,201412280kan,sdg,OlivBr01,fumbles_lost,0,,,,,
player,201412280kan,sdg,BrowDo00,pass_cmp,0,,,,,
player,201412280kan,sdg,BrowDo00,pass_att,0,,,,,
player,201412280kan,sdg,BrowDo00,pass_yds,0,,,,,
player,201412280kan,sdg,BrowDo00,pass_td,0,,,,,
player,201412280kan,sdg,BrowDo00,pass_int,0,,,,,
player,201412280kan,sdg,BrowDo00,pass_sacked,0,,,,,
player,201412280kan,sdg,BrowDo00,pass_sacked_yds,0,,,,,
player,201412280kan,sdg,BrowDo00,pass_long,0,,,,,
