game,2014,12,20141123,201411230den,mia,"Miami Dolphins",36,den,"Denver Broncos",39
player,201411230den,mia,JoneRe99,sacks,0.0,,,,,
player,201411230den,mia,JoneRe99,tackles_combined,4,,,,,
player,201411230den,mia,JoneRe99,tackles_solo,2,,,,,
player,201411230den,mia,JoneRe99,tackles_assists,2,,,,,
player,201411230den,mia,JoneRe99,tackles_loss,0,,,,,
player,201411230den,mia,JoneRe99,qb_hits,0,,,,,
player,201411230den,mia,JoneRe99,fumbles_rec,0,,,,,
player,201411230den,mia,JoneRe99,fumbles_rec_yds,0,,,,,
player,201411230den,mia,JoneRe99,fumbles_rec_td,0,,,,,
player,201411230den,mia,JoneRe99,fumbles_forced,0,,,,,
player,201411230den,mia,WilsJi00,def_int,0,,,,,
player,201411230den,mia,WilsJi00,def_int_yds,0,,,,,
player,201411230den,mia,WilsJi00,def_int_td,0,,,,,
player,201411230den,mia,WilsJi00,def_int_long,0,,,,,
player,201411230den,mia,WilsJi00,pass_defended,0,,,,,
player,201411230den,mia,WilsJi00,sacks,0.0,,,,,
player,201411230den,mia,WilsJi00,tackles_combined,4,,,,,
player,201411230den,mia,WilsJi00,tackles_solo,4,,,,,
player,201411230den,mia,WilsJi00,tackles_assists,0,,,,,
player,201411230den,mia,WilsJi00,tackles_loss,0,,,,,
player,201411230den,mia,WilsJi00,qb_hits,0,,,,,
player,201411230den,mia,WilsJi00,fumbles_rec,0,,,,,
player,201411230den,mia,WilsJi00,fumbles_rec_yds,0,,,,,
player,201411230den,mia,WilsJi00,fumbles_rec_td,0,,,,,
player,201411230den,mia,WilsJi00,fumbles_forced,0,,,,,
player,201411230den,mia,TrusJa99,def_int,0,,,,,
player,201411230den,mia,TrusJa99,def_int_yds,0,,,,,
player,201411230den,mia,TrusJa99,def_int_td,0,,,,,
player,201411230den,mia,TrusJa99,def_int_long,0,,,,,
player,201411230den,mia,TrusJa99,pass_defended,0,,,,,
player,201411230den,mia,TrusJa99,sacks,0.0,,,,,
player,201411230den,mia,TrusJa99,tackles_combined,3,,,,,
player,201411230den,mia,TrusJa99,tackles_solo,3,,,,,
player,201411230den,mia,TrusJa99,tackles_assists,0,,,,,
player,201411230den,mia,TrusJa99,tackles_loss,0,,,,,
player,201411230den,mia,TrusJa99,qb_hits,0,,,,,
player,201411230den,mia,TrusJa99,fumbles_rec,0,,,,,
player,201411230den,mia,TrusJa99,fumbles_rec_yds,0,,,,,
player,201411230den,mia,TrusJa99,fumbles_rec_td,0,,,,,
player,201411230den,mia,TrusJa99,fumbles_forced,0,,,,,
player,201411230den,mia,WakeCa00,def_int,0,,,,,
player,201411230den,mia,WakeCa00,def_int_yds,0,,,,,
player,201411230den,mia,WakeCa00,def_int_td,0,,,,,
player,201411230den,mia,WakeCa00,def_int_long,0,,,,,
player,201411230den,mia,WakeCa00,pass_defended,0,,,,,
player,201411230den,mia,WakeCa00,sacks,0.0,,,,,
player,201411230den,mia,WakeCa00,tackles_combined,3,,,,,
player,201411230den,mia,WakeCa00,tackles_solo,3,,,,,
player,201411230den,mia,WakeCa00,tackles_assists,0,,,,,
player,201411230den,mia,WakeCa00,tackles_loss,0,,,,,
player,201411230den,mia,WakeCa00,qb_hits,0,,,,,
player,201411230den,mia,WakeCa00,fumbles_rec,0,,,,,
player,201411230den,mia,WakeCa00,fumbles_rec_yds,0,,,,,
player,201411230den,mia,WakeCa00,fumbles_rec_td,0,,,,,
player,201411230den,mia,WakeCa00,fumbles_forced,0,,,,,
player,201411230den,mia,GrimBr20,def_int,0,,,,,
player,201411230den,mia,GrimBr20,def_int_yds,0,,,,,
player,201411230den,mia,GrimBr20,def_int_td,0,,,,,
player,201411230den,mia,GrimBr20,def_int_long,0,,,,,
player,201411230den,mia,GrimBr20,pass_defended,0,,,,,
player,201411230den,mia,GrimBr20,sacks,0.0,,,,,
player,201411230den,mia,GrimBr20,tackles_combined,2,,,,,
player,201411230den,mia,GrimBr20,tackles_solo,2,,,,,
player,201411230den,mia,GrimBr20,tackles_assists,0,,,,,
player,201411230den,mia,GrimBr20,tackles_loss,0,,,,,
player,201411230den,mia,GrimBr20,qb_hits,0,,,,,
player,201411230den,mia,GrimBr20,fumbles_rec,0,,,,,
player,201411230den,mia,GrimBr20,fumbles_rec_yds,0,,,,,
player,201411230den,mia,GrimBr20,fumbles_rec_td,0,,,,,
player,201411230den,mia,GrimBr20,fumbles_forced,0,,,,,
player,201411230den,mia,ShelDe00,def_int,0,,,,,
player,201411230den,mia,ShelDe00,def_int_yds,0,,,,,
player,201411230den,mia,ShelDe00,def_int_td,0,,,,,
player,201411230den,mia,ShelDe00,def_int_long,0,,,,,
player,201411230den,mia,ShelDe00,pass_defended,0,,,,,
player,201411230den,mia,ShelDe00,sacks,0.0,,,,,
player,201411230den,mia,ShelDe00,tackles_combined,2,,,,,
player,201411230den,mia,ShelDe00,tackles_solo,2,,,,,
player,201411230den,mia,ShelDe00,tackles_assists,0,,,,,
player,201411230den,mia,ShelDe00,tackles_loss,0,,,,,
player,201411230den,mia,ShelDe00,qb_hits,0,,,,,
player,201411230den,mia,ShelDe00,fumbles_rec,0,,,,,
player,201411230den,mia,ShelDe00,fumbles_rec_yds,0,,,,,
player,201411230den,mia,ShelDe00,fumbles_rec_td,0,,,,,
player,201411230den,mia,ShelDe00,fumbles_forced,0,,,,,
player,201411230den,mia,StarRa20,def_int,0,,,,,
player,201411230den,mia,StarRa20,def_int_yds,0,,,,,
player,201411230den,mia,StarRa20,def_int_td,0,,,,,
player,201411230den,mia,StarRa20,def_int_long,0,,,,,
player,201411230den,mia,StarRa20,pass_defended,0,,,,,
player,201411230den,mia,StarRa20,sacks,0.0,,,,,
player,201411230den,mia,StarRa20,tackles_combined,2,,,,,
player,201411230den,mia,StarRa20,tackles_solo,0,,,,,
player,201411230den,mia,StarRa20,tackles_assists,2,,,,,
player,201411230den,mia,StarRa20,tackles_loss,0,,,,,
player,201411230den,mia,StarRa20,qb_hits,0,,,,,
player,201411230den,mia,StarRa20,fumbles_rec,0,,,,,
player,201411230den,mia,StarRa20,fumbles_rec_yds,0,,,,,
player,201411230den,mia,StarRa20,fumbles_rec_td,0,,,,,
player,201411230den,mia,StarRa20,fumbles_forced,0,,,,,
player,201411230den,mia,JordDi00,def_int,0,,,,,
player,201411230den,mia,JordDi00,def_int_yds,0,,,,,
player,201411230den,mia,JordDi00,def_int_td,0,,,,,
player,201411230den,mia,JordDi00,def_int_long,0,,,,,
player,201411230den,mia,JordDi00,pass_defended,0,,,,,
player,201411230den,mia,JordDi00,sacks,0.0,,,,,
player,201411230den,mia,JordDi00,tackles_combined,1,,,,,
player,201411230den,mia,JordDi00,tackles_solo,1,,,,,
player,201411230den,mia,JordDi00,tackles_assists,0,,,,,
player,201411230den,mia,JordDi00,tackles_loss,0,,,,,
player,201411230den,mia,JordDi00,qb_hits,0,,,,,
player,201411230den,mia,JordDi00,fumbles_rec,0,,,,,
player,201411230den,mia,JordDi00,fumbles_rec_yds,0,,,,,
player,201411230den,mia,JordDi00,fumbles_rec_td,0,,,,,
player,201411230den,mia,JordDi00,fumbles_forced,0,,,,,
player,201411230den,mia,OdriJa99,def_int,0,,,,,
player,201411230den,mia,OdriJa99,def_int_yds,0,,,,,
player,201411230den,mia,OdriJa99,def_int_td,0,,,,,
player,201411230den,mia,OdriJa99,def_int_long,0,,,,,
player,201411230den,mia,OdriJa99,pass_defended,0,,,,,
player,201411230den,mia,OdriJa99,sacks,0.0,,,,,
player,201411230den,mia,OdriJa99,tackles_combined,1,,,,,
player,201411230den,mia,OdriJa99,tackles_solo,1,,,,,
player,201411230den,mia,OdriJa99,tackles_assists,0,,,,,
player,201411230den,mia,OdriJa99,tackles_loss,0,,,,,
player,201411230den,mia,OdriJa99,qb_hits,0,,,,,
player,201411230den,mia,OdriJa99,fumbles_rec,0,,,,,
player,201411230den,mia,OdriJa99,fumbles_rec_yds,0,,,,,
player,201411230den,mia,OdriJa99,fumbles_rec_td,0,,,,,
player,201411230den,mia,OdriJa99,fumbles_forced,0,,,,,
player,201411230den,mia,RoseLo00,def_int,0,,,,,
player,201411230den,mia,RoseLo00,def_int_yds,0,,,,,
player,201411230den,mia,RoseLo00,def_int_td,0,,,,,
player,201411230den,mia,RoseLo00,def_int_long,0,,,,,
player,201411230den,mia,RoseLo00,pass_defended,0,,,,,
player,201411230den,mia,RoseLo00,sacks,0.0,,,,,
player,201411230den,mia,RoseLo00,tackles_combined,1,,,,,
player,201411230den,mia,RoseLo00,tackles_solo,1,,,,,
player,201411230den,mia,RoseLo00,tackles_assists,0,,,,,
player,201411230den,mia,RoseLo00,tackles_loss,0,,,,,
player,201411230den,mia,RoseLo00,qb_hits,0,,,,,
player,201411230den,mia,RoseLo00,fumbles_rec,0,,,,,
player,201411230den,mia,RoseLo00,fumbles_rec_yds,0,,,,,
player,201411230den,mia,RoseLo00,fumbles_rec_td,0,,,,,
player,201411230den,mia,RoseLo00,fumbles_forced,0,,,,,
player,201411230den,mia,SturCa00,def_int,0,,,,,
player,201411230den,mia,SturCa00,def_int_yds,0,,,,,
player,201411230den,mia,SturCa00,def_int_td,0,,,,,
player,201411230den,mia,SturCa00,def_int_long,0,,,,,
player,201411230den,mia,SturCa00,pass_defended,0,,,,,
player,201411230den,mia,SturCa00,sacks,0.0,,,,,
player,201411230den,mia,SturCa00,tackles_combined,1,,,,,
player,201411230den,mia,SturCa00,tackles_solo,1,,,,,
player,201411230den,mia,SturCa00,tackles_assists,0,,,,,
player,201411230den,mia,SturCa00,tackles_loss,0,,,,,
player,201411230den,mia,SturCa00,qb_hits,0,,,,,
player,201411230den,mia,SturCa00,fumbles_rec,0,,,,,
player,201411230den,mia,SturCa00,fumbles_rec_yds,0,,,,,
player,201411230den,mia,SturCa00,fumbles_rec_td,0,,,,,
player,201411230den,mia,SturCa00,fumbles_forced,0,,,,,
player,201411230den,mia,WheePh99,def_int,0,,,,,
player,201411230den,mia,WheePh99,def_int_yds,0,,,,,
player,201411230den,mia,WheePh99,def_int_td,0,,,,,
player,201411230den,mia,WheePh99,def_int_long,0,,,,,
player,201411230den,mia,WheePh99,pass_defended,0,,,,,
player,201411230den,mia,WheePh99,sacks,0.0,,,,,
player,201411230den,mia,WheePh99,tackles_combined,1,,,,,
player,201411230den,mia,WheePh99,tackles_solo,1,,,,,
player,201411230den,mia,WheePh99,tackles_assists,0,,,,,
player,201411230den,mia,WheePh99,tackles_loss,0,,,,,
player,201411230den,mia,WheePh99,qb_hits,0,,,,,
player,201411230den,mia,WheePh99,fumbles_rec,0,,,,,
player,201411230den,mia,WheePh99,fumbles_rec_yds,0,,,,,
player,201411230den,mia,WheePh99,fumbles_rec_td,0,,,,,
player,201411230den,mia,WheePh99,fumbles_forced,0,,,,,
player,201411230den,mia,WillDa05,def_int,0,,,,,
player,201411230den,mia,WillDa05,def_int_yds,0,,,,,
player,201411230den,mia,WillDa05,def_int_td,0,,,,,
player,201411230den,mia,WillDa05,def_int_long,0,,,,,
player,201411230den,mia,WillDa05,pass_defended,0,,,,,
player,201411230den,mia,WillDa05,sacks,0.0,,,,,
player,201411230den,mia,WillDa05,tackles_combined,1,,,,,
player,201411230den,mia,WillDa05,tackles_solo,1,,,,,
player,201411230den,mia,WillDa05,tackles_assists,0,,,,,
player,201411230den,mia,WillDa05,tackles_loss,0,,,,,
player,201411230den,mia,WillDa05,qb_hits,0,,,,,
player,201411230den,mia,WillDa05,fumbles_rec,0,,,,,
player,201411230den,mia,WillDa05,fumbles_rec_yds,0,,,,,
player,201411230den,mia,WillDa05,fumbles_rec_td,0,,,,,
player,201411230den,mia,WillDa05,fumbles_forced,1,,,,,
player,201411230den,mia,DennJo20,def_int,0,,,,,
player,201411230den,mia,DennJo20,def_int_yds,0,,,,,
player,201411230den,mia,DennJo20,def_int_td,0,,,,,
player,201411230den,mia,DennJo20,def_int_long,0,,,,,
player,201411230den,mia,DennJo20,pass_defended,0,,,,,
player,201411230den,mia,DennJo20,sacks,0.0,,,,,
player,201411230den,mia,DennJo20,tackles_combined,0,,,,,
player,201411230den,mia,DennJo20,tackles_solo,0,,,,,
player,201411230den,mia,DennJo20,tackles_assists,0,,,,,
player,201411230den,mia,DennJo20,tackles_loss,0,,,,,
player,201411230den,mia,DennJo20,qb_hits,0,,,,,
player,201411230den,mia,DennJo20,fumbles_rec,1,,,,,
player,201411230den,mia,DennJo20,fumbles_rec_yds,0,,,,,
player,201411230den,mia,DennJo20,fumbles_rec_td,0,,,,,
player,201411230den,mia,DennJo20,fumbles_forced,0,,,,,
player,201411230den,den,WardT.99,def_int,1,,,,,
player,201411230den,den,WardT.99,def_int_yds,37,,,,,
player,201411230den,den,WardT.99,def_int_td,0,,,,,
player,201411230den,den,WardT.99,def_int_long,37,,,,,
player,201411230den,den,WardT.99,pass_defended,2,,,,,
player,201411230den,den,WardT.99,sacks,0.0,,,,,
player,201411230den,den,WardT.99,tackles_combined,3,,,,,
player,201411230den,den,WardT.99,tackles_solo,2,,,,,
player,201411230den,den,WardT.99,tackles_assists,1,,,,,
player,201411230den,den,WardT.99,tackles_loss,0,,,,,
player,201411230den,den,WardT.99,qb_hits,0,,,,,
player,201411230den,den,WardT.99,fumbles_rec,0,,,,,
player,201411230den,den,WardT.99,fumbles_rec_yds,0,,,,,
player,201411230den,den,WardT.99,fumbles_rec_td,0,,,,,
player,201411230den,den,WardT.99,fumbles_forced,0,,,,,
player,201411230den,den,KnigTe99,def_int,0,,,,,
player,201411230den,den,KnigTe99,def_int_yds,0,,,,,
player,201411230den,den,KnigTe99,def_int_td,0,,,,,
player,201411230den,den,KnigTe99,def_int_long,0,,,,,
player,201411230den,den,KnigTe99,pass_defended,0,,,,,
player,201411230den,den,KnigTe99,sacks,1.0,,,,,
player,201411230den,den,KnigTe99,tackles_combined,3,,,,,
player,201411230den,den,KnigTe99,tackles_solo,3,,,,,
player,201411230den,den,KnigTe99,tackles_assists,0,,,,,
player,201411230den,den,KnigTe99,tackles_loss,1,,,,,
player,201411230den,den,KnigTe99,qb_hits,1,,,,,
player,201411230den,den,KnigTe99,fumbles_rec,0,,,,,
player,201411230den,den,KnigTe99,fumbles_rec_yds,0,,,,,
player,201411230den,den,KnigTe99,fumbles_rec_td,0,,,,,
player,201411230den,den,KnigTe99,fumbles_forced,0,,,,,
player,201411230den,den,MoorRa00,def_int,0,,,,,
player,201411230den,den,MoorRa00,def_int_yds,0,,,,,
player,201411230den,den,MoorRa00,def_int_td,0,,,,,
player,201411230den,den,MoorRa00,def_int_long,0,,,,,
player,201411230den,den,MoorRa00,pass_defended,0,,,,,
player,201411230den,den,MoorRa00,sacks,0.0,,,,,
player,201411230den,den,MoorRa00,tackles_combined,7,,,,,
player,201411230den,den,MoorRa00,tackles_solo,6,,,,,
player,201411230den,den,MoorRa00,tackles_assists,1,,,,,
player,201411230den,den,MoorRa00,tackles_loss,0,,,,,
player,201411230den,den,MoorRa00,qb_hits,0,,,,,
player,201411230den,den,MoorRa00,fumbles_rec,0,,,,,
player,201411230den,den,MoorRa00,fumbles_rec_yds,0,,,,,
player,201411230den,den,MoorRa00,fumbles_rec_td,0,,,,,
player,201411230den,den,MoorRa00,fumbles_forced,1,,,,,
player,201411230den,den,HarrCh01,def_int,0,,,,,
player,201411230den,den,HarrCh01,def_int_yds,0,,,,,
player,201411230den,den,HarrCh01,def_int_td,0,,,,,
player,201411230den,den,HarrCh01,def_int_long,0,,,,,
player,201411230den,den,HarrCh01,pass_defended,1,,,,,
player,201411230den,den,HarrCh01,sacks,0.0,,,,,
player,201411230den,den,HarrCh01,tackles_combined,5,,,,,
player,201411230den,den,HarrCh01,tackles_solo,5,,,,,
player,201411230den,den,HarrCh01,tackles_assists,0,,,,,
player,201411230den,den,HarrCh01,tackles_loss,0,,,,,
player,201411230den,den,HarrCh01,qb_hits,0,,,,,
player,201411230den,den,HarrCh01,fumbles_rec,0,,,,,
player,201411230den,den,HarrCh01,fumbles_rec_yds,0,,,,,
player,201411230den,den,HarrCh01,fumbles_rec_td,0,,,,,
player,201411230den,den,HarrCh01,fumbles_forced,1,,,,,
player,201411230den,den,RobyBr00,def_int,0,,,,,
player,201411230den,den,RobyBr00,def_int_yds,0,,,,,
player,201411230den,den,RobyBr00,def_int_td,0,,,,,
player,201411230den,den,RobyBr00,def_int_long,0,,,,,
player,201411230den,den,RobyBr00,pass_defended,1,,,,,
player,201411230den,den,RobyBr00,sacks,0.0,,,,,
player,201411230den,den,RobyBr00,tackles_combined,4,,,,,
player,201411230den,den,RobyBr00,tackles_solo,4,,,,,
player,201411230den,den,RobyBr00,tackles_assists,0,,,,,
player,201411230den,den,RobyBr00,tackles_loss,0,,,,,
player,201411230den,den,RobyBr00,qb_hits,0,,,,,
player,201411230den,den,RobyBr00,fumbles_rec,0,,,,,
player,201411230den,den,RobyBr00,fumbles_rec_yds,0,,,,,
player,201411230den,den,RobyBr00,fumbles_rec_td,0,,,,,
player,201411230den,den,RobyBr00,fumbles_forced,0,,,,,
player,201411230den,den,WebsKa00,def_int,0,,,,,
player,201411230den,den,WebsKa00,def_int_yds,0,,,,,
player,201411230den,den,WebsKa00,def_int_td,0,,,,,
player,201411230den,den,WebsKa00,def_int_long,0,,,,,
player,201411230den,den,WebsKa00,pass_defended,0,,,,,
player,201411230den,den,WebsKa00,sacks,0.0,,,,,
player,201411230den,den,WebsKa00,tackles_combined,4,,,,,
player,201411230den,den,WebsKa00,tackles_solo,4,,,,,
player,201411230den,den,WebsKa00,tackles_assists,0,,,,,
player,201411230den,den,WebsKa00,tackles_loss,0,,,,,
player,201411230den,den,WebsKa00,qb_hits,0,,,,,
player,201411230den,den,WebsKa00,fumbles_rec,0,,,,,
player,201411230den,den,WebsKa00,fumbles_rec_yds,0,,,,,
player,201411230den,den,WebsKa00,fumbles_rec_td,0,,,,,
player,201411230den,den,WebsKa00,fumbles_forced,0,,,,,
player,201411230den,den,BoldOm00,def_int,0,,,,,
player,201411230den,den,BoldOm00,def_int_yds,0,,,,,
player,201411230den,den,BoldOm00,def_int_td,0,,,,,
player,201411230den,den,BoldOm00,def_int_long,0,,,,,
player,201411230den,den,BoldOm00,pass_defended,0,,,,,
player,201411230den,den,BoldOm00,sacks,0.0,,,,,
player,201411230den,den,BoldOm00,tackles_combined,3,,,,,
player,201411230den,den,BoldOm00,tackles_solo,3,,,,,
player,201411230den,den,BoldOm00,tackles_assists,0,,,,,
player,201411230den,den,BoldOm00,tackles_loss,0,,,,,
player,201411230den,den,BoldOm00,qb_hits,0,,,,,
player,201411230den,den,BoldOm00,fumbles_rec,0,,,,,
player,201411230den,den,BoldOm00,fumbles_rec_yds,0,,,,,
player,201411230den,den,BoldOm00,fumbles_rec_td,0,,,,,
player,201411230den,den,BoldOm00,fumbles_forced,0,,,,,
player,201411230den,den,JackMa02,def_int,0,,,,,
player,201411230den,den,JackMa02,def_int_yds,0,,,,,
player,201411230den,den,JackMa02,def_int_td,0,,,,,
player,201411230den,den,JackMa02,def_int_long,0,,,,,
player,201411230den,den,JackMa02,pass_defended,0,,,,,
player,201411230den,den,JackMa02,sacks,0.0,,,,,
player,201411230den,den,JackMa02,tackles_combined,3,,,,,
player,201411230den,den,JackMa02,tackles_solo,3,,,,,
player,201411230den,den,JackMa02,tackles_assists,0,,,,,
player,201411230den,den,JackMa02,tackles_loss,0,,,,,
player,201411230den,den,JackMa02,qb_hits,1,,,,,
player,201411230den,den,JackMa02,fumbles_rec,0,,,,,
player,201411230den,den,JackMa02,fumbles_rec_yds,0,,,,,
player,201411230den,den,JackMa02,fumbles_rec_td,0,,,,,
player,201411230den,den,JackMa02,fumbles_forced,0,,,,,
player,201411230den,den,MarsBr01,def_int,0,,,,,
player,201411230den,den,MarsBr01,def_int_yds,0,,,,,
player,201411230den,den,MarsBr01,def_int_td,0,,,,,
player,201411230den,den,MarsBr01,def_int_long,0,,,,,
player,201411230den,den,MarsBr01,pass_defended,0,,,,,
player,201411230den,den,MarsBr01,sacks,0.0,,,,,
player,201411230den,den,MarsBr01,tackles_combined,3,,,,,
player,201411230den,den,MarsBr01,tackles_solo,2,,,,,
player,201411230den,den,MarsBr01,tackles_assists,1,,,,,
player,201411230den,den,MarsBr01,tackles_loss,2,,,,,
player,201411230den,den,MarsBr01,qb_hits,0,,,,,
player,201411230den,den,MarsBr01,fumbles_rec,0,,,,,
player,201411230den,den,MarsBr01,fumbles_rec_yds,0,,,,,
player,201411230den,den,MarsBr01,fumbles_rec_td,0,,,,,
player,201411230den,den,MarsBr01,fumbles_forced,0,,,,,
player,201411230den,den,TaliAq99,def_int,0,,,,,
player,201411230den,den,TaliAq99,def_int_yds,0,,,,,
player,201411230den,den,TaliAq99,def_int_td,0,,,,,
player,201411230den,den,TaliAq99,def_int_long,0,,,,,
player,201411230den,den,TaliAq99,pass_defended,0,,,,,
player,201411230den,den,TaliAq99,sacks,0.0,,,,,
player,201411230den,den,TaliAq99,tackles_combined,2,,,,,
player,201411230den,den,TaliAq99,tackles_solo,2,,,,,
player,201411230den,den,TaliAq99,tackles_assists,0,,,,,
player,201411230den,den,TaliAq99,tackles_loss,0,,,,,
player,201411230den,den,TaliAq99,qb_hits,0,,,,,
player,201411230den,den,TaliAq99,fumbles_rec,0,,,,,
player,201411230den,den,TaliAq99,fumbles_rec_yds,0,,,,,
player,201411230den,den,TaliAq99,fumbles_rec_td,0,,,,,
player,201411230den,den,TaliAq99,fumbles_forced,1,,,,,
player,201411230den,den,WareDe99,def_int,0,,,,,
player,201411230den,den,WareDe99,def_int_yds,0,,,,,
player,201411230den,den,WareDe99,def_int_td,0,,,,,
player,201411230den,den,WareDe99,def_int_long,0,,,,,
player,201411230den,den,WareDe99,pass_defended,0,,,,,
player,201411230den,den,WareDe99,sacks,0.0,,,,,
player,201411230den,den,WareDe99,tackles_combined,2,,,,,
player,201411230den,den,WareDe99,tackles_solo,2,,,,,
player,201411230den,den,WareDe99,tackles_assists,0,,,,,
player,201411230den,den,WareDe99,tackles_loss,0,,,,,
player,201411230den,den,WareDe99,qb_hits,1,,,,,
player,201411230den,den,WareDe99,fumbles_rec,0,,,,,
player,201411230den,den,WareDe99,fumbles_rec_yds,0,,,,,
player,201411230den,den,WareDe99,fumbles_rec_td,0,,,,,
player,201411230den,den,WareDe99,fumbles_forced,0,,,,,
player,201411230den,den,WolfDe00,def_int,0,,,,,
player,201411230den,den,WolfDe00,def_int_yds,0,,,,,
player,201411230den,den,WolfDe00,def_int_td,0,,,,,
player,201411230den,den,WolfDe00,def_int_long,0,,,,,
player,201411230den,den,WolfDe00,pass_defended,0,,,,,
player,201411230den,den,WolfDe00,sacks,0.0,,,,,
player,201411230den,den,WolfDe00,tackles_combined,2,,,,,
player,201411230den,den,WolfDe00,tackles_solo,1,,,,,
player,201411230den,den,WolfDe00,tackles_assists,1,,,,,
player,201411230den,den,WolfDe00,tackles_loss,0,,,,,
player,201411230den,den,WolfDe00,qb_hits,0,,,,,
player,201411230den,den,WolfDe00,fumbles_rec,0,,,,,
player,201411230den,den,WolfDe00,fumbles_rec_yds,0,,,,,
player,201411230den,den,WolfDe00,fumbles_rec_td,0,,,,,
player,201411230den,den,WolfDe00,fumbles_forced,0,,,,,
player,201411230den,den,BrewAa00,def_int,0,,,,,
player,201411230den,den,BrewAa00,def_int_yds,0,,,,,
player,201411230den,den,BrewAa00,def_int_td,0,,,,,
player,201411230den,den,BrewAa00,def_int_long,0,,,,,
player,201411230den,den,BrewAa00,pass_defended,0,,,,,
player,201411230den,den,BrewAa00,sacks,0.0,,,,,
player,201411230den,den,BrewAa00,tackles_combined,1,,,,,
player,201411230den,den,BrewAa00,tackles_solo,1,,,,,
player,201411230den,den,BrewAa00,tackles_assists,0,,,,,
player,201411230den,den,BrewAa00,tackles_loss,0,,,,,
player,201411230den,den,BrewAa00,qb_hits,0,,,,,
player,201411230den,den,BrewAa00,fumbles_rec,0,,,,,
player,201411230den,den,BrewAa00,fumbles_rec_yds,0,,,,,
player,201411230den,den,BrewAa00,fumbles_rec_td,0,,,,,
player,201411230den,den,BrewAa00,fumbles_forced,0,,,,,
player,201411230den,den,DaviTo01,def_int,0,,,,,
player,201411230den,den,DaviTo01,def_int_yds,0,,,,,
player,201411230den,den,DaviTo01,def_int_td,0,,,,,
player,201411230den,den,DaviTo01,def_int_long,0,,,,,
player,201411230den,den,DaviTo01,pass_defended,0,,,,,
player,201411230den,den,DaviTo01,sacks,0.0,,,,,
player,201411230den,den,DaviTo01,tackles_combined,1,,,,,
player,201411230den,den,DaviTo01,tackles_solo,1,,,,,
player,201411230den,den,DaviTo01,tackles_assists,0,,,,,
player,201411230den,den,DaviTo01,tackles_loss,0,,,,,
player,201411230den,den,DaviTo01,qb_hits,0,,,,,
player,201411230den,den,DaviTo01,fumbles_rec,0,,,,,
player,201411230den,den,DaviTo01,fumbles_rec_yds,0,,,,,
player,201411230den,den,DaviTo01,fumbles_rec_td,0,,,,,
player,201411230den,den,DaviTo01,fumbles_forced,0,,,,,
player,201411230den,den,MillVo00,def_int,0,,,,,
player,201411230den,den,MillVo00,def_int_yds,0,,,,,
player,201411230den,den,MillVo00,def_int_td,0,,,,,
player,201411230den,den,MillVo00,def_int_long,0,,,,,
player,201411230den,den,MillVo00,pass_defended,0,,,,,
player,201411230den,den,MillVo00,sacks,0.0,,,,,
player,201411230den,den,MillVo00,tackles_combined,1,,,,,
player,201411230den,den,MillVo00,tackles_solo,1,,,,,
player,201411230den,den,MillVo00,tackles_assists,0,,,,,
player,201411230den,den,MillVo00,tackles_loss,0,,,,,
player,201411230den,den,MillVo00,qb_hits,1,,,,,
player,201411230den,den,MillVo00,fumbles_rec,0,,,,,
player,201411230den,den,MillVo00,fumbles_rec_yds,0,,,,,
player,201411230den,den,MillVo00,fumbles_rec_td,0,,,,,
player,201411230den,den,MillVo00,fumbles_forced,0,,,,,
player,201411230den,den,NelsCo00,def_int,0,,,,,
player,201411230den,den,NelsCo00,def_int_yds,0,,,,,
player,201411230den,den,NelsCo00,def_int_td,0,,,,,
player,201411230den,den,NelsCo00,def_int_long,0,,,,,
player,201411230den,den,NelsCo00,pass_defended,0,,,,,
player,201411230den,den,NelsCo00,sacks,0.0,,,,,
player,201411230den,den,NelsCo00,tackles_combined,1,,,,,
player,201411230den,den,NelsCo00,tackles_solo,1,,,,,
player,201411230den,den,NelsCo00,tackles_assists,0,,,,,
player,201411230den,den,NelsCo00,tackles_loss,0,,,,,
player,201411230den,den,NelsCo00,qb_hits,0,,,,,
player,201411230den,den,NelsCo00,fumbles_rec,0,,,,,
player,201411230den,den,NelsCo00,fumbles_rec_yds,0,,,,,
player,201411230den,den,NelsCo00,fumbles_rec_td,0,,,,,
player,201411230den,den,NelsCo00,fumbles_forced,0,,,,,
player,201411230den,den,SmitQu00,def_int,0,,,,,
player,201411230den,den,SmitQu00,def_int_yds,0,,,,,
player,201411230den,den,SmitQu00,def_int_td,0,,,,,
player,201411230den,den,SmitQu00,def_int_long,0,,,,,
player,201411230den,den,SmitQu00,pass_defended,0,,,,,
player,201411230den,den,SmitQu00,sacks,0.0,,,,,
player,201411230den,den,SmitQu00,tackles_combined,1,,,,,
player,201411230den,den,SmitQu00,tackles_solo,1,,,,,
player,201411230den,den,SmitQu00,tackles_assists,0,,,,,
player,201411230den,den,SmitQu00,tackles_loss,0,,,,,
player,201411230den,den,SmitQu00,qb_hits,0,,,,,
player,201411230den,den,SmitQu00,fumbles_rec,0,,,,,
player,201411230den,den,SmitQu00,fumbles_rec_yds,0,,,,,
player,201411230den,den,SmitQu00,fumbles_rec_td,0,,,,,
player,201411230den,den,SmitQu00,fumbles_forced,0,,,,,
player,201411230den,den,WillSy00,def_int,0,,,,,
player,201411230den,den,WillSy00,def_int_yds,0,,,,,
