game,2014,10,20141110,201411100phi,car,"Carolina Panthers",21,phi,"Philadelphia Eagles",45
player,201411100phi,car,StewJo00,rush_long,10,,,,,
player,201411100phi,car,StewJo00,targets,4,,,,,
player,201411100phi,car,StewJo00,rec,4,,,,,
player,201411100phi,car,StewJo00,rec_yds,23,,,,,
player,201411100phi,car,StewJo00,rec_td,0,,,,,
player,201411100phi,car,StewJo00,rec_long,9,,,,,
player,201411100phi,car,StewJo00,fumbles,0,,,,,
player,201411100phi,car,StewJo00,fumbles_lost,0,,,,,
player,201411100phi,car,WillDe02,pass_cmp,0,,,,,
player,201411100phi,car,WillDe02,pass_att,0,,,,,
player,201411100phi,car,WillDe02,pass_yds,0,,,,,
player,201411100phi,car,WillDe02,pass_td,0,,,,,
player,201411100phi,car,WillDe02,pass_int,0,,,,,
player,201411100phi,car,WillDe02,pass_sacked,0,,,,,
player,201411100phi,car,WillDe02,pass_sacked_yds,0,,,,,
player,201411100phi,car,WillDe02,pass_long,0,,,,,
player,201411100phi,car,WillDe02,pass_rating,,,,,,
player,201411100phi,car,WillDe02,rush_att,13,,,,,
player,201411100phi,car,WillDe02,rush_yds,31,,,,,
player,201411100phi,car,WillDe02,rush_td,0,,,,,
player,201411100phi,car,WillDe02,rush_long,8,,,,,
player,201411100phi,car,WillDe02,targets,3,,,,,
player,201411100phi,car,WillDe02,rec,3,,,,,
player,201411100phi,car,WillDe02,rec_yds,17,,,,,
player,201411100phi,car,WillDe02,rec_td,0,,,,,
player,201411100phi,car,WillDe02,rec_long,7,,,,,
player,201411100phi,car,WillDe02,fumbles,1,,,,,
player,201411100phi,car,WillDe02,fumbles_lost,1,,,,,
player,201411100phi,car,WhitFo00,pass_cmp,0,,,,,
player,201411100phi,car,WhitFo00,pass_att,0,,,,,
player,201411100phi,car,WhitFo00,pass_yds,0,,,,,
player,201411100phi,car,WhitFo00,pass_td,0,,,,,
player,201411100phi,car,WhitFo00,pass_int,0,,,,,
player,201411100phi,car,WhitFo00,pass_sacked,0,,,,,
player,201411100phi,car,WhitFo00,pass_sacked_yds,0,,,,,
player,201411100phi,car,WhitFo00,pass_long,0,,,,,
player,201411100phi,car,WhitFo00,pass_rating,,,,,,
player,201411100phi,car,WhitFo00,rush_att,6,,,,,
player,201411100phi,car,WhitFo00,rush_yds,29,,,,,
player,201411100phi,car,WhitFo00,rush_td,0,,,,,
player,201411100phi,car,WhitFo00,rush_long,17,,,,,
