game,2014,6,20141013,201410130ram,sfo,"San Francisco 49ers",31,ram,"St. Louis Rams",17
team,201410130ram,sfo,First Downs,17,,,,,,
team,201410130ram,ram,First Downs,19,,,,,,
team,201410130ram,sfo,Rush-Yds-TDs,30-89-0,,,,,,
team,201410130ram,ram,Rush-Yds-TDs,24-93-1,,,,,,
team,201410130ram,sfo,Cmp-Att-Yd-TD-INT,22-35-343-3-0,,,,,,
team,201410130ram,ram,Cmp-Att-Yd-TD-INT,21-42-236-1-1,,,,,,
team,201410130ram,sfo,Sacked-Yards,0-0,,,,,,
team,201410130ram,ram,Sacked-Yards,5-20,,,,,,
team,201410130ram,sfo,Net Pass Yards,343,,,,,,
team,201410130ram,ram,Net Pass Yards,216,,,,,,
team,201410130ram,sfo,Total Yards,432,,,,,,
team,201410130ram,ram,Total Yards,309,,,,,,
team,201410130ram,sfo,Fumbles-Lost,1-1,,,,,,
team,201410130ram,ram,Fumbles-Lost,1-0,,,,,,
team,201410130ram,sfo,Turnovers,1,,,,,,
team,201410130ram,ram,Turnovers,1,,,,,,
team,201410130ram,sfo,Penalties-Yards,5-23,,,,,,
team,201410130ram,ram,Penalties-Yards,8-38,,,,,,
team,201410130ram,sfo,Third Down Conv.,6-14,,,,,,
team,201410130ram,ram,Third Down Conv.,5-14,,,,,,
team,201410130ram,sfo,Fourth Down Conv.,0-2,,,,,,
team,201410130ram,ram,Fourth Down Conv.,0-0,,,,,,
team,201410130ram,sfo,Time of Possession,28:38,,,,,,
team,201410130ram,ram,Time of Possession,31:22,,,,,,
player,201410130ram,sfo,KaepCo00,pass_cmp,22,,,,,
player,201410130ram,sfo,KaepCo00,pass_att,35,,,,,
player,201410130ram,sfo,KaepCo00,pass_yds,343,,,,,
player,201410130ram,sfo,KaepCo00,pass_td,3,,,,,
player,201410130ram,sfo,KaepCo00,pass_int,0,,,,,
player,201410130ram,sfo,KaepCo00,pass_sacked,0,,,,,
player,201410130ram,sfo,KaepCo00,pass_sacked_yds,0,,,,,
player,201410130ram,sfo,KaepCo00,pass_long,80,,,,,
player,201410130ram,sfo,KaepCo00,pass_rating,123.9,,,,,
player,201410130ram,sfo,KaepCo00,rush_att,3,,,,,
player,201410130ram,sfo,KaepCo00,rush_yds,37,,,,,
player,201410130ram,sfo,KaepCo00,rush_td,0,,,,,
player,201410130ram,sfo,KaepCo00,rush_long,23,,,,,
player,201410130ram,sfo,KaepCo00,targets,0,,,,,
player,201410130ram,sfo,KaepCo00,rec,0,,,,,
player,201410130ram,sfo,KaepCo00,rec_yds,0,,,,,
player,201410130ram,sfo,KaepCo00,rec_td,0,,,,,
player,201410130ram,sfo,KaepCo00,rec_long,0,,,,,
player,201410130ram,sfo,KaepCo00,fumbles,0,,,,,
player,201410130ram,sfo,KaepCo00,fumbles_lost,0,,,,,
player,201410130ram,sfo,GoreFr00,pass_cmp,0,,,,,
player,201410130ram,sfo,GoreFr00,pass_att,0,,,,,
player,201410130ram,sfo,GoreFr00,pass_yds,0,,,,,
player,201410130ram,sfo,GoreFr00,pass_td,0,,,,,
player,201410130ram,sfo,GoreFr00,pass_int,0,,,,,
player,201410130ram,sfo,GoreFr00,pass_sacked,0,,,,,
player,201410130ram,sfo,GoreFr00,pass_sacked_yds,0,,,,,
player,201410130ram,sfo,GoreFr00,pass_long,0,,,,,
player,201410130ram,sfo,GoreFr00,pass_rating,,,,,,
player,201410130ram,sfo,GoreFr00,rush_att,16,,,,,
player,201410130ram,sfo,GoreFr00,rush_yds,38,,,,,
player,201410130ram,sfo,GoreFr00,rush_td,0,,,,,
player,201410130ram,sfo,GoreFr00,rush_long,9,,,,,
