game,2014,12,20141123,201411230sea,crd,"Arizona Cardinals",3,sea,"Seattle Seahawks",19
team,201411230sea,crd,First Downs,12,,,,,,
team,201411230sea,sea,First Downs,16,,,,,,
team,201411230sea,crd,Rush-Yds-TDs,20-64-0,,,,,,
team,201411230sea,sea,Rush-Yds-TDs,29-124-0,,,,,,
team,201411230sea,crd,Cmp-Att-Yd-TD-INT,14-26-149-0-1,,,,,,
team,201411230sea,sea,Cmp-Att-Yd-TD-INT,17-22-211-1-0,,,,,,
team,201411230sea,crd,Sacked-Yards,3-9,,,,,,
team,201411230sea,sea,Sacked-Yards,7-42,,,,,,
team,201411230sea,crd,Net Pass Yards,140,,,,,,
team,201411230sea,sea,Net Pass Yards,169,,,,,,
team,201411230sea,crd,Total Yards,204,,,,,,
team,201411230sea,sea,Total Yards,293,,,,,,
team,201411230sea,crd,Fumbles-Lost,2-0,,,,,,
team,201411230sea,sea,Fumbles-Lost,0-0,,,,,,
team,201411230sea,crd,Turnovers,1,,,,,,
team,201411230sea,sea,Turnovers,0,,,,,,
team,201411230sea,crd,Penalties-Yards,3-25,,,,,,
team,201411230sea,sea,Penalties-Yards,7-74,,,,,,
team,201411230sea,crd,Third Down Conv.,3-12,,,,,,
team,201411230sea,sea,Third Down Conv.,5-13,,,,,,
team,201411230sea,crd,Fourth Down Conv.,0-0,,,,,,
team,201411230sea,sea,Fourth Down Conv.,0-0,,,,,,
team,201411230sea,crd,Time of Possession,24:33,,,,,,
team,201411230sea,sea,Time of Possession,35:27,,,,,,
player,201411230sea,crd,StanDr00,pass_cmp,14,,,,,
player,201411230sea,crd,StanDr00,pass_att,26,,,,,
player,201411230sea,crd,StanDr00,pass_yds,149,,,,,
player,201411230sea,crd,StanDr00,pass_td,0,,,,,
player,201411230sea,crd,StanDr00,pass_int,1,,,,,
player,201411230sea,crd,StanDr00,pass_sacked,3,,,,,
player,201411230sea,crd,StanDr00,pass_sacked_yds,9,,,,,
player,201411230sea,crd,StanDr00,pass_long,33,,,,,
