game,2014,2,20140914,201409140min,nwe,"New England Patriots",30,min,"Minnesota Vikings",7
player,201409140min,min,FloySh00,fumbles_rec_td,0,,,,,
player,201409140min,min,FloySh00,fumbles_forced,0,,,,,
player,201409140min,min,HodgGe00,def_int,0,,,,,
player,201409140min,min,HodgGe00,def_int_yds,0,,,,,
player,201409140min,min,HodgGe00,def_int_td,0,,,,,
player,201409140min,min,HodgGe00,def_int_long,0,,,,,
player,201409140min,min,HodgGe00,pass_defended,0,,,,,
player,201409140min,min,HodgGe00,sacks,0.0,,,,,
player,201409140min,min,HodgGe00,tackles_combined,1,,,,,
player,201409140min,min,HodgGe00,tackles_solo,1,,,,,
player,201409140min,min,HodgGe00,tackles_assists,0,,,,,
player,201409140min,min,HodgGe00,tackles_loss,0,,,,,
player,201409140min,min,HodgGe00,qb_hits,0,,,,,
player,201409140min,min,HodgGe00,fumbles_rec,0,,,,,
player,201409140min,min,HodgGe00,fumbles_rec_yds,0,,,,,
player,201409140min,min,HodgGe00,fumbles_rec_td,0,,,,,
player,201409140min,min,HodgGe00,fumbles_forced,0,,,,,
player,201409140min,min,RobiBr98,def_int,0,,,,,
player,201409140min,min,RobiBr98,def_int_yds,0,,,,,
player,201409140min,min,RobiBr98,def_int_td,0,,,,,
player,201409140min,min,RobiBr98,def_int_long,0,,,,,
player,201409140min,min,RobiBr98,pass_defended,0,,,,,
player,201409140min,min,RobiBr98,sacks,0.0,,,,,
player,201409140min,min,RobiBr98,tackles_combined,1,,,,,
player,201409140min,min,RobiBr98,tackles_solo,1,,,,,
player,201409140min,min,RobiBr98,tackles_assists,0,,,,,
player,201409140min,min,RobiBr98,tackles_loss,0,,,,,
player,201409140min,min,RobiBr98,qb_hits,1,,,,,
player,201409140min,min,RobiBr98,fumbles_rec,0,,,,,
player,201409140min,min,RobiBr98,fumbles_rec_yds,0,,,,,
player,201409140min,min,RobiBr98,fumbles_rec_td,0,,,,,
player,201409140min,min,RobiBr98,fumbles_forced,0,,,,,
player,201409140min,min,WootCo99,def_int,0,,,,,
player,201409140min,min,WootCo99,def_int_yds,0,,,,,
player,201409140min,min,WootCo99,def_int_td,0,,,,,
player,201409140min,min,WootCo99,def_int_long,0,,,,,
player,201409140min,min,WootCo99,pass_defended,0,,,,,
player,201409140min,min,WootCo99,sacks,0.0,,,,,
player,201409140min,min,WootCo99,tackles_combined,1,,,,,
player,201409140min,min,WootCo99,tackles_solo,0,,,,,
player,201409140min,min,WootCo99,tackles_assists,1,,,,,
player,201409140min,min,WootCo99,tackles_loss,0,,,,,
player,201409140min,min,WootCo99,qb_hits,0,,,,,
player,201409140min,min,WootCo99,fumbles_rec,0,,,,,
player,201409140min,min,WootCo99,fumbles_rec_yds,0,,,,,
player,201409140min,min,WootCo99,fumbles_rec_td,0,,,,,
player,201409140min,min,WootCo99,fumbles_forced,0,,,,,
player,201409140min,nwe,EdelJu00,kick_ret,0,,,,,
player,201409140min,nwe,EdelJu00,kick_ret_yds,0,,,,,
player,201409140min,nwe,EdelJu00,kick_ret_yds_per_ret,,,,,,
player,201409140min,nwe,EdelJu00,kick_ret_td,0,,,,,
player,201409140min,nwe,EdelJu00,kick_ret_long,0,,,,,
player,201409140min,nwe,EdelJu00,punt_ret,4,,,,,
player,201409140min,nwe,EdelJu00,punt_ret_yds,66,,,,,
player,201409140min,nwe,EdelJu00,punt_ret_yds_per_ret,16.5,,,,,
player,201409140min,nwe,EdelJu00,punt_ret_td,0,,,,,
player,201409140min,nwe,EdelJu00,punt_ret_long,34,,,,,
player,201409140min,min,SherMa20,kick_ret,0,,,,,
player,201409140min,min,SherMa20,kick_ret_yds,0,,,,,
player,201409140min,min,SherMa20,kick_ret_yds_per_ret,,,,,,
player,201409140min,min,SherMa20,kick_ret_td,0,,,,,
player,201409140min,min,SherMa20,kick_ret_long,0,,,,,
player,201409140min,min,SherMa20,punt_ret,1,,,,,
player,201409140min,min,SherMa20,punt_ret_yds,11,,,,,
player,201409140min,min,SherMa20,punt_ret_yds_per_ret,11.0,,,,,
player,201409140min,min,SherMa20,punt_ret_td,0,,,,,
player,201409140min,min,SherMa20,punt_ret_long,11,,,,,
player,201409140min,min,ElliRh00,kick_ret,1,,,,,
player,201409140min,min,ElliRh00,kick_ret_yds,14,,,,,
player,201409140min,min,ElliRh00,kick_ret_yds_per_ret,14.0,,,,,
player,201409140min,min,ElliRh00,kick_ret_td,0,,,,,
player,201409140min,min,ElliRh00,kick_ret_long,14,,,,,
player,201409140min,min,ElliRh00,punt_ret,0,,,,,
player,201409140min,min,ElliRh00,punt_ret_yds,0,,,,,
player,201409140min,min,ElliRh00,punt_ret_yds_per_ret,,,,,,
player,201409140min,min,ElliRh00,punt_ret_td,0,,,,,
player,201409140min,min,ElliRh00,punt_ret_long,0,,,,,
player,201409140min,min,PattCo00,kick_ret,1,,,,,
player,201409140min,min,PattCo00,kick_ret_yds,23,,,,,
player,201409140min,min,PattCo00,kick_ret_yds_per_ret,23.0,,,,,
player,201409140min,min,PattCo00,kick_ret_td,0,,,,,
player,201409140min,min,PattCo00,kick_ret_long,23,,,,,
player,201409140min,min,PattCo00,punt_ret,0,,,,,
player,201409140min,min,PattCo00,punt_ret_yds,0,,,,,
player,201409140min,min,PattCo00,punt_ret_yds_per_ret,,,,,,
player,201409140min,min,PattCo00,punt_ret_td,0,,,,,
player,201409140min,min,PattCo00,punt_ret_long,0,,,,,
player,201409140min,min,ThieAd00,kick_ret,1,,,,,
player,201409140min,min,ThieAd00,kick_ret_yds,12,,,,,
player,201409140min,min,ThieAd00,kick_ret_yds_per_ret,12.0,,,,,
player,201409140min,min,ThieAd00,kick_ret_td,0,,,,,
player,201409140min,min,ThieAd00,kick_ret_long,12,,,,,
player,201409140min,min,ThieAd00,punt_ret,0,,,,,
player,201409140min,min,ThieAd00,punt_ret_yds,0,,,,,
player,201409140min,min,ThieAd00,punt_ret_yds_per_ret,,,,,,
player,201409140min,min,ThieAd00,punt_ret_td,0,,,,,
player,201409140min,min,ThieAd00,punt_ret_long,0,,,,,
player,201409140min,nwe,GostSt20,xpm,3,,,,,
player,201409140min,nwe,GostSt20,xpa,3,,,,,
player,201409140min,nwe,GostSt20,fgm,3,,,,,
player,201409140min,nwe,GostSt20,fga,3,,,,,
player,201409140min,nwe,GostSt20,punt,0,,,,,
player,201409140min,nwe,GostSt20,punt_yds,0,,,,,
player,201409140min,nwe,GostSt20,punt_yds_per_punt,,,,,,
player,201409140min,nwe,GostSt20,punt_long,0,,,,,
player,201409140min,nwe,AlleRy01,xpm,,,,,,
player,201409140min,nwe,AlleRy01,xpa,,,,,,
player,201409140min,nwe,AlleRy01,fgm,,,,,,
player,201409140min,nwe,AlleRy01,fga,,,,,,
player,201409140min,nwe,AlleRy01,punt,5,,,,,
player,201409140min,nwe,AlleRy01,punt_yds,211,,,,,
player,201409140min,nwe,AlleRy01,punt_yds_per_punt,42.2,,,,,
player,201409140min,nwe,AlleRy01,punt_long,59,,,,,
player,201409140min,min,WalsBl00,xpm,1,,,,,
player,201409140min,min,WalsBl00,xpa,1,,,,,
player,201409140min,min,WalsBl00,fgm,,,,,,
player,201409140min,min,WalsBl00,fga,1,,,,,
player,201409140min,min,WalsBl00,punt,0,,,,,
player,201409140min,min,WalsBl00,punt_yds,0,,,,,
player,201409140min,min,WalsBl00,punt_yds_per_punt,,,,,,
player,201409140min,min,WalsBl00,punt_long,0,,,,,
player,201409140min,min,LockJe00,xpm,,,,,,
player,201409140min,min,LockJe00,xpa,,,,,,
player,201409140min,min,LockJe00,fgm,,,,,,
player,201409140min,min,LockJe00,fga,,,,,,
player,201409140min,min,LockJe00,punt,5,,,,,
player,201409140min,min,LockJe00,punt_yds,228,,,,,
player,201409140min,min,LockJe00,punt_yds_per_punt,45.6,,,,,
player,201409140min,min,LockJe00,punt_long,57,,,,,
player,201409140min,min,LoadPh20,pos,T,,,,,
player,201409140min,min,LoadPh20,offense,66,,,,,
player,201409140min,min,LoadPh20,off_pct,100%,,,,,
player,201409140min,min,LoadPh20,defense,0,,,,,
player,201409140min,min,LoadPh20,def_pct,0%,,,,,
player,201409140min,min,LoadPh20,special_teams,2,,,,,
player,201409140min,min,LoadPh20,st_pct,7%,,,,,
player,201409140min,min,SullJo24,pos,C,,,,,
player,201409140min,min,SullJo24,offense,66,,,,,
player,201409140min,min,SullJo24,off_pct,100%,,,,,
player,201409140min,min,SullJo24,defense,0,,,,,
player,201409140min,min,SullJo24,def_pct,0%,,,,,
player,201409140min,min,SullJo24,special_teams,2,,,,,
player,201409140min,min,SullJo24,st_pct,7%,,,,,
player,201409140min,min,FuscBr00,pos,G,,,,,
player,201409140min,min,FuscBr00,offense,66,,,,,
player,201409140min,min,FuscBr00,off_pct,100%,,,,,
player,201409140min,min,FuscBr00,defense,0,,,,,
player,201409140min,min,FuscBr00,def_pct,0%,,,,,
player,201409140min,min,FuscBr00,special_teams,2,,,,,
player,201409140min,min,FuscBr00,st_pct,7%,,,,,
player,201409140min,min,KaliMa00,pos,T,,,,,
player,201409140min,min,KaliMa00,offense,66,,,,,
player,201409140min,min,KaliMa00,off_pct,100%,,,,,
player,201409140min,min,KaliMa00,defense,0,,,,,
player,201409140min,min,KaliMa00,def_pct,0%,,,,,
player,201409140min,min,KaliMa00,special_teams,2,,,,,
player,201409140min,min,KaliMa00,st_pct,7%,,,,,
player,201409140min,min,JohnCh23,pos,G,,,,,
player,201409140min,min,JohnCh23,offense,66,,,,,
player,201409140min,min,JohnCh23,off_pct,100%,,,,,
player,201409140min,min,JohnCh23,defense,0,,,,,
player,201409140min,min,JohnCh23,def_pct,0%,,,,,
player,201409140min,min,JohnCh23,special_teams,2,,,,,
player,201409140min,min,JohnCh23,st_pct,7%,,,,,
player,201409140min,min,CassMa00,pos,QB,,,,,
player,201409140min,min,CassMa00,offense,66,,,,,
player,201409140min,min,CassMa00,off_pct,100%,,,,,
player,201409140min,min,CassMa00,defense,0,,,,,
player,201409140min,min,CassMa00,def_pct,0%,,,,,
player,201409140min,min,CassMa00,special_teams,0,,,,,
player,201409140min,min,CassMa00,st_pct,0%,,,,,
player,201409140min,min,PattCo00,pos,WR,,,,,
player,201409140min,min,PattCo00,offense,60,,,,,
player,201409140min,min,PattCo00,off_pct,91%,,,,,
player,201409140min,min,PattCo00,defense,0,,,,,
player,201409140min,min,PattCo00,def_pct,0%,,,,,
player,201409140min,min,PattCo00,special_teams,8,,,,,
player,201409140min,min,PattCo00,st_pct,29%,,,,,
player,201409140min,min,RudoKy00,pos,TE,,,,,
player,201409140min,min,RudoKy00,offense,58,,,,,
player,201409140min,min,RudoKy00,off_pct,88%,,,,,
player,201409140min,min,RudoKy00,defense,0,,,,,
player,201409140min,min,RudoKy00,def_pct,0%,,,,,
player,201409140min,min,RudoKy00,special_teams,0,,,,,
player,201409140min,min,RudoKy00,st_pct,0%,,,,,
player,201409140min,min,JennGr00,pos,WR,,,,,
player,201409140min,min,JennGr00,offense,57,,,,,
player,201409140min,min,JennGr00,off_pct,86%,,,,,
player,201409140min,min,JennGr00,defense,0,,,,,
player,201409140min,min,JennGr00,def_pct,0%,,,,,
player,201409140min,min,JennGr00,special_teams,0,,,,,
player,201409140min,min,JennGr00,st_pct,0%,,,,,
player,201409140min,min,AsiaMa00,pos,RB,,,,,
player,201409140min,min,AsiaMa00,offense,45,,,,,
player,201409140min,min,AsiaMa00,off_pct,68%,,,,,
player,201409140min,min,AsiaMa00,defense,0,,,,,
player,201409140min,min,AsiaMa00,def_pct,0%,,,,,
player,201409140min,min,AsiaMa00,special_teams,0,,,,,
player,201409140min,min,AsiaMa00,st_pct,0%,,,,,
player,201409140min,min,WrigJa02,pos,WR,,,,,
player,201409140min,min,WrigJa02,offense,37,,,,,
player,201409140min,min,WrigJa02,off_pct,56%,,,,,
player,201409140min,min,WrigJa02,defense,0,,,,,
player,201409140min,min,WrigJa02,def_pct,0%,,,,,
player,201409140min,min,WrigJa02,special_teams,0,,,,,
player,201409140min,min,WrigJa02,st_pct,0%,,,,,
player,201409140min,min,ElliRh00,pos,TE,,,,,
player,201409140min,min,ElliRh00,offense,23,,,,,
player,201409140min,min,ElliRh00,off_pct,35%,,,,,
player,201409140min,min,ElliRh00,defense,0,,,,,
player,201409140min,min,ElliRh00,def_pct,0%,,,,,
player,201409140min,min,ElliRh00,special_teams,17,,,,,
player,201409140min,min,ElliRh00,st_pct,61%,,,,,
player,201409140min,min,McKiJe00,pos,RB,,,,,
player,201409140min,min,McKiJe00,offense,21,,,,,
player,201409140min,min,McKiJe00,off_pct,32%,,,,,
player,201409140min,min,McKiJe00,defense,0,,,,,
player,201409140min,min,McKiJe00,def_pct,0%,,,,,
player,201409140min,min,McKiJe00,special_teams,0,,,,,
player,201409140min,min,McKiJe00,st_pct,0%,,,,,
player,201409140min,min,ThieAd00,pos,WR,,,,,
player,201409140min,min,ThieAd00,offense,15,,,,,
player,201409140min,min,ThieAd00,off_pct,23%,,,,,
player,201409140min,min,ThieAd00,defense,0,,,,,
player,201409140min,min,ThieAd00,def_pct,0%,,,,,
player,201409140min,min,ThieAd00,special_teams,10,,,,,
player,201409140min,min,ThieAd00,st_pct,36%,,,,,
player,201409140min,min,GrayMa00,pos,TE,,,,,
player,201409140min,min,GrayMa00,offense,8,,,,,
player,201409140min,min,GrayMa00,off_pct,12%,,,,,
player,201409140min,min,GrayMa00,defense,0,,,,,
player,201409140min,min,GrayMa00,def_pct,0%,,,,,
player,201409140min,min,GrayMa00,special_teams,6,,,,,
player,201409140min,min,GrayMa00,st_pct,21%,,,,,
player,201409140min,min,FeltJe00,pos,FB,,,,,
player,201409140min,min,FeltJe00,offense,5,,,,,
player,201409140min,min,FeltJe00,off_pct,8%,,,,,
player,201409140min,min,FeltJe00,defense,0,,,,,
player,201409140min,min,FeltJe00,def_pct,0%,,,,,
player,201409140min,min,FeltJe00,special_teams,10,,,,,
player,201409140min,min,FeltJe00,st_pct,36%,,,,,
player,201409140min,min,BanyJo00,pos,RB,,,,,
player,201409140min,min,BanyJo00,offense,1,,,,,
player,201409140min,min,BanyJo00,off_pct,2%,,,,,
player,201409140min,min,BanyJo00,defense,0,,,,,
player,201409140min,min,BanyJo00,def_pct,0%,,,,,
player,201409140min,min,BanyJo00,special_teams,11,,,,,
player,201409140min,min,BanyJo00,st_pct,39%,,,,,
player,201409140min,min,BarrAn00,pos,LB,,,,,
player,201409140min,min,BarrAn00,offense,0,,,,,
player,201409140min,min,BarrAn00,off_pct,0%,,,,,
player,201409140min,min,BarrAn00,defense,65,,,,,
player,201409140min,min,BarrAn00,def_pct,100%,,,,,
player,201409140min,min,BarrAn00,special_teams,11,,,,,
player,201409140min,min,BarrAn00,st_pct,39%,,,,,
player,201409140min,min,BlanRo00,pos,SS,,,,,
player,201409140min,min,BlanRo00,offense,0,,,,,
player,201409140min,min,BlanRo00,off_pct,0%,,,,,
player,201409140min,min,BlanRo00,defense,65,,,,,
player,201409140min,min,BlanRo00,def_pct,100%,,,,,
player,201409140min,min,BlanRo00,special_teams,11,,,,,
player,201409140min,min,BlanRo00,st_pct,39%,,,,,
player,201409140min,min,GreeCh99,pos,LB,,,,,
player,201409140min,min,GreeCh99,offense,0,,,,,
player,201409140min,min,GreeCh99,off_pct,0%,,,,,
player,201409140min,min,GreeCh99,defense,65,,,,,
player,201409140min,min,GreeCh99,def_pct,100%,,,,,
player,201409140min,min,GreeCh99,special_teams,9,,,,,
player,201409140min,min,GreeCh99,st_pct,32%,,,,,
player,201409140min,min,SmitHa00,pos,FS,,,,,
player,201409140min,min,SmitHa00,offense,0,,,,,
player,201409140min,min,SmitHa00,off_pct,0%,,,,,
player,201409140min,min,SmitHa00,defense,64,,,,,
player,201409140min,min,SmitHa00,def_pct,98%,,,,,
player,201409140min,min,SmitHa00,special_teams,11,,,,,
player,201409140min,min,SmitHa00,st_pct,39%,,,,,
player,201409140min,min,RhodXa00,pos,CB,,,,,
player,201409140min,min,RhodXa00,offense,0,,,,,
player,201409140min,min,RhodXa00,off_pct,0%,,,,,
player,201409140min,min,RhodXa00,defense,63,,,,,
player,201409140min,min,RhodXa00,def_pct,97%,,,,,
player,201409140min,min,RhodXa00,special_teams,9,,,,,
player,201409140min,min,RhodXa00,st_pct,32%,,,,,
player,201409140min,min,MunnCa99,pos,CB,,,,,
player,201409140min,min,MunnCa99,offense,0,,,,,
player,201409140min,min,MunnCa99,off_pct,0%,,,,,
player,201409140min,min,MunnCa99,defense,63,,,,,
player,201409140min,min,MunnCa99,def_pct,97%,,,,,
player,201409140min,min,MunnCa99,special_teams,4,,,,,
player,201409140min,min,MunnCa99,st_pct,14%,,,,,
player,201409140min,min,RobiBr98,pos,DE,,,,,
player,201409140min,min,RobiBr98,offense,0,,,,,
player,201409140min,min,RobiBr98,off_pct,0%,,,,,
player,201409140min,min,RobiBr98,defense,58,,,,,
player,201409140min,min,RobiBr98,def_pct,89%,,,,,
player,201409140min,min,RobiBr98,special_teams,9,,,,,
player,201409140min,min,RobiBr98,st_pct,32%,,,,,
player,201409140min,min,GrifEv99,pos,DE,,,,,
player,201409140min,min,GrifEv99,offense,0,,,,,
player,201409140min,min,GrifEv99,off_pct,0%,,,,,
player,201409140min,min,GrifEv99,defense,56,,,,,
player,201409140min,min,GrifEv99,def_pct,86%,,,,,
player,201409140min,min,GrifEv99,special_teams,9,,,,,
player,201409140min,min,GrifEv99,st_pct,32%,,,,,
player,201409140min,min,JoseLi99,pos,NT,,,,,
player,201409140min,min,JoseLi99,offense,0,,,,,
player,201409140min,min,JoseLi99,off_pct,0%,,,,,
player,201409140min,min,JoseLi99,defense,53,,,,,
player,201409140min,min,JoseLi99,def_pct,82%,,,,,
player,201409140min,min,JoseLi99,special_teams,10,,,,,
player,201409140min,min,JoseLi99,st_pct,36%,,,,,
player,201409140min,min,BrinJa99,pos,LB,,,,,
player,201409140min,min,BrinJa99,offense,0,,,,,
player,201409140min,min,BrinJa99,off_pct,0%,,,,,
player,201409140min,min,BrinJa99,defense,38,,,,,
player,201409140min,min,BrinJa99,def_pct,58%,,,,,
player,201409140min,min,BrinJa99,special_teams,16,,,,,
player,201409140min,min,BrinJa99,st_pct,57%,,,,,
player,201409140min,min,FloySh00,pos,DT,,,,,
player,201409140min,min,FloySh00,offense,0,,,,,
player,201409140min,min,FloySh00,off_pct,0%,,,,,
player,201409140min,min,FloySh00,defense,37,,,,,
player,201409140min,min,FloySh00,def_pct,57%,,,,,
player,201409140min,min,FloySh00,special_teams,9,,,,,
player,201409140min,min,FloySh00,st_pct,32%,,,,,
player,201409140min,min,RobiJo01,pos,CB,,,,,
player,201409140min,min,RobiJo01,offense,0,,,,,
player,201409140min,min,RobiJo01,off_pct,0%,,,,,
player,201409140min,min,RobiJo01,defense,25,,,,,
player,201409140min,min,RobiJo01,def_pct,38%,,,,,
player,201409140min,min,RobiJo01,special_teams,11,,,,,
player,201409140min,min,RobiJo01,st_pct,39%,,,,,
player,201409140min,min,StepSh00,pos,NT,,,,,
player,201409140min,min,StepSh00,offense,0,,,,,
player,201409140min,min,StepSh00,off_pct,0%,,,,,
player,201409140min,min,StepSh00,defense,22,,,,,
player,201409140min,min,StepSh00,def_pct,34%,,,,,
player,201409140min,min,StepSh00,special_teams,1,,,,,
player,201409140min,min,StepSh00,st_pct,4%,,,,,
player,201409140min,min,WootCo99,pos,DE,,,,,
player,201409140min,min,WootCo99,offense,0,,,,,
player,201409140min,min,WootCo99,off_pct,0%,,,,,
player,201409140min,min,WootCo99,defense,16,,,,,
player,201409140min,min,WootCo99,def_pct,25%,,,,,
player,201409140min,min,WootCo99,special_teams,3,,,,,
player,201409140min,min,WootCo99,st_pct,11%,,,,,
player,201409140min,min,JohnTo01,pos,DT,,,,,
player,201409140min,min,JohnTo01,offense,0,,,,,
player,201409140min,min,JohnTo01,off_pct,0%,,,,,
player,201409140min,min,JohnTo01,defense,16,,,,,
player,201409140min,min,JohnTo01,def_pct,25%,,,,,
player,201409140min,min,JohnTo01,special_teams,0,,,,,
player,201409140min,min,JohnTo01,st_pct,0%,,,,,
player,201409140min,min,HodgGe00,pos,LB,,,,,
player,201409140min,min,HodgGe00,offense,0,,,,,
player,201409140min,min,HodgGe00,off_pct,0%,,,,,
player,201409140min,min,HodgGe00,defense,6,,,,,
player,201409140min,min,HodgGe00,def_pct,9%,,,,,
player,201409140min,min,HodgGe00,special_teams,17,,,,,
player,201409140min,min,HodgGe00,st_pct,61%,,,,,
player,201409140min,min,SendAn00,pos,FS,,,,,
player,201409140min,min,SendAn00,offense,0,,,,,
player,201409140min,min,SendAn00,off_pct,0%,,,,,
player,201409140min,min,SendAn00,defense,1,,,,,
player,201409140min,min,SendAn00,def_pct,2%,,,,,
player,201409140min,min,SendAn00,special_teams,16,,,,,
player,201409140min,min,SendAn00,st_pct,57%,,,,,
player,201409140min,min,ColeAu00,pos,LB,,,,,
player,201409140min,min,ColeAu00,offense,0,,,,,
player,201409140min,min,ColeAu00,off_pct,0%,,,,,
player,201409140min,min,ColeAu00,defense,1,,,,,
player,201409140min,min,ColeAu00,def_pct,2%,,,,,
player,201409140min,min,ColeAu00,special_teams,15,,,,,
player,201409140min,min,ColeAu00,st_pct,54%,,,,,
player,201409140min,min,SherMa20,pos,CB,,,,,
player,201409140min,min,SherMa20,offense,0,,,,,
player,201409140min,min,SherMa20,off_pct,0%,,,,,
player,201409140min,min,SherMa20,defense,0,,,,,
player,201409140min,min,SherMa20,def_pct,0%,,,,,
player,201409140min,min,SherMa20,special_teams,12,,,,,
player,201409140min,min,SherMa20,st_pct,43%,,,,,
player,201409140min,min,PratSh00,pos,CB,,,,,
player,201409140min,min,PratSh00,offense,0,,,,,
player,201409140min,min,PratSh00,off_pct,0%,,,,,
player,201409140min,min,PratSh00,defense,0,,,,,
player,201409140min,min,PratSh00,def_pct,0%,,,,,
player,201409140min,min,PratSh00,special_teams,12,,,,,
player,201409140min,min,PratSh00,st_pct,43%,,,,,
player,201409140min,min,ExumAn00,pos,SS,,,,,
player,201409140min,min,ExumAn00,offense,0,,,,,
player,201409140min,min,ExumAn00,off_pct,0%,,,,,
player,201409140min,min,ExumAn00,defense,0,,,,,
player,201409140min,min,ExumAn00,def_pct,0%,,,,,
player,201409140min,min,ExumAn00,special_teams,10,,,,,
player,201409140min,min,ExumAn00,st_pct,36%,,,,,
player,201409140min,min,BergJo20,pos,C,,,,,
player,201409140min,min,BergJo20,offense,0,,,,,
player,201409140min,min,BergJo20,off_pct,0%,,,,,
player,201409140min,min,BergJo20,defense,0,,,,,
player,201409140min,min,BergJo20,def_pct,0%,,,,,
player,201409140min,min,BergJo20,special_teams,10,,,,,
player,201409140min,min,BergJo20,st_pct,36%,,,,,
player,201409140min,min,LockJe00,pos,P,,,,,
player,201409140min,min,LockJe00,offense,0,,,,,
player,201409140min,min,LockJe00,off_pct,0%,,,,,
player,201409140min,min,LockJe00,defense,0,,,,,
player,201409140min,min,LockJe00,def_pct,0%,,,,,
player,201409140min,min,LockJe00,special_teams,7,,,,,
player,201409140min,min,LockJe00,st_pct,25%,,,,,
player,201409140min,min,LoefCu20,pos,LS,,,,,
player,201409140min,min,LoefCu20,offense,0,,,,,
player,201409140min,min,LoefCu20,off_pct,0%,,,,,
player,201409140min,min,LoefCu20,defense,0,,,,,
player,201409140min,min,LoefCu20,def_pct,0%,,,,,
player,201409140min,min,LoefCu20,special_teams,7,,,,,
player,201409140min,min,LoefCu20,st_pct,25%,,,,,
player,201409140min,min,WalsBl00,pos,K,,,,,
player,201409140min,min,WalsBl00,offense,0,,,,,
player,201409140min,min,WalsBl00,off_pct,0%,,,,,
player,201409140min,min,WalsBl00,defense,0,,,,,
player,201409140min,min,WalsBl00,def_pct,0%,,,,,
player,201409140min,min,WalsBl00,special_teams,4,,,,,
player,201409140min,min,WalsBl00,st_pct,14%,,,,,
player,201409140min,min,PricJa00,pos,CB,,,,,
player,201409140min,min,PricJa00,offense,0,,,,,
player,201409140min,min,PricJa00,off_pct,0%,,,,,
player,201409140min,min,PricJa00,defense,0,,,,,
player,201409140min,min,PricJa00,def_pct,0%,,,,,
player,201409140min,min,PricJa00,special_teams,2,,,,,
player,201409140min,min,PricJa00,st_pct,7%,,,,,
player,201409140min,nwe,VollSe20,pos,T,,,,,
player,201409140min,nwe,VollSe20,offense,65,,,,,
player,201409140min,nwe,VollSe20,off_pct,100%,,,,,
player,201409140min,nwe,VollSe20,defense,0,,,,,
player,201409140min,nwe,VollSe20,def_pct,0%,,,,,
player,201409140min,nwe,VollSe20,special_teams,6,,,,,
player,201409140min,nwe,VollSe20,st_pct,21%,,,,,
player,201409140min,nwe,DeveJo00,pos,T,,,,,
player,201409140min,nwe,DeveJo00,offense,65,,,,,
player,201409140min,nwe,DeveJo00,off_pct,100%,,,,,
player,201409140min,nwe,DeveJo00,defense,0,,,,,
player,201409140min,nwe,DeveJo00,def_pct,0%,,,,,
player,201409140min,nwe,DeveJo00,special_teams,6,,,,,
player,201409140min,nwe,DeveJo00,st_pct,21%,,,,,
player,201409140min,nwe,SoldNa00,pos,T,,,,,
player,201409140min,nwe,SoldNa00,offense,65,,,,,
player,201409140min,nwe,SoldNa00,off_pct,100%,,,,,
player,201409140min,nwe,SoldNa00,defense,0,,,,,
player,201409140min,nwe,SoldNa00,def_pct,0%,,,,,
player,201409140min,nwe,SoldNa00,special_teams,6,,,,,
player,201409140min,nwe,SoldNa00,st_pct,21%,,,,,
player,201409140min,nwe,BradTo00,pos,QB,,,,,
player,201409140min,nwe,BradTo00,offense,65,,,,,
player,201409140min,nwe,BradTo00,off_pct,100%,,,,,
player,201409140min,nwe,BradTo00,defense,0,,,,,
player,201409140min,nwe,BradTo00,def_pct,0%,,,,,
player,201409140min,nwe,BradTo00,special_teams,0,,,,,
player,201409140min,nwe,BradTo00,st_pct,0%,,,,,
player,201409140min,nwe,CannMa00,pos,T,,,,,
player,201409140min,nwe,CannMa00,offense,57,,,,,
player,201409140min,nwe,CannMa00,off_pct,88%,,,,,
player,201409140min,nwe,CannMa00,defense,0,,,,,
player,201409140min,nwe,CannMa00,def_pct,0%,,,,,
player,201409140min,nwe,CannMa00,special_teams,8,,,,,
player,201409140min,nwe,CannMa00,st_pct,29%,,,,,
player,201409140min,nwe,ConnDa21,pos,G,,,,,
player,201409140min,nwe,ConnDa21,offense,54,,,,,
player,201409140min,nwe,ConnDa21,off_pct,83%,,,,,
player,201409140min,nwe,ConnDa21,defense,0,,,,,
player,201409140min,nwe,ConnDa21,def_pct,0%,,,,,
player,201409140min,nwe,ConnDa21,special_teams,6,,,,,
player,201409140min,nwe,ConnDa21,st_pct,21%,,,,,
player,201409140min,nwe,EdelJu00,pos,WR,,,,,
player,201409140min,nwe,EdelJu00,offense,50,,,,,
player,201409140min,nwe,EdelJu00,off_pct,77%,,,,,
player,201409140min,nwe,EdelJu00,defense,0,,,,,
player,201409140min,nwe,EdelJu00,def_pct,0%,,,,,
player,201409140min,nwe,EdelJu00,special_teams,5,,,,,
player,201409140min,nwe,EdelJu00,st_pct,18%,,,,,
player,201409140min,nwe,HoomMi00,pos,TE,,,,,
player,201409140min,nwe,HoomMi00,offense,42,,,,,
player,201409140min,nwe,HoomMi00,off_pct,65%,,,,,
player,201409140min,nwe,HoomMi00,defense,0,,,,,
player,201409140min,nwe,HoomMi00,def_pct,0%,,,,,
player,201409140min,nwe,HoomMi00,special_teams,8,,,,,
player,201409140min,nwe,HoomMi00,st_pct,29%,,,,,
player,201409140min,nwe,LaFeBr00,pos,WR,,,,,
player,201409140min,nwe,LaFeBr00,offense,36,,,,,
player,201409140min,nwe,LaFeBr00,off_pct,55%,,,,,
player,201409140min,nwe,LaFeBr00,defense,0,,,,,
player,201409140min,nwe,LaFeBr00,def_pct,0%,,,,,
