game,2014,13,20141130,201411300htx,oti,"Tennessee Titans",21,htx,"Houston Texans",45
team,201411300htx,oti,First Downs,19,,,,,,
team,201411300htx,htx,First Downs,24,,,,,,
team,201411300htx,oti,Rush-Yds-TDs,22-83-0,,,,,,
team,201411300htx,htx,Rush-Yds-TDs,36-99-0,,,,,,
team,201411300htx,oti,Cmp-Att-Yd-TD-INT,19-31-275-2-3,,,,,,
team,201411300htx,htx,Cmp-Att-Yd-TD-INT,24-33-358-6-0,,,,,,
team,201411300htx,oti,Sacked-Yards,3-38,,,,,,
team,201411300htx,htx,Sacked-Yards,0-0,,,,,,
team,201411300htx,oti,Net Pass Yards,237,,,,,,
team,201411300htx,htx,Net Pass Yards,358,,,,,,
team,201411300htx,oti,Total Yards,320,,,,,,
team,201411300htx,htx,Total Yards,457,,,,,,
team,201411300htx,oti,Fumbles-Lost,1-1,,,,,,
team,201411300htx,htx,Fumbles-Lost,1-1,,,,,,
team,201411300htx,oti,Turnovers,4,,,,,,
team,201411300htx,htx,Turnovers,1,,,,,,
team,201411300htx,oti,Penalties-Yards,6-66,,,,,,
team,201411300htx,htx,Penalties-Yards,5-40,,,,,,
team,201411300htx,oti,Third Down Conv.,3-9,,,,,,
team,201411300htx,htx,Third Down Conv.,11-17,,,,,,
team,201411300htx,oti,Fourth Down Conv.,0-0,,,,,,
team,201411300htx,htx,Fourth Down Conv.,1-1,,,,,,
team,201411300htx,oti,Time of Possession,26:44,,,,,,
team,201411300htx,htx,Time of Possession,33:16,,,,,,
player,201411300htx,oti,MettZa00,pass_cmp,13,,,,,
player,201411300htx,oti,MettZa00,pass_att,19,,,,,
player,201411300htx,oti,MettZa00,pass_yds,184,,,,,
player,201411300htx,oti,MettZa00,pass_td,1,,,,,
player,201411300htx,oti,MettZa00,pass_int,1,,,,,
player,201411300htx,oti,MettZa00,pass_sacked,1,,,,,
player,201411300htx,oti,MettZa00,pass_sacked_yds,14,,,,,
player,201411300htx,oti,MettZa00,pass_long,36,,,,,
player,201411300htx,oti,MettZa00,pass_rating,95.1,,,,,
player,201411300htx,oti,MettZa00,rush_att,1,,,,,
player,201411300htx,oti,MettZa00,rush_yds,8,,,,,
player,201411300htx,oti,MettZa00,rush_td,0,,,,,
player,201411300htx,oti,MettZa00,rush_long,8,,,,,
player,201411300htx,oti,MettZa00,targets,0,,,,,
player,201411300htx,oti,MettZa00,rec,0,,,,,
player,201411300htx,oti,MettZa00,rec_yds,0,,,,,
player,201411300htx,oti,MettZa00,rec_td,0,,,,,
player,201411300htx,oti,MettZa00,rec_long,0,,,,,
player,201411300htx,oti,MettZa00,fumbles,0,,,,,
player,201411300htx,oti,MettZa00,fumbles_lost,0,,,,,
player,201411300htx,oti,LockJa00,pass_cmp,6,,,,,
player,201411300htx,oti,LockJa00,pass_att,12,,,,,
player,201411300htx,oti,LockJa00,pass_yds,91,,,,,
player,201411300htx,oti,LockJa00,pass_td,1,,,,,
player,201411300htx,oti,LockJa00,pass_int,2,,,,,
player,201411300htx,oti,LockJa00,pass_sacked,2,,,,,
player,201411300htx,oti,LockJa00,pass_sacked_yds,24,,,,,
player,201411300htx,oti,LockJa00,pass_long,35,,,,,
player,201411300htx,oti,LockJa00,pass_rating,63.5,,,,,
player,201411300htx,oti,LockJa00,rush_att,0,,,,,
player,201411300htx,oti,LockJa00,rush_yds,0,,,,,
player,201411300htx,oti,LockJa00,rush_td,0,,,,,
player,201411300htx,oti,LockJa00,rush_long,0,,,,,
player,201411300htx,oti,LockJa00,targets,0,,,,,
player,201411300htx,oti,LockJa00,rec,0,,,,,
player,201411300htx,oti,LockJa00,rec_yds,0,,,,,
player,201411300htx,oti,LockJa00,rec_td,0,,,,,
player,201411300htx,oti,LockJa00,rec_long,0,,,,,
player,201411300htx,oti,LockJa00,fumbles,1,,,,,
player,201411300htx,oti,LockJa00,fumbles_lost,1,,,,,
player,201411300htx,oti,SankBi00,pass_cmp,0,,,,,
player,201411300htx,oti,SankBi00,pass_att,0,,,,,
player,201411300htx,oti,SankBi00,pass_yds,0,,,,,
player,201411300htx,oti,SankBi00,pass_td,0,,,,,
player,201411300htx,oti,SankBi00,pass_int,0,,,,,
player,201411300htx,oti,SankBi00,pass_sacked,0,,,,,
player,201411300htx,oti,SankBi00,pass_sacked_yds,0,,,,,
player,201411300htx,oti,SankBi00,pass_long,0,,,,,
player,201411300htx,oti,SankBi00,pass_rating,,,,,,
player,201411300htx,oti,SankBi00,rush_att,10,,,,,
player,201411300htx,oti,SankBi00,rush_yds,42,,,,,
player,201411300htx,oti,SankBi00,rush_td,0,,,,,
