game,2014,14,20141207,201412070det,tam,"Tampa Bay Buccaneers",17,det,"Detroit Lions",34
team,201412070det,tam,First Downs,15,,,,,,
team,201412070det,det,First Downs,22,,,,,,
team,201412070det,tam,Rush-Yds-TDs,14-26-0,,,,,,
team,201412070det,det,Rush-Yds-TDs,31-113-1,,,,,,
team,201412070det,tam,Cmp-Att-Yd-TD-INT,20-39-250-2-2,,,,,,
team,201412070det,det,Cmp-Att-Yd-TD-INT,26-34-311-3-0,,,,,,
team,201412070det,tam,Sacked-Yards,6-43,,,,,,
team,201412070det,det,Sacked-Yards,4-17,,,,,,
team,201412070det,tam,Net Pass Yards,207,,,,,,
team,201412070det,det,Net Pass Yards,294,,,,,,
team,201412070det,tam,Total Yards,233,,,,,,
team,201412070det,det,Total Yards,407,,,,,,
team,201412070det,tam,Fumbles-Lost,1-1,,,,,,
team,201412070det,det,Fumbles-Lost,3-1,,,,,,
team,201412070det,tam,Turnovers,3,,,,,,
team,201412070det,det,Turnovers,1,,,,,,
team,201412070det,tam,Penalties-Yards,5-50,,,,,,
team,201412070det,det,Penalties-Yards,9-122,,,,,,
team,201412070det,tam,Third Down Conv.,4-14,,,,,,
team,201412070det,det,Third Down Conv.,7-15,,,,,,
team,201412070det,tam,Fourth Down Conv.,0-1,,,,,,
team,201412070det,det,Fourth Down Conv.,0-2,,,,,,
team,201412070det,tam,Time of Possession,23:25,,,,,,
team,201412070det,det,Time of Possession,36:35,,,,,,
player,201412070det,tam,McCoJo01,pass_cmp,20,,,,,
player,201412070det,tam,McCoJo01,pass_att,39,,,,,
player,201412070det,tam,McCoJo01,pass_yds,250,,,,,
player,201412070det,tam,McCoJo01,pass_td,2,,,,,
player,201412070det,tam,McCoJo01,pass_int,2,,,,,
player,201412070det,tam,McCoJo01,pass_sacked,6,,,,,
player,201412070det,tam,McCoJo01,pass_sacked_yds,43,,,,,
player,201412070det,tam,McCoJo01,pass_long,50,,,,,
player,201412070det,tam,McCoJo01,pass_rating,67.3,,,,,
player,201412070det,tam,McCoJo01,rush_att,4,,,,,
player,201412070det,tam,McCoJo01,rush_yds,8,,,,,
player,201412070det,tam,McCoJo01,rush_td,0,,,,,
player,201412070det,tam,McCoJo01,rush_long,3,,,,,
player,201412070det,tam,McCoJo01,targets,0,,,,,
player,201412070det,tam,McCoJo01,rec,0,,,,,
player,201412070det,tam,McCoJo01,rec_yds,0,,,,,
player,201412070det,tam,McCoJo01,rec_td,0,,,,,
player,201412070det,tam,McCoJo01,rec_long,0,,,,,
player,201412070det,tam,McCoJo01,fumbles,1,,,,,
player,201412070det,tam,McCoJo01,fumbles_lost,1,,,,,
player,201412070det,tam,MartDo00,pass_cmp,0,,,,,
player,201412070det,tam,MartDo00,pass_att,0,,,,,
player,201412070det,tam,MartDo00,pass_yds,0,,,,,
player,201412070det,tam,MartDo00,pass_td,0,,,,,
player,201412070det,tam,MartDo00,pass_int,0,,,,,
player,201412070det,tam,MartDo00,pass_sacked,0,,,,,
player,201412070det,tam,MartDo00,pass_sacked_yds,0,,,,,
player,201412070det,tam,MartDo00,pass_long,0,,,,,
player,201412070det,tam,MartDo00,pass_rating,,,,,,
player,201412070det,tam,MartDo00,rush_att,5,,,,,
player,201412070det,tam,MartDo00,rush_yds,22,,,,,
player,201412070det,tam,MartDo00,rush_td,0,,,,,
player,201412070det,tam,MartDo00,rush_long,9,,,,,
player,201412070det,tam,MartDo00,targets,1,,,,,
player,201412070det,tam,MartDo00,rec,1,,,,,
player,201412070det,tam,MartDo00,rec_yds,0,,,,,
player,201412070det,tam,MartDo00,rec_td,0,,,,,
player,201412070det,tam,MartDo00,rec_long,0,,,,,
player,201412070det,tam,MartDo00,fumbles,0,,,,,
player,201412070det,tam,MartDo00,fumbles_lost,0,,,,,
player,201412070det,tam,JackVi00,pass_cmp,0,,,,,
player,201412070det,tam,JackVi00,pass_att,0,,,,,
player,201412070det,tam,JackVi00,pass_yds,0,,,,,
player,201412070det,tam,JackVi00,pass_td,0,,,,,
player,201412070det,tam,JackVi00,pass_int,0,,,,,
player,201412070det,tam,JackVi00,pass_sacked,0,,,,,
player,201412070det,tam,JackVi00,pass_sacked_yds,0,,,,,
player,201412070det,tam,JackVi00,pass_long,0,,,,,
player,201412070det,tam,JackVi00,pass_rating,,,,,,
player,201412070det,tam,JackVi00,rush_att,0,,,,,
player,201412070det,tam,JackVi00,rush_yds,0,,,,,
player,201412070det,tam,JackVi00,rush_td,0,,,,,
player,201412070det,tam,JackVi00,rush_long,0,,,,,
player,201412070det,tam,JackVi00,targets,17,,,,,
player,201412070det,tam,JackVi00,rec,10,,,,,
player,201412070det,tam,JackVi00,rec_yds,159,,,,,
player,201412070det,tam,JackVi00,rec_td,0,,,,,
player,201412070det,tam,JackVi00,rec_long,50,,,,,
player,201412070det,tam,JackVi00,fumbles,0,,,,,
player,201412070det,tam,JackVi00,fumbles_lost,0,,,,,
player,201412070det,tam,EvanMi00,pass_cmp,0,,,,,
player,201412070det,tam,EvanMi00,pass_att,0,,,,,
player,201412070det,tam,EvanMi00,pass_yds,0,,,,,
player,201412070det,tam,EvanMi00,pass_td,0,,,,,
player,201412070det,tam,EvanMi00,pass_int,0,,,,,
player,201412070det,tam,EvanMi00,pass_sacked,0,,,,,
player,201412070det,tam,EvanMi00,pass_sacked_yds,0,,,,,
player,201412070det,tam,EvanMi00,pass_long,0,,,,,
player,201412070det,tam,EvanMi00,pass_rating,,,,,,
player,201412070det,tam,EvanMi00,rush_att,0,,,,,
player,201412070det,tam,EvanMi00,rush_yds,0,,,,,
player,201412070det,tam,EvanMi00,rush_td,0,,,,,
player,201412070det,tam,EvanMi00,rush_long,0,,,,,
player,201412070det,tam,EvanMi00,targets,11,,,,,
player,201412070det,tam,EvanMi00,rec,4,,,,,
player,201412070det,tam,EvanMi00,rec_yds,45,,,,,
player,201412070det,tam,EvanMi00,rec_td,2,,,,,
player,201412070det,tam,EvanMi00,rec_long,26,,,,,
player,201412070det,tam,EvanMi00,fumbles,0,,,,,
player,201412070det,tam,EvanMi00,fumbles_lost,0,,,,,
player,201412070det,tam,MurpLo00,pass_cmp,0,,,,,
player,201412070det,tam,MurpLo00,pass_att,0,,,,,
player,201412070det,tam,MurpLo00,pass_yds,0,,,,,
player,201412070det,tam,MurpLo00,pass_td,0,,,,,
player,201412070det,tam,MurpLo00,pass_int,0,,,,,
player,201412070det,tam,MurpLo00,pass_sacked,0,,,,,
player,201412070det,tam,MurpLo00,pass_sacked_yds,0,,,,,
player,201412070det,tam,MurpLo00,pass_long,0,,,,,
player,201412070det,tam,MurpLo00,pass_rating,,,,,,
player,201412070det,tam,MurpLo00,rush_att,0,,,,,
player,201412070det,tam,MurpLo00,rush_yds,0,,,,,
player,201412070det,tam,MurpLo00,rush_td,0,,,,,
player,201412070det,tam,MurpLo00,rush_long,0,,,,,
player,201412070det,tam,MurpLo00,targets,4,,,,,
player,201412070det,tam,MurpLo00,rec,3,,,,,
player,201412070det,tam,MurpLo00,rec_yds,18,,,,,
player,201412070det,tam,MurpLo00,rec_td,0,,,,,
player,201412070det,tam,MurpLo00,rec_long,9,,,,,
player,201412070det,tam,MurpLo00,fumbles,0,,,,,
player,201412070det,tam,MurpLo00,fumbles_lost,0,,,,,
player,201412070det,tam,StocLu00,pass_cmp,0,,,,,
player,201412070det,tam,StocLu00,pass_att,0,,,,,
player,201412070det,tam,StocLu00,pass_yds,0,,,,,
player,201412070det,tam,StocLu00,pass_td,0,,,,,
player,201412070det,tam,StocLu00,pass_int,0,,,,,
player,201412070det,tam,StocLu00,pass_sacked,0,,,,,
player,201412070det,tam,StocLu00,pass_sacked_yds,0,,,,,
player,201412070det,tam,StocLu00,pass_long,0,,,,,
player,201412070det,tam,StocLu00,pass_rating,,,,,,
player,201412070det,tam,StocLu00,rush_att,0,,,,,
player,201412070det,tam,StocLu00,rush_yds,0,,,,,
player,201412070det,tam,StocLu00,rush_td,0,,,,,
player,201412070det,tam,StocLu00,rush_long,0,,,,,
player,201412070det,tam,StocLu00,targets,3,,,,,
player,201412070det,tam,StocLu00,rec,1,,,,,
player,201412070det,tam,StocLu00,rec_yds,4,,,,,
player,201412070det,tam,StocLu00,rec_td,0,,,,,
player,201412070det,tam,StocLu00,rec_long,4,,,,,
player,201412070det,tam,StocLu00,fumbles,0,,,,,
player,201412070det,tam,StocLu00,fumbles_lost,0,,,,,
player,201412070det,tam,SimsCh00,pass_cmp,0,,,,,
player,201412070det,tam,SimsCh00,pass_att,0,,,,,
player,201412070det,tam,SimsCh00,pass_yds,0,,,,,
player,201412070det,tam,SimsCh00,pass_td,0,,,,,
player,201412070det,tam,SimsCh00,pass_int,0,,,,,
player,201412070det,tam,SimsCh00,pass_sacked,0,,,,,
player,201412070det,tam,SimsCh00,pass_sacked_yds,0,,,,,
player,201412070det,tam,SimsCh00,pass_long,0,,,,,
player,201412070det,tam,SimsCh00,pass_rating,,,,,,
player,201412070det,tam,SimsCh00,rush_att,5,,,,,
player,201412070det,tam,SimsCh00,rush_yds,-4,,,,,
player,201412070det,tam,SimsCh00,rush_td,0,,,,,
player,201412070det,tam,SimsCh00,rush_long,3,,,,,
player,201412070det,tam,SimsCh00,targets,2,,,,,
player,201412070det,tam,SimsCh00,rec,1,,,,,
player,201412070det,tam,SimsCh00,rec_yds,24,,,,,
player,201412070det,tam,SimsCh00,rec_td,0,,,,,
player,201412070det,tam,SimsCh00,rec_long,24,,,,,
player,201412070det,tam,SimsCh00,fumbles,0,,,,,
player,201412070det,tam,SimsCh00,fumbles_lost,0,,,,,
player,201412070det,det,StafMa00,pass_cmp,26,,,,,
player,201412070det,det,StafMa00,pass_att,34,,,,,
player,201412070det,det,StafMa00,pass_yds,311,,,,,
player,201412070det,det,StafMa00,pass_td,3,,,,,
player,201412070det,det,StafMa00,pass_int,0,,,,,
player,201412070det,det,StafMa00,pass_sacked,4,,,,,
player,201412070det,det,StafMa00,pass_sacked_yds,17,,,,,
player,201412070det,det,StafMa00,pass_long,53,,,,,
player,201412070det,det,StafMa00,pass_rating,133.3,,,,,
player,201412070det,det,StafMa00,rush_att,3,,,,,
player,201412070det,det,StafMa00,rush_yds,-2,,,,,
player,201412070det,det,StafMa00,rush_td,0,,,,,
player,201412070det,det,StafMa00,rush_long,0,,,,,
player,201412070det,det,StafMa00,targets,0,,,,,
player,201412070det,det,StafMa00,rec,0,,,,,
player,201412070det,det,StafMa00,rec_yds,0,,,,,
player,201412070det,det,StafMa00,rec_td,0,,,,,
player,201412070det,det,StafMa00,rec_long,0,,,,,
player,201412070det,det,StafMa00,fumbles,1,,,,,
player,201412070det,det,StafMa00,fumbles_lost,0,,,,,
player,201412070det,det,BellJo01,pass_cmp,0,,,,,
player,201412070det,det,BellJo01,pass_att,0,,,,,
player,201412070det,det,BellJo01,pass_yds,0,,,,,
player,201412070det,det,BellJo01,pass_td,0,,,,,
player,201412070det,det,BellJo01,pass_int,0,,,,,
player,201412070det,det,BellJo01,pass_sacked,0,,,,,
player,201412070det,det,BellJo01,pass_sacked_yds,0,,,,,
player,201412070det,det,BellJo01,pass_long,0,,,,,
player,201412070det,det,BellJo01,pass_rating,,,,,,
player,201412070det,det,BellJo01,rush_att,18,,,,,
player,201412070det,det,BellJo01,rush_yds,83,,,,,
player,201412070det,det,BellJo01,rush_td,1,,,,,
player,201412070det,det,BellJo01,rush_long,57,,,,,
player,201412070det,det,BellJo01,targets,5,,,,,
player,201412070det,det,BellJo01,rec,5,,,,,
player,201412070det,det,BellJo01,rec_yds,50,,,,,
player,201412070det,det,BellJo01,rec_td,1,,,,,
player,201412070det,det,BellJo01,rec_long,27,,,,,
player,201412070det,det,BellJo01,fumbles,0,,,,,
player,201412070det,det,BellJo01,fumbles_lost,0,,,,,
player,201412070det,det,BushRe00,pass_cmp,0,,,,,
player,201412070det,det,BushRe00,pass_att,0,,,,,
player,201412070det,det,BushRe00,pass_yds,0,,,,,
player,201412070det,det,BushRe00,pass_td,0,,,,,
player,201412070det,det,BushRe00,pass_int,0,,,,,
player,201412070det,det,BushRe00,pass_sacked,0,,,,,
player,201412070det,det,BushRe00,pass_sacked_yds,0,,,,,
player,201412070det,det,BushRe00,pass_long,0,,,,,
player,201412070det,det,BushRe00,pass_rating,,,,,,
player,201412070det,det,BushRe00,rush_att,8,,,,,
player,201412070det,det,BushRe00,rush_yds,26,,,,,
player,201412070det,det,BushRe00,rush_td,0,,,,,
player,201412070det,det,BushRe00,rush_long,12,,,,,
player,201412070det,det,BushRe00,targets,6,,,,,
player,201412070det,det,BushRe00,rec,4,,,,,
player,201412070det,det,BushRe00,rec_yds,8,,,,,
player,201412070det,det,BushRe00,rec_td,0,,,,,
player,201412070det,det,BushRe00,rec_long,6,,,,,
player,201412070det,det,BushRe00,fumbles,0,,,,,
player,201412070det,det,BushRe00,fumbles_lost,0,,,,,
player,201412070det,det,RossJe01,pass_cmp,0,,,,,
player,201412070det,det,RossJe01,pass_att,0,,,,,
player,201412070det,det,RossJe01,pass_yds,0,,,,,
player,201412070det,det,RossJe01,pass_td,0,,,,,
player,201412070det,det,RossJe01,pass_int,0,,,,,
player,201412070det,det,RossJe01,pass_sacked,0,,,,,
player,201412070det,det,RossJe01,pass_sacked_yds,0,,,,,
player,201412070det,det,RossJe01,pass_long,0,,,,,
player,201412070det,det,RossJe01,pass_rating,,,,,,
player,201412070det,det,RossJe01,rush_att,1,,,,,
player,201412070det,det,RossJe01,rush_yds,4,,,,,
player,201412070det,det,RossJe01,rush_td,0,,,,,
player,201412070det,det,RossJe01,rush_long,4,,,,,
player,201412070det,det,RossJe01,targets,1,,,,,
player,201412070det,det,RossJe01,rec,0,,,,,
player,201412070det,det,RossJe01,rec_yds,0,,,,,
player,201412070det,det,RossJe01,rec_td,0,,,,,
player,201412070det,det,RossJe01,rec_long,0,,,,,
player,201412070det,det,RossJe01,fumbles,0,,,,,
player,201412070det,det,RossJe01,fumbles_lost,0,,,,,
player,201412070det,det,WinnGe00,pass_cmp,0,,,,,
player,201412070det,det,WinnGe00,pass_att,0,,,,,
player,201412070det,det,WinnGe00,pass_yds,0,,,,,
player,201412070det,det,WinnGe00,pass_td,0,,,,,
player,201412070det,det,WinnGe00,pass_int,0,,,,,
player,201412070det,det,WinnGe00,pass_sacked,0,,,,,
player,201412070det,det,WinnGe00,pass_sacked_yds,0,,,,,
player,201412070det,det,WinnGe00,pass_long,0,,,,,
player,201412070det,det,WinnGe00,pass_rating,,,,,,
player,201412070det,det,WinnGe00,rush_att,1,,,,,
player,201412070det,det,WinnGe00,rush_yds,2,,,,,
player,201412070det,det,WinnGe00,rush_td,0,,,,,
player,201412070det,det,WinnGe00,rush_long,2,,,,,
player,201412070det,det,WinnGe00,targets,0,,,,,
player,201412070det,det,WinnGe00,rec,0,,,,,
player,201412070det,det,WinnGe00,rec_yds,0,,,,,
