game,2014,1,20140907,201409070ram,min,"Minnesota Vikings",34,ram,"St. Louis Rams",6
player,201409070ram,min,GrifEv99,fumbles_rec_yds,0,,,,,
player,201409070ram,min,GrifEv99,fumbles_rec_td,0,,,,,
player,201409070ram,min,GrifEv99,fumbles_forced,0,,,,,
player,201409070ram,min,JoseLi99,def_int,0,,,,,
player,201409070ram,min,JoseLi99,def_int_yds,0,,,,,
player,201409070ram,min,JoseLi99,def_int_td,0,,,,,
player,201409070ram,min,JoseLi99,def_int_long,0,,,,,
player,201409070ram,min,JoseLi99,pass_defended,0,,,,,
player,201409070ram,min,JoseLi99,sacks,1.0,,,,,
player,201409070ram,min,JoseLi99,tackles_combined,4,,,,,
player,201409070ram,min,JoseLi99,tackles_solo,4,,,,,
player,201409070ram,min,JoseLi99,tackles_assists,0,,,,,
player,201409070ram,min,JoseLi99,tackles_loss,1,,,,,
player,201409070ram,min,JoseLi99,qb_hits,1,,,,,
player,201409070ram,min,JoseLi99,fumbles_rec,0,,,,,
player,201409070ram,min,JoseLi99,fumbles_rec_yds,0,,,,,
player,201409070ram,min,JoseLi99,fumbles_rec_td,0,,,,,
player,201409070ram,min,JoseLi99,fumbles_forced,0,,,,,
player,201409070ram,min,JohnTo01,def_int,0,,,,,
player,201409070ram,min,JohnTo01,def_int_yds,0,,,,,
player,201409070ram,min,JohnTo01,def_int_td,0,,,,,
player,201409070ram,min,JohnTo01,def_int_long,0,,,,,
player,201409070ram,min,JohnTo01,pass_defended,0,,,,,
player,201409070ram,min,JohnTo01,sacks,1.0,,,,,
player,201409070ram,min,JohnTo01,tackles_combined,2,,,,,
player,201409070ram,min,JohnTo01,tackles_solo,2,,,,,
player,201409070ram,min,JohnTo01,tackles_assists,0,,,,,
player,201409070ram,min,JohnTo01,tackles_loss,0,,,,,
player,201409070ram,min,JohnTo01,qb_hits,1,,,,,
player,201409070ram,min,JohnTo01,fumbles_rec,0,,,,,
player,201409070ram,min,JohnTo01,fumbles_rec_yds,0,,,,,
player,201409070ram,min,JohnTo01,fumbles_rec_td,0,,,,,
player,201409070ram,min,JohnTo01,fumbles_forced,1,,,,,
player,201409070ram,min,BlanRo00,def_int,0,,,,,
player,201409070ram,min,BlanRo00,def_int_yds,0,,,,,
player,201409070ram,min,BlanRo00,def_int_td,0,,,,,
player,201409070ram,min,BlanRo00,def_int_long,0,,,,,
player,201409070ram,min,BlanRo00,pass_defended,0,,,,,
player,201409070ram,min,BlanRo00,sacks,0.0,,,,,
player,201409070ram,min,BlanRo00,tackles_combined,8,,,,,
player,201409070ram,min,BlanRo00,tackles_solo,8,,,,,
player,201409070ram,min,BlanRo00,tackles_assists,0,,,,,
player,201409070ram,min,BlanRo00,tackles_loss,0,,,,,
player,201409070ram,min,BlanRo00,qb_hits,0,,,,,
player,201409070ram,min,BlanRo00,fumbles_rec,0,,,,,
player,201409070ram,min,BlanRo00,fumbles_rec_yds,0,,,,,
player,201409070ram,min,BlanRo00,fumbles_rec_td,0,,,,,
player,201409070ram,min,BlanRo00,fumbles_forced,0,,,,,
player,201409070ram,min,BarrAn00,def_int,0,,,,,
player,201409070ram,min,BarrAn00,def_int_yds,0,,,,,
player,201409070ram,min,BarrAn00,def_int_td,0,,,,,
player,201409070ram,min,BarrAn00,def_int_long,0,,,,,
player,201409070ram,min,BarrAn00,pass_defended,0,,,,,
player,201409070ram,min,BarrAn00,sacks,0.0,,,,,
player,201409070ram,min,BarrAn00,tackles_combined,7,,,,,
player,201409070ram,min,BarrAn00,tackles_solo,6,,,,,
player,201409070ram,min,BarrAn00,tackles_assists,1,,,,,
player,201409070ram,min,BarrAn00,tackles_loss,0,,,,,
player,201409070ram,min,BarrAn00,qb_hits,1,,,,,
player,201409070ram,min,BarrAn00,fumbles_rec,0,,,,,
player,201409070ram,min,BarrAn00,fumbles_rec_yds,0,,,,,
player,201409070ram,min,BarrAn00,fumbles_rec_td,0,,,,,
player,201409070ram,min,BarrAn00,fumbles_forced,0,,,,,
player,201409070ram,min,BrinJa99,def_int,0,,,,,
player,201409070ram,min,BrinJa99,def_int_yds,0,,,,,
player,201409070ram,min,BrinJa99,def_int_td,0,,,,,
player,201409070ram,min,BrinJa99,def_int_long,0,,,,,
player,201409070ram,min,BrinJa99,pass_defended,0,,,,,
player,201409070ram,min,BrinJa99,sacks,0.0,,,,,
player,201409070ram,min,BrinJa99,tackles_combined,5,,,,,
player,201409070ram,min,BrinJa99,tackles_solo,5,,,,,
player,201409070ram,min,BrinJa99,tackles_assists,0,,,,,
player,201409070ram,min,BrinJa99,tackles_loss,0,,,,,
player,201409070ram,min,BrinJa99,qb_hits,0,,,,,
player,201409070ram,min,BrinJa99,fumbles_rec,0,,,,,
player,201409070ram,min,BrinJa99,fumbles_rec_yds,0,,,,,
player,201409070ram,min,BrinJa99,fumbles_rec_td,0,,,,,
player,201409070ram,min,BrinJa99,fumbles_forced,0,,,,,
player,201409070ram,min,HodgGe00,def_int,0,,,,,
player,201409070ram,min,HodgGe00,def_int_yds,0,,,,,
player,201409070ram,min,HodgGe00,def_int_td,0,,,,,
player,201409070ram,min,HodgGe00,def_int_long,0,,,,,
player,201409070ram,min,HodgGe00,pass_defended,0,,,,,
player,201409070ram,min,HodgGe00,sacks,0.0,,,,,
player,201409070ram,min,HodgGe00,tackles_combined,5,,,,,
player,201409070ram,min,HodgGe00,tackles_solo,5,,,,,
player,201409070ram,min,HodgGe00,tackles_assists,0,,,,,
player,201409070ram,min,HodgGe00,tackles_loss,0,,,,,
player,201409070ram,min,HodgGe00,qb_hits,0,,,,,
player,201409070ram,min,HodgGe00,fumbles_rec,0,,,,,
player,201409070ram,min,HodgGe00,fumbles_rec_yds,0,,,,,
player,201409070ram,min,HodgGe00,fumbles_rec_td,0,,,,,
player,201409070ram,min,HodgGe00,fumbles_forced,0,,,,,
player,201409070ram,min,MunnCa99,def_int,0,,,,,
player,201409070ram,min,MunnCa99,def_int_yds,0,,,,,
player,201409070ram,min,MunnCa99,def_int_td,0,,,,,
player,201409070ram,min,MunnCa99,def_int_long,0,,,,,
player,201409070ram,min,MunnCa99,pass_defended,0,,,,,
player,201409070ram,min,MunnCa99,sacks,0.0,,,,,
player,201409070ram,min,MunnCa99,tackles_combined,4,,,,,
player,201409070ram,min,MunnCa99,tackles_solo,3,,,,,
player,201409070ram,min,MunnCa99,tackles_assists,1,,,,,
player,201409070ram,min,MunnCa99,tackles_loss,0,,,,,
player,201409070ram,min,MunnCa99,qb_hits,0,,,,,
player,201409070ram,min,MunnCa99,fumbles_rec,0,,,,,
player,201409070ram,min,MunnCa99,fumbles_rec_yds,0,,,,,
player,201409070ram,min,MunnCa99,fumbles_rec_td,0,,,,,
player,201409070ram,min,MunnCa99,fumbles_forced,0,,,,,
player,201409070ram,min,PricJa00,def_int,0,,,,,
player,201409070ram,min,PricJa00,def_int_yds,0,,,,,
player,201409070ram,min,PricJa00,def_int_td,0,,,,,
player,201409070ram,min,PricJa00,def_int_long,0,,,,,
player,201409070ram,min,PricJa00,pass_defended,0,,,,,
player,201409070ram,min,PricJa00,sacks,0.0,,,,,
player,201409070ram,min,PricJa00,tackles_combined,3,,,,,
player,201409070ram,min,PricJa00,tackles_solo,3,,,,,
player,201409070ram,min,PricJa00,tackles_assists,0,,,,,
player,201409070ram,min,PricJa00,tackles_loss,0,,,,,
player,201409070ram,min,PricJa00,qb_hits,0,,,,,
player,201409070ram,min,PricJa00,fumbles_rec,0,,,,,
player,201409070ram,min,PricJa00,fumbles_rec_yds,0,,,,,
player,201409070ram,min,PricJa00,fumbles_rec_td,0,,,,,
player,201409070ram,min,PricJa00,fumbles_forced,0,,,,,
player,201409070ram,min,FloySh00,def_int,0,,,,,
player,201409070ram,min,FloySh00,def_int_yds,0,,,,,
player,201409070ram,min,FloySh00,def_int_td,0,,,,,
player,201409070ram,min,FloySh00,def_int_long,0,,,,,
player,201409070ram,min,FloySh00,pass_defended,0,,,,,
player,201409070ram,min,FloySh00,sacks,0.0,,,,,
player,201409070ram,min,FloySh00,tackles_combined,2,,,,,
player,201409070ram,min,FloySh00,tackles_solo,2,,,,,
player,201409070ram,min,FloySh00,tackles_assists,0,,,,,
player,201409070ram,min,FloySh00,tackles_loss,1,,,,,
player,201409070ram,min,FloySh00,qb_hits,0,,,,,
player,201409070ram,min,FloySh00,fumbles_rec,0,,,,,
player,201409070ram,min,FloySh00,fumbles_rec_yds,0,,,,,
player,201409070ram,min,FloySh00,fumbles_rec_td,0,,,,,
player,201409070ram,min,FloySh00,fumbles_forced,0,,,,,
player,201409070ram,min,GreeCh99,def_int,0,,,,,
player,201409070ram,min,GreeCh99,def_int_yds,0,,,,,
player,201409070ram,min,GreeCh99,def_int_td,0,,,,,
player,201409070ram,min,GreeCh99,def_int_long,0,,,,,
player,201409070ram,min,GreeCh99,pass_defended,0,,,,,
player,201409070ram,min,GreeCh99,sacks,0.0,,,,,
player,201409070ram,min,GreeCh99,tackles_combined,2,,,,,
player,201409070ram,min,GreeCh99,tackles_solo,2,,,,,
player,201409070ram,min,GreeCh99,tackles_assists,0,,,,,
player,201409070ram,min,GreeCh99,tackles_loss,0,,,,,
player,201409070ram,min,GreeCh99,qb_hits,1,,,,,
player,201409070ram,min,GreeCh99,fumbles_rec,0,,,,,
player,201409070ram,min,GreeCh99,fumbles_rec_yds,0,,,,,
player,201409070ram,min,GreeCh99,fumbles_rec_td,0,,,,,
player,201409070ram,min,GreeCh99,fumbles_forced,0,,,,,
player,201409070ram,min,RobiBr98,def_int,0,,,,,
player,201409070ram,min,RobiBr98,def_int_yds,0,,,,,
player,201409070ram,min,RobiBr98,def_int_td,0,,,,,
player,201409070ram,min,RobiBr98,def_int_long,0,,,,,
player,201409070ram,min,RobiBr98,pass_defended,0,,,,,
player,201409070ram,min,RobiBr98,sacks,0.0,,,,,
player,201409070ram,min,RobiBr98,tackles_combined,2,,,,,
player,201409070ram,min,RobiBr98,tackles_solo,2,,,,,
player,201409070ram,min,RobiBr98,tackles_assists,0,,,,,
player,201409070ram,min,RobiBr98,tackles_loss,1,,,,,
player,201409070ram,min,RobiBr98,qb_hits,1,,,,,
player,201409070ram,min,RobiBr98,fumbles_rec,0,,,,,
player,201409070ram,min,RobiBr98,fumbles_rec_yds,0,,,,,
player,201409070ram,min,RobiBr98,fumbles_rec_td,0,,,,,
player,201409070ram,min,RobiBr98,fumbles_forced,0,,,,,
player,201409070ram,min,CricSc00,def_int,0,,,,,
player,201409070ram,min,CricSc00,def_int_yds,0,,,,,
player,201409070ram,min,CricSc00,def_int_td,0,,,,,
player,201409070ram,min,CricSc00,def_int_long,0,,,,,
player,201409070ram,min,CricSc00,pass_defended,0,,,,,
player,201409070ram,min,CricSc00,sacks,0.0,,,,,
player,201409070ram,min,CricSc00,tackles_combined,1,,,,,
player,201409070ram,min,CricSc00,tackles_solo,1,,,,,
player,201409070ram,min,CricSc00,tackles_assists,0,,,,,
player,201409070ram,min,CricSc00,tackles_loss,1,,,,,
player,201409070ram,min,CricSc00,qb_hits,1,,,,,
player,201409070ram,min,CricSc00,fumbles_rec,0,,,,,
player,201409070ram,min,CricSc00,fumbles_rec_yds,0,,,,,
player,201409070ram,min,CricSc00,fumbles_rec_td,0,,,,,
player,201409070ram,min,CricSc00,fumbles_forced,0,,,,,
player,201409070ram,min,ElliRh00,def_int,0,,,,,
player,201409070ram,min,ElliRh00,def_int_yds,0,,,,,
player,201409070ram,min,ElliRh00,def_int_td,0,,,,,
player,201409070ram,min,ElliRh00,def_int_long,0,,,,,
player,201409070ram,min,ElliRh00,pass_defended,0,,,,,
player,201409070ram,min,ElliRh00,sacks,0.0,,,,,
player,201409070ram,min,ElliRh00,tackles_combined,1,,,,,
player,201409070ram,min,ElliRh00,tackles_solo,1,,,,,
player,201409070ram,min,ElliRh00,tackles_assists,0,,,,,
player,201409070ram,min,ElliRh00,tackles_loss,0,,,,,
player,201409070ram,min,ElliRh00,qb_hits,0,,,,,
player,201409070ram,min,ElliRh00,fumbles_rec,0,,,,,
player,201409070ram,min,ElliRh00,fumbles_rec_yds,0,,,,,
player,201409070ram,min,ElliRh00,fumbles_rec_td,0,,,,,
player,201409070ram,min,ElliRh00,fumbles_forced,0,,,,,
player,201409070ram,min,LoefCu20,def_int,0,,,,,
player,201409070ram,min,LoefCu20,def_int_yds,0,,,,,
player,201409070ram,min,LoefCu20,def_int_td,0,,,,,
player,201409070ram,min,LoefCu20,def_int_long,0,,,,,
player,201409070ram,min,LoefCu20,pass_defended,0,,,,,
player,201409070ram,min,LoefCu20,sacks,0.0,,,,,
player,201409070ram,min,LoefCu20,tackles_combined,1,,,,,
player,201409070ram,min,LoefCu20,tackles_solo,1,,,,,
player,201409070ram,min,LoefCu20,tackles_assists,0,,,,,
player,201409070ram,min,LoefCu20,tackles_loss,0,,,,,
player,201409070ram,min,LoefCu20,qb_hits,0,,,,,
player,201409070ram,min,LoefCu20,fumbles_rec,0,,,,,
player,201409070ram,min,LoefCu20,fumbles_rec_yds,0,,,,,
player,201409070ram,min,LoefCu20,fumbles_rec_td,0,,,,,
player,201409070ram,min,LoefCu20,fumbles_forced,0,,,,,
player,201409070ram,min,RhodXa00,def_int,0,,,,,
player,201409070ram,min,RhodXa00,def_int_yds,0,,,,,
player,201409070ram,min,RhodXa00,def_int_td,0,,,,,
player,201409070ram,min,RhodXa00,def_int_long,0,,,,,
player,201409070ram,min,RhodXa00,pass_defended,0,,,,,
player,201409070ram,min,RhodXa00,sacks,0.0,,,,,
player,201409070ram,min,RhodXa00,tackles_combined,1,,,,,
player,201409070ram,min,RhodXa00,tackles_solo,1,,,,,
player,201409070ram,min,RhodXa00,tackles_assists,0,,,,,
player,201409070ram,min,RhodXa00,tackles_loss,0,,,,,
player,201409070ram,min,RhodXa00,qb_hits,0,,,,,
player,201409070ram,min,RhodXa00,fumbles_rec,0,,,,,
player,201409070ram,min,RhodXa00,fumbles_rec_yds,0,,,,,
player,201409070ram,min,RhodXa00,fumbles_rec_td,0,,,,,
player,201409070ram,min,RhodXa00,fumbles_forced,0,,,,,
player,201409070ram,min,SendAn00,def_int,0,,,,,
player,201409070ram,min,SendAn00,def_int_yds,0,,,,,
player,201409070ram,min,SendAn00,def_int_td,0,,,,,
player,201409070ram,min,SendAn00,def_int_long,0,,,,,
player,201409070ram,min,SendAn00,pass_defended,0,,,,,
player,201409070ram,min,SendAn00,sacks,0.0,,,,,
player,201409070ram,min,SendAn00,tackles_combined,1,,,,,
player,201409070ram,min,SendAn00,tackles_solo,1,,,,,
player,201409070ram,min,SendAn00,tackles_assists,0,,,,,
player,201409070ram,min,SendAn00,tackles_loss,0,,,,,
player,201409070ram,min,SendAn00,qb_hits,0,,,,,
player,201409070ram,min,SendAn00,fumbles_rec,0,,,,,
player,201409070ram,min,SendAn00,fumbles_rec_yds,0,,,,,
player,201409070ram,min,SendAn00,fumbles_rec_td,0,,,,,
player,201409070ram,min,SendAn00,fumbles_forced,0,,,,,
player,201409070ram,min,SherMa20,def_int,0,,,,,
player,201409070ram,min,SherMa20,def_int_yds,0,,,,,
player,201409070ram,min,SherMa20,def_int_td,0,,,,,
player,201409070ram,min,SherMa20,def_int_long,0,,,,,
player,201409070ram,min,SherMa20,pass_defended,0,,,,,
player,201409070ram,min,SherMa20,sacks,0.0,,,,,
player,201409070ram,min,SherMa20,tackles_combined,1,,,,,
player,201409070ram,min,SherMa20,tackles_solo,1,,,,,
player,201409070ram,min,SherMa20,tackles_assists,0,,,,,
player,201409070ram,min,SherMa20,tackles_loss,,,,,,
player,201409070ram,min,SherMa20,qb_hits,,,,,,
player,201409070ram,min,SherMa20,fumbles_rec,0,,,,,
player,201409070ram,min,SherMa20,fumbles_rec_yds,0,,,,,
player,201409070ram,min,SherMa20,fumbles_rec_td,0,,,,,
player,201409070ram,min,SherMa20,fumbles_forced,0,,,,,
player,201409070ram,min,StepSh00,def_int,0,,,,,
player,201409070ram,min,StepSh00,def_int_yds,0,,,,,
player,201409070ram,min,StepSh00,def_int_td,0,,,,,
player,201409070ram,min,StepSh00,def_int_long,0,,,,,
player,201409070ram,min,StepSh00,pass_defended,0,,,,,
player,201409070ram,min,StepSh00,sacks,0.0,,,,,
player,201409070ram,min,StepSh00,tackles_combined,1,,,,,
player,201409070ram,min,StepSh00,tackles_solo,1,,,,,
player,201409070ram,min,StepSh00,tackles_assists,0,,,,,
player,201409070ram,min,StepSh00,tackles_loss,0,,,,,
player,201409070ram,min,StepSh00,qb_hits,0,,,,,
player,201409070ram,min,StepSh00,fumbles_rec,0,,,,,
player,201409070ram,min,StepSh00,fumbles_rec_yds,0,,,,,
player,201409070ram,min,StepSh00,fumbles_rec_td,0,,,,,
player,201409070ram,min,StepSh00,fumbles_forced,0,,,,,
player,201409070ram,min,WootCo99,def_int,0,,,,,
player,201409070ram,min,WootCo99,def_int_yds,0,,,,,
player,201409070ram,min,WootCo99,def_int_td,0,,,,,
player,201409070ram,min,WootCo99,def_int_long,0,,,,,
player,201409070ram,min,WootCo99,pass_defended,0,,,,,
player,201409070ram,min,WootCo99,sacks,0.0,,,,,
player,201409070ram,min,WootCo99,tackles_combined,1,,,,,
player,201409070ram,min,WootCo99,tackles_solo,1,,,,,
player,201409070ram,min,WootCo99,tackles_assists,0,,,,,
player,201409070ram,min,WootCo99,tackles_loss,0,,,,,
player,201409070ram,min,WootCo99,qb_hits,0,,,,,
player,201409070ram,min,WootCo99,fumbles_rec,0,,,,,
player,201409070ram,min,WootCo99,fumbles_rec_yds,0,,,,,
player,201409070ram,min,WootCo99,fumbles_rec_td,0,,,,,
player,201409070ram,min,WootCo99,fumbles_forced,0,,,,,
player,201409070ram,min,CassMa00,def_int,0,,,,,
player,201409070ram,min,CassMa00,def_int_yds,0,,,,,
player,201409070ram,min,CassMa00,def_int_td,0,,,,,
player,201409070ram,min,CassMa00,def_int_long,0,,,,,
player,201409070ram,min,CassMa00,pass_defended,0,,,,,
player,201409070ram,min,CassMa00,sacks,0.0,,,,,
player,201409070ram,min,CassMa00,tackles_combined,0,,,,,
player,201409070ram,min,CassMa00,tackles_solo,0,,,,,
player,201409070ram,min,CassMa00,tackles_assists,0,,,,,
player,201409070ram,min,CassMa00,tackles_loss,,,,,,
player,201409070ram,min,CassMa00,qb_hits,,,,,,
player,201409070ram,min,CassMa00,fumbles_rec,2,,,,,
player,201409070ram,min,CassMa00,fumbles_rec_yds,-29,,,,,
player,201409070ram,min,CassMa00,fumbles_rec_td,0,,,,,
player,201409070ram,min,CassMa00,fumbles_forced,0,,,,,
player,201409070ram,ram,McLeRo00,def_int,0,,,,,
player,201409070ram,ram,McLeRo00,def_int_yds,0,,,,,
player,201409070ram,ram,McLeRo00,def_int_td,0,,,,,
player,201409070ram,ram,McLeRo00,def_int_long,0,,,,,
player,201409070ram,ram,McLeRo00,pass_defended,0,,,,,
player,201409070ram,ram,McLeRo00,sacks,0.0,,,,,
player,201409070ram,ram,McLeRo00,tackles_combined,7,,,,,
player,201409070ram,ram,McLeRo00,tackles_solo,6,,,,,
player,201409070ram,ram,McLeRo00,tackles_assists,1,,,,,
player,201409070ram,ram,McLeRo00,tackles_loss,0,,,,,
player,201409070ram,ram,McLeRo00,qb_hits,0,,,,,
player,201409070ram,ram,McLeRo00,fumbles_rec,0,,,,,
player,201409070ram,ram,McLeRo00,fumbles_rec_yds,0,,,,,
player,201409070ram,ram,McLeRo00,fumbles_rec_td,0,,,,,
player,201409070ram,ram,McLeRo00,fumbles_forced,0,,,,,
player,201409070ram,ram,JenkJa03,def_int,0,,,,,
player,201409070ram,ram,JenkJa03,def_int_yds,0,,,,,
player,201409070ram,ram,JenkJa03,def_int_td,0,,,,,
player,201409070ram,ram,JenkJa03,def_int_long,0,,,,,
player,201409070ram,ram,JenkJa03,pass_defended,0,,,,,
player,201409070ram,ram,JenkJa03,sacks,0.0,,,,,
player,201409070ram,ram,JenkJa03,tackles_combined,6,,,,,
player,201409070ram,ram,JenkJa03,tackles_solo,6,,,,,
player,201409070ram,ram,JenkJa03,tackles_assists,0,,,,,
player,201409070ram,ram,JenkJa03,tackles_loss,0,,,,,
player,201409070ram,ram,JenkJa03,qb_hits,0,,,,,
player,201409070ram,ram,JenkJa03,fumbles_rec,0,,,,,
player,201409070ram,ram,JenkJa03,fumbles_rec_yds,0,,,,,
player,201409070ram,ram,JenkJa03,fumbles_rec_td,0,,,,,
player,201409070ram,ram,JenkJa03,fumbles_forced,0,,,,,
player,201409070ram,ram,LaurJa99,def_int,0,,,,,
player,201409070ram,ram,LaurJa99,def_int_yds,0,,,,,
player,201409070ram,ram,LaurJa99,def_int_td,0,,,,,
player,201409070ram,ram,LaurJa99,def_int_long,0,,,,,
player,201409070ram,ram,LaurJa99,pass_defended,0,,,,,
player,201409070ram,ram,LaurJa99,sacks,0.0,,,,,
player,201409070ram,ram,LaurJa99,tackles_combined,5,,,,,
player,201409070ram,ram,LaurJa99,tackles_solo,5,,,,,
player,201409070ram,ram,LaurJa99,tackles_assists,0,,,,,
player,201409070ram,ram,LaurJa99,tackles_loss,0,,,,,
player,201409070ram,ram,LaurJa99,qb_hits,0,,,,,
player,201409070ram,ram,LaurJa99,fumbles_rec,0,,,,,
player,201409070ram,ram,LaurJa99,fumbles_rec_yds,0,,,,,
player,201409070ram,ram,LaurJa99,fumbles_rec_td,0,,,,,
player,201409070ram,ram,LaurJa99,fumbles_forced,0,,,,,
player,201409070ram,ram,McDoTJ00,def_int,0,,,,,
player,201409070ram,ram,McDoTJ00,def_int_yds,0,,,,,
player,201409070ram,ram,McDoTJ00,def_int_td,0,,,,,
player,201409070ram,ram,McDoTJ00,def_int_long,0,,,,,
player,201409070ram,ram,McDoTJ00,pass_defended,1,,,,,
player,201409070ram,ram,McDoTJ00,sacks,0.0,,,,,
player,201409070ram,ram,McDoTJ00,tackles_combined,5,,,,,
player,201409070ram,ram,McDoTJ00,tackles_solo,4,,,,,
player,201409070ram,ram,McDoTJ00,tackles_assists,1,,,,,
player,201409070ram,ram,McDoTJ00,tackles_loss,1,,,,,
player,201409070ram,ram,McDoTJ00,qb_hits,0,,,,,
player,201409070ram,ram,McDoTJ00,fumbles_rec,0,,,,,
player,201409070ram,ram,McDoTJ00,fumbles_rec_yds,0,,,,,
player,201409070ram,ram,McDoTJ00,fumbles_rec_td,0,,,,,
player,201409070ram,ram,McDoTJ00,fumbles_forced,0,,,,,
player,201409070ram,ram,DonaAa00,def_int,0,,,,,
player,201409070ram,ram,DonaAa00,def_int_yds,0,,,,,
player,201409070ram,ram,DonaAa00,def_int_td,0,,,,,
player,201409070ram,ram,DonaAa00,def_int_long,0,,,,,
player,201409070ram,ram,DonaAa00,pass_defended,0,,,,,
player,201409070ram,ram,DonaAa00,sacks,0.0,,,,,
player,201409070ram,ram,DonaAa00,tackles_combined,4,,,,,
player,201409070ram,ram,DonaAa00,tackles_solo,4,,,,,
player,201409070ram,ram,DonaAa00,tackles_assists,0,,,,,
player,201409070ram,ram,DonaAa00,tackles_loss,2,,,,,
player,201409070ram,ram,DonaAa00,qb_hits,0,,,,,
player,201409070ram,ram,DonaAa00,fumbles_rec,0,,,,,
player,201409070ram,ram,DonaAa00,fumbles_rec_yds,0,,,,,
player,201409070ram,ram,DonaAa00,fumbles_rec_td,0,,,,,
player,201409070ram,ram,DonaAa00,fumbles_forced,0,,,,,
player,201409070ram,ram,DunbJo20,def_int,0,,,,,
player,201409070ram,ram,DunbJo20,def_int_yds,0,,,,,
player,201409070ram,ram,DunbJo20,def_int_td,0,,,,,
player,201409070ram,ram,DunbJo20,def_int_long,0,,,,,
player,201409070ram,ram,DunbJo20,pass_defended,0,,,,,
player,201409070ram,ram,DunbJo20,sacks,0.0,,,,,
player,201409070ram,ram,DunbJo20,tackles_combined,3,,,,,
player,201409070ram,ram,DunbJo20,tackles_solo,2,,,,,
player,201409070ram,ram,DunbJo20,tackles_assists,1,,,,,
player,201409070ram,ram,DunbJo20,tackles_loss,1,,,,,
player,201409070ram,ram,DunbJo20,qb_hits,0,,,,,
player,201409070ram,ram,DunbJo20,fumbles_rec,0,,,,,
player,201409070ram,ram,DunbJo20,fumbles_rec_yds,0,,,,,
player,201409070ram,ram,DunbJo20,fumbles_rec_td,0,,,,,
player,201409070ram,ram,DunbJo20,fumbles_forced,0,,,,,
player,201409070ram,ram,GainE.00,def_int,0,,,,,
player,201409070ram,ram,GainE.00,def_int_yds,0,,,,,
player,201409070ram,ram,GainE.00,def_int_td,0,,,,,
player,201409070ram,ram,GainE.00,def_int_long,0,,,,,
player,201409070ram,ram,GainE.00,pass_defended,1,,,,,
player,201409070ram,ram,GainE.00,sacks,0.0,,,,,
player,201409070ram,ram,GainE.00,tackles_combined,3,,,,,
player,201409070ram,ram,GainE.00,tackles_solo,3,,,,,
player,201409070ram,ram,GainE.00,tackles_assists,0,,,,,
player,201409070ram,ram,GainE.00,tackles_loss,0,,,,,
player,201409070ram,ram,GainE.00,qb_hits,0,,,,,
player,201409070ram,ram,GainE.00,fumbles_rec,0,,,,,
player,201409070ram,ram,GainE.00,fumbles_rec_yds,0,,,,,
player,201409070ram,ram,GainE.00,fumbles_rec_td,0,,,,,
player,201409070ram,ram,GainE.00,fumbles_forced,0,,,,,
player,201409070ram,ram,JoynLa00,def_int,0,,,,,
player,201409070ram,ram,JoynLa00,def_int_yds,0,,,,,
player,201409070ram,ram,JoynLa00,def_int_td,0,,,,,
player,201409070ram,ram,JoynLa00,def_int_long,0,,,,,
player,201409070ram,ram,JoynLa00,pass_defended,0,,,,,
player,201409070ram,ram,JoynLa00,sacks,0.0,,,,,
player,201409070ram,ram,JoynLa00,tackles_combined,3,,,,,
player,201409070ram,ram,JoynLa00,tackles_solo,3,,,,,
player,201409070ram,ram,JoynLa00,tackles_assists,0,,,,,
player,201409070ram,ram,JoynLa00,tackles_loss,0,,,,,
player,201409070ram,ram,JoynLa00,qb_hits,0,,,,,
player,201409070ram,ram,JoynLa00,fumbles_rec,0,,,,,
player,201409070ram,ram,JoynLa00,fumbles_rec_yds,0,,,,,
player,201409070ram,ram,JoynLa00,fumbles_rec_td,0,,,,,
player,201409070ram,ram,JoynLa00,fumbles_forced,0,,,,,
player,201409070ram,ram,OgleAl00,def_int,0,,,,,
player,201409070ram,ram,OgleAl00,def_int_yds,0,,,,,
player,201409070ram,ram,OgleAl00,def_int_td,0,,,,,
player,201409070ram,ram,OgleAl00,def_int_long,0,,,,,
player,201409070ram,ram,OgleAl00,pass_defended,1,,,,,
player,201409070ram,ram,OgleAl00,sacks,0.0,,,,,
player,201409070ram,ram,OgleAl00,tackles_combined,3,,,,,
player,201409070ram,ram,OgleAl00,tackles_solo,2,,,,,
player,201409070ram,ram,OgleAl00,tackles_assists,1,,,,,
player,201409070ram,ram,OgleAl00,tackles_loss,0,,,,,
player,201409070ram,ram,OgleAl00,qb_hits,0,,,,,
player,201409070ram,ram,OgleAl00,fumbles_rec,0,,,,,
player,201409070ram,ram,OgleAl00,fumbles_rec_yds,0,,,,,
player,201409070ram,ram,OgleAl00,fumbles_rec_td,0,,,,,
player,201409070ram,ram,OgleAl00,fumbles_forced,0,,,,,
player,201409070ram,ram,BrocMi00,def_int,0,,,,,
player,201409070ram,ram,BrocMi00,def_int_yds,0,,,,,
player,201409070ram,ram,BrocMi00,def_int_td,0,,,,,
player,201409070ram,ram,BrocMi00,def_int_long,0,,,,,
player,201409070ram,ram,BrocMi00,pass_defended,0,,,,,
player,201409070ram,ram,BrocMi00,sacks,0.0,,,,,
player,201409070ram,ram,BrocMi00,tackles_combined,2,,,,,
player,201409070ram,ram,BrocMi00,tackles_solo,2,,,,,
player,201409070ram,ram,BrocMi00,tackles_assists,0,,,,,
player,201409070ram,ram,BrocMi00,tackles_loss,0,,,,,
