game,2014,15,20141214,201412140atl,pit,"Pittsburgh Steelers",27,atl,"Atlanta Falcons",20
player,201412140atl,pit,TuitSt00,tackles_assists,1,,,,,
player,201412140atl,pit,TuitSt00,tackles_loss,0,,,,,
player,201412140atl,pit,TuitSt00,qb_hits,0,,,,,
player,201412140atl,pit,TuitSt00,fumbles_rec,0,,,,,
player,201412140atl,pit,TuitSt00,fumbles_rec_yds,0,,,,,
player,201412140atl,pit,TuitSt00,fumbles_rec_td,0,,,,,
player,201412140atl,pit,TuitSt00,fumbles_forced,0,,,,,
player,201412140atl,pit,AlleWi21,def_int,0,,,,,
player,201412140atl,pit,AlleWi21,def_int_yds,0,,,,,
player,201412140atl,pit,AlleWi21,def_int_td,0,,,,,
player,201412140atl,pit,AlleWi21,def_int_long,0,,,,,
player,201412140atl,pit,AlleWi21,pass_defended,0,,,,,
player,201412140atl,pit,AlleWi21,sacks,0.0,,,,,
player,201412140atl,pit,AlleWi21,tackles_combined,2,,,,,
player,201412140atl,pit,AlleWi21,tackles_solo,1,,,,,
player,201412140atl,pit,AlleWi21,tackles_assists,1,,,,,
player,201412140atl,pit,AlleWi21,tackles_loss,0,,,,,
player,201412140atl,pit,AlleWi21,qb_hits,0,,,,,
player,201412140atl,pit,AlleWi21,fumbles_rec,0,,,,,
player,201412140atl,pit,AlleWi21,fumbles_rec_yds,0,,,,,
player,201412140atl,pit,AlleWi21,fumbles_rec_td,0,,,,,
player,201412140atl,pit,AlleWi21,fumbles_forced,1,,,,,
player,201412140atl,pit,HeywCa01,def_int,0,,,,,
player,201412140atl,pit,HeywCa01,def_int_yds,0,,,,,
player,201412140atl,pit,HeywCa01,def_int_td,0,,,,,
player,201412140atl,pit,HeywCa01,def_int_long,0,,,,,
player,201412140atl,pit,HeywCa01,pass_defended,1,,,,,
player,201412140atl,pit,HeywCa01,sacks,0.0,,,,,
player,201412140atl,pit,HeywCa01,tackles_combined,2,,,,,
player,201412140atl,pit,HeywCa01,tackles_solo,1,,,,,
player,201412140atl,pit,HeywCa01,tackles_assists,1,,,,,
player,201412140atl,pit,HeywCa01,tackles_loss,0,,,,,
player,201412140atl,pit,HeywCa01,qb_hits,1,,,,,
player,201412140atl,pit,HeywCa01,fumbles_rec,0,,,,,
player,201412140atl,pit,HeywCa01,fumbles_rec_yds,0,,,,,
player,201412140atl,pit,HeywCa01,fumbles_rec_td,0,,,,,
player,201412140atl,pit,HeywCa01,fumbles_forced,0,,,,,
player,201412140atl,pit,ShazRy00,def_int,0,,,,,
player,201412140atl,pit,ShazRy00,def_int_yds,0,,,,,
player,201412140atl,pit,ShazRy00,def_int_td,0,,,,,
player,201412140atl,pit,ShazRy00,def_int_long,0,,,,,
player,201412140atl,pit,ShazRy00,pass_defended,0,,,,,
player,201412140atl,pit,ShazRy00,sacks,0.0,,,,,
player,201412140atl,pit,ShazRy00,tackles_combined,2,,,,,
player,201412140atl,pit,ShazRy00,tackles_solo,2,,,,,
player,201412140atl,pit,ShazRy00,tackles_assists,0,,,,,
player,201412140atl,pit,ShazRy00,tackles_loss,0,,,,,
player,201412140atl,pit,ShazRy00,qb_hits,0,,,,,
player,201412140atl,pit,ShazRy00,fumbles_rec,0,,,,,
player,201412140atl,pit,ShazRy00,fumbles_rec_yds,0,,,,,
player,201412140atl,pit,ShazRy00,fumbles_rec_td,0,,,,,
player,201412140atl,pit,ShazRy00,fumbles_forced,0,,,,,
player,201412140atl,pit,ThomSh00,def_int,0,,,,,
player,201412140atl,pit,ThomSh00,def_int_yds,0,,,,,
player,201412140atl,pit,ThomSh00,def_int_td,0,,,,,
player,201412140atl,pit,ThomSh00,def_int_long,0,,,,,
player,201412140atl,pit,ThomSh00,pass_defended,0,,,,,
player,201412140atl,pit,ThomSh00,sacks,0.0,,,,,
player,201412140atl,pit,ThomSh00,tackles_combined,2,,,,,
player,201412140atl,pit,ThomSh00,tackles_solo,2,,,,,
player,201412140atl,pit,ThomSh00,tackles_assists,0,,,,,
player,201412140atl,pit,ThomSh00,tackles_loss,0,,,,,
player,201412140atl,pit,ThomSh00,qb_hits,0,,,,,
player,201412140atl,pit,ThomSh00,fumbles_rec,0,,,,,
player,201412140atl,pit,ThomSh00,fumbles_rec_yds,0,,,,,
player,201412140atl,pit,ThomSh00,fumbles_rec_td,0,,,,,
player,201412140atl,pit,ThomSh00,fumbles_forced,0,,,,,
player,201412140atl,pit,GarvTe00,def_int,0,,,,,
player,201412140atl,pit,GarvTe00,def_int_yds,0,,,,,
player,201412140atl,pit,GarvTe00,def_int_td,0,,,,,
player,201412140atl,pit,GarvTe00,def_int_long,0,,,,,
player,201412140atl,pit,GarvTe00,pass_defended,0,,,,,
player,201412140atl,pit,GarvTe00,sacks,0.0,,,,,
player,201412140atl,pit,GarvTe00,tackles_combined,1,,,,,
player,201412140atl,pit,GarvTe00,tackles_solo,1,,,,,
player,201412140atl,pit,GarvTe00,tackles_assists,0,,,,,
player,201412140atl,pit,GarvTe00,tackles_loss,0,,,,,
player,201412140atl,pit,GarvTe00,qb_hits,0,,,,,
player,201412140atl,pit,GarvTe00,fumbles_rec,0,,,,,
player,201412140atl,pit,GarvTe00,fumbles_rec_yds,0,,,,,
player,201412140atl,pit,GarvTe00,fumbles_rec_td,0,,,,,
player,201412140atl,pit,GarvTe00,fumbles_forced,0,,,,,
player,201412140atl,pit,MoatAr00,def_int,0,,,,,
player,201412140atl,pit,MoatAr00,def_int_yds,0,,,,,
player,201412140atl,pit,MoatAr00,def_int_td,0,,,,,
player,201412140atl,pit,MoatAr00,def_int_long,0,,,,,
player,201412140atl,pit,MoatAr00,pass_defended,0,,,,,
player,201412140atl,pit,MoatAr00,sacks,0.0,,,,,
player,201412140atl,pit,MoatAr00,tackles_combined,1,,,,,
player,201412140atl,pit,MoatAr00,tackles_solo,0,,,,,
player,201412140atl,pit,MoatAr00,tackles_assists,1,,,,,
player,201412140atl,pit,MoatAr00,tackles_loss,0,,,,,
player,201412140atl,pit,MoatAr00,qb_hits,0,,,,,
player,201412140atl,pit,MoatAr00,fumbles_rec,0,,,,,
player,201412140atl,pit,MoatAr00,fumbles_rec_yds,0,,,,,
player,201412140atl,pit,MoatAr00,fumbles_rec_td,0,,,,,
player,201412140atl,pit,MoatAr00,fumbles_forced,0,,,,,
player,201412140atl,pit,WoriJa99,def_int,0,,,,,
player,201412140atl,pit,WoriJa99,def_int_yds,0,,,,,
player,201412140atl,pit,WoriJa99,def_int_td,0,,,,,
player,201412140atl,pit,WoriJa99,def_int_long,0,,,,,
player,201412140atl,pit,WoriJa99,pass_defended,0,,,,,
player,201412140atl,pit,WoriJa99,sacks,0.0,,,,,
player,201412140atl,pit,WoriJa99,tackles_combined,1,,,,,
player,201412140atl,pit,WoriJa99,tackles_solo,0,,,,,
player,201412140atl,pit,WoriJa99,tackles_assists,1,,,,,
player,201412140atl,pit,WoriJa99,tackles_loss,0,,,,,
player,201412140atl,pit,WoriJa99,qb_hits,1,,,,,
player,201412140atl,pit,WoriJa99,fumbles_rec,0,,,,,
player,201412140atl,pit,WoriJa99,fumbles_rec_yds,0,,,,,
player,201412140atl,pit,WoriJa99,fumbles_rec_td,0,,,,,
player,201412140atl,pit,WoriJa99,fumbles_forced,0,,,,,
player,201412140atl,pit,JoneJa05,def_int,0,,,,,
player,201412140atl,pit,JoneJa05,def_int_yds,0,,,,,
player,201412140atl,pit,JoneJa05,def_int_td,0,,,,,
player,201412140atl,pit,JoneJa05,def_int_long,0,,,,,
player,201412140atl,pit,JoneJa05,pass_defended,0,,,,,
player,201412140atl,pit,JoneJa05,sacks,0.0,,,,,
player,201412140atl,pit,JoneJa05,tackles_combined,0,,,,,
player,201412140atl,pit,JoneJa05,tackles_solo,0,,,,,
player,201412140atl,pit,JoneJa05,tackles_assists,0,,,,,
player,201412140atl,pit,JoneJa05,tackles_loss,0,,,,,
player,201412140atl,pit,JoneJa05,qb_hits,1,,,,,
player,201412140atl,pit,JoneJa05,fumbles_rec,0,,,,,
player,201412140atl,pit,JoneJa05,fumbles_rec_yds,0,,,,,
player,201412140atl,pit,JoneJa05,fumbles_rec_td,0,,,,,
player,201412140atl,pit,JoneJa05,fumbles_forced,0,,,,,
player,201412140atl,pit,McCuDa00,def_int,,,,,,
player,201412140atl,pit,McCuDa00,def_int_yds,,,,,,
player,201412140atl,pit,McCuDa00,def_int_td,,,,,,
player,201412140atl,pit,McCuDa00,def_int_long,,,,,,
player,201412140atl,pit,McCuDa00,pass_defended,,,,,,
player,201412140atl,pit,McCuDa00,sacks,0.0,,,,,
player,201412140atl,pit,McCuDa00,tackles_combined,,,,,,
player,201412140atl,pit,McCuDa00,tackles_solo,,,,,,
player,201412140atl,pit,McCuDa00,tackles_assists,,,,,,
player,201412140atl,pit,McCuDa00,tackles_loss,0,,,,,
player,201412140atl,pit,McCuDa00,qb_hits,1,,,,,
player,201412140atl,pit,McCuDa00,fumbles_rec,,,,,,
player,201412140atl,pit,McCuDa00,fumbles_rec_yds,,,,,,
player,201412140atl,pit,McCuDa00,fumbles_rec_td,,,,,,
player,201412140atl,pit,McCuDa00,fumbles_forced,,,,,,
player,201412140atl,atl,SoliPa99,def_int,0,,,,,
player,201412140atl,atl,SoliPa99,def_int_yds,0,,,,,
player,201412140atl,atl,SoliPa99,def_int_td,0,,,,,
player,201412140atl,atl,SoliPa99,def_int_long,0,,,,,
player,201412140atl,atl,SoliPa99,pass_defended,0,,,,,
player,201412140atl,atl,SoliPa99,sacks,1.0,,,,,
player,201412140atl,atl,SoliPa99,tackles_combined,2,,,,,
player,201412140atl,atl,SoliPa99,tackles_solo,1,,,,,
player,201412140atl,atl,SoliPa99,tackles_assists,1,,,,,
player,201412140atl,atl,SoliPa99,tackles_loss,1,,,,,
player,201412140atl,atl,SoliPa99,qb_hits,1,,,,,
player,201412140atl,atl,SoliPa99,fumbles_rec,0,,,,,
player,201412140atl,atl,SoliPa99,fumbles_rec_yds,0,,,,,
player,201412140atl,atl,SoliPa99,fumbles_rec_td,0,,,,,
player,201412140atl,atl,SoliPa99,fumbles_forced,0,,,,,
player,201412140atl,atl,WorrPa00,def_int,0,,,,,
player,201412140atl,atl,WorrPa00,def_int_yds,0,,,,,
player,201412140atl,atl,WorrPa00,def_int_td,0,,,,,
player,201412140atl,atl,WorrPa00,def_int_long,0,,,,,
player,201412140atl,atl,WorrPa00,pass_defended,1,,,,,
player,201412140atl,atl,WorrPa00,sacks,0.0,,,,,
player,201412140atl,atl,WorrPa00,tackles_combined,11,,,,,
player,201412140atl,atl,WorrPa00,tackles_solo,6,,,,,
player,201412140atl,atl,WorrPa00,tackles_assists,5,,,,,
player,201412140atl,atl,WorrPa00,tackles_loss,0,,,,,
player,201412140atl,atl,WorrPa00,qb_hits,2,,,,,
player,201412140atl,atl,WorrPa00,fumbles_rec,0,,,,,
player,201412140atl,atl,WorrPa00,fumbles_rec_yds,0,,,,,
player,201412140atl,atl,WorrPa00,fumbles_rec_td,0,,,,,
player,201412140atl,atl,WorrPa00,fumbles_forced,0,,,,,
player,201412140atl,atl,IshmKe00,def_int,0,,,,,
player,201412140atl,atl,IshmKe00,def_int_yds,0,,,,,
player,201412140atl,atl,IshmKe00,def_int_td,0,,,,,
player,201412140atl,atl,IshmKe00,def_int_long,0,,,,,
player,201412140atl,atl,IshmKe00,pass_defended,0,,,,,
player,201412140atl,atl,IshmKe00,sacks,0.0,,,,,
player,201412140atl,atl,IshmKe00,tackles_combined,9,,,,,
player,201412140atl,atl,IshmKe00,tackles_solo,5,,,,,
player,201412140atl,atl,IshmKe00,tackles_assists,4,,,,,
player,201412140atl,atl,IshmKe00,tackles_loss,1,,,,,
player,201412140atl,atl,IshmKe00,qb_hits,0,,,,,
player,201412140atl,atl,IshmKe00,fumbles_rec,0,,,,,
player,201412140atl,atl,IshmKe00,fumbles_rec_yds,0,,,,,
player,201412140atl,atl,IshmKe00,fumbles_rec_td,0,,,,,
player,201412140atl,atl,IshmKe00,fumbles_forced,0,,,,,
player,201412140atl,atl,BartJo01,def_int,0,,,,,
player,201412140atl,atl,BartJo01,def_int_yds,0,,,,,
player,201412140atl,atl,BartJo01,def_int_td,0,,,,,
player,201412140atl,atl,BartJo01,def_int_long,0,,,,,
player,201412140atl,atl,BartJo01,pass_defended,0,,,,,
player,201412140atl,atl,BartJo01,sacks,0.0,,,,,
player,201412140atl,atl,BartJo01,tackles_combined,6,,,,,
player,201412140atl,atl,BartJo01,tackles_solo,3,,,,,
player,201412140atl,atl,BartJo01,tackles_assists,3,,,,,
player,201412140atl,atl,BartJo01,tackles_loss,0,,,,,
player,201412140atl,atl,BartJo01,qb_hits,0,,,,,
player,201412140atl,atl,BartJo01,fumbles_rec,0,,,,,
player,201412140atl,atl,BartJo01,fumbles_rec_yds,0,,,,,
player,201412140atl,atl,BartJo01,fumbles_rec_td,0,,,,,
player,201412140atl,atl,BartJo01,fumbles_forced,0,,,,,
player,201412140atl,atl,TrufDe00,def_int,0,,,,,
player,201412140atl,atl,TrufDe00,def_int_yds,0,,,,,
player,201412140atl,atl,TrufDe00,def_int_td,0,,,,,
player,201412140atl,atl,TrufDe00,def_int_long,0,,,,,
player,201412140atl,atl,TrufDe00,pass_defended,0,,,,,
player,201412140atl,atl,TrufDe00,sacks,0.0,,,,,
player,201412140atl,atl,TrufDe00,tackles_combined,6,,,,,
player,201412140atl,atl,TrufDe00,tackles_solo,6,,,,,
player,201412140atl,atl,TrufDe00,tackles_assists,0,,,,,
player,201412140atl,atl,TrufDe00,tackles_loss,0,,,,,
player,201412140atl,atl,TrufDe00,qb_hits,0,,,,,
player,201412140atl,atl,TrufDe00,fumbles_rec,0,,,,,
player,201412140atl,atl,TrufDe00,fumbles_rec_yds,0,,,,,
player,201412140atl,atl,TrufDe00,fumbles_rec_td,0,,,,,
player,201412140atl,atl,TrufDe00,fumbles_forced,0,,,,,
player,201412140atl,atl,BierKr99,def_int,0,,,,,
player,201412140atl,atl,BierKr99,def_int_yds,0,,,,,
player,201412140atl,atl,BierKr99,def_int_td,0,,,,,
player,201412140atl,atl,BierKr99,def_int_long,0,,,,,
player,201412140atl,atl,BierKr99,pass_defended,0,,,,,
player,201412140atl,atl,BierKr99,sacks,0.0,,,,,
player,201412140atl,atl,BierKr99,tackles_combined,5,,,,,
player,201412140atl,atl,BierKr99,tackles_solo,1,,,,,
player,201412140atl,atl,BierKr99,tackles_assists,4,,,,,
player,201412140atl,atl,BierKr99,tackles_loss,1,,,,,
player,201412140atl,atl,BierKr99,qb_hits,0,,,,,
player,201412140atl,atl,BierKr99,fumbles_rec,0,,,,,
player,201412140atl,atl,BierKr99,fumbles_rec_yds,0,,,,,
player,201412140atl,atl,BierKr99,fumbles_rec_td,0,,,,,
player,201412140atl,atl,BierKr99,fumbles_forced,0,,,,,
player,201412140atl,atl,LoweDw99,def_int,0,,,,,
player,201412140atl,atl,LoweDw99,def_int_yds,0,,,,,
player,201412140atl,atl,LoweDw99,def_int_td,0,,,,,
player,201412140atl,atl,LoweDw99,def_int_long,0,,,,,
player,201412140atl,atl,LoweDw99,pass_defended,0,,,,,
player,201412140atl,atl,LoweDw99,sacks,0.0,,,,,
player,201412140atl,atl,LoweDw99,tackles_combined,4,,,,,
player,201412140atl,atl,LoweDw99,tackles_solo,3,,,,,
player,201412140atl,atl,LoweDw99,tackles_assists,1,,,,,
player,201412140atl,atl,LoweDw99,tackles_loss,0,,,,,
player,201412140atl,atl,LoweDw99,qb_hits,0,,,,,
player,201412140atl,atl,LoweDw99,fumbles_rec,0,,,,,
player,201412140atl,atl,LoweDw99,fumbles_rec_yds,0,,,,,
player,201412140atl,atl,LoweDw99,fumbles_rec_td,0,,,,,
player,201412140atl,atl,LoweDw99,fumbles_forced,0,,,,,
player,201412140atl,atl,ArenJa99,def_int,0,,,,,
player,201412140atl,atl,ArenJa99,def_int_yds,0,,,,,
player,201412140atl,atl,ArenJa99,def_int_td,0,,,,,
player,201412140atl,atl,ArenJa99,def_int_long,0,,,,,
player,201412140atl,atl,ArenJa99,pass_defended,0,,,,,
player,201412140atl,atl,ArenJa99,sacks,0.0,,,,,
player,201412140atl,atl,ArenJa99,tackles_combined,3,,,,,
player,201412140atl,atl,ArenJa99,tackles_solo,3,,,,,
player,201412140atl,atl,ArenJa99,tackles_assists,0,,,,,
player,201412140atl,atl,ArenJa99,tackles_loss,0,,,,,
player,201412140atl,atl,ArenJa99,qb_hits,0,,,,,
player,201412140atl,atl,ArenJa99,fumbles_rec,0,,,,,
player,201412140atl,atl,ArenJa99,fumbles_rec_yds,0,,,,,
player,201412140atl,atl,ArenJa99,fumbles_rec_td,0,,,,,
player,201412140atl,atl,ArenJa99,fumbles_forced,0,,,,,
player,201412140atl,atl,McClRo98,def_int,0,,,,,
player,201412140atl,atl,McClRo98,def_int_yds,0,,,,,
player,201412140atl,atl,McClRo98,def_int_td,0,,,,,
player,201412140atl,atl,McClRo98,def_int_long,0,,,,,
player,201412140atl,atl,McClRo98,pass_defended,1,,,,,
player,201412140atl,atl,McClRo98,sacks,0.0,,,,,
player,201412140atl,atl,McClRo98,tackles_combined,3,,,,,
player,201412140atl,atl,McClRo98,tackles_solo,2,,,,,
player,201412140atl,atl,McClRo98,tackles_assists,1,,,,,
player,201412140atl,atl,McClRo98,tackles_loss,0,,,,,
player,201412140atl,atl,McClRo98,qb_hits,0,,,,,
player,201412140atl,atl,McClRo98,fumbles_rec,0,,,,,
player,201412140atl,atl,McClRo98,fumbles_rec_yds,0,,,,,
player,201412140atl,atl,McClRo98,fumbles_rec_td,0,,,,,
player,201412140atl,atl,McClRo98,fumbles_forced,0,,,,,
player,201412140atl,atl,MattCl01,def_int,0,,,,,
player,201412140atl,atl,MattCl01,def_int_yds,0,,,,,
player,201412140atl,atl,MattCl01,def_int_td,0,,,,,
player,201412140atl,atl,MattCl01,def_int_long,0,,,,,
player,201412140atl,atl,MattCl01,pass_defended,0,,,,,
player,201412140atl,atl,MattCl01,sacks,0.0,,,,,
player,201412140atl,atl,MattCl01,tackles_combined,2,,,,,
player,201412140atl,atl,MattCl01,tackles_solo,2,,,,,
player,201412140atl,atl,MattCl01,tackles_assists,0,,,,,
player,201412140atl,atl,MattCl01,tackles_loss,0,,,,,
player,201412140atl,atl,MattCl01,qb_hits,0,,,,,
player,201412140atl,atl,MattCl01,fumbles_rec,0,,,,,
player,201412140atl,atl,MattCl01,fumbles_rec_yds,0,,,,,
player,201412140atl,atl,MattCl01,fumbles_rec_td,0,,,,,
player,201412140atl,atl,MattCl01,fumbles_forced,0,,,,,
player,201412140atl,atl,BoshMa00,def_int,0,,,,,
player,201412140atl,atl,BoshMa00,def_int_yds,0,,,,,
player,201412140atl,atl,BoshMa00,def_int_td,0,,,,,
player,201412140atl,atl,BoshMa00,def_int_long,0,,,,,
player,201412140atl,atl,BoshMa00,pass_defended,0,,,,,
player,201412140atl,atl,BoshMa00,sacks,0.0,,,,,
player,201412140atl,atl,BoshMa00,tackles_combined,1,,,,,
player,201412140atl,atl,BoshMa00,tackles_solo,1,,,,,
player,201412140atl,atl,BoshMa00,tackles_assists,0,,,,,
player,201412140atl,atl,BoshMa00,tackles_loss,0,,,,,
player,201412140atl,atl,BoshMa00,qb_hits,0,,,,,
player,201412140atl,atl,BoshMa00,fumbles_rec,0,,,,,
player,201412140atl,atl,BoshMa00,fumbles_rec_yds,0,,,,,
player,201412140atl,atl,BoshMa00,fumbles_rec_td,0,,,,,
player,201412140atl,atl,BoshMa00,fumbles_forced,0,,,,,
player,201412140atl,atl,DiMaPa00,def_int,0,,,,,
player,201412140atl,atl,DiMaPa00,def_int_yds,0,,,,,
player,201412140atl,atl,DiMaPa00,def_int_td,0,,,,,
player,201412140atl,atl,DiMaPa00,def_int_long,0,,,,,
player,201412140atl,atl,DiMaPa00,pass_defended,0,,,,,
player,201412140atl,atl,DiMaPa00,sacks,0.0,,,,,
player,201412140atl,atl,DiMaPa00,tackles_combined,1,,,,,
player,201412140atl,atl,DiMaPa00,tackles_solo,1,,,,,
player,201412140atl,atl,DiMaPa00,tackles_assists,0,,,,,
player,201412140atl,atl,DiMaPa00,tackles_loss,0,,,,,
player,201412140atl,atl,DiMaPa00,qb_hits,0,,,,,
player,201412140atl,atl,DiMaPa00,fumbles_rec,0,,,,,
player,201412140atl,atl,DiMaPa00,fumbles_rec_yds,0,,,,,
player,201412140atl,atl,DiMaPa00,fumbles_rec_td,0,,,,,
player,201412140atl,atl,DiMaPa00,fumbles_forced,0,,,,,
player,201412140atl,atl,GoodMa01,def_int,0,,,,,
player,201412140atl,atl,GoodMa01,def_int_yds,0,,,,,
player,201412140atl,atl,GoodMa01,def_int_td,0,,,,,
player,201412140atl,atl,GoodMa01,def_int_long,0,,,,,
player,201412140atl,atl,GoodMa01,pass_defended,0,,,,,
player,201412140atl,atl,GoodMa01,sacks,0.0,,,,,
player,201412140atl,atl,GoodMa01,tackles_combined,1,,,,,
player,201412140atl,atl,GoodMa01,tackles_solo,0,,,,,
player,201412140atl,atl,GoodMa01,tackles_assists,1,,,,,
player,201412140atl,atl,GoodMa01,tackles_loss,0,,,,,
player,201412140atl,atl,GoodMa01,qb_hits,0,,,,,
player,201412140atl,atl,GoodMa01,fumbles_rec,0,,,,,
player,201412140atl,atl,GoodMa01,fumbles_rec_yds,0,,,,,
player,201412140atl,atl,GoodMa01,fumbles_rec_td,0,,,,,
player,201412140atl,atl,GoodMa01,fumbles_forced,0,,,,,
player,201412140atl,atl,HageRa00,def_int,0,,,,,
player,201412140atl,atl,HageRa00,def_int_yds,0,,,,,
player,201412140atl,atl,HageRa00,def_int_td,0,,,,,
player,201412140atl,atl,HageRa00,def_int_long,0,,,,,
player,201412140atl,atl,HageRa00,pass_defended,0,,,,,
player,201412140atl,atl,HageRa00,sacks,0.0,,,,,
player,201412140atl,atl,HageRa00,tackles_combined,1,,,,,
player,201412140atl,atl,HageRa00,tackles_solo,1,,,,,
player,201412140atl,atl,HageRa00,tackles_assists,0,,,,,
player,201412140atl,atl,HageRa00,tackles_loss,1,,,,,
player,201412140atl,atl,HageRa00,qb_hits,0,,,,,
player,201412140atl,atl,HageRa00,fumbles_rec,0,,,,,
player,201412140atl,atl,HageRa00,fumbles_rec_yds,0,,,,,
player,201412140atl,atl,HageRa00,fumbles_rec_td,0,,,,,
player,201412140atl,atl,HageRa00,fumbles_forced,0,,,,,
player,201412140atl,atl,PeteCo00,def_int,0,,,,,
player,201412140atl,atl,PeteCo00,def_int_yds,0,,,,,
player,201412140atl,atl,PeteCo00,def_int_td,0,,,,,
player,201412140atl,atl,PeteCo00,def_int_long,0,,,,,
player,201412140atl,atl,PeteCo00,pass_defended,0,,,,,
player,201412140atl,atl,PeteCo00,sacks,0.0,,,,,
player,201412140atl,atl,PeteCo00,tackles_combined,1,,,,,
player,201412140atl,atl,PeteCo00,tackles_solo,0,,,,,
player,201412140atl,atl,PeteCo00,tackles_assists,1,,,,,
player,201412140atl,atl,PeteCo00,tackles_loss,0,,,,,
player,201412140atl,atl,PeteCo00,qb_hits,0,,,,,
player,201412140atl,atl,PeteCo00,fumbles_rec,0,,,,,
player,201412140atl,atl,PeteCo00,fumbles_rec_yds,0,,,,,
player,201412140atl,atl,PeteCo00,fumbles_rec_td,0,,,,,
player,201412140atl,atl,PeteCo00,fumbles_forced,0,,,,,
player,201412140atl,atl,ShemPr00,def_int,0,,,,,
player,201412140atl,atl,ShemPr00,def_int_yds,0,,,,,
player,201412140atl,atl,ShemPr00,def_int_td,0,,,,,
player,201412140atl,atl,ShemPr00,def_int_long,0,,,,,
player,201412140atl,atl,ShemPr00,pass_defended,0,,,,,
player,201412140atl,atl,ShemPr00,sacks,0.0,,,,,
player,201412140atl,atl,ShemPr00,tackles_combined,1,,,,,
player,201412140atl,atl,ShemPr00,tackles_solo,0,,,,,
player,201412140atl,atl,ShemPr00,tackles_assists,1,,,,,
player,201412140atl,atl,ShemPr00,tackles_loss,0,,,,,
player,201412140atl,atl,ShemPr00,qb_hits,0,,,,,
player,201412140atl,atl,ShemPr00,fumbles_rec,0,,,,,
player,201412140atl,atl,ShemPr00,fumbles_rec_yds,0,,,,,
player,201412140atl,atl,ShemPr00,fumbles_rec_td,0,,,,,
player,201412140atl,atl,ShemPr00,fumbles_forced,0,,,,,
player,201412140atl,atl,WeemEr00,def_int,0,,,,,
player,201412140atl,atl,WeemEr00,def_int_yds,0,,,,,
player,201412140atl,atl,WeemEr00,def_int_td,0,,,,,
player,201412140atl,atl,WeemEr00,def_int_long,0,,,,,
player,201412140atl,atl,WeemEr00,pass_defended,0,,,,,
player,201412140atl,atl,WeemEr00,sacks,0.0,,,,,
player,201412140atl,atl,WeemEr00,tackles_combined,1,,,,,
player,201412140atl,atl,WeemEr00,tackles_solo,1,,,,,
player,201412140atl,atl,WeemEr00,tackles_assists,0,,,,,
player,201412140atl,atl,WeemEr00,tackles_loss,0,,,,,
player,201412140atl,atl,WeemEr00,qb_hits,0,,,,,
player,201412140atl,atl,WeemEr00,fumbles_rec,0,,,,,
player,201412140atl,atl,WeemEr00,fumbles_rec_yds,0,,,,,
player,201412140atl,atl,WeemEr00,fumbles_rec_td,0,,,,,
player,201412140atl,atl,WeemEr00,fumbles_forced,0,,,,,
player,201412140atl,atl,WilsJo99,def_int,0,,,,,
player,201412140atl,atl,WilsJo99,def_int_yds,0,,,,,
player,201412140atl,atl,WilsJo99,def_int_td,0,,,,,
player,201412140atl,atl,WilsJo99,def_int_long,0,,,,,
player,201412140atl,atl,WilsJo99,pass_defended,0,,,,,
player,201412140atl,atl,WilsJo99,sacks,0.0,,,,,
player,201412140atl,atl,WilsJo99,tackles_combined,1,,,,,
player,201412140atl,atl,WilsJo99,tackles_solo,1,,,,,
player,201412140atl,atl,WilsJo99,tackles_assists,0,,,,,
player,201412140atl,atl,WilsJo99,tackles_loss,0,,,,,
player,201412140atl,atl,WilsJo99,qb_hits,0,,,,,
player,201412140atl,atl,WilsJo99,fumbles_rec,0,,,,,
player,201412140atl,atl,WilsJo99,fumbles_rec_yds,0,,,,,
player,201412140atl,atl,WilsJo99,fumbles_rec_td,0,,,,,
player,201412140atl,atl,WilsJo99,fumbles_forced,0,,,,,
player,201412140atl,atl,BabiJo20,def_int,0,,,,,
player,201412140atl,atl,BabiJo20,def_int_yds,0,,,,,
player,201412140atl,atl,BabiJo20,def_int_td,0,,,,,
player,201412140atl,atl,BabiJo20,def_int_long,0,,,,,
player,201412140atl,atl,BabiJo20,pass_defended,0,,,,,
player,201412140atl,atl,BabiJo20,sacks,0.0,,,,,
player,201412140atl,atl,BabiJo20,tackles_combined,0,,,,,
player,201412140atl,atl,BabiJo20,tackles_solo,0,,,,,
player,201412140atl,atl,BabiJo20,tackles_assists,0,,,,,
player,201412140atl,atl,BabiJo20,tackles_loss,0,,,,,
player,201412140atl,atl,BabiJo20,qb_hits,1,,,,,
player,201412140atl,atl,BabiJo20,fumbles_rec,0,,,,,
player,201412140atl,atl,BabiJo20,fumbles_rec_yds,0,,,,,
player,201412140atl,atl,BabiJo20,fumbles_rec_td,0,,,,,
player,201412140atl,atl,BabiJo20,fumbles_forced,0,,,,,
player,201412140atl,atl,JackTy98,def_int,0,,,,,
player,201412140atl,atl,JackTy98,def_int_yds,0,,,,,
player,201412140atl,atl,JackTy98,def_int_td,0,,,,,
player,201412140atl,atl,JackTy98,def_int_long,0,,,,,
player,201412140atl,atl,JackTy98,pass_defended,1,,,,,
player,201412140atl,atl,JackTy98,sacks,0.0,,,,,
player,201412140atl,atl,JackTy98,tackles_combined,0,,,,,
player,201412140atl,atl,JackTy98,tackles_solo,0,,,,,
player,201412140atl,atl,JackTy98,tackles_assists,0,,,,,
player,201412140atl,atl,JackTy98,tackles_loss,0,,,,,
