game,2014,7,20141019,201410190det,nor,"New Orleans Saints",23,det,"Detroit Lions",24
player,201410190det,nor,GrahJi00,targets,2,,,,,
player,201410190det,nor,GrahJi00,rec,0,,,,,
player,201410190det,nor,GrahJi00,rec_yds,0,,,,,
player,201410190det,nor,GrahJi00,rec_td,0,,,,,
player,201410190det,nor,GrahJi00,rec_long,0,,,,,
player,201410190det,nor,GrahJi00,fumbles,0,,,,,
player,201410190det,nor,GrahJi00,fumbles_lost,0,,,,,
player,201410190det,det,StafMa00,pass_cmp,27,,,,,
player,201410190det,det,StafMa00,pass_att,40,,,,,
player,201410190det,det,StafMa00,pass_yds,299,,,,,
player,201410190det,det,StafMa00,pass_td,2,,,,,
player,201410190det,det,StafMa00,pass_int,2,,,,,
player,201410190det,det,StafMa00,pass_sacked,3,,,,,
player,201410190det,det,StafMa00,pass_sacked_yds,14,,,,,
player,201410190det,det,StafMa00,pass_long,73,,,,,
player,201410190det,det,StafMa00,pass_rating,85.3,,,,,
player,201410190det,det,StafMa00,rush_att,2,,,,,
player,201410190det,det,StafMa00,rush_yds,1,,,,,
player,201410190det,det,StafMa00,rush_td,0,,,,,
player,201410190det,det,StafMa00,rush_long,2,,,,,
player,201410190det,det,StafMa00,targets,0,,,,,
player,201410190det,det,StafMa00,rec,0,,,,,
player,201410190det,det,StafMa00,rec_yds,0,,,,,
player,201410190det,det,StafMa00,rec_td,0,,,,,
player,201410190det,det,StafMa00,rec_long,0,,,,,
player,201410190det,det,StafMa00,fumbles,0,,,,,
player,201410190det,det,StafMa00,fumbles_lost,0,,,,,
player,201410190det,det,BellJo01,pass_cmp,0,,,,,
player,201410190det,det,BellJo01,pass_att,0,,,,,
player,201410190det,det,BellJo01,pass_yds,0,,,,,
player,201410190det,det,BellJo01,pass_td,0,,,,,
player,201410190det,det,BellJo01,pass_int,0,,,,,
player,201410190det,det,BellJo01,pass_sacked,0,,,,,
player,201410190det,det,BellJo01,pass_sacked_yds,0,,,,,
player,201410190det,det,BellJo01,pass_long,0,,,,,
player,201410190det,det,BellJo01,pass_rating,,,,,,
player,201410190det,det,BellJo01,rush_att,18,,,,,
player,201410190det,det,BellJo01,rush_yds,48,,,,,
player,201410190det,det,BellJo01,rush_td,1,,,,,
player,201410190det,det,BellJo01,rush_long,11,,,,,
player,201410190det,det,BellJo01,targets,5,,,,,
player,201410190det,det,BellJo01,rec,2,,,,,
player,201410190det,det,BellJo01,rec_yds,19,,,,,
player,201410190det,det,BellJo01,rec_td,0,,,,,
player,201410190det,det,BellJo01,rec_long,13,,,,,
player,201410190det,det,BellJo01,fumbles,0,,,,,
player,201410190det,det,BellJo01,fumbles_lost,0,,,,,
player,201410190det,det,BushRe00,pass_cmp,0,,,,,
player,201410190det,det,BushRe00,pass_att,0,,,,,
player,201410190det,det,BushRe00,pass_yds,0,,,,,
player,201410190det,det,BushRe00,pass_td,0,,,,,
player,201410190det,det,BushRe00,pass_int,0,,,,,
player,201410190det,det,BushRe00,pass_sacked,0,,,,,
player,201410190det,det,BushRe00,pass_sacked_yds,0,,,,,
player,201410190det,det,BushRe00,pass_long,0,,,,,
player,201410190det,det,BushRe00,pass_rating,,,,,,
player,201410190det,det,BushRe00,rush_att,4,,,,,
player,201410190det,det,BushRe00,rush_yds,10,,,,,
player,201410190det,det,BushRe00,rush_td,0,,,,,
player,201410190det,det,BushRe00,rush_long,5,,,,,
player,201410190det,det,BushRe00,targets,6,,,,,
player,201410190det,det,BushRe00,rec,5,,,,,
player,201410190det,det,BushRe00,rec_yds,22,,,,,
player,201410190det,det,BushRe00,rec_td,0,,,,,
player,201410190det,det,BushRe00,rec_long,11,,,,,
player,201410190det,det,BushRe00,fumbles,0,,,,,
player,201410190det,det,BushRe00,fumbles_lost,0,,,,,
player,201410190det,det,TateGo00,pass_cmp,0,,,,,
player,201410190det,det,TateGo00,pass_att,0,,,,,
player,201410190det,det,TateGo00,pass_yds,0,,,,,
player,201410190det,det,TateGo00,pass_td,0,,,,,
player,201410190det,det,TateGo00,pass_int,0,,,,,
player,201410190det,det,TateGo00,pass_sacked,0,,,,,
player,201410190det,det,TateGo00,pass_sacked_yds,0,,,,,
player,201410190det,det,TateGo00,pass_long,0,,,,,
player,201410190det,det,TateGo00,pass_rating,,,,,,
player,201410190det,det,TateGo00,rush_att,0,,,,,
player,201410190det,det,TateGo00,rush_yds,0,,,,,
player,201410190det,det,TateGo00,rush_td,0,,,,,
player,201410190det,det,TateGo00,rush_long,0,,,,,
player,201410190det,det,TateGo00,targets,13,,,,,
player,201410190det,det,TateGo00,rec,10,,,,,
player,201410190det,det,TateGo00,rec_yds,154,,,,,
player,201410190det,det,TateGo00,rec_td,1,,,,,
player,201410190det,det,TateGo00,rec_long,73,,,,,
player,201410190det,det,TateGo00,fumbles,0,,,,,
player,201410190det,det,TateGo00,fumbles_lost,0,,,,,
player,201410190det,det,FullCo00,pass_cmp,0,,,,,
player,201410190det,det,FullCo00,pass_att,0,,,,,
player,201410190det,det,FullCo00,pass_yds,0,,,,,
player,201410190det,det,FullCo00,pass_td,0,,,,,
player,201410190det,det,FullCo00,pass_int,0,,,,,
player,201410190det,det,FullCo00,pass_sacked,0,,,,,
player,201410190det,det,FullCo00,pass_sacked_yds,0,,,,,
player,201410190det,det,FullCo00,pass_long,0,,,,,
player,201410190det,det,FullCo00,pass_rating,,,,,,
player,201410190det,det,FullCo00,rush_att,0,,,,,
player,201410190det,det,FullCo00,rush_yds,0,,,,,
player,201410190det,det,FullCo00,rush_td,0,,,,,
player,201410190det,det,FullCo00,rush_long,0,,,,,
player,201410190det,det,FullCo00,targets,5,,,,,
player,201410190det,det,FullCo00,rec,3,,,,,
player,201410190det,det,FullCo00,rec_yds,44,,,,,
player,201410190det,det,FullCo00,rec_td,1,,,,,
player,201410190det,det,FullCo00,rec_long,21,,,,,
player,201410190det,det,FullCo00,fumbles,0,,,,,
player,201410190det,det,FullCo00,fumbles_lost,0,,,,,
player,201410190det,det,RossJe01,pass_cmp,0,,,,,
player,201410190det,det,RossJe01,pass_att,0,,,,,
player,201410190det,det,RossJe01,pass_yds,0,,,,,
player,201410190det,det,RossJe01,pass_td,0,,,,,
player,201410190det,det,RossJe01,pass_int,0,,,,,
player,201410190det,det,RossJe01,pass_sacked,0,,,,,
player,201410190det,det,RossJe01,pass_sacked_yds,0,,,,,
player,201410190det,det,RossJe01,pass_long,0,,,,,
player,201410190det,det,RossJe01,pass_rating,,,,,,
player,201410190det,det,RossJe01,rush_att,0,,,,,
player,201410190det,det,RossJe01,rush_yds,0,,,,,
player,201410190det,det,RossJe01,rush_td,0,,,,,
player,201410190det,det,RossJe01,rush_long,0,,,,,
player,201410190det,det,RossJe01,targets,4,,,,,
player,201410190det,det,RossJe01,rec,3,,,,,
player,201410190det,det,RossJe01,rec_yds,32,,,,,
player,201410190det,det,RossJe01,rec_td,0,,,,,
player,201410190det,det,RossJe01,rec_long,26,,,,,
player,201410190det,det,RossJe01,fumbles,0,,,,,
player,201410190det,det,RossJe01,fumbles_lost,0,,,,,
player,201410190det,det,PettBr00,pass_cmp,0,,,,,
player,201410190det,det,PettBr00,pass_att,0,,,,,
player,201410190det,det,PettBr00,pass_yds,0,,,,,
player,201410190det,det,PettBr00,pass_td,0,,,,,
player,201410190det,det,PettBr00,pass_int,0,,,,,
player,201410190det,det,PettBr00,pass_sacked,0,,,,,
player,201410190det,det,PettBr00,pass_sacked_yds,0,,,,,
player,201410190det,det,PettBr00,pass_long,0,,,,,
player,201410190det,det,PettBr00,pass_rating,,,,,,
player,201410190det,det,PettBr00,rush_att,0,,,,,
player,201410190det,det,PettBr00,rush_yds,0,,,,,
player,201410190det,det,PettBr00,rush_td,0,,,,,
player,201410190det,det,PettBr00,rush_long,0,,,,,
player,201410190det,det,PettBr00,targets,6,,,,,
player,201410190det,det,PettBr00,rec,4,,,,,
player,201410190det,det,PettBr00,rec_yds,28,,,,,
player,201410190det,det,PettBr00,rec_td,0,,,,,
player,201410190det,det,PettBr00,rec_long,13,,,,,
player,201410190det,det,PettBr00,fumbles,0,,,,,
player,201410190det,det,PettBr00,fumbles_lost,0,,,,,
player,201410190det,det,ThomJo03,pass_cmp,0,,,,,
player,201410190det,det,ThomJo03,pass_att,0,,,,,
player,201410190det,det,ThomJo03,pass_yds,0,,,,,
player,201410190det,det,ThomJo03,pass_td,0,,,,,
player,201410190det,det,ThomJo03,pass_int,0,,,,,
player,201410190det,det,ThomJo03,pass_sacked,0,,,,,
player,201410190det,det,ThomJo03,pass_sacked_yds,0,,,,,
player,201410190det,det,ThomJo03,pass_long,0,,,,,
player,201410190det,det,ThomJo03,pass_rating,,,,,,
player,201410190det,det,ThomJo03,rush_att,0,,,,,
player,201410190det,det,ThomJo03,rush_yds,0,,,,,
player,201410190det,det,ThomJo03,rush_td,0,,,,,
player,201410190det,det,ThomJo03,rush_long,0,,,,,
player,201410190det,det,ThomJo03,targets,1,,,,,
player,201410190det,det,ThomJo03,rec,0,,,,,
player,201410190det,det,ThomJo03,rec_yds,0,,,,,
player,201410190det,det,ThomJo03,rec_td,0,,,,,
player,201410190det,det,ThomJo03,rec_long,0,,,,,
player,201410190det,det,ThomJo03,fumbles,0,,,,,
player,201410190det,det,ThomJo03,fumbles_lost,0,,,,,
player,201410190det,nor,LewiKe96,def_int,1,,,,,
player,201410190det,nor,LewiKe96,def_int_yds,0,,,,,
player,201410190det,nor,LewiKe96,def_int_td,0,,,,,
player,201410190det,nor,LewiKe96,def_int_long,0,,,,,
player,201410190det,nor,LewiKe96,pass_defended,2,,,,,
player,201410190det,nor,LewiKe96,sacks,0.0,,,,,
player,201410190det,nor,LewiKe96,tackles_combined,3,,,,,
player,201410190det,nor,LewiKe96,tackles_solo,3,,,,,
player,201410190det,nor,LewiKe96,tackles_assists,0,,,,,
player,201410190det,nor,LewiKe96,tackles_loss,1,,,,,
player,201410190det,nor,LewiKe96,qb_hits,0,,,,,
player,201410190det,nor,LewiKe96,fumbles_rec,0,,,,,
player,201410190det,nor,LewiKe96,fumbles_rec_yds,0,,,,,
player,201410190det,nor,LewiKe96,fumbles_rec_td,0,,,,,
player,201410190det,nor,LewiKe96,fumbles_forced,0,,,,,
player,201410190det,nor,VaccKe00,def_int,1,,,,,
player,201410190det,nor,VaccKe00,def_int_yds,45,,,,,
player,201410190det,nor,VaccKe00,def_int_td,0,,,,,
player,201410190det,nor,VaccKe00,def_int_long,45,,,,,
player,201410190det,nor,VaccKe00,pass_defended,1,,,,,
player,201410190det,nor,VaccKe00,sacks,0.0,,,,,
player,201410190det,nor,VaccKe00,tackles_combined,2,,,,,
player,201410190det,nor,VaccKe00,tackles_solo,1,,,,,
player,201410190det,nor,VaccKe00,tackles_assists,1,,,,,
player,201410190det,nor,VaccKe00,tackles_loss,0,,,,,
player,201410190det,nor,VaccKe00,qb_hits,0,,,,,
player,201410190det,nor,VaccKe00,fumbles_rec,0,,,,,
player,201410190det,nor,VaccKe00,fumbles_rec_yds,0,,,,,
player,201410190det,nor,VaccKe00,fumbles_rec_td,0,,,,,
player,201410190det,nor,VaccKe00,fumbles_forced,0,,,,,
player,201410190det,nor,WhitCo01,def_int,0,,,,,
player,201410190det,nor,WhitCo01,def_int_yds,0,,,,,
player,201410190det,nor,WhitCo01,def_int_td,0,,,,,
player,201410190det,nor,WhitCo01,def_int_long,0,,,,,
player,201410190det,nor,WhitCo01,pass_defended,0,,,,,
player,201410190det,nor,WhitCo01,sacks,1.0,,,,,
player,201410190det,nor,WhitCo01,tackles_combined,6,,,,,
