game,2014,12,20141120,201411200rai,kan,"Kansas City Chiefs",20,rai,"Oakland Raiders",24
player,201411200rai,kan,CharJa00,rush_att,19,,,,,
player,201411200rai,kan,CharJa00,rush_yds,80,,,,,
player,201411200rai,kan,CharJa00,rush_td,0,,,,,
player,201411200rai,kan,CharJa00,rush_long,11,,,,,
player,201411200rai,kan,CharJa00,targets,7,,,,,
player,201411200rai,kan,CharJa00,rec,4,,,,,
player,201411200rai,kan,CharJa00,rec_yds,42,,,,,
player,201411200rai,kan,CharJa00,rec_td,1,,,,,
player,201411200rai,kan,CharJa00,rec_long,30,,,,,
player,201411200rai,kan,CharJa00,fumbles,1,,,,,
player,201411200rai,kan,CharJa00,fumbles_lost,0,,,,,
player,201411200rai,kan,ThomDe05,pass_cmp,0,,,,,
player,201411200rai,kan,ThomDe05,pass_att,0,,,,,
player,201411200rai,kan,ThomDe05,pass_yds,0,,,,,
player,201411200rai,kan,ThomDe05,pass_td,0,,,,,
player,201411200rai,kan,ThomDe05,pass_int,0,,,,,
player,201411200rai,kan,ThomDe05,pass_sacked,0,,,,,
player,201411200rai,kan,ThomDe05,pass_sacked_yds,0,,,,,
player,201411200rai,kan,ThomDe05,pass_long,0,,,,,
player,201411200rai,kan,ThomDe05,pass_rating,,,,,,
player,201411200rai,kan,ThomDe05,rush_att,1,,,,,
player,201411200rai,kan,ThomDe05,rush_yds,9,,,,,
player,201411200rai,kan,ThomDe05,rush_td,0,,,,,
player,201411200rai,kan,ThomDe05,rush_long,9,,,,,
player,201411200rai,kan,ThomDe05,targets,6,,,,,
player,201411200rai,kan,ThomDe05,rec,2,,,,,
player,201411200rai,kan,ThomDe05,rec_yds,15,,,,,
player,201411200rai,kan,ThomDe05,rec_td,0,,,,,
player,201411200rai,kan,ThomDe05,rec_long,10,,,,,
player,201411200rai,kan,ThomDe05,fumbles,0,,,,,
player,201411200rai,kan,ThomDe05,fumbles_lost,0,,,,,
player,201411200rai,kan,DaviKn00,pass_cmp,0,,,,,
player,201411200rai,kan,DaviKn00,pass_att,0,,,,,
player,201411200rai,kan,DaviKn00,pass_yds,0,,,,,
player,201411200rai,kan,DaviKn00,pass_td,0,,,,,
player,201411200rai,kan,DaviKn00,pass_int,0,,,,,
player,201411200rai,kan,DaviKn00,pass_sacked,0,,,,,
player,201411200rai,kan,DaviKn00,pass_sacked_yds,0,,,,,
player,201411200rai,kan,DaviKn00,pass_long,0,,,,,
player,201411200rai,kan,DaviKn00,pass_rating,,,,,,
player,201411200rai,kan,DaviKn00,rush_att,2,,,,,
player,201411200rai,kan,DaviKn00,rush_yds,2,,,,,
player,201411200rai,kan,DaviKn00,rush_td,0,,,,,
player,201411200rai,kan,DaviKn00,rush_long,3,,,,,
player,201411200rai,kan,DaviKn00,targets,1,,,,,
player,201411200rai,kan,DaviKn00,rec,0,,,,,
player,201411200rai,kan,DaviKn00,rec_yds,0,,,,,
player,201411200rai,kan,DaviKn00,rec_td,0,,,,,
player,201411200rai,kan,DaviKn00,rec_long,0,,,,,
player,201411200rai,kan,DaviKn00,fumbles,0,,,,,
player,201411200rai,kan,DaviKn00,fumbles_lost,0,,,,,
player,201411200rai,kan,KelcTr00,pass_cmp,0,,,,,
player,201411200rai,kan,KelcTr00,pass_att,0,,,,,
player,201411200rai,kan,KelcTr00,pass_yds,0,,,,,
player,201411200rai,kan,KelcTr00,pass_td,0,,,,,
player,201411200rai,kan,KelcTr00,pass_int,0,,,,,
player,201411200rai,kan,KelcTr00,pass_sacked,0,,,,,
player,201411200rai,kan,KelcTr00,pass_sacked_yds,0,,,,,
player,201411200rai,kan,KelcTr00,pass_long,0,,,,,
player,201411200rai,kan,KelcTr00,pass_rating,,,,,,
player,201411200rai,kan,KelcTr00,rush_att,0,,,,,
player,201411200rai,kan,KelcTr00,rush_yds,0,,,,,
player,201411200rai,kan,KelcTr00,rush_td,0,,,,,
player,201411200rai,kan,KelcTr00,rush_long,0,,,,,
player,201411200rai,kan,KelcTr00,targets,5,,,,,
player,201411200rai,kan,KelcTr00,rec,4,,,,,
player,201411200rai,kan,KelcTr00,rec_yds,67,,,,,
player,201411200rai,kan,KelcTr00,rec_td,0,,,,,
player,201411200rai,kan,KelcTr00,rec_long,27,,,,,
player,201411200rai,kan,KelcTr00,fumbles,0,,,,,
player,201411200rai,kan,KelcTr00,fumbles_lost,0,,,,,
player,201411200rai,kan,BoweDw00,pass_cmp,0,,,,,
player,201411200rai,kan,BoweDw00,pass_att,0,,,,,
player,201411200rai,kan,BoweDw00,pass_yds,0,,,,,
player,201411200rai,kan,BoweDw00,pass_td,0,,,,,
player,201411200rai,kan,BoweDw00,pass_int,0,,,,,
player,201411200rai,kan,BoweDw00,pass_sacked,0,,,,,
player,201411200rai,kan,BoweDw00,pass_sacked_yds,0,,,,,
player,201411200rai,kan,BoweDw00,pass_long,0,,,,,
player,201411200rai,kan,BoweDw00,pass_rating,,,,,,
player,201411200rai,kan,BoweDw00,rush_att,0,,,,,
player,201411200rai,kan,BoweDw00,rush_yds,0,,,,,
player,201411200rai,kan,BoweDw00,rush_td,0,,,,,
player,201411200rai,kan,BoweDw00,rush_long,0,,,,,
player,201411200rai,kan,BoweDw00,targets,5,,,,,
player,201411200rai,kan,BoweDw00,rec,3,,,,,
player,201411200rai,kan,BoweDw00,rec_yds,42,,,,,
player,201411200rai,kan,BoweDw00,rec_td,0,,,,,
player,201411200rai,kan,BoweDw00,rec_long,24,,,,,
player,201411200rai,kan,BoweDw00,fumbles,0,,,,,
player,201411200rai,kan,BoweDw00,fumbles_lost,0,,,,,
player,201411200rai,kan,FasaAn00,pass_cmp,0,,,,,
player,201411200rai,kan,FasaAn00,pass_att,0,,,,,
player,201411200rai,kan,FasaAn00,pass_yds,0,,,,,
player,201411200rai,kan,FasaAn00,pass_td,0,,,,,
player,201411200rai,kan,FasaAn00,pass_int,0,,,,,
player,201411200rai,kan,FasaAn00,pass_sacked,0,,,,,
player,201411200rai,kan,FasaAn00,pass_sacked_yds,0,,,,,
player,201411200rai,kan,FasaAn00,pass_long,0,,,,,
player,201411200rai,kan,FasaAn00,pass_rating,,,,,,
player,201411200rai,kan,FasaAn00,rush_att,0,,,,,
player,201411200rai,kan,FasaAn00,rush_yds,0,,,,,
player,201411200rai,kan,FasaAn00,rush_td,0,,,,,
player,201411200rai,kan,FasaAn00,rush_long,0,,,,,
player,201411200rai,kan,FasaAn00,targets,2,,,,,
player,201411200rai,kan,FasaAn00,rec,2,,,,,
player,201411200rai,kan,FasaAn00,rec_yds,30,,,,,
player,201411200rai,kan,FasaAn00,rec_td,1,,,,,
player,201411200rai,kan,FasaAn00,rec_long,19,,,,,
player,201411200rai,kan,FasaAn00,fumbles,0,,,,,
player,201411200rai,kan,FasaAn00,fumbles_lost,0,,,,,
player,201411200rai,kan,WilsAl02,pass_cmp,0,,,,,
player,201411200rai,kan,WilsAl02,pass_att,0,,,,,
player,201411200rai,kan,WilsAl02,pass_yds,0,,,,,
player,201411200rai,kan,WilsAl02,pass_td,0,,,,,
player,201411200rai,kan,WilsAl02,pass_int,0,,,,,
player,201411200rai,kan,WilsAl02,pass_sacked,0,,,,,
player,201411200rai,kan,WilsAl02,pass_sacked_yds,0,,,,,
player,201411200rai,kan,WilsAl02,pass_long,0,,,,,
player,201411200rai,kan,WilsAl02,pass_rating,,,,,,
player,201411200rai,kan,WilsAl02,rush_att,0,,,,,
player,201411200rai,kan,WilsAl02,rush_yds,0,,,,,
player,201411200rai,kan,WilsAl02,rush_td,0,,,,,
player,201411200rai,kan,WilsAl02,rush_long,0,,,,,
player,201411200rai,kan,WilsAl02,targets,2,,,,,
player,201411200rai,kan,WilsAl02,rec,2,,,,,
player,201411200rai,kan,WilsAl02,rec_yds,27,,,,,
player,201411200rai,kan,WilsAl02,rec_td,0,,,,,
player,201411200rai,kan,WilsAl02,rec_long,23,,,,,
player,201411200rai,kan,WilsAl02,fumbles,0,,,,,
player,201411200rai,kan,WilsAl02,fumbles_lost,0,,,,,
player,201411200rai,kan,HammFr00,pass_cmp,0,,,,,
player,201411200rai,kan,HammFr00,pass_att,0,,,,,
player,201411200rai,kan,HammFr00,pass_yds,0,,,,,
player,201411200rai,kan,HammFr00,pass_td,0,,,,,
player,201411200rai,kan,HammFr00,pass_int,0,,,,,
player,201411200rai,kan,HammFr00,pass_sacked,0,,,,,
player,201411200rai,kan,HammFr00,pass_sacked_yds,0,,,,,
player,201411200rai,kan,HammFr00,pass_long,0,,,,,
player,201411200rai,kan,HammFr00,pass_rating,,,,,,
player,201411200rai,kan,HammFr00,rush_att,0,,,,,
player,201411200rai,kan,HammFr00,rush_yds,0,,,,,
player,201411200rai,kan,HammFr00,rush_td,0,,,,,
player,201411200rai,kan,HammFr00,rush_long,0,,,,,
player,201411200rai,kan,HammFr00,targets,3,,,,,
player,201411200rai,kan,HammFr00,rec,1,,,,,
player,201411200rai,kan,HammFr00,rec_yds,7,,,,,
player,201411200rai,kan,HammFr00,rec_td,0,,,,,
player,201411200rai,kan,HammFr00,rec_long,7,,,,,
player,201411200rai,kan,HammFr00,fumbles,0,,,,,
player,201411200rai,kan,HammFr00,fumbles_lost,0,,,,,
player,201411200rai,kan,HemiJu00,pass_cmp,0,,,,,
player,201411200rai,kan,HemiJu00,pass_att,0,,,,,
player,201411200rai,kan,HemiJu00,pass_yds,0,,,,,
player,201411200rai,kan,HemiJu00,pass_td,0,,,,,
player,201411200rai,kan,HemiJu00,pass_int,0,,,,,
player,201411200rai,kan,HemiJu00,pass_sacked,0,,,,,
player,201411200rai,kan,HemiJu00,pass_sacked_yds,0,,,,,
player,201411200rai,kan,HemiJu00,pass_long,0,,,,,
player,201411200rai,kan,HemiJu00,pass_rating,,,,,,
player,201411200rai,kan,HemiJu00,rush_att,0,,,,,
player,201411200rai,kan,HemiJu00,rush_yds,0,,,,,
player,201411200rai,kan,HemiJu00,rush_td,0,,,,,
player,201411200rai,kan,HemiJu00,rush_long,0,,,,,
player,201411200rai,kan,HemiJu00,targets,2,,,,,
player,201411200rai,kan,HemiJu00,rec,1,,,,,
player,201411200rai,kan,HemiJu00,rec_yds,4,,,,,
player,201411200rai,kan,HemiJu00,rec_td,0,,,,,
player,201411200rai,kan,HemiJu00,rec_long,4,,,,,
player,201411200rai,kan,HemiJu00,fumbles,0,,,,,
player,201411200rai,kan,HemiJu00,fumbles_lost,0,,,,,
player,201411200rai,kan,SherAn00,pass_cmp,0,,,,,
player,201411200rai,kan,SherAn00,pass_att,0,,,,,
player,201411200rai,kan,SherAn00,pass_yds,0,,,,,
player,201411200rai,kan,SherAn00,pass_td,0,,,,,
player,201411200rai,kan,SherAn00,pass_int,0,,,,,
player,201411200rai,kan,SherAn00,pass_sacked,0,,,,,
player,201411200rai,kan,SherAn00,pass_sacked_yds,0,,,,,
player,201411200rai,kan,SherAn00,pass_long,0,,,,,
player,201411200rai,kan,SherAn00,pass_rating,,,,,,
player,201411200rai,kan,SherAn00,rush_att,0,,,,,
player,201411200rai,kan,SherAn00,rush_yds,0,,,,,
player,201411200rai,kan,SherAn00,rush_td,0,,,,,
player,201411200rai,kan,SherAn00,rush_long,0,,,,,
player,201411200rai,kan,SherAn00,targets,1,,,,,
player,201411200rai,kan,SherAn00,rec,1,,,,,
player,201411200rai,kan,SherAn00,rec_yds,0,,,,,
player,201411200rai,kan,SherAn00,rec_td,0,,,,,
player,201411200rai,kan,SherAn00,rec_long,0,,,,,
player,201411200rai,kan,SherAn00,fumbles,0,,,,,
player,201411200rai,kan,SherAn00,fumbles_lost,0,,,,,
player,201411200rai,rai,CarrDe02,pass_cmp,18,,,,,
player,201411200rai,rai,CarrDe02,pass_att,35,,,,,
player,201411200rai,rai,CarrDe02,pass_yds,174,,,,,
player,201411200rai,rai,CarrDe02,pass_td,1,,,,,
player,201411200rai,rai,CarrDe02,pass_int,0,,,,,
player,201411200rai,rai,CarrDe02,pass_sacked,1,,,,,
player,201411200rai,rai,CarrDe02,pass_sacked_yds,2,,,,,
player,201411200rai,rai,CarrDe02,pass_long,37,,,,,
player,201411200rai,rai,CarrDe02,pass_rating,75.2,,,,,
player,201411200rai,rai,CarrDe02,rush_att,3,,,,,
player,201411200rai,rai,CarrDe02,rush_yds,2,,,,,
player,201411200rai,rai,CarrDe02,rush_td,0,,,,,
player,201411200rai,rai,CarrDe02,rush_long,2,,,,,
player,201411200rai,rai,CarrDe02,targets,0,,,,,
player,201411200rai,rai,CarrDe02,rec,0,,,,,
player,201411200rai,rai,CarrDe02,rec_yds,0,,,,,
player,201411200rai,rai,CarrDe02,rec_td,0,,,,,
player,201411200rai,rai,CarrDe02,rec_long,0,,,,,
player,201411200rai,rai,CarrDe02,fumbles,0,,,,,
player,201411200rai,rai,CarrDe02,fumbles_lost,0,,,,,
player,201411200rai,rai,MurrLa00,pass_cmp,0,,,,,
player,201411200rai,rai,MurrLa00,pass_att,0,,,,,
player,201411200rai,rai,MurrLa00,pass_yds,0,,,,,
player,201411200rai,rai,MurrLa00,pass_td,0,,,,,
player,201411200rai,rai,MurrLa00,pass_int,0,,,,,
player,201411200rai,rai,MurrLa00,pass_sacked,,,,,,
player,201411200rai,rai,MurrLa00,pass_sacked_yds,0,,,,,
player,201411200rai,rai,MurrLa00,pass_long,0,,,,,
player,201411200rai,rai,MurrLa00,pass_rating,,,,,,
player,201411200rai,rai,MurrLa00,rush_att,4,,,,,
player,201411200rai,rai,MurrLa00,rush_yds,112,,,,,
player,201411200rai,rai,MurrLa00,rush_td,2,,,,,
player,201411200rai,rai,MurrLa00,rush_long,90,,,,,
player,201411200rai,rai,MurrLa00,targets,0,,,,,
player,201411200rai,rai,MurrLa00,rec,0,,,,,
player,201411200rai,rai,MurrLa00,rec_yds,0,,,,,
player,201411200rai,rai,MurrLa00,rec_td,0,,,,,
player,201411200rai,rai,MurrLa00,rec_long,0,,,,,
player,201411200rai,rai,MurrLa00,fumbles,1,,,,,
player,201411200rai,rai,MurrLa00,fumbles_lost,0,,,,,
player,201411200rai,rai,ReecMa00,pass_cmp,0,,,,,
player,201411200rai,rai,ReecMa00,pass_att,0,,,,,
player,201411200rai,rai,ReecMa00,pass_yds,0,,,,,
player,201411200rai,rai,ReecMa00,pass_td,0,,,,,
player,201411200rai,rai,ReecMa00,pass_int,0,,,,,
player,201411200rai,rai,ReecMa00,pass_sacked,,,,,,
player,201411200rai,rai,ReecMa00,pass_sacked_yds,0,,,,,
player,201411200rai,rai,ReecMa00,pass_long,0,,,,,
player,201411200rai,rai,ReecMa00,pass_rating,,,,,,
player,201411200rai,rai,ReecMa00,rush_att,8,,,,,
player,201411200rai,rai,ReecMa00,rush_yds,37,,,,,
player,201411200rai,rai,ReecMa00,rush_td,0,,,,,
player,201411200rai,rai,ReecMa00,rush_long,9,,,,,
player,201411200rai,rai,ReecMa00,targets,5,,,,,
player,201411200rai,rai,ReecMa00,rec,1,,,,,
player,201411200rai,rai,ReecMa00,rec_yds,8,,,,,
player,201411200rai,rai,ReecMa00,rec_td,0,,,,,
player,201411200rai,rai,ReecMa00,rec_long,8,,,,,
player,201411200rai,rai,ReecMa00,fumbles,0,,,,,
player,201411200rai,rai,ReecMa00,fumbles_lost,0,,,,,
player,201411200rai,rai,McFaDa00,pass_cmp,0,,,,,
player,201411200rai,rai,McFaDa00,pass_att,0,,,,,
player,201411200rai,rai,McFaDa00,pass_yds,0,,,,,
player,201411200rai,rai,McFaDa00,pass_td,0,,,,,
player,201411200rai,rai,McFaDa00,pass_int,0,,,,,
player,201411200rai,rai,McFaDa00,pass_sacked,,,,,,
player,201411200rai,rai,McFaDa00,pass_sacked_yds,0,,,,,
player,201411200rai,rai,McFaDa00,pass_long,0,,,,,
player,201411200rai,rai,McFaDa00,pass_rating,,,,,,
player,201411200rai,rai,McFaDa00,rush_att,12,,,,,
player,201411200rai,rai,McFaDa00,rush_yds,29,,,,,
player,201411200rai,rai,McFaDa00,rush_td,0,,,,,
player,201411200rai,rai,McFaDa00,rush_long,7,,,,,
player,201411200rai,rai,McFaDa00,targets,2,,,,,
player,201411200rai,rai,McFaDa00,rec,2,,,,,
player,201411200rai,rai,McFaDa00,rec_yds,5,,,,,
player,201411200rai,rai,McFaDa00,rec_td,0,,,,,
player,201411200rai,rai,McFaDa00,rec_long,3,,,,,
player,201411200rai,rai,McFaDa00,fumbles,0,,,,,
player,201411200rai,rai,McFaDa00,fumbles_lost,0,,,,,
player,201411200rai,rai,HolmAn00,pass_cmp,0,,,,,
player,201411200rai,rai,HolmAn00,pass_att,0,,,,,
player,201411200rai,rai,HolmAn00,pass_yds,0,,,,,
player,201411200rai,rai,HolmAn00,pass_td,0,,,,,
player,201411200rai,rai,HolmAn00,pass_int,0,,,,,
player,201411200rai,rai,HolmAn00,pass_sacked,,,,,,
player,201411200rai,rai,HolmAn00,pass_sacked_yds,0,,,,,
player,201411200rai,rai,HolmAn00,pass_long,0,,,,,
player,201411200rai,rai,HolmAn00,pass_rating,,,,,,
player,201411200rai,rai,HolmAn00,rush_att,0,,,,,
player,201411200rai,rai,HolmAn00,rush_yds,0,,,,,
player,201411200rai,rai,HolmAn00,rush_td,0,,,,,
player,201411200rai,rai,HolmAn00,rush_long,0,,,,,
player,201411200rai,rai,HolmAn00,targets,10,,,,,
player,201411200rai,rai,HolmAn00,rec,5,,,,,
player,201411200rai,rai,HolmAn00,rec_yds,55,,,,,
player,201411200rai,rai,HolmAn00,rec_td,0,,,,,
player,201411200rai,rai,HolmAn00,rec_long,37,,,,,
player,201411200rai,rai,HolmAn00,fumbles,0,,,,,
player,201411200rai,rai,HolmAn00,fumbles_lost,0,,,,,
player,201411200rai,rai,JoneJa04,pass_cmp,0,,,,,
player,201411200rai,rai,JoneJa04,pass_att,0,,,,,
player,201411200rai,rai,JoneJa04,pass_yds,0,,,,,
player,201411200rai,rai,JoneJa04,pass_td,0,,,,,
player,201411200rai,rai,JoneJa04,pass_int,0,,,,,
player,201411200rai,rai,JoneJa04,pass_sacked,,,,,,
player,201411200rai,rai,JoneJa04,pass_sacked_yds,0,,,,,
player,201411200rai,rai,JoneJa04,pass_long,0,,,,,
player,201411200rai,rai,JoneJa04,pass_rating,,,,,,
player,201411200rai,rai,JoneJa04,rush_att,0,,,,,
player,201411200rai,rai,JoneJa04,rush_yds,0,,,,,
player,201411200rai,rai,JoneJa04,rush_td,0,,,,,
player,201411200rai,rai,JoneJa04,rush_long,0,,,,,
player,201411200rai,rai,JoneJa04,targets,6,,,,,
player,201411200rai,rai,JoneJa04,rec,5,,,,,
player,201411200rai,rai,JoneJa04,rec_yds,47,,,,,
player,201411200rai,rai,JoneJa04,rec_td,1,,,,,
player,201411200rai,rai,JoneJa04,rec_long,17,,,,,
player,201411200rai,rai,JoneJa04,fumbles,0,,,,,
player,201411200rai,rai,JoneJa04,fumbles_lost,0,,,,,
player,201411200rai,rai,BrowVi00,pass_cmp,0,,,,,
player,201411200rai,rai,BrowVi00,pass_att,0,,,,,
player,201411200rai,rai,BrowVi00,pass_yds,0,,,,,
player,201411200rai,rai,BrowVi00,pass_td,0,,,,,
player,201411200rai,rai,BrowVi00,pass_int,0,,,,,
player,201411200rai,rai,BrowVi00,pass_sacked,,,,,,
player,201411200rai,rai,BrowVi00,pass_sacked_yds,0,,,,,
player,201411200rai,rai,BrowVi00,pass_long,0,,,,,
player,201411200rai,rai,BrowVi00,pass_rating,,,,,,
player,201411200rai,rai,BrowVi00,rush_att,0,,,,,
player,201411200rai,rai,BrowVi00,rush_yds,0,,,,,
player,201411200rai,rai,BrowVi00,rush_td,0,,,,,
player,201411200rai,rai,BrowVi00,rush_long,0,,,,,
player,201411200rai,rai,BrowVi00,targets,4,,,,,
player,201411200rai,rai,BrowVi00,rec,2,,,,,
player,201411200rai,rai,BrowVi00,rec_yds,30,,,,,
player,201411200rai,rai,BrowVi00,rec_td,0,,,,,
player,201411200rai,rai,BrowVi00,rec_long,19,,,,,
player,201411200rai,rai,BrowVi00,fumbles,0,,,,,
player,201411200rai,rai,BrowVi00,fumbles_lost,0,,,,,
player,201411200rai,rai,ButlBr00,pass_cmp,0,,,,,
player,201411200rai,rai,ButlBr00,pass_att,0,,,,,
player,201411200rai,rai,ButlBr00,pass_yds,0,,,,,
player,201411200rai,rai,ButlBr00,pass_td,0,,,,,
player,201411200rai,rai,ButlBr00,pass_int,0,,,,,
player,201411200rai,rai,ButlBr00,pass_sacked,,,,,,
player,201411200rai,rai,ButlBr00,pass_sacked_yds,0,,,,,
player,201411200rai,rai,ButlBr00,pass_long,0,,,,,
player,201411200rai,rai,ButlBr00,pass_rating,,,,,,
player,201411200rai,rai,ButlBr00,rush_att,0,,,,,
player,201411200rai,rai,ButlBr00,rush_yds,0,,,,,
player,201411200rai,rai,ButlBr00,rush_td,0,,,,,
player,201411200rai,rai,ButlBr00,rush_long,0,,,,,
player,201411200rai,rai,ButlBr00,targets,3,,,,,
player,201411200rai,rai,ButlBr00,rec,2,,,,,
player,201411200rai,rai,ButlBr00,rec_yds,21,,,,,
player,201411200rai,rai,ButlBr00,rec_td,0,,,,,
player,201411200rai,rai,ButlBr00,rec_long,11,,,,,
player,201411200rai,rai,ButlBr00,fumbles,0,,,,,
player,201411200rai,rai,ButlBr00,fumbles_lost,0,,,,,
player,201411200rai,rai,RiveMy00,pass_cmp,0,,,,,
player,201411200rai,rai,RiveMy00,pass_att,0,,,,,
player,201411200rai,rai,RiveMy00,pass_yds,0,,,,,
player,201411200rai,rai,RiveMy00,pass_td,0,,,,,
player,201411200rai,rai,RiveMy00,pass_int,0,,,,,
player,201411200rai,rai,RiveMy00,pass_sacked,,,,,,
player,201411200rai,rai,RiveMy00,pass_sacked_yds,0,,,,,
player,201411200rai,rai,RiveMy00,pass_long,0,,,,,
player,201411200rai,rai,RiveMy00,pass_rating,,,,,,
player,201411200rai,rai,RiveMy00,rush_att,0,,,,,
player,201411200rai,rai,RiveMy00,rush_yds,0,,,,,
player,201411200rai,rai,RiveMy00,rush_td,0,,,,,
player,201411200rai,rai,RiveMy00,rush_long,0,,,,,
player,201411200rai,rai,RiveMy00,targets,4,,,,,
player,201411200rai,rai,RiveMy00,rec,1,,,,,
player,201411200rai,rai,RiveMy00,rec_yds,8,,,,,
player,201411200rai,rai,RiveMy00,rec_td,0,,,,,
player,201411200rai,rai,RiveMy00,rec_long,8,,,,,
player,201411200rai,rai,RiveMy00,fumbles,0,,,,,
player,201411200rai,rai,RiveMy00,fumbles_lost,0,,,,,
player,201411200rai,rai,ThomKe02,pass_cmp,0,,,,,
player,201411200rai,rai,ThomKe02,pass_att,0,,,,,
player,201411200rai,rai,ThomKe02,pass_yds,0,,,,,
player,201411200rai,rai,ThomKe02,pass_td,0,,,,,
player,201411200rai,rai,ThomKe02,pass_int,0,,,,,
player,201411200rai,rai,ThomKe02,pass_sacked,0,,,,,
player,201411200rai,rai,ThomKe02,pass_sacked_yds,0,,,,,
player,201411200rai,rai,ThomKe02,pass_long,0,,,,,
player,201411200rai,rai,ThomKe02,pass_rating,,,,,,
player,201411200rai,rai,ThomKe02,rush_att,0,,,,,
player,201411200rai,rai,ThomKe02,rush_yds,0,,,,,
player,201411200rai,rai,ThomKe02,rush_td,0,,,,,
player,201411200rai,rai,ThomKe02,rush_long,0,,,,,
player,201411200rai,rai,ThomKe02,targets,1,,,,,
player,201411200rai,rai,ThomKe02,rec,0,,,,,
player,201411200rai,rai,ThomKe02,rec_yds,0,,,,,
player,201411200rai,rai,ThomKe02,rec_td,0,,,,,
player,201411200rai,rai,ThomKe02,rec_long,0,,,,,
player,201411200rai,rai,ThomKe02,fumbles,0,,,,,
player,201411200rai,rai,ThomKe02,fumbles_lost,0,,,,,
player,201411200rai,rai,DrewMa00,pass_cmp,0,,,,,
player,201411200rai,rai,DrewMa00,pass_att,0,,,,,
player,201411200rai,rai,DrewMa00,pass_yds,0,,,,,
player,201411200rai,rai,DrewMa00,pass_td,0,,,,,
player,201411200rai,rai,DrewMa00,pass_int,0,,,,,
player,201411200rai,rai,DrewMa00,pass_sacked,,,,,,
player,201411200rai,rai,DrewMa00,pass_sacked_yds,0,,,,,
player,201411200rai,rai,DrewMa00,pass_long,0,,,,,
player,201411200rai,rai,DrewMa00,pass_rating,,,,,,
player,201411200rai,rai,DrewMa00,rush_att,3,,,,,
player,201411200rai,rai,DrewMa00,rush_yds,-1,,,,,
player,201411200rai,rai,DrewMa00,rush_td,0,,,,,
player,201411200rai,rai,DrewMa00,rush_long,1,,,,,
