game,2014,16,20141220,201412200was,phi,"Philadelphia Eagles",24,was,"Washington Redskins",27
team,201412200was,phi,First Downs,30,,,,,,
team,201412200was,was,First Downs,21,,,,,,
team,201412200was,phi,Rush-Yds-TDs,31-134-1,,,,,,
team,201412200was,was,Rush-Yds-TDs,29-100-3,,,,,,
team,201412200was,phi,Cmp-Att-Yd-TD-INT,37-50-374-2-1,,,,,,
team,201412200was,was,Cmp-Att-Yd-TD-INT,16-23-220-0-1,,,,,,
team,201412200was,phi,Sacked-Yards,3-13,,,,,,
team,201412200was,was,Sacked-Yards,2-15,,,,,,
team,201412200was,phi,Net Pass Yards,361,,,,,,
team,201412200was,was,Net Pass Yards,205,,,,,,
team,201412200was,phi,Total Yards,495,,,,,,
team,201412200was,was,Total Yards,305,,,,,,
team,201412200was,phi,Fumbles-Lost,1-1,,,,,,
team,201412200was,was,Fumbles-Lost,2-1,,,,,,
team,201412200was,phi,Turnovers,2,,,,,,
team,201412200was,was,Turnovers,2,,,,,,
team,201412200was,phi,Penalties-Yards,13-102,,,,,,
team,201412200was,was,Penalties-Yards,3-15,,,,,,
team,201412200was,phi,Third Down Conv.,9-16,,,,,,
team,201412200was,was,Third Down Conv.,2-9,,,,,,
team,201412200was,phi,Fourth Down Conv.,0-0,,,,,,
team,201412200was,was,Fourth Down Conv.,0-0,,,,,,
team,201412200was,phi,Time of Possession,32:04,,,,,,
team,201412200was,was,Time of Possession,27:56,,,,,,
player,201412200was,phi,SancMa00,pass_cmp,37,,,,,
player,201412200was,phi,SancMa00,pass_att,50,,,,,
player,201412200was,phi,SancMa00,pass_yds,374,,,,,
player,201412200was,phi,SancMa00,pass_td,2,,,,,
player,201412200was,phi,SancMa00,pass_int,1,,,,,
player,201412200was,phi,SancMa00,pass_sacked,3,,,,,
player,201412200was,phi,SancMa00,pass_sacked_yds,13,,,,,
player,201412200was,phi,SancMa00,pass_long,26,,,,,
player,201412200was,phi,SancMa00,pass_rating,99.9,,,,,
player,201412200was,phi,SancMa00,rush_att,5,,,,,
player,201412200was,phi,SancMa00,rush_yds,22,,,,,
player,201412200was,phi,SancMa00,rush_td,0,,,,,
player,201412200was,phi,SancMa00,rush_long,6,,,,,
player,201412200was,phi,SancMa00,targets,0,,,,,
player,201412200was,phi,SancMa00,rec,0,,,,,
player,201412200was,phi,SancMa00,rec_yds,0,,,,,
player,201412200was,phi,SancMa00,rec_td,0,,,,,
player,201412200was,phi,SancMa00,rec_long,0,,,,,
player,201412200was,phi,SancMa00,fumbles,1,,,,,
player,201412200was,phi,SancMa00,fumbles_lost,1,,,,,
player,201412200was,phi,McCoLe01,pass_cmp,0,,,,,
player,201412200was,phi,McCoLe01,pass_att,0,,,,,
player,201412200was,phi,McCoLe01,pass_yds,0,,,,,
player,201412200was,phi,McCoLe01,pass_td,0,,,,,
player,201412200was,phi,McCoLe01,pass_int,0,,,,,
player,201412200was,phi,McCoLe01,pass_sacked,0,,,,,
player,201412200was,phi,McCoLe01,pass_sacked_yds,0,,,,,
player,201412200was,phi,McCoLe01,pass_long,0,,,,,
player,201412200was,phi,McCoLe01,pass_rating,,,,,,
player,201412200was,phi,McCoLe01,rush_att,22,,,,,
player,201412200was,phi,McCoLe01,rush_yds,88,,,,,
player,201412200was,phi,McCoLe01,rush_td,1,,,,,
player,201412200was,phi,McCoLe01,rush_long,22,,,,,
player,201412200was,phi,McCoLe01,targets,4,,,,,
player,201412200was,phi,McCoLe01,rec,3,,,,,
player,201412200was,phi,McCoLe01,rec_yds,28,,,,,
player,201412200was,phi,McCoLe01,rec_td,0,,,,,
player,201412200was,phi,McCoLe01,rec_long,18,,,,,
player,201412200was,phi,McCoLe01,fumbles,0,,,,,
player,201412200was,phi,McCoLe01,fumbles_lost,0,,,,,
player,201412200was,phi,SproDa00,pass_cmp,0,,,,,
player,201412200was,phi,SproDa00,pass_att,0,,,,,
player,201412200was,phi,SproDa00,pass_yds,0,,,,,
player,201412200was,phi,SproDa00,pass_td,0,,,,,
player,201412200was,phi,SproDa00,pass_int,0,,,,,
player,201412200was,phi,SproDa00,pass_sacked,0,,,,,
player,201412200was,phi,SproDa00,pass_sacked_yds,0,,,,,
player,201412200was,phi,SproDa00,pass_long,0,,,,,
player,201412200was,phi,SproDa00,pass_rating,,,,,,
player,201412200was,phi,SproDa00,rush_att,4,,,,,
player,201412200was,phi,SproDa00,rush_yds,24,,,,,
player,201412200was,phi,SproDa00,rush_td,0,,,,,
player,201412200was,phi,SproDa00,rush_long,12,,,,,
player,201412200was,phi,SproDa00,targets,9,,,,,
player,201412200was,phi,SproDa00,rec,6,,,,,
player,201412200was,phi,SproDa00,rec_yds,43,,,,,
player,201412200was,phi,SproDa00,rec_td,0,,,,,
player,201412200was,phi,SproDa00,rec_long,18,,,,,
player,201412200was,phi,SproDa00,fumbles,0,,,,,
player,201412200was,phi,SproDa00,fumbles_lost,0,,,,,
player,201412200was,phi,ErtzZa00,pass_cmp,0,,,,,
player,201412200was,phi,ErtzZa00,pass_att,0,,,,,
player,201412200was,phi,ErtzZa00,pass_yds,0,,,,,
player,201412200was,phi,ErtzZa00,pass_td,0,,,,,
player,201412200was,phi,ErtzZa00,pass_int,0,,,,,
player,201412200was,phi,ErtzZa00,pass_sacked,0,,,,,
player,201412200was,phi,ErtzZa00,pass_sacked_yds,0,,,,,
player,201412200was,phi,ErtzZa00,pass_long,0,,,,,
player,201412200was,phi,ErtzZa00,pass_rating,,,,,,
player,201412200was,phi,ErtzZa00,rush_att,0,,,,,
player,201412200was,phi,ErtzZa00,rush_yds,0,,,,,
player,201412200was,phi,ErtzZa00,rush_td,0,,,,,
player,201412200was,phi,ErtzZa00,rush_long,0,,,,,
player,201412200was,phi,ErtzZa00,targets,18,,,,,
player,201412200was,phi,ErtzZa00,rec,15,,,,,
player,201412200was,phi,ErtzZa00,rec_yds,115,,,,,
player,201412200was,phi,ErtzZa00,rec_td,0,,,,,
player,201412200was,phi,ErtzZa00,rec_long,16,,,,,
player,201412200was,phi,ErtzZa00,fumbles,0,,,,,
player,201412200was,phi,ErtzZa00,fumbles_lost,0,,,,,
player,201412200was,phi,MaclJe00,pass_cmp,0,,,,,
player,201412200was,phi,MaclJe00,pass_att,0,,,,,
player,201412200was,phi,MaclJe00,pass_yds,0,,,,,
player,201412200was,phi,MaclJe00,pass_td,0,,,,,
player,201412200was,phi,MaclJe00,pass_int,0,,,,,
player,201412200was,phi,MaclJe00,pass_sacked,0,,,,,
player,201412200was,phi,MaclJe00,pass_sacked_yds,0,,,,,
player,201412200was,phi,MaclJe00,pass_long,0,,,,,
player,201412200was,phi,MaclJe00,pass_rating,,,,,,
player,201412200was,phi,MaclJe00,rush_att,0,,,,,
player,201412200was,phi,MaclJe00,rush_yds,0,,,,,
player,201412200was,phi,MaclJe00,rush_td,0,,,,,
player,201412200was,phi,MaclJe00,rush_long,0,,,,,
player,201412200was,phi,MaclJe00,targets,6,,,,,
player,201412200was,phi,MaclJe00,rec,4,,,,,
player,201412200was,phi,MaclJe00,rec_yds,62,,,,,
player,201412200was,phi,MaclJe00,rec_td,0,,,,,
player,201412200was,phi,MaclJe00,rec_long,22,,,,,
player,201412200was,phi,MaclJe00,fumbles,0,,,,,
player,201412200was,phi,MaclJe00,fumbles_lost,0,,,,,
