game,2014,5,20141005,201410050phi,ram,"St. Louis Rams",28,phi,"Philadelphia Eagles",34
player,201410050phi,phi,SmitBr01,off_pct,0%,,,,,
player,201410050phi,phi,SmitBr01,defense,0,,,,,
player,201410050phi,phi,SmitBr01,def_pct,0%,,,,,
player,201410050phi,phi,SmitBr01,special_teams,11,,,,,
player,201410050phi,phi,SmitBr01,st_pct,35%,,,,,
player,201410050phi,phi,DoreJo20,pos,LS,,,,,
player,201410050phi,phi,DoreJo20,offense,0,,,,,
player,201410050phi,phi,DoreJo20,off_pct,0%,,,,,
player,201410050phi,phi,DoreJo20,defense,0,,,,,
player,201410050phi,phi,DoreJo20,def_pct,0%,,,,,
player,201410050phi,phi,DoreJo20,special_teams,10,,,,,
player,201410050phi,phi,DoreJo20,st_pct,32%,,,,,
player,201410050phi,phi,JoneDo21,pos,P,,,,,
player,201410050phi,phi,JoneDo21,offense,0,,,,,
player,201410050phi,phi,JoneDo21,off_pct,0%,,,,,
player,201410050phi,phi,JoneDo21,defense,0,,,,,
player,201410050phi,phi,JoneDo21,def_pct,0%,,,,,
player,201410050phi,phi,JoneDo21,special_teams,10,,,,,
player,201410050phi,phi,JoneDo21,st_pct,32%,,,,,
player,201410050phi,phi,GardAn20,pos,T,,,,,
player,201410050phi,phi,GardAn20,offense,0,,,,,
player,201410050phi,phi,GardAn20,off_pct,0%,,,,,
player,201410050phi,phi,GardAn20,defense,0,,,,,
player,201410050phi,phi,GardAn20,def_pct,0%,,,,,
player,201410050phi,phi,GardAn20,special_teams,6,,,,,
player,201410050phi,phi,GardAn20,st_pct,19%,,,,,
player,201410050phi,phi,SmitWa21,pos,G,,,,,
player,201410050phi,phi,SmitWa21,offense,0,,,,,
player,201410050phi,phi,SmitWa21,off_pct,0%,,,,,
player,201410050phi,phi,SmitWa21,defense,0,,,,,
player,201410050phi,phi,SmitWa21,def_pct,0%,,,,,
player,201410050phi,phi,SmitWa21,special_teams,6,,,,,
player,201410050phi,phi,SmitWa21,st_pct,19%,,,,,
player,201410050phi,ram,BarkJo00,pos,T,,,,,
player,201410050phi,ram,BarkJo00,offense,78,,,,,
player,201410050phi,ram,BarkJo00,off_pct,100%,,,,,
player,201410050phi,ram,BarkJo00,defense,0,,,,,
player,201410050phi,ram,BarkJo00,def_pct,0%,,,,,
player,201410050phi,ram,BarkJo00,special_teams,4,,,,,
player,201410050phi,ram,BarkJo00,st_pct,13%,,,,,
player,201410050phi,ram,SaffRo20,pos,T,,,,,
player,201410050phi,ram,SaffRo20,offense,78,,,,,
player,201410050phi,ram,SaffRo20,off_pct,100%,,,,,
player,201410050phi,ram,SaffRo20,defense,0,,,,,
player,201410050phi,ram,SaffRo20,def_pct,0%,,,,,
player,201410050phi,ram,SaffRo20,special_teams,4,,,,,
player,201410050phi,ram,SaffRo20,st_pct,13%,,,,,
player,201410050phi,ram,JoseDa20,pos,G,,,,,
player,201410050phi,ram,JoseDa20,offense,78,,,,,
player,201410050phi,ram,JoseDa20,off_pct,100%,,,,,
player,201410050phi,ram,JoseDa20,defense,0,,,,,
player,201410050phi,ram,JoseDa20,def_pct,0%,,,,,
player,201410050phi,ram,JoseDa20,special_teams,4,,,,,
player,201410050phi,ram,JoseDa20,st_pct,13%,,,,,
player,201410050phi,ram,WellSc20,pos,C,,,,,
player,201410050phi,ram,WellSc20,offense,78,,,,,
player,201410050phi,ram,WellSc20,off_pct,100%,,,,,
player,201410050phi,ram,WellSc20,defense,0,,,,,
player,201410050phi,ram,WellSc20,def_pct,0%,,,,,
player,201410050phi,ram,WellSc20,special_teams,0,,,,,
player,201410050phi,ram,WellSc20,st_pct,0%,,,,,
player,201410050phi,ram,DaviAu00,pos,QB,,,,,
player,201410050phi,ram,DaviAu00,offense,78,,,,,
player,201410050phi,ram,DaviAu00,off_pct,100%,,,,,
player,201410050phi,ram,DaviAu00,defense,0,,,,,
player,201410050phi,ram,DaviAu00,def_pct,0%,,,,,
player,201410050phi,ram,DaviAu00,special_teams,0,,,,,
player,201410050phi,ram,DaviAu00,st_pct,0%,,,,,
player,201410050phi,ram,LongJa20,pos,T,,,,,
player,201410050phi,ram,LongJa20,offense,78,,,,,
player,201410050phi,ram,LongJa20,off_pct,100%,,,,,
player,201410050phi,ram,LongJa20,defense,0,,,,,
player,201410050phi,ram,LongJa20,def_pct,0%,,,,,
player,201410050phi,ram,LongJa20,special_teams,0,,,,,
player,201410050phi,ram,LongJa20,st_pct,0%,,,,,
player,201410050phi,ram,CookJa02,pos,TE,,,,,
player,201410050phi,ram,CookJa02,offense,63,,,,,
player,201410050phi,ram,CookJa02,off_pct,81%,,,,,
player,201410050phi,ram,CookJa02,defense,0,,,,,
player,201410050phi,ram,CookJa02,def_pct,0%,,,,,
player,201410050phi,ram,CookJa02,special_teams,0,,,,,
player,201410050phi,ram,CookJa02,st_pct,0%,,,,,
player,201410050phi,ram,QuicBr00,pos,WR,,,,,
player,201410050phi,ram,QuicBr00,offense,62,,,,,
player,201410050phi,ram,QuicBr00,off_pct,79%,,,,,
player,201410050phi,ram,QuicBr00,defense,0,,,,,
player,201410050phi,ram,QuicBr00,def_pct,0%,,,,,
player,201410050phi,ram,QuicBr00,special_teams,0,,,,,
player,201410050phi,ram,QuicBr00,st_pct,0%,,,,,
player,201410050phi,ram,BritKe00,pos,WR,,,,,
player,201410050phi,ram,BritKe00,offense,47,,,,,
player,201410050phi,ram,BritKe00,off_pct,60%,,,,,
player,201410050phi,ram,BritKe00,defense,0,,,,,
player,201410050phi,ram,BritKe00,def_pct,0%,,,,,
player,201410050phi,ram,BritKe00,special_teams,0,,,,,
player,201410050phi,ram,BritKe00,st_pct,0%,,,,,
player,201410050phi,ram,CunnBe01,pos,RB,,,,,
player,201410050phi,ram,CunnBe01,offense,44,,,,,
player,201410050phi,ram,CunnBe01,off_pct,56%,,,,,
player,201410050phi,ram,CunnBe01,defense,0,,,,,
player,201410050phi,ram,CunnBe01,def_pct,0%,,,,,
player,201410050phi,ram,CunnBe01,special_teams,14,,,,,
player,201410050phi,ram,CunnBe01,st_pct,45%,,,,,
player,201410050phi,ram,KendLa00,pos,TE,,,,,
player,201410050phi,ram,KendLa00,offense,37,,,,,
player,201410050phi,ram,KendLa00,off_pct,47%,,,,,
player,201410050phi,ram,KendLa00,defense,0,,,,,
player,201410050phi,ram,KendLa00,def_pct,0%,,,,,
player,201410050phi,ram,KendLa00,special_teams,4,,,,,
player,201410050phi,ram,KendLa00,st_pct,13%,,,,,
player,201410050phi,ram,PettAu00,pos,WR,,,,,
player,201410050phi,ram,PettAu00,offense,36,,,,,
player,201410050phi,ram,PettAu00,off_pct,46%,,,,,
player,201410050phi,ram,PettAu00,defense,0,,,,,
player,201410050phi,ram,PettAu00,def_pct,0%,,,,,
player,201410050phi,ram,PettAu00,special_teams,0,,,,,
player,201410050phi,ram,PettAu00,st_pct,0%,,,,,
player,201410050phi,ram,StacZa00,pos,RB,,,,,
player,201410050phi,ram,StacZa00,offense,29,,,,,
player,201410050phi,ram,StacZa00,off_pct,37%,,,,,
player,201410050phi,ram,StacZa00,defense,0,,,,,
player,201410050phi,ram,StacZa00,def_pct,0%,,,,,
player,201410050phi,ram,StacZa00,special_teams,0,,,,,
player,201410050phi,ram,StacZa00,st_pct,0%,,,,,
player,201410050phi,ram,HarkCo00,pos,TE,,,,,
player,201410050phi,ram,HarkCo00,offense,26,,,,,
player,201410050phi,ram,HarkCo00,off_pct,33%,,,,,
player,201410050phi,ram,HarkCo00,defense,0,,,,,
player,201410050phi,ram,HarkCo00,def_pct,0%,,,,,
player,201410050phi,ram,HarkCo00,special_teams,13,,,,,
player,201410050phi,ram,HarkCo00,st_pct,42%,,,,,
player,201410050phi,ram,AustTa00,pos,WR,,,,,
player,201410050phi,ram,AustTa00,offense,24,,,,,
player,201410050phi,ram,AustTa00,off_pct,31%,,,,,
player,201410050phi,ram,AustTa00,defense,0,,,,,
player,201410050phi,ram,AustTa00,def_pct,0%,,,,,
player,201410050phi,ram,AustTa00,special_teams,4,,,,,
player,201410050phi,ram,AustTa00,st_pct,13%,,,,,
player,201410050phi,ram,BailSt01,pos,WR,,,,,
player,201410050phi,ram,BailSt01,offense,17,,,,,
player,201410050phi,ram,BailSt01,off_pct,22%,,,,,
player,201410050phi,ram,BailSt01,defense,0,,,,,
player,201410050phi,ram,BailSt01,def_pct,0%,,,,,
player,201410050phi,ram,BailSt01,special_teams,21,,,,,
player,201410050phi,ram,BailSt01,st_pct,68%,,,,,
player,201410050phi,ram,WattTr00,pos,RB,,,,,
player,201410050phi,ram,WattTr00,offense,5,,,,,
player,201410050phi,ram,WattTr00,off_pct,6%,,,,,
player,201410050phi,ram,WattTr00,defense,0,,,,,
player,201410050phi,ram,WattTr00,def_pct,0%,,,,,
player,201410050phi,ram,WattTr00,special_teams,5,,,,,
player,201410050phi,ram,WattTr00,st_pct,16%,,,,,
player,201410050phi,ram,McLeRo00,pos,FS,,,,,
player,201410050phi,ram,McLeRo00,offense,0,,,,,
player,201410050phi,ram,McLeRo00,off_pct,0%,,,,,
player,201410050phi,ram,McLeRo00,defense,73,,,,,
player,201410050phi,ram,McLeRo00,def_pct,100%,,,,,
player,201410050phi,ram,McLeRo00,special_teams,11,,,,,
player,201410050phi,ram,McLeRo00,st_pct,35%,,,,,
player,201410050phi,ram,McDoTJ00,pos,SS,,,,,
player,201410050phi,ram,McDoTJ00,offense,0,,,,,
player,201410050phi,ram,McDoTJ00,off_pct,0%,,,,,
player,201410050phi,ram,McDoTJ00,defense,73,,,,,
player,201410050phi,ram,McDoTJ00,def_pct,100%,,,,,
player,201410050phi,ram,McDoTJ00,special_teams,11,,,,,
player,201410050phi,ram,McDoTJ00,st_pct,35%,,,,,
player,201410050phi,ram,JenkJa03,pos,CB,,,,,
player,201410050phi,ram,JenkJa03,offense,0,,,,,
player,201410050phi,ram,JenkJa03,off_pct,0%,,,,,
player,201410050phi,ram,JenkJa03,defense,73,,,,,
player,201410050phi,ram,JenkJa03,def_pct,100%,,,,,
player,201410050phi,ram,JenkJa03,special_teams,10,,,,,
player,201410050phi,ram,JenkJa03,st_pct,32%,,,,,
player,201410050phi,ram,GainE.00,pos,CB,,,,,
player,201410050phi,ram,GainE.00,offense,0,,,,,
player,201410050phi,ram,GainE.00,off_pct,0%,,,,,
player,201410050phi,ram,GainE.00,defense,73,,,,,
player,201410050phi,ram,GainE.00,def_pct,100%,,,,,
player,201410050phi,ram,GainE.00,special_teams,6,,,,,
player,201410050phi,ram,GainE.00,st_pct,19%,,,,,
player,201410050phi,ram,OgleAl00,pos,LB,,,,,
player,201410050phi,ram,OgleAl00,offense,0,,,,,
player,201410050phi,ram,OgleAl00,off_pct,0%,,,,,
player,201410050phi,ram,OgleAl00,defense,73,,,,,
player,201410050phi,ram,OgleAl00,def_pct,100%,,,,,
player,201410050phi,ram,OgleAl00,special_teams,4,,,,,
player,201410050phi,ram,OgleAl00,st_pct,13%,,,,,
player,201410050phi,ram,LaurJa99,pos,LB,,,,,
player,201410050phi,ram,LaurJa99,offense,0,,,,,
player,201410050phi,ram,LaurJa99,off_pct,0%,,,,,
player,201410050phi,ram,LaurJa99,defense,73,,,,,
player,201410050phi,ram,LaurJa99,def_pct,100%,,,,,
player,201410050phi,ram,LaurJa99,special_teams,0,,,,,
player,201410050phi,ram,LaurJa99,st_pct,0%,,,,,
player,201410050phi,ram,QuinRo00,pos,DE,,,,,
player,201410050phi,ram,QuinRo00,offense,0,,,,,
player,201410050phi,ram,QuinRo00,off_pct,0%,,,,,
player,201410050phi,ram,QuinRo00,defense,51,,,,,
player,201410050phi,ram,QuinRo00,def_pct,70%,,,,,
player,201410050phi,ram,QuinRo00,special_teams,6,,,,,
player,201410050phi,ram,QuinRo00,st_pct,19%,,,,,
player,201410050phi,ram,LangKe98,pos,DT,,,,,
player,201410050phi,ram,LangKe98,offense,0,,,,,
player,201410050phi,ram,LangKe98,off_pct,0%,,,,,
player,201410050phi,ram,LangKe98,defense,49,,,,,
player,201410050phi,ram,LangKe98,def_pct,67%,,,,,
player,201410050phi,ram,LangKe98,special_teams,0,,,,,
player,201410050phi,ram,LangKe98,st_pct,0%,,,,,
player,201410050phi,ram,BrocMi00,pos,DT,,,,,
player,201410050phi,ram,BrocMi00,offense,0,,,,,
player,201410050phi,ram,BrocMi00,off_pct,0%,,,,,
player,201410050phi,ram,BrocMi00,defense,47,,,,,
player,201410050phi,ram,BrocMi00,def_pct,64%,,,,,
player,201410050phi,ram,BrocMi00,special_teams,0,,,,,
player,201410050phi,ram,BrocMi00,st_pct,0%,,,,,
player,201410050phi,ram,HayeWi99,pos,DE,,,,,
player,201410050phi,ram,HayeWi99,offense,0,,,,,
player,201410050phi,ram,HayeWi99,off_pct,0%,,,,,
player,201410050phi,ram,HayeWi99,defense,46,,,,,
player,201410050phi,ram,HayeWi99,def_pct,63%,,,,,
player,201410050phi,ram,HayeWi99,special_teams,6,,,,,
player,201410050phi,ram,HayeWi99,st_pct,19%,,,,,
player,201410050phi,ram,DunbJo20,pos,LB,,,,,
player,201410050phi,ram,DunbJo20,offense,0,,,,,
player,201410050phi,ram,DunbJo20,off_pct,0%,,,,,
player,201410050phi,ram,DunbJo20,defense,37,,,,,
player,201410050phi,ram,DunbJo20,def_pct,51%,,,,,
player,201410050phi,ram,DunbJo20,special_teams,0,,,,,
player,201410050phi,ram,DunbJo20,st_pct,0%,,,,,
player,201410050phi,ram,JoynLa00,pos,FS,,,,,
player,201410050phi,ram,JoynLa00,offense,0,,,,,
player,201410050phi,ram,JoynLa00,off_pct,0%,,,,,
player,201410050phi,ram,JoynLa00,defense,36,,,,,
player,201410050phi,ram,JoynLa00,def_pct,49%,,,,,
player,201410050phi,ram,JoynLa00,special_teams,14,,,,,
player,201410050phi,ram,JoynLa00,st_pct,45%,,,,,
player,201410050phi,ram,WestEt00,pos,DE,,,,,
player,201410050phi,ram,WestEt00,offense,0,,,,,
player,201410050phi,ram,WestEt00,off_pct,0%,,,,,
player,201410050phi,ram,WestEt00,defense,27,,,,,
player,201410050phi,ram,WestEt00,def_pct,37%,,,,,
player,201410050phi,ram,WestEt00,special_teams,0,,,,,
player,201410050phi,ram,WestEt00,st_pct,0%,,,,,
player,201410050phi,ram,DonaAa00,pos,DT,,,,,
player,201410050phi,ram,DonaAa00,offense,0,,,,,
player,201410050phi,ram,DonaAa00,off_pct,0%,,,,,
player,201410050phi,ram,DonaAa00,defense,26,,,,,
player,201410050phi,ram,DonaAa00,def_pct,36%,,,,,
player,201410050phi,ram,DonaAa00,special_teams,6,,,,,
player,201410050phi,ram,DonaAa00,st_pct,19%,,,,,
player,201410050phi,ram,CarrAl99,pos,DT,,,,,
player,201410050phi,ram,CarrAl99,offense,0,,,,,
player,201410050phi,ram,CarrAl99,off_pct,0%,,,,,
player,201410050phi,ram,CarrAl99,defense,24,,,,,
player,201410050phi,ram,CarrAl99,def_pct,33%,,,,,
player,201410050phi,ram,CarrAl99,special_teams,6,,,,,
player,201410050phi,ram,CarrAl99,st_pct,19%,,,,,
player,201410050phi,ram,SimsEu99,pos,DE,,,,,
player,201410050phi,ram,SimsEu99,offense,0,,,,,
player,201410050phi,ram,SimsEu99,off_pct,0%,,,,,
player,201410050phi,ram,SimsEu99,defense,22,,,,,
player,201410050phi,ram,SimsEu99,def_pct,30%,,,,,
player,201410050phi,ram,SimsEu99,special_teams,12,,,,,
player,201410050phi,ram,SimsEu99,st_pct,39%,,,,,
player,201410050phi,ram,ArmsRa01,pos,LB,,,,,
player,201410050phi,ram,ArmsRa01,offense,0,,,,,
player,201410050phi,ram,ArmsRa01,off_pct,0%,,,,,
player,201410050phi,ram,ArmsRa01,defense,0,,,,,
player,201410050phi,ram,ArmsRa01,def_pct,0%,,,,,
player,201410050phi,ram,ArmsRa01,special_teams,27,,,,,
player,201410050phi,ram,ArmsRa01,st_pct,87%,,,,,
player,201410050phi,ram,BateDa00,pos,LB,,,,,
player,201410050phi,ram,BateDa00,offense,0,,,,,
player,201410050phi,ram,BateDa00,off_pct,0%,,,,,
player,201410050phi,ram,BateDa00,defense,0,,,,,
player,201410050phi,ram,BateDa00,def_pct,0%,,,,,
player,201410050phi,ram,BateDa00,special_teams,27,,,,,
player,201410050phi,ram,BateDa00,st_pct,87%,,,,,
player,201410050phi,ram,ReynCh00,pos,RB,,,,,
player,201410050phi,ram,ReynCh00,offense,0,,,,,
player,201410050phi,ram,ReynCh00,off_pct,0%,,,,,
player,201410050phi,ram,ReynCh00,defense,0,,,,,
player,201410050phi,ram,ReynCh00,def_pct,0%,,,,,
player,201410050phi,ram,ReynCh00,special_teams,21,,,,,
player,201410050phi,ram,ReynCh00,st_pct,68%,,,,,
player,201410050phi,ram,DaviCo02,pos,FS,,,,,
player,201410050phi,ram,DaviCo02,offense,0,,,,,
player,201410050phi,ram,DaviCo02,off_pct,0%,,,,,
player,201410050phi,ram,DaviCo02,defense,0,,,,,
player,201410050phi,ram,DaviCo02,def_pct,0%,,,,,
player,201410050phi,ram,DaviCo02,special_teams,21,,,,,
player,201410050phi,ram,DaviCo02,st_pct,68%,,,,,
player,201410050phi,ram,RobeMa00,pos,CB,,,,,
player,201410050phi,ram,RobeMa00,offense,0,,,,,
player,201410050phi,ram,RobeMa00,off_pct,0%,,,,,
player,201410050phi,ram,RobeMa00,defense,0,,,,,
player,201410050phi,ram,RobeMa00,def_pct,0%,,,,,
player,201410050phi,ram,RobeMa00,special_teams,15,,,,,
player,201410050phi,ram,RobeMa00,st_pct,48%,,,,,
player,201410050phi,ram,BayeAl00,pos,TE,,,,,
player,201410050phi,ram,BayeAl00,offense,0,,,,,
player,201410050phi,ram,BayeAl00,off_pct,0%,,,,,
player,201410050phi,ram,BayeAl00,defense,0,,,,,
player,201410050phi,ram,BayeAl00,def_pct,0%,,,,,
player,201410050phi,ram,BayeAl00,special_teams,12,,,,,
player,201410050phi,ram,BayeAl00,st_pct,39%,,,,,
player,201410050phi,ram,PersMi00,pos,G,,,,,
player,201410050phi,ram,PersMi00,offense,0,,,,,
player,201410050phi,ram,PersMi00,off_pct,0%,,,,,
player,201410050phi,ram,PersMi00,defense,0,,,,,
player,201410050phi,ram,PersMi00,def_pct,0%,,,,,
player,201410050phi,ram,PersMi00,special_teams,11,,,,,
player,201410050phi,ram,PersMi00,st_pct,35%,,,,,
player,201410050phi,ram,BarnTi01,pos,C,,,,,
player,201410050phi,ram,BarnTi01,offense,0,,,,,
player,201410050phi,ram,BarnTi01,off_pct,0%,,,,,
player,201410050phi,ram,BarnTi01,defense,0,,,,,
player,201410050phi,ram,BarnTi01,def_pct,0%,,,,,
player,201410050phi,ram,BarnTi01,special_teams,11,,,,,
player,201410050phi,ram,BarnTi01,st_pct,35%,,,,,
player,201410050phi,ram,HekkJo00,pos,P,,,,,
player,201410050phi,ram,HekkJo00,offense,0,,,,,
player,201410050phi,ram,HekkJo00,off_pct,0%,,,,,
player,201410050phi,ram,HekkJo00,defense,0,,,,,
player,201410050phi,ram,HekkJo00,def_pct,0%,,,,,
player,201410050phi,ram,HekkJo00,special_teams,9,,,,,
player,201410050phi,ram,HekkJo00,st_pct,29%,,,,,
player,201410050phi,ram,McQuJa00,pos,LS,,,,,
player,201410050phi,ram,McQuJa00,offense,0,,,,,
player,201410050phi,ram,McQuJa00,off_pct,0%,,,,,
player,201410050phi,ram,McQuJa00,defense,0,,,,,
player,201410050phi,ram,McQuJa00,def_pct,0%,,,,,
player,201410050phi,ram,McQuJa00,special_teams,9,,,,,
player,201410050phi,ram,McQuJa00,st_pct,29%,,,,,
player,201410050phi,ram,ZuerGr00,pos,K,,,,,
player,201410050phi,ram,ZuerGr00,offense,0,,,,,
player,201410050phi,ram,ZuerGr00,off_pct,0%,,,,,
player,201410050phi,ram,ZuerGr00,defense,0,,,,,
player,201410050phi,ram,ZuerGr00,def_pct,0%,,,,,
player,201410050phi,ram,ZuerGr00,special_teams,9,,,,,
player,201410050phi,ram,ZuerGr00,st_pct,29%,,,,,
player,201410050phi,ram,RobiGr01,pos,G,,,,,
player,201410050phi,ram,RobiGr01,offense,0,,,,,
player,201410050phi,ram,RobiGr01,off_pct,0%,,,,,
player,201410050phi,ram,RobiGr01,defense,0,,,,,
player,201410050phi,ram,RobiGr01,def_pct,0%,,,,,
player,201410050phi,ram,RobiGr01,special_teams,4,,,,,
player,201410050phi,ram,RobiGr01,st_pct,13%,,,,,
