game,2014,1,20140907,201409070mia,nwe,"New England Patriots",20,mia,"Miami Dolphins",33
team,201409070mia,nwe,First Downs,20,,,,,,
team,201409070mia,mia,First Downs,25,,,,,,
team,201409070mia,nwe,Rush-Yds-TDs,20-89-1,,,,,,
team,201409070mia,mia,Rush-Yds-TDs,38-191-1,,,,,,
team,201409070mia,nwe,Cmp-Att-Yd-TD-INT,29-56-249-1-0,,,,,,
team,201409070mia,mia,Cmp-Att-Yd-TD-INT,18-32-178-2-1,,,,,,
team,201409070mia,nwe,Sacked-Yards,4-23,,,,,,
team,201409070mia,mia,Sacked-Yards,1-9,,,,,,
team,201409070mia,nwe,Net Pass Yards,226,,,,,,
team,201409070mia,mia,Net Pass Yards,169,,,,,,
team,201409070mia,nwe,Total Yards,315,,,,,,
team,201409070mia,mia,Total Yards,360,,,,,,
team,201409070mia,nwe,Fumbles-Lost,3-2,,,,,,
team,201409070mia,mia,Fumbles-Lost,3-2,,,,,,
team,201409070mia,nwe,Turnovers,2,,,,,,
team,201409070mia,mia,Turnovers,3,,,,,,
team,201409070mia,nwe,Penalties-Yards,9-100,,,,,,
team,201409070mia,mia,Penalties-Yards,4-26,,,,,,
team,201409070mia,nwe,Third Down Conv.,5-17,,,,,,
team,201409070mia,mia,Third Down Conv.,7-13,,,,,,
team,201409070mia,nwe,Fourth Down Conv.,2-4,,,,,,
team,201409070mia,mia,Fourth Down Conv.,0-0,,,,,,
team,201409070mia,nwe,Time of Possession,29:33,,,,,,
team,201409070mia,mia,Time of Possession,30:27,,,,,,
player,201409070mia,nwe,BradTo00,pass_cmp,29,,,,,
player,201409070mia,nwe,BradTo00,pass_att,56,,,,,
player,201409070mia,nwe,BradTo00,pass_yds,249,,,,,
player,201409070mia,nwe,BradTo00,pass_td,1,,,,,
player,201409070mia,nwe,BradTo00,pass_int,0,,,,,
player,201409070mia,nwe,BradTo00,pass_sacked,4,,,,,
player,201409070mia,nwe,BradTo00,pass_sacked_yds,23,,,,,
player,201409070mia,nwe,BradTo00,pass_long,44,,,,,
player,201409070mia,nwe,BradTo00,pass_rating,69.7,,,,,
player,201409070mia,nwe,BradTo00,rush_att,1,,,,,
player,201409070mia,nwe,BradTo00,rush_yds,3,,,,,
player,201409070mia,nwe,BradTo00,rush_td,0,,,,,
player,201409070mia,nwe,BradTo00,rush_long,3,,,,,
player,201409070mia,nwe,BradTo00,targets,0,,,,,
player,201409070mia,nwe,BradTo00,rec,0,,,,,
player,201409070mia,nwe,BradTo00,rec_yds,0,,,,,
player,201409070mia,nwe,BradTo00,rec_td,0,,,,,
player,201409070mia,nwe,BradTo00,rec_long,0,,,,,
player,201409070mia,nwe,BradTo00,fumbles,2,,,,,
player,201409070mia,nwe,BradTo00,fumbles_lost,2,,,,,
player,201409070mia,nwe,VereSh00,pass_cmp,0,,,,,
player,201409070mia,nwe,VereSh00,pass_att,0,,,,,
player,201409070mia,nwe,VereSh00,pass_yds,0,,,,,
player,201409070mia,nwe,VereSh00,pass_td,0,,,,,
player,201409070mia,nwe,VereSh00,pass_int,0,,,,,
player,201409070mia,nwe,VereSh00,pass_sacked,0,,,,,
player,201409070mia,nwe,VereSh00,pass_sacked_yds,0,,,,,
player,201409070mia,nwe,VereSh00,pass_long,0,,,,,
player,201409070mia,nwe,VereSh00,pass_rating,,,,,,
player,201409070mia,nwe,VereSh00,rush_att,7,,,,,
player,201409070mia,nwe,VereSh00,rush_yds,36,,,,,
player,201409070mia,nwe,VereSh00,rush_td,1,,,,,
player,201409070mia,nwe,VereSh00,rush_long,11,,,,,
player,201409070mia,nwe,VereSh00,targets,8,,,,,
player,201409070mia,nwe,VereSh00,rec,5,,,,,
player,201409070mia,nwe,VereSh00,rec_yds,35,,,,,
player,201409070mia,nwe,VereSh00,rec_td,0,,,,,
player,201409070mia,nwe,VereSh00,rec_long,12,,,,,
player,201409070mia,nwe,VereSh00,fumbles,0,,,,,
player,201409070mia,nwe,VereSh00,fumbles_lost,0,,,,,
player,201409070mia,nwe,EdelJu00,pass_cmp,0,,,,,
player,201409070mia,nwe,EdelJu00,pass_att,0,,,,,
player,201409070mia,nwe,EdelJu00,pass_yds,0,,,,,
player,201409070mia,nwe,EdelJu00,pass_td,0,,,,,
player,201409070mia,nwe,EdelJu00,pass_int,0,,,,,
player,201409070mia,nwe,EdelJu00,pass_sacked,0,,,,,
player,201409070mia,nwe,EdelJu00,pass_sacked_yds,0,,,,,
player,201409070mia,nwe,EdelJu00,pass_long,0,,,,,
player,201409070mia,nwe,EdelJu00,pass_rating,,,,,,
player,201409070mia,nwe,EdelJu00,rush_att,2,,,,,
player,201409070mia,nwe,EdelJu00,rush_yds,21,,,,,
player,201409070mia,nwe,EdelJu00,rush_td,0,,,,,
player,201409070mia,nwe,EdelJu00,rush_long,17,,,,,
player,201409070mia,nwe,EdelJu00,targets,8,,,,,
player,201409070mia,nwe,EdelJu00,rec,6,,,,,
player,201409070mia,nwe,EdelJu00,rec_yds,95,,,,,
player,201409070mia,nwe,EdelJu00,rec_td,0,,,,,
player,201409070mia,nwe,EdelJu00,rec_long,44,,,,,
player,201409070mia,nwe,EdelJu00,fumbles,1,,,,,
player,201409070mia,nwe,EdelJu00,fumbles_lost,0,,,,,
player,201409070mia,nwe,RidlSt00,pass_cmp,0,,,,,
