game,2014,4,20140928,201409280clt,oti,"Tennessee Titans",17,clt,"Indianapolis Colts",41
player,201409280clt,oti,WashNa00,pass_sacked_yds,0,,,,,
player,201409280clt,oti,WashNa00,pass_long,0,,,,,
player,201409280clt,oti,WashNa00,pass_rating,,,,,,
player,201409280clt,oti,WashNa00,rush_att,0,,,,,
player,201409280clt,oti,WashNa00,rush_yds,0,,,,,
player,201409280clt,oti,WashNa00,rush_td,0,,,,,
player,201409280clt,oti,WashNa00,rush_long,0,,,,,
player,201409280clt,oti,WashNa00,targets,4,,,,,
player,201409280clt,oti,WashNa00,rec,1,,,,,
player,201409280clt,oti,WashNa00,rec_yds,20,,,,,
player,201409280clt,oti,WashNa00,rec_td,0,,,,,
player,201409280clt,oti,WashNa00,rec_long,20,,,,,
player,201409280clt,oti,WashNa00,fumbles,0,,,,,
player,201409280clt,oti,WashNa00,fumbles_lost,0,,,,,
player,201409280clt,oti,HuntJu00,pass_cmp,0,,,,,
player,201409280clt,oti,HuntJu00,pass_att,0,,,,,
player,201409280clt,oti,HuntJu00,pass_yds,0,,,,,
player,201409280clt,oti,HuntJu00,pass_td,0,,,,,
player,201409280clt,oti,HuntJu00,pass_int,0,,,,,
player,201409280clt,oti,HuntJu00,pass_sacked,0,,,,,
player,201409280clt,oti,HuntJu00,pass_sacked_yds,0,,,,,
player,201409280clt,oti,HuntJu00,pass_long,0,,,,,
player,201409280clt,oti,HuntJu00,pass_rating,,,,,,
player,201409280clt,oti,HuntJu00,rush_att,0,,,,,
player,201409280clt,oti,HuntJu00,rush_yds,0,,,,,
player,201409280clt,oti,HuntJu00,rush_td,0,,,,,
player,201409280clt,oti,HuntJu00,rush_long,0,,,,,
player,201409280clt,oti,HuntJu00,targets,5,,,,,
player,201409280clt,oti,HuntJu00,rec,1,,,,,
player,201409280clt,oti,HuntJu00,rec_yds,12,,,,,
player,201409280clt,oti,HuntJu00,rec_td,0,,,,,
player,201409280clt,oti,HuntJu00,rec_long,12,,,,,
player,201409280clt,oti,HuntJu00,fumbles,0,,,,,
player,201409280clt,oti,HuntJu00,fumbles_lost,0,,,,,
player,201409280clt,clt,LuckAn00,pass_cmp,29,,,,,
player,201409280clt,clt,LuckAn00,pass_att,41,,,,,
player,201409280clt,clt,LuckAn00,pass_yds,393,,,,,
player,201409280clt,clt,LuckAn00,pass_td,4,,,,,
player,201409280clt,clt,LuckAn00,pass_int,1,,,,,
player,201409280clt,clt,LuckAn00,pass_sacked,0,,,,,
player,201409280clt,clt,LuckAn00,pass_sacked_yds,0,,,,,
player,201409280clt,clt,LuckAn00,pass_long,37,,,,,
player,201409280clt,clt,LuckAn00,pass_rating,123.3,,,,,
player,201409280clt,clt,LuckAn00,rush_att,1,,,,,
player,201409280clt,clt,LuckAn00,rush_yds,-1,,,,,
player,201409280clt,clt,LuckAn00,rush_td,0,,,,,
player,201409280clt,clt,LuckAn00,rush_long,-1,,,,,
player,201409280clt,clt,LuckAn00,targets,0,,,,,
player,201409280clt,clt,LuckAn00,rec,0,,,,,
player,201409280clt,clt,LuckAn00,rec_yds,0,,,,,
player,201409280clt,clt,LuckAn00,rec_td,0,,,,,
player,201409280clt,clt,LuckAn00,rec_long,0,,,,,
player,201409280clt,clt,LuckAn00,fumbles,0,,,,,
player,201409280clt,clt,LuckAn00,fumbles_lost,0,,,,,
player,201409280clt,clt,RichTr00,pass_cmp,0,,,,,
player,201409280clt,clt,RichTr00,pass_att,0,,,,,
player,201409280clt,clt,RichTr00,pass_yds,0,,,,,
player,201409280clt,clt,RichTr00,pass_td,0,,,,,
player,201409280clt,clt,RichTr00,pass_int,0,,,,,
player,201409280clt,clt,RichTr00,pass_sacked,0,,,,,
player,201409280clt,clt,RichTr00,pass_sacked_yds,0,,,,,
player,201409280clt,clt,RichTr00,pass_long,0,,,,,
player,201409280clt,clt,RichTr00,pass_rating,,,,,,
player,201409280clt,clt,RichTr00,rush_att,20,,,,,
player,201409280clt,clt,RichTr00,rush_yds,47,,,,,
player,201409280clt,clt,RichTr00,rush_td,1,,,,,
player,201409280clt,clt,RichTr00,rush_long,10,,,,,
player,201409280clt,clt,RichTr00,targets,5,,,,,
player,201409280clt,clt,RichTr00,rec,4,,,,,
player,201409280clt,clt,RichTr00,rec_yds,52,,,,,
player,201409280clt,clt,RichTr00,rec_td,0,,,,,
player,201409280clt,clt,RichTr00,rec_long,24,,,,,
player,201409280clt,clt,RichTr00,fumbles,0,,,,,
player,201409280clt,clt,RichTr00,fumbles_lost,0,,,,,
player,201409280clt,clt,BradAh00,pass_cmp,0,,,,,
player,201409280clt,clt,BradAh00,pass_att,0,,,,,
player,201409280clt,clt,BradAh00,pass_yds,0,,,,,
player,201409280clt,clt,BradAh00,pass_td,0,,,,,
player,201409280clt,clt,BradAh00,pass_int,0,,,,,
player,201409280clt,clt,BradAh00,pass_sacked,0,,,,,
player,201409280clt,clt,BradAh00,pass_sacked_yds,0,,,,,
player,201409280clt,clt,BradAh00,pass_long,0,,,,,
player,201409280clt,clt,BradAh00,pass_rating,,,,,,
player,201409280clt,clt,BradAh00,rush_att,9,,,,,
player,201409280clt,clt,BradAh00,rush_yds,32,,,,,
player,201409280clt,clt,BradAh00,rush_td,0,,,,,
player,201409280clt,clt,BradAh00,rush_long,6,,,,,
player,201409280clt,clt,BradAh00,targets,2,,,,,
player,201409280clt,clt,BradAh00,rec,2,,,,,
player,201409280clt,clt,BradAh00,rec_yds,20,,,,,
player,201409280clt,clt,BradAh00,rec_td,1,,,,,
player,201409280clt,clt,BradAh00,rec_long,15,,,,,
player,201409280clt,clt,BradAh00,fumbles,0,,,,,
player,201409280clt,clt,BradAh00,fumbles_lost,0,,,,,
player,201409280clt,clt,HerrDa00,pass_cmp,0,,,,,
player,201409280clt,clt,HerrDa00,pass_att,0,,,,,
player,201409280clt,clt,HerrDa00,pass_yds,0,,,,,
player,201409280clt,clt,HerrDa00,pass_td,0,,,,,
player,201409280clt,clt,HerrDa00,pass_int,0,,,,,
player,201409280clt,clt,HerrDa00,pass_sacked,0,,,,,
player,201409280clt,clt,HerrDa00,pass_sacked_yds,0,,,,,
player,201409280clt,clt,HerrDa00,pass_long,0,,,,,
player,201409280clt,clt,HerrDa00,pass_rating,,,,,,
player,201409280clt,clt,HerrDa00,rush_att,7,,,,,
player,201409280clt,clt,HerrDa00,rush_yds,24,,,,,
player,201409280clt,clt,HerrDa00,rush_td,0,,,,,
player,201409280clt,clt,HerrDa00,rush_long,7,,,,,
player,201409280clt,clt,HerrDa00,targets,0,,,,,
player,201409280clt,clt,HerrDa00,rec,0,,,,,
player,201409280clt,clt,HerrDa00,rec_yds,0,,,,,
player,201409280clt,clt,HerrDa00,rec_td,0,,,,,
player,201409280clt,clt,HerrDa00,rec_long,0,,,,,
player,201409280clt,clt,HerrDa00,fumbles,0,,,,,
player,201409280clt,clt,HerrDa00,fumbles_lost,0,,,,,
player,201409280clt,clt,HiltT.00,pass_cmp,0,,,,,
player,201409280clt,clt,HiltT.00,pass_att,0,,,,,
player,201409280clt,clt,HiltT.00,pass_yds,0,,,,,
player,201409280clt,clt,HiltT.00,pass_td,0,,,,,
player,201409280clt,clt,HiltT.00,pass_int,0,,,,,
player,201409280clt,clt,HiltT.00,pass_sacked,0,,,,,
player,201409280clt,clt,HiltT.00,pass_sacked_yds,0,,,,,
player,201409280clt,clt,HiltT.00,pass_long,0,,,,,
player,201409280clt,clt,HiltT.00,pass_rating,,,,,,
player,201409280clt,clt,HiltT.00,rush_att,1,,,,,
player,201409280clt,clt,HiltT.00,rush_yds,5,,,,,
player,201409280clt,clt,HiltT.00,rush_td,0,,,,,
player,201409280clt,clt,HiltT.00,rush_long,5,,,,,
player,201409280clt,clt,HiltT.00,targets,10,,,,,
player,201409280clt,clt,HiltT.00,rec,6,,,,,
player,201409280clt,clt,HiltT.00,rec_yds,105,,,,,
player,201409280clt,clt,HiltT.00,rec_td,0,,,,,
player,201409280clt,clt,HiltT.00,rec_long,37,,,,,
player,201409280clt,clt,HiltT.00,fumbles,0,,,,,
player,201409280clt,clt,HiltT.00,fumbles_lost,0,,,,,
player,201409280clt,clt,WaynRe00,pass_cmp,0,,,,,
player,201409280clt,clt,WaynRe00,pass_att,0,,,,,
player,201409280clt,clt,WaynRe00,pass_yds,0,,,,,
player,201409280clt,clt,WaynRe00,pass_td,0,,,,,
player,201409280clt,clt,WaynRe00,pass_int,0,,,,,
player,201409280clt,clt,WaynRe00,pass_sacked,0,,,,,
player,201409280clt,clt,WaynRe00,pass_sacked_yds,0,,,,,
player,201409280clt,clt,WaynRe00,pass_long,0,,,,,
player,201409280clt,clt,WaynRe00,pass_rating,,,,,,
player,201409280clt,clt,WaynRe00,rush_att,0,,,,,
player,201409280clt,clt,WaynRe00,rush_yds,0,,,,,
player,201409280clt,clt,WaynRe00,rush_td,0,,,,,
player,201409280clt,clt,WaynRe00,rush_long,0,,,,,
player,201409280clt,clt,WaynRe00,targets,8,,,,,
player,201409280clt,clt,WaynRe00,rec,7,,,,,
player,201409280clt,clt,WaynRe00,rec_yds,119,,,,,
player,201409280clt,clt,WaynRe00,rec_td,1,,,,,
player,201409280clt,clt,WaynRe00,rec_long,28,,,,,
player,201409280clt,clt,WaynRe00,fumbles,0,,,,,
player,201409280clt,clt,WaynRe00,fumbles_lost,0,,,,,
player,201409280clt,clt,AlleDw00,pass_cmp,0,,,,,
player,201409280clt,clt,AlleDw00,pass_att,0,,,,,
player,201409280clt,clt,AlleDw00,pass_yds,0,,,,,
player,201409280clt,clt,AlleDw00,pass_td,0,,,,,
player,201409280clt,clt,AlleDw00,pass_int,0,,,,,
player,201409280clt,clt,AlleDw00,pass_sacked,0,,,,,
player,201409280clt,clt,AlleDw00,pass_sacked_yds,0,,,,,
player,201409280clt,clt,AlleDw00,pass_long,0,,,,,
player,201409280clt,clt,AlleDw00,pass_rating,,,,,,
player,201409280clt,clt,AlleDw00,rush_att,0,,,,,
player,201409280clt,clt,AlleDw00,rush_yds,0,,,,,
player,201409280clt,clt,AlleDw00,rush_td,0,,,,,
player,201409280clt,clt,AlleDw00,rush_long,0,,,,,
player,201409280clt,clt,AlleDw00,targets,3,,,,,
player,201409280clt,clt,AlleDw00,rec,3,,,,,
player,201409280clt,clt,AlleDw00,rec_yds,38,,,,,
player,201409280clt,clt,AlleDw00,rec_td,1,,,,,
player,201409280clt,clt,AlleDw00,rec_long,17,,,,,
player,201409280clt,clt,AlleDw00,fumbles,0,,,,,
player,201409280clt,clt,AlleDw00,fumbles_lost,0,,,,,
player,201409280clt,clt,FleeCo00,pass_cmp,0,,,,,
player,201409280clt,clt,FleeCo00,pass_att,0,,,,,
player,201409280clt,clt,FleeCo00,pass_yds,0,,,,,
player,201409280clt,clt,FleeCo00,pass_td,0,,,,,
player,201409280clt,clt,FleeCo00,pass_int,0,,,,,
player,201409280clt,clt,FleeCo00,pass_sacked,0,,,,,
player,201409280clt,clt,FleeCo00,pass_sacked_yds,0,,,,,
player,201409280clt,clt,FleeCo00,pass_long,0,,,,,
player,201409280clt,clt,FleeCo00,pass_rating,,,,,,
player,201409280clt,clt,FleeCo00,rush_att,0,,,,,
player,201409280clt,clt,FleeCo00,rush_yds,0,,,,,
player,201409280clt,clt,FleeCo00,rush_td,0,,,,,
player,201409280clt,clt,FleeCo00,rush_long,0,,,,,
player,201409280clt,clt,FleeCo00,targets,3,,,,,
player,201409280clt,clt,FleeCo00,rec,2,,,,,
player,201409280clt,clt,FleeCo00,rec_yds,26,,,,,
player,201409280clt,clt,FleeCo00,rec_td,1,,,,,
player,201409280clt,clt,FleeCo00,rec_long,24,,,,,
player,201409280clt,clt,FleeCo00,fumbles,0,,,,,
player,201409280clt,clt,FleeCo00,fumbles_lost,0,,,,,
player,201409280clt,clt,MoncDo00,pass_cmp,0,,,,,
player,201409280clt,clt,MoncDo00,pass_att,0,,,,,
player,201409280clt,clt,MoncDo00,pass_yds,0,,,,,
player,201409280clt,clt,MoncDo00,pass_td,0,,,,,
player,201409280clt,clt,MoncDo00,pass_int,0,,,,,
player,201409280clt,clt,MoncDo00,pass_sacked,0,,,,,
player,201409280clt,clt,MoncDo00,pass_sacked_yds,0,,,,,
player,201409280clt,clt,MoncDo00,pass_long,0,,,,,
player,201409280clt,clt,MoncDo00,pass_rating,,,,,,
player,201409280clt,clt,MoncDo00,rush_att,0,,,,,
player,201409280clt,clt,MoncDo00,rush_yds,0,,,,,
player,201409280clt,clt,MoncDo00,rush_td,0,,,,,
player,201409280clt,clt,MoncDo00,rush_long,0,,,,,
player,201409280clt,clt,MoncDo00,targets,2,,,,,
player,201409280clt,clt,MoncDo00,rec,2,,,,,
player,201409280clt,clt,MoncDo00,rec_yds,14,,,,,
player,201409280clt,clt,MoncDo00,rec_td,0,,,,,
player,201409280clt,clt,MoncDo00,rec_long,10,,,,,
player,201409280clt,clt,MoncDo00,fumbles,0,,,,,
player,201409280clt,clt,MoncDo00,fumbles_lost,0,,,,,
player,201409280clt,clt,NickHa01,pass_cmp,0,,,,,
player,201409280clt,clt,NickHa01,pass_att,0,,,,,
player,201409280clt,clt,NickHa01,pass_yds,0,,,,,
player,201409280clt,clt,NickHa01,pass_td,0,,,,,
player,201409280clt,clt,NickHa01,pass_int,0,,,,,
player,201409280clt,clt,NickHa01,pass_sacked,0,,,,,
player,201409280clt,clt,NickHa01,pass_sacked_yds,0,,,,,
player,201409280clt,clt,NickHa01,pass_long,0,,,,,
player,201409280clt,clt,NickHa01,pass_rating,,,,,,
player,201409280clt,clt,NickHa01,rush_att,0,,,,,
player,201409280clt,clt,NickHa01,rush_yds,0,,,,,
player,201409280clt,clt,NickHa01,rush_td,0,,,,,
player,201409280clt,clt,NickHa01,rush_long,0,,,,,
player,201409280clt,clt,NickHa01,targets,6,,,,,
player,201409280clt,clt,NickHa01,rec,2,,,,,
player,201409280clt,clt,NickHa01,rec_yds,12,,,,,
player,201409280clt,clt,NickHa01,rec_td,0,,,,,
player,201409280clt,clt,NickHa01,rec_long,8,,,,,
player,201409280clt,clt,NickHa01,fumbles,0,,,,,
player,201409280clt,clt,NickHa01,fumbles_lost,0,,,,,
player,201409280clt,clt,DoylJa00,pass_cmp,0,,,,,
player,201409280clt,clt,DoylJa00,pass_att,0,,,,,
player,201409280clt,clt,DoylJa00,pass_yds,0,,,,,
player,201409280clt,clt,DoylJa00,pass_td,0,,,,,
player,201409280clt,clt,DoylJa00,pass_int,0,,,,,
player,201409280clt,clt,DoylJa00,pass_sacked,0,,,,,
player,201409280clt,clt,DoylJa00,pass_sacked_yds,0,,,,,
player,201409280clt,clt,DoylJa00,pass_long,0,,,,,
player,201409280clt,clt,DoylJa00,pass_rating,,,,,,
player,201409280clt,clt,DoylJa00,rush_att,0,,,,,
player,201409280clt,clt,DoylJa00,rush_yds,0,,,,,
player,201409280clt,clt,DoylJa00,rush_td,0,,,,,
player,201409280clt,clt,DoylJa00,rush_long,0,,,,,
player,201409280clt,clt,DoylJa00,targets,1,,,,,
player,201409280clt,clt,DoylJa00,rec,1,,,,,
player,201409280clt,clt,DoylJa00,rec_yds,7,,,,,
player,201409280clt,clt,DoylJa00,rec_td,0,,,,,
player,201409280clt,clt,DoylJa00,rec_long,7,,,,,
player,201409280clt,clt,DoylJa00,fumbles,0,,,,,
player,201409280clt,clt,DoylJa00,fumbles_lost,0,,,,,
player,201409280clt,clt,HassMa00,pass_cmp,0,,,,,
player,201409280clt,clt,HassMa00,pass_att,0,,,,,
player,201409280clt,clt,HassMa00,pass_yds,0,,,,,
player,201409280clt,clt,HassMa00,pass_td,0,,,,,
player,201409280clt,clt,HassMa00,pass_int,0,,,,,
player,201409280clt,clt,HassMa00,pass_sacked,0,,,,,
player,201409280clt,clt,HassMa00,pass_sacked_yds,0,,,,,
player,201409280clt,clt,HassMa00,pass_long,0,,,,,
player,201409280clt,clt,HassMa00,pass_rating,,,,,,
player,201409280clt,clt,HassMa00,rush_att,3,,,,,
player,201409280clt,clt,HassMa00,rush_yds,-2,,,,,
player,201409280clt,clt,HassMa00,rush_td,0,,,,,
player,201409280clt,clt,HassMa00,rush_long,0,,,,,
player,201409280clt,clt,HassMa00,targets,0,,,,,
player,201409280clt,clt,HassMa00,rec,0,,,,,
player,201409280clt,clt,HassMa00,rec_yds,0,,,,,
player,201409280clt,clt,HassMa00,rec_td,0,,,,,
player,201409280clt,clt,HassMa00,rec_long,0,,,,,
player,201409280clt,clt,HassMa00,fumbles,0,,,,,
player,201409280clt,clt,HassMa00,fumbles_lost,0,,,,,
player,201409280clt,oti,WoodWe20,def_int,1,,,,,
player,201409280clt,oti,WoodWe20,def_int_yds,7,,,,,
player,201409280clt,oti,WoodWe20,def_int_td,0,,,,,
player,201409280clt,oti,WoodWe20,def_int_long,7,,,,,
player,201409280clt,oti,WoodWe20,pass_defended,2,,,,,
player,201409280clt,oti,WoodWe20,sacks,0.0,,,,,
player,201409280clt,oti,WoodWe20,tackles_combined,9,,,,,
player,201409280clt,oti,WoodWe20,tackles_solo,6,,,,,
player,201409280clt,oti,WoodWe20,tackles_assists,3,,,,,
player,201409280clt,oti,WoodWe20,tackles_loss,0,,,,,
player,201409280clt,oti,WoodWe20,qb_hits,1,,,,,
player,201409280clt,oti,WoodWe20,fumbles_rec,0,,,,,
player,201409280clt,oti,WoodWe20,fumbles_rec_yds,0,,,,,
player,201409280clt,oti,WoodWe20,fumbles_rec_td,0,,,,,
player,201409280clt,oti,WoodWe20,fumbles_forced,0,,,,,
