game,2014,5,20141005,201410050nor,tam,"Tampa Bay Buccaneers",31,nor,"New Orleans Saints",37
team,201410050nor,tam,First Downs,20,,,,,,
team,201410050nor,nor,First Downs,34,,,,,,
team,201410050nor,tam,Rush-Yds-TDs,21-66-1,,,,,,
team,201410050nor,nor,Rush-Yds-TDs,29-140-2,,,,,,
team,201410050nor,tam,Cmp-Att-Yd-TD-INT,19-32-249-2-1,,,,,,
team,201410050nor,nor,Cmp-Att-Yd-TD-INT,35-57-371-2-3,,,,,,
team,201410050nor,tam,Sacked-Yards,1-1,,,,,,
team,201410050nor,nor,Sacked-Yards,0-0,,,,,,
team,201410050nor,tam,Net Pass Yards,248,,,,,,
team,201410050nor,nor,Net Pass Yards,371,,,,,,
team,201410050nor,tam,Total Yards,314,,,,,,
team,201410050nor,nor,Total Yards,511,,,,,,
team,201410050nor,tam,Fumbles-Lost,2-0,,,,,,
team,201410050nor,nor,Fumbles-Lost,0-0,,,,,,
team,201410050nor,tam,Turnovers,1,,,,,,
team,201410050nor,nor,Turnovers,3,,,,,,
team,201410050nor,tam,Penalties-Yards,15-113,,,,,,
team,201410050nor,nor,Penalties-Yards,6-50,,,,,,
team,201410050nor,tam,Third Down Conv.,3-9,,,,,,
team,201410050nor,nor,Third Down Conv.,6-13,,,,,,
team,201410050nor,tam,Fourth Down Conv.,0-0,,,,,,
team,201410050nor,nor,Fourth Down Conv.,0-0,,,,,,
team,201410050nor,tam,Time of Possession,27:04,,,,,,
team,201410050nor,nor,Time of Possession,38:32,,,,,,
player,201410050nor,tam,GlenMi00,pass_cmp,19,,,,,
player,201410050nor,tam,GlenMi00,pass_att,32,,,,,
player,201410050nor,tam,GlenMi00,pass_yds,249,,,,,
player,201410050nor,tam,GlenMi00,pass_td,2,,,,,
player,201410050nor,tam,GlenMi00,pass_int,1,,,,,
player,201410050nor,tam,GlenMi00,pass_sacked,1,,,,,
player,201410050nor,tam,GlenMi00,pass_sacked_yds,1,,,,,
player,201410050nor,tam,GlenMi00,pass_long,34,,,,,
player,201410050nor,tam,GlenMi00,pass_rating,91.8,,,,,
player,201410050nor,tam,GlenMi00,rush_att,1,,,,,
player,201410050nor,tam,GlenMi00,rush_yds,0,,,,,
player,201410050nor,tam,GlenMi00,rush_td,0,,,,,
player,201410050nor,tam,GlenMi00,rush_long,0,,,,,
player,201410050nor,tam,GlenMi00,targets,0,,,,,
player,201410050nor,tam,GlenMi00,rec,0,,,,,
player,201410050nor,tam,GlenMi00,rec_yds,0,,,,,
player,201410050nor,tam,GlenMi00,rec_td,0,,,,,
player,201410050nor,tam,GlenMi00,rec_long,0,,,,,
player,201410050nor,tam,GlenMi00,fumbles,1,,,,,
player,201410050nor,tam,GlenMi00,fumbles_lost,0,,,,,
player,201410050nor,tam,MartDo00,pass_cmp,0,,,,,
player,201410050nor,tam,MartDo00,pass_att,0,,,,,
player,201410050nor,tam,MartDo00,pass_yds,0,,,,,
player,201410050nor,tam,MartDo00,pass_td,0,,,,,
player,201410050nor,tam,MartDo00,pass_int,0,,,,,
player,201410050nor,tam,MartDo00,pass_sacked,0,,,,,
player,201410050nor,tam,MartDo00,pass_sacked_yds,0,,,,,
player,201410050nor,tam,MartDo00,pass_long,0,,,,,
player,201410050nor,tam,MartDo00,pass_rating,,,,,,
player,201410050nor,tam,MartDo00,rush_att,14,,,,,
player,201410050nor,tam,MartDo00,rush_yds,45,,,,,
player,201410050nor,tam,MartDo00,rush_td,0,,,,,
player,201410050nor,tam,MartDo00,rush_long,16,,,,,
player,201410050nor,tam,MartDo00,targets,5,,,,,
player,201410050nor,tam,MartDo00,rec,3,,,,,
player,201410050nor,tam,MartDo00,rec_yds,29,,,,,
player,201410050nor,tam,MartDo00,rec_td,0,,,,,
player,201410050nor,tam,MartDo00,rec_long,20,,,,,
player,201410050nor,tam,MartDo00,fumbles,0,,,,,
player,201410050nor,tam,MartDo00,fumbles_lost,0,,,,,
player,201410050nor,tam,RainBo00,pass_cmp,0,,,,,
player,201410050nor,tam,RainBo00,pass_att,0,,,,,
player,201410050nor,tam,RainBo00,pass_yds,0,,,,,
player,201410050nor,tam,RainBo00,pass_td,0,,,,,
player,201410050nor,tam,RainBo00,pass_int,0,,,,,
player,201410050nor,tam,RainBo00,pass_sacked,0,,,,,
player,201410050nor,tam,RainBo00,pass_sacked_yds,0,,,,,
player,201410050nor,tam,RainBo00,pass_long,0,,,,,
player,201410050nor,tam,RainBo00,pass_rating,,,,,,
player,201410050nor,tam,RainBo00,rush_att,6,,,,,
player,201410050nor,tam,RainBo00,rush_yds,21,,,,,
player,201410050nor,tam,RainBo00,rush_td,1,,,,,
player,201410050nor,tam,RainBo00,rush_long,9,,,,,
player,201410050nor,tam,RainBo00,targets,4,,,,,
player,201410050nor,tam,RainBo00,rec,3,,,,,
player,201410050nor,tam,RainBo00,rec_yds,21,,,,,
player,201410050nor,tam,RainBo00,rec_td,0,,,,,
player,201410050nor,tam,RainBo00,rec_long,10,,,,,
player,201410050nor,tam,RainBo00,fumbles,0,,,,,
player,201410050nor,tam,RainBo00,fumbles_lost,0,,,,,
player,201410050nor,tam,JackVi00,pass_cmp,0,,,,,
player,201410050nor,tam,JackVi00,pass_att,0,,,,,
player,201410050nor,tam,JackVi00,pass_yds,0,,,,,
player,201410050nor,tam,JackVi00,pass_td,0,,,,,
player,201410050nor,tam,JackVi00,pass_int,0,,,,,
player,201410050nor,tam,JackVi00,pass_sacked,0,,,,,
player,201410050nor,tam,JackVi00,pass_sacked_yds,0,,,,,
player,201410050nor,tam,JackVi00,pass_long,0,,,,,
player,201410050nor,tam,JackVi00,pass_rating,,,,,,
player,201410050nor,tam,JackVi00,rush_att,0,,,,,
player,201410050nor,tam,JackVi00,rush_yds,0,,,,,
player,201410050nor,tam,JackVi00,rush_td,0,,,,,
player,201410050nor,tam,JackVi00,rush_long,0,,,,,
player,201410050nor,tam,JackVi00,targets,12,,,,,
player,201410050nor,tam,JackVi00,rec,8,,,,,
player,201410050nor,tam,JackVi00,rec_yds,144,,,,,
player,201410050nor,tam,JackVi00,rec_td,0,,,,,
player,201410050nor,tam,JackVi00,rec_long,34,,,,,
player,201410050nor,tam,JackVi00,fumbles,0,,,,,
player,201410050nor,tam,JackVi00,fumbles_lost,0,,,,,
player,201410050nor,tam,MurpLo00,pass_cmp,0,,,,,
player,201410050nor,tam,MurpLo00,pass_att,0,,,,,
player,201410050nor,tam,MurpLo00,pass_yds,0,,,,,
player,201410050nor,tam,MurpLo00,pass_td,0,,,,,
player,201410050nor,tam,MurpLo00,pass_int,0,,,,,
player,201410050nor,tam,MurpLo00,pass_sacked,0,,,,,
player,201410050nor,tam,MurpLo00,pass_sacked_yds,0,,,,,
player,201410050nor,tam,MurpLo00,pass_long,0,,,,,
player,201410050nor,tam,MurpLo00,pass_rating,,,,,,
player,201410050nor,tam,MurpLo00,rush_att,0,,,,,
player,201410050nor,tam,MurpLo00,rush_yds,0,,,,,
player,201410050nor,tam,MurpLo00,rush_td,0,,,,,
player,201410050nor,tam,MurpLo00,rush_long,0,,,,,
player,201410050nor,tam,MurpLo00,targets,7,,,,,
player,201410050nor,tam,MurpLo00,rec,3,,,,,
