game,2014,17,20141228,201412280rav,cle,"Cleveland Browns",10,rav,"Baltimore Ravens",20
team,201412280rav,cle,First Downs,16,,,,,,
team,201412280rav,rav,First Downs,22,,,,,,
team,201412280rav,cle,Rush-Yds-TDs,29-109-1,,,,,,
team,201412280rav,rav,Rush-Yds-TDs,28-129-0,,,,,,
team,201412280rav,cle,Cmp-Att-Yd-TD-INT,14-28-177-0-1,,,,,,
team,201412280rav,rav,Cmp-Att-Yd-TD-INT,22-36-312-2-0,,,,,,
team,201412280rav,cle,Sacked-Yards,4-27,,,,,,
team,201412280rav,rav,Sacked-Yards,1-22,,,,,,
team,201412280rav,cle,Net Pass Yards,150,,,,,,
team,201412280rav,rav,Net Pass Yards,290,,,,,,
team,201412280rav,cle,Total Yards,259,,,,,,
team,201412280rav,rav,Total Yards,419,,,,,,
team,201412280rav,cle,Fumbles-Lost,1-1,,,,,,
team,201412280rav,rav,Fumbles-Lost,2-0,,,,,,
team,201412280rav,cle,Turnovers,2,,,,,,
team,201412280rav,rav,Turnovers,0,,,,,,
team,201412280rav,cle,Penalties-Yards,7-58,,,,,,
team,201412280rav,rav,Penalties-Yards,8-55,,,,,,
team,201412280rav,cle,Third Down Conv.,3-13,,,,,,
team,201412280rav,rav,Third Down Conv.,4-13,,,,,,
team,201412280rav,cle,Fourth Down Conv.,1-1,,,,,,
team,201412280rav,rav,Fourth Down Conv.,0-1,,,,,,
team,201412280rav,cle,Time of Possession,30:43,,,,,,
team,201412280rav,rav,Time of Possession,29:17,,,,,,
player,201412280rav,cle,ShawCo00,pass_cmp,14,,,,,
player,201412280rav,cle,ShawCo00,pass_att,28,,,,,
player,201412280rav,cle,ShawCo00,pass_yds,177,,,,,
player,201412280rav,cle,ShawCo00,pass_td,0,,,,,
player,201412280rav,cle,ShawCo00,pass_int,1,,,,,
player,201412280rav,cle,ShawCo00,pass_sacked,4,,,,,
player,201412280rav,cle,ShawCo00,pass_sacked_yds,27,,,,,
player,201412280rav,cle,ShawCo00,pass_long,49,,,,,
player,201412280rav,cle,ShawCo00,pass_rating,55.2,,,,,
player,201412280rav,cle,ShawCo00,rush_att,7,,,,,
player,201412280rav,cle,ShawCo00,rush_yds,9,,,,,
player,201412280rav,cle,ShawCo00,rush_td,0,,,,,
player,201412280rav,cle,ShawCo00,rush_long,7,,,,,
player,201412280rav,cle,ShawCo00,targets,0,,,,,
player,201412280rav,cle,ShawCo00,rec,0,,,,,
player,201412280rav,cle,ShawCo00,rec_yds,0,,,,,
player,201412280rav,cle,ShawCo00,rec_td,0,,,,,
player,201412280rav,cle,ShawCo00,rec_long,0,,,,,
player,201412280rav,cle,ShawCo00,fumbles,1,,,,,
player,201412280rav,cle,ShawCo00,fumbles_lost,1,,,,,
player,201412280rav,cle,WestTe00,pass_cmp,0,,,,,
player,201412280rav,cle,WestTe00,pass_att,0,,,,,
player,201412280rav,cle,WestTe00,pass_yds,0,,,,,
player,201412280rav,cle,WestTe00,pass_td,0,,,,,
player,201412280rav,cle,WestTe00,pass_int,0,,,,,
player,201412280rav,cle,WestTe00,pass_sacked,0,,,,,
player,201412280rav,cle,WestTe00,pass_sacked_yds,0,,,,,
player,201412280rav,cle,WestTe00,pass_long,0,,,,,
player,201412280rav,cle,WestTe00,pass_rating,,,,,,
player,201412280rav,cle,WestTe00,rush_att,18,,,,,
player,201412280rav,cle,WestTe00,rush_yds,94,,,,,
player,201412280rav,cle,WestTe00,rush_td,1,,,,,
player,201412280rav,cle,WestTe00,rush_long,36,,,,,
player,201412280rav,cle,WestTe00,targets,3,,,,,
player,201412280rav,cle,WestTe00,rec,2,,,,,
player,201412280rav,cle,WestTe00,rec_yds,12,,,,,
player,201412280rav,cle,WestTe00,rec_td,0,,,,,
player,201412280rav,cle,WestTe00,rec_long,9,,,,,
player,201412280rav,cle,WestTe00,fumbles,0,,,,,
player,201412280rav,cle,WestTe00,fumbles_lost,0,,,,,
player,201412280rav,cle,CrowIs00,pass_cmp,0,,,,,
player,201412280rav,cle,CrowIs00,pass_att,0,,,,,
player,201412280rav,cle,CrowIs00,pass_yds,0,,,,,
player,201412280rav,cle,CrowIs00,pass_td,0,,,,,
player,201412280rav,cle,CrowIs00,pass_int,0,,,,,
player,201412280rav,cle,CrowIs00,pass_sacked,0,,,,,
player,201412280rav,cle,CrowIs00,pass_sacked_yds,0,,,,,
player,201412280rav,cle,CrowIs00,pass_long,0,,,,,
player,201412280rav,cle,CrowIs00,pass_rating,,,,,,
player,201412280rav,cle,CrowIs00,rush_att,4,,,,,
player,201412280rav,cle,CrowIs00,rush_yds,6,,,,,
player,201412280rav,cle,CrowIs00,rush_td,0,,,,,
player,201412280rav,cle,CrowIs00,rush_long,2,,,,,
player,201412280rav,cle,CrowIs00,targets,1,,,,,
player,201412280rav,cle,CrowIs00,rec,1,,,,,
player,201412280rav,cle,CrowIs00,rec_yds,16,,,,,
player,201412280rav,cle,CrowIs00,rec_td,0,,,,,
player,201412280rav,cle,CrowIs00,rec_long,16,,,,,
player,201412280rav,cle,CrowIs00,fumbles,0,,,,,
player,201412280rav,cle,CrowIs00,fumbles_lost,0,,,,,
player,201412280rav,cle,GabrTa00,pass_cmp,0,,,,,
player,201412280rav,cle,GabrTa00,pass_att,0,,,,,
player,201412280rav,cle,GabrTa00,pass_yds,0,,,,,
player,201412280rav,cle,GabrTa00,pass_td,0,,,,,
player,201412280rav,cle,GabrTa00,pass_int,0,,,,,
player,201412280rav,cle,GabrTa00,pass_sacked,0,,,,,
player,201412280rav,cle,GabrTa00,pass_sacked_yds,0,,,,,
player,201412280rav,cle,GabrTa00,pass_long,0,,,,,
player,201412280rav,cle,GabrTa00,pass_rating,,,,,,
player,201412280rav,cle,GabrTa00,rush_att,0,,,,,
player,201412280rav,cle,GabrTa00,rush_yds,0,,,,,
player,201412280rav,cle,GabrTa00,rush_td,0,,,,,
player,201412280rav,cle,GabrTa00,rush_long,0,,,,,
player,201412280rav,cle,GabrTa00,targets,7,,,,,
player,201412280rav,cle,GabrTa00,rec,3,,,,,
player,201412280rav,cle,GabrTa00,rec_yds,66,,,,,
player,201412280rav,cle,GabrTa00,rec_td,0,,,,,
player,201412280rav,cle,GabrTa00,rec_long,49,,,,,
player,201412280rav,cle,GabrTa00,fumbles,0,,,,,
player,201412280rav,cle,GabrTa00,fumbles_lost,0,,,,,
player,201412280rav,cle,CameJo00,pass_cmp,0,,,,,
player,201412280rav,cle,CameJo00,pass_att,0,,,,,
player,201412280rav,cle,CameJo00,pass_yds,0,,,,,
player,201412280rav,cle,CameJo00,pass_td,0,,,,,
player,201412280rav,cle,CameJo00,pass_int,0,,,,,
player,201412280rav,cle,CameJo00,pass_sacked,0,,,,,
