game,2014,9,20141102,201411020htx,phi,"Philadelphia Eagles",31,htx,"Houston Texans",21
player,201411020htx,phi,ThorCe00,tackles_assists,1,,,,,
player,201411020htx,phi,ThorCe00,tackles_loss,0,,,,,
player,201411020htx,phi,ThorCe00,qb_hits,0,,,,,
player,201411020htx,phi,ThorCe00,fumbles_rec,0,,,,,
player,201411020htx,phi,ThorCe00,fumbles_rec_yds,0,,,,,
player,201411020htx,phi,ThorCe00,fumbles_rec_td,0,,,,,
player,201411020htx,phi,ThorCe00,fumbles_forced,0,,,,,
player,201411020htx,phi,CurrVi00,def_int,0,,,,,
player,201411020htx,phi,CurrVi00,def_int_yds,0,,,,,
player,201411020htx,phi,CurrVi00,def_int_td,0,,,,,
player,201411020htx,phi,CurrVi00,def_int_long,0,,,,,
player,201411020htx,phi,CurrVi00,pass_defended,0,,,,,
player,201411020htx,phi,CurrVi00,sacks,0.0,,,,,
player,201411020htx,phi,CurrVi00,tackles_combined,0,,,,,
player,201411020htx,phi,CurrVi00,tackles_solo,0,,,,,
player,201411020htx,phi,CurrVi00,tackles_assists,0,,,,,
player,201411020htx,phi,CurrVi00,tackles_loss,0,,,,,
player,201411020htx,phi,CurrVi00,qb_hits,1,,,,,
player,201411020htx,phi,CurrVi00,fumbles_rec,0,,,,,
player,201411020htx,phi,CurrVi00,fumbles_rec_yds,0,,,,,
player,201411020htx,phi,CurrVi00,fumbles_rec_td,0,,,,,
player,201411020htx,phi,CurrVi00,fumbles_forced,0,,,,,
player,201411020htx,htx,RollJu00,def_int,2,,,,,
player,201411020htx,htx,RollJu00,def_int_yds,17,,,,,
player,201411020htx,htx,RollJu00,def_int_td,0,,,,,
player,201411020htx,htx,RollJu00,def_int_long,13,,,,,
player,201411020htx,htx,RollJu00,pass_defended,2,,,,,
player,201411020htx,htx,RollJu00,sacks,0.0,,,,,
player,201411020htx,htx,RollJu00,tackles_combined,2,,,,,
player,201411020htx,htx,RollJu00,tackles_solo,2,,,,,
player,201411020htx,htx,RollJu00,tackles_assists,0,,,,,
player,201411020htx,htx,RollJu00,tackles_loss,0,,,,,
player,201411020htx,htx,RollJu00,qb_hits,0,,,,,
player,201411020htx,htx,RollJu00,fumbles_rec,0,,,,,
player,201411020htx,htx,RollJu00,fumbles_rec_yds,0,,,,,
player,201411020htx,htx,RollJu00,fumbles_rec_td,0,,,,,
player,201411020htx,htx,RollJu00,fumbles_forced,0,,,,,
player,201411020htx,htx,BouyA.00,def_int,1,,,,,
player,201411020htx,htx,BouyA.00,def_int_yds,51,,,,,
player,201411020htx,htx,BouyA.00,def_int_td,1,,,,,
player,201411020htx,htx,BouyA.00,def_int_long,51,,,,,
player,201411020htx,htx,BouyA.00,pass_defended,1,,,,,
player,201411020htx,htx,BouyA.00,sacks,0.0,,,,,
player,201411020htx,htx,BouyA.00,tackles_combined,7,,,,,
player,201411020htx,htx,BouyA.00,tackles_solo,6,,,,,
player,201411020htx,htx,BouyA.00,tackles_assists,1,,,,,
player,201411020htx,htx,BouyA.00,tackles_loss,0,,,,,
player,201411020htx,htx,BouyA.00,qb_hits,0,,,,,
player,201411020htx,htx,BouyA.00,fumbles_rec,0,,,,,
player,201411020htx,htx,BouyA.00,fumbles_rec_yds,0,,,,,
player,201411020htx,htx,BouyA.00,fumbles_rec_td,0,,,,,
player,201411020htx,htx,BouyA.00,fumbles_forced,0,,,,,
player,201411020htx,htx,MercWh00,def_int,0,,,,,
player,201411020htx,htx,MercWh00,def_int_yds,0,,,,,
player,201411020htx,htx,MercWh00,def_int_td,0,,,,,
player,201411020htx,htx,MercWh00,def_int_long,0,,,,,
player,201411020htx,htx,MercWh00,pass_defended,0,,,,,
player,201411020htx,htx,MercWh00,sacks,2.0,,,,,
player,201411020htx,htx,MercWh00,tackles_combined,9,,,,,
player,201411020htx,htx,MercWh00,tackles_solo,5,,,,,
player,201411020htx,htx,MercWh00,tackles_assists,4,,,,,
player,201411020htx,htx,MercWh00,tackles_loss,2,,,,,
player,201411020htx,htx,MercWh00,qb_hits,3,,,,,
player,201411020htx,htx,MercWh00,fumbles_rec,0,,,,,
player,201411020htx,htx,MercWh00,fumbles_rec_yds,0,,,,,
player,201411020htx,htx,MercWh00,fumbles_rec_td,0,,,,,
player,201411020htx,htx,MercWh00,fumbles_forced,0,,,,,
player,201411020htx,htx,WattJ.00,def_int,0,,,,,
player,201411020htx,htx,WattJ.00,def_int_yds,0,,,,,
player,201411020htx,htx,WattJ.00,def_int_td,0,,,,,
player,201411020htx,htx,WattJ.00,def_int_long,0,,,,,
player,201411020htx,htx,WattJ.00,pass_defended,0,,,,,
player,201411020htx,htx,WattJ.00,sacks,1.5,,,,,
player,201411020htx,htx,WattJ.00,tackles_combined,7,,,,,
player,201411020htx,htx,WattJ.00,tackles_solo,4,,,,,
player,201411020htx,htx,WattJ.00,tackles_assists,3,,,,,
player,201411020htx,htx,WattJ.00,tackles_loss,1,,,,,
player,201411020htx,htx,WattJ.00,qb_hits,5,,,,,
player,201411020htx,htx,WattJ.00,fumbles_rec,0,,,,,
player,201411020htx,htx,WattJ.00,fumbles_rec_yds,0,,,,,
player,201411020htx,htx,WattJ.00,fumbles_rec_td,0,,,,,
player,201411020htx,htx,WattJ.00,fumbles_forced,0,,,,,
player,201411020htx,htx,SimoJo01,def_int,0,,,,,
player,201411020htx,htx,SimoJo01,def_int_yds,0,,,,,
player,201411020htx,htx,SimoJo01,def_int_td,0,,,,,
player,201411020htx,htx,SimoJo01,def_int_long,0,,,,,
player,201411020htx,htx,SimoJo01,pass_defended,1,,,,,
player,201411020htx,htx,SimoJo01,sacks,0.5,,,,,
player,201411020htx,htx,SimoJo01,tackles_combined,2,,,,,
player,201411020htx,htx,SimoJo01,tackles_solo,1,,,,,
player,201411020htx,htx,SimoJo01,tackles_assists,1,,,,,
player,201411020htx,htx,SimoJo01,tackles_loss,0,,,,,
player,201411020htx,htx,SimoJo01,qb_hits,1,,,,,
player,201411020htx,htx,SimoJo01,fumbles_rec,0,,,,,
player,201411020htx,htx,SimoJo01,fumbles_rec_yds,0,,,,,
player,201411020htx,htx,SimoJo01,fumbles_rec_td,0,,,,,
player,201411020htx,htx,SimoJo01,fumbles_forced,0,,,,,
player,201411020htx,htx,MohaMi00,def_int,0,,,,,
player,201411020htx,htx,MohaMi00,def_int_yds,0,,,,,
player,201411020htx,htx,MohaMi00,def_int_td,0,,,,,
player,201411020htx,htx,MohaMi00,def_int_long,0,,,,,
player,201411020htx,htx,MohaMi00,pass_defended,0,,,,,
player,201411020htx,htx,MohaMi00,sacks,0.0,,,,,
player,201411020htx,htx,MohaMi00,tackles_combined,9,,,,,
player,201411020htx,htx,MohaMi00,tackles_solo,2,,,,,
player,201411020htx,htx,MohaMi00,tackles_assists,7,,,,,
player,201411020htx,htx,MohaMi00,tackles_loss,0,,,,,
player,201411020htx,htx,MohaMi00,qb_hits,0,,,,,
player,201411020htx,htx,MohaMi00,fumbles_rec,0,,,,,
player,201411020htx,htx,MohaMi00,fumbles_rec_yds,0,,,,,
player,201411020htx,htx,MohaMi00,fumbles_rec_td,0,,,,,
player,201411020htx,htx,MohaMi00,fumbles_forced,0,,,,,
player,201411020htx,htx,SweaDJ00,def_int,0,,,,,
player,201411020htx,htx,SweaDJ00,def_int_yds,0,,,,,
player,201411020htx,htx,SweaDJ00,def_int_td,0,,,,,
player,201411020htx,htx,SweaDJ00,def_int_long,0,,,,,
player,201411020htx,htx,SweaDJ00,pass_defended,0,,,,,
player,201411020htx,htx,SweaDJ00,sacks,0.0,,,,,
player,201411020htx,htx,SweaDJ00,tackles_combined,8,,,,,
player,201411020htx,htx,SweaDJ00,tackles_solo,6,,,,,
player,201411020htx,htx,SweaDJ00,tackles_assists,2,,,,,
player,201411020htx,htx,SweaDJ00,tackles_loss,0,,,,,
player,201411020htx,htx,SweaDJ00,qb_hits,0,,,,,
player,201411020htx,htx,SweaDJ00,fumbles_rec,0,,,,,
player,201411020htx,htx,SweaDJ00,fumbles_rec_yds,0,,,,,
player,201411020htx,htx,SweaDJ00,fumbles_rec_td,0,,,,,
player,201411020htx,htx,SweaDJ00,fumbles_forced,0,,,,,
player,201411020htx,htx,HalxAn00,def_int,0,,,,,
player,201411020htx,htx,HalxAn00,def_int_yds,0,,,,,
player,201411020htx,htx,HalxAn00,def_int_td,0,,,,,
player,201411020htx,htx,HalxAn00,def_int_long,0,,,,,
player,201411020htx,htx,HalxAn00,pass_defended,2,,,,,
player,201411020htx,htx,HalxAn00,sacks,0.0,,,,,
player,201411020htx,htx,HalxAn00,tackles_combined,7,,,,,
player,201411020htx,htx,HalxAn00,tackles_solo,6,,,,,
player,201411020htx,htx,HalxAn00,tackles_assists,1,,,,,
player,201411020htx,htx,HalxAn00,tackles_loss,0,,,,,
player,201411020htx,htx,HalxAn00,qb_hits,0,,,,,
player,201411020htx,htx,HalxAn00,fumbles_rec,0,,,,,
player,201411020htx,htx,HalxAn00,fumbles_rec_yds,0,,,,,
player,201411020htx,htx,HalxAn00,fumbles_rec_td,0,,,,,
player,201411020htx,htx,HalxAn00,fumbles_forced,0,,,,,
player,201411020htx,htx,LewiKe00,def_int,0,,,,,
player,201411020htx,htx,LewiKe00,def_int_yds,0,,,,,
player,201411020htx,htx,LewiKe00,def_int_td,0,,,,,
player,201411020htx,htx,LewiKe00,def_int_long,0,,,,,
player,201411020htx,htx,LewiKe00,pass_defended,0,,,,,
player,201411020htx,htx,LewiKe00,sacks,0.0,,,,,
player,201411020htx,htx,LewiKe00,tackles_combined,6,,,,,
player,201411020htx,htx,LewiKe00,tackles_solo,1,,,,,
player,201411020htx,htx,LewiKe00,tackles_assists,5,,,,,
player,201411020htx,htx,LewiKe00,tackles_loss,0,,,,,
player,201411020htx,htx,LewiKe00,qb_hits,0,,,,,
player,201411020htx,htx,LewiKe00,fumbles_rec,0,,,,,
player,201411020htx,htx,LewiKe00,fumbles_rec_yds,0,,,,,
player,201411020htx,htx,LewiKe00,fumbles_rec_td,0,,,,,
player,201411020htx,htx,LewiKe00,fumbles_forced,0,,,,,
player,201411020htx,htx,MannDa21,def_int,0,,,,,
player,201411020htx,htx,MannDa21,def_int_yds,0,,,,,
player,201411020htx,htx,MannDa21,def_int_td,0,,,,,
player,201411020htx,htx,MannDa21,def_int_long,0,,,,,
player,201411020htx,htx,MannDa21,pass_defended,0,,,,,
player,201411020htx,htx,MannDa21,sacks,0.0,,,,,
player,201411020htx,htx,MannDa21,tackles_combined,6,,,,,
player,201411020htx,htx,MannDa21,tackles_solo,3,,,,,
player,201411020htx,htx,MannDa21,tackles_assists,3,,,,,
player,201411020htx,htx,MannDa21,tackles_loss,0,,,,,
player,201411020htx,htx,MannDa21,qb_hits,0,,,,,
player,201411020htx,htx,MannDa21,fumbles_rec,0,,,,,
player,201411020htx,htx,MannDa21,fumbles_rec_yds,0,,,,,
player,201411020htx,htx,MannDa21,fumbles_rec_td,0,,,,,
player,201411020htx,htx,MannDa21,fumbles_forced,0,,,,,
player,201411020htx,htx,CricJa00,def_int,0,,,,,
player,201411020htx,htx,CricJa00,def_int_yds,0,,,,,
player,201411020htx,htx,CricJa00,def_int_td,0,,,,,
player,201411020htx,htx,CricJa00,def_int_long,0,,,,,
player,201411020htx,htx,CricJa00,pass_defended,0,,,,,
player,201411020htx,htx,CricJa00,sacks,0.0,,,,,
player,201411020htx,htx,CricJa00,tackles_combined,5,,,,,
player,201411020htx,htx,CricJa00,tackles_solo,2,,,,,
player,201411020htx,htx,CricJa00,tackles_assists,3,,,,,
player,201411020htx,htx,CricJa00,tackles_loss,0,,,,,
player,201411020htx,htx,CricJa00,qb_hits,1,,,,,
player,201411020htx,htx,CricJa00,fumbles_rec,0,,,,,
player,201411020htx,htx,CricJa00,fumbles_rec_yds,0,,,,,
player,201411020htx,htx,CricJa00,fumbles_rec_td,0,,,,,
player,201411020htx,htx,CricJa00,fumbles_forced,0,,,,,
player,201411020htx,htx,DentAk00,def_int,0,,,,,
player,201411020htx,htx,DentAk00,def_int_yds,0,,,,,
player,201411020htx,htx,DentAk00,def_int_td,0,,,,,
player,201411020htx,htx,DentAk00,def_int_long,0,,,,,
player,201411020htx,htx,DentAk00,pass_defended,0,,,,,
player,201411020htx,htx,DentAk00,sacks,0.0,,,,,
player,201411020htx,htx,DentAk00,tackles_combined,5,,,,,
player,201411020htx,htx,DentAk00,tackles_solo,2,,,,,
player,201411020htx,htx,DentAk00,tackles_assists,3,,,,,
player,201411020htx,htx,DentAk00,tackles_loss,0,,,,,
player,201411020htx,htx,DentAk00,qb_hits,1,,,,,
player,201411020htx,htx,DentAk00,fumbles_rec,0,,,,,
player,201411020htx,htx,DentAk00,fumbles_rec_yds,0,,,,,
player,201411020htx,htx,DentAk00,fumbles_rec_td,0,,,,,
player,201411020htx,htx,DentAk00,fumbles_forced,0,,,,,
player,201411020htx,htx,PagaJe00,def_int,0,,,,,
player,201411020htx,htx,PagaJe00,def_int_yds,0,,,,,
player,201411020htx,htx,PagaJe00,def_int_td,0,,,,,
player,201411020htx,htx,PagaJe00,def_int_long,0,,,,,
player,201411020htx,htx,PagaJe00,pass_defended,0,,,,,
player,201411020htx,htx,PagaJe00,sacks,0.0,,,,,
player,201411020htx,htx,PagaJe00,tackles_combined,4,,,,,
player,201411020htx,htx,PagaJe00,tackles_solo,2,,,,,
player,201411020htx,htx,PagaJe00,tackles_assists,2,,,,,
player,201411020htx,htx,PagaJe00,tackles_loss,0,,,,,
player,201411020htx,htx,PagaJe00,qb_hits,0,,,,,
player,201411020htx,htx,PagaJe00,fumbles_rec,0,,,,,
player,201411020htx,htx,PagaJe00,fumbles_rec_yds,0,,,,,
player,201411020htx,htx,PagaJe00,fumbles_rec_td,0,,,,,
player,201411020htx,htx,PagaJe00,fumbles_forced,0,,,,,
player,201411020htx,htx,JamiTi99,def_int,0,,,,,
player,201411020htx,htx,JamiTi99,def_int_yds,0,,,,,
player,201411020htx,htx,JamiTi99,def_int_td,0,,,,,
player,201411020htx,htx,JamiTi99,def_int_long,0,,,,,
player,201411020htx,htx,JamiTi99,pass_defended,0,,,,,
player,201411020htx,htx,JamiTi99,sacks,0.0,,,,,
player,201411020htx,htx,JamiTi99,tackles_combined,2,,,,,
player,201411020htx,htx,JamiTi99,tackles_solo,0,,,,,
player,201411020htx,htx,JamiTi99,tackles_assists,2,,,,,
player,201411020htx,htx,JamiTi99,tackles_loss,0,,,,,
player,201411020htx,htx,JamiTi99,qb_hits,0,,,,,
player,201411020htx,htx,JamiTi99,fumbles_rec,0,,,,,
player,201411020htx,htx,JamiTi99,fumbles_rec_yds,0,,,,,
player,201411020htx,htx,JamiTi99,fumbles_rec_td,0,,,,,
player,201411020htx,htx,JamiTi99,fumbles_forced,0,,,,,
player,201411020htx,htx,JoseJo20,def_int,0,,,,,
player,201411020htx,htx,JoseJo20,def_int_yds,0,,,,,
player,201411020htx,htx,JoseJo20,def_int_td,0,,,,,
player,201411020htx,htx,JoseJo20,def_int_long,0,,,,,
player,201411020htx,htx,JoseJo20,pass_defended,0,,,,,
player,201411020htx,htx,JoseJo20,sacks,0.0,,,,,
player,201411020htx,htx,JoseJo20,tackles_combined,2,,,,,
player,201411020htx,htx,JoseJo20,tackles_solo,2,,,,,
player,201411020htx,htx,JoseJo20,tackles_assists,0,,,,,
player,201411020htx,htx,JoseJo20,tackles_loss,0,,,,,
player,201411020htx,htx,JoseJo20,qb_hits,0,,,,,
player,201411020htx,htx,JoseJo20,fumbles_rec,0,,,,,
player,201411020htx,htx,JoseJo20,fumbles_rec_yds,0,,,,,
player,201411020htx,htx,JoseJo20,fumbles_rec_td,0,,,,,
player,201411020htx,htx,JoseJo20,fumbles_forced,0,,,,,
player,201411020htx,htx,TuggJu00,def_int,0,,,,,
player,201411020htx,htx,TuggJu00,def_int_yds,0,,,,,
player,201411020htx,htx,TuggJu00,def_int_td,0,,,,,
player,201411020htx,htx,TuggJu00,def_int_long,0,,,,,
player,201411020htx,htx,TuggJu00,pass_defended,0,,,,,
player,201411020htx,htx,TuggJu00,sacks,0.0,,,,,
player,201411020htx,htx,TuggJu00,tackles_combined,2,,,,,
player,201411020htx,htx,TuggJu00,tackles_solo,2,,,,,
player,201411020htx,htx,TuggJu00,tackles_assists,0,,,,,
player,201411020htx,htx,TuggJu00,tackles_loss,0,,,,,
player,201411020htx,htx,TuggJu00,qb_hits,0,,,,,
player,201411020htx,htx,TuggJu00,fumbles_rec,0,,,,,
player,201411020htx,htx,TuggJu00,fumbles_rec_yds,0,,,,,
player,201411020htx,htx,TuggJu00,fumbles_rec_td,0,,,,,
player,201411020htx,htx,TuggJu00,fumbles_forced,0,,,,,
player,201411020htx,htx,DileZa99,def_int,0,,,,,
player,201411020htx,htx,DileZa99,def_int_yds,0,,,,,
player,201411020htx,htx,DileZa99,def_int_td,0,,,,,
player,201411020htx,htx,DileZa99,def_int_long,0,,,,,
player,201411020htx,htx,DileZa99,pass_defended,0,,,,,
player,201411020htx,htx,DileZa99,sacks,0.0,,,,,
player,201411020htx,htx,DileZa99,tackles_combined,1,,,,,
player,201411020htx,htx,DileZa99,tackles_solo,1,,,,,
player,201411020htx,htx,DileZa99,tackles_assists,0,,,,,
player,201411020htx,htx,DileZa99,tackles_loss,0,,,,,
player,201411020htx,htx,DileZa99,qb_hits,0,,,,,
player,201411020htx,htx,DileZa99,fumbles_rec,0,,,,,
player,201411020htx,htx,DileZa99,fumbles_rec_yds,0,,,,,
player,201411020htx,htx,DileZa99,fumbles_rec_td,0,,,,,
player,201411020htx,htx,DileZa99,fumbles_forced,0,,,,,
player,201411020htx,htx,JackKa99,def_int,0,,,,,
player,201411020htx,htx,JackKa99,def_int_yds,0,,,,,
player,201411020htx,htx,JackKa99,def_int_td,0,,,,,
player,201411020htx,htx,JackKa99,def_int_long,0,,,,,
player,201411020htx,htx,JackKa99,pass_defended,0,,,,,
player,201411020htx,htx,JackKa99,sacks,0.0,,,,,
player,201411020htx,htx,JackKa99,tackles_combined,1,,,,,
player,201411020htx,htx,JackKa99,tackles_solo,1,,,,,
player,201411020htx,htx,JackKa99,tackles_assists,0,,,,,
player,201411020htx,htx,JackKa99,tackles_loss,0,,,,,
player,201411020htx,htx,JackKa99,qb_hits,0,,,,,
player,201411020htx,htx,JackKa99,fumbles_rec,0,,,,,
player,201411020htx,htx,JackKa99,fumbles_rec_yds,0,,,,,
player,201411020htx,htx,JackKa99,fumbles_rec_td,0,,,,,
player,201411020htx,htx,JackKa99,fumbles_forced,0,,,,,
player,201411020htx,htx,PickRy20,def_int,0,,,,,
player,201411020htx,htx,PickRy20,def_int_yds,0,,,,,
player,201411020htx,htx,PickRy20,def_int_td,0,,,,,
player,201411020htx,htx,PickRy20,def_int_long,0,,,,,
player,201411020htx,htx,PickRy20,pass_defended,0,,,,,
player,201411020htx,htx,PickRy20,sacks,0.0,,,,,
player,201411020htx,htx,PickRy20,tackles_combined,1,,,,,
player,201411020htx,htx,PickRy20,tackles_solo,0,,,,,
player,201411020htx,htx,PickRy20,tackles_assists,1,,,,,
player,201411020htx,htx,PickRy20,tackles_loss,0,,,,,
player,201411020htx,htx,PickRy20,qb_hits,0,,,,,
player,201411020htx,htx,PickRy20,fumbles_rec,0,,,,,
player,201411020htx,htx,PickRy20,fumbles_rec_yds,0,,,,,
player,201411020htx,htx,PickRy20,fumbles_rec_td,0,,,,,
player,201411020htx,htx,PickRy20,fumbles_forced,0,,,,,
player,201411020htx,htx,ReedBr00,def_int,0,,,,,
player,201411020htx,htx,ReedBr00,def_int_yds,0,,,,,
player,201411020htx,htx,ReedBr00,def_int_td,0,,,,,
player,201411020htx,htx,ReedBr00,def_int_long,0,,,,,
player,201411020htx,htx,ReedBr00,pass_defended,0,,,,,
player,201411020htx,htx,ReedBr00,sacks,0.0,,,,,
player,201411020htx,htx,ReedBr00,tackles_combined,1,,,,,
player,201411020htx,htx,ReedBr00,tackles_solo,1,,,,,
player,201411020htx,htx,ReedBr00,tackles_assists,0,,,,,
player,201411020htx,htx,ReedBr00,tackles_loss,0,,,,,
player,201411020htx,htx,ReedBr00,qb_hits,0,,,,,
player,201411020htx,htx,ReedBr00,fumbles_rec,0,,,,,
player,201411020htx,htx,ReedBr00,fumbles_rec_yds,0,,,,,
player,201411020htx,htx,ReedBr00,fumbles_rec_td,0,,,,,
player,201411020htx,htx,ReedBr00,fumbles_forced,0,,,,,
player,201411020htx,htx,FitzRy00,def_int,0,,,,,
player,201411020htx,htx,FitzRy00,def_int_yds,0,,,,,
player,201411020htx,htx,FitzRy00,def_int_td,0,,,,,
player,201411020htx,htx,FitzRy00,def_int_long,0,,,,,
player,201411020htx,htx,FitzRy00,pass_defended,0,,,,,
player,201411020htx,htx,FitzRy00,sacks,0.0,,,,,
player,201411020htx,htx,FitzRy00,tackles_combined,0,,,,,
player,201411020htx,htx,FitzRy00,tackles_solo,0,,,,,
player,201411020htx,htx,FitzRy00,tackles_assists,0,,,,,
player,201411020htx,htx,FitzRy00,tackles_loss,,,,,,
player,201411020htx,htx,FitzRy00,qb_hits,,,,,,
player,201411020htx,htx,FitzRy00,fumbles_rec,1,,,,,
player,201411020htx,htx,FitzRy00,fumbles_rec_yds,0,,,,,
player,201411020htx,htx,FitzRy00,fumbles_rec_td,0,,,,,
player,201411020htx,htx,FitzRy00,fumbles_forced,0,,,,,
player,201411020htx,phi,SproDa00,kick_ret,0,,,,,
player,201411020htx,phi,SproDa00,kick_ret_yds,0,,,,,
player,201411020htx,phi,SproDa00,kick_ret_yds_per_ret,,,,,,
player,201411020htx,phi,SproDa00,kick_ret_td,0,,,,,
player,201411020htx,phi,SproDa00,kick_ret_long,0,,,,,
player,201411020htx,phi,SproDa00,punt_ret,2,,,,,
player,201411020htx,phi,SproDa00,punt_ret_yds,27,,,,,
player,201411020htx,phi,SproDa00,punt_ret_yds_per_ret,13.5,,,,,
player,201411020htx,phi,SproDa00,punt_ret_td,0,,,,,
player,201411020htx,phi,SproDa00,punt_ret_long,18,,,,,
player,201411020htx,phi,HuffJo00,kick_ret,2,,,,,
player,201411020htx,phi,HuffJo00,kick_ret_yds,41,,,,,
player,201411020htx,phi,HuffJo00,kick_ret_yds_per_ret,20.5,,,,,
player,201411020htx,phi,HuffJo00,kick_ret_td,0,,,,,
player,201411020htx,phi,HuffJo00,kick_ret_long,25,,,,,
player,201411020htx,phi,HuffJo00,punt_ret,0,,,,,
player,201411020htx,phi,HuffJo00,punt_ret_yds,0,,,,,
player,201411020htx,phi,HuffJo00,punt_ret_yds_per_ret,,,,,,
player,201411020htx,phi,HuffJo00,punt_ret_td,0,,,,,
player,201411020htx,phi,HuffJo00,punt_ret_long,0,,,,,
player,201411020htx,htx,MannDa21,kick_ret,2,,,,,
player,201411020htx,htx,MannDa21,kick_ret_yds,36,,,,,
player,201411020htx,htx,MannDa21,kick_ret_yds_per_ret,18.0,,,,,
player,201411020htx,htx,MannDa21,kick_ret_td,0,,,,,
player,201411020htx,htx,MannDa21,kick_ret_long,21,,,,,
player,201411020htx,htx,MannDa21,punt_ret,0,,,,,
player,201411020htx,htx,MannDa21,punt_ret_yds,0,,,,,
player,201411020htx,htx,MannDa21,punt_ret_yds_per_ret,,,,,,
player,201411020htx,htx,MannDa21,punt_ret_td,0,,,,,
player,201411020htx,htx,MannDa21,punt_ret_long,0,,,,,
player,201411020htx,phi,ParkCo03,xpm,4,,,,,
player,201411020htx,phi,ParkCo03,xpa,4,,,,,
player,201411020htx,phi,ParkCo03,fgm,1,,,,,
player,201411020htx,phi,ParkCo03,fga,1,,,,,
player,201411020htx,phi,ParkCo03,punt,0,,,,,
player,201411020htx,phi,ParkCo03,punt_yds,0,,,,,
player,201411020htx,phi,ParkCo03,punt_yds_per_punt,,,,,,
player,201411020htx,phi,ParkCo03,punt_long,0,,,,,
player,201411020htx,phi,JoneDo21,xpm,,,,,,
player,201411020htx,phi,JoneDo21,xpa,,,,,,
player,201411020htx,phi,JoneDo21,fgm,,,,,,
player,201411020htx,phi,JoneDo21,fga,,,,,,
player,201411020htx,phi,JoneDo21,punt,3,,,,,
player,201411020htx,phi,JoneDo21,punt_yds,107,,,,,
player,201411020htx,phi,JoneDo21,punt_yds_per_punt,35.7,,,,,
player,201411020htx,phi,JoneDo21,punt_long,41,,,,,
player,201411020htx,htx,BullRa00,xpm,3,,,,,
player,201411020htx,htx,BullRa00,xpa,3,,,,,
player,201411020htx,htx,BullRa00,fgm,,,,,,
player,201411020htx,htx,BullRa00,fga,1,,,,,
player,201411020htx,htx,BullRa00,punt,0,,,,,
player,201411020htx,htx,BullRa00,punt_yds,0,,,,,
player,201411020htx,htx,BullRa00,punt_yds_per_punt,,,,,,
player,201411020htx,htx,BullRa00,punt_long,0,,,,,
player,201411020htx,htx,LechSh20,xpm,,,,,,
player,201411020htx,htx,LechSh20,xpa,,,,,,
player,201411020htx,htx,LechSh20,fgm,,,,,,
player,201411020htx,htx,LechSh20,fga,,,,,,
player,201411020htx,htx,LechSh20,punt,6,,,,,
player,201411020htx,htx,LechSh20,punt_yds,289,,,,,
player,201411020htx,htx,LechSh20,punt_yds_per_punt,48.2,,,,,
player,201411020htx,htx,LechSh20,punt_long,60,,,,,
player,201411020htx,htx,BrooBr00,pos,G,,,,,
player,201411020htx,htx,BrooBr00,offense,60,,,,,
player,201411020htx,htx,BrooBr00,off_pct,100%,,,,,
player,201411020htx,htx,BrooBr00,defense,0,,,,,
player,201411020htx,htx,BrooBr00,def_pct,0%,,,,,
player,201411020htx,htx,BrooBr00,special_teams,4,,,,,
player,201411020htx,htx,BrooBr00,st_pct,15%,,,,,
player,201411020htx,htx,BrowDu20,pos,T,,,,,
player,201411020htx,htx,BrowDu20,offense,60,,,,,
player,201411020htx,htx,BrowDu20,off_pct,100%,,,,,
player,201411020htx,htx,BrowDu20,defense,0,,,,,
player,201411020htx,htx,BrowDu20,def_pct,0%,,,,,
player,201411020htx,htx,BrowDu20,special_teams,4,,,,,
player,201411020htx,htx,BrowDu20,st_pct,15%,,,,,
player,201411020htx,htx,NewtDe00,pos,T,,,,,
player,201411020htx,htx,NewtDe00,offense,60,,,,,
player,201411020htx,htx,NewtDe00,off_pct,100%,,,,,
player,201411020htx,htx,NewtDe00,defense,0,,,,,
player,201411020htx,htx,NewtDe00,def_pct,0%,,,,,
player,201411020htx,htx,NewtDe00,special_teams,4,,,,,
player,201411020htx,htx,NewtDe00,st_pct,15%,,,,,
player,201411020htx,htx,FitzRy00,pos,QB,,,,,
player,201411020htx,htx,FitzRy00,offense,60,,,,,
player,201411020htx,htx,FitzRy00,off_pct,100%,,,,,
player,201411020htx,htx,FitzRy00,defense,0,,,,,
player,201411020htx,htx,FitzRy00,def_pct,0%,,,,,
player,201411020htx,htx,FitzRy00,special_teams,0,,,,,
player,201411020htx,htx,FitzRy00,st_pct,0%,,,,,
player,201411020htx,htx,MyerCh20,pos,C,,,,,
player,201411020htx,htx,MyerCh20,offense,60,,,,,
player,201411020htx,htx,MyerCh20,off_pct,100%,,,,,
player,201411020htx,htx,MyerCh20,defense,0,,,,,
player,201411020htx,htx,MyerCh20,def_pct,0%,,,,,
player,201411020htx,htx,MyerCh20,special_teams,0,,,,,
player,201411020htx,htx,MyerCh20,st_pct,0%,,,,,
player,201411020htx,htx,JoneBe01,pos,G,,,,,
player,201411020htx,htx,JoneBe01,offense,60,,,,,
player,201411020htx,htx,JoneBe01,off_pct,100%,,,,,
player,201411020htx,htx,JoneBe01,defense,0,,,,,
player,201411020htx,htx,JoneBe01,def_pct,0%,,,,,
player,201411020htx,htx,JoneBe01,special_teams,0,,,,,
player,201411020htx,htx,JoneBe01,st_pct,0%,,,,,
player,201411020htx,htx,JohnAn02,pos,WR,,,,,
player,201411020htx,htx,JohnAn02,offense,58,,,,,
