game,2014,9,20141102,201411020htx,phi,"Philadelphia Eagles",31,htx,"Houston Texans",21
player,201411020htx,htx,JohnAn02,off_pct,97%,,,,,
player,201411020htx,htx,JohnAn02,defense,0,,,,,
player,201411020htx,htx,JohnAn02,def_pct,0%,,,,,
player,201411020htx,htx,JohnAn02,special_teams,0,,,,,
player,201411020htx,htx,JohnAn02,st_pct,0%,,,,,
player,201411020htx,htx,HopkDe00,pos,WR,,,,,
player,201411020htx,htx,HopkDe00,offense,56,,,,,
player,201411020htx,htx,HopkDe00,off_pct,93%,,,,,
player,201411020htx,htx,HopkDe00,defense,0,,,,,
player,201411020htx,htx,HopkDe00,def_pct,0%,,,,,
player,201411020htx,htx,HopkDe00,special_teams,0,,,,,
player,201411020htx,htx,HopkDe00,st_pct,0%,,,,,
player,201411020htx,htx,GrahGa00,pos,TE,,,,,
player,201411020htx,htx,GrahGa00,offense,48,,,,,
player,201411020htx,htx,GrahGa00,off_pct,80%,,,,,
player,201411020htx,htx,GrahGa00,defense,0,,,,,
player,201411020htx,htx,GrahGa00,def_pct,0%,,,,,
player,201411020htx,htx,GrahGa00,special_teams,5,,,,,
player,201411020htx,htx,GrahGa00,st_pct,19%,,,,,
player,201411020htx,htx,FostAr00,pos,RB,,,,,
player,201411020htx,htx,FostAr00,offense,39,,,,,
player,201411020htx,htx,FostAr00,off_pct,65%,,,,,
player,201411020htx,htx,FostAr00,defense,0,,,,,
player,201411020htx,htx,FostAr00,def_pct,0%,,,,,
player,201411020htx,htx,FostAr00,special_teams,0,,,,,
player,201411020htx,htx,FostAr00,st_pct,0%,,,,,
player,201411020htx,htx,JohnDa04,pos,WR,,,,,
player,201411020htx,htx,JohnDa04,offense,38,,,,,
player,201411020htx,htx,JohnDa04,off_pct,63%,,,,,
player,201411020htx,htx,JohnDa04,defense,0,,,,,
player,201411020htx,htx,JohnDa04,def_pct,0%,,,,,
player,201411020htx,htx,JohnDa04,special_teams,0,,,,,
player,201411020htx,htx,JohnDa04,st_pct,0%,,,,,
player,201411020htx,htx,FiedC.00,pos,TE,,,,,
player,201411020htx,htx,FiedC.00,offense,17,,,,,
player,201411020htx,htx,FiedC.00,off_pct,28%,,,,,
player,201411020htx,htx,FiedC.00,defense,0,,,,,
player,201411020htx,htx,FiedC.00,def_pct,0%,,,,,
player,201411020htx,htx,FiedC.00,special_teams,7,,,,,
player,201411020htx,htx,FiedC.00,st_pct,26%,,,,,
player,201411020htx,htx,BlueAl00,pos,RB,,,,,
player,201411020htx,htx,BlueAl00,offense,13,,,,,
player,201411020htx,htx,BlueAl00,off_pct,22%,,,,,
player,201411020htx,htx,BlueAl00,defense,0,,,,,
player,201411020htx,htx,BlueAl00,def_pct,0%,,,,,
player,201411020htx,htx,BlueAl00,special_teams,16,,,,,
player,201411020htx,htx,BlueAl00,st_pct,59%,,,,,
player,201411020htx,htx,GrimJo01,pos,RB,,,,,
player,201411020htx,htx,GrimJo01,offense,10,,,,,
player,201411020htx,htx,GrimJo01,off_pct,17%,,,,,
player,201411020htx,htx,GrimJo01,defense,0,,,,,
player,201411020htx,htx,GrimJo01,def_pct,0%,,,,,
player,201411020htx,htx,GrimJo01,special_teams,11,,,,,
player,201411020htx,htx,GrimJo01,st_pct,41%,,,,,
player,201411020htx,htx,MartKe01,pos,WR,,,,,
player,201411020htx,htx,MartKe01,offense,9,,,,,
player,201411020htx,htx,MartKe01,off_pct,15%,,,,,
player,201411020htx,htx,MartKe01,defense,0,,,,,
player,201411020htx,htx,MartKe01,def_pct,0%,,,,,
player,201411020htx,htx,MartKe01,special_teams,3,,,,,
player,201411020htx,htx,MartKe01,st_pct,11%,,,,,
player,201411020htx,htx,ProsJa00,pos,FB,,,,,
player,201411020htx,htx,ProsJa00,offense,6,,,,,
player,201411020htx,htx,ProsJa00,off_pct,10%,,,,,
player,201411020htx,htx,ProsJa00,defense,0,,,,,
player,201411020htx,htx,ProsJa00,def_pct,0%,,,,,
player,201411020htx,htx,ProsJa00,special_teams,11,,,,,
player,201411020htx,htx,ProsJa00,st_pct,41%,,,,,
player,201411020htx,htx,GrifRy00,pos,TE,,,,,
player,201411020htx,htx,GrifRy00,offense,6,,,,,
player,201411020htx,htx,GrifRy00,off_pct,10%,,,,,
player,201411020htx,htx,GrifRy00,defense,0,,,,,
player,201411020htx,htx,GrifRy00,def_pct,0%,,,,,
player,201411020htx,htx,GrifRy00,special_teams,9,,,,,
player,201411020htx,htx,GrifRy00,st_pct,33%,,,,,
player,201411020htx,htx,LewiKe00,pos,FS,,,,,
player,201411020htx,htx,LewiKe00,offense,0,,,,,
player,201411020htx,htx,LewiKe00,off_pct,0%,,,,,
player,201411020htx,htx,LewiKe00,defense,83,,,,,
player,201411020htx,htx,LewiKe00,def_pct,100%,,,,,
player,201411020htx,htx,LewiKe00,special_teams,6,,,,,
player,201411020htx,htx,LewiKe00,st_pct,22%,,,,,
player,201411020htx,htx,SweaDJ00,pos,SS,,,,,
player,201411020htx,htx,SweaDJ00,offense,0,,,,,
player,201411020htx,htx,SweaDJ00,off_pct,0%,,,,,
player,201411020htx,htx,SweaDJ00,defense,81,,,,,
player,201411020htx,htx,SweaDJ00,def_pct,98%,,,,,
player,201411020htx,htx,SweaDJ00,special_teams,0,,,,,
player,201411020htx,htx,SweaDJ00,st_pct,0%,,,,,
player,201411020htx,htx,HalxAn00,pos,CB,,,,,
player,201411020htx,htx,HalxAn00,offense,0,,,,,
player,201411020htx,htx,HalxAn00,off_pct,0%,,,,,
player,201411020htx,htx,HalxAn00,defense,79,,,,,
player,201411020htx,htx,HalxAn00,def_pct,95%,,,,,
player,201411020htx,htx,HalxAn00,special_teams,11,,,,,
player,201411020htx,htx,HalxAn00,st_pct,41%,,,,,
player,201411020htx,htx,WattJ.00,pos,DE,,,,,
player,201411020htx,htx,WattJ.00,offense,0,,,,,
player,201411020htx,htx,WattJ.00,off_pct,0%,,,,,
player,201411020htx,htx,WattJ.00,defense,75,,,,,
player,201411020htx,htx,WattJ.00,def_pct,90%,,,,,
player,201411020htx,htx,WattJ.00,special_teams,6,,,,,
player,201411020htx,htx,WattJ.00,st_pct,22%,,,,,
player,201411020htx,htx,MercWh00,pos,LB,,,,,
player,201411020htx,htx,MercWh00,offense,0,,,,,
player,201411020htx,htx,MercWh00,off_pct,0%,,,,,
player,201411020htx,htx,MercWh00,defense,69,,,,,
player,201411020htx,htx,MercWh00,def_pct,83%,,,,,
player,201411020htx,htx,MercWh00,special_teams,12,,,,,
player,201411020htx,htx,MercWh00,st_pct,44%,,,,,
player,201411020htx,htx,BouyA.00,pos,CB,,,,,
player,201411020htx,htx,BouyA.00,offense,0,,,,,
player,201411020htx,htx,BouyA.00,off_pct,0%,,,,,
player,201411020htx,htx,BouyA.00,defense,68,,,,,
player,201411020htx,htx,BouyA.00,def_pct,82%,,,,,
player,201411020htx,htx,BouyA.00,special_teams,6,,,,,
player,201411020htx,htx,BouyA.00,st_pct,22%,,,,,
player,201411020htx,htx,RollJu00,pos,CB,,,,,
player,201411020htx,htx,RollJu00,offense,0,,,,,
player,201411020htx,htx,RollJu00,off_pct,0%,,,,,
player,201411020htx,htx,RollJu00,defense,56,,,,,
player,201411020htx,htx,RollJu00,def_pct,67%,,,,,
player,201411020htx,htx,RollJu00,special_teams,13,,,,,
player,201411020htx,htx,RollJu00,st_pct,48%,,,,,
player,201411020htx,htx,ReedBr00,pos,LB,,,,,
player,201411020htx,htx,ReedBr00,offense,0,,,,,
player,201411020htx,htx,ReedBr00,off_pct,0%,,,,,
player,201411020htx,htx,ReedBr00,defense,56,,,,,
player,201411020htx,htx,ReedBr00,def_pct,67%,,,,,
player,201411020htx,htx,ReedBr00,special_teams,4,,,,,
player,201411020htx,htx,ReedBr00,st_pct,15%,,,,,
player,201411020htx,htx,CricJa00,pos,DE,,,,,
player,201411020htx,htx,CricJa00,offense,0,,,,,
player,201411020htx,htx,CricJa00,off_pct,0%,,,,,
player,201411020htx,htx,CricJa00,defense,46,,,,,
player,201411020htx,htx,CricJa00,def_pct,55%,,,,,
player,201411020htx,htx,CricJa00,special_teams,6,,,,,
player,201411020htx,htx,CricJa00,st_pct,22%,,,,,
player,201411020htx,htx,MohaMi00,pos,LB,,,,,
player,201411020htx,htx,MohaMi00,offense,0,,,,,
player,201411020htx,htx,MohaMi00,off_pct,0%,,,,,
player,201411020htx,htx,MohaMi00,defense,42,,,,,
player,201411020htx,htx,MohaMi00,def_pct,51%,,,,,
player,201411020htx,htx,MohaMi00,special_teams,7,,,,,
player,201411020htx,htx,MohaMi00,st_pct,26%,,,,,
player,201411020htx,htx,MannDa21,pos,FS,,,,,
player,201411020htx,htx,MannDa21,offense,0,,,,,
player,201411020htx,htx,MannDa21,off_pct,0%,,,,,
player,201411020htx,htx,MannDa21,defense,41,,,,,
player,201411020htx,htx,MannDa21,def_pct,49%,,,,,
player,201411020htx,htx,MannDa21,special_teams,16,,,,,
player,201411020htx,htx,MannDa21,st_pct,59%,,,,,
player,201411020htx,htx,TuggJu00,pos,LB,,,,,
player,201411020htx,htx,TuggJu00,offense,0,,,,,
player,201411020htx,htx,TuggJu00,off_pct,0%,,,,,
player,201411020htx,htx,TuggJu00,defense,40,,,,,
player,201411020htx,htx,TuggJu00,def_pct,48%,,,,,
player,201411020htx,htx,TuggJu00,special_teams,7,,,,,
player,201411020htx,htx,TuggJu00,st_pct,26%,,,,,
player,201411020htx,htx,DentAk00,pos,LB,,,,,
player,201411020htx,htx,DentAk00,offense,0,,,,,
player,201411020htx,htx,DentAk00,off_pct,0%,,,,,
player,201411020htx,htx,DentAk00,defense,38,,,,,
player,201411020htx,htx,DentAk00,def_pct,46%,,,,,
player,201411020htx,htx,DentAk00,special_teams,17,,,,,
player,201411020htx,htx,DentAk00,st_pct,63%,,,,,
player,201411020htx,htx,SimoJo01,pos,LB,,,,,
player,201411020htx,htx,SimoJo01,offense,0,,,,,
player,201411020htx,htx,SimoJo01,off_pct,0%,,,,,
player,201411020htx,htx,SimoJo01,defense,34,,,,,
player,201411020htx,htx,SimoJo01,def_pct,41%,,,,,
player,201411020htx,htx,SimoJo01,special_teams,18,,,,,
player,201411020htx,htx,SimoJo01,st_pct,67%,,,,,
player,201411020htx,htx,JamiTi99,pos,DE,,,,,
player,201411020htx,htx,JamiTi99,offense,0,,,,,
player,201411020htx,htx,JamiTi99,off_pct,0%,,,,,
player,201411020htx,htx,JamiTi99,defense,34,,,,,
player,201411020htx,htx,JamiTi99,def_pct,41%,,,,,
player,201411020htx,htx,JamiTi99,special_teams,4,,,,,
player,201411020htx,htx,JamiTi99,st_pct,15%,,,,,
player,201411020htx,htx,PickRy20,pos,DT,,,,,
player,201411020htx,htx,PickRy20,offense,0,,,,,
player,201411020htx,htx,PickRy20,off_pct,0%,,,,,
player,201411020htx,htx,PickRy20,defense,24,,,,,
player,201411020htx,htx,PickRy20,def_pct,29%,,,,,
player,201411020htx,htx,PickRy20,special_teams,6,,,,,
player,201411020htx,htx,PickRy20,st_pct,22%,,,,,
player,201411020htx,htx,PoweJe00,pos,NT,,,,,
player,201411020htx,htx,PoweJe00,offense,0,,,,,
player,201411020htx,htx,PoweJe00,off_pct,0%,,,,,
player,201411020htx,htx,PoweJe00,defense,18,,,,,
player,201411020htx,htx,PoweJe00,def_pct,22%,,,,,
player,201411020htx,htx,PoweJe00,special_teams,5,,,,,
player,201411020htx,htx,PoweJe00,st_pct,19%,,,,,
player,201411020htx,htx,PagaJe00,pos,DE,,,,,
player,201411020htx,htx,PagaJe00,offense,0,,,,,
player,201411020htx,htx,PagaJe00,off_pct,0%,,,,,
player,201411020htx,htx,PagaJe00,defense,10,,,,,
player,201411020htx,htx,PagaJe00,def_pct,12%,,,,,
player,201411020htx,htx,PagaJe00,special_teams,0,,,,,
player,201411020htx,htx,PagaJe00,st_pct,0%,,,,,
player,201411020htx,htx,JoseJo20,pos,CB,,,,,
player,201411020htx,htx,JoseJo20,offense,0,,,,,
player,201411020htx,htx,JoseJo20,off_pct,0%,,,,,
player,201411020htx,htx,JoseJo20,defense,10,,,,,
player,201411020htx,htx,JoseJo20,def_pct,12%,,,,,
player,201411020htx,htx,JoseJo20,special_teams,0,,,,,
player,201411020htx,htx,JoseJo20,st_pct,0%,,,,,
player,201411020htx,htx,PleaEd00,pos,SS,,,,,
player,201411020htx,htx,PleaEd00,offense,0,,,,,
player,201411020htx,htx,PleaEd00,off_pct,0%,,,,,
player,201411020htx,htx,PleaEd00,defense,5,,,,,
player,201411020htx,htx,PleaEd00,def_pct,6%,,,,,
player,201411020htx,htx,PleaEd00,special_teams,17,,,,,
player,201411020htx,htx,PleaEd00,st_pct,63%,,,,,
player,201411020htx,htx,JackKa99,pos,CB,,,,,
player,201411020htx,htx,JackKa99,offense,0,,,,,
player,201411020htx,htx,JackKa99,off_pct,0%,,,,,
player,201411020htx,htx,JackKa99,defense,4,,,,,
player,201411020htx,htx,JackKa99,def_pct,5%,,,,,
player,201411020htx,htx,JackKa99,special_teams,0,,,,,
player,201411020htx,htx,JackKa99,st_pct,0%,,,,,
player,201411020htx,htx,DileZa99,pos,LB,,,,,
player,201411020htx,htx,DileZa99,offense,0,,,,,
player,201411020htx,htx,DileZa99,off_pct,0%,,,,,
player,201411020htx,htx,DileZa99,defense,0,,,,,
player,201411020htx,htx,DileZa99,def_pct,0%,,,,,
player,201411020htx,htx,DileZa99,special_teams,17,,,,,
player,201411020htx,htx,DileZa99,st_pct,63%,,,,,
player,201411020htx,htx,LechSh20,pos,P,,,,,
player,201411020htx,htx,LechSh20,offense,0,,,,,
player,201411020htx,htx,LechSh20,off_pct,0%,,,,,
player,201411020htx,htx,LechSh20,defense,0,,,,,
player,201411020htx,htx,LechSh20,def_pct,0%,,,,,
player,201411020htx,htx,LechSh20,special_teams,10,,,,,
player,201411020htx,htx,LechSh20,st_pct,37%,,,,,
player,201411020htx,htx,WeekJo00,pos,LS,,,,,
player,201411020htx,htx,WeekJo00,offense,0,,,,,
player,201411020htx,htx,WeekJo00,off_pct,0%,,,,,
player,201411020htx,htx,WeekJo00,defense,0,,,,,
player,201411020htx,htx,WeekJo00,def_pct,0%,,,,,
player,201411020htx,htx,WeekJo00,special_teams,10,,,,,
player,201411020htx,htx,WeekJo00,st_pct,37%,,,,,
player,201411020htx,htx,AubrJo00,pos,SS,,,,,
player,201411020htx,htx,AubrJo00,offense,0,,,,,
player,201411020htx,htx,AubrJo00,off_pct,0%,,,,,
player,201411020htx,htx,AubrJo00,defense,0,,,,,
player,201411020htx,htx,AubrJo00,def_pct,0%,,,,,
player,201411020htx,htx,AubrJo00,special_teams,9,,,,,
player,201411020htx,htx,AubrJo00,st_pct,33%,,,,,
player,201411020htx,htx,BullRa00,pos,K,,,,,
player,201411020htx,htx,BullRa00,offense,0,,,,,
player,201411020htx,htx,BullRa00,off_pct,0%,,,,,
player,201411020htx,htx,BullRa00,defense,0,,,,,
player,201411020htx,htx,BullRa00,def_pct,0%,,,,,
player,201411020htx,htx,BullRa00,special_teams,8,,,,,
player,201411020htx,htx,BullRa00,st_pct,30%,,,,,
player,201411020htx,htx,Sua-Xa00,pos,G,,,,,
player,201411020htx,htx,Sua-Xa00,offense,0,,,,,
player,201411020htx,htx,Sua-Xa00,off_pct,0%,,,,,
player,201411020htx,htx,Sua-Xa00,defense,0,,,,,
player,201411020htx,htx,Sua-Xa00,def_pct,0%,,,,,
player,201411020htx,htx,Sua-Xa00,special_teams,4,,,,,
player,201411020htx,htx,Sua-Xa00,st_pct,15%,,,,,
player,201411020htx,htx,ClabTy20,pos,T,,,,,
player,201411020htx,htx,ClabTy20,offense,0,,,,,
player,201411020htx,htx,ClabTy20,off_pct,0%,,,,,
player,201411020htx,htx,ClabTy20,defense,0,,,,,
player,201411020htx,htx,ClabTy20,def_pct,0%,,,,,
player,201411020htx,htx,ClabTy20,special_teams,4,,,,,
player,201411020htx,htx,ClabTy20,st_pct,15%,,,,,
player,201411020htx,phi,TobiMa00,pos,T,,,,,
player,201411020htx,phi,TobiMa00,offense,83,,,,,
player,201411020htx,phi,TobiMa00,off_pct,100%,,,,,
player,201411020htx,phi,TobiMa00,defense,0,,,,,
player,201411020htx,phi,TobiMa00,def_pct,0%,,,,,
player,201411020htx,phi,TobiMa00,special_teams,5,,,,,
player,201411020htx,phi,TobiMa00,st_pct,19%,,,,,
player,201411020htx,phi,JohnLa01,pos,T,,,,,
player,201411020htx,phi,JohnLa01,offense,83,,,,,
player,201411020htx,phi,JohnLa01,off_pct,100%,,,,,
player,201411020htx,phi,JohnLa01,defense,0,,,,,
player,201411020htx,phi,JohnLa01,def_pct,0%,,,,,
player,201411020htx,phi,JohnLa01,special_teams,5,,,,,
player,201411020htx,phi,JohnLa01,st_pct,19%,,,,,
player,201411020htx,phi,KelcJa00,pos,C,,,,,
player,201411020htx,phi,KelcJa00,offense,83,,,,,
player,201411020htx,phi,KelcJa00,off_pct,100%,,,,,
player,201411020htx,phi,KelcJa00,defense,0,,,,,
player,201411020htx,phi,KelcJa00,def_pct,0%,,,,,
player,201411020htx,phi,KelcJa00,special_teams,0,,,,,
player,201411020htx,phi,KelcJa00,st_pct,0%,,,,,
player,201411020htx,phi,PeteJa21,pos,T,,,,,
player,201411020htx,phi,PeteJa21,offense,83,,,,,
player,201411020htx,phi,PeteJa21,off_pct,100%,,,,,
player,201411020htx,phi,PeteJa21,defense,0,,,,,
player,201411020htx,phi,PeteJa21,def_pct,0%,,,,,
player,201411020htx,phi,PeteJa21,special_teams,0,,,,,
player,201411020htx,phi,PeteJa21,st_pct,0%,,,,,
player,201411020htx,phi,MaclJe00,pos,WR,,,,,
player,201411020htx,phi,MaclJe00,offense,71,,,,,
player,201411020htx,phi,MaclJe00,off_pct,86%,,,,,
player,201411020htx,phi,MaclJe00,defense,0,,,,,
player,201411020htx,phi,MaclJe00,def_pct,0%,,,,,
player,201411020htx,phi,MaclJe00,special_teams,0,,,,,
player,201411020htx,phi,MaclJe00,st_pct,0%,,,,,
player,201411020htx,phi,CoopRi00,pos,WR,,,,,
player,201411020htx,phi,CoopRi00,offense,69,,,,,
player,201411020htx,phi,CoopRi00,off_pct,83%,,,,,
player,201411020htx,phi,CoopRi00,defense,0,,,,,
player,201411020htx,phi,CoopRi00,def_pct,0%,,,,,
player,201411020htx,phi,CoopRi00,special_teams,0,,,,,
player,201411020htx,phi,CoopRi00,st_pct,0%,,,,,
player,201411020htx,phi,CeleBr00,pos,TE,,,,,
player,201411020htx,phi,CeleBr00,offense,64,,,,,
player,201411020htx,phi,CeleBr00,off_pct,77%,,,,,
player,201411020htx,phi,CeleBr00,defense,0,,,,,
player,201411020htx,phi,CeleBr00,def_pct,0%,,,,,
player,201411020htx,phi,CeleBr00,special_teams,0,,,,,
player,201411020htx,phi,CeleBr00,st_pct,0%,,,,,
player,201411020htx,phi,SancMa00,pos,QB,,,,,
player,201411020htx,phi,SancMa00,offense,63,,,,,
player,201411020htx,phi,SancMa00,off_pct,76%,,,,,
player,201411020htx,phi,SancMa00,defense,0,,,,,
player,201411020htx,phi,SancMa00,def_pct,0%,,,,,
player,201411020htx,phi,SancMa00,special_teams,0,,,,,
player,201411020htx,phi,SancMa00,st_pct,0%,,,,,
player,201411020htx,phi,MattJo00,pos,WR,,,,,
player,201411020htx,phi,MattJo00,offense,55,,,,,
player,201411020htx,phi,MattJo00,off_pct,66%,,,,,
player,201411020htx,phi,MattJo00,defense,0,,,,,
player,201411020htx,phi,MattJo00,def_pct,0%,,,,,
player,201411020htx,phi,MattJo00,special_teams,0,,,,,
player,201411020htx,phi,MattJo00,st_pct,0%,,,,,
player,201411020htx,phi,HerrTo20,pos,G,,,,,
player,201411020htx,phi,HerrTo20,offense,55,,,,,
player,201411020htx,phi,HerrTo20,off_pct,66%,,,,,
player,201411020htx,phi,HerrTo20,defense,0,,,,,
player,201411020htx,phi,HerrTo20,def_pct,0%,,,,,
player,201411020htx,phi,HerrTo20,special_teams,0,,,,,
player,201411020htx,phi,HerrTo20,st_pct,0%,,,,,
player,201411020htx,phi,McCoLe01,pos,RB,,,,,
player,201411020htx,phi,McCoLe01,offense,54,,,,,
player,201411020htx,phi,McCoLe01,off_pct,65%,,,,,
player,201411020htx,phi,McCoLe01,defense,0,,,,,
player,201411020htx,phi,McCoLe01,def_pct,0%,,,,,
player,201411020htx,phi,McCoLe01,special_teams,0,,,,,
player,201411020htx,phi,McCoLe01,st_pct,0%,,,,,
player,201411020htx,phi,GardAn20,pos,T,,,,,
player,201411020htx,phi,GardAn20,offense,28,,,,,
player,201411020htx,phi,GardAn20,off_pct,34%,,,,,
player,201411020htx,phi,GardAn20,defense,0,,,,,
player,201411020htx,phi,GardAn20,def_pct,0%,,,,,
player,201411020htx,phi,GardAn20,special_teams,5,,,,,
player,201411020htx,phi,GardAn20,st_pct,19%,,,,,
player,201411020htx,phi,ErtzZa00,pos,TE,,,,,
player,201411020htx,phi,ErtzZa00,offense,24,,,,,
player,201411020htx,phi,ErtzZa00,off_pct,29%,,,,,
player,201411020htx,phi,ErtzZa00,defense,0,,,,,
player,201411020htx,phi,ErtzZa00,def_pct,0%,,,,,
player,201411020htx,phi,ErtzZa00,special_teams,9,,,,,
player,201411020htx,phi,ErtzZa00,st_pct,33%,,,,,
player,201411020htx,phi,FoleNi00,pos,QB,,,,,
player,201411020htx,phi,FoleNi00,offense,20,,,,,
player,201411020htx,phi,FoleNi00,off_pct,24%,,,,,
player,201411020htx,phi,FoleNi00,defense,0,,,,,
player,201411020htx,phi,FoleNi00,def_pct,0%,,,,,
player,201411020htx,phi,FoleNi00,special_teams,0,,,,,
player,201411020htx,phi,FoleNi00,st_pct,0%,,,,,
player,201411020htx,phi,SproDa00,pos,RB,,,,,
player,201411020htx,phi,SproDa00,offense,19,,,,,
player,201411020htx,phi,SproDa00,off_pct,23%,,,,,
player,201411020htx,phi,SproDa00,defense,0,,,,,
player,201411020htx,phi,SproDa00,def_pct,0%,,,,,
player,201411020htx,phi,SproDa00,special_teams,6,,,,,
player,201411020htx,phi,SproDa00,st_pct,22%,,,,,
player,201411020htx,phi,HuffJo00,pos,WR,,,,,
player,201411020htx,phi,HuffJo00,offense,16,,,,,
player,201411020htx,phi,HuffJo00,off_pct,19%,,,,,
player,201411020htx,phi,HuffJo00,defense,0,,,,,
player,201411020htx,phi,HuffJo00,def_pct,0%,,,,,
player,201411020htx,phi,HuffJo00,special_teams,12,,,,,
player,201411020htx,phi,HuffJo00,st_pct,44%,,,,,
player,201411020htx,phi,CaseJa00,pos,TE,,,,,
player,201411020htx,phi,CaseJa00,offense,15,,,,,
player,201411020htx,phi,CaseJa00,off_pct,18%,,,,,
player,201411020htx,phi,CaseJa00,defense,0,,,,,
player,201411020htx,phi,CaseJa00,def_pct,0%,,,,,
player,201411020htx,phi,CaseJa00,special_teams,23,,,,,
player,201411020htx,phi,CaseJa00,st_pct,85%,,,,,
player,201411020htx,phi,PolkCh00,pos,RB,,,,,
player,201411020htx,phi,PolkCh00,offense,14,,,,,
player,201411020htx,phi,PolkCh00,off_pct,17%,,,,,
player,201411020htx,phi,PolkCh00,defense,0,,,,,
player,201411020htx,phi,PolkCh00,def_pct,0%,,,,,
player,201411020htx,phi,PolkCh00,special_teams,18,,,,,
player,201411020htx,phi,PolkCh00,st_pct,67%,,,,,
player,201411020htx,phi,MaehJe00,pos,WR,,,,,
player,201411020htx,phi,MaehJe00,offense,14,,,,,
player,201411020htx,phi,MaehJe00,off_pct,17%,,,,,
player,201411020htx,phi,MaehJe00,defense,0,,,,,
player,201411020htx,phi,MaehJe00,def_pct,0%,,,,,
player,201411020htx,phi,MaehJe00,special_teams,4,,,,,
player,201411020htx,phi,MaehJe00,st_pct,15%,,,,,
player,201411020htx,phi,JenkMa99,pos,FS,,,,,
player,201411020htx,phi,JenkMa99,offense,0,,,,,
player,201411020htx,phi,JenkMa99,off_pct,0%,,,,,
player,201411020htx,phi,JenkMa99,defense,60,,,,,
player,201411020htx,phi,JenkMa99,def_pct,100%,,,,,
player,201411020htx,phi,JenkMa99,special_teams,15,,,,,
player,201411020htx,phi,JenkMa99,st_pct,56%,,,,,
player,201411020htx,phi,FletBr99,pos,CB,,,,,
player,201411020htx,phi,FletBr99,offense,0,,,,,
player,201411020htx,phi,FletBr99,off_pct,0%,,,,,
player,201411020htx,phi,FletBr99,defense,60,,,,,
player,201411020htx,phi,FletBr99,def_pct,100%,,,,,
player,201411020htx,phi,FletBr99,special_teams,9,,,,,
player,201411020htx,phi,FletBr99,st_pct,33%,,,,,
player,201411020htx,phi,WolfEa00,pos,SS,,,,,
player,201411020htx,phi,WolfEa00,offense,0,,,,,
player,201411020htx,phi,WolfEa00,off_pct,0%,,,,,
player,201411020htx,phi,WolfEa00,defense,60,,,,,
player,201411020htx,phi,WolfEa00,def_pct,100%,,,,,
player,201411020htx,phi,WolfEa00,special_teams,3,,,,,
player,201411020htx,phi,WolfEa00,st_pct,11%,,,,,
player,201411020htx,phi,WillCa99,pos,CB,,,,,
player,201411020htx,phi,WillCa99,offense,0,,,,,
player,201411020htx,phi,WillCa99,off_pct,0%,,,,,
player,201411020htx,phi,WillCa99,defense,60,,,,,
player,201411020htx,phi,WillCa99,def_pct,100%,,,,,
player,201411020htx,phi,WillCa99,special_teams,0,,,,,
player,201411020htx,phi,WillCa99,st_pct,0%,,,,,
player,201411020htx,phi,KendMy00,pos,LB,,,,,
player,201411020htx,phi,KendMy00,offense,0,,,,,
player,201411020htx,phi,KendMy00,off_pct,0%,,,,,
player,201411020htx,phi,KendMy00,defense,59,,,,,
player,201411020htx,phi,KendMy00,def_pct,98%,,,,,
player,201411020htx,phi,KendMy00,special_teams,0,,,,,
player,201411020htx,phi,KendMy00,st_pct,0%,,,,,
player,201411020htx,phi,BarwCo99,pos,LB,,,,,
player,201411020htx,phi,BarwCo99,offense,0,,,,,
player,201411020htx,phi,BarwCo99,off_pct,0%,,,,,
player,201411020htx,phi,BarwCo99,defense,54,,,,,
player,201411020htx,phi,BarwCo99,def_pct,90%,,,,,
player,201411020htx,phi,BarwCo99,special_teams,0,,,,,
player,201411020htx,phi,BarwCo99,st_pct,0%,,,,,
player,201411020htx,phi,CoxxFl00,pos,DE,,,,,
player,201411020htx,phi,CoxxFl00,offense,0,,,,,
player,201411020htx,phi,CoxxFl00,off_pct,0%,,,,,
player,201411020htx,phi,CoxxFl00,defense,50,,,,,
player,201411020htx,phi,CoxxFl00,def_pct,83%,,,,,
player,201411020htx,phi,CoxxFl00,special_teams,0,,,,,
player,201411020htx,phi,CoxxFl00,st_pct,0%,,,,,
player,201411020htx,phi,ColeTr20,pos,LB,,,,,
player,201411020htx,phi,ColeTr20,offense,0,,,,,
player,201411020htx,phi,ColeTr20,off_pct,0%,,,,,
player,201411020htx,phi,ColeTr20,defense,46,,,,,
player,201411020htx,phi,ColeTr20,def_pct,77%,,,,,
player,201411020htx,phi,ColeTr20,special_teams,4,,,,,
player,201411020htx,phi,ColeTr20,st_pct,15%,,,,,
player,201411020htx,phi,RyanDe20,pos,LB,,,,,
player,201411020htx,phi,RyanDe20,offense,0,,,,,
player,201411020htx,phi,RyanDe20,off_pct,0%,,,,,
player,201411020htx,phi,RyanDe20,defense,44,,,,,
player,201411020htx,phi,RyanDe20,def_pct,73%,,,,,
player,201411020htx,phi,RyanDe20,special_teams,3,,,,,
player,201411020htx,phi,RyanDe20,st_pct,11%,,,,,
player,201411020htx,phi,LogaBe00,pos,NT,,,,,
player,201411020htx,phi,LogaBe00,offense,0,,,,,
player,201411020htx,phi,LogaBe00,off_pct,0%,,,,,
player,201411020htx,phi,LogaBe00,defense,36,,,,,
player,201411020htx,phi,LogaBe00,def_pct,60%,,,,,
player,201411020htx,phi,LogaBe00,special_teams,9,,,,,
