game,2014,5,20141005,201410050nyg,atl,"Atlanta Falcons",20,nyg,"New York Giants",30
team,201410050nyg,atl,First Downs,20,,,,,,
team,201410050nyg,nyg,First Downs,22,,,,,,
team,201410050nyg,atl,Rush-Yds-TDs,21-90-1,,,,,,
team,201410050nyg,nyg,Rush-Yds-TDs,34-124-1,,,,,,
team,201410050nyg,atl,Cmp-Att-Yd-TD-INT,29-45-316-1-1,,,,,,
team,201410050nyg,nyg,Cmp-Att-Yd-TD-INT,19-30-200-2-0,,,,,,
team,201410050nyg,atl,Sacked-Yards,1-9,,,,,,
team,201410050nyg,nyg,Sacked-Yards,1-7,,,,,,
team,201410050nyg,atl,Net Pass Yards,307,,,,,,
team,201410050nyg,nyg,Net Pass Yards,193,,,,,,
team,201410050nyg,atl,Total Yards,397,,,,,,
team,201410050nyg,nyg,Total Yards,317,,,,,,
team,201410050nyg,atl,Fumbles-Lost,1-0,,,,,,
team,201410050nyg,nyg,Fumbles-Lost,2-2,,,,,,
team,201410050nyg,atl,Turnovers,1,,,,,,
team,201410050nyg,nyg,Turnovers,2,,,,,,
team,201410050nyg,atl,Penalties-Yards,8-81,,,,,,
team,201410050nyg,nyg,Penalties-Yards,3-15,,,,,,
team,201410050nyg,atl,Third Down Conv.,2-13,,,,,,
team,201410050nyg,nyg,Third Down Conv.,9-15,,,,,,
team,201410050nyg,atl,Fourth Down Conv.,1-2,,,,,,
team,201410050nyg,nyg,Fourth Down Conv.,0-0,,,,,,
team,201410050nyg,atl,Time of Possession,28:19,,,,,,
team,201410050nyg,nyg,Time of Possession,31:41,,,,,,
player,201410050nyg,atl,RyanMa00,pass_cmp,29,,,,,
player,201410050nyg,atl,RyanMa00,pass_att,45,,,,,
player,201410050nyg,atl,RyanMa00,pass_yds,316,,,,,
player,201410050nyg,atl,RyanMa00,pass_td,1,,,,,
player,201410050nyg,atl,RyanMa00,pass_int,1,,,,,
player,201410050nyg,atl,RyanMa00,pass_sacked,1,,,,,
player,201410050nyg,atl,RyanMa00,pass_sacked_yds,9,,,,,
player,201410050nyg,atl,RyanMa00,pass_long,74,,,,,
player,201410050nyg,atl,RyanMa00,pass_rating,83.2,,,,,
player,201410050nyg,atl,RyanMa00,rush_att,0,,,,,
player,201410050nyg,atl,RyanMa00,rush_yds,0,,,,,
player,201410050nyg,atl,RyanMa00,rush_td,0,,,,,
player,201410050nyg,atl,RyanMa00,rush_long,0,,,,,
player,201410050nyg,atl,RyanMa00,targets,0,,,,,
player,201410050nyg,atl,RyanMa00,rec,0,,,,,
player,201410050nyg,atl,RyanMa00,rec_yds,0,,,,,
player,201410050nyg,atl,RyanMa00,rec_td,0,,,,,
player,201410050nyg,atl,RyanMa00,rec_long,0,,,,,
player,201410050nyg,atl,RyanMa00,fumbles,0,,,,,
player,201410050nyg,atl,RyanMa00,fumbles_lost,0,,,,,
player,201410050nyg,atl,FreeDe00,pass_cmp,0,,,,,
player,201410050nyg,atl,FreeDe00,pass_att,0,,,,,
player,201410050nyg,atl,FreeDe00,pass_yds,0,,,,,
player,201410050nyg,atl,FreeDe00,pass_td,0,,,,,
player,201410050nyg,atl,FreeDe00,pass_int,0,,,,,
player,201410050nyg,atl,FreeDe00,pass_sacked,0,,,,,
player,201410050nyg,atl,FreeDe00,pass_sacked_yds,0,,,,,
player,201410050nyg,atl,FreeDe00,pass_long,0,,,,,
player,201410050nyg,atl,FreeDe00,pass_rating,,,,,,
player,201410050nyg,atl,FreeDe00,rush_att,4,,,,,
player,201410050nyg,atl,FreeDe00,rush_yds,38,,,,,
player,201410050nyg,atl,FreeDe00,rush_td,0,,,,,
player,201410050nyg,atl,FreeDe00,rush_long,24,,,,,
player,201410050nyg,atl,FreeDe00,targets,6,,,,,
player,201410050nyg,atl,FreeDe00,rec,5,,,,,
player,201410050nyg,atl,FreeDe00,rec_yds,44,,,,,
player,201410050nyg,atl,FreeDe00,rec_td,0,,,,,
player,201410050nyg,atl,FreeDe00,rec_long,19,,,,,
player,201410050nyg,atl,FreeDe00,fumbles,0,,,,,
player,201410050nyg,atl,FreeDe00,fumbles_lost,0,,,,,
player,201410050nyg,atl,JackSt00,pass_cmp,0,,,,,
player,201410050nyg,atl,JackSt00,pass_att,0,,,,,
player,201410050nyg,atl,JackSt00,pass_yds,0,,,,,
player,201410050nyg,atl,JackSt00,pass_td,0,,,,,
player,201410050nyg,atl,JackSt00,pass_int,0,,,,,
player,201410050nyg,atl,JackSt00,pass_sacked,0,,,,,
player,201410050nyg,atl,JackSt00,pass_sacked_yds,0,,,,,
player,201410050nyg,atl,JackSt00,pass_long,0,,,,,
player,201410050nyg,atl,JackSt00,pass_rating,,,,,,
player,201410050nyg,atl,JackSt00,rush_att,13,,,,,
player,201410050nyg,atl,JackSt00,rush_yds,37,,,,,
player,201410050nyg,atl,JackSt00,rush_td,1,,,,,
player,201410050nyg,atl,JackSt00,rush_long,11,,,,,
player,201410050nyg,atl,JackSt00,targets,6,,,,,
player,201410050nyg,atl,JackSt00,rec,5,,,,,
player,201410050nyg,atl,JackSt00,rec_yds,37,,,,,
player,201410050nyg,atl,JackSt00,rec_td,0,,,,,
player,201410050nyg,atl,JackSt00,rec_long,11,,,,,
player,201410050nyg,atl,JackSt00,fumbles,0,,,,,
player,201410050nyg,atl,JackSt00,fumbles_lost,0,,,,,
player,201410050nyg,atl,RodgJa00,pass_cmp,0,,,,,
player,201410050nyg,atl,RodgJa00,pass_att,0,,,,,
player,201410050nyg,atl,RodgJa00,pass_yds,0,,,,,
player,201410050nyg,atl,RodgJa00,pass_td,0,,,,,
player,201410050nyg,atl,RodgJa00,pass_int,0,,,,,
player,201410050nyg,atl,RodgJa00,pass_sacked,0,,,,,
player,201410050nyg,atl,RodgJa00,pass_sacked_yds,0,,,,,
player,201410050nyg,atl,RodgJa00,pass_long,0,,,,,
player,201410050nyg,atl,RodgJa00,pass_rating,,,,,,
player,201410050nyg,atl,RodgJa00,rush_att,2,,,,,
player,201410050nyg,atl,RodgJa00,rush_yds,10,,,,,
player,201410050nyg,atl,RodgJa00,rush_td,0,,,,,
player,201410050nyg,atl,RodgJa00,rush_long,9,,,,,
player,201410050nyg,atl,RodgJa00,targets,2,,,,,
