game,2014,4,20140929,201409290kan,nwe,"New England Patriots",14,kan,"Kansas City Chiefs",41
player,201409290kan,nwe,MayoJe99,fumbles_forced,0,,,,,
player,201409290kan,nwe,CollJa00,def_int,0,,,,,
player,201409290kan,nwe,CollJa00,def_int_yds,0,,,,,
player,201409290kan,nwe,CollJa00,def_int_td,0,,,,,
player,201409290kan,nwe,CollJa00,def_int_long,0,,,,,
player,201409290kan,nwe,CollJa00,pass_defended,0,,,,,
player,201409290kan,nwe,CollJa00,sacks,0.0,,,,,
player,201409290kan,nwe,CollJa00,tackles_combined,7,,,,,
player,201409290kan,nwe,CollJa00,tackles_solo,7,,,,,
player,201409290kan,nwe,CollJa00,tackles_assists,0,,,,,
player,201409290kan,nwe,CollJa00,tackles_loss,0,,,,,
player,201409290kan,nwe,CollJa00,qb_hits,0,,,,,
player,201409290kan,nwe,CollJa00,fumbles_rec,0,,,,,
player,201409290kan,nwe,CollJa00,fumbles_rec_yds,0,,,,,
player,201409290kan,nwe,CollJa00,fumbles_rec_td,0,,,,,
player,201409290kan,nwe,CollJa00,fumbles_forced,0,,,,,
player,201409290kan,nwe,McCoDe99,def_int,0,,,,,
player,201409290kan,nwe,McCoDe99,def_int_yds,0,,,,,
player,201409290kan,nwe,McCoDe99,def_int_td,0,,,,,
player,201409290kan,nwe,McCoDe99,def_int_long,0,,,,,
player,201409290kan,nwe,McCoDe99,pass_defended,1,,,,,
player,201409290kan,nwe,McCoDe99,sacks,0.0,,,,,
player,201409290kan,nwe,McCoDe99,tackles_combined,5,,,,,
player,201409290kan,nwe,McCoDe99,tackles_solo,4,,,,,
player,201409290kan,nwe,McCoDe99,tackles_assists,1,,,,,
player,201409290kan,nwe,McCoDe99,tackles_loss,0,,,,,
player,201409290kan,nwe,McCoDe99,qb_hits,0,,,,,
player,201409290kan,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201409290kan,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201409290kan,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201409290kan,nwe,McCoDe99,fumbles_forced,0,,,,,
player,201409290kan,nwe,ReviDa99,def_int,0,,,,,
player,201409290kan,nwe,ReviDa99,def_int_yds,0,,,,,
player,201409290kan,nwe,ReviDa99,def_int_td,0,,,,,
player,201409290kan,nwe,ReviDa99,def_int_long,0,,,,,
player,201409290kan,nwe,ReviDa99,pass_defended,0,,,,,
player,201409290kan,nwe,ReviDa99,sacks,0.0,,,,,
player,201409290kan,nwe,ReviDa99,tackles_combined,5,,,,,
player,201409290kan,nwe,ReviDa99,tackles_solo,4,,,,,
player,201409290kan,nwe,ReviDa99,tackles_assists,1,,,,,
player,201409290kan,nwe,ReviDa99,tackles_loss,0,,,,,
player,201409290kan,nwe,ReviDa99,qb_hits,0,,,,,
player,201409290kan,nwe,ReviDa99,fumbles_rec,0,,,,,
player,201409290kan,nwe,ReviDa99,fumbles_rec_yds,0,,,,,
player,201409290kan,nwe,ReviDa99,fumbles_rec_td,0,,,,,
player,201409290kan,nwe,ReviDa99,fumbles_forced,0,,,,,
player,201409290kan,nwe,WilfVi20,def_int,0,,,,,
player,201409290kan,nwe,WilfVi20,def_int_yds,0,,,,,
player,201409290kan,nwe,WilfVi20,def_int_td,0,,,,,
player,201409290kan,nwe,WilfVi20,def_int_long,0,,,,,
player,201409290kan,nwe,WilfVi20,pass_defended,0,,,,,
player,201409290kan,nwe,WilfVi20,sacks,0.0,,,,,
player,201409290kan,nwe,WilfVi20,tackles_combined,5,,,,,
player,201409290kan,nwe,WilfVi20,tackles_solo,5,,,,,
player,201409290kan,nwe,WilfVi20,tackles_assists,0,,,,,
player,201409290kan,nwe,WilfVi20,tackles_loss,0,,,,,
player,201409290kan,nwe,WilfVi20,qb_hits,0,,,,,
player,201409290kan,nwe,WilfVi20,fumbles_rec,0,,,,,
player,201409290kan,nwe,WilfVi20,fumbles_rec_yds,0,,,,,
player,201409290kan,nwe,WilfVi20,fumbles_rec_td,0,,,,,
player,201409290kan,nwe,WilfVi20,fumbles_forced,0,,,,,
player,201409290kan,nwe,HighDo01,def_int,0,,,,,
player,201409290kan,nwe,HighDo01,def_int_yds,0,,,,,
player,201409290kan,nwe,HighDo01,def_int_td,0,,,,,
player,201409290kan,nwe,HighDo01,def_int_long,0,,,,,
player,201409290kan,nwe,HighDo01,pass_defended,0,,,,,
player,201409290kan,nwe,HighDo01,sacks,0.0,,,,,
player,201409290kan,nwe,HighDo01,tackles_combined,4,,,,,
player,201409290kan,nwe,HighDo01,tackles_solo,4,,,,,
player,201409290kan,nwe,HighDo01,tackles_assists,0,,,,,
player,201409290kan,nwe,HighDo01,tackles_loss,0,,,,,
player,201409290kan,nwe,HighDo01,qb_hits,0,,,,,
player,201409290kan,nwe,HighDo01,fumbles_rec,0,,,,,
player,201409290kan,nwe,HighDo01,fumbles_rec_yds,0,,,,,
player,201409290kan,nwe,HighDo01,fumbles_rec_td,0,,,,,
player,201409290kan,nwe,HighDo01,fumbles_forced,0,,,,,
player,201409290kan,nwe,SlatMa00,def_int,0,,,,,
player,201409290kan,nwe,SlatMa00,def_int_yds,0,,,,,
player,201409290kan,nwe,SlatMa00,def_int_td,0,,,,,
player,201409290kan,nwe,SlatMa00,def_int_long,0,,,,,
player,201409290kan,nwe,SlatMa00,pass_defended,0,,,,,
player,201409290kan,nwe,SlatMa00,sacks,0.0,,,,,
player,201409290kan,nwe,SlatMa00,tackles_combined,3,,,,,
player,201409290kan,nwe,SlatMa00,tackles_solo,2,,,,,
player,201409290kan,nwe,SlatMa00,tackles_assists,1,,,,,
player,201409290kan,nwe,SlatMa00,tackles_loss,0,,,,,
player,201409290kan,nwe,SlatMa00,qb_hits,0,,,,,
player,201409290kan,nwe,SlatMa00,fumbles_rec,0,,,,,
player,201409290kan,nwe,SlatMa00,fumbles_rec_yds,0,,,,,
player,201409290kan,nwe,SlatMa00,fumbles_rec_td,0,,,,,
player,201409290kan,nwe,SlatMa00,fumbles_forced,0,,,,,
player,201409290kan,nwe,ArriKy00,def_int,0,,,,,
player,201409290kan,nwe,ArriKy00,def_int_yds,0,,,,,
player,201409290kan,nwe,ArriKy00,def_int_td,0,,,,,
player,201409290kan,nwe,ArriKy00,def_int_long,0,,,,,
player,201409290kan,nwe,ArriKy00,pass_defended,0,,,,,
player,201409290kan,nwe,ArriKy00,sacks,0.0,,,,,
player,201409290kan,nwe,ArriKy00,tackles_combined,2,,,,,
player,201409290kan,nwe,ArriKy00,tackles_solo,2,,,,,
player,201409290kan,nwe,ArriKy00,tackles_assists,0,,,,,
player,201409290kan,nwe,ArriKy00,tackles_loss,0,,,,,
player,201409290kan,nwe,ArriKy00,qb_hits,0,,,,,
player,201409290kan,nwe,ArriKy00,fumbles_rec,0,,,,,
player,201409290kan,nwe,ArriKy00,fumbles_rec_yds,0,,,,,
player,201409290kan,nwe,ArriKy00,fumbles_rec_td,0,,,,,
player,201409290kan,nwe,ArriKy00,fumbles_forced,0,,,,,
player,201409290kan,nwe,ChunPa99,def_int,0,,,,,
player,201409290kan,nwe,ChunPa99,def_int_yds,0,,,,,
player,201409290kan,nwe,ChunPa99,def_int_td,0,,,,,
player,201409290kan,nwe,ChunPa99,def_int_long,0,,,,,
player,201409290kan,nwe,ChunPa99,pass_defended,0,,,,,
player,201409290kan,nwe,ChunPa99,sacks,0.0,,,,,
player,201409290kan,nwe,ChunPa99,tackles_combined,2,,,,,
player,201409290kan,nwe,ChunPa99,tackles_solo,2,,,,,
player,201409290kan,nwe,ChunPa99,tackles_assists,0,,,,,
player,201409290kan,nwe,ChunPa99,tackles_loss,0,,,,,
player,201409290kan,nwe,ChunPa99,qb_hits,0,,,,,
player,201409290kan,nwe,ChunPa99,fumbles_rec,0,,,,,
player,201409290kan,nwe,ChunPa99,fumbles_rec_yds,0,,,,,
player,201409290kan,nwe,ChunPa99,fumbles_rec_td,0,,,,,
player,201409290kan,nwe,ChunPa99,fumbles_forced,0,,,,,
player,201409290kan,nwe,EaslDo00,def_int,0,,,,,
player,201409290kan,nwe,EaslDo00,def_int_yds,0,,,,,
player,201409290kan,nwe,EaslDo00,def_int_td,0,,,,,
player,201409290kan,nwe,EaslDo00,def_int_long,0,,,,,
player,201409290kan,nwe,EaslDo00,pass_defended,0,,,,,
player,201409290kan,nwe,EaslDo00,sacks,0.0,,,,,
player,201409290kan,nwe,EaslDo00,tackles_combined,2,,,,,
player,201409290kan,nwe,EaslDo00,tackles_solo,2,,,,,
player,201409290kan,nwe,EaslDo00,tackles_assists,0,,,,,
player,201409290kan,nwe,EaslDo00,tackles_loss,0,,,,,
player,201409290kan,nwe,EaslDo00,qb_hits,0,,,,,
player,201409290kan,nwe,EaslDo00,fumbles_rec,0,,,,,
player,201409290kan,nwe,EaslDo00,fumbles_rec_yds,0,,,,,
player,201409290kan,nwe,EaslDo00,fumbles_rec_td,0,,,,,
player,201409290kan,nwe,EaslDo00,fumbles_forced,0,,,,,
player,201409290kan,nwe,HarmDu00,def_int,0,,,,,
player,201409290kan,nwe,HarmDu00,def_int_yds,0,,,,,
player,201409290kan,nwe,HarmDu00,def_int_td,0,,,,,
player,201409290kan,nwe,HarmDu00,def_int_long,0,,,,,
player,201409290kan,nwe,HarmDu00,pass_defended,0,,,,,
player,201409290kan,nwe,HarmDu00,sacks,0.0,,,,,
player,201409290kan,nwe,HarmDu00,tackles_combined,2,,,,,
player,201409290kan,nwe,HarmDu00,tackles_solo,2,,,,,
player,201409290kan,nwe,HarmDu00,tackles_assists,0,,,,,
player,201409290kan,nwe,HarmDu00,tackles_loss,0,,,,,
player,201409290kan,nwe,HarmDu00,qb_hits,0,,,,,
player,201409290kan,nwe,HarmDu00,fumbles_rec,0,,,,,
player,201409290kan,nwe,HarmDu00,fumbles_rec_yds,0,,,,,
player,201409290kan,nwe,HarmDu00,fumbles_rec_td,0,,,,,
player,201409290kan,nwe,HarmDu00,fumbles_forced,0,,,,,
player,201409290kan,nwe,NinkRo20,def_int,0,,,,,
player,201409290kan,nwe,NinkRo20,def_int_yds,0,,,,,
player,201409290kan,nwe,NinkRo20,def_int_td,0,,,,,
player,201409290kan,nwe,NinkRo20,def_int_long,0,,,,,
player,201409290kan,nwe,NinkRo20,pass_defended,0,,,,,
player,201409290kan,nwe,NinkRo20,sacks,0.0,,,,,
player,201409290kan,nwe,NinkRo20,tackles_combined,2,,,,,
player,201409290kan,nwe,NinkRo20,tackles_solo,2,,,,,
player,201409290kan,nwe,NinkRo20,tackles_assists,0,,,,,
player,201409290kan,nwe,NinkRo20,tackles_loss,0,,,,,
player,201409290kan,nwe,NinkRo20,qb_hits,0,,,,,
player,201409290kan,nwe,NinkRo20,fumbles_rec,0,,,,,
player,201409290kan,nwe,NinkRo20,fumbles_rec_yds,0,,,,,
player,201409290kan,nwe,NinkRo20,fumbles_rec_td,0,,,,,
player,201409290kan,nwe,NinkRo20,fumbles_forced,0,,,,,
player,201409290kan,nwe,RyanLo00,def_int,0,,,,,
player,201409290kan,nwe,RyanLo00,def_int_yds,0,,,,,
player,201409290kan,nwe,RyanLo00,def_int_td,0,,,,,
player,201409290kan,nwe,RyanLo00,def_int_long,0,,,,,
player,201409290kan,nwe,RyanLo00,pass_defended,0,,,,,
player,201409290kan,nwe,RyanLo00,sacks,0.0,,,,,
player,201409290kan,nwe,RyanLo00,tackles_combined,2,,,,,
player,201409290kan,nwe,RyanLo00,tackles_solo,2,,,,,
player,201409290kan,nwe,RyanLo00,tackles_assists,0,,,,,
player,201409290kan,nwe,RyanLo00,tackles_loss,0,,,,,
player,201409290kan,nwe,RyanLo00,qb_hits,0,,,,,
player,201409290kan,nwe,RyanLo00,fumbles_rec,0,,,,,
player,201409290kan,nwe,RyanLo00,fumbles_rec_yds,0,,,,,
player,201409290kan,nwe,RyanLo00,fumbles_rec_td,0,,,,,
player,201409290kan,nwe,RyanLo00,fumbles_forced,0,,,,,
player,201409290kan,nwe,ButlMa01,def_int,0,,,,,
player,201409290kan,nwe,ButlMa01,def_int_yds,0,,,,,
player,201409290kan,nwe,ButlMa01,def_int_td,0,,,,,
player,201409290kan,nwe,ButlMa01,def_int_long,0,,,,,
player,201409290kan,nwe,ButlMa01,pass_defended,0,,,,,
player,201409290kan,nwe,ButlMa01,sacks,0.0,,,,,
player,201409290kan,nwe,ButlMa01,tackles_combined,1,,,,,
player,201409290kan,nwe,ButlMa01,tackles_solo,1,,,,,
player,201409290kan,nwe,ButlMa01,tackles_assists,0,,,,,
player,201409290kan,nwe,ButlMa01,tackles_loss,0,,,,,
player,201409290kan,nwe,ButlMa01,qb_hits,0,,,,,
player,201409290kan,nwe,ButlMa01,fumbles_rec,0,,,,,
player,201409290kan,nwe,ButlMa01,fumbles_rec_yds,0,,,,,
player,201409290kan,nwe,ButlMa01,fumbles_rec_td,0,,,,,
player,201409290kan,nwe,ButlMa01,fumbles_forced,0,,,,,
player,201409290kan,nwe,EbneNa00,def_int,0,,,,,
player,201409290kan,nwe,EbneNa00,def_int_yds,0,,,,,
player,201409290kan,nwe,EbneNa00,def_int_td,0,,,,,
player,201409290kan,nwe,EbneNa00,def_int_long,0,,,,,
player,201409290kan,nwe,EbneNa00,pass_defended,0,,,,,
player,201409290kan,nwe,EbneNa00,sacks,0.0,,,,,
player,201409290kan,nwe,EbneNa00,tackles_combined,1,,,,,
player,201409290kan,nwe,EbneNa00,tackles_solo,0,,,,,
player,201409290kan,nwe,EbneNa00,tackles_assists,1,,,,,
player,201409290kan,nwe,EbneNa00,tackles_loss,0,,,,,
player,201409290kan,nwe,EbneNa00,qb_hits,0,,,,,
player,201409290kan,nwe,EbneNa00,fumbles_rec,0,,,,,
player,201409290kan,nwe,EbneNa00,fumbles_rec_yds,0,,,,,
player,201409290kan,nwe,EbneNa00,fumbles_rec_td,0,,,,,
player,201409290kan,nwe,EbneNa00,fumbles_forced,0,,,,,
player,201409290kan,nwe,SkinDe00,def_int,0,,,,,
player,201409290kan,nwe,SkinDe00,def_int_yds,0,,,,,
player,201409290kan,nwe,SkinDe00,def_int_td,0,,,,,
player,201409290kan,nwe,SkinDe00,def_int_long,0,,,,,
player,201409290kan,nwe,SkinDe00,pass_defended,0,,,,,
player,201409290kan,nwe,SkinDe00,sacks,0.0,,,,,
player,201409290kan,nwe,SkinDe00,tackles_combined,1,,,,,
player,201409290kan,nwe,SkinDe00,tackles_solo,1,,,,,
player,201409290kan,nwe,SkinDe00,tackles_assists,0,,,,,
player,201409290kan,nwe,SkinDe00,tackles_loss,0,,,,,
player,201409290kan,nwe,SkinDe00,qb_hits,0,,,,,
player,201409290kan,nwe,SkinDe00,fumbles_rec,0,,,,,
player,201409290kan,nwe,SkinDe00,fumbles_rec_yds,0,,,,,
player,201409290kan,nwe,SkinDe00,fumbles_rec_td,0,,,,,
player,201409290kan,nwe,SkinDe00,fumbles_forced,0,,,,,
player,201409290kan,nwe,WilsTa00,def_int,0,,,,,
player,201409290kan,nwe,WilsTa00,def_int_yds,0,,,,,
player,201409290kan,nwe,WilsTa00,def_int_td,0,,,,,
player,201409290kan,nwe,WilsTa00,def_int_long,0,,,,,
player,201409290kan,nwe,WilsTa00,pass_defended,1,,,,,
player,201409290kan,nwe,WilsTa00,sacks,0.0,,,,,
player,201409290kan,nwe,WilsTa00,tackles_combined,1,,,,,
player,201409290kan,nwe,WilsTa00,tackles_solo,1,,,,,
player,201409290kan,nwe,WilsTa00,tackles_assists,0,,,,,
player,201409290kan,nwe,WilsTa00,tackles_loss,0,,,,,
player,201409290kan,nwe,WilsTa00,qb_hits,0,,,,,
player,201409290kan,nwe,WilsTa00,fumbles_rec,0,,,,,
player,201409290kan,nwe,WilsTa00,fumbles_rec_yds,0,,,,,
player,201409290kan,nwe,WilsTa00,fumbles_rec_td,0,,,,,
player,201409290kan,nwe,WilsTa00,fumbles_forced,0,,,,,
player,201409290kan,kan,AbduHu99,def_int,1,,,,,
player,201409290kan,kan,AbduHu99,def_int_yds,39,,,,,
player,201409290kan,kan,AbduHu99,def_int_td,1,,,,,
player,201409290kan,kan,AbduHu99,def_int_long,39,,,,,
player,201409290kan,kan,AbduHu99,pass_defended,2,,,,,
player,201409290kan,kan,AbduHu99,sacks,0.0,,,,,
player,201409290kan,kan,AbduHu99,tackles_combined,8,,,,,
player,201409290kan,kan,AbduHu99,tackles_solo,8,,,,,
player,201409290kan,kan,AbduHu99,tackles_assists,0,,,,,
player,201409290kan,kan,AbduHu99,tackles_loss,0,,,,,
player,201409290kan,kan,AbduHu99,qb_hits,1,,,,,
player,201409290kan,kan,AbduHu99,fumbles_rec,0,,,,,
player,201409290kan,kan,AbduHu99,fumbles_rec_yds,0,,,,,
player,201409290kan,kan,AbduHu99,fumbles_rec_td,0,,,,,
player,201409290kan,kan,AbduHu99,fumbles_forced,0,,,,,
player,201409290kan,kan,SmitSe99,def_int,1,,,,,
player,201409290kan,kan,SmitSe99,def_int_yds,34,,,,,
player,201409290kan,kan,SmitSe99,def_int_td,0,,,,,
player,201409290kan,kan,SmitSe99,def_int_long,34,,,,,
player,201409290kan,kan,SmitSe99,pass_defended,2,,,,,
player,201409290kan,kan,SmitSe99,sacks,0.0,,,,,
player,201409290kan,kan,SmitSe99,tackles_combined,3,,,,,
player,201409290kan,kan,SmitSe99,tackles_solo,3,,,,,
player,201409290kan,kan,SmitSe99,tackles_assists,0,,,,,
player,201409290kan,kan,SmitSe99,tackles_loss,0,,,,,
player,201409290kan,kan,SmitSe99,qb_hits,0,,,,,
player,201409290kan,kan,SmitSe99,fumbles_rec,0,,,,,
player,201409290kan,kan,SmitSe99,fumbles_rec_yds,0,,,,,
player,201409290kan,kan,SmitSe99,fumbles_rec_td,0,,,,,
player,201409290kan,kan,SmitSe99,fumbles_forced,0,,,,,
player,201409290kan,kan,HousJu00,def_int,0,,,,,
player,201409290kan,kan,HousJu00,def_int_yds,0,,,,,
player,201409290kan,kan,HousJu00,def_int_td,0,,,,,
player,201409290kan,kan,HousJu00,def_int_long,0,,,,,
player,201409290kan,kan,HousJu00,pass_defended,0,,,,,
player,201409290kan,kan,HousJu00,sacks,2.0,,,,,
player,201409290kan,kan,HousJu00,tackles_combined,7,,,,,
player,201409290kan,kan,HousJu00,tackles_solo,6,,,,,
player,201409290kan,kan,HousJu00,tackles_assists,1,,,,,
player,201409290kan,kan,HousJu00,tackles_loss,1,,,,,
player,201409290kan,kan,HousJu00,qb_hits,1,,,,,
player,201409290kan,kan,HousJu00,fumbles_rec,0,,,,,
player,201409290kan,kan,HousJu00,fumbles_rec_yds,0,,,,,
player,201409290kan,kan,HousJu00,fumbles_rec_td,0,,,,,
player,201409290kan,kan,HousJu00,fumbles_forced,1,,,,,
player,201409290kan,kan,HaliTa20,def_int,0,,,,,
player,201409290kan,kan,HaliTa20,def_int_yds,0,,,,,
player,201409290kan,kan,HaliTa20,def_int_td,0,,,,,
player,201409290kan,kan,HaliTa20,def_int_long,0,,,,,
player,201409290kan,kan,HaliTa20,pass_defended,0,,,,,
player,201409290kan,kan,HaliTa20,sacks,1.0,,,,,
player,201409290kan,kan,HaliTa20,tackles_combined,3,,,,,
player,201409290kan,kan,HaliTa20,tackles_solo,3,,,,,
player,201409290kan,kan,HaliTa20,tackles_assists,0,,,,,
player,201409290kan,kan,HaliTa20,tackles_loss,1,,,,,
player,201409290kan,kan,HaliTa20,qb_hits,0,,,,,
player,201409290kan,kan,HaliTa20,fumbles_rec,1,,,,,
player,201409290kan,kan,HaliTa20,fumbles_rec_yds,0,,,,,
player,201409290kan,kan,HaliTa20,fumbles_rec_td,0,,,,,
player,201409290kan,kan,HaliTa20,fumbles_forced,1,,,,,
player,201409290kan,kan,MaugJo00,def_int,0,,,,,
player,201409290kan,kan,MaugJo00,def_int_yds,0,,,,,
player,201409290kan,kan,MaugJo00,def_int_td,0,,,,,
player,201409290kan,kan,MaugJo00,def_int_long,0,,,,,
player,201409290kan,kan,MaugJo00,pass_defended,0,,,,,
player,201409290kan,kan,MaugJo00,sacks,0.0,,,,,
player,201409290kan,kan,MaugJo00,tackles_combined,7,,,,,
player,201409290kan,kan,MaugJo00,tackles_solo,5,,,,,
player,201409290kan,kan,MaugJo00,tackles_assists,2,,,,,
player,201409290kan,kan,MaugJo00,tackles_loss,0,,,,,
player,201409290kan,kan,MaugJo00,qb_hits,0,,,,,
player,201409290kan,kan,MaugJo00,fumbles_rec,0,,,,,
player,201409290kan,kan,MaugJo00,fumbles_rec_yds,0,,,,,
player,201409290kan,kan,MaugJo00,fumbles_rec_td,0,,,,,
player,201409290kan,kan,MaugJo00,fumbles_forced,0,,,,,
player,201409290kan,kan,HowaJa00,def_int,0,,,,,
player,201409290kan,kan,HowaJa00,def_int_yds,0,,,,,
player,201409290kan,kan,HowaJa00,def_int_td,0,,,,,
player,201409290kan,kan,HowaJa00,def_int_long,0,,,,,
player,201409290kan,kan,HowaJa00,pass_defended,0,,,,,
player,201409290kan,kan,HowaJa00,sacks,0.0,,,,,
player,201409290kan,kan,HowaJa00,tackles_combined,4,,,,,
player,201409290kan,kan,HowaJa00,tackles_solo,3,,,,,
player,201409290kan,kan,HowaJa00,tackles_assists,1,,,,,
player,201409290kan,kan,HowaJa00,tackles_loss,0,,,,,
player,201409290kan,kan,HowaJa00,qb_hits,0,,,,,
player,201409290kan,kan,HowaJa00,fumbles_rec,0,,,,,
player,201409290kan,kan,HowaJa00,fumbles_rec_yds,0,,,,,
player,201409290kan,kan,HowaJa00,fumbles_rec_td,0,,,,,
player,201409290kan,kan,HowaJa00,fumbles_forced,0,,,,,
player,201409290kan,kan,ParkRo01,def_int,0,,,,,
player,201409290kan,kan,ParkRo01,def_int_yds,0,,,,,
player,201409290kan,kan,ParkRo01,def_int_td,0,,,,,
player,201409290kan,kan,ParkRo01,def_int_long,0,,,,,
player,201409290kan,kan,ParkRo01,pass_defended,0,,,,,
player,201409290kan,kan,ParkRo01,sacks,0.0,,,,,
player,201409290kan,kan,ParkRo01,tackles_combined,4,,,,,
player,201409290kan,kan,ParkRo01,tackles_solo,4,,,,,
player,201409290kan,kan,ParkRo01,tackles_assists,0,,,,,
player,201409290kan,kan,ParkRo01,tackles_loss,0,,,,,
player,201409290kan,kan,ParkRo01,qb_hits,0,,,,,
player,201409290kan,kan,ParkRo01,fumbles_rec,0,,,,,
player,201409290kan,kan,ParkRo01,fumbles_rec_yds,0,,,,,
player,201409290kan,kan,ParkRo01,fumbles_rec_td,0,,,,,
player,201409290kan,kan,ParkRo01,fumbles_forced,0,,,,,
player,201409290kan,kan,ColeKu99,def_int,0,,,,,
player,201409290kan,kan,ColeKu99,def_int_yds,0,,,,,
player,201409290kan,kan,ColeKu99,def_int_td,0,,,,,
player,201409290kan,kan,ColeKu99,def_int_long,0,,,,,
player,201409290kan,kan,ColeKu99,pass_defended,0,,,,,
player,201409290kan,kan,ColeKu99,sacks,0.0,,,,,
player,201409290kan,kan,ColeKu99,tackles_combined,1,,,,,
player,201409290kan,kan,ColeKu99,tackles_solo,1,,,,,
player,201409290kan,kan,ColeKu99,tackles_assists,0,,,,,
player,201409290kan,kan,ColeKu99,tackles_loss,0,,,,,
player,201409290kan,kan,ColeKu99,qb_hits,0,,,,,
player,201409290kan,kan,ColeKu99,fumbles_rec,0,,,,,
player,201409290kan,kan,ColeKu99,fumbles_rec_yds,0,,,,,
player,201409290kan,kan,ColeKu99,fumbles_rec_td,0,,,,,
player,201409290kan,kan,ColeKu99,fumbles_forced,0,,,,,
player,201409290kan,kan,CoopMa00,def_int,0,,,,,
player,201409290kan,kan,CoopMa00,def_int_yds,0,,,,,
player,201409290kan,kan,CoopMa00,def_int_td,0,,,,,
player,201409290kan,kan,CoopMa00,def_int_long,0,,,,,
player,201409290kan,kan,CoopMa00,pass_defended,1,,,,,
player,201409290kan,kan,CoopMa00,sacks,0.0,,,,,
player,201409290kan,kan,CoopMa00,tackles_combined,1,,,,,
player,201409290kan,kan,CoopMa00,tackles_solo,1,,,,,
player,201409290kan,kan,CoopMa00,tackles_assists,0,,,,,
player,201409290kan,kan,CoopMa00,tackles_loss,0,,,,,
player,201409290kan,kan,CoopMa00,qb_hits,0,,,,,
player,201409290kan,kan,CoopMa00,fumbles_rec,0,,,,,
player,201409290kan,kan,CoopMa00,fumbles_rec_yds,0,,,,,
player,201409290kan,kan,CoopMa00,fumbles_rec_td,0,,,,,
player,201409290kan,kan,CoopMa00,fumbles_forced,0,,,,,
player,201409290kan,kan,GainPh00,def_int,0,,,,,
player,201409290kan,kan,GainPh00,def_int_yds,0,,,,,
player,201409290kan,kan,GainPh00,def_int_td,0,,,,,
player,201409290kan,kan,GainPh00,def_int_long,0,,,,,
player,201409290kan,kan,GainPh00,pass_defended,0,,,,,
player,201409290kan,kan,GainPh00,sacks,0.0,,,,,
player,201409290kan,kan,GainPh00,tackles_combined,1,,,,,
player,201409290kan,kan,GainPh00,tackles_solo,1,,,,,
player,201409290kan,kan,GainPh00,tackles_assists,0,,,,,
player,201409290kan,kan,GainPh00,tackles_loss,0,,,,,
player,201409290kan,kan,GainPh00,qb_hits,0,,,,,
player,201409290kan,kan,GainPh00,fumbles_rec,0,,,,,
player,201409290kan,kan,GainPh00,fumbles_rec_yds,0,,,,,
player,201409290kan,kan,GainPh00,fumbles_rec_td,0,,,,,
player,201409290kan,kan,GainPh00,fumbles_forced,0,,,,,
player,201409290kan,kan,HemiJu00,def_int,0,,,,,
player,201409290kan,kan,HemiJu00,def_int_yds,0,,,,,
player,201409290kan,kan,HemiJu00,def_int_td,0,,,,,
player,201409290kan,kan,HemiJu00,def_int_long,0,,,,,
player,201409290kan,kan,HemiJu00,pass_defended,0,,,,,
player,201409290kan,kan,HemiJu00,sacks,0.0,,,,,
player,201409290kan,kan,HemiJu00,tackles_combined,1,,,,,
player,201409290kan,kan,HemiJu00,tackles_solo,1,,,,,
player,201409290kan,kan,HemiJu00,tackles_assists,0,,,,,
player,201409290kan,kan,HemiJu00,tackles_loss,0,,,,,
player,201409290kan,kan,HemiJu00,qb_hits,0,,,,,
player,201409290kan,kan,HemiJu00,fumbles_rec,0,,,,,
player,201409290kan,kan,HemiJu00,fumbles_rec_yds,0,,,,,
player,201409290kan,kan,HemiJu00,fumbles_rec_td,0,,,,,
player,201409290kan,kan,HemiJu00,fumbles_forced,0,,,,,
player,201409290kan,kan,MartJo02,def_int,0,,,,,
player,201409290kan,kan,MartJo02,def_int_yds,0,,,,,
player,201409290kan,kan,MartJo02,def_int_td,0,,,,,
player,201409290kan,kan,MartJo02,def_int_long,0,,,,,
player,201409290kan,kan,MartJo02,pass_defended,0,,,,,
player,201409290kan,kan,MartJo02,sacks,0.0,,,,,
player,201409290kan,kan,MartJo02,tackles_combined,1,,,,,
player,201409290kan,kan,MartJo02,tackles_solo,1,,,,,
player,201409290kan,kan,MartJo02,tackles_assists,0,,,,,
player,201409290kan,kan,MartJo02,tackles_loss,0,,,,,
player,201409290kan,kan,MartJo02,qb_hits,0,,,,,
player,201409290kan,kan,MartJo02,fumbles_rec,0,,,,,
player,201409290kan,kan,MartJo02,fumbles_rec_yds,0,,,,,
player,201409290kan,kan,MartJo02,fumbles_rec_td,0,,,,,
player,201409290kan,kan,MartJo02,fumbles_forced,0,,,,,
player,201409290kan,kan,OwenCh99,def_int,0,,,,,
player,201409290kan,kan,OwenCh99,def_int_yds,0,,,,,
player,201409290kan,kan,OwenCh99,def_int_td,0,,,,,
player,201409290kan,kan,OwenCh99,def_int_long,0,,,,,
player,201409290kan,kan,OwenCh99,pass_defended,0,,,,,
player,201409290kan,kan,OwenCh99,sacks,0.0,,,,,
player,201409290kan,kan,OwenCh99,tackles_combined,1,,,,,
player,201409290kan,kan,OwenCh99,tackles_solo,1,,,,,
player,201409290kan,kan,OwenCh99,tackles_assists,0,,,,,
