game,2014,12,20141123,201411230nwe,det,"Detroit Lions",9,nwe,"New England Patriots",34
player,201411230nwe,det,TateGo00,rush_td,0,,,,,
player,201411230nwe,det,TateGo00,rush_long,13,,,,,
player,201411230nwe,det,TateGo00,targets,11,,,,,
player,201411230nwe,det,TateGo00,rec,4,,,,,
player,201411230nwe,det,TateGo00,rec_yds,97,,,,,
player,201411230nwe,det,TateGo00,rec_td,0,,,,,
player,201411230nwe,det,TateGo00,rec_long,42,,,,,
player,201411230nwe,det,TateGo00,fumbles,0,,,,,
player,201411230nwe,det,TateGo00,fumbles_lost,0,,,,,
player,201411230nwe,det,RiddTh00,pass_cmp,0,,,,,
player,201411230nwe,det,RiddTh00,pass_att,0,,,,,
player,201411230nwe,det,RiddTh00,pass_yds,0,,,,,
player,201411230nwe,det,RiddTh00,pass_td,0,,,,,
player,201411230nwe,det,RiddTh00,pass_int,0,,,,,
player,201411230nwe,det,RiddTh00,pass_sacked,0,,,,,
player,201411230nwe,det,RiddTh00,pass_sacked_yds,0,,,,,
player,201411230nwe,det,RiddTh00,pass_long,0,,,,,
player,201411230nwe,det,RiddTh00,pass_rating,,,,,,
player,201411230nwe,det,RiddTh00,rush_att,2,,,,,
player,201411230nwe,det,RiddTh00,rush_yds,12,,,,,
player,201411230nwe,det,RiddTh00,rush_td,0,,,,,
player,201411230nwe,det,RiddTh00,rush_long,9,,,,,
player,201411230nwe,det,RiddTh00,targets,6,,,,,
player,201411230nwe,det,RiddTh00,rec,3,,,,,
player,201411230nwe,det,RiddTh00,rec_yds,40,,,,,
player,201411230nwe,det,RiddTh00,rec_td,0,,,,,
player,201411230nwe,det,RiddTh00,rec_long,18,,,,,
player,201411230nwe,det,RiddTh00,fumbles,0,,,,,
player,201411230nwe,det,RiddTh00,fumbles_lost,0,,,,,
player,201411230nwe,det,JohnCa00,pass_cmp,0,,,,,
player,201411230nwe,det,JohnCa00,pass_att,0,,,,,
player,201411230nwe,det,JohnCa00,pass_yds,0,,,,,
player,201411230nwe,det,JohnCa00,pass_td,0,,,,,
player,201411230nwe,det,JohnCa00,pass_int,0,,,,,
player,201411230nwe,det,JohnCa00,pass_sacked,0,,,,,
player,201411230nwe,det,JohnCa00,pass_sacked_yds,0,,,,,
player,201411230nwe,det,JohnCa00,pass_long,0,,,,,
player,201411230nwe,det,JohnCa00,pass_rating,,,,,,
player,201411230nwe,det,JohnCa00,rush_att,0,,,,,
player,201411230nwe,det,JohnCa00,rush_yds,0,,,,,
player,201411230nwe,det,JohnCa00,rush_td,0,,,,,
player,201411230nwe,det,JohnCa00,rush_long,0,,,,,
player,201411230nwe,det,JohnCa00,targets,10,,,,,
player,201411230nwe,det,JohnCa00,rec,4,,,,,
player,201411230nwe,det,JohnCa00,rec_yds,58,,,,,
player,201411230nwe,det,JohnCa00,rec_td,0,,,,,
player,201411230nwe,det,JohnCa00,rec_long,22,,,,,
player,201411230nwe,det,JohnCa00,fumbles,0,,,,,
player,201411230nwe,det,JohnCa00,fumbles_lost,0,,,,,
player,201411230nwe,det,RossJe01,pass_cmp,0,,,,,
player,201411230nwe,det,RossJe01,pass_att,0,,,,,
player,201411230nwe,det,RossJe01,pass_yds,0,,,,,
player,201411230nwe,det,RossJe01,pass_td,0,,,,,
player,201411230nwe,det,RossJe01,pass_int,0,,,,,
player,201411230nwe,det,RossJe01,pass_sacked,0,,,,,
player,201411230nwe,det,RossJe01,pass_sacked_yds,0,,,,,
player,201411230nwe,det,RossJe01,pass_long,0,,,,,
player,201411230nwe,det,RossJe01,pass_rating,,,,,,
player,201411230nwe,det,RossJe01,rush_att,0,,,,,
player,201411230nwe,det,RossJe01,rush_yds,0,,,,,
player,201411230nwe,det,RossJe01,rush_td,0,,,,,
player,201411230nwe,det,RossJe01,rush_long,0,,,,,
player,201411230nwe,det,RossJe01,targets,5,,,,,
player,201411230nwe,det,RossJe01,rec,3,,,,,
player,201411230nwe,det,RossJe01,rec_yds,35,,,,,
player,201411230nwe,det,RossJe01,rec_td,0,,,,,
player,201411230nwe,det,RossJe01,rec_long,13,,,,,
player,201411230nwe,det,RossJe01,fumbles,0,,,,,
player,201411230nwe,det,RossJe01,fumbles_lost,0,,,,,
player,201411230nwe,det,EbroEr00,pass_cmp,0,,,,,
player,201411230nwe,det,EbroEr00,pass_att,0,,,,,
player,201411230nwe,det,EbroEr00,pass_yds,0,,,,,
player,201411230nwe,det,EbroEr00,pass_td,0,,,,,
player,201411230nwe,det,EbroEr00,pass_int,0,,,,,
player,201411230nwe,det,EbroEr00,pass_sacked,0,,,,,
player,201411230nwe,det,EbroEr00,pass_sacked_yds,0,,,,,
player,201411230nwe,det,EbroEr00,pass_long,0,,,,,
player,201411230nwe,det,EbroEr00,pass_rating,,,,,,
player,201411230nwe,det,EbroEr00,rush_att,0,,,,,
player,201411230nwe,det,EbroEr00,rush_yds,0,,,,,
player,201411230nwe,det,EbroEr00,rush_td,0,,,,,
player,201411230nwe,det,EbroEr00,rush_long,0,,,,,
player,201411230nwe,det,EbroEr00,targets,7,,,,,
player,201411230nwe,det,EbroEr00,rec,2,,,,,
player,201411230nwe,det,EbroEr00,rec_yds,23,,,,,
player,201411230nwe,det,EbroEr00,rec_td,0,,,,,
player,201411230nwe,det,EbroEr00,rec_long,17,,,,,
player,201411230nwe,det,EbroEr00,fumbles,0,,,,,
player,201411230nwe,det,EbroEr00,fumbles_lost,0,,,,,
player,201411230nwe,det,FullCo00,pass_cmp,0,,,,,
player,201411230nwe,det,FullCo00,pass_att,0,,,,,
player,201411230nwe,det,FullCo00,pass_yds,0,,,,,
player,201411230nwe,det,FullCo00,pass_td,0,,,,,
player,201411230nwe,det,FullCo00,pass_int,0,,,,,
player,201411230nwe,det,FullCo00,pass_sacked,0,,,,,
player,201411230nwe,det,FullCo00,pass_sacked_yds,0,,,,,
player,201411230nwe,det,FullCo00,pass_long,0,,,,,
player,201411230nwe,det,FullCo00,pass_rating,,,,,,
player,201411230nwe,det,FullCo00,rush_att,0,,,,,
player,201411230nwe,det,FullCo00,rush_yds,0,,,,,
player,201411230nwe,det,FullCo00,rush_td,0,,,,,
player,201411230nwe,det,FullCo00,rush_long,0,,,,,
player,201411230nwe,det,FullCo00,targets,2,,,,,
player,201411230nwe,det,FullCo00,rec,1,,,,,
player,201411230nwe,det,FullCo00,rec_yds,13,,,,,
player,201411230nwe,det,FullCo00,rec_td,0,,,,,
player,201411230nwe,det,FullCo00,rec_long,13,,,,,
player,201411230nwe,det,FullCo00,fumbles,0,,,,,
player,201411230nwe,det,FullCo00,fumbles_lost,0,,,,,
player,201411230nwe,det,FaurJo00,pass_cmp,0,,,,,
player,201411230nwe,det,FaurJo00,pass_att,0,,,,,
player,201411230nwe,det,FaurJo00,pass_yds,0,,,,,
player,201411230nwe,det,FaurJo00,pass_td,0,,,,,
player,201411230nwe,det,FaurJo00,pass_int,0,,,,,
player,201411230nwe,det,FaurJo00,pass_sacked,0,,,,,
player,201411230nwe,det,FaurJo00,pass_sacked_yds,0,,,,,
player,201411230nwe,det,FaurJo00,pass_long,0,,,,,
player,201411230nwe,det,FaurJo00,pass_rating,,,,,,
player,201411230nwe,det,FaurJo00,rush_att,0,,,,,
player,201411230nwe,det,FaurJo00,rush_yds,0,,,,,
player,201411230nwe,det,FaurJo00,rush_td,0,,,,,
player,201411230nwe,det,FaurJo00,rush_long,0,,,,,
player,201411230nwe,det,FaurJo00,targets,2,,,,,
player,201411230nwe,det,FaurJo00,rec,0,,,,,
player,201411230nwe,det,FaurJo00,rec_yds,0,,,,,
player,201411230nwe,det,FaurJo00,rec_td,0,,,,,
player,201411230nwe,det,FaurJo00,rec_long,0,,,,,
player,201411230nwe,det,FaurJo00,fumbles,0,,,,,
player,201411230nwe,det,FaurJo00,fumbles_lost,0,,,,,
player,201411230nwe,nwe,BradTo00,pass_cmp,38,,,,,
player,201411230nwe,nwe,BradTo00,pass_att,53,,,,,
player,201411230nwe,nwe,BradTo00,pass_yds,349,,,,,
player,201411230nwe,nwe,BradTo00,pass_td,2,,,,,
player,201411230nwe,nwe,BradTo00,pass_int,1,,,,,
player,201411230nwe,nwe,BradTo00,pass_sacked,0,,,,,
player,201411230nwe,nwe,BradTo00,pass_sacked_yds,0,,,,,
player,201411230nwe,nwe,BradTo00,pass_long,24,,,,,
player,201411230nwe,nwe,BradTo00,pass_rating,94.0,,,,,
player,201411230nwe,nwe,BradTo00,rush_att,0,,,,,
player,201411230nwe,nwe,BradTo00,rush_yds,0,,,,,
player,201411230nwe,nwe,BradTo00,rush_td,0,,,,,
player,201411230nwe,nwe,BradTo00,rush_long,0,,,,,
player,201411230nwe,nwe,BradTo00,targets,0,,,,,
player,201411230nwe,nwe,BradTo00,rec,0,,,,,
player,201411230nwe,nwe,BradTo00,rec_yds,0,,,,,
player,201411230nwe,nwe,BradTo00,rec_td,0,,,,,
player,201411230nwe,nwe,BradTo00,rec_long,0,,,,,
player,201411230nwe,nwe,BradTo00,fumbles,0,,,,,
player,201411230nwe,nwe,BradTo00,fumbles_lost,0,,,,,
player,201411230nwe,nwe,BlouLe00,pass_cmp,0,,,,,
player,201411230nwe,nwe,BlouLe00,pass_att,0,,,,,
player,201411230nwe,nwe,BlouLe00,pass_yds,0,,,,,
player,201411230nwe,nwe,BlouLe00,pass_td,0,,,,,
player,201411230nwe,nwe,BlouLe00,pass_int,0,,,,,
player,201411230nwe,nwe,BlouLe00,pass_sacked,0,,,,,
player,201411230nwe,nwe,BlouLe00,pass_sacked_yds,0,,,,,
player,201411230nwe,nwe,BlouLe00,pass_long,0,,,,,
player,201411230nwe,nwe,BlouLe00,pass_rating,,,,,,
player,201411230nwe,nwe,BlouLe00,rush_att,12,,,,,
player,201411230nwe,nwe,BlouLe00,rush_yds,78,,,,,
player,201411230nwe,nwe,BlouLe00,rush_td,2,,,,,
player,201411230nwe,nwe,BlouLe00,rush_long,33,,,,,
player,201411230nwe,nwe,BlouLe00,targets,0,,,,,
player,201411230nwe,nwe,BlouLe00,rec,0,,,,,
player,201411230nwe,nwe,BlouLe00,rec_yds,0,,,,,
player,201411230nwe,nwe,BlouLe00,rec_td,0,,,,,
player,201411230nwe,nwe,BlouLe00,rec_long,0,,,,,
player,201411230nwe,nwe,BlouLe00,fumbles,0,,,,,
player,201411230nwe,nwe,BlouLe00,fumbles_lost,0,,,,,
player,201411230nwe,nwe,VereSh00,pass_cmp,0,,,,,
player,201411230nwe,nwe,VereSh00,pass_att,0,,,,,
player,201411230nwe,nwe,VereSh00,pass_yds,0,,,,,
player,201411230nwe,nwe,VereSh00,pass_td,0,,,,,
player,201411230nwe,nwe,VereSh00,pass_int,0,,,,,
player,201411230nwe,nwe,VereSh00,pass_sacked,0,,,,,
player,201411230nwe,nwe,VereSh00,pass_sacked_yds,0,,,,,
player,201411230nwe,nwe,VereSh00,pass_long,0,,,,,
player,201411230nwe,nwe,VereSh00,pass_rating,,,,,,
player,201411230nwe,nwe,VereSh00,rush_att,8,,,,,
player,201411230nwe,nwe,VereSh00,rush_yds,12,,,,,
player,201411230nwe,nwe,VereSh00,rush_td,0,,,,,
player,201411230nwe,nwe,VereSh00,rush_long,9,,,,,
player,201411230nwe,nwe,VereSh00,targets,9,,,,,
player,201411230nwe,nwe,VereSh00,rec,8,,,,,
player,201411230nwe,nwe,VereSh00,rec_yds,48,,,,,
player,201411230nwe,nwe,VereSh00,rec_td,0,,,,,
player,201411230nwe,nwe,VereSh00,rec_long,17,,,,,
player,201411230nwe,nwe,VereSh00,fumbles,0,,,,,
player,201411230nwe,nwe,VereSh00,fumbles_lost,0,,,,,
player,201411230nwe,nwe,LaFeBr00,pass_cmp,0,,,,,
player,201411230nwe,nwe,LaFeBr00,pass_att,0,,,,,
player,201411230nwe,nwe,LaFeBr00,pass_yds,0,,,,,
player,201411230nwe,nwe,LaFeBr00,pass_td,0,,,,,
player,201411230nwe,nwe,LaFeBr00,pass_int,0,,,,,
player,201411230nwe,nwe,LaFeBr00,pass_sacked,0,,,,,
player,201411230nwe,nwe,LaFeBr00,pass_sacked_yds,0,,,,,
player,201411230nwe,nwe,LaFeBr00,pass_long,0,,,,,
player,201411230nwe,nwe,LaFeBr00,pass_rating,,,,,,
player,201411230nwe,nwe,LaFeBr00,rush_att,0,,,,,
player,201411230nwe,nwe,LaFeBr00,rush_yds,0,,,,,
player,201411230nwe,nwe,LaFeBr00,rush_td,0,,,,,
player,201411230nwe,nwe,LaFeBr00,rush_long,0,,,,,
player,201411230nwe,nwe,LaFeBr00,targets,12,,,,,
player,201411230nwe,nwe,LaFeBr00,rec,9,,,,,
player,201411230nwe,nwe,LaFeBr00,rec_yds,98,,,,,
player,201411230nwe,nwe,LaFeBr00,rec_td,0,,,,,
player,201411230nwe,nwe,LaFeBr00,rec_long,16,,,,,
player,201411230nwe,nwe,LaFeBr00,fumbles,0,,,,,
player,201411230nwe,nwe,LaFeBr00,fumbles_lost,0,,,,,
player,201411230nwe,nwe,EdelJu00,pass_cmp,0,,,,,
player,201411230nwe,nwe,EdelJu00,pass_att,0,,,,,
player,201411230nwe,nwe,EdelJu00,pass_yds,0,,,,,
player,201411230nwe,nwe,EdelJu00,pass_td,0,,,,,
player,201411230nwe,nwe,EdelJu00,pass_int,0,,,,,
player,201411230nwe,nwe,EdelJu00,pass_sacked,0,,,,,
player,201411230nwe,nwe,EdelJu00,pass_sacked_yds,0,,,,,
player,201411230nwe,nwe,EdelJu00,pass_long,0,,,,,
player,201411230nwe,nwe,EdelJu00,pass_rating,,,,,,
player,201411230nwe,nwe,EdelJu00,rush_att,0,,,,,
player,201411230nwe,nwe,EdelJu00,rush_yds,0,,,,,
player,201411230nwe,nwe,EdelJu00,rush_td,0,,,,,
player,201411230nwe,nwe,EdelJu00,rush_long,0,,,,,
player,201411230nwe,nwe,EdelJu00,targets,15,,,,,
player,201411230nwe,nwe,EdelJu00,rec,11,,,,,
player,201411230nwe,nwe,EdelJu00,rec_yds,89,,,,,
player,201411230nwe,nwe,EdelJu00,rec_td,0,,,,,
player,201411230nwe,nwe,EdelJu00,rec_long,16,,,,,
player,201411230nwe,nwe,EdelJu00,fumbles,0,,,,,
player,201411230nwe,nwe,EdelJu00,fumbles_lost,0,,,,,
player,201411230nwe,nwe,GronRo00,pass_cmp,0,,,,,
player,201411230nwe,nwe,GronRo00,pass_att,0,,,,,
player,201411230nwe,nwe,GronRo00,pass_yds,0,,,,,
player,201411230nwe,nwe,GronRo00,pass_td,0,,,,,
player,201411230nwe,nwe,GronRo00,pass_int,0,,,,,
player,201411230nwe,nwe,GronRo00,pass_sacked,0,,,,,
player,201411230nwe,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201411230nwe,nwe,GronRo00,pass_long,0,,,,,
player,201411230nwe,nwe,GronRo00,pass_rating,,,,,,
player,201411230nwe,nwe,GronRo00,rush_att,0,,,,,
player,201411230nwe,nwe,GronRo00,rush_yds,0,,,,,
player,201411230nwe,nwe,GronRo00,rush_td,0,,,,,
player,201411230nwe,nwe,GronRo00,rush_long,0,,,,,
player,201411230nwe,nwe,GronRo00,targets,10,,,,,
player,201411230nwe,nwe,GronRo00,rec,5,,,,,
player,201411230nwe,nwe,GronRo00,rec_yds,78,,,,,
player,201411230nwe,nwe,GronRo00,rec_td,0,,,,,
player,201411230nwe,nwe,GronRo00,rec_long,24,,,,,
player,201411230nwe,nwe,GronRo00,fumbles,0,,,,,
player,201411230nwe,nwe,GronRo00,fumbles_lost,0,,,,,
player,201411230nwe,nwe,WrigTi01,pass_cmp,0,,,,,
player,201411230nwe,nwe,WrigTi01,pass_att,0,,,,,
player,201411230nwe,nwe,WrigTi01,pass_yds,0,,,,,
player,201411230nwe,nwe,WrigTi01,pass_td,0,,,,,
player,201411230nwe,nwe,WrigTi01,pass_int,0,,,,,
player,201411230nwe,nwe,WrigTi01,pass_sacked,0,,,,,
player,201411230nwe,nwe,WrigTi01,pass_sacked_yds,0,,,,,
player,201411230nwe,nwe,WrigTi01,pass_long,0,,,,,
player,201411230nwe,nwe,WrigTi01,pass_rating,,,,,,
player,201411230nwe,nwe,WrigTi01,rush_att,0,,,,,
player,201411230nwe,nwe,WrigTi01,rush_yds,0,,,,,
player,201411230nwe,nwe,WrigTi01,rush_td,0,,,,,
player,201411230nwe,nwe,WrigTi01,rush_long,0,,,,,
player,201411230nwe,nwe,WrigTi01,targets,6,,,,,
player,201411230nwe,nwe,WrigTi01,rec,5,,,,,
player,201411230nwe,nwe,WrigTi01,rec_yds,36,,,,,
player,201411230nwe,nwe,WrigTi01,rec_td,2,,,,,
player,201411230nwe,nwe,WrigTi01,rec_long,16,,,,,
player,201411230nwe,nwe,WrigTi01,fumbles,0,,,,,
player,201411230nwe,nwe,WrigTi01,fumbles_lost,0,,,,,
player,201411230nwe,nwe,AmenDa00,pass_cmp,0,,,,,
player,201411230nwe,nwe,AmenDa00,pass_att,0,,,,,
player,201411230nwe,nwe,AmenDa00,pass_yds,0,,,,,
player,201411230nwe,nwe,AmenDa00,pass_td,0,,,,,
player,201411230nwe,nwe,AmenDa00,pass_int,0,,,,,
player,201411230nwe,nwe,AmenDa00,pass_sacked,0,,,,,
player,201411230nwe,nwe,AmenDa00,pass_sacked_yds,0,,,,,
player,201411230nwe,nwe,AmenDa00,pass_long,0,,,,,
player,201411230nwe,nwe,AmenDa00,pass_rating,,,,,,
player,201411230nwe,nwe,AmenDa00,rush_att,0,,,,,
player,201411230nwe,nwe,AmenDa00,rush_yds,0,,,,,
player,201411230nwe,nwe,AmenDa00,rush_td,0,,,,,
player,201411230nwe,nwe,AmenDa00,rush_long,0,,,,,
player,201411230nwe,nwe,AmenDa00,targets,1,,,,,
player,201411230nwe,nwe,AmenDa00,rec,0,,,,,
player,201411230nwe,nwe,AmenDa00,rec_yds,0,,,,,
player,201411230nwe,nwe,AmenDa00,rec_td,0,,,,,
player,201411230nwe,nwe,AmenDa00,rec_long,0,,,,,
player,201411230nwe,nwe,AmenDa00,fumbles,0,,,,,
player,201411230nwe,nwe,AmenDa00,fumbles_lost,0,,,,,
player,201411230nwe,det,IhedJa00,def_int,1,,,,,
player,201411230nwe,det,IhedJa00,def_int_yds,5,,,,,
player,201411230nwe,det,IhedJa00,def_int_td,0,,,,,
player,201411230nwe,det,IhedJa00,def_int_long,5,,,,,
player,201411230nwe,det,IhedJa00,pass_defended,2,,,,,
player,201411230nwe,det,IhedJa00,sacks,0.0,,,,,
player,201411230nwe,det,IhedJa00,tackles_combined,9,,,,,
player,201411230nwe,det,IhedJa00,tackles_solo,9,,,,,
player,201411230nwe,det,IhedJa00,tackles_assists,0,,,,,
player,201411230nwe,det,IhedJa00,tackles_loss,0,,,,,
player,201411230nwe,det,IhedJa00,qb_hits,0,,,,,
player,201411230nwe,det,IhedJa00,fumbles_rec,0,,,,,
player,201411230nwe,det,IhedJa00,fumbles_rec_yds,0,,,,,
player,201411230nwe,det,IhedJa00,fumbles_rec_td,0,,,,,
player,201411230nwe,det,IhedJa00,fumbles_forced,0,,,,,
player,201411230nwe,det,LevyDe99,def_int,0,,,,,
player,201411230nwe,det,LevyDe99,def_int_yds,0,,,,,
player,201411230nwe,det,LevyDe99,def_int_td,0,,,,,
player,201411230nwe,det,LevyDe99,def_int_long,0,,,,,
player,201411230nwe,det,LevyDe99,pass_defended,0,,,,,
player,201411230nwe,det,LevyDe99,sacks,0.0,,,,,
player,201411230nwe,det,LevyDe99,tackles_combined,10,,,,,
player,201411230nwe,det,LevyDe99,tackles_solo,9,,,,,
player,201411230nwe,det,LevyDe99,tackles_assists,1,,,,,
player,201411230nwe,det,LevyDe99,tackles_loss,1,,,,,
player,201411230nwe,det,LevyDe99,qb_hits,1,,,,,
player,201411230nwe,det,LevyDe99,fumbles_rec,0,,,,,
player,201411230nwe,det,LevyDe99,fumbles_rec_yds,0,,,,,
player,201411230nwe,det,LevyDe99,fumbles_rec_td,0,,,,,
player,201411230nwe,det,LevyDe99,fumbles_forced,0,,,,,
player,201411230nwe,det,QuinGl99,def_int,0,,,,,
player,201411230nwe,det,QuinGl99,def_int_yds,0,,,,,
player,201411230nwe,det,QuinGl99,def_int_td,0,,,,,
player,201411230nwe,det,QuinGl99,def_int_long,0,,,,,
player,201411230nwe,det,QuinGl99,pass_defended,0,,,,,
player,201411230nwe,det,QuinGl99,sacks,0.0,,,,,
player,201411230nwe,det,QuinGl99,tackles_combined,8,,,,,
player,201411230nwe,det,QuinGl99,tackles_solo,8,,,,,
player,201411230nwe,det,QuinGl99,tackles_assists,0,,,,,
player,201411230nwe,det,QuinGl99,tackles_loss,0,,,,,
player,201411230nwe,det,QuinGl99,qb_hits,0,,,,,
player,201411230nwe,det,QuinGl99,fumbles_rec,0,,,,,
player,201411230nwe,det,QuinGl99,fumbles_rec_yds,0,,,,,
player,201411230nwe,det,QuinGl99,fumbles_rec_td,0,,,,,
player,201411230nwe,det,QuinGl99,fumbles_forced,0,,,,,
player,201411230nwe,det,WhitTa00,def_int,0,,,,,
player,201411230nwe,det,WhitTa00,def_int_yds,0,,,,,
player,201411230nwe,det,WhitTa00,def_int_td,0,,,,,
player,201411230nwe,det,WhitTa00,def_int_long,0,,,,,
player,201411230nwe,det,WhitTa00,pass_defended,0,,,,,
player,201411230nwe,det,WhitTa00,sacks,0.0,,,,,
player,201411230nwe,det,WhitTa00,tackles_combined,7,,,,,
player,201411230nwe,det,WhitTa00,tackles_solo,7,,,,,
player,201411230nwe,det,WhitTa00,tackles_assists,0,,,,,
player,201411230nwe,det,WhitTa00,tackles_loss,0,,,,,
player,201411230nwe,det,WhitTa00,qb_hits,0,,,,,
player,201411230nwe,det,WhitTa00,fumbles_rec,0,,,,,
player,201411230nwe,det,WhitTa00,fumbles_rec_yds,0,,,,,
player,201411230nwe,det,WhitTa00,fumbles_rec_td,0,,,,,
player,201411230nwe,det,WhitTa00,fumbles_forced,0,,,,,
player,201411230nwe,det,AbduIs00,def_int,0,,,,,
player,201411230nwe,det,AbduIs00,def_int_yds,0,,,,,
player,201411230nwe,det,AbduIs00,def_int_td,0,,,,,
player,201411230nwe,det,AbduIs00,def_int_long,0,,,,,
player,201411230nwe,det,AbduIs00,pass_defended,0,,,,,
player,201411230nwe,det,AbduIs00,sacks,0.0,,,,,
player,201411230nwe,det,AbduIs00,tackles_combined,4,,,,,
player,201411230nwe,det,AbduIs00,tackles_solo,4,,,,,
player,201411230nwe,det,AbduIs00,tackles_assists,0,,,,,
player,201411230nwe,det,AbduIs00,tackles_loss,0,,,,,
player,201411230nwe,det,AbduIs00,qb_hits,0,,,,,
player,201411230nwe,det,AbduIs00,fumbles_rec,0,,,,,
player,201411230nwe,det,AbduIs00,fumbles_rec_yds,0,,,,,
player,201411230nwe,det,AbduIs00,fumbles_rec_td,0,,,,,
player,201411230nwe,det,AbduIs00,fumbles_forced,0,,,,,
player,201411230nwe,det,SuhxNd99,def_int,0,,,,,
player,201411230nwe,det,SuhxNd99,def_int_yds,0,,,,,
player,201411230nwe,det,SuhxNd99,def_int_td,0,,,,,
player,201411230nwe,det,SuhxNd99,def_int_long,0,,,,,
player,201411230nwe,det,SuhxNd99,pass_defended,0,,,,,
