game,2014,9,20141103,201411030nyg,clt,"Indianapolis Colts",40,nyg,"New York Giants",24
player,201411030nyg,nyg,OgleKe00,rush_td,0,,,,,
player,201411030nyg,nyg,OgleKe00,rush_long,0,,,,,
player,201411030nyg,nyg,OgleKe00,targets,1,,,,,
player,201411030nyg,nyg,OgleKe00,rec,0,,,,,
player,201411030nyg,nyg,OgleKe00,rec_yds,0,,,,,
player,201411030nyg,nyg,OgleKe00,rec_td,0,,,,,
player,201411030nyg,nyg,OgleKe00,rec_long,0,,,,,
player,201411030nyg,nyg,OgleKe00,fumbles,0,,,,,
player,201411030nyg,nyg,OgleKe00,fumbles_lost,0,,,,,
player,201411030nyg,clt,NewsJo00,def_int,0,,,,,
player,201411030nyg,clt,NewsJo00,def_int_yds,0,,,,,
player,201411030nyg,clt,NewsJo00,def_int_td,0,,,,,
player,201411030nyg,clt,NewsJo00,def_int_long,0,,,,,
player,201411030nyg,clt,NewsJo00,pass_defended,0,,,,,
player,201411030nyg,clt,NewsJo00,sacks,2.0,,,,,
player,201411030nyg,clt,NewsJo00,tackles_combined,7,,,,,
player,201411030nyg,clt,NewsJo00,tackles_solo,5,,,,,
player,201411030nyg,clt,NewsJo00,tackles_assists,2,,,,,
player,201411030nyg,clt,NewsJo00,tackles_loss,2,,,,,
player,201411030nyg,clt,NewsJo00,qb_hits,1,,,,,
player,201411030nyg,clt,NewsJo00,fumbles_rec,0,,,,,
player,201411030nyg,clt,NewsJo00,fumbles_rec_yds,0,,,,,
player,201411030nyg,clt,NewsJo00,fumbles_rec_td,0,,,,,
player,201411030nyg,clt,NewsJo00,fumbles_forced,1,,,,,
player,201411030nyg,clt,KerrZa00,def_int,0,,,,,
player,201411030nyg,clt,KerrZa00,def_int_yds,0,,,,,
player,201411030nyg,clt,KerrZa00,def_int_td,0,,,,,
player,201411030nyg,clt,KerrZa00,def_int_long,0,,,,,
player,201411030nyg,clt,KerrZa00,pass_defended,0,,,,,
player,201411030nyg,clt,KerrZa00,sacks,1.0,,,,,
player,201411030nyg,clt,KerrZa00,tackles_combined,3,,,,,
player,201411030nyg,clt,KerrZa00,tackles_solo,2,,,,,
player,201411030nyg,clt,KerrZa00,tackles_assists,1,,,,,
player,201411030nyg,clt,KerrZa00,tackles_loss,0,,,,,
player,201411030nyg,clt,KerrZa00,qb_hits,0,,,,,
player,201411030nyg,clt,KerrZa00,fumbles_rec,0,,,,,
player,201411030nyg,clt,KerrZa00,fumbles_rec_yds,0,,,,,
player,201411030nyg,clt,KerrZa00,fumbles_rec_td,0,,,,,
player,201411030nyg,clt,KerrZa00,fumbles_forced,1,,,,,
player,201411030nyg,clt,AdamMi21,def_int,0,,,,,
player,201411030nyg,clt,AdamMi21,def_int_yds,0,,,,,
player,201411030nyg,clt,AdamMi21,def_int_td,0,,,,,
player,201411030nyg,clt,AdamMi21,def_int_long,0,,,,,
player,201411030nyg,clt,AdamMi21,pass_defended,0,,,,,
player,201411030nyg,clt,AdamMi21,sacks,0.0,,,,,
player,201411030nyg,clt,AdamMi21,tackles_combined,9,,,,,
player,201411030nyg,clt,AdamMi21,tackles_solo,8,,,,,
player,201411030nyg,clt,AdamMi21,tackles_assists,1,,,,,
player,201411030nyg,clt,AdamMi21,tackles_loss,0,,,,,
player,201411030nyg,clt,AdamMi21,qb_hits,0,,,,,
player,201411030nyg,clt,AdamMi21,fumbles_rec,0,,,,,
player,201411030nyg,clt,AdamMi21,fumbles_rec_yds,0,,,,,
player,201411030nyg,clt,AdamMi21,fumbles_rec_td,0,,,,,
player,201411030nyg,clt,AdamMi21,fumbles_forced,0,,,,,
player,201411030nyg,clt,FreeJe00,def_int,0,,,,,
player,201411030nyg,clt,FreeJe00,def_int_yds,0,,,,,
player,201411030nyg,clt,FreeJe00,def_int_td,0,,,,,
player,201411030nyg,clt,FreeJe00,def_int_long,0,,,,,
player,201411030nyg,clt,FreeJe00,pass_defended,0,,,,,
player,201411030nyg,clt,FreeJe00,sacks,0.0,,,,,
player,201411030nyg,clt,FreeJe00,tackles_combined,7,,,,,
player,201411030nyg,clt,FreeJe00,tackles_solo,3,,,,,
player,201411030nyg,clt,FreeJe00,tackles_assists,4,,,,,
player,201411030nyg,clt,FreeJe00,tackles_loss,1,,,,,
player,201411030nyg,clt,FreeJe00,qb_hits,0,,,,,
player,201411030nyg,clt,FreeJe00,fumbles_rec,0,,,,,
player,201411030nyg,clt,FreeJe00,fumbles_rec_yds,0,,,,,
player,201411030nyg,clt,FreeJe00,fumbles_rec_td,0,,,,,
player,201411030nyg,clt,FreeJe00,fumbles_forced,0,,,,,
player,201411030nyg,clt,ToleGr99,def_int,0,,,,,
player,201411030nyg,clt,ToleGr99,def_int_yds,0,,,,,
player,201411030nyg,clt,ToleGr99,def_int_td,0,,,,,
player,201411030nyg,clt,ToleGr99,def_int_long,0,,,,,
player,201411030nyg,clt,ToleGr99,pass_defended,1,,,,,
player,201411030nyg,clt,ToleGr99,sacks,0.0,,,,,
player,201411030nyg,clt,ToleGr99,tackles_combined,6,,,,,
player,201411030nyg,clt,ToleGr99,tackles_solo,5,,,,,
player,201411030nyg,clt,ToleGr99,tackles_assists,1,,,,,
player,201411030nyg,clt,ToleGr99,tackles_loss,0,,,,,
player,201411030nyg,clt,ToleGr99,qb_hits,0,,,,,
player,201411030nyg,clt,ToleGr99,fumbles_rec,0,,,,,
player,201411030nyg,clt,ToleGr99,fumbles_rec_yds,0,,,,,
player,201411030nyg,clt,ToleGr99,fumbles_rec_td,0,,,,,
player,201411030nyg,clt,ToleGr99,fumbles_forced,0,,,,,
player,201411030nyg,clt,JackDQ20,def_int,0,,,,,
player,201411030nyg,clt,JackDQ20,def_int_yds,0,,,,,
player,201411030nyg,clt,JackDQ20,def_int_td,0,,,,,
player,201411030nyg,clt,JackDQ20,def_int_long,0,,,,,
player,201411030nyg,clt,JackDQ20,pass_defended,0,,,,,
player,201411030nyg,clt,JackDQ20,sacks,0.0,,,,,
player,201411030nyg,clt,JackDQ20,tackles_combined,5,,,,,
player,201411030nyg,clt,JackDQ20,tackles_solo,4,,,,,
player,201411030nyg,clt,JackDQ20,tackles_assists,1,,,,,
player,201411030nyg,clt,JackDQ20,tackles_loss,0,,,,,
player,201411030nyg,clt,JackDQ20,qb_hits,0,,,,,
player,201411030nyg,clt,JackDQ20,fumbles_rec,0,,,,,
player,201411030nyg,clt,JackDQ20,fumbles_rec_yds,0,,,,,
player,201411030nyg,clt,JackDQ20,fumbles_rec_td,0,,,,,
player,201411030nyg,clt,JackDQ20,fumbles_forced,0,,,,,
player,201411030nyg,clt,DaviVo99,def_int,0,,,,,
player,201411030nyg,clt,DaviVo99,def_int_yds,0,,,,,
player,201411030nyg,clt,DaviVo99,def_int_td,0,,,,,
player,201411030nyg,clt,DaviVo99,def_int_long,0,,,,,
player,201411030nyg,clt,DaviVo99,pass_defended,2,,,,,
player,201411030nyg,clt,DaviVo99,sacks,0.0,,,,,
player,201411030nyg,clt,DaviVo99,tackles_combined,4,,,,,
player,201411030nyg,clt,DaviVo99,tackles_solo,4,,,,,
player,201411030nyg,clt,DaviVo99,tackles_assists,0,,,,,
player,201411030nyg,clt,DaviVo99,tackles_loss,0,,,,,
player,201411030nyg,clt,DaviVo99,qb_hits,0,,,,,
player,201411030nyg,clt,DaviVo99,fumbles_rec,0,,,,,
player,201411030nyg,clt,DaviVo99,fumbles_rec_yds,0,,,,,
player,201411030nyg,clt,DaviVo99,fumbles_rec_td,0,,,,,
player,201411030nyg,clt,DaviVo99,fumbles_forced,0,,,,,
player,201411030nyg,clt,GordJo01,def_int,0,,,,,
player,201411030nyg,clt,GordJo01,def_int_yds,0,,,,,
player,201411030nyg,clt,GordJo01,def_int_td,0,,,,,
player,201411030nyg,clt,GordJo01,def_int_long,0,,,,,
player,201411030nyg,clt,GordJo01,pass_defended,0,,,,,
player,201411030nyg,clt,GordJo01,sacks,0.0,,,,,
player,201411030nyg,clt,GordJo01,tackles_combined,4,,,,,
player,201411030nyg,clt,GordJo01,tackles_solo,4,,,,,
player,201411030nyg,clt,GordJo01,tackles_assists,0,,,,,
player,201411030nyg,clt,GordJo01,tackles_loss,0,,,,,
player,201411030nyg,clt,GordJo01,qb_hits,0,,,,,
player,201411030nyg,clt,GordJo01,fumbles_rec,0,,,,,
player,201411030nyg,clt,GordJo01,fumbles_rec_yds,0,,,,,
player,201411030nyg,clt,GordJo01,fumbles_rec_td,0,,,,,
player,201411030nyg,clt,GordJo01,fumbles_forced,0,,,,,
player,201411030nyg,clt,WernBj00,def_int,0,,,,,
player,201411030nyg,clt,WernBj00,def_int_yds,0,,,,,
player,201411030nyg,clt,WernBj00,def_int_td,0,,,,,
player,201411030nyg,clt,WernBj00,def_int_long,0,,,,,
player,201411030nyg,clt,WernBj00,pass_defended,0,,,,,
player,201411030nyg,clt,WernBj00,sacks,0.0,,,,,
player,201411030nyg,clt,WernBj00,tackles_combined,4,,,,,
player,201411030nyg,clt,WernBj00,tackles_solo,4,,,,,
player,201411030nyg,clt,WernBj00,tackles_assists,0,,,,,
player,201411030nyg,clt,WernBj00,tackles_loss,2,,,,,
player,201411030nyg,clt,WernBj00,qb_hits,0,,,,,
player,201411030nyg,clt,WernBj00,fumbles_rec,0,,,,,
player,201411030nyg,clt,WernBj00,fumbles_rec_yds,0,,,,,
player,201411030nyg,clt,WernBj00,fumbles_rec_td,0,,,,,
player,201411030nyg,clt,WernBj00,fumbles_forced,0,,,,,
player,201411030nyg,clt,ButlDa99,def_int,0,,,,,
player,201411030nyg,clt,ButlDa99,def_int_yds,0,,,,,
player,201411030nyg,clt,ButlDa99,def_int_td,0,,,,,
player,201411030nyg,clt,ButlDa99,def_int_long,0,,,,,
player,201411030nyg,clt,ButlDa99,pass_defended,1,,,,,
player,201411030nyg,clt,ButlDa99,sacks,0.0,,,,,
player,201411030nyg,clt,ButlDa99,tackles_combined,3,,,,,
player,201411030nyg,clt,ButlDa99,tackles_solo,3,,,,,
player,201411030nyg,clt,ButlDa99,tackles_assists,0,,,,,
player,201411030nyg,clt,ButlDa99,tackles_loss,0,,,,,
player,201411030nyg,clt,ButlDa99,qb_hits,0,,,,,
player,201411030nyg,clt,ButlDa99,fumbles_rec,0,,,,,
player,201411030nyg,clt,ButlDa99,fumbles_rec_yds,0,,,,,
player,201411030nyg,clt,ButlDa99,fumbles_rec_td,0,,,,,
player,201411030nyg,clt,ButlDa99,fumbles_forced,0,,,,,
player,201411030nyg,clt,ChapJo00,def_int,0,,,,,
player,201411030nyg,clt,ChapJo00,def_int_yds,0,,,,,
player,201411030nyg,clt,ChapJo00,def_int_td,0,,,,,
player,201411030nyg,clt,ChapJo00,def_int_long,0,,,,,
player,201411030nyg,clt,ChapJo00,pass_defended,0,,,,,
player,201411030nyg,clt,ChapJo00,sacks,0.0,,,,,
player,201411030nyg,clt,ChapJo00,tackles_combined,3,,,,,
player,201411030nyg,clt,ChapJo00,tackles_solo,3,,,,,
player,201411030nyg,clt,ChapJo00,tackles_assists,0,,,,,
player,201411030nyg,clt,ChapJo00,tackles_loss,0,,,,,
player,201411030nyg,clt,ChapJo00,qb_hits,0,,,,,
player,201411030nyg,clt,ChapJo00,fumbles_rec,0,,,,,
player,201411030nyg,clt,ChapJo00,fumbles_rec_yds,0,,,,,
player,201411030nyg,clt,ChapJo00,fumbles_rec_td,0,,,,,
player,201411030nyg,clt,ChapJo00,fumbles_forced,1,,,,,
player,201411030nyg,clt,StudAn99,def_int,0,,,,,
player,201411030nyg,clt,StudAn99,def_int_yds,0,,,,,
player,201411030nyg,clt,StudAn99,def_int_td,0,,,,,
player,201411030nyg,clt,StudAn99,def_int_long,0,,,,,
player,201411030nyg,clt,StudAn99,pass_defended,0,,,,,
player,201411030nyg,clt,StudAn99,sacks,0.0,,,,,
player,201411030nyg,clt,StudAn99,tackles_combined,3,,,,,
player,201411030nyg,clt,StudAn99,tackles_solo,2,,,,,
player,201411030nyg,clt,StudAn99,tackles_assists,1,,,,,
player,201411030nyg,clt,StudAn99,tackles_loss,0,,,,,
player,201411030nyg,clt,StudAn99,qb_hits,1,,,,,
player,201411030nyg,clt,StudAn99,fumbles_rec,0,,,,,
player,201411030nyg,clt,StudAn99,fumbles_rec_yds,0,,,,,
player,201411030nyg,clt,StudAn99,fumbles_rec_td,0,,,,,
player,201411030nyg,clt,StudAn99,fumbles_forced,0,,,,,
player,201411030nyg,clt,ButlVi99,def_int,0,,,,,
player,201411030nyg,clt,ButlVi99,def_int_yds,0,,,,,
player,201411030nyg,clt,ButlVi99,def_int_td,0,,,,,
player,201411030nyg,clt,ButlVi99,def_int_long,0,,,,,
player,201411030nyg,clt,ButlVi99,pass_defended,0,,,,,
player,201411030nyg,clt,ButlVi99,sacks,0.0,,,,,
player,201411030nyg,clt,ButlVi99,tackles_combined,2,,,,,
player,201411030nyg,clt,ButlVi99,tackles_solo,1,,,,,
player,201411030nyg,clt,ButlVi99,tackles_assists,1,,,,,
player,201411030nyg,clt,ButlVi99,tackles_loss,0,,,,,
player,201411030nyg,clt,ButlVi99,qb_hits,0,,,,,
player,201411030nyg,clt,ButlVi99,fumbles_rec,0,,,,,
player,201411030nyg,clt,ButlVi99,fumbles_rec_yds,0,,,,,
player,201411030nyg,clt,ButlVi99,fumbles_rec_td,0,,,,,
player,201411030nyg,clt,ButlVi99,fumbles_forced,0,,,,,
player,201411030nyg,clt,AndeCo01,def_int,0,,,,,
player,201411030nyg,clt,AndeCo01,def_int_yds,0,,,,,
player,201411030nyg,clt,AndeCo01,def_int_td,0,,,,,
player,201411030nyg,clt,AndeCo01,def_int_long,0,,,,,
player,201411030nyg,clt,AndeCo01,pass_defended,0,,,,,
player,201411030nyg,clt,AndeCo01,sacks,0.0,,,,,
player,201411030nyg,clt,AndeCo01,tackles_combined,1,,,,,
player,201411030nyg,clt,AndeCo01,tackles_solo,0,,,,,
player,201411030nyg,clt,AndeCo01,tackles_assists,1,,,,,
player,201411030nyg,clt,AndeCo01,tackles_loss,0,,,,,
player,201411030nyg,clt,AndeCo01,qb_hits,0,,,,,
player,201411030nyg,clt,AndeCo01,fumbles_rec,0,,,,,
player,201411030nyg,clt,AndeCo01,fumbles_rec_yds,0,,,,,
player,201411030nyg,clt,AndeCo01,fumbles_rec_td,0,,,,,
player,201411030nyg,clt,AndeCo01,fumbles_forced,0,,,,,
player,201411030nyg,clt,BrowSe00,def_int,0,,,,,
player,201411030nyg,clt,BrowSe00,def_int_yds,0,,,,,
player,201411030nyg,clt,BrowSe00,def_int_td,0,,,,,
player,201411030nyg,clt,BrowSe00,def_int_long,0,,,,,
player,201411030nyg,clt,BrowSe00,pass_defended,2,,,,,
player,201411030nyg,clt,BrowSe00,sacks,0.0,,,,,
player,201411030nyg,clt,BrowSe00,tackles_combined,1,,,,,
player,201411030nyg,clt,BrowSe00,tackles_solo,1,,,,,
player,201411030nyg,clt,BrowSe00,tackles_assists,0,,,,,
player,201411030nyg,clt,BrowSe00,tackles_loss,0,,,,,
player,201411030nyg,clt,BrowSe00,qb_hits,0,,,,,
player,201411030nyg,clt,BrowSe00,fumbles_rec,1,,,,,
player,201411030nyg,clt,BrowSe00,fumbles_rec_yds,26,,,,,
player,201411030nyg,clt,BrowSe00,fumbles_rec_td,0,,,,,
player,201411030nyg,clt,BrowSe00,fumbles_forced,0,,,,,
player,201411030nyg,clt,HerrDa00,def_int,0,,,,,
player,201411030nyg,clt,HerrDa00,def_int_yds,0,,,,,
player,201411030nyg,clt,HerrDa00,def_int_td,0,,,,,
player,201411030nyg,clt,HerrDa00,def_int_long,0,,,,,
player,201411030nyg,clt,HerrDa00,pass_defended,0,,,,,
player,201411030nyg,clt,HerrDa00,sacks,0.0,,,,,
player,201411030nyg,clt,HerrDa00,tackles_combined,1,,,,,
player,201411030nyg,clt,HerrDa00,tackles_solo,0,,,,,
player,201411030nyg,clt,HerrDa00,tackles_assists,1,,,,,
player,201411030nyg,clt,HerrDa00,tackles_loss,0,,,,,
player,201411030nyg,clt,HerrDa00,qb_hits,0,,,,,
player,201411030nyg,clt,HerrDa00,fumbles_rec,0,,,,,
player,201411030nyg,clt,HerrDa00,fumbles_rec_yds,0,,,,,
player,201411030nyg,clt,HerrDa00,fumbles_rec_td,0,,,,,
player,201411030nyg,clt,HerrDa00,fumbles_forced,0,,,,,
player,201411030nyg,clt,HughMo00,def_int,0,,,,,
player,201411030nyg,clt,HughMo00,def_int_yds,0,,,,,
player,201411030nyg,clt,HughMo00,def_int_td,0,,,,,
player,201411030nyg,clt,HughMo00,def_int_long,0,,,,,
player,201411030nyg,clt,HughMo00,pass_defended,0,,,,,
player,201411030nyg,clt,HughMo00,sacks,0.0,,,,,
player,201411030nyg,clt,HughMo00,tackles_combined,1,,,,,
player,201411030nyg,clt,HughMo00,tackles_solo,1,,,,,
player,201411030nyg,clt,HughMo00,tackles_assists,0,,,,,
player,201411030nyg,clt,HughMo00,tackles_loss,0,,,,,
player,201411030nyg,clt,HughMo00,qb_hits,0,,,,,
player,201411030nyg,clt,HughMo00,fumbles_rec,0,,,,,
player,201411030nyg,clt,HughMo00,fumbles_rec_yds,0,,,,,
player,201411030nyg,clt,HughMo00,fumbles_rec_td,0,,,,,
player,201411030nyg,clt,HughMo00,fumbles_forced,0,,,,,
player,201411030nyg,clt,JackAn02,def_int,0,,,,,
player,201411030nyg,clt,JackAn02,def_int_yds,0,,,,,
player,201411030nyg,clt,JackAn02,def_int_td,0,,,,,
player,201411030nyg,clt,JackAn02,def_int_long,0,,,,,
player,201411030nyg,clt,JackAn02,pass_defended,0,,,,,
player,201411030nyg,clt,JackAn02,sacks,0.0,,,,,
player,201411030nyg,clt,JackAn02,tackles_combined,1,,,,,
player,201411030nyg,clt,JackAn02,tackles_solo,1,,,,,
player,201411030nyg,clt,JackAn02,tackles_assists,0,,,,,
player,201411030nyg,clt,JackAn02,tackles_loss,0,,,,,
player,201411030nyg,clt,JackAn02,qb_hits,0,,,,,
player,201411030nyg,clt,JackAn02,fumbles_rec,0,,,,,
player,201411030nyg,clt,JackAn02,fumbles_rec_yds,0,,,,,
player,201411030nyg,clt,JackAn02,fumbles_rec_td,0,,,,,
player,201411030nyg,clt,JackAn02,fumbles_forced,0,,,,,
player,201411030nyg,clt,JeanRi99,def_int,0,,,,,
player,201411030nyg,clt,JeanRi99,def_int_yds,0,,,,,
player,201411030nyg,clt,JeanRi99,def_int_td,0,,,,,
player,201411030nyg,clt,JeanRi99,def_int_long,0,,,,,
player,201411030nyg,clt,JeanRi99,pass_defended,1,,,,,
player,201411030nyg,clt,JeanRi99,sacks,0.0,,,,,
player,201411030nyg,clt,JeanRi99,tackles_combined,1,,,,,
player,201411030nyg,clt,JeanRi99,tackles_solo,0,,,,,
player,201411030nyg,clt,JeanRi99,tackles_assists,1,,,,,
player,201411030nyg,clt,JeanRi99,tackles_loss,0,,,,,
player,201411030nyg,clt,JeanRi99,qb_hits,0,,,,,
player,201411030nyg,clt,JeanRi99,fumbles_rec,0,,,,,
player,201411030nyg,clt,JeanRi99,fumbles_rec_yds,0,,,,,
player,201411030nyg,clt,JeanRi99,fumbles_rec_td,0,,,,,
player,201411030nyg,clt,JeanRi99,fumbles_forced,0,,,,,
player,201411030nyg,clt,McDoDe01,def_int,0,,,,,
player,201411030nyg,clt,McDoDe01,def_int_yds,0,,,,,
player,201411030nyg,clt,McDoDe01,def_int_td,0,,,,,
player,201411030nyg,clt,McDoDe01,def_int_long,0,,,,,
player,201411030nyg,clt,McDoDe01,pass_defended,0,,,,,
player,201411030nyg,clt,McDoDe01,sacks,0.0,,,,,
player,201411030nyg,clt,McDoDe01,tackles_combined,1,,,,,
player,201411030nyg,clt,McDoDe01,tackles_solo,1,,,,,
player,201411030nyg,clt,McDoDe01,tackles_assists,0,,,,,
player,201411030nyg,clt,McDoDe01,tackles_loss,0,,,,,
player,201411030nyg,clt,McDoDe01,qb_hits,0,,,,,
player,201411030nyg,clt,McDoDe01,fumbles_rec,0,,,,,
player,201411030nyg,clt,McDoDe01,fumbles_rec_yds,0,,,,,
player,201411030nyg,clt,McDoDe01,fumbles_rec_td,0,,,,,
player,201411030nyg,clt,McDoDe01,fumbles_forced,0,,,,,
player,201411030nyg,clt,MuamHe00,def_int,0,,,,,
player,201411030nyg,clt,MuamHe00,def_int_yds,0,,,,,
player,201411030nyg,clt,MuamHe00,def_int_td,0,,,,,
player,201411030nyg,clt,MuamHe00,def_int_long,0,,,,,
player,201411030nyg,clt,MuamHe00,pass_defended,0,,,,,
player,201411030nyg,clt,MuamHe00,sacks,0.0,,,,,
player,201411030nyg,clt,MuamHe00,tackles_combined,1,,,,,
player,201411030nyg,clt,MuamHe00,tackles_solo,1,,,,,
player,201411030nyg,clt,MuamHe00,tackles_assists,0,,,,,
player,201411030nyg,clt,MuamHe00,tackles_loss,0,,,,,
player,201411030nyg,clt,MuamHe00,qb_hits,0,,,,,
player,201411030nyg,clt,MuamHe00,fumbles_rec,0,,,,,
player,201411030nyg,clt,MuamHe00,fumbles_rec_yds,0,,,,,
player,201411030nyg,clt,MuamHe00,fumbles_rec_td,0,,,,,
player,201411030nyg,clt,MuamHe00,fumbles_forced,0,,,,,
player,201411030nyg,clt,PuriLo01,def_int,0,,,,,
player,201411030nyg,clt,PuriLo01,def_int_yds,0,,,,,
player,201411030nyg,clt,PuriLo01,def_int_td,0,,,,,
player,201411030nyg,clt,PuriLo01,def_int_long,0,,,,,
player,201411030nyg,clt,PuriLo01,pass_defended,0,,,,,
player,201411030nyg,clt,PuriLo01,sacks,0.0,,,,,
player,201411030nyg,clt,PuriLo01,tackles_combined,1,,,,,
player,201411030nyg,clt,PuriLo01,tackles_solo,1,,,,,
player,201411030nyg,clt,PuriLo01,tackles_assists,0,,,,,
player,201411030nyg,clt,PuriLo01,tackles_loss,0,,,,,
player,201411030nyg,clt,PuriLo01,qb_hits,0,,,,,
player,201411030nyg,clt,PuriLo01,fumbles_rec,0,,,,,
player,201411030nyg,clt,PuriLo01,fumbles_rec_yds,0,,,,,
player,201411030nyg,clt,PuriLo01,fumbles_rec_td,0,,,,,
player,201411030nyg,clt,PuriLo01,fumbles_forced,0,,,,,
player,201411030nyg,clt,ReddCo20,def_int,0,,,,,
player,201411030nyg,clt,ReddCo20,def_int_yds,0,,,,,
player,201411030nyg,clt,ReddCo20,def_int_td,0,,,,,
player,201411030nyg,clt,ReddCo20,def_int_long,0,,,,,
player,201411030nyg,clt,ReddCo20,pass_defended,0,,,,,
player,201411030nyg,clt,ReddCo20,sacks,0.0,,,,,
player,201411030nyg,clt,ReddCo20,tackles_combined,1,,,,,
player,201411030nyg,clt,ReddCo20,tackles_solo,0,,,,,
player,201411030nyg,clt,ReddCo20,tackles_assists,1,,,,,
player,201411030nyg,clt,ReddCo20,tackles_loss,0,,,,,
player,201411030nyg,clt,ReddCo20,qb_hits,0,,,,,
player,201411030nyg,clt,ReddCo20,fumbles_rec,0,,,,,
player,201411030nyg,clt,ReddCo20,fumbles_rec_yds,0,,,,,
player,201411030nyg,clt,ReddCo20,fumbles_rec_td,0,,,,,
player,201411030nyg,clt,ReddCo20,fumbles_forced,0,,,,,
player,201411030nyg,clt,BradAh00,def_int,0,,,,,
player,201411030nyg,clt,BradAh00,def_int_yds,0,,,,,
player,201411030nyg,clt,BradAh00,def_int_td,0,,,,,
player,201411030nyg,clt,BradAh00,def_int_long,0,,,,,
player,201411030nyg,clt,BradAh00,pass_defended,0,,,,,
player,201411030nyg,clt,BradAh00,sacks,0.0,,,,,
player,201411030nyg,clt,BradAh00,tackles_combined,0,,,,,
player,201411030nyg,clt,BradAh00,tackles_solo,0,,,,,
player,201411030nyg,clt,BradAh00,tackles_assists,0,,,,,
player,201411030nyg,clt,BradAh00,tackles_loss,,,,,,
player,201411030nyg,clt,BradAh00,qb_hits,,,,,,
player,201411030nyg,clt,BradAh00,fumbles_rec,1,,,,,
player,201411030nyg,clt,BradAh00,fumbles_rec_yds,12,,,,,
player,201411030nyg,clt,BradAh00,fumbles_rec_td,0,,,,,
player,201411030nyg,clt,BradAh00,fumbles_forced,0,,,,,
player,201411030nyg,clt,WhalGr00,def_int,0,,,,,
player,201411030nyg,clt,WhalGr00,def_int_yds,0,,,,,
player,201411030nyg,clt,WhalGr00,def_int_td,0,,,,,
player,201411030nyg,clt,WhalGr00,def_int_long,0,,,,,
player,201411030nyg,clt,WhalGr00,pass_defended,0,,,,,
player,201411030nyg,clt,WhalGr00,sacks,0.0,,,,,
player,201411030nyg,clt,WhalGr00,tackles_combined,0,,,,,
player,201411030nyg,clt,WhalGr00,tackles_solo,0,,,,,
player,201411030nyg,clt,WhalGr00,tackles_assists,0,,,,,
player,201411030nyg,clt,WhalGr00,tackles_loss,0,,,,,
player,201411030nyg,clt,WhalGr00,qb_hits,0,,,,,
player,201411030nyg,clt,WhalGr00,fumbles_rec,1,,,,,
player,201411030nyg,clt,WhalGr00,fumbles_rec_yds,0,,,,,
player,201411030nyg,clt,WhalGr00,fumbles_rec_td,0,,,,,
player,201411030nyg,clt,WhalGr00,fumbles_forced,0,,,,,
player,201411030nyg,nyg,AyerRo99,def_int,0,,,,,
player,201411030nyg,nyg,AyerRo99,def_int_yds,0,,,,,
player,201411030nyg,nyg,AyerRo99,def_int_td,0,,,,,
player,201411030nyg,nyg,AyerRo99,def_int_long,0,,,,,
player,201411030nyg,nyg,AyerRo99,pass_defended,0,,,,,
player,201411030nyg,nyg,AyerRo99,sacks,1.0,,,,,
player,201411030nyg,nyg,AyerRo99,tackles_combined,3,,,,,
player,201411030nyg,nyg,AyerRo99,tackles_solo,3,,,,,
player,201411030nyg,nyg,AyerRo99,tackles_assists,0,,,,,
player,201411030nyg,nyg,AyerRo99,tackles_loss,0,,,,,
player,201411030nyg,nyg,AyerRo99,qb_hits,7,,,,,
player,201411030nyg,nyg,AyerRo99,fumbles_rec,0,,,,,
player,201411030nyg,nyg,AyerRo99,fumbles_rec_yds,0,,,,,
player,201411030nyg,nyg,AyerRo99,fumbles_rec_td,0,,,,,
player,201411030nyg,nyg,AyerRo99,fumbles_forced,1,,,,,
player,201411030nyg,nyg,WillJa02,def_int,0,,,,,
player,201411030nyg,nyg,WillJa02,def_int_yds,0,,,,,
player,201411030nyg,nyg,WillJa02,def_int_td,0,,,,,
player,201411030nyg,nyg,WillJa02,def_int_long,0,,,,,
player,201411030nyg,nyg,WillJa02,pass_defended,1,,,,,
player,201411030nyg,nyg,WillJa02,sacks,0.0,,,,,
player,201411030nyg,nyg,WillJa02,tackles_combined,17,,,,,
player,201411030nyg,nyg,WillJa02,tackles_solo,14,,,,,
player,201411030nyg,nyg,WillJa02,tackles_assists,3,,,,,
player,201411030nyg,nyg,WillJa02,tackles_loss,0,,,,,
player,201411030nyg,nyg,WillJa02,qb_hits,0,,,,,
player,201411030nyg,nyg,WillJa02,fumbles_rec,0,,,,,
player,201411030nyg,nyg,WillJa02,fumbles_rec_yds,0,,,,,
player,201411030nyg,nyg,WillJa02,fumbles_rec_td,0,,,,,
player,201411030nyg,nyg,WillJa02,fumbles_forced,0,,,,,
player,201411030nyg,nyg,McClJa01,def_int,0,,,,,
player,201411030nyg,nyg,McClJa01,def_int_yds,0,,,,,
player,201411030nyg,nyg,McClJa01,def_int_td,0,,,,,
player,201411030nyg,nyg,McClJa01,def_int_long,0,,,,,
player,201411030nyg,nyg,McClJa01,pass_defended,0,,,,,
player,201411030nyg,nyg,McClJa01,sacks,0.0,,,,,
player,201411030nyg,nyg,McClJa01,tackles_combined,7,,,,,
player,201411030nyg,nyg,McClJa01,tackles_solo,4,,,,,
player,201411030nyg,nyg,McClJa01,tackles_assists,3,,,,,
player,201411030nyg,nyg,McClJa01,tackles_loss,0,,,,,
