game,2014,13,20141130,201411300atl,crd,"Arizona Cardinals",18,atl,"Atlanta Falcons",29
team,201411300atl,crd,First Downs,18,,,,,,
team,201411300atl,atl,First Downs,22,,,,,,
team,201411300atl,crd,Rush-Yds-TDs,11-35-0,,,,,,
team,201411300atl,atl,Rush-Yds-TDs,34-142-0,,,,,,
team,201411300atl,crd,Cmp-Att-Yd-TD-INT,24-39-294-1-2,,,,,,
team,201411300atl,atl,Cmp-Att-Yd-TD-INT,30-41-361-2-1,,,,,,
team,201411300atl,crd,Sacked-Yards,0-0,,,,,,
team,201411300atl,atl,Sacked-Yards,1-3,,,,,,
team,201411300atl,crd,Net Pass Yards,294,,,,,,
team,201411300atl,atl,Net Pass Yards,358,,,,,,
team,201411300atl,crd,Total Yards,329,,,,,,
team,201411300atl,atl,Total Yards,500,,,,,,
team,201411300atl,crd,Fumbles-Lost,1-1,,,,,,
team,201411300atl,atl,Fumbles-Lost,0-0,,,,,,
team,201411300atl,crd,Turnovers,3,,,,,,
team,201411300atl,atl,Turnovers,1,,,,,,
team,201411300atl,crd,Penalties-Yards,5-34,,,,,,
team,201411300atl,atl,Penalties-Yards,9-76,,,,,,
team,201411300atl,crd,Third Down Conv.,1-7,,,,,,
team,201411300atl,atl,Third Down Conv.,7-16,,,,,,
team,201411300atl,crd,Fourth Down Conv.,0-0,,,,,,
team,201411300atl,atl,Fourth Down Conv.,1-1,,,,,,
team,201411300atl,crd,Time of Possession,22:57,,,,,,
team,201411300atl,atl,Time of Possession,37:03,,,,,,
player,201411300atl,crd,StanDr00,pass_cmp,24,,,,,
player,201411300atl,crd,StanDr00,pass_att,39,,,,,
player,201411300atl,crd,StanDr00,pass_yds,294,,,,,
player,201411300atl,crd,StanDr00,pass_td,1,,,,,
player,201411300atl,crd,StanDr00,pass_int,2,,,,,
player,201411300atl,crd,StanDr00,pass_sacked,0,,,,,
player,201411300atl,crd,StanDr00,pass_sacked_yds,0,,,,,
player,201411300atl,crd,StanDr00,pass_long,27,,,,,
player,201411300atl,crd,StanDr00,pass_rating,72.0,,,,,
player,201411300atl,crd,StanDr00,rush_att,1,,,,,
player,201411300atl,crd,StanDr00,rush_yds,7,,,,,
player,201411300atl,crd,StanDr00,rush_td,0,,,,,
player,201411300atl,crd,StanDr00,rush_long,7,,,,,
player,201411300atl,crd,StanDr00,targets,0,,,,,
player,201411300atl,crd,StanDr00,rec,0,,,,,
player,201411300atl,crd,StanDr00,rec_yds,0,,,,,
player,201411300atl,crd,StanDr00,rec_td,0,,,,,
player,201411300atl,crd,StanDr00,rec_long,0,,,,,
player,201411300atl,crd,StanDr00,fumbles,0,,,,,
player,201411300atl,crd,StanDr00,fumbles_lost,0,,,,,
player,201411300atl,crd,GricMa00,pass_cmp,0,,,,,
player,201411300atl,crd,GricMa00,pass_att,0,,,,,
player,201411300atl,crd,GricMa00,pass_yds,0,,,,,
player,201411300atl,crd,GricMa00,pass_td,0,,,,,
player,201411300atl,crd,GricMa00,pass_int,0,,,,,
player,201411300atl,crd,GricMa00,pass_sacked,0,,,,,
player,201411300atl,crd,GricMa00,pass_sacked_yds,0,,,,,
player,201411300atl,crd,GricMa00,pass_long,0,,,,,
player,201411300atl,crd,GricMa00,pass_rating,,,,,,
player,201411300atl,crd,GricMa00,rush_att,5,,,,,
player,201411300atl,crd,GricMa00,rush_yds,16,,,,,
player,201411300atl,crd,GricMa00,rush_td,0,,,,,
player,201411300atl,crd,GricMa00,rush_long,7,,,,,
player,201411300atl,crd,GricMa00,targets,3,,,,,
player,201411300atl,crd,GricMa00,rec,3,,,,,
player,201411300atl,crd,GricMa00,rec_yds,24,,,,,
player,201411300atl,crd,GricMa00,rec_td,0,,,,,
player,201411300atl,crd,GricMa00,rec_long,15,,,,,
player,201411300atl,crd,GricMa00,fumbles,0,,,,,
player,201411300atl,crd,GricMa00,fumbles_lost,0,,,,,
player,201411300atl,crd,ElliAn00,pass_cmp,0,,,,,
player,201411300atl,crd,ElliAn00,pass_att,0,,,,,
player,201411300atl,crd,ElliAn00,pass_yds,0,,,,,
player,201411300atl,crd,ElliAn00,pass_td,0,,,,,
player,201411300atl,crd,ElliAn00,pass_int,0,,,,,
player,201411300atl,crd,ElliAn00,pass_sacked,0,,,,,
player,201411300atl,crd,ElliAn00,pass_sacked_yds,0,,,,,
player,201411300atl,crd,ElliAn00,pass_long,0,,,,,
player,201411300atl,crd,ElliAn00,pass_rating,,,,,,
player,201411300atl,crd,ElliAn00,rush_att,5,,,,,
player,201411300atl,crd,ElliAn00,rush_yds,12,,,,,
player,201411300atl,crd,ElliAn00,rush_td,0,,,,,
player,201411300atl,crd,ElliAn00,rush_long,7,,,,,
player,201411300atl,crd,ElliAn00,targets,0,,,,,
player,201411300atl,crd,ElliAn00,rec,0,,,,,
player,201411300atl,crd,ElliAn00,rec_yds,0,,,,,
player,201411300atl,crd,ElliAn00,rec_td,0,,,,,
player,201411300atl,crd,ElliAn00,rec_long,0,,,,,
player,201411300atl,crd,ElliAn00,fumbles,0,,,,,
player,201411300atl,crd,ElliAn00,fumbles_lost,0,,,,,
player,201411300atl,crd,BrowJa03,pass_cmp,0,,,,,
player,201411300atl,crd,BrowJa03,pass_att,0,,,,,
player,201411300atl,crd,BrowJa03,pass_yds,0,,,,,
