game,2014,3,20140921,201409210nwe,rai,"Oakland Raiders",9,nwe,"New England Patriots",16
player,201409210nwe,rai,CarrDe02,rec_yds,0,,,,,
player,201409210nwe,rai,CarrDe02,rec_td,0,,,,,
player,201409210nwe,rai,CarrDe02,rec_long,0,,,,,
player,201409210nwe,rai,CarrDe02,fumbles,0,,,,,
player,201409210nwe,rai,CarrDe02,fumbles_lost,0,,,,,
player,201409210nwe,rai,McFaDa00,pass_cmp,0,,,,,
player,201409210nwe,rai,McFaDa00,pass_att,0,,,,,
player,201409210nwe,rai,McFaDa00,pass_yds,0,,,,,
player,201409210nwe,rai,McFaDa00,pass_td,0,,,,,
player,201409210nwe,rai,McFaDa00,pass_int,0,,,,,
player,201409210nwe,rai,McFaDa00,pass_sacked,,,,,,
player,201409210nwe,rai,McFaDa00,pass_sacked_yds,0,,,,,
player,201409210nwe,rai,McFaDa00,pass_long,0,,,,,
player,201409210nwe,rai,McFaDa00,pass_rating,,,,,,
player,201409210nwe,rai,McFaDa00,rush_att,18,,,,,
player,201409210nwe,rai,McFaDa00,rush_yds,59,,,,,
player,201409210nwe,rai,McFaDa00,rush_td,0,,,,,
player,201409210nwe,rai,McFaDa00,rush_long,10,,,,,
player,201409210nwe,rai,McFaDa00,targets,4,,,,,
player,201409210nwe,rai,McFaDa00,rec,4,,,,,
player,201409210nwe,rai,McFaDa00,rec_yds,6,,,,,
player,201409210nwe,rai,McFaDa00,rec_td,0,,,,,
player,201409210nwe,rai,McFaDa00,rec_long,9,,,,,
player,201409210nwe,rai,McFaDa00,fumbles,0,,,,,
player,201409210nwe,rai,McFaDa00,fumbles_lost,0,,,,,
player,201409210nwe,rai,ReecMa00,pass_cmp,0,,,,,
player,201409210nwe,rai,ReecMa00,pass_att,0,,,,,
player,201409210nwe,rai,ReecMa00,pass_yds,0,,,,,
player,201409210nwe,rai,ReecMa00,pass_td,0,,,,,
player,201409210nwe,rai,ReecMa00,pass_int,0,,,,,
player,201409210nwe,rai,ReecMa00,pass_sacked,,,,,,
player,201409210nwe,rai,ReecMa00,pass_sacked_yds,0,,,,,
player,201409210nwe,rai,ReecMa00,pass_long,0,,,,,
player,201409210nwe,rai,ReecMa00,pass_rating,,,,,,
player,201409210nwe,rai,ReecMa00,rush_att,1,,,,,
player,201409210nwe,rai,ReecMa00,rush_yds,7,,,,,
player,201409210nwe,rai,ReecMa00,rush_td,0,,,,,
player,201409210nwe,rai,ReecMa00,rush_long,7,,,,,
player,201409210nwe,rai,ReecMa00,targets,7,,,,,
player,201409210nwe,rai,ReecMa00,rec,3,,,,,
player,201409210nwe,rai,ReecMa00,rec_yds,19,,,,,
player,201409210nwe,rai,ReecMa00,rec_td,0,,,,,
player,201409210nwe,rai,ReecMa00,rec_long,12,,,,,
player,201409210nwe,rai,ReecMa00,fumbles,0,,,,,
player,201409210nwe,rai,ReecMa00,fumbles_lost,0,,,,,
player,201409210nwe,rai,MurrLa00,pass_cmp,0,,,,,
player,201409210nwe,rai,MurrLa00,pass_att,0,,,,,
player,201409210nwe,rai,MurrLa00,pass_yds,0,,,,,
player,201409210nwe,rai,MurrLa00,pass_td,0,,,,,
player,201409210nwe,rai,MurrLa00,pass_int,0,,,,,
player,201409210nwe,rai,MurrLa00,pass_sacked,,,,,,
player,201409210nwe,rai,MurrLa00,pass_sacked_yds,0,,,,,
player,201409210nwe,rai,MurrLa00,pass_long,0,,,,,
player,201409210nwe,rai,MurrLa00,pass_rating,,,,,,
player,201409210nwe,rai,MurrLa00,rush_att,3,,,,,
player,201409210nwe,rai,MurrLa00,rush_yds,1,,,,,
player,201409210nwe,rai,MurrLa00,rush_td,0,,,,,
player,201409210nwe,rai,MurrLa00,rush_long,1,,,,,
player,201409210nwe,rai,MurrLa00,targets,0,,,,,
player,201409210nwe,rai,MurrLa00,rec,0,,,,,
player,201409210nwe,rai,MurrLa00,rec_yds,0,,,,,
player,201409210nwe,rai,MurrLa00,rec_td,0,,,,,
player,201409210nwe,rai,MurrLa00,rec_long,0,,,,,
player,201409210nwe,rai,MurrLa00,fumbles,0,,,,,
player,201409210nwe,rai,MurrLa00,fumbles_lost,0,,,,,
player,201409210nwe,rai,JoneJa04,pass_cmp,0,,,,,
player,201409210nwe,rai,JoneJa04,pass_att,0,,,,,
player,201409210nwe,rai,JoneJa04,pass_yds,0,,,,,
player,201409210nwe,rai,JoneJa04,pass_td,0,,,,,
player,201409210nwe,rai,JoneJa04,pass_int,0,,,,,
player,201409210nwe,rai,JoneJa04,pass_sacked,,,,,,
player,201409210nwe,rai,JoneJa04,pass_sacked_yds,0,,,,,
player,201409210nwe,rai,JoneJa04,pass_long,0,,,,,
player,201409210nwe,rai,JoneJa04,pass_rating,,,,,,
player,201409210nwe,rai,JoneJa04,rush_att,0,,,,,
player,201409210nwe,rai,JoneJa04,rush_yds,0,,,,,
player,201409210nwe,rai,JoneJa04,rush_td,0,,,,,
player,201409210nwe,rai,JoneJa04,rush_long,0,,,,,
player,201409210nwe,rai,JoneJa04,targets,5,,,,,
player,201409210nwe,rai,JoneJa04,rec,3,,,,,
player,201409210nwe,rai,JoneJa04,rec_yds,43,,,,,
player,201409210nwe,rai,JoneJa04,rec_td,0,,,,,
player,201409210nwe,rai,JoneJa04,rec_long,18,,,,,
player,201409210nwe,rai,JoneJa04,fumbles,0,,,,,
player,201409210nwe,rai,JoneJa04,fumbles_lost,0,,,,,
player,201409210nwe,rai,StreRo00,pass_cmp,0,,,,,
player,201409210nwe,rai,StreRo00,pass_att,0,,,,,
player,201409210nwe,rai,StreRo00,pass_yds,0,,,,,
player,201409210nwe,rai,StreRo00,pass_td,0,,,,,
player,201409210nwe,rai,StreRo00,pass_int,0,,,,,
player,201409210nwe,rai,StreRo00,pass_sacked,,,,,,
player,201409210nwe,rai,StreRo00,pass_sacked_yds,0,,,,,
player,201409210nwe,rai,StreRo00,pass_long,0,,,,,
player,201409210nwe,rai,StreRo00,pass_rating,,,,,,
player,201409210nwe,rai,StreRo00,rush_att,0,,,,,
player,201409210nwe,rai,StreRo00,rush_yds,0,,,,,
player,201409210nwe,rai,StreRo00,rush_td,0,,,,,
player,201409210nwe,rai,StreRo00,rush_long,0,,,,,
player,201409210nwe,rai,StreRo00,targets,3,,,,,
player,201409210nwe,rai,StreRo00,rec,3,,,,,
player,201409210nwe,rai,StreRo00,rec_yds,32,,,,,
player,201409210nwe,rai,StreRo00,rec_td,0,,,,,
player,201409210nwe,rai,StreRo00,rec_long,14,,,,,
player,201409210nwe,rai,StreRo00,fumbles,0,,,,,
player,201409210nwe,rai,StreRo00,fumbles_lost,0,,,,,
player,201409210nwe,rai,HolmAn00,pass_cmp,0,,,,,
player,201409210nwe,rai,HolmAn00,pass_att,0,,,,,
player,201409210nwe,rai,HolmAn00,pass_yds,0,,,,,
player,201409210nwe,rai,HolmAn00,pass_td,0,,,,,
player,201409210nwe,rai,HolmAn00,pass_int,0,,,,,
player,201409210nwe,rai,HolmAn00,pass_sacked,,,,,,
player,201409210nwe,rai,HolmAn00,pass_sacked_yds,0,,,,,
player,201409210nwe,rai,HolmAn00,pass_long,0,,,,,
player,201409210nwe,rai,HolmAn00,pass_rating,,,,,,
player,201409210nwe,rai,HolmAn00,rush_att,0,,,,,
player,201409210nwe,rai,HolmAn00,rush_yds,0,,,,,
player,201409210nwe,rai,HolmAn00,rush_td,0,,,,,
player,201409210nwe,rai,HolmAn00,rush_long,0,,,,,
player,201409210nwe,rai,HolmAn00,targets,2,,,,,
player,201409210nwe,rai,HolmAn00,rec,1,,,,,
player,201409210nwe,rai,HolmAn00,rec_yds,29,,,,,
player,201409210nwe,rai,HolmAn00,rec_td,0,,,,,
player,201409210nwe,rai,HolmAn00,rec_long,29,,,,,
player,201409210nwe,rai,HolmAn00,fumbles,0,,,,,
player,201409210nwe,rai,HolmAn00,fumbles_lost,0,,,,,
player,201409210nwe,rai,MoorDe02,pass_cmp,0,,,,,
player,201409210nwe,rai,MoorDe02,pass_att,0,,,,,
player,201409210nwe,rai,MoorDe02,pass_yds,0,,,,,
player,201409210nwe,rai,MoorDe02,pass_td,0,,,,,
player,201409210nwe,rai,MoorDe02,pass_int,0,,,,,
player,201409210nwe,rai,MoorDe02,pass_sacked,,,,,,
player,201409210nwe,rai,MoorDe02,pass_sacked_yds,0,,,,,
player,201409210nwe,rai,MoorDe02,pass_long,0,,,,,
player,201409210nwe,rai,MoorDe02,pass_rating,,,,,,
player,201409210nwe,rai,MoorDe02,rush_att,0,,,,,
player,201409210nwe,rai,MoorDe02,rush_yds,0,,,,,
player,201409210nwe,rai,MoorDe02,rush_td,0,,,,,
player,201409210nwe,rai,MoorDe02,rush_long,0,,,,,
player,201409210nwe,rai,MoorDe02,targets,7,,,,,
player,201409210nwe,rai,MoorDe02,rec,3,,,,,
player,201409210nwe,rai,MoorDe02,rec_yds,23,,,,,
player,201409210nwe,rai,MoorDe02,rec_td,0,,,,,
player,201409210nwe,rai,MoorDe02,rec_long,11,,,,,
player,201409210nwe,rai,MoorDe02,fumbles,0,,,,,
player,201409210nwe,rai,MoorDe02,fumbles_lost,0,,,,,
player,201409210nwe,rai,RiveMy00,pass_cmp,0,,,,,
player,201409210nwe,rai,RiveMy00,pass_att,0,,,,,
player,201409210nwe,rai,RiveMy00,pass_yds,0,,,,,
player,201409210nwe,rai,RiveMy00,pass_td,0,,,,,
player,201409210nwe,rai,RiveMy00,pass_int,0,,,,,
player,201409210nwe,rai,RiveMy00,pass_sacked,,,,,,
player,201409210nwe,rai,RiveMy00,pass_sacked_yds,0,,,,,
player,201409210nwe,rai,RiveMy00,pass_long,0,,,,,
player,201409210nwe,rai,RiveMy00,pass_rating,,,,,,
player,201409210nwe,rai,RiveMy00,rush_att,0,,,,,
player,201409210nwe,rai,RiveMy00,rush_yds,0,,,,,
player,201409210nwe,rai,RiveMy00,rush_td,0,,,,,
player,201409210nwe,rai,RiveMy00,rush_long,0,,,,,
player,201409210nwe,rai,RiveMy00,targets,4,,,,,
player,201409210nwe,rai,RiveMy00,rec,2,,,,,
player,201409210nwe,rai,RiveMy00,rec_yds,11,,,,,
player,201409210nwe,rai,RiveMy00,rec_td,0,,,,,
player,201409210nwe,rai,RiveMy00,rec_long,8,,,,,
player,201409210nwe,rai,RiveMy00,fumbles,0,,,,,
player,201409210nwe,rai,RiveMy00,fumbles_lost,0,,,,,
player,201409210nwe,rai,LeonBr01,pass_cmp,0,,,,,
player,201409210nwe,rai,LeonBr01,pass_att,0,,,,,
player,201409210nwe,rai,LeonBr01,pass_yds,0,,,,,
player,201409210nwe,rai,LeonBr01,pass_td,0,,,,,
player,201409210nwe,rai,LeonBr01,pass_int,0,,,,,
player,201409210nwe,rai,LeonBr01,pass_sacked,,,,,,
player,201409210nwe,rai,LeonBr01,pass_sacked_yds,0,,,,,
player,201409210nwe,rai,LeonBr01,pass_long,0,,,,,
player,201409210nwe,rai,LeonBr01,pass_rating,,,,,,
player,201409210nwe,rai,LeonBr01,rush_att,0,,,,,
player,201409210nwe,rai,LeonBr01,rush_yds,0,,,,,
player,201409210nwe,rai,LeonBr01,rush_td,0,,,,,
player,201409210nwe,rai,LeonBr01,rush_long,0,,,,,
player,201409210nwe,rai,LeonBr01,targets,1,,,,,
player,201409210nwe,rai,LeonBr01,rec,1,,,,,
player,201409210nwe,rai,LeonBr01,rec_yds,7,,,,,
player,201409210nwe,rai,LeonBr01,rec_td,0,,,,,
player,201409210nwe,rai,LeonBr01,rec_long,7,,,,,
player,201409210nwe,rai,LeonBr01,fumbles,0,,,,,
player,201409210nwe,rai,LeonBr01,fumbles_lost,0,,,,,
player,201409210nwe,rai,OlawJa00,pass_cmp,0,,,,,
player,201409210nwe,rai,OlawJa00,pass_att,0,,,,,
player,201409210nwe,rai,OlawJa00,pass_yds,0,,,,,
player,201409210nwe,rai,OlawJa00,pass_td,0,,,,,
player,201409210nwe,rai,OlawJa00,pass_int,0,,,,,
player,201409210nwe,rai,OlawJa00,pass_sacked,,,,,,
player,201409210nwe,rai,OlawJa00,pass_sacked_yds,0,,,,,
player,201409210nwe,rai,OlawJa00,pass_long,0,,,,,
player,201409210nwe,rai,OlawJa00,pass_rating,,,,,,
player,201409210nwe,rai,OlawJa00,rush_att,0,,,,,
player,201409210nwe,rai,OlawJa00,rush_yds,0,,,,,
player,201409210nwe,rai,OlawJa00,rush_td,0,,,,,
player,201409210nwe,rai,OlawJa00,rush_long,0,,,,,
player,201409210nwe,rai,OlawJa00,targets,1,,,,,
player,201409210nwe,rai,OlawJa00,rec,1,,,,,
player,201409210nwe,rai,OlawJa00,rec_yds,4,,,,,
player,201409210nwe,rai,OlawJa00,rec_td,0,,,,,
player,201409210nwe,rai,OlawJa00,rec_long,4,,,,,
player,201409210nwe,rai,OlawJa00,fumbles,0,,,,,
player,201409210nwe,rai,OlawJa00,fumbles_lost,0,,,,,
player,201409210nwe,nwe,BradTo00,pass_cmp,24,,,,,
player,201409210nwe,nwe,BradTo00,pass_att,37,,,,,
player,201409210nwe,nwe,BradTo00,pass_yds,234,,,,,
player,201409210nwe,nwe,BradTo00,pass_td,1,,,,,
player,201409210nwe,nwe,BradTo00,pass_int,0,,,,,
player,201409210nwe,nwe,BradTo00,pass_sacked,2,,,,,
player,201409210nwe,nwe,BradTo00,pass_sacked_yds,13,,,,,
player,201409210nwe,nwe,BradTo00,pass_long,22,,,,,
player,201409210nwe,nwe,BradTo00,pass_rating,91.5,,,,,
player,201409210nwe,nwe,BradTo00,rush_att,3,,,,,
player,201409210nwe,nwe,BradTo00,rush_yds,-7,,,,,
player,201409210nwe,nwe,BradTo00,rush_td,0,,,,,
player,201409210nwe,nwe,BradTo00,rush_long,-2,,,,,
player,201409210nwe,nwe,BradTo00,targets,0,,,,,
player,201409210nwe,nwe,BradTo00,rec,0,,,,,
player,201409210nwe,nwe,BradTo00,rec_yds,0,,,,,
player,201409210nwe,nwe,BradTo00,rec_td,0,,,,,
player,201409210nwe,nwe,BradTo00,rec_long,0,,,,,
player,201409210nwe,nwe,BradTo00,fumbles,1,,,,,
player,201409210nwe,nwe,BradTo00,fumbles_lost,0,,,,,
player,201409210nwe,nwe,RidlSt00,pass_cmp,0,,,,,
player,201409210nwe,nwe,RidlSt00,pass_att,0,,,,,
player,201409210nwe,nwe,RidlSt00,pass_yds,0,,,,,
player,201409210nwe,nwe,RidlSt00,pass_td,0,,,,,
player,201409210nwe,nwe,RidlSt00,pass_int,0,,,,,
player,201409210nwe,nwe,RidlSt00,pass_sacked,0,,,,,
player,201409210nwe,nwe,RidlSt00,pass_sacked_yds,0,,,,,
player,201409210nwe,nwe,RidlSt00,pass_long,0,,,,,
player,201409210nwe,nwe,RidlSt00,pass_rating,,,,,,
player,201409210nwe,nwe,RidlSt00,rush_att,19,,,,,
player,201409210nwe,nwe,RidlSt00,rush_yds,54,,,,,
player,201409210nwe,nwe,RidlSt00,rush_td,0,,,,,
player,201409210nwe,nwe,RidlSt00,rush_long,9,,,,,
player,201409210nwe,nwe,RidlSt00,targets,1,,,,,
player,201409210nwe,nwe,RidlSt00,rec,1,,,,,
player,201409210nwe,nwe,RidlSt00,rec_yds,7,,,,,
player,201409210nwe,nwe,RidlSt00,rec_td,0,,,,,
player,201409210nwe,nwe,RidlSt00,rec_long,7,,,,,
player,201409210nwe,nwe,RidlSt00,fumbles,0,,,,,
player,201409210nwe,nwe,RidlSt00,fumbles_lost,0,,,,,
player,201409210nwe,nwe,VereSh00,pass_cmp,0,,,,,
player,201409210nwe,nwe,VereSh00,pass_att,0,,,,,
player,201409210nwe,nwe,VereSh00,pass_yds,0,,,,,
player,201409210nwe,nwe,VereSh00,pass_td,0,,,,,
player,201409210nwe,nwe,VereSh00,pass_int,0,,,,,
player,201409210nwe,nwe,VereSh00,pass_sacked,0,,,,,
player,201409210nwe,nwe,VereSh00,pass_sacked_yds,0,,,,,
player,201409210nwe,nwe,VereSh00,pass_long,0,,,,,
player,201409210nwe,nwe,VereSh00,pass_rating,,,,,,
player,201409210nwe,nwe,VereSh00,rush_att,7,,,,,
player,201409210nwe,nwe,VereSh00,rush_yds,20,,,,,
player,201409210nwe,nwe,VereSh00,rush_td,0,,,,,
player,201409210nwe,nwe,VereSh00,rush_long,11,,,,,
player,201409210nwe,nwe,VereSh00,targets,6,,,,,
player,201409210nwe,nwe,VereSh00,rec,4,,,,,
player,201409210nwe,nwe,VereSh00,rec_yds,17,,,,,
player,201409210nwe,nwe,VereSh00,rec_td,0,,,,,
player,201409210nwe,nwe,VereSh00,rec_long,12,,,,,
player,201409210nwe,nwe,VereSh00,fumbles,0,,,,,
player,201409210nwe,nwe,VereSh00,fumbles_lost,0,,,,,
player,201409210nwe,nwe,EdelJu00,pass_cmp,0,,,,,
player,201409210nwe,nwe,EdelJu00,pass_att,0,,,,,
player,201409210nwe,nwe,EdelJu00,pass_yds,0,,,,,
player,201409210nwe,nwe,EdelJu00,pass_td,0,,,,,
player,201409210nwe,nwe,EdelJu00,pass_int,0,,,,,
player,201409210nwe,nwe,EdelJu00,pass_sacked,0,,,,,
player,201409210nwe,nwe,EdelJu00,pass_sacked_yds,0,,,,,
player,201409210nwe,nwe,EdelJu00,pass_long,0,,,,,
player,201409210nwe,nwe,EdelJu00,pass_rating,,,,,,
player,201409210nwe,nwe,EdelJu00,rush_att,1,,,,,
player,201409210nwe,nwe,EdelJu00,rush_yds,5,,,,,
player,201409210nwe,nwe,EdelJu00,rush_td,0,,,,,
player,201409210nwe,nwe,EdelJu00,rush_long,5,,,,,
player,201409210nwe,nwe,EdelJu00,targets,13,,,,,
player,201409210nwe,nwe,EdelJu00,rec,10,,,,,
player,201409210nwe,nwe,EdelJu00,rec_yds,84,,,,,
player,201409210nwe,nwe,EdelJu00,rec_td,0,,,,,
player,201409210nwe,nwe,EdelJu00,rec_long,15,,,,,
player,201409210nwe,nwe,EdelJu00,fumbles,0,,,,,
player,201409210nwe,nwe,EdelJu00,fumbles_lost,0,,,,,
player,201409210nwe,nwe,BoldBr00,pass_cmp,0,,,,,
player,201409210nwe,nwe,BoldBr00,pass_att,0,,,,,
player,201409210nwe,nwe,BoldBr00,pass_yds,0,,,,,
player,201409210nwe,nwe,BoldBr00,pass_td,0,,,,,
player,201409210nwe,nwe,BoldBr00,pass_int,0,,,,,
player,201409210nwe,nwe,BoldBr00,pass_sacked,0,,,,,
player,201409210nwe,nwe,BoldBr00,pass_sacked_yds,0,,,,,
player,201409210nwe,nwe,BoldBr00,pass_long,0,,,,,
player,201409210nwe,nwe,BoldBr00,pass_rating,,,,,,
player,201409210nwe,nwe,BoldBr00,rush_att,2,,,,,
player,201409210nwe,nwe,BoldBr00,rush_yds,4,,,,,
player,201409210nwe,nwe,BoldBr00,rush_td,0,,,,,
player,201409210nwe,nwe,BoldBr00,rush_long,3,,,,,
player,201409210nwe,nwe,BoldBr00,targets,0,,,,,
player,201409210nwe,nwe,BoldBr00,rec,0,,,,,
player,201409210nwe,nwe,BoldBr00,rec_yds,0,,,,,
player,201409210nwe,nwe,BoldBr00,rec_td,0,,,,,
player,201409210nwe,nwe,BoldBr00,rec_long,0,,,,,
player,201409210nwe,nwe,BoldBr00,fumbles,0,,,,,
player,201409210nwe,nwe,BoldBr00,fumbles_lost,0,,,,,
player,201409210nwe,nwe,LaFeBr00,pass_cmp,0,,,,,
player,201409210nwe,nwe,LaFeBr00,pass_att,0,,,,,
player,201409210nwe,nwe,LaFeBr00,pass_yds,0,,,,,
player,201409210nwe,nwe,LaFeBr00,pass_td,0,,,,,
player,201409210nwe,nwe,LaFeBr00,pass_int,0,,,,,
player,201409210nwe,nwe,LaFeBr00,pass_sacked,0,,,,,
player,201409210nwe,nwe,LaFeBr00,pass_sacked_yds,0,,,,,
player,201409210nwe,nwe,LaFeBr00,pass_long,0,,,,,
player,201409210nwe,nwe,LaFeBr00,pass_rating,,,,,,
player,201409210nwe,nwe,LaFeBr00,rush_att,0,,,,,
player,201409210nwe,nwe,LaFeBr00,rush_yds,0,,,,,
player,201409210nwe,nwe,LaFeBr00,rush_td,0,,,,,
player,201409210nwe,nwe,LaFeBr00,rush_long,0,,,,,
player,201409210nwe,nwe,LaFeBr00,targets,8,,,,,
player,201409210nwe,nwe,LaFeBr00,rec,4,,,,,
player,201409210nwe,nwe,LaFeBr00,rec_yds,46,,,,,
player,201409210nwe,nwe,LaFeBr00,rec_td,0,,,,,
player,201409210nwe,nwe,LaFeBr00,rec_long,15,,,,,
player,201409210nwe,nwe,LaFeBr00,fumbles,0,,,,,
player,201409210nwe,nwe,LaFeBr00,fumbles_lost,0,,,,,
player,201409210nwe,nwe,GronRo00,pass_cmp,0,,,,,
player,201409210nwe,nwe,GronRo00,pass_att,0,,,,,
player,201409210nwe,nwe,GronRo00,pass_yds,0,,,,,
player,201409210nwe,nwe,GronRo00,pass_td,0,,,,,
player,201409210nwe,nwe,GronRo00,pass_int,0,,,,,
player,201409210nwe,nwe,GronRo00,pass_sacked,0,,,,,
player,201409210nwe,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201409210nwe,nwe,GronRo00,pass_long,0,,,,,
player,201409210nwe,nwe,GronRo00,pass_rating,,,,,,
player,201409210nwe,nwe,GronRo00,rush_att,0,,,,,
player,201409210nwe,nwe,GronRo00,rush_yds,0,,,,,
player,201409210nwe,nwe,GronRo00,rush_td,0,,,,,
player,201409210nwe,nwe,GronRo00,rush_long,0,,,,,
player,201409210nwe,nwe,GronRo00,targets,6,,,,,
player,201409210nwe,nwe,GronRo00,rec,3,,,,,
player,201409210nwe,nwe,GronRo00,rec_yds,44,,,,,
player,201409210nwe,nwe,GronRo00,rec_td,1,,,,,
player,201409210nwe,nwe,GronRo00,rec_long,22,,,,,
player,201409210nwe,nwe,GronRo00,fumbles,0,,,,,
player,201409210nwe,nwe,GronRo00,fumbles_lost,0,,,,,
player,201409210nwe,nwe,WrigTi01,pass_cmp,0,,,,,
player,201409210nwe,nwe,WrigTi01,pass_att,0,,,,,
player,201409210nwe,nwe,WrigTi01,pass_yds,0,,,,,
player,201409210nwe,nwe,WrigTi01,pass_td,0,,,,,
player,201409210nwe,nwe,WrigTi01,pass_int,0,,,,,
player,201409210nwe,nwe,WrigTi01,pass_sacked,0,,,,,
player,201409210nwe,nwe,WrigTi01,pass_sacked_yds,0,,,,,
player,201409210nwe,nwe,WrigTi01,pass_long,0,,,,,
player,201409210nwe,nwe,WrigTi01,pass_rating,,,,,,
player,201409210nwe,nwe,WrigTi01,rush_att,0,,,,,
player,201409210nwe,nwe,WrigTi01,rush_yds,0,,,,,
player,201409210nwe,nwe,WrigTi01,rush_td,0,,,,,
player,201409210nwe,nwe,WrigTi01,rush_long,0,,,,,
player,201409210nwe,nwe,WrigTi01,targets,1,,,,,
player,201409210nwe,nwe,WrigTi01,rec,1,,,,,
player,201409210nwe,nwe,WrigTi01,rec_yds,20,,,,,
player,201409210nwe,nwe,WrigTi01,rec_td,0,,,,,
player,201409210nwe,nwe,WrigTi01,rec_long,20,,,,,
player,201409210nwe,nwe,WrigTi01,fumbles,0,,,,,
player,201409210nwe,nwe,WrigTi01,fumbles_lost,0,,,,,
player,201409210nwe,nwe,ThomKe02,pass_cmp,0,,,,,
player,201409210nwe,nwe,ThomKe02,pass_att,0,,,,,
player,201409210nwe,nwe,ThomKe02,pass_yds,0,,,,,
player,201409210nwe,nwe,ThomKe02,pass_td,0,,,,,
player,201409210nwe,nwe,ThomKe02,pass_int,0,,,,,
player,201409210nwe,nwe,ThomKe02,pass_sacked,0,,,,,
player,201409210nwe,nwe,ThomKe02,pass_sacked_yds,0,,,,,
player,201409210nwe,nwe,ThomKe02,pass_long,0,,,,,
player,201409210nwe,nwe,ThomKe02,pass_rating,,,,,,
player,201409210nwe,nwe,ThomKe02,rush_att,0,,,,,
player,201409210nwe,nwe,ThomKe02,rush_yds,0,,,,,
player,201409210nwe,nwe,ThomKe02,rush_td,0,,,,,
player,201409210nwe,nwe,ThomKe02,rush_long,0,,,,,
player,201409210nwe,nwe,ThomKe02,targets,1,,,,,
player,201409210nwe,nwe,ThomKe02,rec,1,,,,,
player,201409210nwe,nwe,ThomKe02,rec_yds,16,,,,,
player,201409210nwe,nwe,ThomKe02,rec_td,0,,,,,
player,201409210nwe,nwe,ThomKe02,rec_long,16,,,,,
player,201409210nwe,nwe,ThomKe02,fumbles,0,,,,,
player,201409210nwe,nwe,ThomKe02,fumbles_lost,0,,,,,
player,201409210nwe,nwe,AmenDa00,pass_cmp,0,,,,,
player,201409210nwe,nwe,AmenDa00,pass_att,0,,,,,
player,201409210nwe,nwe,AmenDa00,pass_yds,0,,,,,
player,201409210nwe,nwe,AmenDa00,pass_td,0,,,,,
player,201409210nwe,nwe,AmenDa00,pass_int,0,,,,,
player,201409210nwe,nwe,AmenDa00,pass_sacked,0,,,,,
player,201409210nwe,nwe,AmenDa00,pass_sacked_yds,0,,,,,
player,201409210nwe,nwe,AmenDa00,pass_long,0,,,,,
player,201409210nwe,nwe,AmenDa00,pass_rating,,,,,,
player,201409210nwe,nwe,AmenDa00,rush_att,0,,,,,
player,201409210nwe,nwe,AmenDa00,rush_yds,0,,,,,
player,201409210nwe,nwe,AmenDa00,rush_td,0,,,,,
