game,2014,7,20141019,201410190was,oti,"Tennessee Titans",17,was,"Washington Redskins",19
player,201410190was,oti,GrifMi99,pass_defended,0,,,,,
player,201410190was,oti,GrifMi99,sacks,1.0,,,,,
player,201410190was,oti,GrifMi99,tackles_combined,10,,,,,
player,201410190was,oti,GrifMi99,tackles_solo,6,,,,,
player,201410190was,oti,GrifMi99,tackles_assists,4,,,,,
player,201410190was,oti,GrifMi99,tackles_loss,1,,,,,
player,201410190was,oti,GrifMi99,qb_hits,1,,,,,
player,201410190was,oti,GrifMi99,fumbles_rec,0,,,,,
player,201410190was,oti,GrifMi99,fumbles_rec_yds,0,,,,,
player,201410190was,oti,GrifMi99,fumbles_rec_td,0,,,,,
player,201410190was,oti,GrifMi99,fumbles_forced,0,,,,,
player,201410190was,oti,MorgDe99,def_int,0,,,,,
player,201410190was,oti,MorgDe99,def_int_yds,0,,,,,
player,201410190was,oti,MorgDe99,def_int_td,0,,,,,
player,201410190was,oti,MorgDe99,def_int_long,0,,,,,
player,201410190was,oti,MorgDe99,pass_defended,0,,,,,
player,201410190was,oti,MorgDe99,sacks,1.0,,,,,
player,201410190was,oti,MorgDe99,tackles_combined,7,,,,,
player,201410190was,oti,MorgDe99,tackles_solo,6,,,,,
player,201410190was,oti,MorgDe99,tackles_assists,1,,,,,
player,201410190was,oti,MorgDe99,tackles_loss,2,,,,,
player,201410190was,oti,MorgDe99,qb_hits,0,,,,,
player,201410190was,oti,MorgDe99,fumbles_rec,0,,,,,
player,201410190was,oti,MorgDe99,fumbles_rec_yds,0,,,,,
player,201410190was,oti,MorgDe99,fumbles_rec_td,0,,,,,
player,201410190was,oti,MorgDe99,fumbles_forced,1,,,,,
player,201410190was,oti,HillSa99,def_int,0,,,,,
player,201410190was,oti,HillSa99,def_int_yds,0,,,,,
player,201410190was,oti,HillSa99,def_int_td,0,,,,,
player,201410190was,oti,HillSa99,def_int_long,0,,,,,
player,201410190was,oti,HillSa99,pass_defended,1,,,,,
player,201410190was,oti,HillSa99,sacks,1.0,,,,,
player,201410190was,oti,HillSa99,tackles_combined,3,,,,,
player,201410190was,oti,HillSa99,tackles_solo,2,,,,,
player,201410190was,oti,HillSa99,tackles_assists,1,,,,,
player,201410190was,oti,HillSa99,tackles_loss,,,,,,
player,201410190was,oti,HillSa99,qb_hits,,,,,,
player,201410190was,oti,HillSa99,fumbles_rec,0,,,,,
player,201410190was,oti,HillSa99,fumbles_rec_yds,0,,,,,
player,201410190was,oti,HillSa99,fumbles_rec_td,0,,,,,
player,201410190was,oti,HillSa99,fumbles_forced,0,,,,,
player,201410190was,oti,WrehBl00,def_int,0,,,,,
player,201410190was,oti,WrehBl00,def_int_yds,0,,,,,
player,201410190was,oti,WrehBl00,def_int_td,0,,,,,
player,201410190was,oti,WrehBl00,def_int_long,0,,,,,
player,201410190was,oti,WrehBl00,pass_defended,1,,,,,
player,201410190was,oti,WrehBl00,sacks,0.0,,,,,
player,201410190was,oti,WrehBl00,tackles_combined,7,,,,,
player,201410190was,oti,WrehBl00,tackles_solo,5,,,,,
player,201410190was,oti,WrehBl00,tackles_assists,2,,,,,
player,201410190was,oti,WrehBl00,tackles_loss,0,,,,,
player,201410190was,oti,WrehBl00,qb_hits,0,,,,,
player,201410190was,oti,WrehBl00,fumbles_rec,0,,,,,
player,201410190was,oti,WrehBl00,fumbles_rec_yds,0,,,,,
player,201410190was,oti,WrehBl00,fumbles_rec_td,0,,,,,
player,201410190was,oti,WrehBl00,fumbles_forced,0,,,,,
player,201410190was,oti,CaseJu00,def_int,0,,,,,
player,201410190was,oti,CaseJu00,def_int_yds,0,,,,,
player,201410190was,oti,CaseJu00,def_int_td,0,,,,,
player,201410190was,oti,CaseJu00,def_int_long,0,,,,,
player,201410190was,oti,CaseJu00,pass_defended,0,,,,,
player,201410190was,oti,CaseJu00,sacks,0.0,,,,,
player,201410190was,oti,CaseJu00,tackles_combined,6,,,,,
player,201410190was,oti,CaseJu00,tackles_solo,3,,,,,
player,201410190was,oti,CaseJu00,tackles_assists,3,,,,,
player,201410190was,oti,CaseJu00,tackles_loss,0,,,,,
player,201410190was,oti,CaseJu00,qb_hits,0,,,,,
player,201410190was,oti,CaseJu00,fumbles_rec,0,,,,,
player,201410190was,oti,CaseJu00,fumbles_rec_yds,0,,,,,
player,201410190was,oti,CaseJu00,fumbles_rec_td,0,,,,,
player,201410190was,oti,CaseJu00,fumbles_forced,0,,,,,
player,201410190was,oti,WillAv00,def_int,0,,,,,
player,201410190was,oti,WillAv00,def_int_yds,0,,,,,
player,201410190was,oti,WillAv00,def_int_td,0,,,,,
player,201410190was,oti,WillAv00,def_int_long,0,,,,,
player,201410190was,oti,WillAv00,pass_defended,0,,,,,
player,201410190was,oti,WillAv00,sacks,0.0,,,,,
player,201410190was,oti,WillAv00,tackles_combined,5,,,,,
player,201410190was,oti,WillAv00,tackles_solo,3,,,,,
player,201410190was,oti,WillAv00,tackles_assists,2,,,,,
player,201410190was,oti,WillAv00,tackles_loss,0,,,,,
player,201410190was,oti,WillAv00,qb_hits,0,,,,,
player,201410190was,oti,WillAv00,fumbles_rec,1,,,,,
player,201410190was,oti,WillAv00,fumbles_rec_yds,2,,,,,
player,201410190was,oti,WillAv00,fumbles_rec_td,0,,,,,
player,201410190was,oti,WillAv00,fumbles_forced,0,,,,,
player,201410190was,oti,MartMi01,def_int,0,,,,,
player,201410190was,oti,MartMi01,def_int_yds,0,,,,,
player,201410190was,oti,MartMi01,def_int_td,0,,,,,
player,201410190was,oti,MartMi01,def_int_long,0,,,,,
player,201410190was,oti,MartMi01,pass_defended,0,,,,,
player,201410190was,oti,MartMi01,sacks,0.0,,,,,
player,201410190was,oti,MartMi01,tackles_combined,3,,,,,
player,201410190was,oti,MartMi01,tackles_solo,0,,,,,
player,201410190was,oti,MartMi01,tackles_assists,3,,,,,
player,201410190was,oti,MartMi01,tackles_loss,0,,,,,
player,201410190was,oti,MartMi01,qb_hits,0,,,,,
player,201410190was,oti,MartMi01,fumbles_rec,0,,,,,
player,201410190was,oti,MartMi01,fumbles_rec_yds,0,,,,,
player,201410190was,oti,MartMi01,fumbles_rec_td,0,,,,,
player,201410190was,oti,MartMi01,fumbles_forced,0,,,,,
player,201410190was,oti,WilsGe01,def_int,0,,,,,
player,201410190was,oti,WilsGe01,def_int_yds,0,,,,,
player,201410190was,oti,WilsGe01,def_int_td,0,,,,,
player,201410190was,oti,WilsGe01,def_int_long,0,,,,,
player,201410190was,oti,WilsGe01,pass_defended,0,,,,,
player,201410190was,oti,WilsGe01,sacks,0.0,,,,,
player,201410190was,oti,WilsGe01,tackles_combined,3,,,,,
player,201410190was,oti,WilsGe01,tackles_solo,3,,,,,
player,201410190was,oti,WilsGe01,tackles_assists,0,,,,,
player,201410190was,oti,WilsGe01,tackles_loss,0,,,,,
player,201410190was,oti,WilsGe01,qb_hits,0,,,,,
player,201410190was,oti,WilsGe01,fumbles_rec,0,,,,,
player,201410190was,oti,WilsGe01,fumbles_rec_yds,0,,,,,
player,201410190was,oti,WilsGe01,fumbles_rec_td,0,,,,,
player,201410190was,oti,WilsGe01,fumbles_forced,0,,,,,
player,201410190was,oti,HagaDe00,def_int,0,,,,,
player,201410190was,oti,HagaDe00,def_int_yds,0,,,,,
player,201410190was,oti,HagaDe00,def_int_td,0,,,,,
player,201410190was,oti,HagaDe00,def_int_long,0,,,,,
player,201410190was,oti,HagaDe00,pass_defended,0,,,,,
player,201410190was,oti,HagaDe00,sacks,0.0,,,,,
player,201410190was,oti,HagaDe00,tackles_combined,2,,,,,
player,201410190was,oti,HagaDe00,tackles_solo,1,,,,,
player,201410190was,oti,HagaDe00,tackles_assists,1,,,,,
player,201410190was,oti,HagaDe00,tackles_loss,0,,,,,
player,201410190was,oti,HagaDe00,qb_hits,0,,,,,
player,201410190was,oti,HagaDe00,fumbles_rec,0,,,,,
player,201410190was,oti,HagaDe00,fumbles_rec_yds,0,,,,,
player,201410190was,oti,HagaDe00,fumbles_rec_td,0,,,,,
player,201410190was,oti,HagaDe00,fumbles_forced,0,,,,,
player,201410190was,oti,HuffMa00,def_int,0,,,,,
player,201410190was,oti,HuffMa00,def_int_yds,0,,,,,
player,201410190was,oti,HuffMa00,def_int_td,0,,,,,
player,201410190was,oti,HuffMa00,def_int_long,0,,,,,
player,201410190was,oti,HuffMa00,pass_defended,0,,,,,
player,201410190was,oti,HuffMa00,sacks,0.0,,,,,
player,201410190was,oti,HuffMa00,tackles_combined,2,,,,,
player,201410190was,oti,HuffMa00,tackles_solo,1,,,,,
player,201410190was,oti,HuffMa00,tackles_assists,1,,,,,
player,201410190was,oti,HuffMa00,tackles_loss,0,,,,,
player,201410190was,oti,HuffMa00,qb_hits,0,,,,,
player,201410190was,oti,HuffMa00,fumbles_rec,0,,,,,
player,201410190was,oti,HuffMa00,fumbles_rec_yds,0,,,,,
player,201410190was,oti,HuffMa00,fumbles_rec_td,0,,,,,
player,201410190was,oti,HuffMa00,fumbles_forced,0,,,,,
player,201410190was,oti,KlugKa00,def_int,0,,,,,
player,201410190was,oti,KlugKa00,def_int_yds,0,,,,,
player,201410190was,oti,KlugKa00,def_int_td,0,,,,,
player,201410190was,oti,KlugKa00,def_int_long,0,,,,,
player,201410190was,oti,KlugKa00,pass_defended,0,,,,,
player,201410190was,oti,KlugKa00,sacks,0.0,,,,,
player,201410190was,oti,KlugKa00,tackles_combined,2,,,,,
player,201410190was,oti,KlugKa00,tackles_solo,2,,,,,
player,201410190was,oti,KlugKa00,tackles_assists,0,,,,,
player,201410190was,oti,KlugKa00,tackles_loss,2,,,,,
player,201410190was,oti,KlugKa00,qb_hits,0,,,,,
player,201410190was,oti,KlugKa00,fumbles_rec,0,,,,,
player,201410190was,oti,KlugKa00,fumbles_rec_yds,0,,,,,
player,201410190was,oti,KlugKa00,fumbles_rec_td,0,,,,,
player,201410190was,oti,KlugKa00,fumbles_forced,0,,,,,
player,201410190was,oti,McCoJa99,def_int,0,,,,,
player,201410190was,oti,McCoJa99,def_int_yds,0,,,,,
player,201410190was,oti,McCoJa99,def_int_td,0,,,,,
player,201410190was,oti,McCoJa99,def_int_long,0,,,,,
player,201410190was,oti,McCoJa99,pass_defended,0,,,,,
player,201410190was,oti,McCoJa99,sacks,0.0,,,,,
player,201410190was,oti,McCoJa99,tackles_combined,2,,,,,
player,201410190was,oti,McCoJa99,tackles_solo,2,,,,,
player,201410190was,oti,McCoJa99,tackles_assists,0,,,,,
player,201410190was,oti,McCoJa99,tackles_loss,0,,,,,
player,201410190was,oti,McCoJa99,qb_hits,0,,,,,
player,201410190was,oti,McCoJa99,fumbles_rec,0,,,,,
player,201410190was,oti,McCoJa99,fumbles_rec_yds,0,,,,,
player,201410190was,oti,McCoJa99,fumbles_rec_td,0,,,,,
player,201410190was,oti,McCoJa99,fumbles_forced,0,,,,,
player,201410190was,oti,PhilSh20,def_int,0,,,,,
player,201410190was,oti,PhilSh20,def_int_yds,0,,,,,
player,201410190was,oti,PhilSh20,def_int_td,0,,,,,
player,201410190was,oti,PhilSh20,def_int_long,0,,,,,
player,201410190was,oti,PhilSh20,pass_defended,0,,,,,
player,201410190was,oti,PhilSh20,sacks,0.0,,,,,
player,201410190was,oti,PhilSh20,tackles_combined,2,,,,,
player,201410190was,oti,PhilSh20,tackles_solo,1,,,,,
player,201410190was,oti,PhilSh20,tackles_assists,1,,,,,
player,201410190was,oti,PhilSh20,tackles_loss,0,,,,,
player,201410190was,oti,PhilSh20,qb_hits,0,,,,,
player,201410190was,oti,PhilSh20,fumbles_rec,0,,,,,
player,201410190was,oti,PhilSh20,fumbles_rec_yds,0,,,,,
player,201410190was,oti,PhilSh20,fumbles_rec_td,0,,,,,
player,201410190was,oti,PhilSh20,fumbles_forced,0,,,,,
player,201410190was,oti,StafDa00,def_int,0,,,,,
player,201410190was,oti,StafDa00,def_int_yds,0,,,,,
player,201410190was,oti,StafDa00,def_int_td,0,,,,,
player,201410190was,oti,StafDa00,def_int_long,0,,,,,
player,201410190was,oti,StafDa00,pass_defended,0,,,,,
player,201410190was,oti,StafDa00,sacks,0.0,,,,,
player,201410190was,oti,StafDa00,tackles_combined,2,,,,,
player,201410190was,oti,StafDa00,tackles_solo,0,,,,,
player,201410190was,oti,StafDa00,tackles_assists,2,,,,,
player,201410190was,oti,StafDa00,tackles_loss,0,,,,,
player,201410190was,oti,StafDa00,qb_hits,0,,,,,
player,201410190was,oti,StafDa00,fumbles_rec,0,,,,,
player,201410190was,oti,StafDa00,fumbles_rec_yds,0,,,,,
player,201410190was,oti,StafDa00,fumbles_rec_td,0,,,,,
player,201410190was,oti,StafDa00,fumbles_forced,0,,,,,
player,201410190was,oti,WimbKa20,def_int,0,,,,,
player,201410190was,oti,WimbKa20,def_int_yds,0,,,,,
player,201410190was,oti,WimbKa20,def_int_td,0,,,,,
player,201410190was,oti,WimbKa20,def_int_long,0,,,,,
player,201410190was,oti,WimbKa20,pass_defended,0,,,,,
player,201410190was,oti,WimbKa20,sacks,0.0,,,,,
player,201410190was,oti,WimbKa20,tackles_combined,2,,,,,
player,201410190was,oti,WimbKa20,tackles_solo,1,,,,,
player,201410190was,oti,WimbKa20,tackles_assists,1,,,,,
player,201410190was,oti,WimbKa20,tackles_loss,0,,,,,
player,201410190was,oti,WimbKa20,qb_hits,0,,,,,
player,201410190was,oti,WimbKa20,fumbles_rec,0,,,,,
player,201410190was,oti,WimbKa20,fumbles_rec_yds,0,,,,,
player,201410190was,oti,WimbKa20,fumbles_rec_td,0,,,,,
player,201410190was,oti,WimbKa20,fumbles_forced,0,,,,,
player,201410190was,oti,WoodAl99,def_int,0,,,,,
player,201410190was,oti,WoodAl99,def_int_yds,0,,,,,
player,201410190was,oti,WoodAl99,def_int_td,0,,,,,
player,201410190was,oti,WoodAl99,def_int_long,0,,,,,
player,201410190was,oti,WoodAl99,pass_defended,0,,,,,
player,201410190was,oti,WoodAl99,sacks,0.0,,,,,
player,201410190was,oti,WoodAl99,tackles_combined,2,,,,,
player,201410190was,oti,WoodAl99,tackles_solo,0,,,,,
player,201410190was,oti,WoodAl99,tackles_assists,2,,,,,
player,201410190was,oti,WoodAl99,tackles_loss,0,,,,,
player,201410190was,oti,WoodAl99,qb_hits,0,,,,,
player,201410190was,oti,WoodAl99,fumbles_rec,0,,,,,
player,201410190was,oti,WoodAl99,fumbles_rec_yds,0,,,,,
player,201410190was,oti,WoodAl99,fumbles_rec_td,0,,,,,
player,201410190was,oti,WoodAl99,fumbles_forced,0,,,,,
player,201410190was,was,BreeBa00,def_int,1,,,,,
player,201410190was,was,BreeBa00,def_int_yds,0,,,,,
player,201410190was,was,BreeBa00,def_int_td,0,,,,,
player,201410190was,was,BreeBa00,def_int_long,0,,,,,
player,201410190was,was,BreeBa00,pass_defended,1,,,,,
player,201410190was,was,BreeBa00,sacks,0.0,,,,,
player,201410190was,was,BreeBa00,tackles_combined,5,,,,,
player,201410190was,was,BreeBa00,tackles_solo,5,,,,,
player,201410190was,was,BreeBa00,tackles_assists,0,,,,,
player,201410190was,was,BreeBa00,tackles_loss,2,,,,,
player,201410190was,was,BreeBa00,qb_hits,0,,,,,
player,201410190was,was,BreeBa00,fumbles_rec,0,,,,,
player,201410190was,was,BreeBa00,fumbles_rec_yds,0,,,,,
player,201410190was,was,BreeBa00,fumbles_rec_td,0,,,,,
player,201410190was,was,BreeBa00,fumbles_forced,0,,,,,
player,201410190was,was,KearFr00,def_int,0,,,,,
player,201410190was,was,KearFr00,def_int_yds,0,,,,,
player,201410190was,was,KearFr00,def_int_td,0,,,,,
player,201410190was,was,KearFr00,def_int_long,0,,,,,
player,201410190was,was,KearFr00,pass_defended,0,,,,,
player,201410190was,was,KearFr00,sacks,1.0,,,,,
player,201410190was,was,KearFr00,tackles_combined,1,,,,,
player,201410190was,was,KearFr00,tackles_solo,1,,,,,
player,201410190was,was,KearFr00,tackles_assists,0,,,,,
player,201410190was,was,KearFr00,tackles_loss,0,,,,,
player,201410190was,was,KearFr00,qb_hits,1,,,,,
player,201410190was,was,KearFr00,fumbles_rec,0,,,,,
player,201410190was,was,KearFr00,fumbles_rec_yds,0,,,,,
player,201410190was,was,KearFr00,fumbles_rec_td,0,,,,,
player,201410190was,was,KearFr00,fumbles_forced,0,,,,,
player,201410190was,was,RobiKe01,def_int,0,,,,,
player,201410190was,was,RobiKe01,def_int_yds,0,,,,,
player,201410190was,was,RobiKe01,def_int_td,0,,,,,
player,201410190was,was,RobiKe01,def_int_long,0,,,,,
player,201410190was,was,RobiKe01,pass_defended,0,,,,,
player,201410190was,was,RobiKe01,sacks,0.0,,,,,
player,201410190was,was,RobiKe01,tackles_combined,15,,,,,
player,201410190was,was,RobiKe01,tackles_solo,7,,,,,
player,201410190was,was,RobiKe01,tackles_assists,8,,,,,
player,201410190was,was,RobiKe01,tackles_loss,0,,,,,
player,201410190was,was,RobiKe01,qb_hits,0,,,,,
player,201410190was,was,RobiKe01,fumbles_rec,0,,,,,
player,201410190was,was,RobiKe01,fumbles_rec_yds,0,,,,,
player,201410190was,was,RobiKe01,fumbles_rec_td,0,,,,,
player,201410190was,was,RobiKe01,fumbles_forced,0,,,,,
player,201410190was,was,CompWi00,def_int,0,,,,,
player,201410190was,was,CompWi00,def_int_yds,0,,,,,
player,201410190was,was,CompWi00,def_int_td,0,,,,,
player,201410190was,was,CompWi00,def_int_long,0,,,,,
player,201410190was,was,CompWi00,pass_defended,0,,,,,
player,201410190was,was,CompWi00,sacks,0.0,,,,,
player,201410190was,was,CompWi00,tackles_combined,7,,,,,
player,201410190was,was,CompWi00,tackles_solo,5,,,,,
player,201410190was,was,CompWi00,tackles_assists,2,,,,,
player,201410190was,was,CompWi00,tackles_loss,0,,,,,
player,201410190was,was,CompWi00,qb_hits,0,,,,,
player,201410190was,was,CompWi00,fumbles_rec,0,,,,,
player,201410190was,was,CompWi00,fumbles_rec_yds,0,,,,,
player,201410190was,was,CompWi00,fumbles_rec_td,0,,,,,
player,201410190was,was,CompWi00,fumbles_forced,0,,,,,
player,201410190was,was,KerrRy00,def_int,0,,,,,
player,201410190was,was,KerrRy00,def_int_yds,0,,,,,
player,201410190was,was,KerrRy00,def_int_td,0,,,,,
player,201410190was,was,KerrRy00,def_int_long,0,,,,,
player,201410190was,was,KerrRy00,pass_defended,0,,,,,
player,201410190was,was,KerrRy00,sacks,0.0,,,,,
player,201410190was,was,KerrRy00,tackles_combined,4,,,,,
player,201410190was,was,KerrRy00,tackles_solo,2,,,,,
player,201410190was,was,KerrRy00,tackles_assists,2,,,,,
player,201410190was,was,KerrRy00,tackles_loss,1,,,,,
player,201410190was,was,KerrRy00,qb_hits,0,,,,,
player,201410190was,was,KerrRy00,fumbles_rec,0,,,,,
player,201410190was,was,KerrRy00,fumbles_rec_yds,0,,,,,
player,201410190was,was,KerrRy00,fumbles_rec_td,0,,,,,
player,201410190was,was,KerrRy00,fumbles_forced,0,,,,,
player,201410190was,was,JenkJa01,def_int,0,,,,,
player,201410190was,was,JenkJa01,def_int_yds,0,,,,,
player,201410190was,was,JenkJa01,def_int_td,0,,,,,
player,201410190was,was,JenkJa01,def_int_long,0,,,,,
player,201410190was,was,JenkJa01,pass_defended,0,,,,,
player,201410190was,was,JenkJa01,sacks,0.0,,,,,
player,201410190was,was,JenkJa01,tackles_combined,3,,,,,
player,201410190was,was,JenkJa01,tackles_solo,1,,,,,
player,201410190was,was,JenkJa01,tackles_assists,2,,,,,
player,201410190was,was,JenkJa01,tackles_loss,0,,,,,
player,201410190was,was,JenkJa01,qb_hits,0,,,,,
player,201410190was,was,JenkJa01,fumbles_rec,0,,,,,
player,201410190was,was,JenkJa01,fumbles_rec_yds,0,,,,,
player,201410190was,was,JenkJa01,fumbles_rec_td,0,,,,,
player,201410190was,was,JenkJa01,fumbles_forced,0,,,,,
player,201410190was,was,MeriBr99,def_int,0,,,,,
player,201410190was,was,MeriBr99,def_int_yds,0,,,,,
player,201410190was,was,MeriBr99,def_int_td,0,,,,,
player,201410190was,was,MeriBr99,def_int_long,0,,,,,
player,201410190was,was,MeriBr99,pass_defended,1,,,,,
player,201410190was,was,MeriBr99,sacks,0.0,,,,,
player,201410190was,was,MeriBr99,tackles_combined,3,,,,,
player,201410190was,was,MeriBr99,tackles_solo,0,,,,,
player,201410190was,was,MeriBr99,tackles_assists,3,,,,,
player,201410190was,was,MeriBr99,tackles_loss,0,,,,,
player,201410190was,was,MeriBr99,qb_hits,1,,,,,
player,201410190was,was,MeriBr99,fumbles_rec,0,,,,,
player,201410190was,was,MeriBr99,fumbles_rec_yds,0,,,,,
player,201410190was,was,MeriBr99,fumbles_rec_td,0,,,,,
player,201410190was,was,MeriBr99,fumbles_forced,0,,,,,
player,201410190was,was,AmerDa00,def_int,0,,,,,
player,201410190was,was,AmerDa00,def_int_yds,0,,,,,
player,201410190was,was,AmerDa00,def_int_td,0,,,,,
player,201410190was,was,AmerDa00,def_int_long,0,,,,,
player,201410190was,was,AmerDa00,pass_defended,0,,,,,
player,201410190was,was,AmerDa00,sacks,0.0,,,,,
player,201410190was,was,AmerDa00,tackles_combined,2,,,,,
player,201410190was,was,AmerDa00,tackles_solo,2,,,,,
player,201410190was,was,AmerDa00,tackles_assists,0,,,,,
player,201410190was,was,AmerDa00,tackles_loss,0,,,,,
player,201410190was,was,AmerDa00,qb_hits,0,,,,,
player,201410190was,was,AmerDa00,fumbles_rec,0,,,,,
player,201410190was,was,AmerDa00,fumbles_rec_yds,0,,,,,
player,201410190was,was,AmerDa00,fumbles_rec_td,0,,,,,
player,201410190was,was,AmerDa00,fumbles_forced,0,,,,,
player,201410190was,was,ClarRy20,def_int,0,,,,,
player,201410190was,was,ClarRy20,def_int_yds,0,,,,,
player,201410190was,was,ClarRy20,def_int_td,0,,,,,
player,201410190was,was,ClarRy20,def_int_long,0,,,,,
player,201410190was,was,ClarRy20,pass_defended,0,,,,,
player,201410190was,was,ClarRy20,sacks,0.0,,,,,
player,201410190was,was,ClarRy20,tackles_combined,2,,,,,
player,201410190was,was,ClarRy20,tackles_solo,1,,,,,
player,201410190was,was,ClarRy20,tackles_assists,1,,,,,
player,201410190was,was,ClarRy20,tackles_loss,0,,,,,
player,201410190was,was,ClarRy20,qb_hits,0,,,,,
player,201410190was,was,ClarRy20,fumbles_rec,0,,,,,
player,201410190was,was,ClarRy20,fumbles_rec_yds,0,,,,,
player,201410190was,was,ClarRy20,fumbles_rec_td,0,,,,,
player,201410190was,was,ClarRy20,fumbles_forced,0,,,,,
player,201410190was,was,HatcJa20,def_int,0,,,,,
player,201410190was,was,HatcJa20,def_int_yds,0,,,,,
player,201410190was,was,HatcJa20,def_int_td,0,,,,,
player,201410190was,was,HatcJa20,def_int_long,0,,,,,
player,201410190was,was,HatcJa20,pass_defended,0,,,,,
player,201410190was,was,HatcJa20,sacks,0.0,,,,,
player,201410190was,was,HatcJa20,tackles_combined,2,,,,,
player,201410190was,was,HatcJa20,tackles_solo,1,,,,,
player,201410190was,was,HatcJa20,tackles_assists,1,,,,,
player,201410190was,was,HatcJa20,tackles_loss,1,,,,,
player,201410190was,was,HatcJa20,qb_hits,0,,,,,
player,201410190was,was,HatcJa20,fumbles_rec,0,,,,,
player,201410190was,was,HatcJa20,fumbles_rec_yds,0,,,,,
player,201410190was,was,HatcJa20,fumbles_rec_td,0,,,,,
player,201410190was,was,HatcJa20,fumbles_forced,0,,,,,
player,201410190was,was,MurpTr00,def_int,0,,,,,
player,201410190was,was,MurpTr00,def_int_yds,0,,,,,
player,201410190was,was,MurpTr00,def_int_td,0,,,,,
player,201410190was,was,MurpTr00,def_int_long,0,,,,,
player,201410190was,was,MurpTr00,pass_defended,0,,,,,
player,201410190was,was,MurpTr00,sacks,0.0,,,,,
player,201410190was,was,MurpTr00,tackles_combined,2,,,,,
player,201410190was,was,MurpTr00,tackles_solo,1,,,,,
player,201410190was,was,MurpTr00,tackles_assists,1,,,,,
player,201410190was,was,MurpTr00,tackles_loss,0,,,,,
player,201410190was,was,MurpTr00,qb_hits,0,,,,,
player,201410190was,was,MurpTr00,fumbles_rec,0,,,,,
player,201410190was,was,MurpTr00,fumbles_rec_yds,0,,,,,
player,201410190was,was,MurpTr00,fumbles_rec_td,0,,,,,
player,201410190was,was,MurpTr00,fumbles_forced,0,,,,,
player,201410190was,was,BakeCh99,def_int,0,,,,,
player,201410190was,was,BakeCh99,def_int_yds,0,,,,,
player,201410190was,was,BakeCh99,def_int_td,0,,,,,
player,201410190was,was,BakeCh99,def_int_long,0,,,,,
player,201410190was,was,BakeCh99,pass_defended,0,,,,,
player,201410190was,was,BakeCh99,sacks,0.0,,,,,
player,201410190was,was,BakeCh99,tackles_combined,1,,,,,
player,201410190was,was,BakeCh99,tackles_solo,1,,,,,
player,201410190was,was,BakeCh99,tackles_assists,0,,,,,
player,201410190was,was,BakeCh99,tackles_loss,0,,,,,
player,201410190was,was,BakeCh99,qb_hits,0,,,,,
player,201410190was,was,BakeCh99,fumbles_rec,0,,,,,
player,201410190was,was,BakeCh99,fumbles_rec_yds,0,,,,,
player,201410190was,was,BakeCh99,fumbles_rec_td,0,,,,,
player,201410190was,was,BakeCh99,fumbles_forced,0,,,,,
player,201410190was,was,BoweSt20,def_int,0,,,,,
player,201410190was,was,BoweSt20,def_int_yds,0,,,,,
player,201410190was,was,BoweSt20,def_int_td,0,,,,,
player,201410190was,was,BoweSt20,def_int_long,0,,,,,
player,201410190was,was,BoweSt20,pass_defended,0,,,,,
player,201410190was,was,BoweSt20,sacks,0.0,,,,,
player,201410190was,was,BoweSt20,tackles_combined,1,,,,,
player,201410190was,was,BoweSt20,tackles_solo,1,,,,,
player,201410190was,was,BoweSt20,tackles_assists,0,,,,,
player,201410190was,was,BoweSt20,tackles_loss,0,,,,,
player,201410190was,was,BoweSt20,qb_hits,0,,,,,
player,201410190was,was,BoweSt20,fumbles_rec,0,,,,,
player,201410190was,was,BoweSt20,fumbles_rec_yds,0,,,,,
player,201410190was,was,BoweSt20,fumbles_rec_td,0,,,,,
player,201410190was,was,BoweSt20,fumbles_forced,0,,,,,
player,201410190was,was,HaywAd98,def_int,0,,,,,
player,201410190was,was,HaywAd98,def_int_yds,0,,,,,
player,201410190was,was,HaywAd98,def_int_td,0,,,,,
player,201410190was,was,HaywAd98,def_int_long,0,,,,,
player,201410190was,was,HaywAd98,pass_defended,0,,,,,
player,201410190was,was,HaywAd98,sacks,0.0,,,,,
player,201410190was,was,HaywAd98,tackles_combined,1,,,,,
player,201410190was,was,HaywAd98,tackles_solo,0,,,,,
player,201410190was,was,HaywAd98,tackles_assists,1,,,,,
player,201410190was,was,HaywAd98,tackles_loss,0,,,,,
player,201410190was,was,HaywAd98,qb_hits,0,,,,,
player,201410190was,was,HaywAd98,fumbles_rec,0,,,,,
player,201410190was,was,HaywAd98,fumbles_rec_yds,0,,,,,
player,201410190was,was,HaywAd98,fumbles_rec_td,0,,,,,
player,201410190was,was,HaywAd98,fumbles_forced,0,,,,,
player,201410190was,was,OrakBr99,def_int,0,,,,,
player,201410190was,was,OrakBr99,def_int_yds,0,,,,,
player,201410190was,was,OrakBr99,def_int_td,0,,,,,
player,201410190was,was,OrakBr99,def_int_long,0,,,,,
player,201410190was,was,OrakBr99,pass_defended,0,,,,,
player,201410190was,was,OrakBr99,sacks,0.0,,,,,
player,201410190was,was,OrakBr99,tackles_combined,1,,,,,
player,201410190was,was,OrakBr99,tackles_solo,0,,,,,
player,201410190was,was,OrakBr99,tackles_assists,1,,,,,
player,201410190was,was,OrakBr99,tackles_loss,0,,,,,
player,201410190was,was,OrakBr99,qb_hits,1,,,,,
player,201410190was,was,OrakBr99,fumbles_rec,0,,,,,
player,201410190was,was,OrakBr99,fumbles_rec_yds,0,,,,,
