game,2014,16,20141221,201412210nor,atl,"Atlanta Falcons",30,nor,"New Orleans Saints",14
player,201412210nor,atl,JoneJu02,pass_rating,,,,,,
player,201412210nor,atl,JoneJu02,rush_att,0,,,,,
player,201412210nor,atl,JoneJu02,rush_yds,0,,,,,
player,201412210nor,atl,JoneJu02,rush_td,0,,,,,
player,201412210nor,atl,JoneJu02,rush_long,0,,,,,
player,201412210nor,atl,JoneJu02,targets,8,,,,,
player,201412210nor,atl,JoneJu02,rec,7,,,,,
player,201412210nor,atl,JoneJu02,rec_yds,107,,,,,
player,201412210nor,atl,JoneJu02,rec_td,0,,,,,
player,201412210nor,atl,JoneJu02,rec_long,24,,,,,
player,201412210nor,atl,JoneJu02,fumbles,0,,,,,
player,201412210nor,atl,JoneJu02,fumbles_lost,0,,,,,
player,201412210nor,atl,WhitRo00,pass_cmp,0,,,,,
player,201412210nor,atl,WhitRo00,pass_att,0,,,,,
player,201412210nor,atl,WhitRo00,pass_yds,0,,,,,
player,201412210nor,atl,WhitRo00,pass_td,0,,,,,
player,201412210nor,atl,WhitRo00,pass_int,0,,,,,
player,201412210nor,atl,WhitRo00,pass_sacked,0,,,,,
player,201412210nor,atl,WhitRo00,pass_sacked_yds,0,,,,,
player,201412210nor,atl,WhitRo00,pass_long,0,,,,,
player,201412210nor,atl,WhitRo00,pass_rating,,,,,,
player,201412210nor,atl,WhitRo00,rush_att,0,,,,,
player,201412210nor,atl,WhitRo00,rush_yds,0,,,,,
player,201412210nor,atl,WhitRo00,rush_td,0,,,,,
player,201412210nor,atl,WhitRo00,rush_long,0,,,,,
player,201412210nor,atl,WhitRo00,targets,9,,,,,
player,201412210nor,atl,WhitRo00,rec,6,,,,,
player,201412210nor,atl,WhitRo00,rec_yds,55,,,,,
player,201412210nor,atl,WhitRo00,rec_td,0,,,,,
player,201412210nor,atl,WhitRo00,rec_long,15,,,,,
player,201412210nor,atl,WhitRo00,fumbles,0,,,,,
player,201412210nor,atl,WhitRo00,fumbles_lost,0,,,,,
player,201412210nor,atl,DougHa00,pass_cmp,0,,,,,
player,201412210nor,atl,DougHa00,pass_att,0,,,,,
player,201412210nor,atl,DougHa00,pass_yds,0,,,,,
player,201412210nor,atl,DougHa00,pass_td,0,,,,,
player,201412210nor,atl,DougHa00,pass_int,0,,,,,
player,201412210nor,atl,DougHa00,pass_sacked,0,,,,,
player,201412210nor,atl,DougHa00,pass_sacked_yds,0,,,,,
player,201412210nor,atl,DougHa00,pass_long,0,,,,,
player,201412210nor,atl,DougHa00,pass_rating,,,,,,
player,201412210nor,atl,DougHa00,rush_att,0,,,,,
player,201412210nor,atl,DougHa00,rush_yds,0,,,,,
player,201412210nor,atl,DougHa00,rush_td,0,,,,,
player,201412210nor,atl,DougHa00,rush_long,0,,,,,
player,201412210nor,atl,DougHa00,targets,7,,,,,
player,201412210nor,atl,DougHa00,rec,4,,,,,
player,201412210nor,atl,DougHa00,rec_yds,47,,,,,
player,201412210nor,atl,DougHa00,rec_td,0,,,,,
player,201412210nor,atl,DougHa00,rec_long,27,,,,,
player,201412210nor,atl,DougHa00,fumbles,0,,,,,
player,201412210nor,atl,DougHa00,fumbles_lost,0,,,,,
player,201412210nor,atl,HestDe99,pass_cmp,0,,,,,
player,201412210nor,atl,HestDe99,pass_att,0,,,,,
player,201412210nor,atl,HestDe99,pass_yds,0,,,,,
player,201412210nor,atl,HestDe99,pass_td,0,,,,,
player,201412210nor,atl,HestDe99,pass_int,0,,,,,
player,201412210nor,atl,HestDe99,pass_sacked,0,,,,,
player,201412210nor,atl,HestDe99,pass_sacked_yds,0,,,,,
player,201412210nor,atl,HestDe99,pass_long,0,,,,,
player,201412210nor,atl,HestDe99,pass_rating,,,,,,
player,201412210nor,atl,HestDe99,rush_att,0,,,,,
player,201412210nor,atl,HestDe99,rush_yds,0,,,,,
player,201412210nor,atl,HestDe99,rush_td,0,,,,,
player,201412210nor,atl,HestDe99,rush_long,0,,,,,
player,201412210nor,atl,HestDe99,targets,3,,,,,
player,201412210nor,atl,HestDe99,rec,2,,,,,
player,201412210nor,atl,HestDe99,rec_yds,25,,,,,
player,201412210nor,atl,HestDe99,rec_td,0,,,,,
player,201412210nor,atl,HestDe99,rec_long,16,,,,,
player,201412210nor,atl,HestDe99,fumbles,0,,,,,
player,201412210nor,atl,HestDe99,fumbles_lost,0,,,,,
player,201412210nor,atl,ToilLe00,pass_cmp,0,,,,,
player,201412210nor,atl,ToilLe00,pass_att,0,,,,,
player,201412210nor,atl,ToilLe00,pass_yds,0,,,,,
player,201412210nor,atl,ToilLe00,pass_td,0,,,,,
player,201412210nor,atl,ToilLe00,pass_int,0,,,,,
player,201412210nor,atl,ToilLe00,pass_sacked,0,,,,,
player,201412210nor,atl,ToilLe00,pass_sacked_yds,0,,,,,
player,201412210nor,atl,ToilLe00,pass_long,0,,,,,
player,201412210nor,atl,ToilLe00,pass_rating,,,,,,
player,201412210nor,atl,ToilLe00,rush_att,0,,,,,
player,201412210nor,atl,ToilLe00,rush_yds,0,,,,,
player,201412210nor,atl,ToilLe00,rush_td,0,,,,,
player,201412210nor,atl,ToilLe00,rush_long,0,,,,,
player,201412210nor,atl,ToilLe00,targets,4,,,,,
player,201412210nor,atl,ToilLe00,rec,4,,,,,
player,201412210nor,atl,ToilLe00,rec_yds,17,,,,,
player,201412210nor,atl,ToilLe00,rec_td,0,,,,,
player,201412210nor,atl,ToilLe00,rec_long,8,,,,,
player,201412210nor,atl,ToilLe00,fumbles,0,,,,,
player,201412210nor,atl,ToilLe00,fumbles_lost,0,,,,,
player,201412210nor,atl,DiMaPa00,pass_cmp,0,,,,,
player,201412210nor,atl,DiMaPa00,pass_att,0,,,,,
player,201412210nor,atl,DiMaPa00,pass_yds,0,,,,,
player,201412210nor,atl,DiMaPa00,pass_td,0,,,,,
player,201412210nor,atl,DiMaPa00,pass_int,0,,,,,
player,201412210nor,atl,DiMaPa00,pass_sacked,0,,,,,
player,201412210nor,atl,DiMaPa00,pass_sacked_yds,0,,,,,
player,201412210nor,atl,DiMaPa00,pass_long,0,,,,,
player,201412210nor,atl,DiMaPa00,pass_rating,,,,,,
player,201412210nor,atl,DiMaPa00,rush_att,0,,,,,
player,201412210nor,atl,DiMaPa00,rush_yds,0,,,,,
player,201412210nor,atl,DiMaPa00,rush_td,0,,,,,
player,201412210nor,atl,DiMaPa00,rush_long,0,,,,,
player,201412210nor,atl,DiMaPa00,targets,1,,,,,
player,201412210nor,atl,DiMaPa00,rec,1,,,,,
player,201412210nor,atl,DiMaPa00,rec_yds,3,,,,,
player,201412210nor,atl,DiMaPa00,rec_td,0,,,,,
player,201412210nor,atl,DiMaPa00,rec_long,3,,,,,
player,201412210nor,atl,DiMaPa00,fumbles,0,,,,,
player,201412210nor,atl,DiMaPa00,fumbles_lost,0,,,,,
player,201412210nor,atl,WeemEr00,pass_cmp,0,,,,,
player,201412210nor,atl,WeemEr00,pass_att,0,,,,,
player,201412210nor,atl,WeemEr00,pass_yds,0,,,,,
player,201412210nor,atl,WeemEr00,pass_td,0,,,,,
player,201412210nor,atl,WeemEr00,pass_int,0,,,,,
player,201412210nor,atl,WeemEr00,pass_sacked,0,,,,,
player,201412210nor,atl,WeemEr00,pass_sacked_yds,0,,,,,
player,201412210nor,atl,WeemEr00,pass_long,0,,,,,
player,201412210nor,atl,WeemEr00,pass_rating,,,,,,
player,201412210nor,atl,WeemEr00,rush_att,0,,,,,
player,201412210nor,atl,WeemEr00,rush_yds,0,,,,,
player,201412210nor,atl,WeemEr00,rush_td,0,,,,,
player,201412210nor,atl,WeemEr00,rush_long,0,,,,,
player,201412210nor,atl,WeemEr00,targets,1,,,,,
player,201412210nor,atl,WeemEr00,rec,1,,,,,
player,201412210nor,atl,WeemEr00,rec_yds,3,,,,,
player,201412210nor,atl,WeemEr00,rec_td,1,,,,,
player,201412210nor,atl,WeemEr00,rec_long,3,,,,,
player,201412210nor,atl,WeemEr00,fumbles,0,,,,,
player,201412210nor,atl,WeemEr00,fumbles_lost,0,,,,,
player,201412210nor,nor,BreeDr00,pass_cmp,30,,,,,
player,201412210nor,nor,BreeDr00,pass_att,47,,,,,
player,201412210nor,nor,BreeDr00,pass_yds,313,,,,,
player,201412210nor,nor,BreeDr00,pass_td,1,,,,,
player,201412210nor,nor,BreeDr00,pass_int,2,,,,,
player,201412210nor,nor,BreeDr00,pass_sacked,5,,,,,
player,201412210nor,nor,BreeDr00,pass_sacked_yds,42,,,,,
player,201412210nor,nor,BreeDr00,pass_long,27,,,,,
player,201412210nor,nor,BreeDr00,pass_rating,72.4,,,,,
player,201412210nor,nor,BreeDr00,rush_att,2,,,,,
player,201412210nor,nor,BreeDr00,rush_yds,8,,,,,
player,201412210nor,nor,BreeDr00,rush_td,0,,,,,
player,201412210nor,nor,BreeDr00,rush_long,9,,,,,
player,201412210nor,nor,BreeDr00,targets,0,,,,,
player,201412210nor,nor,BreeDr00,rec,0,,,,,
player,201412210nor,nor,BreeDr00,rec_yds,0,,,,,
player,201412210nor,nor,BreeDr00,rec_td,0,,,,,
player,201412210nor,nor,BreeDr00,rec_long,0,,,,,
player,201412210nor,nor,BreeDr00,fumbles,2,,,,,
player,201412210nor,nor,BreeDr00,fumbles_lost,1,,,,,
player,201412210nor,nor,IngrMa01,pass_cmp,0,,,,,
player,201412210nor,nor,IngrMa01,pass_att,0,,,,,
player,201412210nor,nor,IngrMa01,pass_yds,0,,,,,
player,201412210nor,nor,IngrMa01,pass_td,0,,,,,
player,201412210nor,nor,IngrMa01,pass_int,0,,,,,
player,201412210nor,nor,IngrMa01,pass_sacked,0,,,,,
player,201412210nor,nor,IngrMa01,pass_sacked_yds,0,,,,,
player,201412210nor,nor,IngrMa01,pass_long,0,,,,,
player,201412210nor,nor,IngrMa01,pass_rating,,,,,,
player,201412210nor,nor,IngrMa01,rush_att,13,,,,,
player,201412210nor,nor,IngrMa01,rush_yds,38,,,,,
player,201412210nor,nor,IngrMa01,rush_td,1,,,,,
player,201412210nor,nor,IngrMa01,rush_long,8,,,,,
player,201412210nor,nor,IngrMa01,targets,3,,,,,
player,201412210nor,nor,IngrMa01,rec,3,,,,,
player,201412210nor,nor,IngrMa01,rec_yds,17,,,,,
player,201412210nor,nor,IngrMa01,rec_td,0,,,,,
player,201412210nor,nor,IngrMa01,rec_long,14,,,,,
player,201412210nor,nor,IngrMa01,fumbles,0,,,,,
player,201412210nor,nor,IngrMa01,fumbles_lost,0,,,,,
player,201412210nor,nor,RobiKh00,pass_cmp,0,,,,,
player,201412210nor,nor,RobiKh00,pass_att,0,,,,,
player,201412210nor,nor,RobiKh00,pass_yds,0,,,,,
player,201412210nor,nor,RobiKh00,pass_td,0,,,,,
player,201412210nor,nor,RobiKh00,pass_int,0,,,,,
player,201412210nor,nor,RobiKh00,pass_sacked,0,,,,,
player,201412210nor,nor,RobiKh00,pass_sacked_yds,0,,,,,
player,201412210nor,nor,RobiKh00,pass_long,0,,,,,
player,201412210nor,nor,RobiKh00,pass_rating,,,,,,
player,201412210nor,nor,RobiKh00,rush_att,2,,,,,
player,201412210nor,nor,RobiKh00,rush_yds,7,,,,,
player,201412210nor,nor,RobiKh00,rush_td,0,,,,,
player,201412210nor,nor,RobiKh00,rush_long,4,,,,,
player,201412210nor,nor,RobiKh00,targets,1,,,,,
player,201412210nor,nor,RobiKh00,rec,1,,,,,
player,201412210nor,nor,RobiKh00,rec_yds,5,,,,,
player,201412210nor,nor,RobiKh00,rec_td,0,,,,,
player,201412210nor,nor,RobiKh00,rec_long,5,,,,,
player,201412210nor,nor,RobiKh00,fumbles,0,,,,,
player,201412210nor,nor,RobiKh00,fumbles_lost,0,,,,,
player,201412210nor,nor,ToonNi00,pass_cmp,0,,,,,
player,201412210nor,nor,ToonNi00,pass_att,0,,,,,
player,201412210nor,nor,ToonNi00,pass_yds,0,,,,,
player,201412210nor,nor,ToonNi00,pass_td,0,,,,,
player,201412210nor,nor,ToonNi00,pass_int,0,,,,,
player,201412210nor,nor,ToonNi00,pass_sacked,0,,,,,
player,201412210nor,nor,ToonNi00,pass_sacked_yds,0,,,,,
player,201412210nor,nor,ToonNi00,pass_long,0,,,,,
player,201412210nor,nor,ToonNi00,pass_rating,,,,,,
player,201412210nor,nor,ToonNi00,rush_att,1,,,,,
player,201412210nor,nor,ToonNi00,rush_yds,4,,,,,
player,201412210nor,nor,ToonNi00,rush_td,0,,,,,
player,201412210nor,nor,ToonNi00,rush_long,4,,,,,
player,201412210nor,nor,ToonNi00,targets,6,,,,,
player,201412210nor,nor,ToonNi00,rec,3,,,,,
player,201412210nor,nor,ToonNi00,rec_yds,44,,,,,
player,201412210nor,nor,ToonNi00,rec_td,0,,,,,
player,201412210nor,nor,ToonNi00,rec_long,21,,,,,
player,201412210nor,nor,ToonNi00,fumbles,0,,,,,
player,201412210nor,nor,ToonNi00,fumbles_lost,0,,,,,
player,201412210nor,nor,ColsMa00,pass_cmp,0,,,,,
player,201412210nor,nor,ColsMa00,pass_att,0,,,,,
player,201412210nor,nor,ColsMa00,pass_yds,0,,,,,
player,201412210nor,nor,ColsMa00,pass_td,0,,,,,
player,201412210nor,nor,ColsMa00,pass_int,0,,,,,
player,201412210nor,nor,ColsMa00,pass_sacked,0,,,,,
player,201412210nor,nor,ColsMa00,pass_sacked_yds,0,,,,,
player,201412210nor,nor,ColsMa00,pass_long,0,,,,,
player,201412210nor,nor,ColsMa00,pass_rating,,,,,,
player,201412210nor,nor,ColsMa00,rush_att,0,,,,,
player,201412210nor,nor,ColsMa00,rush_yds,0,,,,,
player,201412210nor,nor,ColsMa00,rush_td,0,,,,,
player,201412210nor,nor,ColsMa00,rush_long,0,,,,,
player,201412210nor,nor,ColsMa00,targets,10,,,,,
player,201412210nor,nor,ColsMa00,rec,6,,,,,
player,201412210nor,nor,ColsMa00,rec_yds,80,,,,,
player,201412210nor,nor,ColsMa00,rec_td,0,,,,,
player,201412210nor,nor,ColsMa00,rec_long,27,,,,,
player,201412210nor,nor,ColsMa00,fumbles,0,,,,,
player,201412210nor,nor,ColsMa00,fumbles_lost,0,,,,,
player,201412210nor,nor,StilKe00,pass_cmp,0,,,,,
player,201412210nor,nor,StilKe00,pass_att,0,,,,,
player,201412210nor,nor,StilKe00,pass_yds,0,,,,,
player,201412210nor,nor,StilKe00,pass_td,0,,,,,
player,201412210nor,nor,StilKe00,pass_int,0,,,,,
player,201412210nor,nor,StilKe00,pass_sacked,0,,,,,
player,201412210nor,nor,StilKe00,pass_sacked_yds,0,,,,,
player,201412210nor,nor,StilKe00,pass_long,0,,,,,
player,201412210nor,nor,StilKe00,pass_rating,,,,,,
player,201412210nor,nor,StilKe00,rush_att,0,,,,,
player,201412210nor,nor,StilKe00,rush_yds,0,,,,,
player,201412210nor,nor,StilKe00,rush_td,0,,,,,
player,201412210nor,nor,StilKe00,rush_long,0,,,,,
player,201412210nor,nor,StilKe00,targets,8,,,,,
player,201412210nor,nor,StilKe00,rec,6,,,,,
player,201412210nor,nor,StilKe00,rec_yds,68,,,,,
player,201412210nor,nor,StilKe00,rec_td,0,,,,,
player,201412210nor,nor,StilKe00,rec_long,22,,,,,
player,201412210nor,nor,StilKe00,fumbles,0,,,,,
player,201412210nor,nor,StilKe00,fumbles_lost,0,,,,,
player,201412210nor,nor,GrahJi00,pass_cmp,0,,,,,
player,201412210nor,nor,GrahJi00,pass_att,0,,,,,
player,201412210nor,nor,GrahJi00,pass_yds,0,,,,,
player,201412210nor,nor,GrahJi00,pass_td,0,,,,,
player,201412210nor,nor,GrahJi00,pass_int,0,,,,,
player,201412210nor,nor,GrahJi00,pass_sacked,0,,,,,
player,201412210nor,nor,GrahJi00,pass_sacked_yds,0,,,,,
player,201412210nor,nor,GrahJi00,pass_long,0,,,,,
player,201412210nor,nor,GrahJi00,pass_rating,,,,,,
player,201412210nor,nor,GrahJi00,rush_att,0,,,,,
player,201412210nor,nor,GrahJi00,rush_yds,0,,,,,
player,201412210nor,nor,GrahJi00,rush_td,0,,,,,
player,201412210nor,nor,GrahJi00,rush_long,0,,,,,
player,201412210nor,nor,GrahJi00,targets,10,,,,,
player,201412210nor,nor,GrahJi00,rec,6,,,,,
player,201412210nor,nor,GrahJi00,rec_yds,53,,,,,
player,201412210nor,nor,GrahJi00,rec_td,1,,,,,
player,201412210nor,nor,GrahJi00,rec_long,15,,,,,
player,201412210nor,nor,GrahJi00,fumbles,1,,,,,
player,201412210nor,nor,GrahJi00,fumbles_lost,1,,,,,
player,201412210nor,nor,ThomPi00,pass_cmp,0,,,,,
player,201412210nor,nor,ThomPi00,pass_att,0,,,,,
player,201412210nor,nor,ThomPi00,pass_yds,0,,,,,
player,201412210nor,nor,ThomPi00,pass_td,0,,,,,
player,201412210nor,nor,ThomPi00,pass_int,0,,,,,
player,201412210nor,nor,ThomPi00,pass_sacked,0,,,,,
player,201412210nor,nor,ThomPi00,pass_sacked_yds,0,,,,,
player,201412210nor,nor,ThomPi00,pass_long,0,,,,,
player,201412210nor,nor,ThomPi00,pass_rating,,,,,,
player,201412210nor,nor,ThomPi00,rush_att,0,,,,,
player,201412210nor,nor,ThomPi00,rush_yds,0,,,,,
player,201412210nor,nor,ThomPi00,rush_td,0,,,,,
player,201412210nor,nor,ThomPi00,rush_long,0,,,,,
player,201412210nor,nor,ThomPi00,targets,3,,,,,
player,201412210nor,nor,ThomPi00,rec,2,,,,,
player,201412210nor,nor,ThomPi00,rec_yds,24,,,,,
player,201412210nor,nor,ThomPi00,rec_td,0,,,,,
player,201412210nor,nor,ThomPi00,rec_long,16,,,,,
player,201412210nor,nor,ThomPi00,fumbles,0,,,,,
player,201412210nor,nor,ThomPi00,fumbles_lost,0,,,,,
player,201412210nor,nor,MeacRo00,pass_cmp,0,,,,,
player,201412210nor,nor,MeacRo00,pass_att,0,,,,,
player,201412210nor,nor,MeacRo00,pass_yds,0,,,,,
player,201412210nor,nor,MeacRo00,pass_td,0,,,,,
player,201412210nor,nor,MeacRo00,pass_int,0,,,,,
player,201412210nor,nor,MeacRo00,pass_sacked,0,,,,,
player,201412210nor,nor,MeacRo00,pass_sacked_yds,0,,,,,
player,201412210nor,nor,MeacRo00,pass_long,0,,,,,
player,201412210nor,nor,MeacRo00,pass_rating,,,,,,
player,201412210nor,nor,MeacRo00,rush_att,0,,,,,
player,201412210nor,nor,MeacRo00,rush_yds,0,,,,,
player,201412210nor,nor,MeacRo00,rush_td,0,,,,,
player,201412210nor,nor,MeacRo00,rush_long,0,,,,,
player,201412210nor,nor,MeacRo00,targets,1,,,,,
player,201412210nor,nor,MeacRo00,rec,1,,,,,
player,201412210nor,nor,MeacRo00,rec_yds,13,,,,,
player,201412210nor,nor,MeacRo00,rec_td,0,,,,,
player,201412210nor,nor,MeacRo00,rec_long,13,,,,,
player,201412210nor,nor,MeacRo00,fumbles,0,,,,,
player,201412210nor,nor,MeacRo00,fumbles_lost,0,,,,,
player,201412210nor,nor,SaunJa00,pass_cmp,0,,,,,
player,201412210nor,nor,SaunJa00,pass_att,0,,,,,
player,201412210nor,nor,SaunJa00,pass_yds,0,,,,,
player,201412210nor,nor,SaunJa00,pass_td,0,,,,,
player,201412210nor,nor,SaunJa00,pass_int,0,,,,,
player,201412210nor,nor,SaunJa00,pass_sacked,0,,,,,
player,201412210nor,nor,SaunJa00,pass_sacked_yds,0,,,,,
player,201412210nor,nor,SaunJa00,pass_long,0,,,,,
player,201412210nor,nor,SaunJa00,pass_rating,,,,,,
player,201412210nor,nor,SaunJa00,rush_att,0,,,,,
player,201412210nor,nor,SaunJa00,rush_yds,0,,,,,
player,201412210nor,nor,SaunJa00,rush_td,0,,,,,
player,201412210nor,nor,SaunJa00,rush_long,0,,,,,
player,201412210nor,nor,SaunJa00,targets,1,,,,,
player,201412210nor,nor,SaunJa00,rec,1,,,,,
player,201412210nor,nor,SaunJa00,rec_yds,7,,,,,
player,201412210nor,nor,SaunJa00,rec_td,0,,,,,
player,201412210nor,nor,SaunJa00,rec_long,7,,,,,
player,201412210nor,nor,SaunJa00,fumbles,0,,,,,
player,201412210nor,nor,SaunJa00,fumbles_lost,0,,,,,
player,201412210nor,nor,WatsBe00,pass_cmp,0,,,,,
player,201412210nor,nor,WatsBe00,pass_att,0,,,,,
player,201412210nor,nor,WatsBe00,pass_yds,0,,,,,
player,201412210nor,nor,WatsBe00,pass_td,0,,,,,
player,201412210nor,nor,WatsBe00,pass_int,0,,,,,
player,201412210nor,nor,WatsBe00,pass_sacked,0,,,,,
player,201412210nor,nor,WatsBe00,pass_sacked_yds,0,,,,,
player,201412210nor,nor,WatsBe00,pass_long,0,,,,,
player,201412210nor,nor,WatsBe00,pass_rating,,,,,,
player,201412210nor,nor,WatsBe00,rush_att,0,,,,,
player,201412210nor,nor,WatsBe00,rush_yds,0,,,,,
player,201412210nor,nor,WatsBe00,rush_td,0,,,,,
player,201412210nor,nor,WatsBe00,rush_long,0,,,,,
