game,2014,9,20141102,201411020sea,rai,"Oakland Raiders",24,sea,"Seattle Seahawks",30
player,201411020sea,sea,LockRi00,rec,0,,,,,
player,201411020sea,sea,LockRi00,rec_yds,0,,,,,
player,201411020sea,sea,LockRi00,rec_td,0,,,,,
player,201411020sea,sea,LockRi00,rec_long,0,,,,,
player,201411020sea,sea,LockRi00,fumbles,0,,,,,
player,201411020sea,sea,LockRi00,fumbles_lost,0,,,,,
player,201411020sea,sea,TukuWi00,pass_cmp,0,,,,,
player,201411020sea,sea,TukuWi00,pass_att,0,,,,,
player,201411020sea,sea,TukuWi00,pass_yds,0,,,,,
player,201411020sea,sea,TukuWi00,pass_td,0,,,,,
player,201411020sea,sea,TukuWi00,pass_int,0,,,,,
player,201411020sea,sea,TukuWi00,pass_sacked,0,,,,,
player,201411020sea,sea,TukuWi00,pass_sacked_yds,0,,,,,
player,201411020sea,sea,TukuWi00,pass_long,0,,,,,
player,201411020sea,sea,TukuWi00,pass_rating,,,,,,
player,201411020sea,sea,TukuWi00,rush_att,0,,,,,
player,201411020sea,sea,TukuWi00,rush_yds,0,,,,,
player,201411020sea,sea,TukuWi00,rush_td,0,,,,,
player,201411020sea,sea,TukuWi00,rush_long,0,,,,,
player,201411020sea,sea,TukuWi00,targets,1,,,,,
player,201411020sea,sea,TukuWi00,rec,0,,,,,
player,201411020sea,sea,TukuWi00,rec_yds,0,,,,,
player,201411020sea,sea,TukuWi00,rec_td,0,,,,,
player,201411020sea,sea,TukuWi00,rec_long,0,,,,,
player,201411020sea,sea,TukuWi00,fumbles,0,,,,,
player,201411020sea,sea,TukuWi00,fumbles_lost,0,,,,,
player,201411020sea,rai,MoorSi00,def_int,0,,,,,
player,201411020sea,rai,MoorSi00,def_int_yds,0,,,,,
player,201411020sea,rai,MoorSi00,def_int_td,0,,,,,
player,201411020sea,rai,MoorSi00,def_int_long,0,,,,,
player,201411020sea,rai,MoorSi00,pass_defended,0,,,,,
player,201411020sea,rai,MoorSi00,sacks,1.0,,,,,
player,201411020sea,rai,MoorSi00,tackles_combined,11,,,,,
player,201411020sea,rai,MoorSi00,tackles_solo,8,,,,,
player,201411020sea,rai,MoorSi00,tackles_assists,3,,,,,
player,201411020sea,rai,MoorSi00,tackles_loss,1,,,,,
player,201411020sea,rai,MoorSi00,qb_hits,1,,,,,
player,201411020sea,rai,MoorSi00,fumbles_rec,0,,,,,
player,201411020sea,rai,MoorSi00,fumbles_rec_yds,0,,,,,
player,201411020sea,rai,MoorSi00,fumbles_rec_td,0,,,,,
player,201411020sea,rai,MoorSi00,fumbles_forced,0,,,,,
player,201411020sea,rai,BurrMi00,def_int,0,,,,,
player,201411020sea,rai,BurrMi00,def_int_yds,0,,,,,
player,201411020sea,rai,BurrMi00,def_int_td,0,,,,,
player,201411020sea,rai,BurrMi00,def_int_long,0,,,,,
player,201411020sea,rai,BurrMi00,pass_defended,0,,,,,
player,201411020sea,rai,BurrMi00,sacks,0.0,,,,,
player,201411020sea,rai,BurrMi00,tackles_combined,7,,,,,
player,201411020sea,rai,BurrMi00,tackles_solo,4,,,,,
player,201411020sea,rai,BurrMi00,tackles_assists,3,,,,,
player,201411020sea,rai,BurrMi00,tackles_loss,2,,,,,
player,201411020sea,rai,BurrMi00,qb_hits,0,,,,,
player,201411020sea,rai,BurrMi00,fumbles_rec,0,,,,,
player,201411020sea,rai,BurrMi00,fumbles_rec_yds,0,,,,,
player,201411020sea,rai,BurrMi00,fumbles_rec_td,0,,,,,
player,201411020sea,rai,BurrMi00,fumbles_forced,0,,,,,
player,201411020sea,rai,HaydDJ00,def_int,0,,,,,
player,201411020sea,rai,HaydDJ00,def_int_yds,0,,,,,
player,201411020sea,rai,HaydDJ00,def_int_td,0,,,,,
player,201411020sea,rai,HaydDJ00,def_int_long,0,,,,,
player,201411020sea,rai,HaydDJ00,pass_defended,2,,,,,
player,201411020sea,rai,HaydDJ00,sacks,0.0,,,,,
player,201411020sea,rai,HaydDJ00,tackles_combined,7,,,,,
player,201411020sea,rai,HaydDJ00,tackles_solo,5,,,,,
player,201411020sea,rai,HaydDJ00,tackles_assists,2,,,,,
player,201411020sea,rai,HaydDJ00,tackles_loss,0,,,,,
player,201411020sea,rai,HaydDJ00,qb_hits,0,,,,,
player,201411020sea,rai,HaydDJ00,fumbles_rec,0,,,,,
player,201411020sea,rai,HaydDJ00,fumbles_rec_yds,0,,,,,
player,201411020sea,rai,HaydDJ00,fumbles_rec_td,0,,,,,
player,201411020sea,rai,HaydDJ00,fumbles_forced,0,,,,,
player,201411020sea,rai,MackKh00,def_int,0,,,,,
player,201411020sea,rai,MackKh00,def_int_yds,0,,,,,
player,201411020sea,rai,MackKh00,def_int_td,0,,,,,
player,201411020sea,rai,MackKh00,def_int_long,0,,,,,
player,201411020sea,rai,MackKh00,pass_defended,0,,,,,
player,201411020sea,rai,MackKh00,sacks,0.0,,,,,
player,201411020sea,rai,MackKh00,tackles_combined,7,,,,,
player,201411020sea,rai,MackKh00,tackles_solo,4,,,,,
player,201411020sea,rai,MackKh00,tackles_assists,3,,,,,
player,201411020sea,rai,MackKh00,tackles_loss,0,,,,,
player,201411020sea,rai,MackKh00,qb_hits,2,,,,,
player,201411020sea,rai,MackKh00,fumbles_rec,0,,,,,
player,201411020sea,rai,MackKh00,fumbles_rec_yds,0,,,,,
player,201411020sea,rai,MackKh00,fumbles_rec_td,0,,,,,
player,201411020sea,rai,MackKh00,fumbles_forced,0,,,,,
player,201411020sea,rai,BrowTa99,def_int,0,,,,,
player,201411020sea,rai,BrowTa99,def_int_yds,0,,,,,
player,201411020sea,rai,BrowTa99,def_int_td,0,,,,,
player,201411020sea,rai,BrowTa99,def_int_long,0,,,,,
player,201411020sea,rai,BrowTa99,pass_defended,0,,,,,
player,201411020sea,rai,BrowTa99,sacks,0.0,,,,,
player,201411020sea,rai,BrowTa99,tackles_combined,6,,,,,
player,201411020sea,rai,BrowTa99,tackles_solo,5,,,,,
player,201411020sea,rai,BrowTa99,tackles_assists,1,,,,,
player,201411020sea,rai,BrowTa99,tackles_loss,0,,,,,
player,201411020sea,rai,BrowTa99,qb_hits,0,,,,,
player,201411020sea,rai,BrowTa99,fumbles_rec,0,,,,,
player,201411020sea,rai,BrowTa99,fumbles_rec_yds,0,,,,,
player,201411020sea,rai,BrowTa99,fumbles_rec_td,0,,,,,
player,201411020sea,rai,BrowTa99,fumbles_forced,0,,,,,
player,201411020sea,rai,AsanLa99,def_int,0,,,,,
player,201411020sea,rai,AsanLa99,def_int_yds,0,,,,,
player,201411020sea,rai,AsanLa99,def_int_td,0,,,,,
player,201411020sea,rai,AsanLa99,def_int_long,0,,,,,
player,201411020sea,rai,AsanLa99,pass_defended,0,,,,,
player,201411020sea,rai,AsanLa99,sacks,0.0,,,,,
player,201411020sea,rai,AsanLa99,tackles_combined,5,,,,,
player,201411020sea,rai,AsanLa99,tackles_solo,4,,,,,
player,201411020sea,rai,AsanLa99,tackles_assists,1,,,,,
player,201411020sea,rai,AsanLa99,tackles_loss,0,,,,,
player,201411020sea,rai,AsanLa99,qb_hits,0,,,,,
player,201411020sea,rai,AsanLa99,fumbles_rec,0,,,,,
player,201411020sea,rai,AsanLa99,fumbles_rec_yds,0,,,,,
player,201411020sea,rai,AsanLa99,fumbles_rec_td,0,,,,,
player,201411020sea,rai,AsanLa99,fumbles_forced,0,,,,,
player,201411020sea,rai,WoodCh00,def_int,0,,,,,
player,201411020sea,rai,WoodCh00,def_int_yds,0,,,,,
player,201411020sea,rai,WoodCh00,def_int_td,0,,,,,
player,201411020sea,rai,WoodCh00,def_int_long,0,,,,,
player,201411020sea,rai,WoodCh00,pass_defended,0,,,,,
player,201411020sea,rai,WoodCh00,sacks,0.0,,,,,
player,201411020sea,rai,WoodCh00,tackles_combined,5,,,,,
player,201411020sea,rai,WoodCh00,tackles_solo,1,,,,,
player,201411020sea,rai,WoodCh00,tackles_assists,4,,,,,
player,201411020sea,rai,WoodCh00,tackles_loss,0,,,,,
player,201411020sea,rai,WoodCh00,qb_hits,0,,,,,
player,201411020sea,rai,WoodCh00,fumbles_rec,0,,,,,
player,201411020sea,rai,WoodCh00,fumbles_rec_yds,0,,,,,
player,201411020sea,rai,WoodCh00,fumbles_rec_td,0,,,,,
player,201411020sea,rai,WoodCh00,fumbles_forced,0,,,,,
player,201411020sea,rai,TuckJu20,def_int,0,,,,,
player,201411020sea,rai,TuckJu20,def_int_yds,0,,,,,
player,201411020sea,rai,TuckJu20,def_int_td,0,,,,,
player,201411020sea,rai,TuckJu20,def_int_long,0,,,,,
player,201411020sea,rai,TuckJu20,pass_defended,0,,,,,
player,201411020sea,rai,TuckJu20,sacks,0.0,,,,,
player,201411020sea,rai,TuckJu20,tackles_combined,4,,,,,
player,201411020sea,rai,TuckJu20,tackles_solo,1,,,,,
player,201411020sea,rai,TuckJu20,tackles_assists,3,,,,,
player,201411020sea,rai,TuckJu20,tackles_loss,0,,,,,
player,201411020sea,rai,TuckJu20,qb_hits,1,,,,,
player,201411020sea,rai,TuckJu20,fumbles_rec,0,,,,,
player,201411020sea,rai,TuckJu20,fumbles_rec_yds,0,,,,,
player,201411020sea,rai,TuckJu20,fumbles_rec_td,0,,,,,
player,201411020sea,rai,TuckJu20,fumbles_forced,0,,,,,
player,201411020sea,rai,RossBr00,def_int,0,,,,,
player,201411020sea,rai,RossBr00,def_int_yds,0,,,,,
player,201411020sea,rai,RossBr00,def_int_td,0,,,,,
player,201411020sea,rai,RossBr00,def_int_long,0,,,,,
player,201411020sea,rai,RossBr00,pass_defended,0,,,,,
player,201411020sea,rai,RossBr00,sacks,0.0,,,,,
player,201411020sea,rai,RossBr00,tackles_combined,3,,,,,
player,201411020sea,rai,RossBr00,tackles_solo,3,,,,,
player,201411020sea,rai,RossBr00,tackles_assists,0,,,,,
player,201411020sea,rai,RossBr00,tackles_loss,0,,,,,
player,201411020sea,rai,RossBr00,qb_hits,1,,,,,
player,201411020sea,rai,RossBr00,fumbles_rec,0,,,,,
player,201411020sea,rai,RossBr00,fumbles_rec_yds,0,,,,,
player,201411020sea,rai,RossBr00,fumbles_rec_td,0,,,,,
player,201411020sea,rai,RossBr00,fumbles_forced,0,,,,,
player,201411020sea,rai,CarrTr00,def_int,0,,,,,
player,201411020sea,rai,CarrTr00,def_int_yds,0,,,,,
player,201411020sea,rai,CarrTr00,def_int_td,0,,,,,
player,201411020sea,rai,CarrTr00,def_int_long,0,,,,,
player,201411020sea,rai,CarrTr00,pass_defended,1,,,,,
player,201411020sea,rai,CarrTr00,sacks,0.0,,,,,
player,201411020sea,rai,CarrTr00,tackles_combined,2,,,,,
player,201411020sea,rai,CarrTr00,tackles_solo,2,,,,,
player,201411020sea,rai,CarrTr00,tackles_assists,0,,,,,
player,201411020sea,rai,CarrTr00,tackles_loss,0,,,,,
player,201411020sea,rai,CarrTr00,qb_hits,1,,,,,
player,201411020sea,rai,CarrTr00,fumbles_rec,0,,,,,
player,201411020sea,rai,CarrTr00,fumbles_rec_yds,0,,,,,
player,201411020sea,rai,CarrTr00,fumbles_rec_td,0,,,,,
player,201411020sea,rai,CarrTr00,fumbles_forced,0,,,,,
player,201411020sea,rai,ElliJu01,def_int,0,,,,,
player,201411020sea,rai,ElliJu01,def_int_yds,0,,,,,
player,201411020sea,rai,ElliJu01,def_int_td,0,,,,,
player,201411020sea,rai,ElliJu01,def_int_long,0,,,,,
player,201411020sea,rai,ElliJu01,pass_defended,0,,,,,
player,201411020sea,rai,ElliJu01,sacks,0.0,,,,,
player,201411020sea,rai,ElliJu01,tackles_combined,2,,,,,
player,201411020sea,rai,ElliJu01,tackles_solo,1,,,,,
player,201411020sea,rai,ElliJu01,tackles_assists,1,,,,,
player,201411020sea,rai,ElliJu01,tackles_loss,0,,,,,
player,201411020sea,rai,ElliJu01,qb_hits,0,,,,,
player,201411020sea,rai,ElliJu01,fumbles_rec,0,,,,,
player,201411020sea,rai,ElliJu01,fumbles_rec_yds,0,,,,,
player,201411020sea,rai,ElliJu01,fumbles_rec_td,0,,,,,
player,201411020sea,rai,ElliJu01,fumbles_forced,0,,,,,
player,201411020sea,rai,MayoBe00,def_int,0,,,,,
player,201411020sea,rai,MayoBe00,def_int_yds,0,,,,,
player,201411020sea,rai,MayoBe00,def_int_td,0,,,,,
player,201411020sea,rai,MayoBe00,def_int_long,0,,,,,
player,201411020sea,rai,MayoBe00,pass_defended,0,,,,,
player,201411020sea,rai,MayoBe00,sacks,0.0,,,,,
player,201411020sea,rai,MayoBe00,tackles_combined,2,,,,,
player,201411020sea,rai,MayoBe00,tackles_solo,0,,,,,
player,201411020sea,rai,MayoBe00,tackles_assists,2,,,,,
player,201411020sea,rai,MayoBe00,tackles_loss,0,,,,,
player,201411020sea,rai,MayoBe00,qb_hits,0,,,,,
player,201411020sea,rai,MayoBe00,fumbles_rec,0,,,,,
player,201411020sea,rai,MayoBe00,fumbles_rec_yds,0,,,,,
player,201411020sea,rai,MayoBe00,fumbles_rec_td,0,,,,,
player,201411020sea,rai,MayoBe00,fumbles_forced,0,,,,,
player,201411020sea,rai,SimsPa99,def_int,0,,,,,
player,201411020sea,rai,SimsPa99,def_int_yds,0,,,,,
player,201411020sea,rai,SimsPa99,def_int_td,0,,,,,
player,201411020sea,rai,SimsPa99,def_int_long,0,,,,,
player,201411020sea,rai,SimsPa99,pass_defended,0,,,,,
player,201411020sea,rai,SimsPa99,sacks,0.0,,,,,
player,201411020sea,rai,SimsPa99,tackles_combined,2,,,,,
player,201411020sea,rai,SimsPa99,tackles_solo,0,,,,,
player,201411020sea,rai,SimsPa99,tackles_assists,2,,,,,
player,201411020sea,rai,SimsPa99,tackles_loss,0,,,,,
player,201411020sea,rai,SimsPa99,qb_hits,0,,,,,
player,201411020sea,rai,SimsPa99,fumbles_rec,0,,,,,
player,201411020sea,rai,SimsPa99,fumbles_rec_yds,0,,,,,
player,201411020sea,rai,SimsPa99,fumbles_rec_td,0,,,,,
player,201411020sea,rai,SimsPa99,fumbles_forced,0,,,,,
player,201411020sea,rai,SmitAn22,def_int,0,,,,,
player,201411020sea,rai,SmitAn22,def_int_yds,0,,,,,
player,201411020sea,rai,SmitAn22,def_int_td,0,,,,,
player,201411020sea,rai,SmitAn22,def_int_long,0,,,,,
player,201411020sea,rai,SmitAn22,pass_defended,0,,,,,
player,201411020sea,rai,SmitAn22,sacks,0.0,,,,,
player,201411020sea,rai,SmitAn22,tackles_combined,2,,,,,
player,201411020sea,rai,SmitAn22,tackles_solo,1,,,,,
player,201411020sea,rai,SmitAn22,tackles_assists,1,,,,,
player,201411020sea,rai,SmitAn22,tackles_loss,1,,,,,
player,201411020sea,rai,SmitAn22,qb_hits,0,,,,,
player,201411020sea,rai,SmitAn22,fumbles_rec,0,,,,,
player,201411020sea,rai,SmitAn22,fumbles_rec_yds,0,,,,,
player,201411020sea,rai,SmitAn22,fumbles_rec_td,0,,,,,
player,201411020sea,rai,SmitAn22,fumbles_forced,0,,,,,
player,201411020sea,rai,WilsC.98,def_int,0,,,,,
player,201411020sea,rai,WilsC.98,def_int_yds,0,,,,,
player,201411020sea,rai,WilsC.98,def_int_td,0,,,,,
player,201411020sea,rai,WilsC.98,def_int_long,0,,,,,
player,201411020sea,rai,WilsC.98,pass_defended,0,,,,,
player,201411020sea,rai,WilsC.98,sacks,0.0,,,,,
player,201411020sea,rai,WilsC.98,tackles_combined,2,,,,,
player,201411020sea,rai,WilsC.98,tackles_solo,0,,,,,
player,201411020sea,rai,WilsC.98,tackles_assists,2,,,,,
player,201411020sea,rai,WilsC.98,tackles_loss,0,,,,,
player,201411020sea,rai,WilsC.98,qb_hits,0,,,,,
player,201411020sea,rai,WilsC.98,fumbles_rec,0,,,,,
player,201411020sea,rai,WilsC.98,fumbles_rec_yds,0,,,,,
player,201411020sea,rai,WilsC.98,fumbles_rec_td,0,,,,,
player,201411020sea,rai,WilsC.98,fumbles_forced,0,,,,,
player,201411020sea,rai,AutrDe00,def_int,0,,,,,
player,201411020sea,rai,AutrDe00,def_int_yds,0,,,,,
player,201411020sea,rai,AutrDe00,def_int_td,0,,,,,
player,201411020sea,rai,AutrDe00,def_int_long,0,,,,,
player,201411020sea,rai,AutrDe00,pass_defended,0,,,,,
player,201411020sea,rai,AutrDe00,sacks,0.0,,,,,
player,201411020sea,rai,AutrDe00,tackles_combined,1,,,,,
player,201411020sea,rai,AutrDe00,tackles_solo,1,,,,,
player,201411020sea,rai,AutrDe00,tackles_assists,0,,,,,
player,201411020sea,rai,AutrDe00,tackles_loss,0,,,,,
player,201411020sea,rai,AutrDe00,qb_hits,0,,,,,
player,201411020sea,rai,AutrDe00,fumbles_rec,0,,,,,
player,201411020sea,rai,AutrDe00,fumbles_rec_yds,0,,,,,
player,201411020sea,rai,AutrDe00,fumbles_rec_td,0,,,,,
player,201411020sea,rai,AutrDe00,fumbles_forced,0,,,,,
player,201411020sea,rai,ChanJa98,def_int,0,,,,,
player,201411020sea,rai,ChanJa98,def_int_yds,0,,,,,
player,201411020sea,rai,ChanJa98,def_int_td,0,,,,,
player,201411020sea,rai,ChanJa98,def_int_long,0,,,,,
player,201411020sea,rai,ChanJa98,pass_defended,0,,,,,
player,201411020sea,rai,ChanJa98,sacks,0.0,,,,,
player,201411020sea,rai,ChanJa98,tackles_combined,1,,,,,
player,201411020sea,rai,ChanJa98,tackles_solo,1,,,,,
player,201411020sea,rai,ChanJa98,tackles_assists,0,,,,,
player,201411020sea,rai,ChanJa98,tackles_loss,0,,,,,
player,201411020sea,rai,ChanJa98,qb_hits,0,,,,,
player,201411020sea,rai,ChanJa98,fumbles_rec,0,,,,,
player,201411020sea,rai,ChanJa98,fumbles_rec_yds,0,,,,,
player,201411020sea,rai,ChanJa98,fumbles_rec_td,0,,,,,
player,201411020sea,rai,ChanJa98,fumbles_forced,0,,,,,
player,201411020sea,rai,DowlJo00,def_int,0,,,,,
player,201411020sea,rai,DowlJo00,def_int_yds,0,,,,,
player,201411020sea,rai,DowlJo00,def_int_td,0,,,,,
player,201411020sea,rai,DowlJo00,def_int_long,0,,,,,
player,201411020sea,rai,DowlJo00,pass_defended,0,,,,,
player,201411020sea,rai,DowlJo00,sacks,0.0,,,,,
player,201411020sea,rai,DowlJo00,tackles_combined,1,,,,,
player,201411020sea,rai,DowlJo00,tackles_solo,1,,,,,
player,201411020sea,rai,DowlJo00,tackles_assists,0,,,,,
player,201411020sea,rai,DowlJo00,tackles_loss,0,,,,,
player,201411020sea,rai,DowlJo00,qb_hits,0,,,,,
player,201411020sea,rai,DowlJo00,fumbles_rec,0,,,,,
player,201411020sea,rai,DowlJo00,fumbles_rec_yds,0,,,,,
player,201411020sea,rai,DowlJo00,fumbles_rec_td,0,,,,,
player,201411020sea,rai,DowlJo00,fumbles_forced,0,,,,,
player,201411020sea,rai,MurrLa00,def_int,0,,,,,
player,201411020sea,rai,MurrLa00,def_int_yds,0,,,,,
player,201411020sea,rai,MurrLa00,def_int_td,0,,,,,
player,201411020sea,rai,MurrLa00,def_int_long,0,,,,,
player,201411020sea,rai,MurrLa00,pass_defended,0,,,,,
player,201411020sea,rai,MurrLa00,sacks,0.0,,,,,
player,201411020sea,rai,MurrLa00,tackles_combined,1,,,,,
player,201411020sea,rai,MurrLa00,tackles_solo,1,,,,,
player,201411020sea,rai,MurrLa00,tackles_assists,0,,,,,
player,201411020sea,rai,MurrLa00,tackles_loss,0,,,,,
player,201411020sea,rai,MurrLa00,qb_hits,0,,,,,
player,201411020sea,rai,MurrLa00,fumbles_rec,0,,,,,
player,201411020sea,rai,MurrLa00,fumbles_rec_yds,0,,,,,
player,201411020sea,rai,MurrLa00,fumbles_rec_td,0,,,,,
player,201411020sea,rai,MurrLa00,fumbles_forced,0,,,,,
player,201411020sea,sea,IrviBr00,def_int,1,,,,,
player,201411020sea,sea,IrviBr00,def_int_yds,35,,,,,
player,201411020sea,sea,IrviBr00,def_int_td,1,,,,,
player,201411020sea,sea,IrviBr00,def_int_long,35,,,,,
player,201411020sea,sea,IrviBr00,pass_defended,1,,,,,
player,201411020sea,sea,IrviBr00,sacks,0.0,,,,,
player,201411020sea,sea,IrviBr00,tackles_combined,3,,,,,
player,201411020sea,sea,IrviBr00,tackles_solo,1,,,,,
player,201411020sea,sea,IrviBr00,tackles_assists,2,,,,,
player,201411020sea,sea,IrviBr00,tackles_loss,1,,,,,
player,201411020sea,sea,IrviBr00,qb_hits,0,,,,,
player,201411020sea,sea,IrviBr00,fumbles_rec,0,,,,,
player,201411020sea,sea,IrviBr00,fumbles_rec_yds,0,,,,,
player,201411020sea,sea,IrviBr00,fumbles_rec_td,0,,,,,
player,201411020sea,sea,IrviBr00,fumbles_forced,0,,,,,
player,201411020sea,sea,SherRi00,def_int,1,,,,,
player,201411020sea,sea,SherRi00,def_int_yds,22,,,,,
player,201411020sea,sea,SherRi00,def_int_td,0,,,,,
player,201411020sea,sea,SherRi00,def_int_long,22,,,,,
player,201411020sea,sea,SherRi00,pass_defended,2,,,,,
player,201411020sea,sea,SherRi00,sacks,0.0,,,,,
player,201411020sea,sea,SherRi00,tackles_combined,3,,,,,
player,201411020sea,sea,SherRi00,tackles_solo,3,,,,,
player,201411020sea,sea,SherRi00,tackles_assists,0,,,,,
player,201411020sea,sea,SherRi00,tackles_loss,0,,,,,
player,201411020sea,sea,SherRi00,qb_hits,0,,,,,
player,201411020sea,sea,SherRi00,fumbles_rec,0,,,,,
player,201411020sea,sea,SherRi00,fumbles_rec_yds,0,,,,,
player,201411020sea,sea,SherRi00,fumbles_rec_td,0,,,,,
player,201411020sea,sea,SherRi00,fumbles_forced,1,,,,,
player,201411020sea,sea,AvriCl99,def_int,0,,,,,
player,201411020sea,sea,AvriCl99,def_int_yds,0,,,,,
player,201411020sea,sea,AvriCl99,def_int_td,0,,,,,
player,201411020sea,sea,AvriCl99,def_int_long,0,,,,,
player,201411020sea,sea,AvriCl99,pass_defended,0,,,,,
player,201411020sea,sea,AvriCl99,sacks,1.0,,,,,
player,201411020sea,sea,AvriCl99,tackles_combined,3,,,,,
player,201411020sea,sea,AvriCl99,tackles_solo,3,,,,,
player,201411020sea,sea,AvriCl99,tackles_assists,0,,,,,
player,201411020sea,sea,AvriCl99,tackles_loss,2,,,,,
player,201411020sea,sea,AvriCl99,qb_hits,2,,,,,
player,201411020sea,sea,AvriCl99,fumbles_rec,0,,,,,
player,201411020sea,sea,AvriCl99,fumbles_rec_yds,0,,,,,
player,201411020sea,sea,AvriCl99,fumbles_rec_td,0,,,,,
player,201411020sea,sea,AvriCl99,fumbles_forced,1,,,,,
player,201411020sea,sea,WrigK.00,def_int,0,,,,,
player,201411020sea,sea,WrigK.00,def_int_yds,0,,,,,
player,201411020sea,sea,WrigK.00,def_int_td,0,,,,,
player,201411020sea,sea,WrigK.00,def_int_long,0,,,,,
player,201411020sea,sea,WrigK.00,pass_defended,1,,,,,
player,201411020sea,sea,WrigK.00,sacks,0.0,,,,,
player,201411020sea,sea,WrigK.00,tackles_combined,13,,,,,
player,201411020sea,sea,WrigK.00,tackles_solo,10,,,,,
player,201411020sea,sea,WrigK.00,tackles_assists,3,,,,,
player,201411020sea,sea,WrigK.00,tackles_loss,0,,,,,
player,201411020sea,sea,WrigK.00,qb_hits,0,,,,,
player,201411020sea,sea,WrigK.00,fumbles_rec,0,,,,,
player,201411020sea,sea,WrigK.00,fumbles_rec_yds,0,,,,,
player,201411020sea,sea,WrigK.00,fumbles_rec_td,0,,,,,
player,201411020sea,sea,WrigK.00,fumbles_forced,1,,,,,
player,201411020sea,sea,MorgMi00,def_int,0,,,,,
player,201411020sea,sea,MorgMi00,def_int_yds,0,,,,,
player,201411020sea,sea,MorgMi00,def_int_td,0,,,,,
player,201411020sea,sea,MorgMi00,def_int_long,0,,,,,
player,201411020sea,sea,MorgMi00,pass_defended,0,,,,,
player,201411020sea,sea,MorgMi00,sacks,0.0,,,,,
player,201411020sea,sea,MorgMi00,tackles_combined,4,,,,,
player,201411020sea,sea,MorgMi00,tackles_solo,4,,,,,
player,201411020sea,sea,MorgMi00,tackles_assists,0,,,,,
player,201411020sea,sea,MorgMi00,tackles_loss,1,,,,,
player,201411020sea,sea,MorgMi00,qb_hits,0,,,,,
player,201411020sea,sea,MorgMi00,fumbles_rec,0,,,,,
player,201411020sea,sea,MorgMi00,fumbles_rec_yds,0,,,,,
player,201411020sea,sea,MorgMi00,fumbles_rec_td,0,,,,,
player,201411020sea,sea,MorgMi00,fumbles_forced,0,,,,,
player,201411020sea,sea,SheaDe00,def_int,0,,,,,
player,201411020sea,sea,SheaDe00,def_int_yds,0,,,,,
player,201411020sea,sea,SheaDe00,def_int_td,0,,,,,
player,201411020sea,sea,SheaDe00,def_int_long,0,,,,,
player,201411020sea,sea,SheaDe00,pass_defended,0,,,,,
player,201411020sea,sea,SheaDe00,sacks,0.0,,,,,
player,201411020sea,sea,SheaDe00,tackles_combined,4,,,,,
player,201411020sea,sea,SheaDe00,tackles_solo,4,,,,,
player,201411020sea,sea,SheaDe00,tackles_assists,0,,,,,
player,201411020sea,sea,SheaDe00,tackles_loss,0,,,,,
player,201411020sea,sea,SheaDe00,qb_hits,0,,,,,
player,201411020sea,sea,SheaDe00,fumbles_rec,0,,,,,
player,201411020sea,sea,SheaDe00,fumbles_rec_yds,0,,,,,
player,201411020sea,sea,SheaDe00,fumbles_rec_td,0,,,,,
player,201411020sea,sea,SheaDe00,fumbles_forced,0,,,,,
player,201411020sea,sea,BennMi99,def_int,0,,,,,
player,201411020sea,sea,BennMi99,def_int_yds,0,,,,,
player,201411020sea,sea,BennMi99,def_int_td,0,,,,,
player,201411020sea,sea,BennMi99,def_int_long,0,,,,,
player,201411020sea,sea,BennMi99,pass_defended,0,,,,,
player,201411020sea,sea,BennMi99,sacks,0.0,,,,,
player,201411020sea,sea,BennMi99,tackles_combined,3,,,,,
player,201411020sea,sea,BennMi99,tackles_solo,1,,,,,
player,201411020sea,sea,BennMi99,tackles_assists,2,,,,,
player,201411020sea,sea,BennMi99,tackles_loss,1,,,,,
player,201411020sea,sea,BennMi99,qb_hits,0,,,,,
player,201411020sea,sea,BennMi99,fumbles_rec,0,,,,,
player,201411020sea,sea,BennMi99,fumbles_rec_yds,0,,,,,
player,201411020sea,sea,BennMi99,fumbles_rec_td,0,,,,,
player,201411020sea,sea,BennMi99,fumbles_forced,0,,,,,
player,201411020sea,sea,BurlMa00,def_int,0,,,,,
player,201411020sea,sea,BurlMa00,def_int_yds,0,,,,,
player,201411020sea,sea,BurlMa00,def_int_td,0,,,,,
player,201411020sea,sea,BurlMa00,def_int_long,0,,,,,
player,201411020sea,sea,BurlMa00,pass_defended,1,,,,,
player,201411020sea,sea,BurlMa00,sacks,0.0,,,,,
player,201411020sea,sea,BurlMa00,tackles_combined,3,,,,,
player,201411020sea,sea,BurlMa00,tackles_solo,2,,,,,
player,201411020sea,sea,BurlMa00,tackles_assists,1,,,,,
player,201411020sea,sea,BurlMa00,tackles_loss,0,,,,,
player,201411020sea,sea,BurlMa00,qb_hits,0,,,,,
player,201411020sea,sea,BurlMa00,fumbles_rec,0,,,,,
player,201411020sea,sea,BurlMa00,fumbles_rec_yds,0,,,,,
player,201411020sea,sea,BurlMa00,fumbles_rec_td,0,,,,,
player,201411020sea,sea,BurlMa00,fumbles_forced,0,,,,,
player,201411020sea,sea,ThomEa99,def_int,0,,,,,
player,201411020sea,sea,ThomEa99,def_int_yds,0,,,,,
player,201411020sea,sea,ThomEa99,def_int_td,0,,,,,
player,201411020sea,sea,ThomEa99,def_int_long,0,,,,,
player,201411020sea,sea,ThomEa99,pass_defended,0,,,,,
player,201411020sea,sea,ThomEa99,sacks,0.0,,,,,
player,201411020sea,sea,ThomEa99,tackles_combined,3,,,,,
