game,2014,2,20140914,201409140oti,dal,"Dallas Cowboys",26,oti,"Tennessee Titans",10
player,201409140oti,oti,MartMi01,qb_hits,0,,,,,
player,201409140oti,oti,MartMi01,fumbles_rec,0,,,,,
player,201409140oti,oti,MartMi01,fumbles_rec_yds,0,,,,,
player,201409140oti,oti,MartMi01,fumbles_rec_td,0,,,,,
player,201409140oti,oti,MartMi01,fumbles_forced,0,,,,,
player,201409140oti,oti,PhilSh20,def_int,0,,,,,
player,201409140oti,oti,PhilSh20,def_int_yds,0,,,,,
player,201409140oti,oti,PhilSh20,def_int_td,0,,,,,
player,201409140oti,oti,PhilSh20,def_int_long,0,,,,,
player,201409140oti,oti,PhilSh20,pass_defended,0,,,,,
player,201409140oti,oti,PhilSh20,sacks,0.0,,,,,
player,201409140oti,oti,PhilSh20,tackles_combined,2,,,,,
player,201409140oti,oti,PhilSh20,tackles_solo,2,,,,,
player,201409140oti,oti,PhilSh20,tackles_assists,0,,,,,
player,201409140oti,oti,PhilSh20,tackles_loss,0,,,,,
player,201409140oti,oti,PhilSh20,qb_hits,0,,,,,
player,201409140oti,oti,PhilSh20,fumbles_rec,0,,,,,
player,201409140oti,oti,PhilSh20,fumbles_rec_yds,0,,,,,
player,201409140oti,oti,PhilSh20,fumbles_rec_td,0,,,,,
player,201409140oti,oti,PhilSh20,fumbles_forced,0,,,,,
player,201409140oti,oti,WilsGe01,def_int,0,,,,,
player,201409140oti,oti,WilsGe01,def_int_yds,0,,,,,
player,201409140oti,oti,WilsGe01,def_int_td,0,,,,,
player,201409140oti,oti,WilsGe01,def_int_long,0,,,,,
player,201409140oti,oti,WilsGe01,pass_defended,0,,,,,
player,201409140oti,oti,WilsGe01,sacks,0.0,,,,,
player,201409140oti,oti,WilsGe01,tackles_combined,2,,,,,
player,201409140oti,oti,WilsGe01,tackles_solo,2,,,,,
player,201409140oti,oti,WilsGe01,tackles_assists,0,,,,,
player,201409140oti,oti,WilsGe01,tackles_loss,0,,,,,
player,201409140oti,oti,WilsGe01,qb_hits,0,,,,,
player,201409140oti,oti,WilsGe01,fumbles_rec,0,,,,,
player,201409140oti,oti,WilsGe01,fumbles_rec_yds,0,,,,,
player,201409140oti,oti,WilsGe01,fumbles_rec_td,0,,,,,
player,201409140oti,oti,WilsGe01,fumbles_forced,0,,,,,
player,201409140oti,oti,WoodAl99,def_int,0,,,,,
player,201409140oti,oti,WoodAl99,def_int_yds,0,,,,,
player,201409140oti,oti,WoodAl99,def_int_td,0,,,,,
player,201409140oti,oti,WoodAl99,def_int_long,0,,,,,
player,201409140oti,oti,WoodAl99,pass_defended,0,,,,,
player,201409140oti,oti,WoodAl99,sacks,0.0,,,,,
player,201409140oti,oti,WoodAl99,tackles_combined,1,,,,,
player,201409140oti,oti,WoodAl99,tackles_solo,1,,,,,
player,201409140oti,oti,WoodAl99,tackles_assists,0,,,,,
player,201409140oti,oti,WoodAl99,tackles_loss,0,,,,,
player,201409140oti,oti,WoodAl99,qb_hits,0,,,,,
player,201409140oti,oti,WoodAl99,fumbles_rec,0,,,,,
player,201409140oti,oti,WoodAl99,fumbles_rec_yds,0,,,,,
player,201409140oti,oti,WoodAl99,fumbles_rec_td,0,,,,,
player,201409140oti,oti,WoodAl99,fumbles_forced,0,,,,,
player,201409140oti,oti,StafDa00,def_int,,,,,,
player,201409140oti,oti,StafDa00,def_int_yds,,,,,,
player,201409140oti,oti,StafDa00,def_int_td,,,,,,
player,201409140oti,oti,StafDa00,def_int_long,,,,,,
player,201409140oti,oti,StafDa00,pass_defended,,,,,,
player,201409140oti,oti,StafDa00,sacks,0.0,,,,,
player,201409140oti,oti,StafDa00,tackles_combined,,,,,,
player,201409140oti,oti,StafDa00,tackles_solo,,,,,,
player,201409140oti,oti,StafDa00,tackles_assists,,,,,,
player,201409140oti,oti,StafDa00,tackles_loss,1,,,,,
player,201409140oti,oti,StafDa00,qb_hits,1,,,,,
player,201409140oti,oti,StafDa00,fumbles_rec,,,,,,
player,201409140oti,oti,StafDa00,fumbles_rec_yds,,,,,,
player,201409140oti,oti,StafDa00,fumbles_rec_td,,,,,,
player,201409140oti,oti,StafDa00,fumbles_forced,,,,,,
player,201409140oti,dal,HarrDw00,kick_ret,0,,,,,
player,201409140oti,dal,HarrDw00,kick_ret_yds,0,,,,,
player,201409140oti,dal,HarrDw00,kick_ret_yds_per_ret,,,,,,
player,201409140oti,dal,HarrDw00,kick_ret_td,0,,,,,
player,201409140oti,dal,HarrDw00,kick_ret_long,0,,,,,
player,201409140oti,dal,HarrDw00,punt_ret,1,,,,,
player,201409140oti,dal,HarrDw00,punt_ret_yds,15,,,,,
player,201409140oti,dal,HarrDw00,punt_ret_yds_per_ret,15.0,,,,,
player,201409140oti,dal,HarrDw00,punt_ret_td,0,,,,,
player,201409140oti,dal,HarrDw00,punt_ret_long,15,,,,,
player,201409140oti,oti,WashLe00,kick_ret,4,,,,,
player,201409140oti,oti,WashLe00,kick_ret_yds,47,,,,,
player,201409140oti,oti,WashLe00,kick_ret_yds_per_ret,11.8,,,,,
player,201409140oti,oti,WashLe00,kick_ret_td,0,,,,,
player,201409140oti,oti,WashLe00,kick_ret_long,18,,,,,
player,201409140oti,oti,WashLe00,punt_ret,0,,,,,
player,201409140oti,oti,WashLe00,punt_ret_yds,0,,,,,
player,201409140oti,oti,WashLe00,punt_ret_yds_per_ret,,,,,,
player,201409140oti,oti,WashLe00,punt_ret_td,0,,,,,
player,201409140oti,oti,WashLe00,punt_ret_long,0,,,,,
player,201409140oti,oti,BattJa00,kick_ret,1,,,,,
player,201409140oti,oti,BattJa00,kick_ret_yds,21,,,,,
player,201409140oti,oti,BattJa00,kick_ret_yds_per_ret,21.0,,,,,
player,201409140oti,oti,BattJa00,kick_ret_td,0,,,,,
player,201409140oti,oti,BattJa00,kick_ret_long,21,,,,,
player,201409140oti,oti,BattJa00,punt_ret,0,,,,,
player,201409140oti,oti,BattJa00,punt_ret_yds,0,,,,,
player,201409140oti,oti,BattJa00,punt_ret_yds_per_ret,,,,,,
player,201409140oti,oti,BattJa00,punt_ret_td,0,,,,,
player,201409140oti,oti,BattJa00,punt_ret_long,0,,,,,
player,201409140oti,dal,BailDa00,xpm,2,,,,,
player,201409140oti,dal,BailDa00,xpa,2,,,,,
player,201409140oti,dal,BailDa00,fgm,4,,,,,
player,201409140oti,dal,BailDa00,fga,4,,,,,
player,201409140oti,dal,BailDa00,punt,0,,,,,
player,201409140oti,dal,BailDa00,punt_yds,0,,,,,
player,201409140oti,dal,BailDa00,punt_yds_per_punt,,,,,,
player,201409140oti,dal,BailDa00,punt_long,0,,,,,
player,201409140oti,dal,JoneCh02,xpm,,,,,,
player,201409140oti,dal,JoneCh02,xpa,,,,,,
player,201409140oti,dal,JoneCh02,fgm,,,,,,
player,201409140oti,dal,JoneCh02,fga,,,,,,
player,201409140oti,dal,JoneCh02,punt,4,,,,,
player,201409140oti,dal,JoneCh02,punt_yds,220,,,,,
player,201409140oti,dal,JoneCh02,punt_yds_per_punt,55.0,,,,,
player,201409140oti,dal,JoneCh02,punt_long,62,,,,,
player,201409140oti,oti,SuccRy44,xpm,1,,,,,
player,201409140oti,oti,SuccRy44,xpa,1,,,,,
player,201409140oti,oti,SuccRy44,fgm,1,,,,,
player,201409140oti,oti,SuccRy44,fga,1,,,,,
player,201409140oti,oti,SuccRy44,punt,0,,,,,
player,201409140oti,oti,SuccRy44,punt_yds,0,,,,,
player,201409140oti,oti,SuccRy44,punt_yds_per_punt,,,,,,
player,201409140oti,oti,SuccRy44,punt_long,0,,,,,
player,201409140oti,oti,KernBr20,xpm,,,,,,
player,201409140oti,oti,KernBr20,xpa,,,,,,
player,201409140oti,oti,KernBr20,fgm,,,,,,
player,201409140oti,oti,KernBr20,fga,,,,,,
player,201409140oti,oti,KernBr20,punt,5,,,,,
player,201409140oti,oti,KernBr20,punt_yds,225,,,,,
player,201409140oti,oti,KernBr20,punt_yds_per_punt,45.0,,,,,
player,201409140oti,oti,KernBr20,punt_long,54,,,,,
player,201409140oti,oti,SchwBr00,pos,C,,,,,
player,201409140oti,oti,SchwBr00,offense,49,,,,,
player,201409140oti,oti,SchwBr00,off_pct,100%,,,,,
player,201409140oti,oti,SchwBr00,defense,0,,,,,
player,201409140oti,oti,SchwBr00,def_pct,0%,,,,,
player,201409140oti,oti,SchwBr00,special_teams,2,,,,,
player,201409140oti,oti,SchwBr00,st_pct,7%,,,,,
player,201409140oti,oti,RoosMi20,pos,T,,,,,
player,201409140oti,oti,RoosMi20,offense,49,,,,,
player,201409140oti,oti,RoosMi20,off_pct,100%,,,,,
player,201409140oti,oti,RoosMi20,defense,0,,,,,
player,201409140oti,oti,RoosMi20,def_pct,0%,,,,,
player,201409140oti,oti,RoosMi20,special_teams,2,,,,,
player,201409140oti,oti,RoosMi20,st_pct,7%,,,,,
player,201409140oti,oti,WarmCh00,pos,G,,,,,
player,201409140oti,oti,WarmCh00,offense,49,,,,,
player,201409140oti,oti,WarmCh00,off_pct,100%,,,,,
player,201409140oti,oti,WarmCh00,defense,0,,,,,
player,201409140oti,oti,WarmCh00,def_pct,0%,,,,,
player,201409140oti,oti,WarmCh00,special_teams,2,,,,,
player,201409140oti,oti,WarmCh00,st_pct,7%,,,,,
player,201409140oti,oti,LeviAn20,pos,G,,,,,
player,201409140oti,oti,LeviAn20,offense,49,,,,,
player,201409140oti,oti,LeviAn20,off_pct,100%,,,,,
player,201409140oti,oti,LeviAn20,defense,0,,,,,
player,201409140oti,oti,LeviAn20,def_pct,0%,,,,,
player,201409140oti,oti,LeviAn20,special_teams,0,,,,,
player,201409140oti,oti,LeviAn20,st_pct,0%,,,,,
player,201409140oti,oti,OherMi20,pos,T,,,,,
player,201409140oti,oti,OherMi20,offense,49,,,,,
player,201409140oti,oti,OherMi20,off_pct,100%,,,,,
player,201409140oti,oti,OherMi20,defense,0,,,,,
player,201409140oti,oti,OherMi20,def_pct,0%,,,,,
player,201409140oti,oti,OherMi20,special_teams,0,,,,,
player,201409140oti,oti,OherMi20,st_pct,0%,,,,,
player,201409140oti,oti,LockJa00,pos,QB,,,,,
player,201409140oti,oti,LockJa00,offense,49,,,,,
player,201409140oti,oti,LockJa00,off_pct,100%,,,,,
player,201409140oti,oti,LockJa00,defense,0,,,,,
player,201409140oti,oti,LockJa00,def_pct,0%,,,,,
player,201409140oti,oti,LockJa00,special_teams,0,,,,,
player,201409140oti,oti,LockJa00,st_pct,0%,,,,,
player,201409140oti,oti,WashNa00,pos,WR,,,,,
player,201409140oti,oti,WashNa00,offense,46,,,,,
player,201409140oti,oti,WashNa00,off_pct,94%,,,,,
player,201409140oti,oti,WashNa00,defense,0,,,,,
player,201409140oti,oti,WashNa00,def_pct,0%,,,,,
player,201409140oti,oti,WashNa00,special_teams,0,,,,,
player,201409140oti,oti,WashNa00,st_pct,0%,,,,,
player,201409140oti,oti,WrigKe01,pos,WR,,,,,
player,201409140oti,oti,WrigKe01,offense,42,,,,,
player,201409140oti,oti,WrigKe01,off_pct,86%,,,,,
player,201409140oti,oti,WrigKe01,defense,0,,,,,
player,201409140oti,oti,WrigKe01,def_pct,0%,,,,,
player,201409140oti,oti,WrigKe01,special_teams,0,,,,,
player,201409140oti,oti,WrigKe01,st_pct,0%,,,,,
player,201409140oti,oti,HuntJu00,pos,WR,,,,,
player,201409140oti,oti,HuntJu00,offense,41,,,,,
player,201409140oti,oti,HuntJu00,off_pct,84%,,,,,
player,201409140oti,oti,HuntJu00,defense,0,,,,,
player,201409140oti,oti,HuntJu00,def_pct,0%,,,,,
player,201409140oti,oti,HuntJu00,special_teams,0,,,,,
player,201409140oti,oti,HuntJu00,st_pct,0%,,,,,
player,201409140oti,oti,WalkHu00,pos,TE,,,,,
player,201409140oti,oti,WalkHu00,offense,40,,,,,
player,201409140oti,oti,WalkHu00,off_pct,82%,,,,,
player,201409140oti,oti,WalkHu00,defense,0,,,,,
player,201409140oti,oti,WalkHu00,def_pct,0%,,,,,
player,201409140oti,oti,WalkHu00,special_teams,1,,,,,
player,201409140oti,oti,WalkHu00,st_pct,4%,,,,,
player,201409140oti,oti,McClDe00,pos,RB,,,,,
player,201409140oti,oti,McClDe00,offense,33,,,,,
player,201409140oti,oti,McClDe00,off_pct,67%,,,,,
player,201409140oti,oti,McClDe00,defense,0,,,,,
player,201409140oti,oti,McClDe00,def_pct,0%,,,,,
player,201409140oti,oti,McClDe00,special_teams,4,,,,,
player,201409140oti,oti,McClDe00,st_pct,15%,,,,,
player,201409140oti,oti,ThomTa00,pos,TE,,,,,
player,201409140oti,oti,ThomTa00,offense,9,,,,,
player,201409140oti,oti,ThomTa00,off_pct,18%,,,,,
player,201409140oti,oti,ThomTa00,defense,0,,,,,
player,201409140oti,oti,ThomTa00,def_pct,0%,,,,,
player,201409140oti,oti,ThomTa00,special_teams,21,,,,,
player,201409140oti,oti,ThomTa00,st_pct,78%,,,,,
player,201409140oti,oti,GreeSh00,pos,RB,,,,,
player,201409140oti,oti,GreeSh00,offense,8,,,,,
player,201409140oti,oti,GreeSh00,off_pct,16%,,,,,
player,201409140oti,oti,GreeSh00,defense,0,,,,,
player,201409140oti,oti,GreeSh00,def_pct,0%,,,,,
player,201409140oti,oti,GreeSh00,special_teams,0,,,,,
player,201409140oti,oti,GreeSh00,st_pct,0%,,,,,
player,201409140oti,oti,StevCr00,pos,TE,,,,,
player,201409140oti,oti,StevCr00,offense,7,,,,,
player,201409140oti,oti,StevCr00,off_pct,14%,,,,,
player,201409140oti,oti,StevCr00,defense,0,,,,,
player,201409140oti,oti,StevCr00,def_pct,0%,,,,,
player,201409140oti,oti,StevCr00,special_teams,2,,,,,
player,201409140oti,oti,StevCr00,st_pct,7%,,,,,
player,201409140oti,oti,HagaDe00,pos,WR,,,,,
player,201409140oti,oti,HagaDe00,offense,6,,,,,
player,201409140oti,oti,HagaDe00,off_pct,12%,,,,,
player,201409140oti,oti,HagaDe00,defense,0,,,,,
player,201409140oti,oti,HagaDe00,def_pct,0%,,,,,
player,201409140oti,oti,HagaDe00,special_teams,10,,,,,
player,201409140oti,oti,HagaDe00,st_pct,37%,,,,,
player,201409140oti,oti,BattJa00,pos,TE,,,,,
player,201409140oti,oti,BattJa00,offense,5,,,,,
player,201409140oti,oti,BattJa00,off_pct,10%,,,,,
player,201409140oti,oti,BattJa00,defense,0,,,,,
player,201409140oti,oti,BattJa00,def_pct,0%,,,,,
player,201409140oti,oti,BattJa00,special_teams,19,,,,,
player,201409140oti,oti,BattJa00,st_pct,70%,,,,,
player,201409140oti,oti,WashLe00,pos,RB,,,,,
player,201409140oti,oti,WashLe00,offense,4,,,,,
player,201409140oti,oti,WashLe00,off_pct,8%,,,,,
player,201409140oti,oti,WashLe00,defense,0,,,,,
player,201409140oti,oti,WashLe00,def_pct,0%,,,,,
player,201409140oti,oti,WashLe00,special_teams,7,,,,,
player,201409140oti,oti,WashLe00,st_pct,26%,,,,,
player,201409140oti,oti,SankBi00,pos,RB,,,,,
player,201409140oti,oti,SankBi00,offense,4,,,,,
player,201409140oti,oti,SankBi00,off_pct,8%,,,,,
player,201409140oti,oti,SankBi00,defense,0,,,,,
player,201409140oti,oti,SankBi00,def_pct,0%,,,,,
player,201409140oti,oti,SankBi00,special_teams,0,,,,,
player,201409140oti,oti,SankBi00,st_pct,0%,,,,,
player,201409140oti,oti,WrehBl00,pos,CB,,,,,
player,201409140oti,oti,WrehBl00,offense,0,,,,,
player,201409140oti,oti,WrehBl00,off_pct,0%,,,,,
player,201409140oti,oti,WrehBl00,defense,81,,,,,
player,201409140oti,oti,WrehBl00,def_pct,100%,,,,,
player,201409140oti,oti,WrehBl00,special_teams,13,,,,,
player,201409140oti,oti,WrehBl00,st_pct,48%,,,,,
player,201409140oti,oti,GrifMi99,pos,FS,,,,,
player,201409140oti,oti,GrifMi99,offense,0,,,,,
player,201409140oti,oti,GrifMi99,off_pct,0%,,,,,
player,201409140oti,oti,GrifMi99,defense,81,,,,,
player,201409140oti,oti,GrifMi99,def_pct,100%,,,,,
player,201409140oti,oti,GrifMi99,special_teams,6,,,,,
player,201409140oti,oti,GrifMi99,st_pct,22%,,,,,
player,201409140oti,oti,WoodWe20,pos,LB,,,,,
player,201409140oti,oti,WoodWe20,offense,0,,,,,
player,201409140oti,oti,WoodWe20,off_pct,0%,,,,,
player,201409140oti,oti,WoodWe20,defense,80,,,,,
player,201409140oti,oti,WoodWe20,def_pct,99%,,,,,
player,201409140oti,oti,WoodWe20,special_teams,6,,,,,
player,201409140oti,oti,WoodWe20,st_pct,22%,,,,,
player,201409140oti,oti,PollBe20,pos,SS,,,,,
player,201409140oti,oti,PollBe20,offense,0,,,,,
player,201409140oti,oti,PollBe20,off_pct,0%,,,,,
player,201409140oti,oti,PollBe20,defense,79,,,,,
player,201409140oti,oti,PollBe20,def_pct,98%,,,,,
player,201409140oti,oti,PollBe20,special_teams,6,,,,,
player,201409140oti,oti,PollBe20,st_pct,22%,,,,,
player,201409140oti,oti,MorgDe99,pos,LB,,,,,
player,201409140oti,oti,MorgDe99,offense,0,,,,,
player,201409140oti,oti,MorgDe99,off_pct,0%,,,,,
player,201409140oti,oti,MorgDe99,defense,76,,,,,
player,201409140oti,oti,MorgDe99,def_pct,94%,,,,,
player,201409140oti,oti,MorgDe99,special_teams,6,,,,,
player,201409140oti,oti,MorgDe99,st_pct,22%,,,,,
player,201409140oti,oti,SensCo00,pos,CB,,,,,
player,201409140oti,oti,SensCo00,offense,0,,,,,
player,201409140oti,oti,SensCo00,off_pct,0%,,,,,
player,201409140oti,oti,SensCo00,defense,69,,,,,
player,201409140oti,oti,SensCo00,def_pct,85%,,,,,
player,201409140oti,oti,SensCo00,special_teams,14,,,,,
player,201409140oti,oti,SensCo00,st_pct,52%,,,,,
player,201409140oti,oti,GoodZa00,pos,LB,,,,,
player,201409140oti,oti,GoodZa00,offense,0,,,,,
player,201409140oti,oti,GoodZa00,off_pct,0%,,,,,
player,201409140oti,oti,GoodZa00,defense,59,,,,,
player,201409140oti,oti,GoodZa00,def_pct,73%,,,,,
player,201409140oti,oti,GoodZa00,special_teams,12,,,,,
player,201409140oti,oti,GoodZa00,st_pct,44%,,,,,
player,201409140oti,oti,WimbKa20,pos,LB,,,,,
player,201409140oti,oti,WimbKa20,offense,0,,,,,
player,201409140oti,oti,WimbKa20,off_pct,0%,,,,,
player,201409140oti,oti,WimbKa20,defense,58,,,,,
player,201409140oti,oti,WimbKa20,def_pct,72%,,,,,
player,201409140oti,oti,WimbKa20,special_teams,6,,,,,
player,201409140oti,oti,WimbKa20,st_pct,22%,,,,,
player,201409140oti,oti,CaseJu00,pos,DT,,,,,
player,201409140oti,oti,CaseJu00,offense,0,,,,,
player,201409140oti,oti,CaseJu00,off_pct,0%,,,,,
player,201409140oti,oti,CaseJu00,defense,58,,,,,
player,201409140oti,oti,CaseJu00,def_pct,72%,,,,,
player,201409140oti,oti,CaseJu00,special_teams,5,,,,,
player,201409140oti,oti,CaseJu00,st_pct,19%,,,,,
player,201409140oti,oti,HillSa99,pos,NT,,,,,
player,201409140oti,oti,HillSa99,offense,0,,,,,
player,201409140oti,oti,HillSa99,off_pct,0%,,,,,
player,201409140oti,oti,HillSa99,defense,44,,,,,
player,201409140oti,oti,HillSa99,def_pct,54%,,,,,
player,201409140oti,oti,HillSa99,special_teams,5,,,,,
player,201409140oti,oti,HillSa99,st_pct,19%,,,,,
player,201409140oti,oti,PitoRo00,pos,DE,,,,,
player,201409140oti,oti,PitoRo00,offense,0,,,,,
player,201409140oti,oti,PitoRo00,off_pct,0%,,,,,
player,201409140oti,oti,PitoRo00,defense,41,,,,,
player,201409140oti,oti,PitoRo00,def_pct,51%,,,,,
player,201409140oti,oti,PitoRo00,special_teams,5,,,,,
player,201409140oti,oti,PitoRo00,st_pct,19%,,,,,
player,201409140oti,oti,McCoJa99,pos,CB,,,,,
player,201409140oti,oti,McCoJa99,offense,0,,,,,
player,201409140oti,oti,McCoJa99,off_pct,0%,,,,,
player,201409140oti,oti,McCoJa99,defense,41,,,,,
player,201409140oti,oti,McCoJa99,def_pct,51%,,,,,
player,201409140oti,oti,McCoJa99,special_teams,4,,,,,
player,201409140oti,oti,McCoJa99,st_pct,15%,,,,,
player,201409140oti,oti,KlugKa00,pos,DT,,,,,
player,201409140oti,oti,KlugKa00,offense,0,,,,,
player,201409140oti,oti,KlugKa00,off_pct,0%,,,,,
player,201409140oti,oti,KlugKa00,defense,29,,,,,
player,201409140oti,oti,KlugKa00,def_pct,36%,,,,,
player,201409140oti,oti,KlugKa00,special_teams,9,,,,,
player,201409140oti,oti,KlugKa00,st_pct,33%,,,,,
player,201409140oti,oti,PhilSh20,pos,LB,,,,,
player,201409140oti,oti,PhilSh20,offense,0,,,,,
player,201409140oti,oti,PhilSh20,off_pct,0%,,,,,
player,201409140oti,oti,PhilSh20,defense,25,,,,,
player,201409140oti,oti,PhilSh20,def_pct,31%,,,,,
player,201409140oti,oti,PhilSh20,special_teams,0,,,,,
player,201409140oti,oti,PhilSh20,st_pct,0%,,,,,
player,201409140oti,oti,WilsGe01,pos,FS,,,,,
player,201409140oti,oti,WilsGe01,offense,0,,,,,
player,201409140oti,oti,WilsGe01,off_pct,0%,,,,,
player,201409140oti,oti,WilsGe01,defense,23,,,,,
player,201409140oti,oti,WilsGe01,def_pct,28%,,,,,
player,201409140oti,oti,WilsGe01,special_teams,10,,,,,
player,201409140oti,oti,WilsGe01,st_pct,37%,,,,,
player,201409140oti,oti,WoodAl99,pos,NT,,,,,
player,201409140oti,oti,WoodAl99,offense,0,,,,,
player,201409140oti,oti,WoodAl99,off_pct,0%,,,,,
player,201409140oti,oti,WoodAl99,defense,21,,,,,
player,201409140oti,oti,WoodAl99,def_pct,26%,,,,,
player,201409140oti,oti,WoodAl99,special_teams,6,,,,,
player,201409140oti,oti,WoodAl99,st_pct,22%,,,,,
player,201409140oti,oti,MartMi01,pos,DT,,,,,
player,201409140oti,oti,MartMi01,offense,0,,,,,
player,201409140oti,oti,MartMi01,off_pct,0%,,,,,
player,201409140oti,oti,MartMi01,defense,17,,,,,
player,201409140oti,oti,MartMi01,def_pct,21%,,,,,
player,201409140oti,oti,MartMi01,special_teams,2,,,,,
player,201409140oti,oti,MartMi01,st_pct,7%,,,,,
player,201409140oti,oti,HuffMa00,pos,CB,,,,,
player,201409140oti,oti,HuffMa00,offense,0,,,,,
player,201409140oti,oti,HuffMa00,off_pct,0%,,,,,
player,201409140oti,oti,HuffMa00,defense,6,,,,,
player,201409140oti,oti,HuffMa00,def_pct,7%,,,,,
player,201409140oti,oti,HuffMa00,special_teams,19,,,,,
player,201409140oti,oti,HuffMa00,st_pct,70%,,,,,
player,201409140oti,oti,GrovQu99,pos,LB,,,,,
player,201409140oti,oti,GrovQu99,offense,0,,,,,
player,201409140oti,oti,GrovQu99,off_pct,0%,,,,,
player,201409140oti,oti,GrovQu99,defense,3,,,,,
player,201409140oti,oti,GrovQu99,def_pct,4%,,,,,
player,201409140oti,oti,GrovQu99,special_teams,19,,,,,
player,201409140oti,oti,GrovQu99,st_pct,70%,,,,,
player,201409140oti,oti,WillAv00,pos,LB,,,,,
player,201409140oti,oti,WillAv00,offense,0,,,,,
player,201409140oti,oti,WillAv00,off_pct,0%,,,,,
player,201409140oti,oti,WillAv00,defense,0,,,,,
player,201409140oti,oti,WillAv00,def_pct,0%,,,,,
player,201409140oti,oti,WillAv00,special_teams,19,,,,,
player,201409140oti,oti,WillAv00,st_pct,70%,,,,,
player,201409140oti,oti,StafDa00,pos,SS,,,,,
player,201409140oti,oti,StafDa00,offense,0,,,,,
player,201409140oti,oti,StafDa00,off_pct,0%,,,,,
player,201409140oti,oti,StafDa00,defense,0,,,,,
player,201409140oti,oti,StafDa00,def_pct,0%,,,,,
player,201409140oti,oti,StafDa00,special_teams,19,,,,,
player,201409140oti,oti,StafDa00,st_pct,70%,,,,,
player,201409140oti,oti,AyerAk00,pos,LB,,,,,
player,201409140oti,oti,AyerAk00,offense,0,,,,,
player,201409140oti,oti,AyerAk00,off_pct,0%,,,,,
player,201409140oti,oti,AyerAk00,defense,0,,,,,
player,201409140oti,oti,AyerAk00,def_pct,0%,,,,,
player,201409140oti,oti,AyerAk00,special_teams,13,,,,,
player,201409140oti,oti,AyerAk00,st_pct,48%,,,,,
player,201409140oti,oti,KernBr20,pos,P,,,,,
player,201409140oti,oti,KernBr20,offense,0,,,,,
player,201409140oti,oti,KernBr20,off_pct,0%,,,,,
player,201409140oti,oti,KernBr20,defense,0,,,,,
player,201409140oti,oti,KernBr20,def_pct,0%,,,,,
player,201409140oti,oti,KernBr20,special_teams,7,,,,,
player,201409140oti,oti,KernBr20,st_pct,26%,,,,,
player,201409140oti,oti,BrinBe00,pos,LS,,,,,
player,201409140oti,oti,BrinBe00,offense,0,,,,,
player,201409140oti,oti,BrinBe00,off_pct,0%,,,,,
player,201409140oti,oti,BrinBe00,defense,0,,,,,
player,201409140oti,oti,BrinBe00,def_pct,0%,,,,,
player,201409140oti,oti,BrinBe00,special_teams,7,,,,,
player,201409140oti,oti,BrinBe00,st_pct,26%,,,,,
player,201409140oti,oti,SuccRy44,pos,K,,,,,
player,201409140oti,oti,SuccRy44,offense,0,,,,,
player,201409140oti,oti,SuccRy44,off_pct,0%,,,,,
player,201409140oti,oti,SuccRy44,defense,0,,,,,
player,201409140oti,oti,SuccRy44,def_pct,0%,,,,,
player,201409140oti,oti,SuccRy44,special_teams,5,,,,,
player,201409140oti,oti,SuccRy44,st_pct,19%,,,,,
player,201409140oti,oti,LewaTa00,pos,T,,,,,
player,201409140oti,oti,LewaTa00,offense,0,,,,,
player,201409140oti,oti,LewaTa00,off_pct,0%,,,,,
player,201409140oti,oti,LewaTa00,defense,0,,,,,
player,201409140oti,oti,LewaTa00,def_pct,0%,,,,,
player,201409140oti,oti,LewaTa00,special_teams,2,,,,,
player,201409140oti,oti,LewaTa00,st_pct,7%,,,,,
player,201409140oti,oti,SpenCh21,pos,G,,,,,
player,201409140oti,oti,SpenCh21,offense,0,,,,,
player,201409140oti,oti,SpenCh21,off_pct,0%,,,,,
player,201409140oti,oti,SpenCh21,defense,0,,,,,
player,201409140oti,oti,SpenCh21,def_pct,0%,,,,,
player,201409140oti,oti,SpenCh21,special_teams,2,,,,,
player,201409140oti,oti,SpenCh21,st_pct,7%,,,,,
player,201409140oti,dal,SmitTy00,pos,T,,,,,
player,201409140oti,dal,SmitTy00,offense,81,,,,,
player,201409140oti,dal,SmitTy00,off_pct,100%,,,,,
player,201409140oti,dal,SmitTy00,defense,0,,,,,
player,201409140oti,dal,SmitTy00,def_pct,0%,,,,,
player,201409140oti,dal,SmitTy00,special_teams,6,,,,,
player,201409140oti,dal,SmitTy00,st_pct,22%,,,,,
player,201409140oti,dal,FredTr00,pos,C,,,,,
player,201409140oti,dal,FredTr00,offense,81,,,,,
player,201409140oti,dal,FredTr00,off_pct,100%,,,,,
player,201409140oti,dal,FredTr00,defense,0,,,,,
player,201409140oti,dal,FredTr00,def_pct,0%,,,,,
player,201409140oti,dal,FredTr00,special_teams,6,,,,,
player,201409140oti,dal,FredTr00,st_pct,22%,,,,,
player,201409140oti,dal,FreeDo20,pos,T,,,,,
player,201409140oti,dal,FreeDo20,offense,81,,,,,
player,201409140oti,dal,FreeDo20,off_pct,100%,,,,,
player,201409140oti,dal,FreeDo20,defense,0,,,,,
player,201409140oti,dal,FreeDo20,def_pct,0%,,,,,
player,201409140oti,dal,FreeDo20,special_teams,6,,,,,
player,201409140oti,dal,FreeDo20,st_pct,22%,,,,,
player,201409140oti,dal,LearRo00,pos,G,,,,,
player,201409140oti,dal,LearRo00,offense,81,,,,,
player,201409140oti,dal,LearRo00,off_pct,100%,,,,,
