game,2014,6,20141012,201410120mia,gnb,"Green Bay Packers",27,mia,"Miami Dolphins",24
player,201410120mia,gnb,BurnMo99,tackles_assists,1,,,,,
player,201410120mia,gnb,BurnMo99,tackles_loss,0,,,,,
player,201410120mia,gnb,BurnMo99,qb_hits,0,,,,,
player,201410120mia,gnb,BurnMo99,fumbles_rec,0,,,,,
player,201410120mia,gnb,BurnMo99,fumbles_rec_yds,0,,,,,
player,201410120mia,gnb,BurnMo99,fumbles_rec_td,0,,,,,
player,201410120mia,gnb,BurnMo99,fumbles_forced,0,,,,,
player,201410120mia,gnb,PeppJu99,def_int,0,,,,,
player,201410120mia,gnb,PeppJu99,def_int_yds,0,,,,,
player,201410120mia,gnb,PeppJu99,def_int_td,0,,,,,
player,201410120mia,gnb,PeppJu99,def_int_long,0,,,,,
player,201410120mia,gnb,PeppJu99,pass_defended,0,,,,,
player,201410120mia,gnb,PeppJu99,sacks,0.0,,,,,
player,201410120mia,gnb,PeppJu99,tackles_combined,4,,,,,
player,201410120mia,gnb,PeppJu99,tackles_solo,4,,,,,
player,201410120mia,gnb,PeppJu99,tackles_assists,0,,,,,
player,201410120mia,gnb,PeppJu99,tackles_loss,1,,,,,
player,201410120mia,gnb,PeppJu99,qb_hits,1,,,,,
player,201410120mia,gnb,PeppJu99,fumbles_rec,1,,,,,
player,201410120mia,gnb,PeppJu99,fumbles_rec_yds,2,,,,,
player,201410120mia,gnb,PeppJu99,fumbles_rec_td,0,,,,,
player,201410120mia,gnb,PeppJu99,fumbles_forced,0,,,,,
player,201410120mia,gnb,LattJa00,def_int,0,,,,,
player,201410120mia,gnb,LattJa00,def_int_yds,0,,,,,
player,201410120mia,gnb,LattJa00,def_int_td,0,,,,,
player,201410120mia,gnb,LattJa00,def_int_long,0,,,,,
player,201410120mia,gnb,LattJa00,pass_defended,0,,,,,
player,201410120mia,gnb,LattJa00,sacks,0.0,,,,,
player,201410120mia,gnb,LattJa00,tackles_combined,3,,,,,
player,201410120mia,gnb,LattJa00,tackles_solo,2,,,,,
player,201410120mia,gnb,LattJa00,tackles_assists,1,,,,,
player,201410120mia,gnb,LattJa00,tackles_loss,0,,,,,
player,201410120mia,gnb,LattJa00,qb_hits,0,,,,,
player,201410120mia,gnb,LattJa00,fumbles_rec,0,,,,,
player,201410120mia,gnb,LattJa00,fumbles_rec_yds,0,,,,,
player,201410120mia,gnb,LattJa00,fumbles_rec_td,0,,,,,
player,201410120mia,gnb,LattJa00,fumbles_forced,0,,,,,
player,201410120mia,gnb,WillTr99,def_int,0,,,,,
player,201410120mia,gnb,WillTr99,def_int_yds,0,,,,,
player,201410120mia,gnb,WillTr99,def_int_td,0,,,,,
player,201410120mia,gnb,WillTr99,def_int_long,0,,,,,
player,201410120mia,gnb,WillTr99,pass_defended,0,,,,,
player,201410120mia,gnb,WillTr99,sacks,0.0,,,,,
player,201410120mia,gnb,WillTr99,tackles_combined,3,,,,,
player,201410120mia,gnb,WillTr99,tackles_solo,3,,,,,
player,201410120mia,gnb,WillTr99,tackles_assists,0,,,,,
player,201410120mia,gnb,WillTr99,tackles_loss,0,,,,,
player,201410120mia,gnb,WillTr99,qb_hits,0,,,,,
player,201410120mia,gnb,WillTr99,fumbles_rec,0,,,,,
player,201410120mia,gnb,WillTr99,fumbles_rec_yds,0,,,,,
player,201410120mia,gnb,WillTr99,fumbles_rec_td,0,,,,,
player,201410120mia,gnb,WillTr99,fumbles_forced,0,,,,,
player,201410120mia,gnb,BushJa20,def_int,0,,,,,
player,201410120mia,gnb,BushJa20,def_int_yds,0,,,,,
player,201410120mia,gnb,BushJa20,def_int_td,0,,,,,
player,201410120mia,gnb,BushJa20,def_int_long,0,,,,,
player,201410120mia,gnb,BushJa20,pass_defended,0,,,,,
player,201410120mia,gnb,BushJa20,sacks,0.0,,,,,
player,201410120mia,gnb,BushJa20,tackles_combined,2,,,,,
player,201410120mia,gnb,BushJa20,tackles_solo,2,,,,,
player,201410120mia,gnb,BushJa20,tackles_assists,0,,,,,
player,201410120mia,gnb,BushJa20,tackles_loss,0,,,,,
player,201410120mia,gnb,BushJa20,qb_hits,0,,,,,
player,201410120mia,gnb,BushJa20,fumbles_rec,0,,,,,
player,201410120mia,gnb,BushJa20,fumbles_rec_yds,0,,,,,
player,201410120mia,gnb,BushJa20,fumbles_rec_td,0,,,,,
player,201410120mia,gnb,BushJa20,fumbles_forced,0,,,,,
player,201410120mia,gnb,GuioLe99,def_int,0,,,,,
player,201410120mia,gnb,GuioLe99,def_int_yds,0,,,,,
player,201410120mia,gnb,GuioLe99,def_int_td,0,,,,,
player,201410120mia,gnb,GuioLe99,def_int_long,0,,,,,
player,201410120mia,gnb,GuioLe99,pass_defended,0,,,,,
player,201410120mia,gnb,GuioLe99,sacks,0.0,,,,,
player,201410120mia,gnb,GuioLe99,tackles_combined,2,,,,,
player,201410120mia,gnb,GuioLe99,tackles_solo,2,,,,,
player,201410120mia,gnb,GuioLe99,tackles_assists,0,,,,,
player,201410120mia,gnb,GuioLe99,tackles_loss,0,,,,,
player,201410120mia,gnb,GuioLe99,qb_hits,1,,,,,
player,201410120mia,gnb,GuioLe99,fumbles_rec,0,,,,,
player,201410120mia,gnb,GuioLe99,fumbles_rec_yds,0,,,,,
player,201410120mia,gnb,GuioLe99,fumbles_rec_td,0,,,,,
player,201410120mia,gnb,GuioLe99,fumbles_forced,0,,,,,
player,201410120mia,gnb,HawkA.20,def_int,0,,,,,
player,201410120mia,gnb,HawkA.20,def_int_yds,0,,,,,
player,201410120mia,gnb,HawkA.20,def_int_td,0,,,,,
player,201410120mia,gnb,HawkA.20,def_int_long,0,,,,,
player,201410120mia,gnb,HawkA.20,pass_defended,0,,,,,
player,201410120mia,gnb,HawkA.20,sacks,0.0,,,,,
player,201410120mia,gnb,HawkA.20,tackles_combined,2,,,,,
player,201410120mia,gnb,HawkA.20,tackles_solo,2,,,,,
player,201410120mia,gnb,HawkA.20,tackles_assists,0,,,,,
player,201410120mia,gnb,HawkA.20,tackles_loss,0,,,,,
player,201410120mia,gnb,HawkA.20,qb_hits,0,,,,,
player,201410120mia,gnb,HawkA.20,fumbles_rec,0,,,,,
player,201410120mia,gnb,HawkA.20,fumbles_rec_yds,0,,,,,
player,201410120mia,gnb,HawkA.20,fumbles_rec_td,0,,,,,
player,201410120mia,gnb,HawkA.20,fumbles_forced,0,,,,,
player,201410120mia,gnb,HousDa00,def_int,0,,,,,
player,201410120mia,gnb,HousDa00,def_int_yds,0,,,,,
player,201410120mia,gnb,HousDa00,def_int_td,0,,,,,
player,201410120mia,gnb,HousDa00,def_int_long,0,,,,,
player,201410120mia,gnb,HousDa00,pass_defended,1,,,,,
player,201410120mia,gnb,HousDa00,sacks,0.0,,,,,
player,201410120mia,gnb,HousDa00,tackles_combined,2,,,,,
player,201410120mia,gnb,HousDa00,tackles_solo,2,,,,,
player,201410120mia,gnb,HousDa00,tackles_assists,0,,,,,
player,201410120mia,gnb,HousDa00,tackles_loss,0,,,,,
player,201410120mia,gnb,HousDa00,qb_hits,0,,,,,
player,201410120mia,gnb,HousDa00,fumbles_rec,0,,,,,
player,201410120mia,gnb,HousDa00,fumbles_rec_yds,0,,,,,
player,201410120mia,gnb,HousDa00,fumbles_rec_td,0,,,,,
player,201410120mia,gnb,HousDa00,fumbles_forced,0,,,,,
player,201410120mia,gnb,PerrNi00,def_int,0,,,,,
player,201410120mia,gnb,PerrNi00,def_int_yds,0,,,,,
player,201410120mia,gnb,PerrNi00,def_int_td,0,,,,,
player,201410120mia,gnb,PerrNi00,def_int_long,0,,,,,
player,201410120mia,gnb,PerrNi00,pass_defended,0,,,,,
player,201410120mia,gnb,PerrNi00,sacks,0.0,,,,,
player,201410120mia,gnb,PerrNi00,tackles_combined,2,,,,,
player,201410120mia,gnb,PerrNi00,tackles_solo,2,,,,,
player,201410120mia,gnb,PerrNi00,tackles_assists,0,,,,,
player,201410120mia,gnb,PerrNi00,tackles_loss,0,,,,,
player,201410120mia,gnb,PerrNi00,qb_hits,0,,,,,
player,201410120mia,gnb,PerrNi00,fumbles_rec,0,,,,,
player,201410120mia,gnb,PerrNi00,fumbles_rec_yds,0,,,,,
player,201410120mia,gnb,PerrNi00,fumbles_rec_td,0,,,,,
player,201410120mia,gnb,PerrNi00,fumbles_forced,0,,,,,
player,201410120mia,gnb,CrosMa20,def_int,0,,,,,
player,201410120mia,gnb,CrosMa20,def_int_yds,0,,,,,
player,201410120mia,gnb,CrosMa20,def_int_td,0,,,,,
player,201410120mia,gnb,CrosMa20,def_int_long,0,,,,,
player,201410120mia,gnb,CrosMa20,pass_defended,0,,,,,
player,201410120mia,gnb,CrosMa20,sacks,0.0,,,,,
player,201410120mia,gnb,CrosMa20,tackles_combined,1,,,,,
player,201410120mia,gnb,CrosMa20,tackles_solo,1,,,,,
player,201410120mia,gnb,CrosMa20,tackles_assists,0,,,,,
player,201410120mia,gnb,CrosMa20,tackles_loss,0,,,,,
player,201410120mia,gnb,CrosMa20,qb_hits,0,,,,,
player,201410120mia,gnb,CrosMa20,fumbles_rec,0,,,,,
player,201410120mia,gnb,CrosMa20,fumbles_rec_yds,0,,,,,
player,201410120mia,gnb,CrosMa20,fumbles_rec_td,0,,,,,
player,201410120mia,gnb,CrosMa20,fumbles_forced,0,,,,,
player,201410120mia,gnb,DaniMi00,def_int,0,,,,,
player,201410120mia,gnb,DaniMi00,def_int_yds,0,,,,,
player,201410120mia,gnb,DaniMi00,def_int_td,0,,,,,
player,201410120mia,gnb,DaniMi00,def_int_long,0,,,,,
player,201410120mia,gnb,DaniMi00,pass_defended,0,,,,,
player,201410120mia,gnb,DaniMi00,sacks,0.0,,,,,
player,201410120mia,gnb,DaniMi00,tackles_combined,1,,,,,
player,201410120mia,gnb,DaniMi00,tackles_solo,1,,,,,
player,201410120mia,gnb,DaniMi00,tackles_assists,0,,,,,
player,201410120mia,gnb,DaniMi00,tackles_loss,0,,,,,
player,201410120mia,gnb,DaniMi00,qb_hits,0,,,,,
player,201410120mia,gnb,DaniMi00,fumbles_rec,0,,,,,
player,201410120mia,gnb,DaniMi00,fumbles_rec_yds,0,,,,,
player,201410120mia,gnb,DaniMi00,fumbles_rec_td,0,,,,,
player,201410120mia,gnb,DaniMi00,fumbles_forced,0,,,,,
player,201410120mia,gnb,JoneBr99,def_int,0,,,,,
player,201410120mia,gnb,JoneBr99,def_int_yds,0,,,,,
player,201410120mia,gnb,JoneBr99,def_int_td,0,,,,,
player,201410120mia,gnb,JoneBr99,def_int_long,0,,,,,
player,201410120mia,gnb,JoneBr99,pass_defended,1,,,,,
player,201410120mia,gnb,JoneBr99,sacks,0.0,,,,,
player,201410120mia,gnb,JoneBr99,tackles_combined,1,,,,,
player,201410120mia,gnb,JoneBr99,tackles_solo,1,,,,,
player,201410120mia,gnb,JoneBr99,tackles_assists,0,,,,,
player,201410120mia,gnb,JoneBr99,tackles_loss,1,,,,,
player,201410120mia,gnb,JoneBr99,qb_hits,0,,,,,
player,201410120mia,gnb,JoneBr99,fumbles_rec,0,,,,,
player,201410120mia,gnb,JoneBr99,fumbles_rec_yds,0,,,,,
player,201410120mia,gnb,JoneBr99,fumbles_rec_td,0,,,,,
player,201410120mia,gnb,JoneBr99,fumbles_forced,0,,,,,
player,201410120mia,gnb,MattCl99,def_int,0,,,,,
player,201410120mia,gnb,MattCl99,def_int_yds,0,,,,,
player,201410120mia,gnb,MattCl99,def_int_td,0,,,,,
player,201410120mia,gnb,MattCl99,def_int_long,0,,,,,
player,201410120mia,gnb,MattCl99,pass_defended,1,,,,,
player,201410120mia,gnb,MattCl99,sacks,0.0,,,,,
player,201410120mia,gnb,MattCl99,tackles_combined,1,,,,,
player,201410120mia,gnb,MattCl99,tackles_solo,1,,,,,
player,201410120mia,gnb,MattCl99,tackles_assists,0,,,,,
player,201410120mia,gnb,MattCl99,tackles_loss,0,,,,,
player,201410120mia,gnb,MattCl99,qb_hits,1,,,,,
player,201410120mia,gnb,MattCl99,fumbles_rec,0,,,,,
player,201410120mia,gnb,MattCl99,fumbles_rec_yds,0,,,,,
player,201410120mia,gnb,MattCl99,fumbles_rec_td,0,,,,,
player,201410120mia,gnb,MattCl99,fumbles_forced,1,,,,,
player,201410120mia,gnb,PennMi00,def_int,0,,,,,
player,201410120mia,gnb,PennMi00,def_int_yds,0,,,,,
player,201410120mia,gnb,PennMi00,def_int_td,0,,,,,
player,201410120mia,gnb,PennMi00,def_int_long,0,,,,,
player,201410120mia,gnb,PennMi00,pass_defended,0,,,,,
player,201410120mia,gnb,PennMi00,sacks,0.0,,,,,
player,201410120mia,gnb,PennMi00,tackles_combined,1,,,,,
player,201410120mia,gnb,PennMi00,tackles_solo,1,,,,,
player,201410120mia,gnb,PennMi00,tackles_assists,0,,,,,
player,201410120mia,gnb,PennMi00,tackles_loss,0,,,,,
player,201410120mia,gnb,PennMi00,qb_hits,0,,,,,
player,201410120mia,gnb,PennMi00,fumbles_rec,0,,,,,
player,201410120mia,gnb,PennMi00,fumbles_rec_yds,0,,,,,
player,201410120mia,gnb,PennMi00,fumbles_rec_td,0,,,,,
player,201410120mia,gnb,PennMi00,fumbles_forced,0,,,,,
player,201410120mia,mia,VernOl00,def_int,0,,,,,
player,201410120mia,mia,VernOl00,def_int_yds,0,,,,,
player,201410120mia,mia,VernOl00,def_int_td,0,,,,,
player,201410120mia,mia,VernOl00,def_int_long,0,,,,,
player,201410120mia,mia,VernOl00,pass_defended,0,,,,,
player,201410120mia,mia,VernOl00,sacks,1.5,,,,,
player,201410120mia,mia,VernOl00,tackles_combined,7,,,,,
player,201410120mia,mia,VernOl00,tackles_solo,5,,,,,
player,201410120mia,mia,VernOl00,tackles_assists,2,,,,,
player,201410120mia,mia,VernOl00,tackles_loss,2,,,,,
player,201410120mia,mia,VernOl00,qb_hits,1,,,,,
player,201410120mia,mia,VernOl00,fumbles_rec,0,,,,,
player,201410120mia,mia,VernOl00,fumbles_rec_yds,0,,,,,
player,201410120mia,mia,VernOl00,fumbles_rec_td,0,,,,,
player,201410120mia,mia,VernOl00,fumbles_forced,1,,,,,
player,201410120mia,mia,WakeCa00,def_int,0,,,,,
player,201410120mia,mia,WakeCa00,def_int_yds,0,,,,,
player,201410120mia,mia,WakeCa00,def_int_td,0,,,,,
player,201410120mia,mia,WakeCa00,def_int_long,0,,,,,
player,201410120mia,mia,WakeCa00,pass_defended,0,,,,,
player,201410120mia,mia,WakeCa00,sacks,1.5,,,,,
player,201410120mia,mia,WakeCa00,tackles_combined,3,,,,,
player,201410120mia,mia,WakeCa00,tackles_solo,2,,,,,
player,201410120mia,mia,WakeCa00,tackles_assists,1,,,,,
player,201410120mia,mia,WakeCa00,tackles_loss,1,,,,,
player,201410120mia,mia,WakeCa00,qb_hits,3,,,,,
player,201410120mia,mia,WakeCa00,fumbles_rec,0,,,,,
player,201410120mia,mia,WakeCa00,fumbles_rec_yds,0,,,,,
player,201410120mia,mia,WakeCa00,fumbles_rec_td,0,,,,,
player,201410120mia,mia,WakeCa00,fumbles_forced,0,,,,,
player,201410120mia,mia,JoneRe99,def_int,0,,,,,
player,201410120mia,mia,JoneRe99,def_int_yds,0,,,,,
player,201410120mia,mia,JoneRe99,def_int_td,0,,,,,
player,201410120mia,mia,JoneRe99,def_int_long,0,,,,,
player,201410120mia,mia,JoneRe99,pass_defended,1,,,,,
player,201410120mia,mia,JoneRe99,sacks,0.0,,,,,
player,201410120mia,mia,JoneRe99,tackles_combined,9,,,,,
player,201410120mia,mia,JoneRe99,tackles_solo,9,,,,,
player,201410120mia,mia,JoneRe99,tackles_assists,0,,,,,
player,201410120mia,mia,JoneRe99,tackles_loss,0,,,,,
player,201410120mia,mia,JoneRe99,qb_hits,0,,,,,
player,201410120mia,mia,JoneRe99,fumbles_rec,0,,,,,
player,201410120mia,mia,JoneRe99,fumbles_rec_yds,0,,,,,
player,201410120mia,mia,JoneRe99,fumbles_rec_td,0,,,,,
player,201410120mia,mia,JoneRe99,fumbles_forced,0,,,,,
player,201410120mia,mia,MisiKo99,def_int,0,,,,,
player,201410120mia,mia,MisiKo99,def_int_yds,0,,,,,
player,201410120mia,mia,MisiKo99,def_int_td,0,,,,,
player,201410120mia,mia,MisiKo99,def_int_long,0,,,,,
player,201410120mia,mia,MisiKo99,pass_defended,0,,,,,
player,201410120mia,mia,MisiKo99,sacks,0.0,,,,,
player,201410120mia,mia,MisiKo99,tackles_combined,9,,,,,
player,201410120mia,mia,MisiKo99,tackles_solo,8,,,,,
player,201410120mia,mia,MisiKo99,tackles_assists,1,,,,,
player,201410120mia,mia,MisiKo99,tackles_loss,0,,,,,
player,201410120mia,mia,MisiKo99,qb_hits,1,,,,,
player,201410120mia,mia,MisiKo99,fumbles_rec,0,,,,,
player,201410120mia,mia,MisiKo99,fumbles_rec_yds,0,,,,,
player,201410120mia,mia,MisiKo99,fumbles_rec_td,0,,,,,
player,201410120mia,mia,MisiKo99,fumbles_forced,0,,,,,
player,201410120mia,mia,GrimBr20,def_int,0,,,,,
player,201410120mia,mia,GrimBr20,def_int_yds,0,,,,,
player,201410120mia,mia,GrimBr20,def_int_td,0,,,,,
player,201410120mia,mia,GrimBr20,def_int_long,0,,,,,
player,201410120mia,mia,GrimBr20,pass_defended,1,,,,,
player,201410120mia,mia,GrimBr20,sacks,0.0,,,,,
player,201410120mia,mia,GrimBr20,tackles_combined,7,,,,,
player,201410120mia,mia,GrimBr20,tackles_solo,7,,,,,
player,201410120mia,mia,GrimBr20,tackles_assists,0,,,,,
player,201410120mia,mia,GrimBr20,tackles_loss,0,,,,,
player,201410120mia,mia,GrimBr20,qb_hits,0,,,,,
player,201410120mia,mia,GrimBr20,fumbles_rec,0,,,,,
player,201410120mia,mia,GrimBr20,fumbles_rec_yds,0,,,,,
player,201410120mia,mia,GrimBr20,fumbles_rec_td,0,,,,,
player,201410120mia,mia,GrimBr20,fumbles_forced,0,,,,,
player,201410120mia,mia,DelmLo99,def_int,0,,,,,
player,201410120mia,mia,DelmLo99,def_int_yds,0,,,,,
player,201410120mia,mia,DelmLo99,def_int_td,0,,,,,
player,201410120mia,mia,DelmLo99,def_int_long,0,,,,,
player,201410120mia,mia,DelmLo99,pass_defended,0,,,,,
player,201410120mia,mia,DelmLo99,sacks,0.0,,,,,
player,201410120mia,mia,DelmLo99,tackles_combined,6,,,,,
player,201410120mia,mia,DelmLo99,tackles_solo,3,,,,,
player,201410120mia,mia,DelmLo99,tackles_assists,3,,,,,
player,201410120mia,mia,DelmLo99,tackles_loss,0,,,,,
player,201410120mia,mia,DelmLo99,qb_hits,0,,,,,
player,201410120mia,mia,DelmLo99,fumbles_rec,0,,,,,
player,201410120mia,mia,DelmLo99,fumbles_rec_yds,0,,,,,
player,201410120mia,mia,DelmLo99,fumbles_rec_td,0,,,,,
player,201410120mia,mia,DelmLo99,fumbles_forced,0,,,,,
player,201410120mia,mia,JenkJe00,def_int,0,,,,,
player,201410120mia,mia,JenkJe00,def_int_yds,0,,,,,
player,201410120mia,mia,JenkJe00,def_int_td,0,,,,,
player,201410120mia,mia,JenkJe00,def_int_long,0,,,,,
player,201410120mia,mia,JenkJe00,pass_defended,1,,,,,
player,201410120mia,mia,JenkJe00,sacks,0.0,,,,,
player,201410120mia,mia,JenkJe00,tackles_combined,6,,,,,
player,201410120mia,mia,JenkJe00,tackles_solo,6,,,,,
player,201410120mia,mia,JenkJe00,tackles_assists,0,,,,,
player,201410120mia,mia,JenkJe00,tackles_loss,0,,,,,
player,201410120mia,mia,JenkJe00,qb_hits,0,,,,,
player,201410120mia,mia,JenkJe00,fumbles_rec,0,,,,,
player,201410120mia,mia,JenkJe00,fumbles_rec_yds,0,,,,,
player,201410120mia,mia,JenkJe00,fumbles_rec_td,0,,,,,
player,201410120mia,mia,JenkJe00,fumbles_forced,0,,,,,
player,201410120mia,mia,FinnCo20,def_int,0,,,,,
player,201410120mia,mia,FinnCo20,def_int_yds,0,,,,,
player,201410120mia,mia,FinnCo20,def_int_td,0,,,,,
player,201410120mia,mia,FinnCo20,def_int_long,0,,,,,
player,201410120mia,mia,FinnCo20,pass_defended,1,,,,,
player,201410120mia,mia,FinnCo20,sacks,0.0,,,,,
player,201410120mia,mia,FinnCo20,tackles_combined,4,,,,,
player,201410120mia,mia,FinnCo20,tackles_solo,1,,,,,
player,201410120mia,mia,FinnCo20,tackles_assists,3,,,,,
player,201410120mia,mia,FinnCo20,tackles_loss,0,,,,,
player,201410120mia,mia,FinnCo20,qb_hits,0,,,,,
player,201410120mia,mia,FinnCo20,fumbles_rec,0,,,,,
player,201410120mia,mia,FinnCo20,fumbles_rec_yds,0,,,,,
player,201410120mia,mia,FinnCo20,fumbles_rec_td,0,,,,,
player,201410120mia,mia,FinnCo20,fumbles_forced,0,,,,,
player,201410120mia,mia,WilsJi00,def_int,0,,,,,
player,201410120mia,mia,WilsJi00,def_int_yds,0,,,,,
player,201410120mia,mia,WilsJi00,def_int_td,0,,,,,
player,201410120mia,mia,WilsJi00,def_int_long,0,,,,,
player,201410120mia,mia,WilsJi00,pass_defended,0,,,,,
player,201410120mia,mia,WilsJi00,sacks,0.0,,,,,
player,201410120mia,mia,WilsJi00,tackles_combined,3,,,,,
player,201410120mia,mia,WilsJi00,tackles_solo,2,,,,,
player,201410120mia,mia,WilsJi00,tackles_assists,1,,,,,
player,201410120mia,mia,WilsJi00,tackles_loss,0,,,,,
player,201410120mia,mia,WilsJi00,qb_hits,1,,,,,
player,201410120mia,mia,WilsJi00,fumbles_rec,0,,,,,
player,201410120mia,mia,WilsJi00,fumbles_rec_yds,0,,,,,
player,201410120mia,mia,WilsJi00,fumbles_rec_td,0,,,,,
player,201410120mia,mia,WilsJi00,fumbles_forced,0,,,,,
player,201410120mia,mia,FedeTe00,def_int,0,,,,,
player,201410120mia,mia,FedeTe00,def_int_yds,0,,,,,
player,201410120mia,mia,FedeTe00,def_int_td,0,,,,,
player,201410120mia,mia,FedeTe00,def_int_long,0,,,,,
player,201410120mia,mia,FedeTe00,pass_defended,0,,,,,
player,201410120mia,mia,FedeTe00,sacks,0.0,,,,,
player,201410120mia,mia,FedeTe00,tackles_combined,2,,,,,
player,201410120mia,mia,FedeTe00,tackles_solo,2,,,,,
player,201410120mia,mia,FedeTe00,tackles_assists,0,,,,,
player,201410120mia,mia,FedeTe00,tackles_loss,0,,,,,
player,201410120mia,mia,FedeTe00,qb_hits,0,,,,,
player,201410120mia,mia,FedeTe00,fumbles_rec,0,,,,,
player,201410120mia,mia,FedeTe00,fumbles_rec_yds,0,,,,,
player,201410120mia,mia,FedeTe00,fumbles_rec_td,0,,,,,
player,201410120mia,mia,FedeTe00,fumbles_forced,0,,,,,
player,201410120mia,mia,MitcEa99,def_int,0,,,,,
player,201410120mia,mia,MitcEa99,def_int_yds,0,,,,,
player,201410120mia,mia,MitcEa99,def_int_td,0,,,,,
player,201410120mia,mia,MitcEa99,def_int_long,0,,,,,
player,201410120mia,mia,MitcEa99,pass_defended,0,,,,,
player,201410120mia,mia,MitcEa99,sacks,0.0,,,,,
player,201410120mia,mia,MitcEa99,tackles_combined,2,,,,,
player,201410120mia,mia,MitcEa99,tackles_solo,2,,,,,
player,201410120mia,mia,MitcEa99,tackles_assists,0,,,,,
player,201410120mia,mia,MitcEa99,tackles_loss,1,,,,,
player,201410120mia,mia,MitcEa99,qb_hits,0,,,,,
player,201410120mia,mia,MitcEa99,fumbles_rec,0,,,,,
player,201410120mia,mia,MitcEa99,fumbles_rec_yds,0,,,,,
player,201410120mia,mia,MitcEa99,fumbles_rec_td,0,,,,,
player,201410120mia,mia,MitcEa99,fumbles_forced,0,,,,,
player,201410120mia,mia,LandJa00,def_int,0,,,,,
player,201410120mia,mia,LandJa00,def_int_yds,0,,,,,
player,201410120mia,mia,LandJa00,def_int_td,0,,,,,
player,201410120mia,mia,LandJa00,def_int_long,0,,,,,
player,201410120mia,mia,LandJa00,pass_defended,0,,,,,
player,201410120mia,mia,LandJa00,sacks,0.0,,,,,
player,201410120mia,mia,LandJa00,tackles_combined,1,,,,,
player,201410120mia,mia,LandJa00,tackles_solo,1,,,,,
player,201410120mia,mia,LandJa00,tackles_assists,0,,,,,
player,201410120mia,mia,LandJa00,tackles_loss,0,,,,,
player,201410120mia,mia,LandJa00,qb_hits,0,,,,,
player,201410120mia,mia,LandJa00,fumbles_rec,0,,,,,
player,201410120mia,mia,LandJa00,fumbles_rec_yds,0,,,,,
player,201410120mia,mia,LandJa00,fumbles_rec_td,0,,,,,
player,201410120mia,mia,LandJa00,fumbles_forced,0,,,,,
player,201410120mia,mia,McCaCh00,def_int,0,,,,,
player,201410120mia,mia,McCaCh00,def_int_yds,0,,,,,
player,201410120mia,mia,McCaCh00,def_int_td,0,,,,,
player,201410120mia,mia,McCaCh00,def_int_long,0,,,,,
player,201410120mia,mia,McCaCh00,pass_defended,0,,,,,
player,201410120mia,mia,McCaCh00,sacks,0.0,,,,,
player,201410120mia,mia,McCaCh00,tackles_combined,1,,,,,
player,201410120mia,mia,McCaCh00,tackles_solo,1,,,,,
player,201410120mia,mia,McCaCh00,tackles_assists,0,,,,,
player,201410120mia,mia,McCaCh00,tackles_loss,1,,,,,
player,201410120mia,mia,McCaCh00,qb_hits,0,,,,,
player,201410120mia,mia,McCaCh00,fumbles_rec,0,,,,,
player,201410120mia,mia,McCaCh00,fumbles_rec_yds,0,,,,,
player,201410120mia,mia,McCaCh00,fumbles_rec_td,0,,,,,
player,201410120mia,mia,McCaCh00,fumbles_forced,0,,,,,
player,201410120mia,mia,OdriJa99,def_int,0,,,,,
player,201410120mia,mia,OdriJa99,def_int_yds,0,,,,,
player,201410120mia,mia,OdriJa99,def_int_td,0,,,,,
player,201410120mia,mia,OdriJa99,def_int_long,0,,,,,
player,201410120mia,mia,OdriJa99,pass_defended,2,,,,,
player,201410120mia,mia,OdriJa99,sacks,0.0,,,,,
player,201410120mia,mia,OdriJa99,tackles_combined,1,,,,,
player,201410120mia,mia,OdriJa99,tackles_solo,1,,,,,
player,201410120mia,mia,OdriJa99,tackles_assists,0,,,,,
player,201410120mia,mia,OdriJa99,tackles_loss,0,,,,,
player,201410120mia,mia,OdriJa99,qb_hits,0,,,,,
player,201410120mia,mia,OdriJa99,fumbles_rec,0,,,,,
player,201410120mia,mia,OdriJa99,fumbles_rec_yds,0,,,,,
player,201410120mia,mia,OdriJa99,fumbles_rec_td,0,,,,,
player,201410120mia,mia,OdriJa99,fumbles_forced,0,,,,,
player,201410120mia,mia,ShepKe00,def_int,0,,,,,
player,201410120mia,mia,ShepKe00,def_int_yds,0,,,,,
player,201410120mia,mia,ShepKe00,def_int_td,0,,,,,
player,201410120mia,mia,ShepKe00,def_int_long,0,,,,,
player,201410120mia,mia,ShepKe00,pass_defended,0,,,,,
player,201410120mia,mia,ShepKe00,sacks,0.0,,,,,
player,201410120mia,mia,ShepKe00,tackles_combined,1,,,,,
player,201410120mia,mia,ShepKe00,tackles_solo,1,,,,,
player,201410120mia,mia,ShepKe00,tackles_assists,0,,,,,
player,201410120mia,mia,ShepKe00,tackles_loss,0,,,,,
player,201410120mia,mia,ShepKe00,qb_hits,0,,,,,
player,201410120mia,mia,ShepKe00,fumbles_rec,0,,,,,
player,201410120mia,mia,ShepKe00,fumbles_rec_yds,0,,,,,
player,201410120mia,mia,ShepKe00,fumbles_rec_td,0,,,,,
player,201410120mia,mia,ShepKe00,fumbles_forced,0,,,,,
player,201410120mia,mia,StarRa20,def_int,0,,,,,
player,201410120mia,mia,StarRa20,def_int_yds,0,,,,,
player,201410120mia,mia,StarRa20,def_int_td,0,,,,,
player,201410120mia,mia,StarRa20,def_int_long,0,,,,,
player,201410120mia,mia,StarRa20,pass_defended,0,,,,,
