game,2014,5,20141005,201410050sfo,kan,"Kansas City Chiefs",17,sfo,"San Francisco 49ers",22
player,201410050sfo,kan,SmitAl03,pass_rating,65.7,,,,,
player,201410050sfo,kan,SmitAl03,rush_att,1,,,,,
player,201410050sfo,kan,SmitAl03,rush_yds,6,,,,,
player,201410050sfo,kan,SmitAl03,rush_td,0,,,,,
player,201410050sfo,kan,SmitAl03,rush_long,6,,,,,
player,201410050sfo,kan,SmitAl03,targets,0,,,,,
player,201410050sfo,kan,SmitAl03,rec,0,,,,,
player,201410050sfo,kan,SmitAl03,rec_yds,0,,,,,
player,201410050sfo,kan,SmitAl03,rec_td,0,,,,,
player,201410050sfo,kan,SmitAl03,rec_long,0,,,,,
player,201410050sfo,kan,SmitAl03,fumbles,0,,,,,
player,201410050sfo,kan,SmitAl03,fumbles_lost,0,,,,,
player,201410050sfo,kan,CharJa00,pass_cmp,0,,,,,
player,201410050sfo,kan,CharJa00,pass_att,0,,,,,
player,201410050sfo,kan,CharJa00,pass_yds,0,,,,,
player,201410050sfo,kan,CharJa00,pass_td,0,,,,,
player,201410050sfo,kan,CharJa00,pass_int,0,,,,,
player,201410050sfo,kan,CharJa00,pass_sacked,0,,,,,
player,201410050sfo,kan,CharJa00,pass_sacked_yds,0,,,,,
player,201410050sfo,kan,CharJa00,pass_long,0,,,,,
player,201410050sfo,kan,CharJa00,pass_rating,,,,,,
player,201410050sfo,kan,CharJa00,rush_att,15,,,,,
player,201410050sfo,kan,CharJa00,rush_yds,80,,,,,
player,201410050sfo,kan,CharJa00,rush_td,0,,,,,
player,201410050sfo,kan,CharJa00,rush_long,26,,,,,
player,201410050sfo,kan,CharJa00,targets,4,,,,,
player,201410050sfo,kan,CharJa00,rec,1,,,,,
player,201410050sfo,kan,CharJa00,rec_yds,4,,,,,
player,201410050sfo,kan,CharJa00,rec_td,0,,,,,
player,201410050sfo,kan,CharJa00,rec_long,4,,,,,
player,201410050sfo,kan,CharJa00,fumbles,1,,,,,
player,201410050sfo,kan,CharJa00,fumbles_lost,0,,,,,
player,201410050sfo,kan,ThomDe05,pass_cmp,0,,,,,
player,201410050sfo,kan,ThomDe05,pass_att,0,,,,,
player,201410050sfo,kan,ThomDe05,pass_yds,0,,,,,
player,201410050sfo,kan,ThomDe05,pass_td,0,,,,,
player,201410050sfo,kan,ThomDe05,pass_int,0,,,,,
player,201410050sfo,kan,ThomDe05,pass_sacked,0,,,,,
player,201410050sfo,kan,ThomDe05,pass_sacked_yds,0,,,,,
player,201410050sfo,kan,ThomDe05,pass_long,0,,,,,
player,201410050sfo,kan,ThomDe05,pass_rating,,,,,,
player,201410050sfo,kan,ThomDe05,rush_att,1,,,,,
player,201410050sfo,kan,ThomDe05,rush_yds,17,,,,,
player,201410050sfo,kan,ThomDe05,rush_td,1,,,,,
player,201410050sfo,kan,ThomDe05,rush_long,17,,,,,
player,201410050sfo,kan,ThomDe05,targets,0,,,,,
player,201410050sfo,kan,ThomDe05,rec,0,,,,,
player,201410050sfo,kan,ThomDe05,rec_yds,0,,,,,
player,201410050sfo,kan,ThomDe05,rec_td,0,,,,,
player,201410050sfo,kan,ThomDe05,rec_long,0,,,,,
player,201410050sfo,kan,ThomDe05,fumbles,0,,,,,
player,201410050sfo,kan,ThomDe05,fumbles_lost,0,,,,,
player,201410050sfo,kan,DaviKn00,pass_cmp,0,,,,,
player,201410050sfo,kan,DaviKn00,pass_att,0,,,,,
player,201410050sfo,kan,DaviKn00,pass_yds,0,,,,,
player,201410050sfo,kan,DaviKn00,pass_td,0,,,,,
player,201410050sfo,kan,DaviKn00,pass_int,0,,,,,
player,201410050sfo,kan,DaviKn00,pass_sacked,0,,,,,
player,201410050sfo,kan,DaviKn00,pass_sacked_yds,0,,,,,
player,201410050sfo,kan,DaviKn00,pass_long,0,,,,,
player,201410050sfo,kan,DaviKn00,pass_rating,,,,,,
player,201410050sfo,kan,DaviKn00,rush_att,2,,,,,
player,201410050sfo,kan,DaviKn00,rush_yds,6,,,,,
player,201410050sfo,kan,DaviKn00,rush_td,0,,,,,
player,201410050sfo,kan,DaviKn00,rush_long,3,,,,,
player,201410050sfo,kan,DaviKn00,targets,1,,,,,
player,201410050sfo,kan,DaviKn00,rec,0,,,,,
player,201410050sfo,kan,DaviKn00,rec_yds,0,,,,,
player,201410050sfo,kan,DaviKn00,rec_td,0,,,,,
player,201410050sfo,kan,DaviKn00,rec_long,0,,,,,
player,201410050sfo,kan,DaviKn00,fumbles,0,,,,,
player,201410050sfo,kan,DaviKn00,fumbles_lost,0,,,,,
player,201410050sfo,kan,HemiJu00,pass_cmp,0,,,,,
player,201410050sfo,kan,HemiJu00,pass_att,0,,,,,
player,201410050sfo,kan,HemiJu00,pass_yds,0,,,,,
player,201410050sfo,kan,HemiJu00,pass_td,0,,,,,
player,201410050sfo,kan,HemiJu00,pass_int,0,,,,,
player,201410050sfo,kan,HemiJu00,pass_sacked,0,,,,,
player,201410050sfo,kan,HemiJu00,pass_sacked_yds,0,,,,,
player,201410050sfo,kan,HemiJu00,pass_long,0,,,,,
player,201410050sfo,kan,HemiJu00,pass_rating,,,,,,
player,201410050sfo,kan,HemiJu00,rush_att,0,,,,,
player,201410050sfo,kan,HemiJu00,rush_yds,0,,,,,
player,201410050sfo,kan,HemiJu00,rush_td,0,,,,,
player,201410050sfo,kan,HemiJu00,rush_long,0,,,,,
player,201410050sfo,kan,HemiJu00,targets,4,,,,,
player,201410050sfo,kan,HemiJu00,rec,4,,,,,
player,201410050sfo,kan,HemiJu00,rec_yds,50,,,,,
player,201410050sfo,kan,HemiJu00,rec_td,0,,,,,
player,201410050sfo,kan,HemiJu00,rec_long,17,,,,,
player,201410050sfo,kan,HemiJu00,fumbles,0,,,,,
player,201410050sfo,kan,HemiJu00,fumbles_lost,0,,,,,
player,201410050sfo,kan,BoweDw00,pass_cmp,0,,,,,
player,201410050sfo,kan,BoweDw00,pass_att,0,,,,,
player,201410050sfo,kan,BoweDw00,pass_yds,0,,,,,
player,201410050sfo,kan,BoweDw00,pass_td,0,,,,,
player,201410050sfo,kan,BoweDw00,pass_int,0,,,,,
player,201410050sfo,kan,BoweDw00,pass_sacked,0,,,,,
player,201410050sfo,kan,BoweDw00,pass_sacked_yds,0,,,,,
player,201410050sfo,kan,BoweDw00,pass_long,0,,,,,
player,201410050sfo,kan,BoweDw00,pass_rating,,,,,,
player,201410050sfo,kan,BoweDw00,rush_att,0,,,,,
player,201410050sfo,kan,BoweDw00,rush_yds,0,,,,,
player,201410050sfo,kan,BoweDw00,rush_td,0,,,,,
player,201410050sfo,kan,BoweDw00,rush_long,0,,,,,
player,201410050sfo,kan,BoweDw00,targets,6,,,,,
player,201410050sfo,kan,BoweDw00,rec,3,,,,,
player,201410050sfo,kan,BoweDw00,rec_yds,42,,,,,
player,201410050sfo,kan,BoweDw00,rec_td,0,,,,,
player,201410050sfo,kan,BoweDw00,rec_long,18,,,,,
player,201410050sfo,kan,BoweDw00,fumbles,0,,,,,
player,201410050sfo,kan,BoweDw00,fumbles_lost,0,,,,,
player,201410050sfo,kan,FasaAn00,pass_cmp,0,,,,,
player,201410050sfo,kan,FasaAn00,pass_att,0,,,,,
player,201410050sfo,kan,FasaAn00,pass_yds,0,,,,,
player,201410050sfo,kan,FasaAn00,pass_td,0,,,,,
player,201410050sfo,kan,FasaAn00,pass_int,0,,,,,
player,201410050sfo,kan,FasaAn00,pass_sacked,0,,,,,
player,201410050sfo,kan,FasaAn00,pass_sacked_yds,0,,,,,
player,201410050sfo,kan,FasaAn00,pass_long,0,,,,,
player,201410050sfo,kan,FasaAn00,pass_rating,,,,,,
player,201410050sfo,kan,FasaAn00,rush_att,0,,,,,
player,201410050sfo,kan,FasaAn00,rush_yds,0,,,,,
player,201410050sfo,kan,FasaAn00,rush_td,0,,,,,
player,201410050sfo,kan,FasaAn00,rush_long,0,,,,,
player,201410050sfo,kan,FasaAn00,targets,7,,,,,
player,201410050sfo,kan,FasaAn00,rec,4,,,,,
player,201410050sfo,kan,FasaAn00,rec_yds,32,,,,,
player,201410050sfo,kan,FasaAn00,rec_td,0,,,,,
player,201410050sfo,kan,FasaAn00,rec_long,13,,,,,
player,201410050sfo,kan,FasaAn00,fumbles,0,,,,,
player,201410050sfo,kan,FasaAn00,fumbles_lost,0,,,,,
player,201410050sfo,kan,KelcTr00,pass_cmp,0,,,,,
player,201410050sfo,kan,KelcTr00,pass_att,0,,,,,
player,201410050sfo,kan,KelcTr00,pass_yds,0,,,,,
player,201410050sfo,kan,KelcTr00,pass_td,0,,,,,
player,201410050sfo,kan,KelcTr00,pass_int,0,,,,,
player,201410050sfo,kan,KelcTr00,pass_sacked,0,,,,,
player,201410050sfo,kan,KelcTr00,pass_sacked_yds,0,,,,,
player,201410050sfo,kan,KelcTr00,pass_long,0,,,,,
player,201410050sfo,kan,KelcTr00,pass_rating,,,,,,
player,201410050sfo,kan,KelcTr00,rush_att,0,,,,,
player,201410050sfo,kan,KelcTr00,rush_yds,0,,,,,
player,201410050sfo,kan,KelcTr00,rush_td,0,,,,,
player,201410050sfo,kan,KelcTr00,rush_long,0,,,,,
player,201410050sfo,kan,KelcTr00,targets,3,,,,,
player,201410050sfo,kan,KelcTr00,rec,2,,,,,
player,201410050sfo,kan,KelcTr00,rec_yds,15,,,,,
player,201410050sfo,kan,KelcTr00,rec_td,1,,,,,
player,201410050sfo,kan,KelcTr00,rec_long,13,,,,,
player,201410050sfo,kan,KelcTr00,fumbles,0,,,,,
player,201410050sfo,kan,KelcTr00,fumbles_lost,0,,,,,
player,201410050sfo,kan,SherAn00,pass_cmp,0,,,,,
player,201410050sfo,kan,SherAn00,pass_att,0,,,,,
player,201410050sfo,kan,SherAn00,pass_yds,0,,,,,
player,201410050sfo,kan,SherAn00,pass_td,0,,,,,
player,201410050sfo,kan,SherAn00,pass_int,0,,,,,
player,201410050sfo,kan,SherAn00,pass_sacked,0,,,,,
player,201410050sfo,kan,SherAn00,pass_sacked_yds,0,,,,,
player,201410050sfo,kan,SherAn00,pass_long,0,,,,,
player,201410050sfo,kan,SherAn00,pass_rating,,,,,,
player,201410050sfo,kan,SherAn00,rush_att,0,,,,,
player,201410050sfo,kan,SherAn00,rush_yds,0,,,,,
player,201410050sfo,kan,SherAn00,rush_td,0,,,,,
player,201410050sfo,kan,SherAn00,rush_long,0,,,,,
player,201410050sfo,kan,SherAn00,targets,2,,,,,
player,201410050sfo,kan,SherAn00,rec,1,,,,,
player,201410050sfo,kan,SherAn00,rec_yds,12,,,,,
player,201410050sfo,kan,SherAn00,rec_td,0,,,,,
player,201410050sfo,kan,SherAn00,rec_long,12,,,,,
player,201410050sfo,kan,SherAn00,fumbles,0,,,,,
player,201410050sfo,kan,SherAn00,fumbles_lost,0,,,,,
player,201410050sfo,kan,HarrDe03,pass_cmp,0,,,,,
player,201410050sfo,kan,HarrDe03,pass_att,0,,,,,
player,201410050sfo,kan,HarrDe03,pass_yds,0,,,,,
player,201410050sfo,kan,HarrDe03,pass_td,0,,,,,
player,201410050sfo,kan,HarrDe03,pass_int,0,,,,,
player,201410050sfo,kan,HarrDe03,pass_sacked,0,,,,,
player,201410050sfo,kan,HarrDe03,pass_sacked_yds,0,,,,,
player,201410050sfo,kan,HarrDe03,pass_long,0,,,,,
player,201410050sfo,kan,HarrDe03,pass_rating,,,,,,
player,201410050sfo,kan,HarrDe03,rush_att,0,,,,,
player,201410050sfo,kan,HarrDe03,rush_yds,0,,,,,
player,201410050sfo,kan,HarrDe03,rush_td,0,,,,,
player,201410050sfo,kan,HarrDe03,rush_long,0,,,,,
player,201410050sfo,kan,HarrDe03,targets,1,,,,,
player,201410050sfo,kan,HarrDe03,rec,0,,,,,
player,201410050sfo,kan,HarrDe03,rec_yds,0,,,,,
player,201410050sfo,kan,HarrDe03,rec_td,0,,,,,
player,201410050sfo,kan,HarrDe03,rec_long,0,,,,,
player,201410050sfo,kan,HarrDe03,fumbles,0,,,,,
player,201410050sfo,kan,HarrDe03,fumbles_lost,0,,,,,
player,201410050sfo,kan,JenkA.00,pass_cmp,0,,,,,
player,201410050sfo,kan,JenkA.00,pass_att,0,,,,,
player,201410050sfo,kan,JenkA.00,pass_yds,0,,,,,
player,201410050sfo,kan,JenkA.00,pass_td,0,,,,,
player,201410050sfo,kan,JenkA.00,pass_int,0,,,,,
player,201410050sfo,kan,JenkA.00,pass_sacked,0,,,,,
player,201410050sfo,kan,JenkA.00,pass_sacked_yds,0,,,,,
player,201410050sfo,kan,JenkA.00,pass_long,0,,,,,
player,201410050sfo,kan,JenkA.00,pass_rating,,,,,,
player,201410050sfo,kan,JenkA.00,rush_att,1,,,,,
player,201410050sfo,kan,JenkA.00,rush_yds,-2,,,,,
player,201410050sfo,kan,JenkA.00,rush_td,0,,,,,
player,201410050sfo,kan,JenkA.00,rush_long,-2,,,,,
player,201410050sfo,kan,JenkA.00,targets,2,,,,,
player,201410050sfo,kan,JenkA.00,rec,1,,,,,
player,201410050sfo,kan,JenkA.00,rec_yds,3,,,,,
player,201410050sfo,kan,JenkA.00,rec_td,0,,,,,
player,201410050sfo,kan,JenkA.00,rec_long,3,,,,,
player,201410050sfo,kan,JenkA.00,fumbles,0,,,,,
player,201410050sfo,kan,JenkA.00,fumbles_lost,0,,,,,
player,201410050sfo,sfo,KaepCo00,pass_cmp,14,,,,,
player,201410050sfo,sfo,KaepCo00,pass_att,26,,,,,
player,201410050sfo,sfo,KaepCo00,pass_yds,201,,,,,
player,201410050sfo,sfo,KaepCo00,pass_td,1,,,,,
player,201410050sfo,sfo,KaepCo00,pass_int,0,,,,,
player,201410050sfo,sfo,KaepCo00,pass_sacked,3,,,,,
player,201410050sfo,sfo,KaepCo00,pass_sacked_yds,15,,,,,
player,201410050sfo,sfo,KaepCo00,pass_long,38,,,,,
player,201410050sfo,sfo,KaepCo00,pass_rating,92.0,,,,,
player,201410050sfo,sfo,KaepCo00,rush_att,10,,,,,
player,201410050sfo,sfo,KaepCo00,rush_yds,18,,,,,
player,201410050sfo,sfo,KaepCo00,rush_td,0,,,,,
player,201410050sfo,sfo,KaepCo00,rush_long,9,,,,,
player,201410050sfo,sfo,KaepCo00,targets,0,,,,,
player,201410050sfo,sfo,KaepCo00,rec,0,,,,,
player,201410050sfo,sfo,KaepCo00,rec_yds,0,,,,,
player,201410050sfo,sfo,KaepCo00,rec_td,0,,,,,
player,201410050sfo,sfo,KaepCo00,rec_long,0,,,,,
player,201410050sfo,sfo,KaepCo00,fumbles,0,,,,,
player,201410050sfo,sfo,KaepCo00,fumbles_lost,0,,,,,
player,201410050sfo,sfo,BoldAn00,pass_cmp,0,,,,,
player,201410050sfo,sfo,BoldAn00,pass_att,1,,,,,
player,201410050sfo,sfo,BoldAn00,pass_yds,0,,,,,
player,201410050sfo,sfo,BoldAn00,pass_td,0,,,,,
player,201410050sfo,sfo,BoldAn00,pass_int,0,,,,,
player,201410050sfo,sfo,BoldAn00,pass_sacked,0,,,,,
player,201410050sfo,sfo,BoldAn00,pass_sacked_yds,0,,,,,
player,201410050sfo,sfo,BoldAn00,pass_long,0,,,,,
player,201410050sfo,sfo,BoldAn00,pass_rating,39.6,,,,,
player,201410050sfo,sfo,BoldAn00,rush_att,0,,,,,
player,201410050sfo,sfo,BoldAn00,rush_yds,0,,,,,
player,201410050sfo,sfo,BoldAn00,rush_td,0,,,,,
player,201410050sfo,sfo,BoldAn00,rush_long,0,,,,,
player,201410050sfo,sfo,BoldAn00,targets,8,,,,,
player,201410050sfo,sfo,BoldAn00,rec,4,,,,,
player,201410050sfo,sfo,BoldAn00,rec_yds,72,,,,,
player,201410050sfo,sfo,BoldAn00,rec_td,0,,,,,
player,201410050sfo,sfo,BoldAn00,rec_long,27,,,,,
player,201410050sfo,sfo,BoldAn00,fumbles,0,,,,,
player,201410050sfo,sfo,BoldAn00,fumbles_lost,0,,,,,
player,201410050sfo,sfo,GoreFr00,pass_cmp,0,,,,,
player,201410050sfo,sfo,GoreFr00,pass_att,0,,,,,
player,201410050sfo,sfo,GoreFr00,pass_yds,0,,,,,
player,201410050sfo,sfo,GoreFr00,pass_td,0,,,,,
player,201410050sfo,sfo,GoreFr00,pass_int,0,,,,,
player,201410050sfo,sfo,GoreFr00,pass_sacked,0,,,,,
player,201410050sfo,sfo,GoreFr00,pass_sacked_yds,0,,,,,
player,201410050sfo,sfo,GoreFr00,pass_long,0,,,,,
player,201410050sfo,sfo,GoreFr00,pass_rating,,,,,,
player,201410050sfo,sfo,GoreFr00,rush_att,18,,,,,
player,201410050sfo,sfo,GoreFr00,rush_yds,107,,,,,
player,201410050sfo,sfo,GoreFr00,rush_td,0,,,,,
player,201410050sfo,sfo,GoreFr00,rush_long,14,,,,,
player,201410050sfo,sfo,GoreFr00,targets,1,,,,,
player,201410050sfo,sfo,GoreFr00,rec,1,,,,,
player,201410050sfo,sfo,GoreFr00,rec_yds,1,,,,,
player,201410050sfo,sfo,GoreFr00,rec_td,0,,,,,
player,201410050sfo,sfo,GoreFr00,rec_long,1,,,,,
player,201410050sfo,sfo,GoreFr00,fumbles,0,,,,,
player,201410050sfo,sfo,GoreFr00,fumbles_lost,0,,,,,
player,201410050sfo,sfo,HydeCa00,pass_cmp,0,,,,,
player,201410050sfo,sfo,HydeCa00,pass_att,0,,,,,
player,201410050sfo,sfo,HydeCa00,pass_yds,0,,,,,
player,201410050sfo,sfo,HydeCa00,pass_td,0,,,,,
player,201410050sfo,sfo,HydeCa00,pass_int,0,,,,,
player,201410050sfo,sfo,HydeCa00,pass_sacked,0,,,,,
player,201410050sfo,sfo,HydeCa00,pass_sacked_yds,0,,,,,
player,201410050sfo,sfo,HydeCa00,pass_long,0,,,,,
player,201410050sfo,sfo,HydeCa00,pass_rating,,,,,,
player,201410050sfo,sfo,HydeCa00,rush_att,10,,,,,
player,201410050sfo,sfo,HydeCa00,rush_yds,43,,,,,
player,201410050sfo,sfo,HydeCa00,rush_td,0,,,,,
player,201410050sfo,sfo,HydeCa00,rush_long,11,,,,,
player,201410050sfo,sfo,HydeCa00,targets,1,,,,,
player,201410050sfo,sfo,HydeCa00,rec,0,,,,,
player,201410050sfo,sfo,HydeCa00,rec_yds,0,,,,,
player,201410050sfo,sfo,HydeCa00,rec_td,0,,,,,
player,201410050sfo,sfo,HydeCa00,rec_long,0,,,,,
player,201410050sfo,sfo,HydeCa00,fumbles,0,,,,,
player,201410050sfo,sfo,HydeCa00,fumbles_lost,0,,,,,
player,201410050sfo,sfo,DahlCr99,pass_cmp,0,,,,,
player,201410050sfo,sfo,DahlCr99,pass_att,0,,,,,
player,201410050sfo,sfo,DahlCr99,pass_yds,0,,,,,
player,201410050sfo,sfo,DahlCr99,pass_td,0,,,,,
player,201410050sfo,sfo,DahlCr99,pass_int,0,,,,,
player,201410050sfo,sfo,DahlCr99,pass_sacked,0,,,,,
player,201410050sfo,sfo,DahlCr99,pass_sacked_yds,0,,,,,
player,201410050sfo,sfo,DahlCr99,pass_long,0,,,,,
player,201410050sfo,sfo,DahlCr99,pass_rating,,,,,,
player,201410050sfo,sfo,DahlCr99,rush_att,1,,,,,
player,201410050sfo,sfo,DahlCr99,rush_yds,3,,,,,
player,201410050sfo,sfo,DahlCr99,rush_td,0,,,,,
player,201410050sfo,sfo,DahlCr99,rush_long,3,,,,,
player,201410050sfo,sfo,DahlCr99,targets,0,,,,,
player,201410050sfo,sfo,DahlCr99,rec,0,,,,,
player,201410050sfo,sfo,DahlCr99,rec_yds,0,,,,,
player,201410050sfo,sfo,DahlCr99,rec_td,0,,,,,
player,201410050sfo,sfo,DahlCr99,rec_long,0,,,,,
player,201410050sfo,sfo,DahlCr99,fumbles,0,,,,,
player,201410050sfo,sfo,DahlCr99,fumbles_lost,0,,,,,
player,201410050sfo,sfo,LloyBr00,pass_cmp,0,,,,,
player,201410050sfo,sfo,LloyBr00,pass_att,0,,,,,
player,201410050sfo,sfo,LloyBr00,pass_yds,0,,,,,
player,201410050sfo,sfo,LloyBr00,pass_td,0,,,,,
player,201410050sfo,sfo,LloyBr00,pass_int,0,,,,,
player,201410050sfo,sfo,LloyBr00,pass_sacked,0,,,,,
player,201410050sfo,sfo,LloyBr00,pass_sacked_yds,0,,,,,
player,201410050sfo,sfo,LloyBr00,pass_long,0,,,,,
player,201410050sfo,sfo,LloyBr00,pass_rating,,,,,,
player,201410050sfo,sfo,LloyBr00,rush_att,0,,,,,
player,201410050sfo,sfo,LloyBr00,rush_yds,0,,,,,
player,201410050sfo,sfo,LloyBr00,rush_td,0,,,,,
player,201410050sfo,sfo,LloyBr00,rush_long,0,,,,,
player,201410050sfo,sfo,LloyBr00,targets,5,,,,,
player,201410050sfo,sfo,LloyBr00,rec,3,,,,,
player,201410050sfo,sfo,LloyBr00,rec_yds,76,,,,,
player,201410050sfo,sfo,LloyBr00,rec_td,0,,,,,
player,201410050sfo,sfo,LloyBr00,rec_long,38,,,,,
player,201410050sfo,sfo,LloyBr00,fumbles,0,,,,,
player,201410050sfo,sfo,LloyBr00,fumbles_lost,0,,,,,
player,201410050sfo,sfo,CarrDe00,pass_cmp,0,,,,,
player,201410050sfo,sfo,CarrDe00,pass_att,0,,,,,
player,201410050sfo,sfo,CarrDe00,pass_yds,0,,,,,
player,201410050sfo,sfo,CarrDe00,pass_td,0,,,,,
player,201410050sfo,sfo,CarrDe00,pass_int,0,,,,,
player,201410050sfo,sfo,CarrDe00,pass_sacked,0,,,,,
player,201410050sfo,sfo,CarrDe00,pass_sacked_yds,0,,,,,
player,201410050sfo,sfo,CarrDe00,pass_long,0,,,,,
player,201410050sfo,sfo,CarrDe00,pass_rating,,,,,,
player,201410050sfo,sfo,CarrDe00,rush_att,0,,,,,
player,201410050sfo,sfo,CarrDe00,rush_yds,0,,,,,
player,201410050sfo,sfo,CarrDe00,rush_td,0,,,,,
player,201410050sfo,sfo,CarrDe00,rush_long,0,,,,,
player,201410050sfo,sfo,CarrDe00,targets,2,,,,,
player,201410050sfo,sfo,CarrDe00,rec,2,,,,,
player,201410050sfo,sfo,CarrDe00,rec_yds,16,,,,,
player,201410050sfo,sfo,CarrDe00,rec_td,0,,,,,
player,201410050sfo,sfo,CarrDe00,rec_long,10,,,,,
player,201410050sfo,sfo,CarrDe00,fumbles,1,,,,,
player,201410050sfo,sfo,CarrDe00,fumbles_lost,0,,,,,
player,201410050sfo,sfo,CrabMi00,pass_cmp,0,,,,,
player,201410050sfo,sfo,CrabMi00,pass_att,0,,,,,
player,201410050sfo,sfo,CrabMi00,pass_yds,0,,,,,
player,201410050sfo,sfo,CrabMi00,pass_td,0,,,,,
player,201410050sfo,sfo,CrabMi00,pass_int,0,,,,,
player,201410050sfo,sfo,CrabMi00,pass_sacked,0,,,,,
player,201410050sfo,sfo,CrabMi00,pass_sacked_yds,0,,,,,
player,201410050sfo,sfo,CrabMi00,pass_long,0,,,,,
player,201410050sfo,sfo,CrabMi00,pass_rating,,,,,,
player,201410050sfo,sfo,CrabMi00,rush_att,0,,,,,
player,201410050sfo,sfo,CrabMi00,rush_yds,0,,,,,
player,201410050sfo,sfo,CrabMi00,rush_td,0,,,,,
player,201410050sfo,sfo,CrabMi00,rush_long,0,,,,,
player,201410050sfo,sfo,CrabMi00,targets,4,,,,,
player,201410050sfo,sfo,CrabMi00,rec,1,,,,,
player,201410050sfo,sfo,CrabMi00,rec_yds,16,,,,,
player,201410050sfo,sfo,CrabMi00,rec_td,0,,,,,
player,201410050sfo,sfo,CrabMi00,rec_long,16,,,,,
player,201410050sfo,sfo,CrabMi00,fumbles,0,,,,,
player,201410050sfo,sfo,CrabMi00,fumbles_lost,0,,,,,
player,201410050sfo,sfo,MillBr02,pass_cmp,0,,,,,
player,201410050sfo,sfo,MillBr02,pass_att,0,,,,,
player,201410050sfo,sfo,MillBr02,pass_yds,0,,,,,
player,201410050sfo,sfo,MillBr02,pass_td,0,,,,,
player,201410050sfo,sfo,MillBr02,pass_int,0,,,,,
player,201410050sfo,sfo,MillBr02,pass_sacked,0,,,,,
player,201410050sfo,sfo,MillBr02,pass_sacked_yds,0,,,,,
player,201410050sfo,sfo,MillBr02,pass_long,0,,,,,
player,201410050sfo,sfo,MillBr02,pass_rating,,,,,,
player,201410050sfo,sfo,MillBr02,rush_att,0,,,,,
player,201410050sfo,sfo,MillBr02,rush_yds,0,,,,,
player,201410050sfo,sfo,MillBr02,rush_td,0,,,,,
player,201410050sfo,sfo,MillBr02,rush_long,0,,,,,
player,201410050sfo,sfo,MillBr02,targets,1,,,,,
player,201410050sfo,sfo,MillBr02,rec,1,,,,,
player,201410050sfo,sfo,MillBr02,rec_yds,10,,,,,
player,201410050sfo,sfo,MillBr02,rec_td,0,,,,,
player,201410050sfo,sfo,MillBr02,rec_long,10,,,,,
player,201410050sfo,sfo,MillBr02,fumbles,0,,,,,
player,201410050sfo,sfo,MillBr02,fumbles_lost,0,,,,,
player,201410050sfo,sfo,JohnSt00,pass_cmp,0,,,,,
player,201410050sfo,sfo,JohnSt00,pass_att,0,,,,,
player,201410050sfo,sfo,JohnSt00,pass_yds,0,,,,,
player,201410050sfo,sfo,JohnSt00,pass_td,0,,,,,
player,201410050sfo,sfo,JohnSt00,pass_int,0,,,,,
player,201410050sfo,sfo,JohnSt00,pass_sacked,0,,,,,
player,201410050sfo,sfo,JohnSt00,pass_sacked_yds,0,,,,,
player,201410050sfo,sfo,JohnSt00,pass_long,0,,,,,
player,201410050sfo,sfo,JohnSt00,pass_rating,,,,,,
player,201410050sfo,sfo,JohnSt00,rush_att,0,,,,,
player,201410050sfo,sfo,JohnSt00,rush_yds,0,,,,,
