game,2014,7,20141019,201410190rai,crd,"Arizona Cardinals",24,rai,"Oakland Raiders",13
player,201410190rai,crd,TaylSt00,rush_att,12,,,,,
player,201410190rai,crd,TaylSt00,rush_yds,40,,,,,
player,201410190rai,crd,TaylSt00,rush_td,1,,,,,
player,201410190rai,crd,TaylSt00,rush_long,13,,,,,
player,201410190rai,crd,TaylSt00,targets,2,,,,,
player,201410190rai,crd,TaylSt00,rec,2,,,,,
player,201410190rai,crd,TaylSt00,rec_yds,19,,,,,
player,201410190rai,crd,TaylSt00,rec_td,1,,,,,
player,201410190rai,crd,TaylSt00,rec_long,17,,,,,
player,201410190rai,crd,TaylSt00,fumbles,0,,,,,
player,201410190rai,crd,TaylSt00,fumbles_lost,0,,,,,
player,201410190rai,crd,FloyMi00,pass_cmp,0,,,,,
player,201410190rai,crd,FloyMi00,pass_att,0,,,,,
player,201410190rai,crd,FloyMi00,pass_yds,0,,,,,
player,201410190rai,crd,FloyMi00,pass_td,0,,,,,
player,201410190rai,crd,FloyMi00,pass_int,0,,,,,
player,201410190rai,crd,FloyMi00,pass_sacked,0,,,,,
player,201410190rai,crd,FloyMi00,pass_sacked_yds,0,,,,,
player,201410190rai,crd,FloyMi00,pass_long,0,,,,,
player,201410190rai,crd,FloyMi00,pass_rating,,,,,,
player,201410190rai,crd,FloyMi00,rush_att,0,,,,,
player,201410190rai,crd,FloyMi00,rush_yds,0,,,,,
player,201410190rai,crd,FloyMi00,rush_td,0,,,,,
player,201410190rai,crd,FloyMi00,rush_long,0,,,,,
player,201410190rai,crd,FloyMi00,targets,3,,,,,
player,201410190rai,crd,FloyMi00,rec,3,,,,,
player,201410190rai,crd,FloyMi00,rec_yds,47,,,,,
player,201410190rai,crd,FloyMi00,rec_td,1,,,,,
player,201410190rai,crd,FloyMi00,rec_long,33,,,,,
player,201410190rai,crd,FloyMi00,fumbles,0,,,,,
player,201410190rai,crd,FloyMi00,fumbles_lost,0,,,,,
player,201410190rai,crd,FitzLa00,pass_cmp,0,,,,,
player,201410190rai,crd,FitzLa00,pass_att,0,,,,,
player,201410190rai,crd,FitzLa00,pass_yds,0,,,,,
player,201410190rai,crd,FitzLa00,pass_td,0,,,,,
player,201410190rai,crd,FitzLa00,pass_int,0,,,,,
player,201410190rai,crd,FitzLa00,pass_sacked,0,,,,,
player,201410190rai,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201410190rai,crd,FitzLa00,pass_long,0,,,,,
player,201410190rai,crd,FitzLa00,pass_rating,,,,,,
player,201410190rai,crd,FitzLa00,rush_att,0,,,,,
player,201410190rai,crd,FitzLa00,rush_yds,0,,,,,
player,201410190rai,crd,FitzLa00,rush_td,0,,,,,
player,201410190rai,crd,FitzLa00,rush_long,0,,,,,
player,201410190rai,crd,FitzLa00,targets,5,,,,,
player,201410190rai,crd,FitzLa00,rec,4,,,,,
player,201410190rai,crd,FitzLa00,rec_yds,21,,,,,
player,201410190rai,crd,FitzLa00,rec_td,0,,,,,
player,201410190rai,crd,FitzLa00,rec_long,7,,,,,
player,201410190rai,crd,FitzLa00,fumbles,0,,,,,
player,201410190rai,crd,FitzLa00,fumbles_lost,0,,,,,
player,201410190rai,crd,CarlJo00,pass_cmp,0,,,,,
player,201410190rai,crd,CarlJo00,pass_att,0,,,,,
player,201410190rai,crd,CarlJo00,pass_yds,0,,,,,
player,201410190rai,crd,CarlJo00,pass_td,0,,,,,
player,201410190rai,crd,CarlJo00,pass_int,0,,,,,
player,201410190rai,crd,CarlJo00,pass_sacked,0,,,,,
player,201410190rai,crd,CarlJo00,pass_sacked_yds,0,,,,,
player,201410190rai,crd,CarlJo00,pass_long,0,,,,,
player,201410190rai,crd,CarlJo00,pass_rating,,,,,,
player,201410190rai,crd,CarlJo00,rush_att,0,,,,,
player,201410190rai,crd,CarlJo00,rush_yds,0,,,,,
player,201410190rai,crd,CarlJo00,rush_td,0,,,,,
player,201410190rai,crd,CarlJo00,rush_long,0,,,,,
player,201410190rai,crd,CarlJo00,targets,4,,,,,
player,201410190rai,crd,CarlJo00,rec,2,,,,,
player,201410190rai,crd,CarlJo00,rec_yds,20,,,,,
player,201410190rai,crd,CarlJo00,rec_td,0,,,,,
player,201410190rai,crd,CarlJo00,rec_long,11,,,,,
player,201410190rai,crd,CarlJo00,fumbles,0,,,,,
player,201410190rai,crd,CarlJo00,fumbles_lost,0,,,,,
player,201410190rai,crd,GinnTe00,pass_cmp,0,,,,,
player,201410190rai,crd,GinnTe00,pass_att,0,,,,,
player,201410190rai,crd,GinnTe00,pass_yds,0,,,,,
player,201410190rai,crd,GinnTe00,pass_td,0,,,,,
player,201410190rai,crd,GinnTe00,pass_int,0,,,,,
player,201410190rai,crd,GinnTe00,pass_sacked,0,,,,,
player,201410190rai,crd,GinnTe00,pass_sacked_yds,0,,,,,
player,201410190rai,crd,GinnTe00,pass_long,0,,,,,
player,201410190rai,crd,GinnTe00,pass_rating,,,,,,
player,201410190rai,crd,GinnTe00,rush_att,0,,,,,
player,201410190rai,crd,GinnTe00,rush_yds,0,,,,,
player,201410190rai,crd,GinnTe00,rush_td,0,,,,,
player,201410190rai,crd,GinnTe00,rush_long,0,,,,,
player,201410190rai,crd,GinnTe00,targets,1,,,,,
player,201410190rai,crd,GinnTe00,rec,1,,,,,
player,201410190rai,crd,GinnTe00,rec_yds,17,,,,,
player,201410190rai,crd,GinnTe00,rec_td,0,,,,,
player,201410190rai,crd,GinnTe00,rec_long,17,,,,,
player,201410190rai,crd,GinnTe00,fumbles,1,,,,,
player,201410190rai,crd,GinnTe00,fumbles_lost,0,,,,,
player,201410190rai,crd,BrowJa03,pass_cmp,0,,,,,
player,201410190rai,crd,BrowJa03,pass_att,0,,,,,
player,201410190rai,crd,BrowJa03,pass_yds,0,,,,,
player,201410190rai,crd,BrowJa03,pass_td,0,,,,,
player,201410190rai,crd,BrowJa03,pass_int,0,,,,,
player,201410190rai,crd,BrowJa03,pass_sacked,0,,,,,
player,201410190rai,crd,BrowJa03,pass_sacked_yds,0,,,,,
player,201410190rai,crd,BrowJa03,pass_long,0,,,,,
player,201410190rai,crd,BrowJa03,pass_rating,,,,,,
player,201410190rai,crd,BrowJa03,rush_att,0,,,,,
player,201410190rai,crd,BrowJa03,rush_yds,0,,,,,
player,201410190rai,crd,BrowJa03,rush_td,0,,,,,
player,201410190rai,crd,BrowJa03,rush_long,0,,,,,
player,201410190rai,crd,BrowJa03,targets,1,,,,,
player,201410190rai,crd,BrowJa03,rec,1,,,,,
player,201410190rai,crd,BrowJa03,rec_yds,9,,,,,
player,201410190rai,crd,BrowJa03,rec_td,0,,,,,
player,201410190rai,crd,BrowJa03,rec_long,9,,,,,
player,201410190rai,crd,BrowJa03,fumbles,0,,,,,
player,201410190rai,crd,BrowJa03,fumbles_lost,0,,,,,
player,201410190rai,crd,HousRo01,pass_cmp,0,,,,,
player,201410190rai,crd,HousRo01,pass_att,0,,,,,
player,201410190rai,crd,HousRo01,pass_yds,0,,,,,
player,201410190rai,crd,HousRo01,pass_td,0,,,,,
player,201410190rai,crd,HousRo01,pass_int,0,,,,,
player,201410190rai,crd,HousRo01,pass_sacked,0,,,,,
player,201410190rai,crd,HousRo01,pass_sacked_yds,0,,,,,
player,201410190rai,crd,HousRo01,pass_long,0,,,,,
player,201410190rai,crd,HousRo01,pass_rating,,,,,,
player,201410190rai,crd,HousRo01,rush_att,0,,,,,
player,201410190rai,crd,HousRo01,rush_yds,0,,,,,
player,201410190rai,crd,HousRo01,rush_td,0,,,,,
player,201410190rai,crd,HousRo01,rush_long,0,,,,,
player,201410190rai,crd,HousRo01,targets,1,,,,,
player,201410190rai,crd,HousRo01,rec,1,,,,,
player,201410190rai,crd,HousRo01,rec_yds,7,,,,,
player,201410190rai,crd,HousRo01,rec_td,0,,,,,
player,201410190rai,crd,HousRo01,rec_long,7,,,,,
player,201410190rai,crd,HousRo01,fumbles,0,,,,,
player,201410190rai,crd,HousRo01,fumbles_lost,0,,,,,
player,201410190rai,crd,BrowJo02,pass_cmp,0,,,,,
player,201410190rai,crd,BrowJo02,pass_att,0,,,,,
player,201410190rai,crd,BrowJo02,pass_yds,0,,,,,
player,201410190rai,crd,BrowJo02,pass_td,0,,,,,
player,201410190rai,crd,BrowJo02,pass_int,0,,,,,
player,201410190rai,crd,BrowJo02,pass_sacked,0,,,,,
player,201410190rai,crd,BrowJo02,pass_sacked_yds,0,,,,,
player,201410190rai,crd,BrowJo02,pass_long,0,,,,,
player,201410190rai,crd,BrowJo02,pass_rating,,,,,,
player,201410190rai,crd,BrowJo02,rush_att,1,,,,,
player,201410190rai,crd,BrowJo02,rush_yds,-5,,,,,
player,201410190rai,crd,BrowJo02,rush_td,0,,,,,
player,201410190rai,crd,BrowJo02,rush_long,-5,,,,,
player,201410190rai,crd,BrowJo02,targets,5,,,,,
player,201410190rai,crd,BrowJo02,rec,2,,,,,
player,201410190rai,crd,BrowJo02,rec_yds,41,,,,,
player,201410190rai,crd,BrowJo02,rec_td,0,,,,,
player,201410190rai,crd,BrowJo02,rec_long,22,,,,,
player,201410190rai,crd,BrowJo02,fumbles,0,,,,,
player,201410190rai,crd,BrowJo02,fumbles_lost,0,,,,,
player,201410190rai,rai,CarrDe02,pass_cmp,16,,,,,
player,201410190rai,rai,CarrDe02,pass_att,28,,,,,
player,201410190rai,rai,CarrDe02,pass_yds,173,,,,,
player,201410190rai,rai,CarrDe02,pass_td,0,,,,,
player,201410190rai,rai,CarrDe02,pass_int,0,,,,,
player,201410190rai,rai,CarrDe02,pass_sacked,1,,,,,
player,201410190rai,rai,CarrDe02,pass_sacked_yds,9,,,,,
player,201410190rai,rai,CarrDe02,pass_long,55,,,,,
player,201410190rai,rai,CarrDe02,pass_rating,75.4,,,,,
player,201410190rai,rai,CarrDe02,rush_att,2,,,,,
player,201410190rai,rai,CarrDe02,rush_yds,2,,,,,
player,201410190rai,rai,CarrDe02,rush_td,0,,,,,
player,201410190rai,rai,CarrDe02,rush_long,3,,,,,
player,201410190rai,rai,CarrDe02,targets,0,,,,,
player,201410190rai,rai,CarrDe02,rec,0,,,,,
player,201410190rai,rai,CarrDe02,rec_yds,0,,,,,
player,201410190rai,rai,CarrDe02,rec_td,0,,,,,
player,201410190rai,rai,CarrDe02,rec_long,0,,,,,
player,201410190rai,rai,CarrDe02,fumbles,0,,,,,
player,201410190rai,rai,CarrDe02,fumbles_lost,0,,,,,
player,201410190rai,rai,McFaDa00,pass_cmp,0,,,,,
player,201410190rai,rai,McFaDa00,pass_att,0,,,,,
player,201410190rai,rai,McFaDa00,pass_yds,0,,,,,
player,201410190rai,rai,McFaDa00,pass_td,0,,,,,
player,201410190rai,rai,McFaDa00,pass_int,0,,,,,
player,201410190rai,rai,McFaDa00,pass_sacked,,,,,,
player,201410190rai,rai,McFaDa00,pass_sacked_yds,0,,,,,
player,201410190rai,rai,McFaDa00,pass_long,0,,,,,
player,201410190rai,rai,McFaDa00,pass_rating,,,,,,
player,201410190rai,rai,McFaDa00,rush_att,14,,,,,
player,201410190rai,rai,McFaDa00,rush_yds,48,,,,,
player,201410190rai,rai,McFaDa00,rush_td,1,,,,,
player,201410190rai,rai,McFaDa00,rush_long,15,,,,,
player,201410190rai,rai,McFaDa00,targets,8,,,,,
player,201410190rai,rai,McFaDa00,rec,4,,,,,
player,201410190rai,rai,McFaDa00,rec_yds,7,,,,,
player,201410190rai,rai,McFaDa00,rec_td,0,,,,,
player,201410190rai,rai,McFaDa00,rec_long,3,,,,,
player,201410190rai,rai,McFaDa00,fumbles,0,,,,,
player,201410190rai,rai,McFaDa00,fumbles_lost,0,,,,,
player,201410190rai,rai,DrewMa00,pass_cmp,0,,,,,
player,201410190rai,rai,DrewMa00,pass_att,0,,,,,
player,201410190rai,rai,DrewMa00,pass_yds,0,,,,,
player,201410190rai,rai,DrewMa00,pass_td,0,,,,,
player,201410190rai,rai,DrewMa00,pass_int,0,,,,,
player,201410190rai,rai,DrewMa00,pass_sacked,,,,,,
player,201410190rai,rai,DrewMa00,pass_sacked_yds,0,,,,,
player,201410190rai,rai,DrewMa00,pass_long,0,,,,,
player,201410190rai,rai,DrewMa00,pass_rating,,,,,,
player,201410190rai,rai,DrewMa00,rush_att,3,,,,,
player,201410190rai,rai,DrewMa00,rush_yds,6,,,,,
player,201410190rai,rai,DrewMa00,rush_td,0,,,,,
player,201410190rai,rai,DrewMa00,rush_long,3,,,,,
player,201410190rai,rai,DrewMa00,targets,0,,,,,
player,201410190rai,rai,DrewMa00,rec,0,,,,,
player,201410190rai,rai,DrewMa00,rec_yds,0,,,,,
player,201410190rai,rai,DrewMa00,rec_td,0,,,,,
player,201410190rai,rai,DrewMa00,rec_long,0,,,,,
player,201410190rai,rai,DrewMa00,fumbles,0,,,,,
player,201410190rai,rai,DrewMa00,fumbles_lost,0,,,,,
player,201410190rai,rai,ButlBr00,pass_cmp,0,,,,,
player,201410190rai,rai,ButlBr00,pass_att,0,,,,,
player,201410190rai,rai,ButlBr00,pass_yds,0,,,,,
player,201410190rai,rai,ButlBr00,pass_td,0,,,,,
player,201410190rai,rai,ButlBr00,pass_int,0,,,,,
player,201410190rai,rai,ButlBr00,pass_sacked,,,,,,
player,201410190rai,rai,ButlBr00,pass_sacked_yds,0,,,,,
player,201410190rai,rai,ButlBr00,pass_long,0,,,,,
player,201410190rai,rai,ButlBr00,pass_rating,,,,,,
player,201410190rai,rai,ButlBr00,rush_att,0,,,,,
player,201410190rai,rai,ButlBr00,rush_yds,0,,,,,
player,201410190rai,rai,ButlBr00,rush_td,0,,,,,
player,201410190rai,rai,ButlBr00,rush_long,0,,,,,
player,201410190rai,rai,ButlBr00,targets,1,,,,,
player,201410190rai,rai,ButlBr00,rec,1,,,,,
player,201410190rai,rai,ButlBr00,rec_yds,55,,,,,
player,201410190rai,rai,ButlBr00,rec_td,0,,,,,
player,201410190rai,rai,ButlBr00,rec_long,55,,,,,
player,201410190rai,rai,ButlBr00,fumbles,0,,,,,
player,201410190rai,rai,ButlBr00,fumbles_lost,0,,,,,
player,201410190rai,rai,JoneJa04,pass_cmp,0,,,,,
player,201410190rai,rai,JoneJa04,pass_att,0,,,,,
player,201410190rai,rai,JoneJa04,pass_yds,0,,,,,
player,201410190rai,rai,JoneJa04,pass_td,0,,,,,
player,201410190rai,rai,JoneJa04,pass_int,0,,,,,
player,201410190rai,rai,JoneJa04,pass_sacked,,,,,,
player,201410190rai,rai,JoneJa04,pass_sacked_yds,0,,,,,
player,201410190rai,rai,JoneJa04,pass_long,0,,,,,
player,201410190rai,rai,JoneJa04,pass_rating,,,,,,
player,201410190rai,rai,JoneJa04,rush_att,0,,,,,
player,201410190rai,rai,JoneJa04,rush_yds,0,,,,,
player,201410190rai,rai,JoneJa04,rush_td,0,,,,,
player,201410190rai,rai,JoneJa04,rush_long,0,,,,,
player,201410190rai,rai,JoneJa04,targets,8,,,,,
player,201410190rai,rai,JoneJa04,rec,4,,,,,
player,201410190rai,rai,JoneJa04,rec_yds,35,,,,,
player,201410190rai,rai,JoneJa04,rec_td,0,,,,,
player,201410190rai,rai,JoneJa04,rec_long,18,,,,,
player,201410190rai,rai,JoneJa04,fumbles,0,,,,,
player,201410190rai,rai,JoneJa04,fumbles_lost,0,,,,,
player,201410190rai,rai,HolmAn00,pass_cmp,0,,,,,
player,201410190rai,rai,HolmAn00,pass_att,0,,,,,
player,201410190rai,rai,HolmAn00,pass_yds,0,,,,,
player,201410190rai,rai,HolmAn00,pass_td,0,,,,,
player,201410190rai,rai,HolmAn00,pass_int,0,,,,,
player,201410190rai,rai,HolmAn00,pass_sacked,,,,,,
player,201410190rai,rai,HolmAn00,pass_sacked_yds,0,,,,,
player,201410190rai,rai,HolmAn00,pass_long,0,,,,,
player,201410190rai,rai,HolmAn00,pass_rating,,,,,,
player,201410190rai,rai,HolmAn00,rush_att,0,,,,,
player,201410190rai,rai,HolmAn00,rush_yds,0,,,,,
player,201410190rai,rai,HolmAn00,rush_td,0,,,,,
player,201410190rai,rai,HolmAn00,rush_long,0,,,,,
player,201410190rai,rai,HolmAn00,targets,5,,,,,
player,201410190rai,rai,HolmAn00,rec,3,,,,,
player,201410190rai,rai,HolmAn00,rec_yds,34,,,,,
player,201410190rai,rai,HolmAn00,rec_td,0,,,,,
player,201410190rai,rai,HolmAn00,rec_long,18,,,,,
player,201410190rai,rai,HolmAn00,fumbles,0,,,,,
player,201410190rai,rai,HolmAn00,fumbles_lost,0,,,,,
player,201410190rai,rai,RiveMy00,pass_cmp,0,,,,,
player,201410190rai,rai,RiveMy00,pass_att,0,,,,,
player,201410190rai,rai,RiveMy00,pass_yds,0,,,,,
player,201410190rai,rai,RiveMy00,pass_td,0,,,,,
player,201410190rai,rai,RiveMy00,pass_int,0,,,,,
player,201410190rai,rai,RiveMy00,pass_sacked,,,,,,
player,201410190rai,rai,RiveMy00,pass_sacked_yds,0,,,,,
player,201410190rai,rai,RiveMy00,pass_long,0,,,,,
player,201410190rai,rai,RiveMy00,pass_rating,,,,,,
player,201410190rai,rai,RiveMy00,rush_att,0,,,,,
player,201410190rai,rai,RiveMy00,rush_yds,0,,,,,
player,201410190rai,rai,RiveMy00,rush_td,0,,,,,
player,201410190rai,rai,RiveMy00,rush_long,0,,,,,
player,201410190rai,rai,RiveMy00,targets,1,,,,,
player,201410190rai,rai,RiveMy00,rec,1,,,,,
player,201410190rai,rai,RiveMy00,rec_yds,18,,,,,
player,201410190rai,rai,RiveMy00,rec_td,0,,,,,
player,201410190rai,rai,RiveMy00,rec_long,18,,,,,
player,201410190rai,rai,RiveMy00,fumbles,0,,,,,
player,201410190rai,rai,RiveMy00,fumbles_lost,0,,,,,
player,201410190rai,rai,MoorDe02,pass_cmp,0,,,,,
player,201410190rai,rai,MoorDe02,pass_att,0,,,,,
player,201410190rai,rai,MoorDe02,pass_yds,0,,,,,
player,201410190rai,rai,MoorDe02,pass_td,0,,,,,
player,201410190rai,rai,MoorDe02,pass_int,0,,,,,
player,201410190rai,rai,MoorDe02,pass_sacked,,,,,,
player,201410190rai,rai,MoorDe02,pass_sacked_yds,0,,,,,
player,201410190rai,rai,MoorDe02,pass_long,0,,,,,
player,201410190rai,rai,MoorDe02,pass_rating,,,,,,
player,201410190rai,rai,MoorDe02,rush_att,0,,,,,
player,201410190rai,rai,MoorDe02,rush_yds,0,,,,,
player,201410190rai,rai,MoorDe02,rush_td,0,,,,,
player,201410190rai,rai,MoorDe02,rush_long,0,,,,,
player,201410190rai,rai,MoorDe02,targets,1,,,,,
player,201410190rai,rai,MoorDe02,rec,1,,,,,
player,201410190rai,rai,MoorDe02,rec_yds,13,,,,,
player,201410190rai,rai,MoorDe02,rec_td,0,,,,,
player,201410190rai,rai,MoorDe02,rec_long,13,,,,,
player,201410190rai,rai,MoorDe02,fumbles,0,,,,,
player,201410190rai,rai,MoorDe02,fumbles_lost,0,,,,,
player,201410190rai,rai,OlawJa00,pass_cmp,0,,,,,
player,201410190rai,rai,OlawJa00,pass_att,0,,,,,
player,201410190rai,rai,OlawJa00,pass_yds,0,,,,,
player,201410190rai,rai,OlawJa00,pass_td,0,,,,,
player,201410190rai,rai,OlawJa00,pass_int,0,,,,,
player,201410190rai,rai,OlawJa00,pass_sacked,,,,,,
player,201410190rai,rai,OlawJa00,pass_sacked_yds,0,,,,,
player,201410190rai,rai,OlawJa00,pass_long,0,,,,,
player,201410190rai,rai,OlawJa00,pass_rating,,,,,,
player,201410190rai,rai,OlawJa00,rush_att,0,,,,,
player,201410190rai,rai,OlawJa00,rush_yds,0,,,,,
player,201410190rai,rai,OlawJa00,rush_td,0,,,,,
player,201410190rai,rai,OlawJa00,rush_long,0,,,,,
player,201410190rai,rai,OlawJa00,targets,1,,,,,
player,201410190rai,rai,OlawJa00,rec,1,,,,,
player,201410190rai,rai,OlawJa00,rec_yds,7,,,,,
player,201410190rai,rai,OlawJa00,rec_td,0,,,,,
player,201410190rai,rai,OlawJa00,rec_long,7,,,,,
player,201410190rai,rai,OlawJa00,fumbles,0,,,,,
player,201410190rai,rai,OlawJa00,fumbles_lost,0,,,,,
player,201410190rai,rai,LeonBr01,pass_cmp,0,,,,,
player,201410190rai,rai,LeonBr01,pass_att,0,,,,,
player,201410190rai,rai,LeonBr01,pass_yds,0,,,,,
player,201410190rai,rai,LeonBr01,pass_td,0,,,,,
player,201410190rai,rai,LeonBr01,pass_int,0,,,,,
player,201410190rai,rai,LeonBr01,pass_sacked,,,,,,
player,201410190rai,rai,LeonBr01,pass_sacked_yds,0,,,,,
player,201410190rai,rai,LeonBr01,pass_long,0,,,,,
player,201410190rai,rai,LeonBr01,pass_rating,,,,,,
player,201410190rai,rai,LeonBr01,rush_att,0,,,,,
player,201410190rai,rai,LeonBr01,rush_yds,0,,,,,
player,201410190rai,rai,LeonBr01,rush_td,0,,,,,
player,201410190rai,rai,LeonBr01,rush_long,0,,,,,
player,201410190rai,rai,LeonBr01,targets,2,,,,,
player,201410190rai,rai,LeonBr01,rec,1,,,,,
player,201410190rai,rai,LeonBr01,rec_yds,4,,,,,
player,201410190rai,rai,LeonBr01,rec_td,0,,,,,
player,201410190rai,rai,LeonBr01,rec_long,4,,,,,
player,201410190rai,rai,LeonBr01,fumbles,0,,,,,
player,201410190rai,rai,LeonBr01,fumbles_lost,0,,,,,
player,201410190rai,rai,ThomKe02,pass_cmp,0,,,,,
player,201410190rai,rai,ThomKe02,pass_att,0,,,,,
player,201410190rai,rai,ThomKe02,pass_yds,0,,,,,
player,201410190rai,rai,ThomKe02,pass_td,0,,,,,
player,201410190rai,rai,ThomKe02,pass_int,0,,,,,
player,201410190rai,rai,ThomKe02,pass_sacked,0,,,,,
player,201410190rai,rai,ThomKe02,pass_sacked_yds,0,,,,,
player,201410190rai,rai,ThomKe02,pass_long,0,,,,,
player,201410190rai,rai,ThomKe02,pass_rating,,,,,,
player,201410190rai,rai,ThomKe02,rush_att,0,,,,,
player,201410190rai,rai,ThomKe02,rush_yds,0,,,,,
player,201410190rai,rai,ThomKe02,rush_td,0,,,,,
player,201410190rai,rai,ThomKe02,rush_long,0,,,,,
player,201410190rai,rai,ThomKe02,targets,1,,,,,
player,201410190rai,rai,ThomKe02,rec,0,,,,,
player,201410190rai,rai,ThomKe02,rec_yds,0,,,,,
player,201410190rai,rai,ThomKe02,rec_td,0,,,,,
player,201410190rai,rai,ThomKe02,rec_long,0,,,,,
player,201410190rai,rai,ThomKe02,fumbles,0,,,,,
player,201410190rai,rai,ThomKe02,fumbles_lost,0,,,,,
player,201410190rai,crd,FootLa20,def_int,0,,,,,
player,201410190rai,crd,FootLa20,def_int_yds,0,,,,,
player,201410190rai,crd,FootLa20,def_int_td,0,,,,,
player,201410190rai,crd,FootLa20,def_int_long,0,,,,,
player,201410190rai,crd,FootLa20,pass_defended,0,,,,,
player,201410190rai,crd,FootLa20,sacks,1.0,,,,,
player,201410190rai,crd,FootLa20,tackles_combined,4,,,,,
player,201410190rai,crd,FootLa20,tackles_solo,4,,,,,
player,201410190rai,crd,FootLa20,tackles_assists,0,,,,,
player,201410190rai,crd,FootLa20,tackles_loss,1,,,,,
player,201410190rai,crd,FootLa20,qb_hits,1,,,,,
player,201410190rai,crd,FootLa20,fumbles_rec,0,,,,,
