game,2014,8,20141026,201410260nwe,chi,"Chicago Bears",23,nwe,"New England Patriots",51
player,201410260nwe,chi,MundRy00,tackles_combined,9,,,,,
player,201410260nwe,chi,MundRy00,tackles_solo,2,,,,,
player,201410260nwe,chi,MundRy00,tackles_assists,7,,,,,
player,201410260nwe,chi,MundRy00,tackles_loss,0,,,,,
player,201410260nwe,chi,MundRy00,qb_hits,0,,,,,
player,201410260nwe,chi,MundRy00,fumbles_rec,0,,,,,
player,201410260nwe,chi,MundRy00,fumbles_rec_yds,0,,,,,
player,201410260nwe,chi,MundRy00,fumbles_rec_td,0,,,,,
player,201410260nwe,chi,MundRy00,fumbles_forced,0,,,,,
player,201410260nwe,chi,ContCh00,def_int,0,,,,,
player,201410260nwe,chi,ContCh00,def_int_yds,0,,,,,
player,201410260nwe,chi,ContCh00,def_int_td,0,,,,,
player,201410260nwe,chi,ContCh00,def_int_long,0,,,,,
player,201410260nwe,chi,ContCh00,pass_defended,0,,,,,
player,201410260nwe,chi,ContCh00,sacks,0.0,,,,,
player,201410260nwe,chi,ContCh00,tackles_combined,8,,,,,
player,201410260nwe,chi,ContCh00,tackles_solo,5,,,,,
player,201410260nwe,chi,ContCh00,tackles_assists,3,,,,,
player,201410260nwe,chi,ContCh00,tackles_loss,0,,,,,
player,201410260nwe,chi,ContCh00,qb_hits,0,,,,,
player,201410260nwe,chi,ContCh00,fumbles_rec,0,,,,,
player,201410260nwe,chi,ContCh00,fumbles_rec_yds,0,,,,,
player,201410260nwe,chi,ContCh00,fumbles_rec_td,0,,,,,
player,201410260nwe,chi,ContCh00,fumbles_forced,0,,,,,
player,201410260nwe,chi,McClSh00,def_int,0,,,,,
player,201410260nwe,chi,McClSh00,def_int_yds,0,,,,,
player,201410260nwe,chi,McClSh00,def_int_td,0,,,,,
player,201410260nwe,chi,McClSh00,def_int_long,0,,,,,
player,201410260nwe,chi,McClSh00,pass_defended,0,,,,,
player,201410260nwe,chi,McClSh00,sacks,0.0,,,,,
player,201410260nwe,chi,McClSh00,tackles_combined,7,,,,,
player,201410260nwe,chi,McClSh00,tackles_solo,2,,,,,
player,201410260nwe,chi,McClSh00,tackles_assists,5,,,,,
player,201410260nwe,chi,McClSh00,tackles_loss,1,,,,,
player,201410260nwe,chi,McClSh00,qb_hits,0,,,,,
player,201410260nwe,chi,McClSh00,fumbles_rec,0,,,,,
player,201410260nwe,chi,McClSh00,fumbles_rec_yds,0,,,,,
player,201410260nwe,chi,McClSh00,fumbles_rec_td,0,,,,,
player,201410260nwe,chi,McClSh00,fumbles_forced,0,,,,,
player,201410260nwe,chi,RatlJa20,def_int,0,,,,,
player,201410260nwe,chi,RatlJa20,def_int_yds,0,,,,,
player,201410260nwe,chi,RatlJa20,def_int_td,0,,,,,
player,201410260nwe,chi,RatlJa20,def_int_long,0,,,,,
player,201410260nwe,chi,RatlJa20,pass_defended,0,,,,,
player,201410260nwe,chi,RatlJa20,sacks,0.0,,,,,
player,201410260nwe,chi,RatlJa20,tackles_combined,7,,,,,
player,201410260nwe,chi,RatlJa20,tackles_solo,0,,,,,
player,201410260nwe,chi,RatlJa20,tackles_assists,7,,,,,
player,201410260nwe,chi,RatlJa20,tackles_loss,0,,,,,
player,201410260nwe,chi,RatlJa20,qb_hits,0,,,,,
player,201410260nwe,chi,RatlJa20,fumbles_rec,0,,,,,
player,201410260nwe,chi,RatlJa20,fumbles_rec_yds,0,,,,,
player,201410260nwe,chi,RatlJa20,fumbles_rec_td,0,,,,,
player,201410260nwe,chi,RatlJa20,fumbles_forced,0,,,,,
player,201410260nwe,chi,AlleJa22,def_int,0,,,,,
player,201410260nwe,chi,AlleJa22,def_int_yds,0,,,,,
player,201410260nwe,chi,AlleJa22,def_int_td,0,,,,,
player,201410260nwe,chi,AlleJa22,def_int_long,0,,,,,
player,201410260nwe,chi,AlleJa22,pass_defended,0,,,,,
player,201410260nwe,chi,AlleJa22,sacks,0.0,,,,,
player,201410260nwe,chi,AlleJa22,tackles_combined,5,,,,,
player,201410260nwe,chi,AlleJa22,tackles_solo,1,,,,,
player,201410260nwe,chi,AlleJa22,tackles_assists,4,,,,,
player,201410260nwe,chi,AlleJa22,tackles_loss,0,,,,,
player,201410260nwe,chi,AlleJa22,qb_hits,0,,,,,
player,201410260nwe,chi,AlleJa22,fumbles_rec,0,,,,,
player,201410260nwe,chi,AlleJa22,fumbles_rec_yds,0,,,,,
player,201410260nwe,chi,AlleJa22,fumbles_rec_td,0,,,,,
player,201410260nwe,chi,AlleJa22,fumbles_forced,0,,,,,
player,201410260nwe,chi,LouiAl00,def_int,0,,,,,
player,201410260nwe,chi,LouiAl00,def_int_yds,0,,,,,
player,201410260nwe,chi,LouiAl00,def_int_td,0,,,,,
player,201410260nwe,chi,LouiAl00,def_int_long,0,,,,,
player,201410260nwe,chi,LouiAl00,pass_defended,0,,,,,
player,201410260nwe,chi,LouiAl00,sacks,0.0,,,,,
player,201410260nwe,chi,LouiAl00,tackles_combined,5,,,,,
player,201410260nwe,chi,LouiAl00,tackles_solo,3,,,,,
player,201410260nwe,chi,LouiAl00,tackles_assists,2,,,,,
player,201410260nwe,chi,LouiAl00,tackles_loss,0,,,,,
player,201410260nwe,chi,LouiAl00,qb_hits,0,,,,,
player,201410260nwe,chi,LouiAl00,fumbles_rec,0,,,,,
player,201410260nwe,chi,LouiAl00,fumbles_rec_yds,0,,,,,
player,201410260nwe,chi,LouiAl00,fumbles_rec_td,0,,,,,
player,201410260nwe,chi,LouiAl00,fumbles_forced,0,,,,,
player,201410260nwe,chi,FullKy00,def_int,0,,,,,
player,201410260nwe,chi,FullKy00,def_int_yds,0,,,,,
player,201410260nwe,chi,FullKy00,def_int_td,0,,,,,
player,201410260nwe,chi,FullKy00,def_int_long,0,,,,,
player,201410260nwe,chi,FullKy00,pass_defended,0,,,,,
player,201410260nwe,chi,FullKy00,sacks,0.0,,,,,
player,201410260nwe,chi,FullKy00,tackles_combined,4,,,,,
player,201410260nwe,chi,FullKy00,tackles_solo,2,,,,,
player,201410260nwe,chi,FullKy00,tackles_assists,2,,,,,
player,201410260nwe,chi,FullKy00,tackles_loss,0,,,,,
player,201410260nwe,chi,FullKy00,qb_hits,0,,,,,
player,201410260nwe,chi,FullKy00,fumbles_rec,0,,,,,
player,201410260nwe,chi,FullKy00,fumbles_rec_yds,0,,,,,
player,201410260nwe,chi,FullKy00,fumbles_rec_td,0,,,,,
player,201410260nwe,chi,FullKy00,fumbles_forced,0,,,,,
player,201410260nwe,chi,JennTi20,def_int,0,,,,,
player,201410260nwe,chi,JennTi20,def_int_yds,0,,,,,
player,201410260nwe,chi,JennTi20,def_int_td,0,,,,,
player,201410260nwe,chi,JennTi20,def_int_long,0,,,,,
player,201410260nwe,chi,JennTi20,pass_defended,0,,,,,
player,201410260nwe,chi,JennTi20,sacks,0.0,,,,,
player,201410260nwe,chi,JennTi20,tackles_combined,4,,,,,
player,201410260nwe,chi,JennTi20,tackles_solo,2,,,,,
player,201410260nwe,chi,JennTi20,tackles_assists,2,,,,,
player,201410260nwe,chi,JennTi20,tackles_loss,0,,,,,
player,201410260nwe,chi,JennTi20,qb_hits,0,,,,,
player,201410260nwe,chi,JennTi20,fumbles_rec,0,,,,,
player,201410260nwe,chi,JennTi20,fumbles_rec_yds,0,,,,,
player,201410260nwe,chi,JennTi20,fumbles_rec_td,0,,,,,
player,201410260nwe,chi,JennTi20,fumbles_forced,0,,,,,
player,201410260nwe,chi,SharDa01,def_int,0,,,,,
player,201410260nwe,chi,SharDa01,def_int_yds,0,,,,,
player,201410260nwe,chi,SharDa01,def_int_td,0,,,,,
player,201410260nwe,chi,SharDa01,def_int_long,0,,,,,
player,201410260nwe,chi,SharDa01,pass_defended,0,,,,,
player,201410260nwe,chi,SharDa01,sacks,0.0,,,,,
player,201410260nwe,chi,SharDa01,tackles_combined,4,,,,,
player,201410260nwe,chi,SharDa01,tackles_solo,2,,,,,
player,201410260nwe,chi,SharDa01,tackles_assists,2,,,,,
player,201410260nwe,chi,SharDa01,tackles_loss,0,,,,,
player,201410260nwe,chi,SharDa01,qb_hits,0,,,,,
player,201410260nwe,chi,SharDa01,fumbles_rec,0,,,,,
player,201410260nwe,chi,SharDa01,fumbles_rec_yds,0,,,,,
player,201410260nwe,chi,SharDa01,fumbles_rec_td,0,,,,,
player,201410260nwe,chi,SharDa01,fumbles_forced,0,,,,,
player,201410260nwe,chi,FergEg00,def_int,0,,,,,
player,201410260nwe,chi,FergEg00,def_int_yds,0,,,,,
player,201410260nwe,chi,FergEg00,def_int_td,0,,,,,
player,201410260nwe,chi,FergEg00,def_int_long,0,,,,,
player,201410260nwe,chi,FergEg00,pass_defended,0,,,,,
player,201410260nwe,chi,FergEg00,sacks,0.0,,,,,
player,201410260nwe,chi,FergEg00,tackles_combined,3,,,,,
player,201410260nwe,chi,FergEg00,tackles_solo,0,,,,,
player,201410260nwe,chi,FergEg00,tackles_assists,3,,,,,
player,201410260nwe,chi,FergEg00,tackles_loss,0,,,,,
player,201410260nwe,chi,FergEg00,qb_hits,0,,,,,
player,201410260nwe,chi,FergEg00,fumbles_rec,0,,,,,
player,201410260nwe,chi,FergEg00,fumbles_rec_yds,0,,,,,
player,201410260nwe,chi,FergEg00,fumbles_rec_td,0,,,,,
player,201410260nwe,chi,FergEg00,fumbles_forced,0,,,,,
player,201410260nwe,chi,VereBr00,def_int,0,,,,,
player,201410260nwe,chi,VereBr00,def_int_yds,0,,,,,
player,201410260nwe,chi,VereBr00,def_int_td,0,,,,,
player,201410260nwe,chi,VereBr00,def_int_long,0,,,,,
player,201410260nwe,chi,VereBr00,pass_defended,0,,,,,
player,201410260nwe,chi,VereBr00,sacks,0.0,,,,,
player,201410260nwe,chi,VereBr00,tackles_combined,3,,,,,
player,201410260nwe,chi,VereBr00,tackles_solo,2,,,,,
player,201410260nwe,chi,VereBr00,tackles_assists,1,,,,,
player,201410260nwe,chi,VereBr00,tackles_loss,0,,,,,
player,201410260nwe,chi,VereBr00,qb_hits,0,,,,,
player,201410260nwe,chi,VereBr00,fumbles_rec,0,,,,,
player,201410260nwe,chi,VereBr00,fumbles_rec_yds,0,,,,,
player,201410260nwe,chi,VereBr00,fumbles_rec_td,0,,,,,
player,201410260nwe,chi,VereBr00,fumbles_forced,0,,,,,
player,201410260nwe,chi,YounWi99,def_int,0,,,,,
player,201410260nwe,chi,YounWi99,def_int_yds,0,,,,,
player,201410260nwe,chi,YounWi99,def_int_td,0,,,,,
player,201410260nwe,chi,YounWi99,def_int_long,0,,,,,
player,201410260nwe,chi,YounWi99,pass_defended,0,,,,,
player,201410260nwe,chi,YounWi99,sacks,0.0,,,,,
player,201410260nwe,chi,YounWi99,tackles_combined,3,,,,,
player,201410260nwe,chi,YounWi99,tackles_solo,0,,,,,
player,201410260nwe,chi,YounWi99,tackles_assists,3,,,,,
player,201410260nwe,chi,YounWi99,tackles_loss,0,,,,,
player,201410260nwe,chi,YounWi99,qb_hits,0,,,,,
player,201410260nwe,chi,YounWi99,fumbles_rec,0,,,,,
player,201410260nwe,chi,YounWi99,fumbles_rec_yds,0,,,,,
player,201410260nwe,chi,YounWi99,fumbles_rec_td,0,,,,,
player,201410260nwe,chi,YounWi99,fumbles_forced,0,,,,,
player,201410260nwe,chi,PaeaSt00,def_int,0,,,,,
player,201410260nwe,chi,PaeaSt00,def_int_yds,0,,,,,
player,201410260nwe,chi,PaeaSt00,def_int_td,0,,,,,
player,201410260nwe,chi,PaeaSt00,def_int_long,0,,,,,
player,201410260nwe,chi,PaeaSt00,pass_defended,0,,,,,
player,201410260nwe,chi,PaeaSt00,sacks,0.0,,,,,
player,201410260nwe,chi,PaeaSt00,tackles_combined,2,,,,,
player,201410260nwe,chi,PaeaSt00,tackles_solo,1,,,,,
player,201410260nwe,chi,PaeaSt00,tackles_assists,1,,,,,
player,201410260nwe,chi,PaeaSt00,tackles_loss,0,,,,,
player,201410260nwe,chi,PaeaSt00,qb_hits,0,,,,,
player,201410260nwe,chi,PaeaSt00,fumbles_rec,0,,,,,
player,201410260nwe,chi,PaeaSt00,fumbles_rec_yds,0,,,,,
player,201410260nwe,chi,PaeaSt00,fumbles_rec_td,0,,,,,
player,201410260nwe,chi,PaeaSt00,fumbles_forced,0,,,,,
player,201410260nwe,chi,SuttWi00,def_int,0,,,,,
player,201410260nwe,chi,SuttWi00,def_int_yds,0,,,,,
player,201410260nwe,chi,SuttWi00,def_int_td,0,,,,,
player,201410260nwe,chi,SuttWi00,def_int_long,0,,,,,
player,201410260nwe,chi,SuttWi00,pass_defended,0,,,,,
player,201410260nwe,chi,SuttWi00,sacks,0.0,,,,,
player,201410260nwe,chi,SuttWi00,tackles_combined,2,,,,,
player,201410260nwe,chi,SuttWi00,tackles_solo,1,,,,,
player,201410260nwe,chi,SuttWi00,tackles_assists,1,,,,,
player,201410260nwe,chi,SuttWi00,tackles_loss,1,,,,,
player,201410260nwe,chi,SuttWi00,qb_hits,0,,,,,
player,201410260nwe,chi,SuttWi00,fumbles_rec,0,,,,,
player,201410260nwe,chi,SuttWi00,fumbles_rec_yds,0,,,,,
player,201410260nwe,chi,SuttWi00,fumbles_rec_td,0,,,,,
player,201410260nwe,chi,SuttWi00,fumbles_forced,0,,,,,
player,201410260nwe,chi,McMaSh99,def_int,0,,,,,
player,201410260nwe,chi,McMaSh99,def_int_yds,0,,,,,
player,201410260nwe,chi,McMaSh99,def_int_td,0,,,,,
player,201410260nwe,chi,McMaSh99,def_int_long,0,,,,,
player,201410260nwe,chi,McMaSh99,pass_defended,0,,,,,
player,201410260nwe,chi,McMaSh99,sacks,0.0,,,,,
player,201410260nwe,chi,McMaSh99,tackles_combined,1,,,,,
player,201410260nwe,chi,McMaSh99,tackles_solo,1,,,,,
player,201410260nwe,chi,McMaSh99,tackles_assists,0,,,,,
player,201410260nwe,chi,McMaSh99,tackles_loss,0,,,,,
player,201410260nwe,chi,McMaSh99,qb_hits,0,,,,,
player,201410260nwe,chi,McMaSh99,fumbles_rec,0,,,,,
player,201410260nwe,chi,McMaSh99,fumbles_rec_yds,0,,,,,
player,201410260nwe,chi,McMaSh99,fumbles_rec_td,0,,,,,
player,201410260nwe,chi,McMaSh99,fumbles_forced,0,,,,,
player,201410260nwe,chi,GreeKh00,def_int,,,,,,
player,201410260nwe,chi,GreeKh00,def_int_yds,,,,,,
player,201410260nwe,chi,GreeKh00,def_int_td,,,,,,
player,201410260nwe,chi,GreeKh00,def_int_long,,,,,,
player,201410260nwe,chi,GreeKh00,pass_defended,,,,,,
player,201410260nwe,chi,GreeKh00,sacks,0.0,,,,,
player,201410260nwe,chi,GreeKh00,tackles_combined,,,,,,
player,201410260nwe,chi,GreeKh00,tackles_solo,,,,,,
player,201410260nwe,chi,GreeKh00,tackles_assists,,,,,,
player,201410260nwe,chi,GreeKh00,tackles_loss,2,,,,,
player,201410260nwe,chi,GreeKh00,qb_hits,1,,,,,
player,201410260nwe,chi,GreeKh00,fumbles_rec,,,,,,
player,201410260nwe,chi,GreeKh00,fumbles_rec_yds,,,,,,
player,201410260nwe,chi,GreeKh00,fumbles_rec_td,,,,,,
player,201410260nwe,chi,GreeKh00,fumbles_forced,,,,,,
player,201410260nwe,nwe,ReviDa99,def_int,1,,,,,
player,201410260nwe,nwe,ReviDa99,def_int_yds,0,,,,,
player,201410260nwe,nwe,ReviDa99,def_int_td,0,,,,,
player,201410260nwe,nwe,ReviDa99,def_int_long,0,,,,,
player,201410260nwe,nwe,ReviDa99,pass_defended,2,,,,,
player,201410260nwe,nwe,ReviDa99,sacks,0.0,,,,,
player,201410260nwe,nwe,ReviDa99,tackles_combined,4,,,,,
player,201410260nwe,nwe,ReviDa99,tackles_solo,4,,,,,
player,201410260nwe,nwe,ReviDa99,tackles_assists,0,,,,,
player,201410260nwe,nwe,ReviDa99,tackles_loss,0,,,,,
player,201410260nwe,nwe,ReviDa99,qb_hits,0,,,,,
player,201410260nwe,nwe,ReviDa99,fumbles_rec,0,,,,,
player,201410260nwe,nwe,ReviDa99,fumbles_rec_yds,0,,,,,
player,201410260nwe,nwe,ReviDa99,fumbles_rec_td,0,,,,,
player,201410260nwe,nwe,ReviDa99,fumbles_forced,0,,,,,
player,201410260nwe,nwe,AyerAk00,def_int,0,,,,,
player,201410260nwe,nwe,AyerAk00,def_int_yds,0,,,,,
player,201410260nwe,nwe,AyerAk00,def_int_td,0,,,,,
player,201410260nwe,nwe,AyerAk00,def_int_long,0,,,,,
player,201410260nwe,nwe,AyerAk00,pass_defended,0,,,,,
player,201410260nwe,nwe,AyerAk00,sacks,1.0,,,,,
player,201410260nwe,nwe,AyerAk00,tackles_combined,5,,,,,
player,201410260nwe,nwe,AyerAk00,tackles_solo,2,,,,,
player,201410260nwe,nwe,AyerAk00,tackles_assists,3,,,,,
player,201410260nwe,nwe,AyerAk00,tackles_loss,1,,,,,
player,201410260nwe,nwe,AyerAk00,qb_hits,1,,,,,
player,201410260nwe,nwe,AyerAk00,fumbles_rec,0,,,,,
player,201410260nwe,nwe,AyerAk00,fumbles_rec_yds,0,,,,,
player,201410260nwe,nwe,AyerAk00,fumbles_rec_td,0,,,,,
player,201410260nwe,nwe,AyerAk00,fumbles_forced,0,,,,,
player,201410260nwe,nwe,EaslDo00,def_int,0,,,,,
player,201410260nwe,nwe,EaslDo00,def_int_yds,0,,,,,
player,201410260nwe,nwe,EaslDo00,def_int_td,0,,,,,
player,201410260nwe,nwe,EaslDo00,def_int_long,0,,,,,
player,201410260nwe,nwe,EaslDo00,pass_defended,0,,,,,
player,201410260nwe,nwe,EaslDo00,sacks,1.0,,,,,
player,201410260nwe,nwe,EaslDo00,tackles_combined,3,,,,,
player,201410260nwe,nwe,EaslDo00,tackles_solo,1,,,,,
player,201410260nwe,nwe,EaslDo00,tackles_assists,2,,,,,
player,201410260nwe,nwe,EaslDo00,tackles_loss,1,,,,,
player,201410260nwe,nwe,EaslDo00,qb_hits,1,,,,,
player,201410260nwe,nwe,EaslDo00,fumbles_rec,0,,,,,
player,201410260nwe,nwe,EaslDo00,fumbles_rec_yds,0,,,,,
player,201410260nwe,nwe,EaslDo00,fumbles_rec_td,0,,,,,
player,201410260nwe,nwe,EaslDo00,fumbles_forced,0,,,,,
player,201410260nwe,nwe,HighDo01,def_int,0,,,,,
player,201410260nwe,nwe,HighDo01,def_int_yds,0,,,,,
player,201410260nwe,nwe,HighDo01,def_int_td,0,,,,,
player,201410260nwe,nwe,HighDo01,def_int_long,0,,,,,
player,201410260nwe,nwe,HighDo01,pass_defended,0,,,,,
player,201410260nwe,nwe,HighDo01,sacks,0.5,,,,,
player,201410260nwe,nwe,HighDo01,tackles_combined,10,,,,,
player,201410260nwe,nwe,HighDo01,tackles_solo,4,,,,,
player,201410260nwe,nwe,HighDo01,tackles_assists,6,,,,,
player,201410260nwe,nwe,HighDo01,tackles_loss,0,,,,,
player,201410260nwe,nwe,HighDo01,qb_hits,0,,,,,
player,201410260nwe,nwe,HighDo01,fumbles_rec,0,,,,,
player,201410260nwe,nwe,HighDo01,fumbles_rec_yds,0,,,,,
player,201410260nwe,nwe,HighDo01,fumbles_rec_td,0,,,,,
player,201410260nwe,nwe,HighDo01,fumbles_forced,0,,,,,
player,201410260nwe,nwe,MoorZa00,def_int,0,,,,,
player,201410260nwe,nwe,MoorZa00,def_int_yds,0,,,,,
player,201410260nwe,nwe,MoorZa00,def_int_td,0,,,,,
player,201410260nwe,nwe,MoorZa00,def_int_long,0,,,,,
player,201410260nwe,nwe,MoorZa00,pass_defended,0,,,,,
player,201410260nwe,nwe,MoorZa00,sacks,0.5,,,,,
player,201410260nwe,nwe,MoorZa00,tackles_combined,2,,,,,
player,201410260nwe,nwe,MoorZa00,tackles_solo,0,,,,,
player,201410260nwe,nwe,MoorZa00,tackles_assists,2,,,,,
player,201410260nwe,nwe,MoorZa00,tackles_loss,0,,,,,
player,201410260nwe,nwe,MoorZa00,qb_hits,1,,,,,
player,201410260nwe,nwe,MoorZa00,fumbles_rec,0,,,,,
player,201410260nwe,nwe,MoorZa00,fumbles_rec_yds,0,,,,,
player,201410260nwe,nwe,MoorZa00,fumbles_rec_td,0,,,,,
player,201410260nwe,nwe,MoorZa00,fumbles_forced,1,,,,,
player,201410260nwe,nwe,CollJa00,def_int,0,,,,,
player,201410260nwe,nwe,CollJa00,def_int_yds,0,,,,,
player,201410260nwe,nwe,CollJa00,def_int_td,0,,,,,
player,201410260nwe,nwe,CollJa00,def_int_long,0,,,,,
player,201410260nwe,nwe,CollJa00,pass_defended,0,,,,,
player,201410260nwe,nwe,CollJa00,sacks,0.0,,,,,
player,201410260nwe,nwe,CollJa00,tackles_combined,11,,,,,
player,201410260nwe,nwe,CollJa00,tackles_solo,6,,,,,
player,201410260nwe,nwe,CollJa00,tackles_assists,5,,,,,
player,201410260nwe,nwe,CollJa00,tackles_loss,0,,,,,
player,201410260nwe,nwe,CollJa00,qb_hits,0,,,,,
player,201410260nwe,nwe,CollJa00,fumbles_rec,0,,,,,
player,201410260nwe,nwe,CollJa00,fumbles_rec_yds,0,,,,,
player,201410260nwe,nwe,CollJa00,fumbles_rec_td,0,,,,,
player,201410260nwe,nwe,CollJa00,fumbles_forced,0,,,,,
player,201410260nwe,nwe,ChunPa99,def_int,0,,,,,
player,201410260nwe,nwe,ChunPa99,def_int_yds,0,,,,,
player,201410260nwe,nwe,ChunPa99,def_int_td,0,,,,,
player,201410260nwe,nwe,ChunPa99,def_int_long,0,,,,,
player,201410260nwe,nwe,ChunPa99,pass_defended,0,,,,,
player,201410260nwe,nwe,ChunPa99,sacks,0.0,,,,,
player,201410260nwe,nwe,ChunPa99,tackles_combined,6,,,,,
player,201410260nwe,nwe,ChunPa99,tackles_solo,3,,,,,
player,201410260nwe,nwe,ChunPa99,tackles_assists,3,,,,,
player,201410260nwe,nwe,ChunPa99,tackles_loss,0,,,,,
player,201410260nwe,nwe,ChunPa99,qb_hits,0,,,,,
player,201410260nwe,nwe,ChunPa99,fumbles_rec,0,,,,,
player,201410260nwe,nwe,ChunPa99,fumbles_rec_yds,0,,,,,
player,201410260nwe,nwe,ChunPa99,fumbles_rec_td,0,,,,,
player,201410260nwe,nwe,ChunPa99,fumbles_forced,0,,,,,
player,201410260nwe,nwe,RyanLo00,def_int,0,,,,,
player,201410260nwe,nwe,RyanLo00,def_int_yds,0,,,,,
player,201410260nwe,nwe,RyanLo00,def_int_td,0,,,,,
player,201410260nwe,nwe,RyanLo00,def_int_long,0,,,,,
player,201410260nwe,nwe,RyanLo00,pass_defended,0,,,,,
player,201410260nwe,nwe,RyanLo00,sacks,0.0,,,,,
player,201410260nwe,nwe,RyanLo00,tackles_combined,4,,,,,
player,201410260nwe,nwe,RyanLo00,tackles_solo,2,,,,,
player,201410260nwe,nwe,RyanLo00,tackles_assists,2,,,,,
player,201410260nwe,nwe,RyanLo00,tackles_loss,0,,,,,
player,201410260nwe,nwe,RyanLo00,qb_hits,0,,,,,
player,201410260nwe,nwe,RyanLo00,fumbles_rec,0,,,,,
player,201410260nwe,nwe,RyanLo00,fumbles_rec_yds,0,,,,,
player,201410260nwe,nwe,RyanLo00,fumbles_rec_td,0,,,,,
player,201410260nwe,nwe,RyanLo00,fumbles_forced,0,,,,,
player,201410260nwe,nwe,SkinDe00,def_int,0,,,,,
player,201410260nwe,nwe,SkinDe00,def_int_yds,0,,,,,
player,201410260nwe,nwe,SkinDe00,def_int_td,0,,,,,
player,201410260nwe,nwe,SkinDe00,def_int_long,0,,,,,
player,201410260nwe,nwe,SkinDe00,pass_defended,0,,,,,
player,201410260nwe,nwe,SkinDe00,sacks,0.0,,,,,
player,201410260nwe,nwe,SkinDe00,tackles_combined,4,,,,,
player,201410260nwe,nwe,SkinDe00,tackles_solo,1,,,,,
player,201410260nwe,nwe,SkinDe00,tackles_assists,3,,,,,
player,201410260nwe,nwe,SkinDe00,tackles_loss,0,,,,,
player,201410260nwe,nwe,SkinDe00,qb_hits,0,,,,,
player,201410260nwe,nwe,SkinDe00,fumbles_rec,0,,,,,
player,201410260nwe,nwe,SkinDe00,fumbles_rec_yds,0,,,,,
player,201410260nwe,nwe,SkinDe00,fumbles_rec_td,0,,,,,
player,201410260nwe,nwe,SkinDe00,fumbles_forced,0,,,,,
player,201410260nwe,nwe,BrowBr00,def_int,0,,,,,
player,201410260nwe,nwe,BrowBr00,def_int_yds,0,,,,,
player,201410260nwe,nwe,BrowBr00,def_int_td,0,,,,,
player,201410260nwe,nwe,BrowBr00,def_int_long,0,,,,,
player,201410260nwe,nwe,BrowBr00,pass_defended,1,,,,,
player,201410260nwe,nwe,BrowBr00,sacks,0.0,,,,,
player,201410260nwe,nwe,BrowBr00,tackles_combined,3,,,,,
player,201410260nwe,nwe,BrowBr00,tackles_solo,3,,,,,
player,201410260nwe,nwe,BrowBr00,tackles_assists,0,,,,,
player,201410260nwe,nwe,BrowBr00,tackles_loss,1,,,,,
player,201410260nwe,nwe,BrowBr00,qb_hits,0,,,,,
player,201410260nwe,nwe,BrowBr00,fumbles_rec,0,,,,,
player,201410260nwe,nwe,BrowBr00,fumbles_rec_yds,0,,,,,
player,201410260nwe,nwe,BrowBr00,fumbles_rec_td,0,,,,,
player,201410260nwe,nwe,BrowBr00,fumbles_forced,0,,,,,
player,201410260nwe,nwe,McCoDe99,def_int,0,,,,,
player,201410260nwe,nwe,McCoDe99,def_int_yds,0,,,,,
player,201410260nwe,nwe,McCoDe99,def_int_td,0,,,,,
player,201410260nwe,nwe,McCoDe99,def_int_long,0,,,,,
player,201410260nwe,nwe,McCoDe99,pass_defended,0,,,,,
player,201410260nwe,nwe,McCoDe99,sacks,0.0,,,,,
player,201410260nwe,nwe,McCoDe99,tackles_combined,3,,,,,
player,201410260nwe,nwe,McCoDe99,tackles_solo,2,,,,,
player,201410260nwe,nwe,McCoDe99,tackles_assists,1,,,,,
player,201410260nwe,nwe,McCoDe99,tackles_loss,0,,,,,
player,201410260nwe,nwe,McCoDe99,qb_hits,0,,,,,
player,201410260nwe,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201410260nwe,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201410260nwe,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201410260nwe,nwe,McCoDe99,fumbles_forced,0,,,,,
player,201410260nwe,nwe,WilsTa00,def_int,0,,,,,
player,201410260nwe,nwe,WilsTa00,def_int_yds,0,,,,,
player,201410260nwe,nwe,WilsTa00,def_int_td,0,,,,,
player,201410260nwe,nwe,WilsTa00,def_int_long,0,,,,,
player,201410260nwe,nwe,WilsTa00,pass_defended,1,,,,,
player,201410260nwe,nwe,WilsTa00,sacks,0.0,,,,,
player,201410260nwe,nwe,WilsTa00,tackles_combined,3,,,,,
player,201410260nwe,nwe,WilsTa00,tackles_solo,2,,,,,
player,201410260nwe,nwe,WilsTa00,tackles_assists,1,,,,,
player,201410260nwe,nwe,WilsTa00,tackles_loss,0,,,,,
player,201410260nwe,nwe,WilsTa00,qb_hits,0,,,,,
player,201410260nwe,nwe,WilsTa00,fumbles_rec,0,,,,,
player,201410260nwe,nwe,WilsTa00,fumbles_rec_yds,0,,,,,
player,201410260nwe,nwe,WilsTa00,fumbles_rec_td,0,,,,,
player,201410260nwe,nwe,WilsTa00,fumbles_forced,0,,,,,
player,201410260nwe,nwe,BoldBr00,def_int,0,,,,,
player,201410260nwe,nwe,BoldBr00,def_int_yds,0,,,,,
player,201410260nwe,nwe,BoldBr00,def_int_td,0,,,,,
player,201410260nwe,nwe,BoldBr00,def_int_long,0,,,,,
player,201410260nwe,nwe,BoldBr00,pass_defended,0,,,,,
player,201410260nwe,nwe,BoldBr00,sacks,0.0,,,,,
player,201410260nwe,nwe,BoldBr00,tackles_combined,2,,,,,
