game,2014,5,20141006,201410060was,sea,"Seattle Seahawks",27,was,"Washington Redskins",17
player,201410060was,sea,HarvPe00,pass_long,0,,,,,
player,201410060was,sea,HarvPe00,pass_rating,,,,,,
player,201410060was,sea,HarvPe00,rush_att,2,,,,,
player,201410060was,sea,HarvPe00,rush_yds,7,,,,,
player,201410060was,sea,HarvPe00,rush_td,0,,,,,
player,201410060was,sea,HarvPe00,rush_long,6,,,,,
player,201410060was,sea,HarvPe00,targets,5,,,,,
player,201410060was,sea,HarvPe00,rec,4,,,,,
player,201410060was,sea,HarvPe00,rec_yds,27,,,,,
player,201410060was,sea,HarvPe00,rec_td,0,,,,,
player,201410060was,sea,HarvPe00,rec_long,13,,,,,
player,201410060was,sea,HarvPe00,fumbles,0,,,,,
player,201410060was,sea,HarvPe00,fumbles_lost,0,,,,,
player,201410060was,sea,RyanJo21,pass_cmp,0,,,,,
player,201410060was,sea,RyanJo21,pass_att,0,,,,,
player,201410060was,sea,RyanJo21,pass_yds,0,,,,,
player,201410060was,sea,RyanJo21,pass_td,0,,,,,
player,201410060was,sea,RyanJo21,pass_int,0,,,,,
player,201410060was,sea,RyanJo21,pass_sacked,0,,,,,
player,201410060was,sea,RyanJo21,pass_sacked_yds,0,,,,,
player,201410060was,sea,RyanJo21,pass_long,0,,,,,
player,201410060was,sea,RyanJo21,pass_rating,,,,,,
player,201410060was,sea,RyanJo21,rush_att,1,,,,,
player,201410060was,sea,RyanJo21,rush_yds,5,,,,,
player,201410060was,sea,RyanJo21,rush_td,0,,,,,
player,201410060was,sea,RyanJo21,rush_long,5,,,,,
player,201410060was,sea,RyanJo21,targets,0,,,,,
player,201410060was,sea,RyanJo21,rec,0,,,,,
player,201410060was,sea,RyanJo21,rec_yds,0,,,,,
player,201410060was,sea,RyanJo21,rec_td,0,,,,,
player,201410060was,sea,RyanJo21,rec_long,0,,,,,
player,201410060was,sea,RyanJo21,fumbles,0,,,,,
player,201410060was,sea,RyanJo21,fumbles_lost,0,,,,,
player,201410060was,sea,BaldDo00,pass_cmp,0,,,,,
player,201410060was,sea,BaldDo00,pass_att,0,,,,,
player,201410060was,sea,BaldDo00,pass_yds,0,,,,,
player,201410060was,sea,BaldDo00,pass_td,0,,,,,
player,201410060was,sea,BaldDo00,pass_int,0,,,,,
player,201410060was,sea,BaldDo00,pass_sacked,0,,,,,
player,201410060was,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201410060was,sea,BaldDo00,pass_long,0,,,,,
player,201410060was,sea,BaldDo00,pass_rating,,,,,,
player,201410060was,sea,BaldDo00,rush_att,0,,,,,
player,201410060was,sea,BaldDo00,rush_yds,0,,,,,
player,201410060was,sea,BaldDo00,rush_td,0,,,,,
player,201410060was,sea,BaldDo00,rush_long,0,,,,,
player,201410060was,sea,BaldDo00,targets,5,,,,,
player,201410060was,sea,BaldDo00,rec,4,,,,,
player,201410060was,sea,BaldDo00,rec_yds,50,,,,,
player,201410060was,sea,BaldDo00,rec_td,0,,,,,
player,201410060was,sea,BaldDo00,rec_long,20,,,,,
player,201410060was,sea,BaldDo00,fumbles,0,,,,,
player,201410060was,sea,BaldDo00,fumbles_lost,0,,,,,
player,201410060was,sea,HelfCo00,pass_cmp,0,,,,,
player,201410060was,sea,HelfCo00,pass_att,0,,,,,
player,201410060was,sea,HelfCo00,pass_yds,0,,,,,
player,201410060was,sea,HelfCo00,pass_td,0,,,,,
player,201410060was,sea,HelfCo00,pass_int,0,,,,,
player,201410060was,sea,HelfCo00,pass_sacked,0,,,,,
player,201410060was,sea,HelfCo00,pass_sacked_yds,0,,,,,
player,201410060was,sea,HelfCo00,pass_long,0,,,,,
player,201410060was,sea,HelfCo00,pass_rating,,,,,,
player,201410060was,sea,HelfCo00,rush_att,0,,,,,
player,201410060was,sea,HelfCo00,rush_yds,0,,,,,
player,201410060was,sea,HelfCo00,rush_td,0,,,,,
player,201410060was,sea,HelfCo00,rush_long,0,,,,,
player,201410060was,sea,HelfCo00,targets,2,,,,,
player,201410060was,sea,HelfCo00,rec,1,,,,,
player,201410060was,sea,HelfCo00,rec_yds,36,,,,,
player,201410060was,sea,HelfCo00,rec_td,0,,,,,
player,201410060was,sea,HelfCo00,rec_long,36,,,,,
player,201410060was,sea,HelfCo00,fumbles,0,,,,,
player,201410060was,sea,HelfCo00,fumbles_lost,0,,,,,
player,201410060was,sea,WillLu00,pass_cmp,0,,,,,
player,201410060was,sea,WillLu00,pass_att,0,,,,,
player,201410060was,sea,WillLu00,pass_yds,0,,,,,
player,201410060was,sea,WillLu00,pass_td,0,,,,,
player,201410060was,sea,WillLu00,pass_int,0,,,,,
player,201410060was,sea,WillLu00,pass_sacked,0,,,,,
player,201410060was,sea,WillLu00,pass_sacked_yds,0,,,,,
player,201410060was,sea,WillLu00,pass_long,0,,,,,
player,201410060was,sea,WillLu00,pass_rating,,,,,,
player,201410060was,sea,WillLu00,rush_att,0,,,,,
player,201410060was,sea,WillLu00,rush_yds,0,,,,,
player,201410060was,sea,WillLu00,rush_td,0,,,,,
player,201410060was,sea,WillLu00,rush_long,0,,,,,
player,201410060was,sea,WillLu00,targets,4,,,,,
player,201410060was,sea,WillLu00,rec,3,,,,,
player,201410060was,sea,WillLu00,rec_yds,28,,,,,
player,201410060was,sea,WillLu00,rec_td,0,,,,,
player,201410060was,sea,WillLu00,rec_long,19,,,,,
player,201410060was,sea,WillLu00,fumbles,0,,,,,
player,201410060was,sea,WillLu00,fumbles_lost,0,,,,,
player,201410060was,sea,KearJe01,pass_cmp,0,,,,,
player,201410060was,sea,KearJe01,pass_att,0,,,,,
player,201410060was,sea,KearJe01,pass_yds,0,,,,,
player,201410060was,sea,KearJe01,pass_td,0,,,,,
player,201410060was,sea,KearJe01,pass_int,0,,,,,
player,201410060was,sea,KearJe01,pass_sacked,0,,,,,
player,201410060was,sea,KearJe01,pass_sacked_yds,0,,,,,
player,201410060was,sea,KearJe01,pass_long,0,,,,,
player,201410060was,sea,KearJe01,pass_rating,,,,,,
player,201410060was,sea,KearJe01,rush_att,0,,,,,
player,201410060was,sea,KearJe01,rush_yds,0,,,,,
player,201410060was,sea,KearJe01,rush_td,0,,,,,
player,201410060was,sea,KearJe01,rush_long,0,,,,,
player,201410060was,sea,KearJe01,targets,2,,,,,
player,201410060was,sea,KearJe01,rec,1,,,,,
player,201410060was,sea,KearJe01,rec_yds,15,,,,,
player,201410060was,sea,KearJe01,rec_td,1,,,,,
player,201410060was,sea,KearJe01,rec_long,15,,,,,
player,201410060was,sea,KearJe01,fumbles,0,,,,,
player,201410060was,sea,KearJe01,fumbles_lost,0,,,,,
player,201410060was,was,CousKi00,pass_cmp,21,,,,,
player,201410060was,was,CousKi00,pass_att,36,,,,,
player,201410060was,was,CousKi00,pass_yds,283,,,,,
player,201410060was,was,CousKi00,pass_td,2,,,,,
player,201410060was,was,CousKi00,pass_int,0,,,,,
player,201410060was,was,CousKi00,pass_sacked,1,,,,,
player,201410060was,was,CousKi00,pass_sacked_yds,8,,,,,
player,201410060was,was,CousKi00,pass_long,60,,,,,
player,201410060was,was,CousKi00,pass_rating,102.0,,,,,
player,201410060was,was,CousKi00,rush_att,2,,,,,
player,201410060was,was,CousKi00,rush_yds,4,,,,,
player,201410060was,was,CousKi00,rush_td,0,,,,,
player,201410060was,was,CousKi00,rush_long,4,,,,,
player,201410060was,was,CousKi00,targets,0,,,,,
player,201410060was,was,CousKi00,rec,0,,,,,
player,201410060was,was,CousKi00,rec_yds,0,,,,,
player,201410060was,was,CousKi00,rec_td,0,,,,,
player,201410060was,was,CousKi00,rec_long,0,,,,,
player,201410060was,was,CousKi00,fumbles,0,,,,,
player,201410060was,was,CousKi00,fumbles_lost,0,,,,,
player,201410060was,was,MorrAl00,pass_cmp,0,,,,,
player,201410060was,was,MorrAl00,pass_att,0,,,,,
player,201410060was,was,MorrAl00,pass_yds,0,,,,,
player,201410060was,was,MorrAl00,pass_td,0,,,,,
player,201410060was,was,MorrAl00,pass_int,0,,,,,
player,201410060was,was,MorrAl00,pass_sacked,0,,,,,
player,201410060was,was,MorrAl00,pass_sacked_yds,0,,,,,
player,201410060was,was,MorrAl00,pass_long,0,,,,,
player,201410060was,was,MorrAl00,pass_rating,,,,,,
player,201410060was,was,MorrAl00,rush_att,13,,,,,
player,201410060was,was,MorrAl00,rush_yds,29,,,,,
player,201410060was,was,MorrAl00,rush_td,0,,,,,
player,201410060was,was,MorrAl00,rush_long,11,,,,,
player,201410060was,was,MorrAl00,targets,1,,,,,
player,201410060was,was,MorrAl00,rec,1,,,,,
player,201410060was,was,MorrAl00,rec_yds,-2,,,,,
player,201410060was,was,MorrAl00,rec_td,0,,,,,
player,201410060was,was,MorrAl00,rec_long,-2,,,,,
player,201410060was,was,MorrAl00,fumbles,1,,,,,
player,201410060was,was,MorrAl00,fumbles_lost,0,,,,,
player,201410060was,was,JackDe00,pass_cmp,0,,,,,
player,201410060was,was,JackDe00,pass_att,0,,,,,
player,201410060was,was,JackDe00,pass_yds,0,,,,,
player,201410060was,was,JackDe00,pass_td,0,,,,,
player,201410060was,was,JackDe00,pass_int,0,,,,,
player,201410060was,was,JackDe00,pass_sacked,0,,,,,
player,201410060was,was,JackDe00,pass_sacked_yds,0,,,,,
player,201410060was,was,JackDe00,pass_long,0,,,,,
player,201410060was,was,JackDe00,pass_rating,,,,,,
player,201410060was,was,JackDe00,rush_att,0,,,,,
player,201410060was,was,JackDe00,rush_yds,0,,,,,
player,201410060was,was,JackDe00,rush_td,0,,,,,
player,201410060was,was,JackDe00,rush_long,0,,,,,
player,201410060was,was,JackDe00,targets,11,,,,,
player,201410060was,was,JackDe00,rec,5,,,,,
player,201410060was,was,JackDe00,rec_yds,157,,,,,
player,201410060was,was,JackDe00,rec_td,1,,,,,
player,201410060was,was,JackDe00,rec_long,60,,,,,
player,201410060was,was,JackDe00,fumbles,0,,,,,
player,201410060was,was,JackDe00,fumbles_lost,0,,,,,
player,201410060was,was,RobeAn00,pass_cmp,0,,,,,
player,201410060was,was,RobeAn00,pass_att,0,,,,,
player,201410060was,was,RobeAn00,pass_yds,0,,,,,
player,201410060was,was,RobeAn00,pass_td,0,,,,,
player,201410060was,was,RobeAn00,pass_int,0,,,,,
player,201410060was,was,RobeAn00,pass_sacked,0,,,,,
player,201410060was,was,RobeAn00,pass_sacked_yds,0,,,,,
player,201410060was,was,RobeAn00,pass_long,0,,,,,
player,201410060was,was,RobeAn00,pass_rating,,,,,,
player,201410060was,was,RobeAn00,rush_att,0,,,,,
player,201410060was,was,RobeAn00,rush_yds,0,,,,,
player,201410060was,was,RobeAn00,rush_td,0,,,,,
player,201410060was,was,RobeAn00,rush_long,0,,,,,
player,201410060was,was,RobeAn00,targets,9,,,,,
player,201410060was,was,RobeAn00,rec,5,,,,,
player,201410060was,was,RobeAn00,rec_yds,29,,,,,
player,201410060was,was,RobeAn00,rec_td,1,,,,,
player,201410060was,was,RobeAn00,rec_long,7,,,,,
player,201410060was,was,RobeAn00,fumbles,0,,,,,
player,201410060was,was,RobeAn00,fumbles_lost,0,,,,,
player,201410060was,was,GarcPi00,pass_cmp,0,,,,,
player,201410060was,was,GarcPi00,pass_att,0,,,,,
player,201410060was,was,GarcPi00,pass_yds,0,,,,,
player,201410060was,was,GarcPi00,pass_td,0,,,,,
player,201410060was,was,GarcPi00,pass_int,0,,,,,
player,201410060was,was,GarcPi00,pass_sacked,0,,,,,
player,201410060was,was,GarcPi00,pass_sacked_yds,0,,,,,
player,201410060was,was,GarcPi00,pass_long,0,,,,,
player,201410060was,was,GarcPi00,pass_rating,,,,,,
player,201410060was,was,GarcPi00,rush_att,0,,,,,
player,201410060was,was,GarcPi00,rush_yds,0,,,,,
player,201410060was,was,GarcPi00,rush_td,0,,,,,
player,201410060was,was,GarcPi00,rush_long,0,,,,,
player,201410060was,was,GarcPi00,targets,3,,,,,
player,201410060was,was,GarcPi00,rec,2,,,,,
player,201410060was,was,GarcPi00,rec_yds,23,,,,,
player,201410060was,was,GarcPi00,rec_td,0,,,,,
player,201410060was,was,GarcPi00,rec_long,18,,,,,
player,201410060was,was,GarcPi00,fumbles,0,,,,,
player,201410060was,was,GarcPi00,fumbles_lost,0,,,,,
player,201410060was,was,PaulLo00,pass_cmp,0,,,,,
player,201410060was,was,PaulLo00,pass_att,0,,,,,
player,201410060was,was,PaulLo00,pass_yds,0,,,,,
player,201410060was,was,PaulLo00,pass_td,0,,,,,
player,201410060was,was,PaulLo00,pass_int,0,,,,,
player,201410060was,was,PaulLo00,pass_sacked,0,,,,,
player,201410060was,was,PaulLo00,pass_sacked_yds,0,,,,,
player,201410060was,was,PaulLo00,pass_long,0,,,,,
player,201410060was,was,PaulLo00,pass_rating,,,,,,
player,201410060was,was,PaulLo00,rush_att,0,,,,,
player,201410060was,was,PaulLo00,rush_yds,0,,,,,
player,201410060was,was,PaulLo00,rush_td,0,,,,,
player,201410060was,was,PaulLo00,rush_long,0,,,,,
player,201410060was,was,PaulLo00,targets,3,,,,,
player,201410060was,was,PaulLo00,rec,2,,,,,
player,201410060was,was,PaulLo00,rec_yds,11,,,,,
player,201410060was,was,PaulLo00,rec_td,0,,,,,
player,201410060was,was,PaulLo00,rec_long,7,,,,,
player,201410060was,was,PaulLo00,fumbles,0,,,,,
player,201410060was,was,PaulLo00,fumbles_lost,0,,,,,
player,201410060was,was,PaulNi00,pass_cmp,0,,,,,
player,201410060was,was,PaulNi00,pass_att,0,,,,,
player,201410060was,was,PaulNi00,pass_yds,0,,,,,
player,201410060was,was,PaulNi00,pass_td,0,,,,,
player,201410060was,was,PaulNi00,pass_int,0,,,,,
player,201410060was,was,PaulNi00,pass_sacked,0,,,,,
player,201410060was,was,PaulNi00,pass_sacked_yds,0,,,,,
player,201410060was,was,PaulNi00,pass_long,0,,,,,
player,201410060was,was,PaulNi00,pass_rating,,,,,,
player,201410060was,was,PaulNi00,rush_att,0,,,,,
player,201410060was,was,PaulNi00,rush_yds,0,,,,,
player,201410060was,was,PaulNi00,rush_td,0,,,,,
player,201410060was,was,PaulNi00,rush_long,0,,,,,
player,201410060was,was,PaulNi00,targets,2,,,,,
player,201410060was,was,PaulNi00,rec,1,,,,,
player,201410060was,was,PaulNi00,rec_yds,6,,,,,
player,201410060was,was,PaulNi00,rec_td,0,,,,,
player,201410060was,was,PaulNi00,rec_long,6,,,,,
player,201410060was,was,PaulNi00,fumbles,0,,,,,
player,201410060was,was,PaulNi00,fumbles_lost,0,,,,,
player,201410060was,was,HeluRo00,pass_cmp,0,,,,,
player,201410060was,was,HeluRo00,pass_att,0,,,,,
player,201410060was,was,HeluRo00,pass_yds,0,,,,,
player,201410060was,was,HeluRo00,pass_td,0,,,,,
player,201410060was,was,HeluRo00,pass_int,0,,,,,
player,201410060was,was,HeluRo00,pass_sacked,0,,,,,
player,201410060was,was,HeluRo00,pass_sacked_yds,0,,,,,
player,201410060was,was,HeluRo00,pass_long,0,,,,,
player,201410060was,was,HeluRo00,pass_rating,,,,,,
player,201410060was,was,HeluRo00,rush_att,2,,,,,
player,201410060was,was,HeluRo00,rush_yds,-1,,,,,
player,201410060was,was,HeluRo00,rush_td,0,,,,,
player,201410060was,was,HeluRo00,rush_long,4,,,,,
player,201410060was,was,HeluRo00,targets,7,,,,,
player,201410060was,was,HeluRo00,rec,5,,,,,
player,201410060was,was,HeluRo00,rec_yds,59,,,,,
player,201410060was,was,HeluRo00,rec_td,0,,,,,
player,201410060was,was,HeluRo00,rec_long,22,,,,,
player,201410060was,was,HeluRo00,fumbles,0,,,,,
player,201410060was,was,HeluRo00,fumbles_lost,0,,,,,
player,201410060was,sea,WagnBo00,def_int,0,,,,,
player,201410060was,sea,WagnBo00,def_int_yds,0,,,,,
player,201410060was,sea,WagnBo00,def_int_td,0,,,,,
player,201410060was,sea,WagnBo00,def_int_long,0,,,,,
player,201410060was,sea,WagnBo00,pass_defended,2,,,,,
player,201410060was,sea,WagnBo00,sacks,1.0,,,,,
player,201410060was,sea,WagnBo00,tackles_combined,8,,,,,
player,201410060was,sea,WagnBo00,tackles_solo,5,,,,,
player,201410060was,sea,WagnBo00,tackles_assists,3,,,,,
player,201410060was,sea,WagnBo00,tackles_loss,3,,,,,
player,201410060was,sea,WagnBo00,qb_hits,1,,,,,
player,201410060was,sea,WagnBo00,fumbles_rec,0,,,,,
player,201410060was,sea,WagnBo00,fumbles_rec_yds,0,,,,,
player,201410060was,sea,WagnBo00,fumbles_rec_td,0,,,,,
player,201410060was,sea,WagnBo00,fumbles_forced,0,,,,,
player,201410060was,sea,ChanKa99,def_int,0,,,,,
player,201410060was,sea,ChanKa99,def_int_yds,0,,,,,
player,201410060was,sea,ChanKa99,def_int_td,0,,,,,
player,201410060was,sea,ChanKa99,def_int_long,0,,,,,
player,201410060was,sea,ChanKa99,pass_defended,0,,,,,
player,201410060was,sea,ChanKa99,sacks,0.0,,,,,
player,201410060was,sea,ChanKa99,tackles_combined,5,,,,,
player,201410060was,sea,ChanKa99,tackles_solo,4,,,,,
player,201410060was,sea,ChanKa99,tackles_assists,1,,,,,
player,201410060was,sea,ChanKa99,tackles_loss,0,,,,,
player,201410060was,sea,ChanKa99,qb_hits,0,,,,,
player,201410060was,sea,ChanKa99,fumbles_rec,0,,,,,
player,201410060was,sea,ChanKa99,fumbles_rec_yds,0,,,,,
player,201410060was,sea,ChanKa99,fumbles_rec_td,0,,,,,
player,201410060was,sea,ChanKa99,fumbles_forced,0,,,,,
player,201410060was,sea,MaxwBy00,def_int,0,,,,,
player,201410060was,sea,MaxwBy00,def_int_yds,0,,,,,
player,201410060was,sea,MaxwBy00,def_int_td,0,,,,,
player,201410060was,sea,MaxwBy00,def_int_long,0,,,,,
player,201410060was,sea,MaxwBy00,pass_defended,0,,,,,
player,201410060was,sea,MaxwBy00,sacks,0.0,,,,,
player,201410060was,sea,MaxwBy00,tackles_combined,5,,,,,
player,201410060was,sea,MaxwBy00,tackles_solo,5,,,,,
player,201410060was,sea,MaxwBy00,tackles_assists,0,,,,,
player,201410060was,sea,MaxwBy00,tackles_loss,0,,,,,
player,201410060was,sea,MaxwBy00,qb_hits,0,,,,,
player,201410060was,sea,MaxwBy00,fumbles_rec,0,,,,,
player,201410060was,sea,MaxwBy00,fumbles_rec_yds,0,,,,,
player,201410060was,sea,MaxwBy00,fumbles_rec_td,0,,,,,
player,201410060was,sea,MaxwBy00,fumbles_forced,0,,,,,
player,201410060was,sea,WillKe98,def_int,0,,,,,
player,201410060was,sea,WillKe98,def_int_yds,0,,,,,
player,201410060was,sea,WillKe98,def_int_td,0,,,,,
player,201410060was,sea,WillKe98,def_int_long,0,,,,,
player,201410060was,sea,WillKe98,pass_defended,1,,,,,
player,201410060was,sea,WillKe98,sacks,0.0,,,,,
player,201410060was,sea,WillKe98,tackles_combined,5,,,,,
player,201410060was,sea,WillKe98,tackles_solo,2,,,,,
player,201410060was,sea,WillKe98,tackles_assists,3,,,,,
player,201410060was,sea,WillKe98,tackles_loss,0,,,,,
player,201410060was,sea,WillKe98,qb_hits,0,,,,,
player,201410060was,sea,WillKe98,fumbles_rec,0,,,,,
player,201410060was,sea,WillKe98,fumbles_rec_yds,0,,,,,
player,201410060was,sea,WillKe98,fumbles_rec_td,0,,,,,
player,201410060was,sea,WillKe98,fumbles_forced,0,,,,,
player,201410060was,sea,WrigK.00,def_int,0,,,,,
player,201410060was,sea,WrigK.00,def_int_yds,0,,,,,
player,201410060was,sea,WrigK.00,def_int_td,0,,,,,
player,201410060was,sea,WrigK.00,def_int_long,0,,,,,
player,201410060was,sea,WrigK.00,pass_defended,1,,,,,
player,201410060was,sea,WrigK.00,sacks,0.0,,,,,
player,201410060was,sea,WrigK.00,tackles_combined,5,,,,,
player,201410060was,sea,WrigK.00,tackles_solo,4,,,,,
player,201410060was,sea,WrigK.00,tackles_assists,1,,,,,
player,201410060was,sea,WrigK.00,tackles_loss,0,,,,,
player,201410060was,sea,WrigK.00,qb_hits,0,,,,,
player,201410060was,sea,WrigK.00,fumbles_rec,0,,,,,
player,201410060was,sea,WrigK.00,fumbles_rec_yds,0,,,,,
player,201410060was,sea,WrigK.00,fumbles_rec_td,0,,,,,
player,201410060was,sea,WrigK.00,fumbles_forced,1,,,,,
player,201410060was,sea,BurlMa00,def_int,0,,,,,
player,201410060was,sea,BurlMa00,def_int_yds,0,,,,,
player,201410060was,sea,BurlMa00,def_int_td,0,,,,,
player,201410060was,sea,BurlMa00,def_int_long,0,,,,,
player,201410060was,sea,BurlMa00,pass_defended,1,,,,,
player,201410060was,sea,BurlMa00,sacks,0.0,,,,,
player,201410060was,sea,BurlMa00,tackles_combined,4,,,,,
player,201410060was,sea,BurlMa00,tackles_solo,3,,,,,
player,201410060was,sea,BurlMa00,tackles_assists,1,,,,,
player,201410060was,sea,BurlMa00,tackles_loss,0,,,,,
player,201410060was,sea,BurlMa00,qb_hits,0,,,,,
player,201410060was,sea,BurlMa00,fumbles_rec,0,,,,,
player,201410060was,sea,BurlMa00,fumbles_rec_yds,0,,,,,
player,201410060was,sea,BurlMa00,fumbles_rec_td,0,,,,,
player,201410060was,sea,BurlMa00,fumbles_forced,0,,,,,
player,201410060was,sea,HillJo01,def_int,0,,,,,
player,201410060was,sea,HillJo01,def_int_yds,0,,,,,
player,201410060was,sea,HillJo01,def_int_td,0,,,,,
player,201410060was,sea,HillJo01,def_int_long,0,,,,,
player,201410060was,sea,HillJo01,pass_defended,1,,,,,
player,201410060was,sea,HillJo01,sacks,0.0,,,,,
player,201410060was,sea,HillJo01,tackles_combined,3,,,,,
player,201410060was,sea,HillJo01,tackles_solo,2,,,,,
player,201410060was,sea,HillJo01,tackles_assists,1,,,,,
player,201410060was,sea,HillJo01,tackles_loss,0,,,,,
player,201410060was,sea,HillJo01,qb_hits,0,,,,,
player,201410060was,sea,HillJo01,fumbles_rec,0,,,,,
player,201410060was,sea,HillJo01,fumbles_rec_yds,0,,,,,
player,201410060was,sea,HillJo01,fumbles_rec_td,0,,,,,
player,201410060was,sea,HillJo01,fumbles_forced,0,,,,,
player,201410060was,sea,IrviBr00,def_int,0,,,,,
player,201410060was,sea,IrviBr00,def_int_yds,0,,,,,
player,201410060was,sea,IrviBr00,def_int_td,0,,,,,
player,201410060was,sea,IrviBr00,def_int_long,0,,,,,
player,201410060was,sea,IrviBr00,pass_defended,0,,,,,
