game,2014,13,20141130,201411300ram,rai,"Oakland Raiders",0,ram,"St. Louis Rams",52
player,201411300ram,ram,CookJa02,rec_td,0,,,,,
player,201411300ram,ram,CookJa02,rec_long,0,,,,,
player,201411300ram,ram,CookJa02,fumbles,0,,,,,
player,201411300ram,ram,CookJa02,fumbles_lost,0,,,,,
player,201411300ram,ram,WattTr00,pass_cmp,0,,,,,
player,201411300ram,ram,WattTr00,pass_att,0,,,,,
player,201411300ram,ram,WattTr00,pass_yds,0,,,,,
player,201411300ram,ram,WattTr00,pass_td,0,,,,,
player,201411300ram,ram,WattTr00,pass_int,0,,,,,
player,201411300ram,ram,WattTr00,pass_sacked,0,,,,,
player,201411300ram,ram,WattTr00,pass_sacked_yds,0,,,,,
player,201411300ram,ram,WattTr00,pass_long,0,,,,,
player,201411300ram,ram,WattTr00,pass_rating,,,,,,
player,201411300ram,ram,WattTr00,rush_att,0,,,,,
player,201411300ram,ram,WattTr00,rush_yds,0,,,,,
player,201411300ram,ram,WattTr00,rush_td,0,,,,,
player,201411300ram,ram,WattTr00,rush_long,0,,,,,
player,201411300ram,ram,WattTr00,targets,1,,,,,
player,201411300ram,ram,WattTr00,rec,0,,,,,
player,201411300ram,ram,WattTr00,rec_yds,0,,,,,
player,201411300ram,ram,WattTr00,rec_td,0,,,,,
player,201411300ram,ram,WattTr00,rec_long,0,,,,,
player,201411300ram,ram,WattTr00,fumbles,0,,,,,
player,201411300ram,ram,WattTr00,fumbles_lost,0,,,,,
player,201411300ram,rai,TuckJu20,def_int,0,,,,,
player,201411300ram,rai,TuckJu20,def_int_yds,0,,,,,
player,201411300ram,rai,TuckJu20,def_int_td,0,,,,,
player,201411300ram,rai,TuckJu20,def_int_long,0,,,,,
player,201411300ram,rai,TuckJu20,pass_defended,1,,,,,
player,201411300ram,rai,TuckJu20,sacks,1.0,,,,,
player,201411300ram,rai,TuckJu20,tackles_combined,2,,,,,
player,201411300ram,rai,TuckJu20,tackles_solo,2,,,,,
player,201411300ram,rai,TuckJu20,tackles_assists,0,,,,,
player,201411300ram,rai,TuckJu20,tackles_loss,2,,,,,
player,201411300ram,rai,TuckJu20,qb_hits,1,,,,,
player,201411300ram,rai,TuckJu20,fumbles_rec,0,,,,,
player,201411300ram,rai,TuckJu20,fumbles_rec_yds,0,,,,,
player,201411300ram,rai,TuckJu20,fumbles_rec_td,0,,,,,
player,201411300ram,rai,TuckJu20,fumbles_forced,0,,,,,
player,201411300ram,rai,MoorSi00,def_int,0,,,,,
player,201411300ram,rai,MoorSi00,def_int_yds,0,,,,,
player,201411300ram,rai,MoorSi00,def_int_td,0,,,,,
player,201411300ram,rai,MoorSi00,def_int_long,0,,,,,
player,201411300ram,rai,MoorSi00,pass_defended,0,,,,,
player,201411300ram,rai,MoorSi00,sacks,0.0,,,,,
player,201411300ram,rai,MoorSi00,tackles_combined,7,,,,,
player,201411300ram,rai,MoorSi00,tackles_solo,6,,,,,
player,201411300ram,rai,MoorSi00,tackles_assists,1,,,,,
player,201411300ram,rai,MoorSi00,tackles_loss,0,,,,,
player,201411300ram,rai,MoorSi00,qb_hits,1,,,,,
player,201411300ram,rai,MoorSi00,fumbles_rec,0,,,,,
player,201411300ram,rai,MoorSi00,fumbles_rec_yds,0,,,,,
player,201411300ram,rai,MoorSi00,fumbles_rec_td,0,,,,,
player,201411300ram,rai,MoorSi00,fumbles_forced,0,,,,,
player,201411300ram,rai,BurrMi00,def_int,0,,,,,
player,201411300ram,rai,BurrMi00,def_int_yds,0,,,,,
player,201411300ram,rai,BurrMi00,def_int_td,0,,,,,
player,201411300ram,rai,BurrMi00,def_int_long,0,,,,,
player,201411300ram,rai,BurrMi00,pass_defended,0,,,,,
player,201411300ram,rai,BurrMi00,sacks,0.0,,,,,
player,201411300ram,rai,BurrMi00,tackles_combined,6,,,,,
player,201411300ram,rai,BurrMi00,tackles_solo,4,,,,,
player,201411300ram,rai,BurrMi00,tackles_assists,2,,,,,
player,201411300ram,rai,BurrMi00,tackles_loss,0,,,,,
player,201411300ram,rai,BurrMi00,qb_hits,0,,,,,
player,201411300ram,rai,BurrMi00,fumbles_rec,0,,,,,
player,201411300ram,rai,BurrMi00,fumbles_rec_yds,0,,,,,
player,201411300ram,rai,BurrMi00,fumbles_rec_td,0,,,,,
player,201411300ram,rai,BurrMi00,fumbles_forced,0,,,,,
player,201411300ram,rai,HaydDJ00,def_int,0,,,,,
player,201411300ram,rai,HaydDJ00,def_int_yds,0,,,,,
player,201411300ram,rai,HaydDJ00,def_int_td,0,,,,,
player,201411300ram,rai,HaydDJ00,def_int_long,0,,,,,
player,201411300ram,rai,HaydDJ00,pass_defended,0,,,,,
player,201411300ram,rai,HaydDJ00,sacks,0.0,,,,,
player,201411300ram,rai,HaydDJ00,tackles_combined,6,,,,,
player,201411300ram,rai,HaydDJ00,tackles_solo,6,,,,,
player,201411300ram,rai,HaydDJ00,tackles_assists,0,,,,,
player,201411300ram,rai,HaydDJ00,tackles_loss,1,,,,,
player,201411300ram,rai,HaydDJ00,qb_hits,0,,,,,
player,201411300ram,rai,HaydDJ00,fumbles_rec,0,,,,,
player,201411300ram,rai,HaydDJ00,fumbles_rec_yds,0,,,,,
player,201411300ram,rai,HaydDJ00,fumbles_rec_td,0,,,,,
player,201411300ram,rai,HaydDJ00,fumbles_forced,0,,,,,
player,201411300ram,rai,WoodCh00,def_int,0,,,,,
player,201411300ram,rai,WoodCh00,def_int_yds,0,,,,,
player,201411300ram,rai,WoodCh00,def_int_td,0,,,,,
player,201411300ram,rai,WoodCh00,def_int_long,0,,,,,
player,201411300ram,rai,WoodCh00,pass_defended,0,,,,,
player,201411300ram,rai,WoodCh00,sacks,0.0,,,,,
player,201411300ram,rai,WoodCh00,tackles_combined,5,,,,,
player,201411300ram,rai,WoodCh00,tackles_solo,4,,,,,
player,201411300ram,rai,WoodCh00,tackles_assists,1,,,,,
player,201411300ram,rai,WoodCh00,tackles_loss,1,,,,,
player,201411300ram,rai,WoodCh00,qb_hits,0,,,,,
player,201411300ram,rai,WoodCh00,fumbles_rec,0,,,,,
player,201411300ram,rai,WoodCh00,fumbles_rec_yds,0,,,,,
player,201411300ram,rai,WoodCh00,fumbles_rec_td,0,,,,,
player,201411300ram,rai,WoodCh00,fumbles_forced,0,,,,,
player,201411300ram,rai,BrowTa99,def_int,0,,,,,
player,201411300ram,rai,BrowTa99,def_int_yds,0,,,,,
player,201411300ram,rai,BrowTa99,def_int_td,0,,,,,
player,201411300ram,rai,BrowTa99,def_int_long,0,,,,,
player,201411300ram,rai,BrowTa99,pass_defended,0,,,,,
player,201411300ram,rai,BrowTa99,sacks,0.0,,,,,
player,201411300ram,rai,BrowTa99,tackles_combined,4,,,,,
player,201411300ram,rai,BrowTa99,tackles_solo,4,,,,,
player,201411300ram,rai,BrowTa99,tackles_assists,0,,,,,
player,201411300ram,rai,BrowTa99,tackles_loss,0,,,,,
player,201411300ram,rai,BrowTa99,qb_hits,0,,,,,
player,201411300ram,rai,BrowTa99,fumbles_rec,0,,,,,
player,201411300ram,rai,BrowTa99,fumbles_rec_yds,0,,,,,
player,201411300ram,rai,BrowTa99,fumbles_rec_td,0,,,,,
player,201411300ram,rai,BrowTa99,fumbles_forced,0,,,,,
player,201411300ram,rai,ChekCh00,def_int,0,,,,,
player,201411300ram,rai,ChekCh00,def_int_yds,0,,,,,
player,201411300ram,rai,ChekCh00,def_int_td,0,,,,,
player,201411300ram,rai,ChekCh00,def_int_long,0,,,,,
player,201411300ram,rai,ChekCh00,pass_defended,0,,,,,
player,201411300ram,rai,ChekCh00,sacks,0.0,,,,,
player,201411300ram,rai,ChekCh00,tackles_combined,3,,,,,
player,201411300ram,rai,ChekCh00,tackles_solo,3,,,,,
player,201411300ram,rai,ChekCh00,tackles_assists,0,,,,,
player,201411300ram,rai,ChekCh00,tackles_loss,0,,,,,
player,201411300ram,rai,ChekCh00,qb_hits,0,,,,,
player,201411300ram,rai,ChekCh00,fumbles_rec,0,,,,,
player,201411300ram,rai,ChekCh00,fumbles_rec_yds,0,,,,,
player,201411300ram,rai,ChekCh00,fumbles_rec_td,0,,,,,
player,201411300ram,rai,ChekCh00,fumbles_forced,0,,,,,
player,201411300ram,rai,WilsC.98,def_int,0,,,,,
player,201411300ram,rai,WilsC.98,def_int_yds,0,,,,,
player,201411300ram,rai,WilsC.98,def_int_td,0,,,,,
player,201411300ram,rai,WilsC.98,def_int_long,0,,,,,
player,201411300ram,rai,WilsC.98,pass_defended,0,,,,,
player,201411300ram,rai,WilsC.98,sacks,0.0,,,,,
player,201411300ram,rai,WilsC.98,tackles_combined,2,,,,,
player,201411300ram,rai,WilsC.98,tackles_solo,2,,,,,
player,201411300ram,rai,WilsC.98,tackles_assists,0,,,,,
player,201411300ram,rai,WilsC.98,tackles_loss,0,,,,,
player,201411300ram,rai,WilsC.98,qb_hits,0,,,,,
player,201411300ram,rai,WilsC.98,fumbles_rec,0,,,,,
player,201411300ram,rai,WilsC.98,fumbles_rec_yds,0,,,,,
player,201411300ram,rai,WilsC.98,fumbles_rec_td,0,,,,,
player,201411300ram,rai,WilsC.98,fumbles_forced,0,,,,,
player,201411300ram,rai,AutrDe00,def_int,0,,,,,
player,201411300ram,rai,AutrDe00,def_int_yds,0,,,,,
player,201411300ram,rai,AutrDe00,def_int_td,0,,,,,
player,201411300ram,rai,AutrDe00,def_int_long,0,,,,,
player,201411300ram,rai,AutrDe00,pass_defended,0,,,,,
player,201411300ram,rai,AutrDe00,sacks,0.0,,,,,
player,201411300ram,rai,AutrDe00,tackles_combined,1,,,,,
player,201411300ram,rai,AutrDe00,tackles_solo,1,,,,,
player,201411300ram,rai,AutrDe00,tackles_assists,0,,,,,
player,201411300ram,rai,AutrDe00,tackles_loss,1,,,,,
player,201411300ram,rai,AutrDe00,qb_hits,0,,,,,
player,201411300ram,rai,AutrDe00,fumbles_rec,0,,,,,
player,201411300ram,rai,AutrDe00,fumbles_rec_yds,0,,,,,
player,201411300ram,rai,AutrDe00,fumbles_rec_td,0,,,,,
player,201411300ram,rai,AutrDe00,fumbles_forced,0,,,,,
player,201411300ram,rai,CarrTr00,def_int,0,,,,,
player,201411300ram,rai,CarrTr00,def_int_yds,0,,,,,
player,201411300ram,rai,CarrTr00,def_int_td,0,,,,,
player,201411300ram,rai,CarrTr00,def_int_long,0,,,,,
player,201411300ram,rai,CarrTr00,pass_defended,0,,,,,
player,201411300ram,rai,CarrTr00,sacks,0.0,,,,,
player,201411300ram,rai,CarrTr00,tackles_combined,1,,,,,
player,201411300ram,rai,CarrTr00,tackles_solo,1,,,,,
player,201411300ram,rai,CarrTr00,tackles_assists,0,,,,,
player,201411300ram,rai,CarrTr00,tackles_loss,0,,,,,
player,201411300ram,rai,CarrTr00,qb_hits,0,,,,,
player,201411300ram,rai,CarrTr00,fumbles_rec,0,,,,,
player,201411300ram,rai,CarrTr00,fumbles_rec_yds,0,,,,,
player,201411300ram,rai,CarrTr00,fumbles_rec_td,0,,,,,
player,201411300ram,rai,CarrTr00,fumbles_forced,0,,,,,
player,201411300ram,rai,MackKh00,def_int,0,,,,,
player,201411300ram,rai,MackKh00,def_int_yds,0,,,,,
player,201411300ram,rai,MackKh00,def_int_td,0,,,,,
player,201411300ram,rai,MackKh00,def_int_long,0,,,,,
player,201411300ram,rai,MackKh00,pass_defended,0,,,,,
player,201411300ram,rai,MackKh00,sacks,0.0,,,,,
player,201411300ram,rai,MackKh00,tackles_combined,1,,,,,
player,201411300ram,rai,MackKh00,tackles_solo,1,,,,,
player,201411300ram,rai,MackKh00,tackles_assists,0,,,,,
player,201411300ram,rai,MackKh00,tackles_loss,0,,,,,
player,201411300ram,rai,MackKh00,qb_hits,0,,,,,
player,201411300ram,rai,MackKh00,fumbles_rec,0,,,,,
player,201411300ram,rai,MackKh00,fumbles_rec_yds,0,,,,,
player,201411300ram,rai,MackKh00,fumbles_rec_td,0,,,,,
player,201411300ram,rai,MackKh00,fumbles_forced,0,,,,,
player,201411300ram,rai,ReecMa00,def_int,0,,,,,
player,201411300ram,rai,ReecMa00,def_int_yds,0,,,,,
player,201411300ram,rai,ReecMa00,def_int_td,0,,,,,
player,201411300ram,rai,ReecMa00,def_int_long,0,,,,,
player,201411300ram,rai,ReecMa00,pass_defended,0,,,,,
player,201411300ram,rai,ReecMa00,sacks,0.0,,,,,
player,201411300ram,rai,ReecMa00,tackles_combined,1,,,,,
player,201411300ram,rai,ReecMa00,tackles_solo,1,,,,,
player,201411300ram,rai,ReecMa00,tackles_assists,0,,,,,
player,201411300ram,rai,ReecMa00,tackles_loss,0,,,,,
player,201411300ram,rai,ReecMa00,qb_hits,0,,,,,
player,201411300ram,rai,ReecMa00,fumbles_rec,0,,,,,
player,201411300ram,rai,ReecMa00,fumbles_rec_yds,0,,,,,
player,201411300ram,rai,ReecMa00,fumbles_rec_td,0,,,,,
player,201411300ram,rai,ReecMa00,fumbles_forced,0,,,,,
player,201411300ram,rai,RossBr00,def_int,0,,,,,
player,201411300ram,rai,RossBr00,def_int_yds,0,,,,,
player,201411300ram,rai,RossBr00,def_int_td,0,,,,,
player,201411300ram,rai,RossBr00,def_int_long,0,,,,,
player,201411300ram,rai,RossBr00,pass_defended,1,,,,,
player,201411300ram,rai,RossBr00,sacks,0.0,,,,,
player,201411300ram,rai,RossBr00,tackles_combined,1,,,,,
player,201411300ram,rai,RossBr00,tackles_solo,0,,,,,
player,201411300ram,rai,RossBr00,tackles_assists,1,,,,,
player,201411300ram,rai,RossBr00,tackles_loss,0,,,,,
player,201411300ram,rai,RossBr00,qb_hits,0,,,,,
player,201411300ram,rai,RossBr00,fumbles_rec,0,,,,,
player,201411300ram,rai,RossBr00,fumbles_rec_yds,0,,,,,
player,201411300ram,rai,RossBr00,fumbles_rec_td,0,,,,,
player,201411300ram,rai,RossBr00,fumbles_forced,0,,,,,
player,201411300ram,rai,SimsPa99,def_int,0,,,,,
player,201411300ram,rai,SimsPa99,def_int_yds,0,,,,,
player,201411300ram,rai,SimsPa99,def_int_td,0,,,,,
player,201411300ram,rai,SimsPa99,def_int_long,0,,,,,
player,201411300ram,rai,SimsPa99,pass_defended,0,,,,,
player,201411300ram,rai,SimsPa99,sacks,0.0,,,,,
player,201411300ram,rai,SimsPa99,tackles_combined,1,,,,,
player,201411300ram,rai,SimsPa99,tackles_solo,1,,,,,
player,201411300ram,rai,SimsPa99,tackles_assists,0,,,,,
player,201411300ram,rai,SimsPa99,tackles_loss,1,,,,,
player,201411300ram,rai,SimsPa99,qb_hits,0,,,,,
player,201411300ram,rai,SimsPa99,fumbles_rec,0,,,,,
player,201411300ram,rai,SimsPa99,fumbles_rec_yds,0,,,,,
player,201411300ram,rai,SimsPa99,fumbles_rec_td,0,,,,,
player,201411300ram,rai,SimsPa99,fumbles_forced,0,,,,,
player,201411300ram,rai,SmitAn22,def_int,0,,,,,
player,201411300ram,rai,SmitAn22,def_int_yds,0,,,,,
player,201411300ram,rai,SmitAn22,def_int_td,0,,,,,
player,201411300ram,rai,SmitAn22,def_int_long,0,,,,,
player,201411300ram,rai,SmitAn22,pass_defended,0,,,,,
player,201411300ram,rai,SmitAn22,sacks,0.0,,,,,
player,201411300ram,rai,SmitAn22,tackles_combined,1,,,,,
player,201411300ram,rai,SmitAn22,tackles_solo,1,,,,,
player,201411300ram,rai,SmitAn22,tackles_assists,0,,,,,
player,201411300ram,rai,SmitAn22,tackles_loss,0,,,,,
player,201411300ram,rai,SmitAn22,qb_hits,0,,,,,
player,201411300ram,rai,SmitAn22,fumbles_rec,0,,,,,
player,201411300ram,rai,SmitAn22,fumbles_rec_yds,0,,,,,
player,201411300ram,rai,SmitAn22,fumbles_rec_td,0,,,,,
player,201411300ram,rai,SmitAn22,fumbles_forced,0,,,,,
player,201411300ram,ram,JohnTr05,def_int,2,,,,,
player,201411300ram,ram,JohnTr05,def_int_yds,65,,,,,
player,201411300ram,ram,JohnTr05,def_int_td,1,,,,,
player,201411300ram,ram,JohnTr05,def_int_long,43,,,,,
player,201411300ram,ram,JohnTr05,pass_defended,2,,,,,
player,201411300ram,ram,JohnTr05,sacks,0.0,,,,,
player,201411300ram,ram,JohnTr05,tackles_combined,6,,,,,
player,201411300ram,ram,JohnTr05,tackles_solo,6,,,,,
player,201411300ram,ram,JohnTr05,tackles_assists,0,,,,,
player,201411300ram,ram,JohnTr05,tackles_loss,0,,,,,
player,201411300ram,ram,JohnTr05,qb_hits,0,,,,,
player,201411300ram,ram,JohnTr05,fumbles_rec,0,,,,,
player,201411300ram,ram,JohnTr05,fumbles_rec_yds,0,,,,,
player,201411300ram,ram,JohnTr05,fumbles_rec_td,0,,,,,
player,201411300ram,ram,JohnTr05,fumbles_forced,0,,,,,
player,201411300ram,ram,GainE.00,def_int,1,,,,,
player,201411300ram,ram,GainE.00,def_int_yds,0,,,,,
player,201411300ram,ram,GainE.00,def_int_td,0,,,,,
player,201411300ram,ram,GainE.00,def_int_long,0,,,,,
player,201411300ram,ram,GainE.00,pass_defended,2,,,,,
player,201411300ram,ram,GainE.00,sacks,0.0,,,,,
player,201411300ram,ram,GainE.00,tackles_combined,6,,,,,
player,201411300ram,ram,GainE.00,tackles_solo,6,,,,,
player,201411300ram,ram,GainE.00,tackles_assists,0,,,,,
player,201411300ram,ram,GainE.00,tackles_loss,0,,,,,
player,201411300ram,ram,GainE.00,qb_hits,0,,,,,
player,201411300ram,ram,GainE.00,fumbles_rec,1,,,,,
player,201411300ram,ram,GainE.00,fumbles_rec_yds,0,,,,,
player,201411300ram,ram,GainE.00,fumbles_rec_td,0,,,,,
player,201411300ram,ram,GainE.00,fumbles_forced,0,,,,,
player,201411300ram,ram,QuinRo00,def_int,0,,,,,
player,201411300ram,ram,QuinRo00,def_int_yds,0,,,,,
player,201411300ram,ram,QuinRo00,def_int_td,0,,,,,
player,201411300ram,ram,QuinRo00,def_int_long,0,,,,,
player,201411300ram,ram,QuinRo00,pass_defended,0,,,,,
player,201411300ram,ram,QuinRo00,sacks,3.0,,,,,
player,201411300ram,ram,QuinRo00,tackles_combined,5,,,,,
player,201411300ram,ram,QuinRo00,tackles_solo,5,,,,,
player,201411300ram,ram,QuinRo00,tackles_assists,0,,,,,
player,201411300ram,ram,QuinRo00,tackles_loss,1,,,,,
player,201411300ram,ram,QuinRo00,qb_hits,3,,,,,
player,201411300ram,ram,QuinRo00,fumbles_rec,0,,,,,
player,201411300ram,ram,QuinRo00,fumbles_rec_yds,0,,,,,
player,201411300ram,ram,QuinRo00,fumbles_rec_td,0,,,,,
player,201411300ram,ram,QuinRo00,fumbles_forced,2,,,,,
player,201411300ram,ram,HayeWi99,def_int,0,,,,,
player,201411300ram,ram,HayeWi99,def_int_yds,0,,,,,
player,201411300ram,ram,HayeWi99,def_int_td,0,,,,,
player,201411300ram,ram,HayeWi99,def_int_long,0,,,,,
player,201411300ram,ram,HayeWi99,pass_defended,0,,,,,
player,201411300ram,ram,HayeWi99,sacks,1.0,,,,,
player,201411300ram,ram,HayeWi99,tackles_combined,6,,,,,
player,201411300ram,ram,HayeWi99,tackles_solo,6,,,,,
player,201411300ram,ram,HayeWi99,tackles_assists,0,,,,,
player,201411300ram,ram,HayeWi99,tackles_loss,2,,,,,
player,201411300ram,ram,HayeWi99,qb_hits,1,,,,,
player,201411300ram,ram,HayeWi99,fumbles_rec,0,,,,,
player,201411300ram,ram,HayeWi99,fumbles_rec_yds,0,,,,,
player,201411300ram,ram,HayeWi99,fumbles_rec_td,0,,,,,
player,201411300ram,ram,HayeWi99,fumbles_forced,1,,,,,
player,201411300ram,ram,LongCh99,def_int,0,,,,,
player,201411300ram,ram,LongCh99,def_int_yds,0,,,,,
player,201411300ram,ram,LongCh99,def_int_td,0,,,,,
player,201411300ram,ram,LongCh99,def_int_long,0,,,,,
player,201411300ram,ram,LongCh99,pass_defended,0,,,,,
player,201411300ram,ram,LongCh99,sacks,1.0,,,,,
player,201411300ram,ram,LongCh99,tackles_combined,2,,,,,
player,201411300ram,ram,LongCh99,tackles_solo,2,,,,,
player,201411300ram,ram,LongCh99,tackles_assists,0,,,,,
player,201411300ram,ram,LongCh99,tackles_loss,2,,,,,
player,201411300ram,ram,LongCh99,qb_hits,1,,,,,
player,201411300ram,ram,LongCh99,fumbles_rec,1,,,,,
player,201411300ram,ram,LongCh99,fumbles_rec_yds,0,,,,,
player,201411300ram,ram,LongCh99,fumbles_rec_td,0,,,,,
player,201411300ram,ram,LongCh99,fumbles_forced,0,,,,,
player,201411300ram,ram,DonaAa00,def_int,0,,,,,
player,201411300ram,ram,DonaAa00,def_int_yds,0,,,,,
player,201411300ram,ram,DonaAa00,def_int_td,0,,,,,
player,201411300ram,ram,DonaAa00,def_int_long,0,,,,,
player,201411300ram,ram,DonaAa00,pass_defended,1,,,,,
player,201411300ram,ram,DonaAa00,sacks,1.0,,,,,
player,201411300ram,ram,DonaAa00,tackles_combined,1,,,,,
player,201411300ram,ram,DonaAa00,tackles_solo,1,,,,,
player,201411300ram,ram,DonaAa00,tackles_assists,0,,,,,
player,201411300ram,ram,DonaAa00,tackles_loss,1,,,,,
player,201411300ram,ram,DonaAa00,qb_hits,1,,,,,
player,201411300ram,ram,DonaAa00,fumbles_rec,0,,,,,
player,201411300ram,ram,DonaAa00,fumbles_rec_yds,0,,,,,
player,201411300ram,ram,DonaAa00,fumbles_rec_td,0,,,,,
player,201411300ram,ram,DonaAa00,fumbles_forced,0,,,,,
player,201411300ram,ram,BrocMi00,def_int,0,,,,,
player,201411300ram,ram,BrocMi00,def_int_yds,0,,,,,
player,201411300ram,ram,BrocMi00,def_int_td,0,,,,,
player,201411300ram,ram,BrocMi00,def_int_long,0,,,,,
player,201411300ram,ram,BrocMi00,pass_defended,0,,,,,
player,201411300ram,ram,BrocMi00,sacks,0.0,,,,,
player,201411300ram,ram,BrocMi00,tackles_combined,7,,,,,
player,201411300ram,ram,BrocMi00,tackles_solo,6,,,,,
player,201411300ram,ram,BrocMi00,tackles_assists,1,,,,,
player,201411300ram,ram,BrocMi00,tackles_loss,1,,,,,
player,201411300ram,ram,BrocMi00,qb_hits,1,,,,,
player,201411300ram,ram,BrocMi00,fumbles_rec,0,,,,,
player,201411300ram,ram,BrocMi00,fumbles_rec_yds,0,,,,,
player,201411300ram,ram,BrocMi00,fumbles_rec_td,0,,,,,
player,201411300ram,ram,BrocMi00,fumbles_forced,0,,,,,
player,201411300ram,ram,LaurJa99,def_int,0,,,,,
player,201411300ram,ram,LaurJa99,def_int_yds,0,,,,,
player,201411300ram,ram,LaurJa99,def_int_td,0,,,,,
player,201411300ram,ram,LaurJa99,def_int_long,0,,,,,
player,201411300ram,ram,LaurJa99,pass_defended,0,,,,,
player,201411300ram,ram,LaurJa99,sacks,0.0,,,,,
player,201411300ram,ram,LaurJa99,tackles_combined,6,,,,,
player,201411300ram,ram,LaurJa99,tackles_solo,4,,,,,
player,201411300ram,ram,LaurJa99,tackles_assists,2,,,,,
player,201411300ram,ram,LaurJa99,tackles_loss,0,,,,,
player,201411300ram,ram,LaurJa99,qb_hits,0,,,,,
player,201411300ram,ram,LaurJa99,fumbles_rec,0,,,,,
player,201411300ram,ram,LaurJa99,fumbles_rec_yds,0,,,,,
player,201411300ram,ram,LaurJa99,fumbles_rec_td,0,,,,,
player,201411300ram,ram,LaurJa99,fumbles_forced,0,,,,,
player,201411300ram,ram,OgleAl00,def_int,0,,,,,
player,201411300ram,ram,OgleAl00,def_int_yds,0,,,,,
player,201411300ram,ram,OgleAl00,def_int_td,0,,,,,
player,201411300ram,ram,OgleAl00,def_int_long,0,,,,,
player,201411300ram,ram,OgleAl00,pass_defended,1,,,,,
player,201411300ram,ram,OgleAl00,sacks,0.0,,,,,
player,201411300ram,ram,OgleAl00,tackles_combined,6,,,,,
player,201411300ram,ram,OgleAl00,tackles_solo,5,,,,,
player,201411300ram,ram,OgleAl00,tackles_assists,1,,,,,
player,201411300ram,ram,OgleAl00,tackles_loss,0,,,,,
player,201411300ram,ram,OgleAl00,qb_hits,0,,,,,
player,201411300ram,ram,OgleAl00,fumbles_rec,0,,,,,
player,201411300ram,ram,OgleAl00,fumbles_rec_yds,0,,,,,
player,201411300ram,ram,OgleAl00,fumbles_rec_td,0,,,,,
player,201411300ram,ram,OgleAl00,fumbles_forced,0,,,,,
player,201411300ram,ram,McDoTJ00,def_int,0,,,,,
player,201411300ram,ram,McDoTJ00,def_int_yds,0,,,,,
player,201411300ram,ram,McDoTJ00,def_int_td,0,,,,,
player,201411300ram,ram,McDoTJ00,def_int_long,0,,,,,
player,201411300ram,ram,McDoTJ00,pass_defended,1,,,,,
player,201411300ram,ram,McDoTJ00,sacks,0.0,,,,,
player,201411300ram,ram,McDoTJ00,tackles_combined,5,,,,,
player,201411300ram,ram,McDoTJ00,tackles_solo,5,,,,,
player,201411300ram,ram,McDoTJ00,tackles_assists,0,,,,,
player,201411300ram,ram,McDoTJ00,tackles_loss,0,,,,,
player,201411300ram,ram,McDoTJ00,qb_hits,0,,,,,
player,201411300ram,ram,McDoTJ00,fumbles_rec,0,,,,,
player,201411300ram,ram,McDoTJ00,fumbles_rec_yds,0,,,,,
player,201411300ram,ram,McDoTJ00,fumbles_rec_td,0,,,,,
player,201411300ram,ram,McDoTJ00,fumbles_forced,0,,,,,
player,201411300ram,ram,DunbJo20,def_int,0,,,,,
player,201411300ram,ram,DunbJo20,def_int_yds,0,,,,,
player,201411300ram,ram,DunbJo20,def_int_td,0,,,,,
player,201411300ram,ram,DunbJo20,def_int_long,0,,,,,
player,201411300ram,ram,DunbJo20,pass_defended,0,,,,,
player,201411300ram,ram,DunbJo20,sacks,0.0,,,,,
player,201411300ram,ram,DunbJo20,tackles_combined,3,,,,,
player,201411300ram,ram,DunbJo20,tackles_solo,3,,,,,
player,201411300ram,ram,DunbJo20,tackles_assists,0,,,,,
player,201411300ram,ram,DunbJo20,tackles_loss,0,,,,,
player,201411300ram,ram,DunbJo20,qb_hits,0,,,,,
player,201411300ram,ram,DunbJo20,fumbles_rec,0,,,,,
player,201411300ram,ram,DunbJo20,fumbles_rec_yds,0,,,,,
player,201411300ram,ram,DunbJo20,fumbles_rec_td,0,,,,,
player,201411300ram,ram,DunbJo20,fumbles_forced,0,,,,,
player,201411300ram,ram,BarrMa00,def_int,0,,,,,
player,201411300ram,ram,BarrMa00,def_int_yds,0,,,,,
player,201411300ram,ram,BarrMa00,def_int_td,0,,,,,
player,201411300ram,ram,BarrMa00,def_int_long,0,,,,,
player,201411300ram,ram,BarrMa00,pass_defended,1,,,,,
player,201411300ram,ram,BarrMa00,sacks,0.0,,,,,
player,201411300ram,ram,BarrMa00,tackles_combined,2,,,,,
player,201411300ram,ram,BarrMa00,tackles_solo,2,,,,,
player,201411300ram,ram,BarrMa00,tackles_assists,0,,,,,
player,201411300ram,ram,BarrMa00,tackles_loss,0,,,,,
player,201411300ram,ram,BarrMa00,qb_hits,0,,,,,
player,201411300ram,ram,BarrMa00,fumbles_rec,0,,,,,
player,201411300ram,ram,BarrMa00,fumbles_rec_yds,0,,,,,
player,201411300ram,ram,BarrMa00,fumbles_rec_td,0,,,,,
player,201411300ram,ram,BarrMa00,fumbles_forced,0,,,,,
player,201411300ram,ram,BateDa00,def_int,0,,,,,
player,201411300ram,ram,BateDa00,def_int_yds,0,,,,,
player,201411300ram,ram,BateDa00,def_int_td,0,,,,,
player,201411300ram,ram,BateDa00,def_int_long,0,,,,,
player,201411300ram,ram,BateDa00,pass_defended,0,,,,,
player,201411300ram,ram,BateDa00,sacks,0.0,,,,,
player,201411300ram,ram,BateDa00,tackles_combined,2,,,,,
player,201411300ram,ram,BateDa00,tackles_solo,2,,,,,
player,201411300ram,ram,BateDa00,tackles_assists,0,,,,,
