game,2014,14,20141207,201412070nor,car,"Carolina Panthers",41,nor,"New Orleans Saints",10
team,201412070nor,car,First Downs,24,,,,,,
team,201412070nor,nor,First Downs,18,,,,,,
team,201412070nor,car,Rush-Yds-TDs,40-271-2,,,,,,
team,201412070nor,nor,Rush-Yds-TDs,17-92-0,,,,,,
team,201412070nor,car,Cmp-Att-Yd-TD-INT,21-33-226-3-0,,,,,,
team,201412070nor,nor,Cmp-Att-Yd-TD-INT,29-49-235-1-1,,,,,,
team,201412070nor,car,Sacked-Yards,0-0,,,,,,
team,201412070nor,nor,Sacked-Yards,2-17,,,,,,
team,201412070nor,car,Net Pass Yards,226,,,,,,
team,201412070nor,nor,Net Pass Yards,218,,,,,,
team,201412070nor,car,Total Yards,497,,,,,,
team,201412070nor,nor,Total Yards,310,,,,,,
team,201412070nor,car,Fumbles-Lost,2-0,,,,,,
team,201412070nor,nor,Fumbles-Lost,1-1,,,,,,
team,201412070nor,car,Turnovers,0,,,,,,
team,201412070nor,nor,Turnovers,2,,,,,,
team,201412070nor,car,Penalties-Yards,6-55,,,,,,
team,201412070nor,nor,Penalties-Yards,4-30,,,,,,
team,201412070nor,car,Third Down Conv.,7-15,,,,,,
team,201412070nor,nor,Third Down Conv.,5-14,,,,,,
team,201412070nor,car,Fourth Down Conv.,0-0,,,,,,
team,201412070nor,nor,Fourth Down Conv.,1-2,,,,,,
team,201412070nor,car,Time of Possession,36:00,,,,,,
team,201412070nor,nor,Time of Possession,24:00,,,,,,
player,201412070nor,car,NewtCa00,pass_cmp,21,,,,,
player,201412070nor,car,NewtCa00,pass_att,33,,,,,
player,201412070nor,car,NewtCa00,pass_yds,226,,,,,
player,201412070nor,car,NewtCa00,pass_td,3,,,,,
player,201412070nor,car,NewtCa00,pass_int,0,,,,,
player,201412070nor,car,NewtCa00,pass_sacked,0,,,,,
player,201412070nor,car,NewtCa00,pass_sacked_yds,0,,,,,
player,201412070nor,car,NewtCa00,pass_long,26,,,,,
player,201412070nor,car,NewtCa00,pass_rating,114.0,,,,,
player,201412070nor,car,NewtCa00,rush_att,12,,,,,
player,201412070nor,car,NewtCa00,rush_yds,83,,,,,
player,201412070nor,car,NewtCa00,rush_td,1,,,,,
player,201412070nor,car,NewtCa00,rush_long,22,,,,,
player,201412070nor,car,NewtCa00,targets,0,,,,,
player,201412070nor,car,NewtCa00,rec,0,,,,,
player,201412070nor,car,NewtCa00,rec_yds,0,,,,,
player,201412070nor,car,NewtCa00,rec_td,0,,,,,
player,201412070nor,car,NewtCa00,rec_long,0,,,,,
player,201412070nor,car,NewtCa00,fumbles,1,,,,,
player,201412070nor,car,NewtCa00,fumbles_lost,0,,,,,
player,201412070nor,car,StewJo00,pass_cmp,0,,,,,
player,201412070nor,car,StewJo00,pass_att,0,,,,,
player,201412070nor,car,StewJo00,pass_yds,0,,,,,
player,201412070nor,car,StewJo00,pass_td,0,,,,,
player,201412070nor,car,StewJo00,pass_int,0,,,,,
player,201412070nor,car,StewJo00,pass_sacked,0,,,,,
player,201412070nor,car,StewJo00,pass_sacked_yds,0,,,,,
player,201412070nor,car,StewJo00,pass_long,0,,,,,
player,201412070nor,car,StewJo00,pass_rating,,,,,,
player,201412070nor,car,StewJo00,rush_att,20,,,,,
player,201412070nor,car,StewJo00,rush_yds,155,,,,,
player,201412070nor,car,StewJo00,rush_td,1,,,,,
player,201412070nor,car,StewJo00,rush_long,69,,,,,
player,201412070nor,car,StewJo00,targets,1,,,,,
player,201412070nor,car,StewJo00,rec,0,,,,,
player,201412070nor,car,StewJo00,rec_yds,0,,,,,
player,201412070nor,car,StewJo00,rec_td,0,,,,,
player,201412070nor,car,StewJo00,rec_long,0,,,,,
player,201412070nor,car,StewJo00,fumbles,0,,,,,
player,201412070nor,car,StewJo00,fumbles_lost,0,,,,,
player,201412070nor,car,TolbMi00,pass_cmp,0,,,,,
player,201412070nor,car,TolbMi00,pass_att,0,,,,,
player,201412070nor,car,TolbMi00,pass_yds,0,,,,,
player,201412070nor,car,TolbMi00,pass_td,0,,,,,
player,201412070nor,car,TolbMi00,pass_int,0,,,,,
player,201412070nor,car,TolbMi00,pass_sacked,0,,,,,
player,201412070nor,car,TolbMi00,pass_sacked_yds,0,,,,,
player,201412070nor,car,TolbMi00,pass_long,0,,,,,
player,201412070nor,car,TolbMi00,pass_rating,,,,,,
player,201412070nor,car,TolbMi00,rush_att,5,,,,,
player,201412070nor,car,TolbMi00,rush_yds,28,,,,,
player,201412070nor,car,TolbMi00,rush_td,0,,,,,
player,201412070nor,car,TolbMi00,rush_long,15,,,,,
player,201412070nor,car,TolbMi00,targets,3,,,,,
player,201412070nor,car,TolbMi00,rec,2,,,,,
player,201412070nor,car,TolbMi00,rec_yds,34,,,,,
player,201412070nor,car,TolbMi00,rec_td,0,,,,,
player,201412070nor,car,TolbMi00,rec_long,18,,,,,
player,201412070nor,car,TolbMi00,fumbles,0,,,,,
player,201412070nor,car,TolbMi00,fumbles_lost,0,,,,,
player,201412070nor,car,WhitFo00,pass_cmp,0,,,,,
player,201412070nor,car,WhitFo00,pass_att,0,,,,,
player,201412070nor,car,WhitFo00,pass_yds,0,,,,,
player,201412070nor,car,WhitFo00,pass_td,0,,,,,
player,201412070nor,car,WhitFo00,pass_int,0,,,,,
player,201412070nor,car,WhitFo00,pass_sacked,0,,,,,
player,201412070nor,car,WhitFo00,pass_sacked_yds,0,,,,,
player,201412070nor,car,WhitFo00,pass_long,0,,,,,
player,201412070nor,car,WhitFo00,pass_rating,,,,,,
player,201412070nor,car,WhitFo00,rush_att,3,,,,,
player,201412070nor,car,WhitFo00,rush_yds,5,,,,,
player,201412070nor,car,WhitFo00,rush_td,0,,,,,
player,201412070nor,car,WhitFo00,rush_long,3,,,,,
player,201412070nor,car,WhitFo00,targets,1,,,,,
player,201412070nor,car,WhitFo00,rec,1,,,,,
player,201412070nor,car,WhitFo00,rec_yds,26,,,,,
player,201412070nor,car,WhitFo00,rec_td,1,,,,,
player,201412070nor,car,WhitFo00,rec_long,26,,,,,
player,201412070nor,car,WhitFo00,fumbles,0,,,,,
player,201412070nor,car,WhitFo00,fumbles_lost,0,,,,,
player,201412070nor,car,OlseGr00,pass_cmp,0,,,,,
player,201412070nor,car,OlseGr00,pass_att,0,,,,,
player,201412070nor,car,OlseGr00,pass_yds,0,,,,,
player,201412070nor,car,OlseGr00,pass_td,0,,,,,
player,201412070nor,car,OlseGr00,pass_int,0,,,,,
player,201412070nor,car,OlseGr00,pass_sacked,0,,,,,
player,201412070nor,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201412070nor,car,OlseGr00,pass_long,0,,,,,
player,201412070nor,car,OlseGr00,pass_rating,,,,,,
player,201412070nor,car,OlseGr00,rush_att,0,,,,,
player,201412070nor,car,OlseGr00,rush_yds,0,,,,,
player,201412070nor,car,OlseGr00,rush_td,0,,,,,
player,201412070nor,car,OlseGr00,rush_long,0,,,,,
player,201412070nor,car,OlseGr00,targets,11,,,,,
player,201412070nor,car,OlseGr00,rec,10,,,,,
player,201412070nor,car,OlseGr00,rec_yds,72,,,,,
player,201412070nor,car,OlseGr00,rec_td,1,,,,,
player,201412070nor,car,OlseGr00,rec_long,16,,,,,
player,201412070nor,car,OlseGr00,fumbles,1,,,,,
player,201412070nor,car,OlseGr00,fumbles_lost,0,,,,,
player,201412070nor,car,BrowPh00,pass_cmp,0,,,,,
player,201412070nor,car,BrowPh00,pass_att,0,,,,,
player,201412070nor,car,BrowPh00,pass_yds,0,,,,,
player,201412070nor,car,BrowPh00,pass_td,0,,,,,
player,201412070nor,car,BrowPh00,pass_int,0,,,,,
player,201412070nor,car,BrowPh00,pass_sacked,0,,,,,
player,201412070nor,car,BrowPh00,pass_sacked_yds,0,,,,,
player,201412070nor,car,BrowPh00,pass_long,0,,,,,
player,201412070nor,car,BrowPh00,pass_rating,,,,,,
player,201412070nor,car,BrowPh00,rush_att,0,,,,,
player,201412070nor,car,BrowPh00,rush_yds,0,,,,,
player,201412070nor,car,BrowPh00,rush_td,0,,,,,
player,201412070nor,car,BrowPh00,rush_long,0,,,,,
player,201412070nor,car,BrowPh00,targets,5,,,,,
player,201412070nor,car,BrowPh00,rec,3,,,,,
player,201412070nor,car,BrowPh00,rec_yds,42,,,,,
player,201412070nor,car,BrowPh00,rec_td,0,,,,,
player,201412070nor,car,BrowPh00,rec_long,18,,,,,
player,201412070nor,car,BrowPh00,fumbles,0,,,,,
player,201412070nor,car,BrowPh00,fumbles_lost,0,,,,,
player,201412070nor,car,BenjKe00,pass_cmp,0,,,,,
player,201412070nor,car,BenjKe00,pass_att,0,,,,,
player,201412070nor,car,BenjKe00,pass_yds,0,,,,,
player,201412070nor,car,BenjKe00,pass_td,0,,,,,
player,201412070nor,car,BenjKe00,pass_int,0,,,,,
player,201412070nor,car,BenjKe00,pass_sacked,0,,,,,
player,201412070nor,car,BenjKe00,pass_sacked_yds,0,,,,,
player,201412070nor,car,BenjKe00,pass_long,0,,,,,
player,201412070nor,car,BenjKe00,pass_rating,,,,,,
player,201412070nor,car,BenjKe00,rush_att,0,,,,,
player,201412070nor,car,BenjKe00,rush_yds,0,,,,,
player,201412070nor,car,BenjKe00,rush_td,0,,,,,
player,201412070nor,car,BenjKe00,rush_long,0,,,,,
player,201412070nor,car,BenjKe00,targets,5,,,,,
player,201412070nor,car,BenjKe00,rec,2,,,,,
player,201412070nor,car,BenjKe00,rec_yds,24,,,,,
player,201412070nor,car,BenjKe00,rec_td,1,,,,,
player,201412070nor,car,BenjKe00,rec_long,15,,,,,
player,201412070nor,car,BenjKe00,fumbles,0,,,,,
player,201412070nor,car,BenjKe00,fumbles_lost,0,,,,,
player,201412070nor,car,DickEd00,pass_cmp,0,,,,,
player,201412070nor,car,DickEd00,pass_att,0,,,,,
player,201412070nor,car,DickEd00,pass_yds,0,,,,,
player,201412070nor,car,DickEd00,pass_td,0,,,,,
player,201412070nor,car,DickEd00,pass_int,0,,,,,
player,201412070nor,car,DickEd00,pass_sacked,0,,,,,
player,201412070nor,car,DickEd00,pass_sacked_yds,0,,,,,
player,201412070nor,car,DickEd00,pass_long,0,,,,,
player,201412070nor,car,DickEd00,pass_rating,,,,,,
player,201412070nor,car,DickEd00,rush_att,0,,,,,
player,201412070nor,car,DickEd00,rush_yds,0,,,,,
player,201412070nor,car,DickEd00,rush_td,0,,,,,
player,201412070nor,car,DickEd00,rush_long,0,,,,,
player,201412070nor,car,DickEd00,targets,2,,,,,
player,201412070nor,car,DickEd00,rec,1,,,,,
player,201412070nor,car,DickEd00,rec_yds,10,,,,,
player,201412070nor,car,DickEd00,rec_td,0,,,,,
player,201412070nor,car,DickEd00,rec_long,10,,,,,
player,201412070nor,car,DickEd00,fumbles,0,,,,,
player,201412070nor,car,DickEd00,fumbles_lost,0,,,,,
player,201412070nor,car,BersBr00,pass_cmp,0,,,,,
player,201412070nor,car,BersBr00,pass_att,0,,,,,
player,201412070nor,car,BersBr00,pass_yds,0,,,,,
player,201412070nor,car,BersBr00,pass_td,0,,,,,
player,201412070nor,car,BersBr00,pass_int,0,,,,,
player,201412070nor,car,BersBr00,pass_sacked,0,,,,,
player,201412070nor,car,BersBr00,pass_sacked_yds,0,,,,,
player,201412070nor,car,BersBr00,pass_long,0,,,,,
player,201412070nor,car,BersBr00,pass_rating,,,,,,
player,201412070nor,car,BersBr00,rush_att,0,,,,,
player,201412070nor,car,BersBr00,rush_yds,0,,,,,
player,201412070nor,car,BersBr00,rush_td,0,,,,,
player,201412070nor,car,BersBr00,rush_long,0,,,,,
player,201412070nor,car,BersBr00,targets,1,,,,,
player,201412070nor,car,BersBr00,rec,1,,,,,
