game,2014,5,20141005,201410050clt,rav,"Baltimore Ravens",13,clt,"Indianapolis Colts",20
player,201410050clt,rav,PierBe00,rec_td,0,,,,,
player,201410050clt,rav,PierBe00,rec_long,0,,,,,
player,201410050clt,rav,PierBe00,fumbles,0,,,,,
player,201410050clt,rav,PierBe00,fumbles_lost,0,,,,,
player,201410050clt,rav,TaliLo00,pass_cmp,0,,,,,
player,201410050clt,rav,TaliLo00,pass_att,0,,,,,
player,201410050clt,rav,TaliLo00,pass_yds,0,,,,,
player,201410050clt,rav,TaliLo00,pass_td,0,,,,,
player,201410050clt,rav,TaliLo00,pass_int,0,,,,,
player,201410050clt,rav,TaliLo00,pass_sacked,0,,,,,
player,201410050clt,rav,TaliLo00,pass_sacked_yds,0,,,,,
player,201410050clt,rav,TaliLo00,pass_long,0,,,,,
player,201410050clt,rav,TaliLo00,pass_rating,,,,,,
player,201410050clt,rav,TaliLo00,rush_att,5,,,,,
player,201410050clt,rav,TaliLo00,rush_yds,18,,,,,
player,201410050clt,rav,TaliLo00,rush_td,0,,,,,
player,201410050clt,rav,TaliLo00,rush_long,9,,,,,
player,201410050clt,rav,TaliLo00,targets,0,,,,,
player,201410050clt,rav,TaliLo00,rec,0,,,,,
player,201410050clt,rav,TaliLo00,rec_yds,0,,,,,
player,201410050clt,rav,TaliLo00,rec_td,0,,,,,
player,201410050clt,rav,TaliLo00,rec_long,0,,,,,
player,201410050clt,rav,TaliLo00,fumbles,0,,,,,
player,201410050clt,rav,TaliLo00,fumbles_lost,0,,,,,
player,201410050clt,rav,DaniOw00,pass_cmp,0,,,,,
player,201410050clt,rav,DaniOw00,pass_att,0,,,,,
player,201410050clt,rav,DaniOw00,pass_yds,0,,,,,
player,201410050clt,rav,DaniOw00,pass_td,0,,,,,
player,201410050clt,rav,DaniOw00,pass_int,0,,,,,
player,201410050clt,rav,DaniOw00,pass_sacked,0,,,,,
player,201410050clt,rav,DaniOw00,pass_sacked_yds,0,,,,,
player,201410050clt,rav,DaniOw00,pass_long,0,,,,,
player,201410050clt,rav,DaniOw00,pass_rating,,,,,,
player,201410050clt,rav,DaniOw00,rush_att,0,,,,,
player,201410050clt,rav,DaniOw00,rush_yds,0,,,,,
player,201410050clt,rav,DaniOw00,rush_td,0,,,,,
player,201410050clt,rav,DaniOw00,rush_long,0,,,,,
player,201410050clt,rav,DaniOw00,targets,7,,,,,
player,201410050clt,rav,DaniOw00,rec,5,,,,,
player,201410050clt,rav,DaniOw00,rec_yds,70,,,,,
player,201410050clt,rav,DaniOw00,rec_td,0,,,,,
player,201410050clt,rav,DaniOw00,rec_long,18,,,,,
player,201410050clt,rav,DaniOw00,fumbles,0,,,,,
player,201410050clt,rav,DaniOw00,fumbles_lost,0,,,,,
player,201410050clt,rav,SmitTo02,pass_cmp,0,,,,,
player,201410050clt,rav,SmitTo02,pass_att,0,,,,,
player,201410050clt,rav,SmitTo02,pass_yds,0,,,,,
player,201410050clt,rav,SmitTo02,pass_td,0,,,,,
player,201410050clt,rav,SmitTo02,pass_int,0,,,,,
player,201410050clt,rav,SmitTo02,pass_sacked,0,,,,,
player,201410050clt,rav,SmitTo02,pass_sacked_yds,0,,,,,
player,201410050clt,rav,SmitTo02,pass_long,0,,,,,
player,201410050clt,rav,SmitTo02,pass_rating,,,,,,
player,201410050clt,rav,SmitTo02,rush_att,0,,,,,
player,201410050clt,rav,SmitTo02,rush_yds,0,,,,,
player,201410050clt,rav,SmitTo02,rush_td,0,,,,,
player,201410050clt,rav,SmitTo02,rush_long,0,,,,,
