game,2014,11,20141116,201411160nyg,sfo,"San Francisco 49ers",16,nyg,"New York Giants",10
team,201411160nyg,sfo,First Downs,20,,,,,,
team,201411160nyg,nyg,First Downs,17,,,,,,
team,201411160nyg,sfo,Rush-Yds-TDs,37-148-0,,,,,,
team,201411160nyg,nyg,Rush-Yds-TDs,21-65-0,,,,,,
team,201411160nyg,sfo,Cmp-Att-Yd-TD-INT,15-30-193-1-0,,,,,,
team,201411160nyg,nyg,Cmp-Att-Yd-TD-INT,22-45-280-1-5,,,,,,
team,201411160nyg,sfo,Sacked-Yards,1-8,,,,,,
team,201411160nyg,nyg,Sacked-Yards,2-15,,,,,,
team,201411160nyg,sfo,Net Pass Yards,185,,,,,,
team,201411160nyg,nyg,Net Pass Yards,265,,,,,,
team,201411160nyg,sfo,Total Yards,333,,,,,,
team,201411160nyg,nyg,Total Yards,330,,,,,,
team,201411160nyg,sfo,Fumbles-Lost,3-1,,,,,,
team,201411160nyg,nyg,Fumbles-Lost,1-0,,,,,,
team,201411160nyg,sfo,Turnovers,1,,,,,,
team,201411160nyg,nyg,Turnovers,5,,,,,,
team,201411160nyg,sfo,Penalties-Yards,4-35,,,,,,
team,201411160nyg,nyg,Penalties-Yards,3-54,,,,,,
team,201411160nyg,sfo,Third Down Conv.,6-14,,,,,,
team,201411160nyg,nyg,Third Down Conv.,6-15,,,,,,
team,201411160nyg,sfo,Fourth Down Conv.,0-1,,,,,,
team,201411160nyg,nyg,Fourth Down Conv.,0-3,,,,,,
team,201411160nyg,sfo,Time of Possession,34:59,,,,,,
team,201411160nyg,nyg,Time of Possession,25:01,,,,,,
player,201411160nyg,sfo,KaepCo00,pass_cmp,15,,,,,
player,201411160nyg,sfo,KaepCo00,pass_att,29,,,,,
player,201411160nyg,sfo,KaepCo00,pass_yds,193,,,,,
player,201411160nyg,sfo,KaepCo00,pass_td,1,,,,,
player,201411160nyg,sfo,KaepCo00,pass_int,0,,,,,
player,201411160nyg,sfo,KaepCo00,pass_sacked,1,,,,,
player,201411160nyg,sfo,KaepCo00,pass_sacked_yds,8,,,,,
player,201411160nyg,sfo,KaepCo00,pass_long,48,,,,,
player,201411160nyg,sfo,KaepCo00,pass_rating,84.4,,,,,
player,201411160nyg,sfo,KaepCo00,rush_att,8,,,,,
player,201411160nyg,sfo,KaepCo00,rush_yds,24,,,,,
player,201411160nyg,sfo,KaepCo00,rush_td,0,,,,,
player,201411160nyg,sfo,KaepCo00,rush_long,16,,,,,
player,201411160nyg,sfo,KaepCo00,targets,0,,,,,
player,201411160nyg,sfo,KaepCo00,rec,0,,,,,
player,201411160nyg,sfo,KaepCo00,rec_yds,0,,,,,
player,201411160nyg,sfo,KaepCo00,rec_td,0,,,,,
player,201411160nyg,sfo,KaepCo00,rec_long,0,,,,,
player,201411160nyg,sfo,KaepCo00,fumbles,1,,,,,
player,201411160nyg,sfo,KaepCo00,fumbles_lost,0,,,,,
player,201411160nyg,sfo,LeexAn20,pass_cmp,0,,,,,
player,201411160nyg,sfo,LeexAn20,pass_att,1,,,,,
player,201411160nyg,sfo,LeexAn20,pass_yds,0,,,,,
player,201411160nyg,sfo,LeexAn20,pass_td,0,,,,,
player,201411160nyg,sfo,LeexAn20,pass_int,0,,,,,
player,201411160nyg,sfo,LeexAn20,pass_sacked,0,,,,,
player,201411160nyg,sfo,LeexAn20,pass_sacked_yds,0,,,,,
player,201411160nyg,sfo,LeexAn20,pass_long,0,,,,,
player,201411160nyg,sfo,LeexAn20,pass_rating,39.6,,,,,
player,201411160nyg,sfo,LeexAn20,rush_att,0,,,,,
player,201411160nyg,sfo,LeexAn20,rush_yds,0,,,,,
player,201411160nyg,sfo,LeexAn20,rush_td,0,,,,,
player,201411160nyg,sfo,LeexAn20,rush_long,0,,,,,
player,201411160nyg,sfo,LeexAn20,targets,0,,,,,
player,201411160nyg,sfo,LeexAn20,rec,0,,,,,
player,201411160nyg,sfo,LeexAn20,rec_yds,0,,,,,
player,201411160nyg,sfo,LeexAn20,rec_td,0,,,,,
player,201411160nyg,sfo,LeexAn20,rec_long,0,,,,,
player,201411160nyg,sfo,LeexAn20,fumbles,1,,,,,
player,201411160nyg,sfo,LeexAn20,fumbles_lost,0,,,,,
player,201411160nyg,sfo,GoreFr00,pass_cmp,0,,,,,
player,201411160nyg,sfo,GoreFr00,pass_att,0,,,,,
player,201411160nyg,sfo,GoreFr00,pass_yds,0,,,,,
player,201411160nyg,sfo,GoreFr00,pass_td,0,,,,,
player,201411160nyg,sfo,GoreFr00,pass_int,0,,,,,
player,201411160nyg,sfo,GoreFr00,pass_sacked,0,,,,,
player,201411160nyg,sfo,GoreFr00,pass_sacked_yds,0,,,,,
player,201411160nyg,sfo,GoreFr00,pass_long,0,,,,,
player,201411160nyg,sfo,GoreFr00,pass_rating,,,,,,
player,201411160nyg,sfo,GoreFr00,rush_att,19,,,,,
player,201411160nyg,sfo,GoreFr00,rush_yds,95,,,,,
player,201411160nyg,sfo,GoreFr00,rush_td,0,,,,,
player,201411160nyg,sfo,GoreFr00,rush_long,17,,,,,
player,201411160nyg,sfo,GoreFr00,targets,3,,,,,
player,201411160nyg,sfo,GoreFr00,rec,2,,,,,
player,201411160nyg,sfo,GoreFr00,rec_yds,19,,,,,
player,201411160nyg,sfo,GoreFr00,rec_td,0,,,,,
player,201411160nyg,sfo,GoreFr00,rec_long,11,,,,,
player,201411160nyg,sfo,GoreFr00,fumbles,1,,,,,
player,201411160nyg,sfo,GoreFr00,fumbles_lost,1,,,,,
player,201411160nyg,sfo,HydeCa00,pass_cmp,0,,,,,
player,201411160nyg,sfo,HydeCa00,pass_att,0,,,,,
player,201411160nyg,sfo,HydeCa00,pass_yds,0,,,,,
player,201411160nyg,sfo,HydeCa00,pass_td,0,,,,,
player,201411160nyg,sfo,HydeCa00,pass_int,0,,,,,
player,201411160nyg,sfo,HydeCa00,pass_sacked,0,,,,,
player,201411160nyg,sfo,HydeCa00,pass_sacked_yds,0,,,,,
player,201411160nyg,sfo,HydeCa00,pass_long,0,,,,,
player,201411160nyg,sfo,HydeCa00,pass_rating,,,,,,
player,201411160nyg,sfo,HydeCa00,rush_att,9,,,,,
player,201411160nyg,sfo,HydeCa00,rush_yds,25,,,,,
player,201411160nyg,sfo,HydeCa00,rush_td,0,,,,,
player,201411160nyg,sfo,HydeCa00,rush_long,7,,,,,
player,201411160nyg,sfo,HydeCa00,targets,1,,,,,
player,201411160nyg,sfo,HydeCa00,rec,1,,,,,
player,201411160nyg,sfo,HydeCa00,rec_yds,5,,,,,
player,201411160nyg,sfo,HydeCa00,rec_td,0,,,,,
player,201411160nyg,sfo,HydeCa00,rec_long,5,,,,,
player,201411160nyg,sfo,HydeCa00,fumbles,0,,,,,
player,201411160nyg,sfo,HydeCa00,fumbles_lost,0,,,,,
player,201411160nyg,sfo,DaviVe00,pass_cmp,0,,,,,
player,201411160nyg,sfo,DaviVe00,pass_att,0,,,,,
player,201411160nyg,sfo,DaviVe00,pass_yds,0,,,,,
player,201411160nyg,sfo,DaviVe00,pass_td,0,,,,,
player,201411160nyg,sfo,DaviVe00,pass_int,0,,,,,
player,201411160nyg,sfo,DaviVe00,pass_sacked,0,,,,,
player,201411160nyg,sfo,DaviVe00,pass_sacked_yds,0,,,,,
player,201411160nyg,sfo,DaviVe00,pass_long,0,,,,,
player,201411160nyg,sfo,DaviVe00,pass_rating,,,,,,
player,201411160nyg,sfo,DaviVe00,rush_att,1,,,,,
player,201411160nyg,sfo,DaviVe00,rush_yds,4,,,,,
player,201411160nyg,sfo,DaviVe00,rush_td,0,,,,,
player,201411160nyg,sfo,DaviVe00,rush_long,4,,,,,
player,201411160nyg,sfo,DaviVe00,targets,5,,,,,
player,201411160nyg,sfo,DaviVe00,rec,1,,,,,
player,201411160nyg,sfo,DaviVe00,rec_yds,7,,,,,
player,201411160nyg,sfo,DaviVe00,rec_td,0,,,,,
player,201411160nyg,sfo,DaviVe00,rec_long,7,,,,,
player,201411160nyg,sfo,DaviVe00,fumbles,0,,,,,
player,201411160nyg,sfo,DaviVe00,fumbles_lost,0,,,,,
player,201411160nyg,sfo,CrabMi00,pass_cmp,0,,,,,
player,201411160nyg,sfo,CrabMi00,pass_att,0,,,,,
player,201411160nyg,sfo,CrabMi00,pass_yds,0,,,,,
player,201411160nyg,sfo,CrabMi00,pass_td,0,,,,,
player,201411160nyg,sfo,CrabMi00,pass_int,0,,,,,
player,201411160nyg,sfo,CrabMi00,pass_sacked,0,,,,,
player,201411160nyg,sfo,CrabMi00,pass_sacked_yds,0,,,,,
player,201411160nyg,sfo,CrabMi00,pass_long,0,,,,,
player,201411160nyg,sfo,CrabMi00,pass_rating,,,,,,
player,201411160nyg,sfo,CrabMi00,rush_att,0,,,,,
player,201411160nyg,sfo,CrabMi00,rush_yds,0,,,,,
player,201411160nyg,sfo,CrabMi00,rush_td,0,,,,,
player,201411160nyg,sfo,CrabMi00,rush_long,0,,,,,
