game,2014,16,20141221,201412210htx,rav,"Baltimore Ravens",13,htx,"Houston Texans",25
player,201412210htx,rav,ForsJu00,pass_yds,0,,,,,
player,201412210htx,rav,ForsJu00,pass_td,0,,,,,
player,201412210htx,rav,ForsJu00,pass_int,0,,,,,
player,201412210htx,rav,ForsJu00,pass_sacked,0,,,,,
player,201412210htx,rav,ForsJu00,pass_sacked_yds,0,,,,,
player,201412210htx,rav,ForsJu00,pass_long,0,,,,,
player,201412210htx,rav,ForsJu00,pass_rating,,,,,,
player,201412210htx,rav,ForsJu00,rush_att,10,,,,,
player,201412210htx,rav,ForsJu00,rush_yds,19,,,,,
player,201412210htx,rav,ForsJu00,rush_td,0,,,,,
player,201412210htx,rav,ForsJu00,rush_long,6,,,,,
player,201412210htx,rav,ForsJu00,targets,4,,,,,
player,201412210htx,rav,ForsJu00,rec,4,,,,,
player,201412210htx,rav,ForsJu00,rec_yds,13,,,,,
player,201412210htx,rav,ForsJu00,rec_td,0,,,,,
player,201412210htx,rav,ForsJu00,rec_long,10,,,,,
player,201412210htx,rav,ForsJu00,fumbles,0,,,,,
player,201412210htx,rav,ForsJu00,fumbles_lost,0,,,,,
player,201412210htx,rav,TousFi00,pass_cmp,0,,,,,
player,201412210htx,rav,TousFi00,pass_att,0,,,,,
player,201412210htx,rav,TousFi00,pass_yds,0,,,,,
player,201412210htx,rav,TousFi00,pass_td,0,,,,,
player,201412210htx,rav,TousFi00,pass_int,0,,,,,
player,201412210htx,rav,TousFi00,pass_sacked,0,,,,,
player,201412210htx,rav,TousFi00,pass_sacked_yds,0,,,,,
player,201412210htx,rav,TousFi00,pass_long,0,,,,,
player,201412210htx,rav,TousFi00,pass_rating,,,,,,
player,201412210htx,rav,TousFi00,rush_att,4,,,,,
player,201412210htx,rav,TousFi00,rush_yds,11,,,,,
player,201412210htx,rav,TousFi00,rush_td,0,,,,,
player,201412210htx,rav,TousFi00,rush_long,12,,,,,
player,201412210htx,rav,TousFi00,targets,5,,,,,
player,201412210htx,rav,TousFi00,rec,2,,,,,
player,201412210htx,rav,TousFi00,rec_yds,20,,,,,
player,201412210htx,rav,TousFi00,rec_td,0,,,,,
player,201412210htx,rav,TousFi00,rec_long,15,,,,,
player,201412210htx,rav,TousFi00,fumbles,0,,,,,
player,201412210htx,rav,TousFi00,fumbles_lost,0,,,,,
player,201412210htx,rav,SmitTo02,pass_cmp,0,,,,,
player,201412210htx,rav,SmitTo02,pass_att,0,,,,,
player,201412210htx,rav,SmitTo02,pass_yds,0,,,,,
player,201412210htx,rav,SmitTo02,pass_td,0,,,,,
player,201412210htx,rav,SmitTo02,pass_int,0,,,,,
player,201412210htx,rav,SmitTo02,pass_sacked,0,,,,,
player,201412210htx,rav,SmitTo02,pass_sacked_yds,0,,,,,
player,201412210htx,rav,SmitTo02,pass_long,0,,,,,
player,201412210htx,rav,SmitTo02,pass_rating,,,,,,
player,201412210htx,rav,SmitTo02,rush_att,0,,,,,
player,201412210htx,rav,SmitTo02,rush_yds,0,,,,,
player,201412210htx,rav,SmitTo02,rush_td,0,,,,,
player,201412210htx,rav,SmitTo02,rush_long,0,,,,,
player,201412210htx,rav,SmitTo02,targets,12,,,,,
player,201412210htx,rav,SmitTo02,rec,5,,,,,
player,201412210htx,rav,SmitTo02,rec_yds,59,,,,,
player,201412210htx,rav,SmitTo02,rec_td,2,,,,,
player,201412210htx,rav,SmitTo02,rec_long,20,,,,,
player,201412210htx,rav,SmitTo02,fumbles,0,,,,,
player,201412210htx,rav,SmitTo02,fumbles_lost,0,,,,,
player,201412210htx,rav,SmitSt01,pass_cmp,0,,,,,
player,201412210htx,rav,SmitSt01,pass_att,0,,,,,
player,201412210htx,rav,SmitSt01,pass_yds,0,,,,,
player,201412210htx,rav,SmitSt01,pass_td,0,,,,,
player,201412210htx,rav,SmitSt01,pass_int,0,,,,,
player,201412210htx,rav,SmitSt01,pass_sacked,0,,,,,
player,201412210htx,rav,SmitSt01,pass_sacked_yds,0,,,,,
player,201412210htx,rav,SmitSt01,pass_long,0,,,,,
player,201412210htx,rav,SmitSt01,pass_rating,,,,,,
player,201412210htx,rav,SmitSt01,rush_att,0,,,,,
player,201412210htx,rav,SmitSt01,rush_yds,0,,,,,
player,201412210htx,rav,SmitSt01,rush_td,0,,,,,
player,201412210htx,rav,SmitSt01,rush_long,0,,,,,
player,201412210htx,rav,SmitSt01,targets,12,,,,,
player,201412210htx,rav,SmitSt01,rec,5,,,,,
player,201412210htx,rav,SmitSt01,rec_yds,49,,,,,
player,201412210htx,rav,SmitSt01,rec_td,0,,,,,
player,201412210htx,rav,SmitSt01,rec_long,16,,,,,
player,201412210htx,rav,SmitSt01,fumbles,0,,,,,
player,201412210htx,rav,SmitSt01,fumbles_lost,0,,,,,
player,201412210htx,rav,JoneJa03,pass_cmp,0,,,,,
player,201412210htx,rav,JoneJa03,pass_att,0,,,,,
player,201412210htx,rav,JoneJa03,pass_yds,0,,,,,
player,201412210htx,rav,JoneJa03,pass_td,0,,,,,
player,201412210htx,rav,JoneJa03,pass_int,0,,,,,
player,201412210htx,rav,JoneJa03,pass_sacked,0,,,,,
player,201412210htx,rav,JoneJa03,pass_sacked_yds,0,,,,,
player,201412210htx,rav,JoneJa03,pass_long,0,,,,,
player,201412210htx,rav,JoneJa03,pass_rating,,,,,,
player,201412210htx,rav,JoneJa03,rush_att,0,,,,,
player,201412210htx,rav,JoneJa03,rush_yds,0,,,,,
player,201412210htx,rav,JoneJa03,rush_td,0,,,,,
player,201412210htx,rav,JoneJa03,rush_long,0,,,,,
player,201412210htx,rav,JoneJa03,targets,2,,,,,
player,201412210htx,rav,JoneJa03,rec,2,,,,,
player,201412210htx,rav,JoneJa03,rec_yds,28,,,,,
player,201412210htx,rav,JoneJa03,rec_td,0,,,,,
player,201412210htx,rav,JoneJa03,rec_long,17,,,,,
player,201412210htx,rav,JoneJa03,fumbles,0,,,,,
player,201412210htx,rav,JoneJa03,fumbles_lost,0,,,,,
player,201412210htx,rav,BrowMa00,pass_cmp,0,,,,,
player,201412210htx,rav,BrowMa00,pass_att,0,,,,,
player,201412210htx,rav,BrowMa00,pass_yds,0,,,,,
player,201412210htx,rav,BrowMa00,pass_td,0,,,,,
player,201412210htx,rav,BrowMa00,pass_int,0,,,,,
player,201412210htx,rav,BrowMa00,pass_sacked,0,,,,,
player,201412210htx,rav,BrowMa00,pass_sacked_yds,0,,,,,
player,201412210htx,rav,BrowMa00,pass_long,0,,,,,
player,201412210htx,rav,BrowMa00,pass_rating,,,,,,
player,201412210htx,rav,BrowMa00,rush_att,0,,,,,
player,201412210htx,rav,BrowMa00,rush_yds,0,,,,,
player,201412210htx,rav,BrowMa00,rush_td,0,,,,,
player,201412210htx,rav,BrowMa00,rush_long,0,,,,,
player,201412210htx,rav,BrowMa00,targets,5,,,,,
player,201412210htx,rav,BrowMa00,rec,1,,,,,
player,201412210htx,rav,BrowMa00,rec_yds,10,,,,,
player,201412210htx,rav,BrowMa00,rec_td,0,,,,,
player,201412210htx,rav,BrowMa00,rec_long,10,,,,,
player,201412210htx,rav,BrowMa00,fumbles,0,,,,,
player,201412210htx,rav,BrowMa00,fumbles_lost,0,,,,,
player,201412210htx,rav,GillCr00,pass_cmp,0,,,,,
player,201412210htx,rav,GillCr00,pass_att,0,,,,,
player,201412210htx,rav,GillCr00,pass_yds,0,,,,,
player,201412210htx,rav,GillCr00,pass_td,0,,,,,
player,201412210htx,rav,GillCr00,pass_int,0,,,,,
player,201412210htx,rav,GillCr00,pass_sacked,0,,,,,
player,201412210htx,rav,GillCr00,pass_sacked_yds,0,,,,,
player,201412210htx,rav,GillCr00,pass_long,0,,,,,
player,201412210htx,rav,GillCr00,pass_rating,,,,,,
player,201412210htx,rav,GillCr00,rush_att,0,,,,,
player,201412210htx,rav,GillCr00,rush_yds,0,,,,,
player,201412210htx,rav,GillCr00,rush_td,0,,,,,
player,201412210htx,rav,GillCr00,rush_long,0,,,,,
player,201412210htx,rav,GillCr00,targets,1,,,,,
player,201412210htx,rav,GillCr00,rec,1,,,,,
player,201412210htx,rav,GillCr00,rec_yds,9,,,,,
player,201412210htx,rav,GillCr00,rec_td,0,,,,,
player,201412210htx,rav,GillCr00,rec_long,9,,,,,
player,201412210htx,rav,GillCr00,fumbles,0,,,,,
player,201412210htx,rav,GillCr00,fumbles_lost,0,,,,,
player,201412210htx,rav,DaniOw00,pass_cmp,0,,,,,
player,201412210htx,rav,DaniOw00,pass_att,0,,,,,
player,201412210htx,rav,DaniOw00,pass_yds,0,,,,,
player,201412210htx,rav,DaniOw00,pass_td,0,,,,,
player,201412210htx,rav,DaniOw00,pass_int,0,,,,,
player,201412210htx,rav,DaniOw00,pass_sacked,0,,,,,
player,201412210htx,rav,DaniOw00,pass_sacked_yds,0,,,,,
player,201412210htx,rav,DaniOw00,pass_long,0,,,,,
player,201412210htx,rav,DaniOw00,pass_rating,,,,,,
player,201412210htx,rav,DaniOw00,rush_att,0,,,,,
player,201412210htx,rav,DaniOw00,rush_yds,0,,,,,
player,201412210htx,rav,DaniOw00,rush_td,0,,,,,
player,201412210htx,rav,DaniOw00,rush_long,0,,,,,
player,201412210htx,rav,DaniOw00,targets,6,,,,,
player,201412210htx,rav,DaniOw00,rec,1,,,,,
player,201412210htx,rav,DaniOw00,rec_yds,7,,,,,
player,201412210htx,rav,DaniOw00,rec_td,0,,,,,
player,201412210htx,rav,DaniOw00,rec_long,7,,,,,
player,201412210htx,rav,DaniOw00,fumbles,0,,,,,
player,201412210htx,rav,DaniOw00,fumbles_lost,0,,,,,
player,201412210htx,rav,AikeKa00,pass_cmp,0,,,,,
player,201412210htx,rav,AikeKa00,pass_att,0,,,,,
player,201412210htx,rav,AikeKa00,pass_yds,0,,,,,
player,201412210htx,rav,AikeKa00,pass_td,0,,,,,
player,201412210htx,rav,AikeKa00,pass_int,0,,,,,
player,201412210htx,rav,AikeKa00,pass_sacked,0,,,,,
player,201412210htx,rav,AikeKa00,pass_sacked_yds,0,,,,,
player,201412210htx,rav,AikeKa00,pass_long,0,,,,,
player,201412210htx,rav,AikeKa00,pass_rating,,,,,,
player,201412210htx,rav,AikeKa00,rush_att,0,,,,,
player,201412210htx,rav,AikeKa00,rush_yds,0,,,,,
player,201412210htx,rav,AikeKa00,rush_td,0,,,,,
player,201412210htx,rav,AikeKa00,rush_long,0,,,,,
player,201412210htx,rav,AikeKa00,targets,1,,,,,
player,201412210htx,rav,AikeKa00,rec,0,,,,,
player,201412210htx,rav,AikeKa00,rec_yds,0,,,,,
player,201412210htx,rav,AikeKa00,rec_td,0,,,,,
player,201412210htx,rav,AikeKa00,rec_long,0,,,,,
player,201412210htx,rav,AikeKa00,fumbles,0,,,,,
player,201412210htx,rav,AikeKa00,fumbles_lost,0,,,,,
player,201412210htx,rav,PierBe00,pass_cmp,0,,,,,
player,201412210htx,rav,PierBe00,pass_att,0,,,,,
player,201412210htx,rav,PierBe00,pass_yds,0,,,,,
player,201412210htx,rav,PierBe00,pass_td,0,,,,,
player,201412210htx,rav,PierBe00,pass_int,0,,,,,
player,201412210htx,rav,PierBe00,pass_sacked,0,,,,,
player,201412210htx,rav,PierBe00,pass_sacked_yds,0,,,,,
player,201412210htx,rav,PierBe00,pass_long,0,,,,,
player,201412210htx,rav,PierBe00,pass_rating,,,,,,
player,201412210htx,rav,PierBe00,rush_att,1,,,,,
player,201412210htx,rav,PierBe00,rush_yds,-2,,,,,
player,201412210htx,rav,PierBe00,rush_td,0,,,,,
player,201412210htx,rav,PierBe00,rush_long,-2,,,,,
player,201412210htx,rav,PierBe00,targets,0,,,,,
player,201412210htx,rav,PierBe00,rec,0,,,,,
player,201412210htx,rav,PierBe00,rec_yds,0,,,,,
player,201412210htx,rav,PierBe00,rec_td,0,,,,,
player,201412210htx,rav,PierBe00,rec_long,0,,,,,
player,201412210htx,rav,PierBe00,fumbles,0,,,,,
player,201412210htx,rav,PierBe00,fumbles_lost,0,,,,,
player,201412210htx,htx,KeenCa00,pass_cmp,20,,,,,
player,201412210htx,htx,KeenCa00,pass_att,42,,,,,
player,201412210htx,htx,KeenCa00,pass_yds,185,,,,,
player,201412210htx,htx,KeenCa00,pass_td,0,,,,,
player,201412210htx,htx,KeenCa00,pass_int,1,,,,,
player,201412210htx,htx,KeenCa00,pass_sacked,0,,,,,
player,201412210htx,htx,KeenCa00,pass_sacked_yds,0,,,,,
player,201412210htx,htx,KeenCa00,pass_long,35,,,,,
player,201412210htx,htx,KeenCa00,pass_rating,50.2,,,,,
player,201412210htx,htx,KeenCa00,rush_att,4,,,,,
player,201412210htx,htx,KeenCa00,rush_yds,19,,,,,
player,201412210htx,htx,KeenCa00,rush_td,0,,,,,
player,201412210htx,htx,KeenCa00,rush_long,13,,,,,
player,201412210htx,htx,KeenCa00,targets,0,,,,,
player,201412210htx,htx,KeenCa00,rec,0,,,,,
player,201412210htx,htx,KeenCa00,rec_yds,0,,,,,
player,201412210htx,htx,KeenCa00,rec_td,0,,,,,
player,201412210htx,htx,KeenCa00,rec_long,0,,,,,
player,201412210htx,htx,KeenCa00,fumbles,0,,,,,
player,201412210htx,htx,KeenCa00,fumbles_lost,0,,,,,
player,201412210htx,htx,FostAr00,pass_cmp,1,,,,,
player,201412210htx,htx,FostAr00,pass_att,1,,,,,
player,201412210htx,htx,FostAr00,pass_yds,5,,,,,
player,201412210htx,htx,FostAr00,pass_td,1,,,,,
player,201412210htx,htx,FostAr00,pass_int,0,,,,,
player,201412210htx,htx,FostAr00,pass_sacked,0,,,,,
player,201412210htx,htx,FostAr00,pass_sacked_yds,0,,,,,
player,201412210htx,htx,FostAr00,pass_long,5,,,,,
player,201412210htx,htx,FostAr00,pass_rating,127.1,,,,,
player,201412210htx,htx,FostAr00,rush_att,25,,,,,
player,201412210htx,htx,FostAr00,rush_yds,96,,,,,
player,201412210htx,htx,FostAr00,rush_td,0,,,,,
player,201412210htx,htx,FostAr00,rush_long,34,,,,,
player,201412210htx,htx,FostAr00,targets,4,,,,,
player,201412210htx,htx,FostAr00,rec,1,,,,,
player,201412210htx,htx,FostAr00,rec_yds,23,,,,,
player,201412210htx,htx,FostAr00,rec_td,0,,,,,
player,201412210htx,htx,FostAr00,rec_long,23,,,,,
player,201412210htx,htx,FostAr00,fumbles,0,,,,,
player,201412210htx,htx,FostAr00,fumbles_lost,0,,,,,
player,201412210htx,htx,BlueAl00,pass_cmp,0,,,,,
player,201412210htx,htx,BlueAl00,pass_att,0,,,,,
player,201412210htx,htx,BlueAl00,pass_yds,0,,,,,
player,201412210htx,htx,BlueAl00,pass_td,0,,,,,
player,201412210htx,htx,BlueAl00,pass_int,0,,,,,
player,201412210htx,htx,BlueAl00,pass_sacked,0,,,,,
player,201412210htx,htx,BlueAl00,pass_sacked_yds,0,,,,,
player,201412210htx,htx,BlueAl00,pass_long,0,,,,,
player,201412210htx,htx,BlueAl00,pass_rating,,,,,,
player,201412210htx,htx,BlueAl00,rush_att,8,,,,,
player,201412210htx,htx,BlueAl00,rush_yds,6,,,,,
player,201412210htx,htx,BlueAl00,rush_td,0,,,,,
player,201412210htx,htx,BlueAl00,rush_long,5,,,,,
player,201412210htx,htx,BlueAl00,targets,0,,,,,
player,201412210htx,htx,BlueAl00,rec,0,,,,,
player,201412210htx,htx,BlueAl00,rec_yds,0,,,,,
player,201412210htx,htx,BlueAl00,rec_td,0,,,,,
player,201412210htx,htx,BlueAl00,rec_long,0,,,,,
player,201412210htx,htx,BlueAl00,fumbles,0,,,,,
player,201412210htx,htx,BlueAl00,fumbles_lost,0,,,,,
player,201412210htx,htx,GrimJo01,pass_cmp,0,,,,,
player,201412210htx,htx,GrimJo01,pass_att,0,,,,,
player,201412210htx,htx,GrimJo01,pass_yds,0,,,,,
player,201412210htx,htx,GrimJo01,pass_td,0,,,,,
player,201412210htx,htx,GrimJo01,pass_int,0,,,,,
player,201412210htx,htx,GrimJo01,pass_sacked,0,,,,,
player,201412210htx,htx,GrimJo01,pass_sacked_yds,0,,,,,
player,201412210htx,htx,GrimJo01,pass_long,0,,,,,
player,201412210htx,htx,GrimJo01,pass_rating,,,,,,
player,201412210htx,htx,GrimJo01,rush_att,1,,,,,
player,201412210htx,htx,GrimJo01,rush_yds,2,,,,,
player,201412210htx,htx,GrimJo01,rush_td,0,,,,,
player,201412210htx,htx,GrimJo01,rush_long,2,,,,,
player,201412210htx,htx,GrimJo01,targets,0,,,,,
player,201412210htx,htx,GrimJo01,rec,0,,,,,
player,201412210htx,htx,GrimJo01,rec_yds,0,,,,,
player,201412210htx,htx,GrimJo01,rec_td,0,,,,,
player,201412210htx,htx,GrimJo01,rec_long,0,,,,,
player,201412210htx,htx,GrimJo01,fumbles,0,,,,,
player,201412210htx,htx,GrimJo01,fumbles_lost,0,,,,,
player,201412210htx,htx,JohnAn02,pass_cmp,0,,,,,
player,201412210htx,htx,JohnAn02,pass_att,0,,,,,
player,201412210htx,htx,JohnAn02,pass_yds,0,,,,,
player,201412210htx,htx,JohnAn02,pass_td,0,,,,,
player,201412210htx,htx,JohnAn02,pass_int,0,,,,,
player,201412210htx,htx,JohnAn02,pass_sacked,0,,,,,
player,201412210htx,htx,JohnAn02,pass_sacked_yds,0,,,,,
player,201412210htx,htx,JohnAn02,pass_long,0,,,,,
player,201412210htx,htx,JohnAn02,pass_rating,,,,,,
player,201412210htx,htx,JohnAn02,rush_att,0,,,,,
player,201412210htx,htx,JohnAn02,rush_yds,0,,,,,
player,201412210htx,htx,JohnAn02,rush_td,0,,,,,
player,201412210htx,htx,JohnAn02,rush_long,0,,,,,
player,201412210htx,htx,JohnAn02,targets,13,,,,,
player,201412210htx,htx,JohnAn02,rec,6,,,,,
player,201412210htx,htx,JohnAn02,rec_yds,65,,,,,
player,201412210htx,htx,JohnAn02,rec_td,0,,,,,
player,201412210htx,htx,JohnAn02,rec_long,35,,,,,
player,201412210htx,htx,JohnAn02,fumbles,0,,,,,
player,201412210htx,htx,JohnAn02,fumbles_lost,0,,,,,
player,201412210htx,htx,HopkDe00,pass_cmp,0,,,,,
player,201412210htx,htx,HopkDe00,pass_att,0,,,,,
player,201412210htx,htx,HopkDe00,pass_yds,0,,,,,
player,201412210htx,htx,HopkDe00,pass_td,0,,,,,
player,201412210htx,htx,HopkDe00,pass_int,0,,,,,
player,201412210htx,htx,HopkDe00,pass_sacked,0,,,,,
player,201412210htx,htx,HopkDe00,pass_sacked_yds,0,,,,,
player,201412210htx,htx,HopkDe00,pass_long,0,,,,,
player,201412210htx,htx,HopkDe00,pass_rating,,,,,,
player,201412210htx,htx,HopkDe00,rush_att,0,,,,,
player,201412210htx,htx,HopkDe00,rush_yds,0,,,,,
player,201412210htx,htx,HopkDe00,rush_td,0,,,,,
player,201412210htx,htx,HopkDe00,rush_long,0,,,,,
player,201412210htx,htx,HopkDe00,targets,12,,,,,
player,201412210htx,htx,HopkDe00,rec,5,,,,,
player,201412210htx,htx,HopkDe00,rec_yds,38,,,,,
player,201412210htx,htx,HopkDe00,rec_td,0,,,,,
player,201412210htx,htx,HopkDe00,rec_long,9,,,,,
player,201412210htx,htx,HopkDe00,fumbles,1,,,,,
player,201412210htx,htx,HopkDe00,fumbles_lost,0,,,,,
player,201412210htx,htx,JohnDa04,pass_cmp,0,,,,,
player,201412210htx,htx,JohnDa04,pass_att,0,,,,,
player,201412210htx,htx,JohnDa04,pass_yds,0,,,,,
player,201412210htx,htx,JohnDa04,pass_td,0,,,,,
player,201412210htx,htx,JohnDa04,pass_int,0,,,,,
player,201412210htx,htx,JohnDa04,pass_sacked,0,,,,,
player,201412210htx,htx,JohnDa04,pass_sacked_yds,0,,,,,
player,201412210htx,htx,JohnDa04,pass_long,0,,,,,
player,201412210htx,htx,JohnDa04,pass_rating,,,,,,
player,201412210htx,htx,JohnDa04,rush_att,0,,,,,
player,201412210htx,htx,JohnDa04,rush_yds,0,,,,,
player,201412210htx,htx,JohnDa04,rush_td,0,,,,,
player,201412210htx,htx,JohnDa04,rush_long,0,,,,,
player,201412210htx,htx,JohnDa04,targets,6,,,,,
player,201412210htx,htx,JohnDa04,rec,4,,,,,
player,201412210htx,htx,JohnDa04,rec_yds,27,,,,,
player,201412210htx,htx,JohnDa04,rec_td,0,,,,,
player,201412210htx,htx,JohnDa04,rec_long,22,,,,,
player,201412210htx,htx,JohnDa04,fumbles,0,,,,,
player,201412210htx,htx,JohnDa04,fumbles_lost,0,,,,,
player,201412210htx,htx,GrifRy00,pass_cmp,0,,,,,
player,201412210htx,htx,GrifRy00,pass_att,0,,,,,
player,201412210htx,htx,GrifRy00,pass_yds,0,,,,,
player,201412210htx,htx,GrifRy00,pass_td,0,,,,,
player,201412210htx,htx,GrifRy00,pass_int,0,,,,,
player,201412210htx,htx,GrifRy00,pass_sacked,0,,,,,
player,201412210htx,htx,GrifRy00,pass_sacked_yds,0,,,,,
player,201412210htx,htx,GrifRy00,pass_long,0,,,,,
player,201412210htx,htx,GrifRy00,pass_rating,,,,,,
player,201412210htx,htx,GrifRy00,rush_att,0,,,,,
player,201412210htx,htx,GrifRy00,rush_yds,0,,,,,
player,201412210htx,htx,GrifRy00,rush_td,0,,,,,
player,201412210htx,htx,GrifRy00,rush_long,0,,,,,
player,201412210htx,htx,GrifRy00,targets,3,,,,,
player,201412210htx,htx,GrifRy00,rec,3,,,,,
player,201412210htx,htx,GrifRy00,rec_yds,25,,,,,
player,201412210htx,htx,GrifRy00,rec_td,0,,,,,
player,201412210htx,htx,GrifRy00,rec_long,11,,,,,
player,201412210htx,htx,GrifRy00,fumbles,0,,,,,
player,201412210htx,htx,GrifRy00,fumbles_lost,0,,,,,
player,201412210htx,htx,FiedC.00,pass_cmp,0,,,,,
player,201412210htx,htx,FiedC.00,pass_att,0,,,,,
player,201412210htx,htx,FiedC.00,pass_yds,0,,,,,
player,201412210htx,htx,FiedC.00,pass_td,0,,,,,
player,201412210htx,htx,FiedC.00,pass_int,0,,,,,
player,201412210htx,htx,FiedC.00,pass_sacked,0,,,,,
player,201412210htx,htx,FiedC.00,pass_sacked_yds,0,,,,,
player,201412210htx,htx,FiedC.00,pass_long,0,,,,,
player,201412210htx,htx,FiedC.00,pass_rating,,,,,,
player,201412210htx,htx,FiedC.00,rush_att,0,,,,,
player,201412210htx,htx,FiedC.00,rush_yds,0,,,,,
player,201412210htx,htx,FiedC.00,rush_td,0,,,,,
player,201412210htx,htx,FiedC.00,rush_long,0,,,,,
player,201412210htx,htx,FiedC.00,targets,3,,,,,
player,201412210htx,htx,FiedC.00,rec,2,,,,,
player,201412210htx,htx,FiedC.00,rec_yds,12,,,,,
player,201412210htx,htx,FiedC.00,rec_td,1,,,,,
player,201412210htx,htx,FiedC.00,rec_long,7,,,,,
player,201412210htx,htx,FiedC.00,fumbles,0,,,,,
player,201412210htx,htx,FiedC.00,fumbles_lost,0,,,,,
player,201412210htx,htx,ProsJa00,pass_cmp,0,,,,,
player,201412210htx,htx,ProsJa00,pass_att,0,,,,,
player,201412210htx,htx,ProsJa00,pass_yds,0,,,,,
player,201412210htx,htx,ProsJa00,pass_td,0,,,,,
player,201412210htx,htx,ProsJa00,pass_int,0,,,,,
player,201412210htx,htx,ProsJa00,pass_sacked,0,,,,,
player,201412210htx,htx,ProsJa00,pass_sacked_yds,0,,,,,
player,201412210htx,htx,ProsJa00,pass_long,0,,,,,
player,201412210htx,htx,ProsJa00,pass_rating,,,,,,
player,201412210htx,htx,ProsJa00,rush_att,0,,,,,
player,201412210htx,htx,ProsJa00,rush_yds,0,,,,,
player,201412210htx,htx,ProsJa00,rush_td,0,,,,,
player,201412210htx,htx,ProsJa00,rush_long,0,,,,,
player,201412210htx,htx,ProsJa00,targets,1,,,,,
player,201412210htx,htx,ProsJa00,rec,0,,,,,
player,201412210htx,htx,ProsJa00,rec_yds,0,,,,,
player,201412210htx,htx,ProsJa00,rec_td,0,,,,,
player,201412210htx,htx,ProsJa00,rec_long,0,,,,,
player,201412210htx,htx,ProsJa00,fumbles,0,,,,,
player,201412210htx,htx,ProsJa00,fumbles_lost,0,,,,,
player,201412210htx,rav,StewDa00,def_int,1,,,,,
player,201412210htx,rav,StewDa00,def_int_yds,0,,,,,
player,201412210htx,rav,StewDa00,def_int_td,0,,,,,
player,201412210htx,rav,StewDa00,def_int_long,0,,,,,
player,201412210htx,rav,StewDa00,pass_defended,1,,,,,
player,201412210htx,rav,StewDa00,sacks,0.0,,,,,
player,201412210htx,rav,StewDa00,tackles_combined,4,,,,,
player,201412210htx,rav,StewDa00,tackles_solo,3,,,,,
player,201412210htx,rav,StewDa00,tackles_assists,1,,,,,
player,201412210htx,rav,StewDa00,tackles_loss,0,,,,,
player,201412210htx,rav,StewDa00,qb_hits,0,,,,,
player,201412210htx,rav,StewDa00,fumbles_rec,0,,,,,
player,201412210htx,rav,StewDa00,fumbles_rec_yds,0,,,,,
