game,2014,6,20141012,201410120phi,nyg,"New York Giants",0,phi,"Philadelphia Eagles",27
team,201410120phi,nyg,First Downs,12,,,,,,
team,201410120phi,phi,First Downs,24,,,,,,
team,201410120phi,nyg,Rush-Yds-TDs,24-86-0,,,,,,
team,201410120phi,phi,Rush-Yds-TDs,36-203-1,,,,,,
team,201410120phi,nyg,Cmp-Att-Yd-TD-INT,17-28-211-0-0,,,,,,
team,201410120phi,phi,Cmp-Att-Yd-TD-INT,21-34-248-2-2,,,,,,
team,201410120phi,nyg,Sacked-Yards,8-43,,,,,,
team,201410120phi,phi,Sacked-Yards,1-3,,,,,,
team,201410120phi,nyg,Net Pass Yards,168,,,,,,
team,201410120phi,phi,Net Pass Yards,245,,,,,,
team,201410120phi,nyg,Total Yards,254,,,,,,
team,201410120phi,phi,Total Yards,448,,,,,,
team,201410120phi,nyg,Fumbles-Lost,3-1,,,,,,
team,201410120phi,phi,Fumbles-Lost,1-0,,,,,,
team,201410120phi,nyg,Turnovers,1,,,,,,
team,201410120phi,phi,Turnovers,2,,,,,,
team,201410120phi,nyg,Penalties-Yards,10-75,,,,,,
team,201410120phi,phi,Penalties-Yards,3-25,,,,,,
team,201410120phi,nyg,Third Down Conv.,2-14,,,,,,
team,201410120phi,phi,Third Down Conv.,4-13,,,,,,
team,201410120phi,nyg,Fourth Down Conv.,0-1,,,,,,
team,201410120phi,phi,Fourth Down Conv.,0-0,,,,,,
team,201410120phi,nyg,Time of Possession,27:34,,,,,,
team,201410120phi,phi,Time of Possession,32:26,,,,,,
player,201410120phi,nyg,MannEl00,pass_cmp,13,,,,,
player,201410120phi,nyg,MannEl00,pass_att,23,,,,,
player,201410120phi,nyg,MannEl00,pass_yds,151,,,,,
player,201410120phi,nyg,MannEl00,pass_td,0,,,,,
player,201410120phi,nyg,MannEl00,pass_int,0,,,,,
player,201410120phi,nyg,MannEl00,pass_sacked,6,,,,,
player,201410120phi,nyg,MannEl00,pass_sacked_yds,32,,,,,
player,201410120phi,nyg,MannEl00,pass_long,20,,,,,
player,201410120phi,nyg,MannEl00,pass_rating,76.5,,,,,
player,201410120phi,nyg,MannEl00,rush_att,2,,,,,
player,201410120phi,nyg,MannEl00,rush_yds,3,,,,,
player,201410120phi,nyg,MannEl00,rush_td,0,,,,,
player,201410120phi,nyg,MannEl00,rush_long,2,,,,,
player,201410120phi,nyg,MannEl00,targets,0,,,,,
player,201410120phi,nyg,MannEl00,rec,0,,,,,
player,201410120phi,nyg,MannEl00,rec_yds,0,,,,,
player,201410120phi,nyg,MannEl00,rec_td,0,,,,,
player,201410120phi,nyg,MannEl00,rec_long,0,,,,,
player,201410120phi,nyg,MannEl00,fumbles,1,,,,,
player,201410120phi,nyg,MannEl00,fumbles_lost,0,,,,,
player,201410120phi,nyg,NassRy00,pass_cmp,4,,,,,
player,201410120phi,nyg,NassRy00,pass_att,5,,,,,
player,201410120phi,nyg,NassRy00,pass_yds,60,,,,,
player,201410120phi,nyg,NassRy00,pass_td,0,,,,,
player,201410120phi,nyg,NassRy00,pass_int,0,,,,,
