game,2014,11,20141116,201411160gnb,phi,"Philadelphia Eagles",20,gnb,"Green Bay Packers",53
player,201411160gnb,phi,SancMa00,rush_att,3,,,,,
player,201411160gnb,phi,SancMa00,rush_yds,0,,,,,
player,201411160gnb,phi,SancMa00,rush_td,0,,,,,
player,201411160gnb,phi,SancMa00,rush_long,0,,,,,
player,201411160gnb,phi,SancMa00,targets,0,,,,,
player,201411160gnb,phi,SancMa00,rec,0,,,,,
player,201411160gnb,phi,SancMa00,rec_yds,0,,,,,
player,201411160gnb,phi,SancMa00,rec_td,0,,,,,
player,201411160gnb,phi,SancMa00,rec_long,0,,,,,
player,201411160gnb,phi,SancMa00,fumbles,3,,,,,
player,201411160gnb,phi,SancMa00,fumbles_lost,2,,,,,
player,201411160gnb,phi,McCoLe01,pass_cmp,0,,,,,
player,201411160gnb,phi,McCoLe01,pass_att,0,,,,,
player,201411160gnb,phi,McCoLe01,pass_yds,0,,,,,
player,201411160gnb,phi,McCoLe01,pass_td,0,,,,,
player,201411160gnb,phi,McCoLe01,pass_int,0,,,,,
player,201411160gnb,phi,McCoLe01,pass_sacked,0,,,,,
player,201411160gnb,phi,McCoLe01,pass_sacked_yds,0,,,,,
player,201411160gnb,phi,McCoLe01,pass_long,0,,,,,
player,201411160gnb,phi,McCoLe01,pass_rating,,,,,,
player,201411160gnb,phi,McCoLe01,rush_att,23,,,,,
player,201411160gnb,phi,McCoLe01,rush_yds,88,,,,,
player,201411160gnb,phi,McCoLe01,rush_td,0,,,,,
player,201411160gnb,phi,McCoLe01,rush_long,13,,,,,
player,201411160gnb,phi,McCoLe01,targets,1,,,,,
player,201411160gnb,phi,McCoLe01,rec,1,,,,,
player,201411160gnb,phi,McCoLe01,rec_yds,18,,,,,
player,201411160gnb,phi,McCoLe01,rec_td,0,,,,,
player,201411160gnb,phi,McCoLe01,rec_long,18,,,,,
player,201411160gnb,phi,McCoLe01,fumbles,0,,,,,
player,201411160gnb,phi,McCoLe01,fumbles_lost,0,,,,,
player,201411160gnb,phi,SproDa00,pass_cmp,0,,,,,
player,201411160gnb,phi,SproDa00,pass_att,0,,,,,
player,201411160gnb,phi,SproDa00,pass_yds,0,,,,,
player,201411160gnb,phi,SproDa00,pass_td,0,,,,,
player,201411160gnb,phi,SproDa00,pass_int,0,,,,,
player,201411160gnb,phi,SproDa00,pass_sacked,0,,,,,
player,201411160gnb,phi,SproDa00,pass_sacked_yds,0,,,,,
player,201411160gnb,phi,SproDa00,pass_long,0,,,,,
player,201411160gnb,phi,SproDa00,pass_rating,,,,,,
player,201411160gnb,phi,SproDa00,rush_att,2,,,,,
player,201411160gnb,phi,SproDa00,rush_yds,21,,,,,
player,201411160gnb,phi,SproDa00,rush_td,0,,,,,
player,201411160gnb,phi,SproDa00,rush_long,13,,,,,
player,201411160gnb,phi,SproDa00,targets,6,,,,,
player,201411160gnb,phi,SproDa00,rec,2,,,,,
player,201411160gnb,phi,SproDa00,rec_yds,23,,,,,
player,201411160gnb,phi,SproDa00,rec_td,0,,,,,
player,201411160gnb,phi,SproDa00,rec_long,16,,,,,
player,201411160gnb,phi,SproDa00,fumbles,0,,,,,
player,201411160gnb,phi,SproDa00,fumbles_lost,0,,,,,
player,201411160gnb,phi,MattJo00,pass_cmp,0,,,,,
player,201411160gnb,phi,MattJo00,pass_att,0,,,,,
player,201411160gnb,phi,MattJo00,pass_yds,0,,,,,
player,201411160gnb,phi,MattJo00,pass_td,0,,,,,
player,201411160gnb,phi,MattJo00,pass_int,0,,,,,
player,201411160gnb,phi,MattJo00,pass_sacked,0,,,,,
player,201411160gnb,phi,MattJo00,pass_sacked_yds,0,,,,,
player,201411160gnb,phi,MattJo00,pass_long,0,,,,,
player,201411160gnb,phi,MattJo00,pass_rating,,,,,,
player,201411160gnb,phi,MattJo00,rush_att,0,,,,,
player,201411160gnb,phi,MattJo00,rush_yds,0,,,,,
player,201411160gnb,phi,MattJo00,rush_td,0,,,,,
player,201411160gnb,phi,MattJo00,rush_long,0,,,,,
player,201411160gnb,phi,MattJo00,targets,8,,,,,
player,201411160gnb,phi,MattJo00,rec,5,,,,,
player,201411160gnb,phi,MattJo00,rec_yds,107,,,,,
player,201411160gnb,phi,MattJo00,rec_td,1,,,,,
player,201411160gnb,phi,MattJo00,rec_long,40,,,,,
player,201411160gnb,phi,MattJo00,fumbles,0,,,,,
player,201411160gnb,phi,MattJo00,fumbles_lost,0,,,,,
player,201411160gnb,phi,MaclJe00,pass_cmp,0,,,,,
player,201411160gnb,phi,MaclJe00,pass_att,0,,,,,
player,201411160gnb,phi,MaclJe00,pass_yds,0,,,,,
player,201411160gnb,phi,MaclJe00,pass_td,0,,,,,
player,201411160gnb,phi,MaclJe00,pass_int,0,,,,,
player,201411160gnb,phi,MaclJe00,pass_sacked,0,,,,,
player,201411160gnb,phi,MaclJe00,pass_sacked_yds,0,,,,,
player,201411160gnb,phi,MaclJe00,pass_long,0,,,,,
player,201411160gnb,phi,MaclJe00,pass_rating,,,,,,
player,201411160gnb,phi,MaclJe00,rush_att,0,,,,,
player,201411160gnb,phi,MaclJe00,rush_yds,0,,,,,
player,201411160gnb,phi,MaclJe00,rush_td,0,,,,,
player,201411160gnb,phi,MaclJe00,rush_long,0,,,,,
player,201411160gnb,phi,MaclJe00,targets,11,,,,,
player,201411160gnb,phi,MaclJe00,rec,9,,,,,
player,201411160gnb,phi,MaclJe00,rec_yds,93,,,,,
player,201411160gnb,phi,MaclJe00,rec_td,1,,,,,
player,201411160gnb,phi,MaclJe00,rec_long,26,,,,,
player,201411160gnb,phi,MaclJe00,fumbles,0,,,,,
player,201411160gnb,phi,MaclJe00,fumbles_lost,0,,,,,
player,201411160gnb,phi,ErtzZa00,pass_cmp,0,,,,,
player,201411160gnb,phi,ErtzZa00,pass_att,0,,,,,
player,201411160gnb,phi,ErtzZa00,pass_yds,0,,,,,
player,201411160gnb,phi,ErtzZa00,pass_td,0,,,,,
player,201411160gnb,phi,ErtzZa00,pass_int,0,,,,,
player,201411160gnb,phi,ErtzZa00,pass_sacked,0,,,,,
player,201411160gnb,phi,ErtzZa00,pass_sacked_yds,0,,,,,
player,201411160gnb,phi,ErtzZa00,pass_long,0,,,,,
player,201411160gnb,phi,ErtzZa00,pass_rating,,,,,,
player,201411160gnb,phi,ErtzZa00,rush_att,0,,,,,
player,201411160gnb,phi,ErtzZa00,rush_yds,0,,,,,
player,201411160gnb,phi,ErtzZa00,rush_td,0,,,,,
player,201411160gnb,phi,ErtzZa00,rush_long,0,,,,,
player,201411160gnb,phi,ErtzZa00,targets,7,,,,,
player,201411160gnb,phi,ErtzZa00,rec,4,,,,,
player,201411160gnb,phi,ErtzZa00,rec_yds,55,,,,,
player,201411160gnb,phi,ErtzZa00,rec_td,0,,,,,
player,201411160gnb,phi,ErtzZa00,rec_long,22,,,,,
player,201411160gnb,phi,ErtzZa00,fumbles,0,,,,,
player,201411160gnb,phi,ErtzZa00,fumbles_lost,0,,,,,
player,201411160gnb,phi,CoopRi00,pass_cmp,0,,,,,
player,201411160gnb,phi,CoopRi00,pass_att,0,,,,,
player,201411160gnb,phi,CoopRi00,pass_yds,0,,,,,
player,201411160gnb,phi,CoopRi00,pass_td,0,,,,,
player,201411160gnb,phi,CoopRi00,pass_int,0,,,,,
player,201411160gnb,phi,CoopRi00,pass_sacked,0,,,,,
player,201411160gnb,phi,CoopRi00,pass_sacked_yds,0,,,,,
player,201411160gnb,phi,CoopRi00,pass_long,0,,,,,
player,201411160gnb,phi,CoopRi00,pass_rating,,,,,,
player,201411160gnb,phi,CoopRi00,rush_att,0,,,,,
player,201411160gnb,phi,CoopRi00,rush_yds,0,,,,,
player,201411160gnb,phi,CoopRi00,rush_td,0,,,,,
player,201411160gnb,phi,CoopRi00,rush_long,0,,,,,
player,201411160gnb,phi,CoopRi00,targets,6,,,,,
player,201411160gnb,phi,CoopRi00,rec,4,,,,,
player,201411160gnb,phi,CoopRi00,rec_yds,39,,,,,
player,201411160gnb,phi,CoopRi00,rec_td,0,,,,,
player,201411160gnb,phi,CoopRi00,rec_long,14,,,,,
player,201411160gnb,phi,CoopRi00,fumbles,0,,,,,
player,201411160gnb,phi,CoopRi00,fumbles_lost,0,,,,,
player,201411160gnb,phi,CeleBr00,pass_cmp,0,,,,,
player,201411160gnb,phi,CeleBr00,pass_att,0,,,,,
player,201411160gnb,phi,CeleBr00,pass_yds,0,,,,,
player,201411160gnb,phi,CeleBr00,pass_td,0,,,,,
player,201411160gnb,phi,CeleBr00,pass_int,0,,,,,
player,201411160gnb,phi,CeleBr00,pass_sacked,0,,,,,
player,201411160gnb,phi,CeleBr00,pass_sacked_yds,0,,,,,
player,201411160gnb,phi,CeleBr00,pass_long,0,,,,,
player,201411160gnb,phi,CeleBr00,pass_rating,,,,,,
player,201411160gnb,phi,CeleBr00,rush_att,0,,,,,
player,201411160gnb,phi,CeleBr00,rush_yds,0,,,,,
player,201411160gnb,phi,CeleBr00,rush_td,0,,,,,
player,201411160gnb,phi,CeleBr00,rush_long,0,,,,,
player,201411160gnb,phi,CeleBr00,targets,2,,,,,
player,201411160gnb,phi,CeleBr00,rec,1,,,,,
player,201411160gnb,phi,CeleBr00,rec_yds,11,,,,,
player,201411160gnb,phi,CeleBr00,rec_td,0,,,,,
player,201411160gnb,phi,CeleBr00,rec_long,11,,,,,
player,201411160gnb,phi,CeleBr00,fumbles,0,,,,,
player,201411160gnb,phi,CeleBr00,fumbles_lost,0,,,,,
player,201411160gnb,phi,HuffJo00,pass_cmp,0,,,,,
player,201411160gnb,phi,HuffJo00,pass_att,0,,,,,
player,201411160gnb,phi,HuffJo00,pass_yds,0,,,,,
player,201411160gnb,phi,HuffJo00,pass_td,0,,,,,
player,201411160gnb,phi,HuffJo00,pass_int,0,,,,,
player,201411160gnb,phi,HuffJo00,pass_sacked,0,,,,,
player,201411160gnb,phi,HuffJo00,pass_sacked_yds,0,,,,,
player,201411160gnb,phi,HuffJo00,pass_long,0,,,,,
player,201411160gnb,phi,HuffJo00,pass_rating,,,,,,
player,201411160gnb,phi,HuffJo00,rush_att,0,,,,,
player,201411160gnb,phi,HuffJo00,rush_yds,0,,,,,
player,201411160gnb,phi,HuffJo00,rush_td,0,,,,,
player,201411160gnb,phi,HuffJo00,rush_long,0,,,,,
player,201411160gnb,phi,HuffJo00,targets,2,,,,,
player,201411160gnb,phi,HuffJo00,rec,0,,,,,
player,201411160gnb,phi,HuffJo00,rec_yds,0,,,,,
player,201411160gnb,phi,HuffJo00,rec_td,0,,,,,
player,201411160gnb,phi,HuffJo00,rec_long,0,,,,,
player,201411160gnb,phi,HuffJo00,fumbles,0,,,,,
player,201411160gnb,phi,HuffJo00,fumbles_lost,0,,,,,
player,201411160gnb,phi,SmitBr01,pass_cmp,0,,,,,
player,201411160gnb,phi,SmitBr01,pass_att,0,,,,,
player,201411160gnb,phi,SmitBr01,pass_yds,0,,,,,
player,201411160gnb,phi,SmitBr01,pass_td,0,,,,,
player,201411160gnb,phi,SmitBr01,pass_int,0,,,,,
player,201411160gnb,phi,SmitBr01,pass_sacked,0,,,,,
player,201411160gnb,phi,SmitBr01,pass_sacked_yds,0,,,,,
player,201411160gnb,phi,SmitBr01,pass_long,0,,,,,
player,201411160gnb,phi,SmitBr01,pass_rating,,,,,,
player,201411160gnb,phi,SmitBr01,rush_att,0,,,,,
player,201411160gnb,phi,SmitBr01,rush_yds,0,,,,,
player,201411160gnb,phi,SmitBr01,rush_td,0,,,,,
player,201411160gnb,phi,SmitBr01,rush_long,0,,,,,
player,201411160gnb,phi,SmitBr01,targets,1,,,,,
player,201411160gnb,phi,SmitBr01,rec,0,,,,,
player,201411160gnb,phi,SmitBr01,rec_yds,0,,,,,
player,201411160gnb,phi,SmitBr01,rec_td,0,,,,,
player,201411160gnb,phi,SmitBr01,rec_long,0,,,,,
player,201411160gnb,phi,SmitBr01,fumbles,0,,,,,
player,201411160gnb,phi,SmitBr01,fumbles_lost,0,,,,,
player,201411160gnb,phi,PolkCh00,pass_cmp,0,,,,,
player,201411160gnb,phi,PolkCh00,pass_att,0,,,,,
player,201411160gnb,phi,PolkCh00,pass_yds,0,,,,,
player,201411160gnb,phi,PolkCh00,pass_td,0,,,,,
player,201411160gnb,phi,PolkCh00,pass_int,0,,,,,
player,201411160gnb,phi,PolkCh00,pass_sacked,0,,,,,
player,201411160gnb,phi,PolkCh00,pass_sacked_yds,0,,,,,
player,201411160gnb,phi,PolkCh00,pass_long,0,,,,,
player,201411160gnb,phi,PolkCh00,pass_rating,,,,,,
player,201411160gnb,phi,PolkCh00,rush_att,3,,,,,
player,201411160gnb,phi,PolkCh00,rush_yds,0,,,,,
player,201411160gnb,phi,PolkCh00,rush_td,0,,,,,
player,201411160gnb,phi,PolkCh00,rush_long,3,,,,,
player,201411160gnb,phi,PolkCh00,targets,0,,,,,
player,201411160gnb,phi,PolkCh00,rec,0,,,,,
player,201411160gnb,phi,PolkCh00,rec_yds,0,,,,,
player,201411160gnb,phi,PolkCh00,rec_td,0,,,,,
player,201411160gnb,phi,PolkCh00,rec_long,0,,,,,
player,201411160gnb,phi,PolkCh00,fumbles,1,,,,,
player,201411160gnb,phi,PolkCh00,fumbles_lost,0,,,,,
player,201411160gnb,gnb,RodgAa00,pass_cmp,22,,,,,
player,201411160gnb,gnb,RodgAa00,pass_att,36,,,,,
player,201411160gnb,gnb,RodgAa00,pass_yds,341,,,,,
player,201411160gnb,gnb,RodgAa00,pass_td,3,,,,,
player,201411160gnb,gnb,RodgAa00,pass_int,0,,,,,
player,201411160gnb,gnb,RodgAa00,pass_sacked,1,,,,,
player,201411160gnb,gnb,RodgAa00,pass_sacked_yds,2,,,,,
player,201411160gnb,gnb,RodgAa00,pass_long,64,,,,,
player,201411160gnb,gnb,RodgAa00,pass_rating,120.3,,,,,
player,201411160gnb,gnb,RodgAa00,rush_att,3,,,,,
player,201411160gnb,gnb,RodgAa00,rush_yds,32,,,,,
player,201411160gnb,gnb,RodgAa00,rush_td,0,,,,,
player,201411160gnb,gnb,RodgAa00,rush_long,16,,,,,
player,201411160gnb,gnb,RodgAa00,targets,0,,,,,
player,201411160gnb,gnb,RodgAa00,rec,0,,,,,
player,201411160gnb,gnb,RodgAa00,rec_yds,0,,,,,
player,201411160gnb,gnb,RodgAa00,rec_td,0,,,,,
player,201411160gnb,gnb,RodgAa00,rec_long,0,,,,,
player,201411160gnb,gnb,RodgAa00,fumbles,2,,,,,
player,201411160gnb,gnb,RodgAa00,fumbles_lost,0,,,,,
player,201411160gnb,gnb,FlynMa00,pass_cmp,2,,,,,
player,201411160gnb,gnb,FlynMa00,pass_att,2,,,,,
player,201411160gnb,gnb,FlynMa00,pass_yds,26,,,,,
player,201411160gnb,gnb,FlynMa00,pass_td,0,,,,,
player,201411160gnb,gnb,FlynMa00,pass_int,0,,,,,
player,201411160gnb,gnb,FlynMa00,pass_sacked,0,,,,,
player,201411160gnb,gnb,FlynMa00,pass_sacked_yds,0,,,,,
player,201411160gnb,gnb,FlynMa00,pass_long,14,,,,,
player,201411160gnb,gnb,FlynMa00,pass_rating,118.7,,,,,
player,201411160gnb,gnb,FlynMa00,rush_att,3,,,,,
player,201411160gnb,gnb,FlynMa00,rush_yds,-3,,,,,
player,201411160gnb,gnb,FlynMa00,rush_td,0,,,,,
player,201411160gnb,gnb,FlynMa00,rush_long,-1,,,,,
player,201411160gnb,gnb,FlynMa00,targets,0,,,,,
player,201411160gnb,gnb,FlynMa00,rec,0,,,,,
player,201411160gnb,gnb,FlynMa00,rec_yds,0,,,,,
player,201411160gnb,gnb,FlynMa00,rec_td,0,,,,,
player,201411160gnb,gnb,FlynMa00,rec_long,0,,,,,
player,201411160gnb,gnb,FlynMa00,fumbles,0,,,,,
player,201411160gnb,gnb,FlynMa00,fumbles_lost,0,,,,,
player,201411160gnb,gnb,LacyEd00,pass_cmp,0,,,,,
player,201411160gnb,gnb,LacyEd00,pass_att,0,,,,,
player,201411160gnb,gnb,LacyEd00,pass_yds,0,,,,,
player,201411160gnb,gnb,LacyEd00,pass_td,0,,,,,
player,201411160gnb,gnb,LacyEd00,pass_int,0,,,,,
player,201411160gnb,gnb,LacyEd00,pass_sacked,0,,,,,
player,201411160gnb,gnb,LacyEd00,pass_sacked_yds,0,,,,,
player,201411160gnb,gnb,LacyEd00,pass_long,0,,,,,
player,201411160gnb,gnb,LacyEd00,pass_rating,,,,,,
player,201411160gnb,gnb,LacyEd00,rush_att,10,,,,,
player,201411160gnb,gnb,LacyEd00,rush_yds,69,,,,,
player,201411160gnb,gnb,LacyEd00,rush_td,1,,,,,
player,201411160gnb,gnb,LacyEd00,rush_long,37,,,,,
player,201411160gnb,gnb,LacyEd00,targets,4,,,,,
player,201411160gnb,gnb,LacyEd00,rec,3,,,,,
player,201411160gnb,gnb,LacyEd00,rec_yds,45,,,,,
player,201411160gnb,gnb,LacyEd00,rec_td,1,,,,,
player,201411160gnb,gnb,LacyEd00,rec_long,32,,,,,
player,201411160gnb,gnb,LacyEd00,fumbles,0,,,,,
player,201411160gnb,gnb,LacyEd00,fumbles_lost,0,,,,,
player,201411160gnb,gnb,StarJa00,pass_cmp,0,,,,,
player,201411160gnb,gnb,StarJa00,pass_att,0,,,,,
player,201411160gnb,gnb,StarJa00,pass_yds,0,,,,,
player,201411160gnb,gnb,StarJa00,pass_td,0,,,,,
player,201411160gnb,gnb,StarJa00,pass_int,0,,,,,
player,201411160gnb,gnb,StarJa00,pass_sacked,0,,,,,
player,201411160gnb,gnb,StarJa00,pass_sacked_yds,0,,,,,
player,201411160gnb,gnb,StarJa00,pass_long,0,,,,,
player,201411160gnb,gnb,StarJa00,pass_rating,,,,,,
player,201411160gnb,gnb,StarJa00,rush_att,8,,,,,
player,201411160gnb,gnb,StarJa00,rush_yds,9,,,,,
player,201411160gnb,gnb,StarJa00,rush_td,0,,,,,
player,201411160gnb,gnb,StarJa00,rush_long,7,,,,,
player,201411160gnb,gnb,StarJa00,targets,2,,,,,
player,201411160gnb,gnb,StarJa00,rec,2,,,,,
player,201411160gnb,gnb,StarJa00,rec_yds,17,,,,,
player,201411160gnb,gnb,StarJa00,rec_td,0,,,,,
player,201411160gnb,gnb,StarJa00,rec_long,14,,,,,
player,201411160gnb,gnb,StarJa00,fumbles,0,,,,,
player,201411160gnb,gnb,StarJa00,fumbles_lost,0,,,,,
player,201411160gnb,gnb,KuhnJo00,pass_cmp,0,,,,,
player,201411160gnb,gnb,KuhnJo00,pass_att,0,,,,,
player,201411160gnb,gnb,KuhnJo00,pass_yds,0,,,,,
player,201411160gnb,gnb,KuhnJo00,pass_td,0,,,,,
player,201411160gnb,gnb,KuhnJo00,pass_int,0,,,,,
player,201411160gnb,gnb,KuhnJo00,pass_sacked,0,,,,,
player,201411160gnb,gnb,KuhnJo00,pass_sacked_yds,0,,,,,
player,201411160gnb,gnb,KuhnJo00,pass_long,0,,,,,
player,201411160gnb,gnb,KuhnJo00,pass_rating,,,,,,
player,201411160gnb,gnb,KuhnJo00,rush_att,1,,,,,
player,201411160gnb,gnb,KuhnJo00,rush_yds,3,,,,,
player,201411160gnb,gnb,KuhnJo00,rush_td,0,,,,,
player,201411160gnb,gnb,KuhnJo00,rush_long,3,,,,,
player,201411160gnb,gnb,KuhnJo00,targets,0,,,,,
player,201411160gnb,gnb,KuhnJo00,rec,0,,,,,
player,201411160gnb,gnb,KuhnJo00,rec_yds,0,,,,,
player,201411160gnb,gnb,KuhnJo00,rec_td,0,,,,,
player,201411160gnb,gnb,KuhnJo00,rec_long,0,,,,,
player,201411160gnb,gnb,KuhnJo00,fumbles,0,,,,,
player,201411160gnb,gnb,KuhnJo00,fumbles_lost,0,,,,,
player,201411160gnb,gnb,CobbRa00,pass_cmp,0,,,,,
player,201411160gnb,gnb,CobbRa00,pass_att,0,,,,,
player,201411160gnb,gnb,CobbRa00,pass_yds,0,,,,,
player,201411160gnb,gnb,CobbRa00,pass_td,0,,,,,
player,201411160gnb,gnb,CobbRa00,pass_int,0,,,,,
player,201411160gnb,gnb,CobbRa00,pass_sacked,0,,,,,
player,201411160gnb,gnb,CobbRa00,pass_sacked_yds,0,,,,,
player,201411160gnb,gnb,CobbRa00,pass_long,0,,,,,
player,201411160gnb,gnb,CobbRa00,pass_rating,,,,,,
player,201411160gnb,gnb,CobbRa00,rush_att,0,,,,,
player,201411160gnb,gnb,CobbRa00,rush_yds,0,,,,,
player,201411160gnb,gnb,CobbRa00,rush_td,0,,,,,
player,201411160gnb,gnb,CobbRa00,rush_long,0,,,,,
player,201411160gnb,gnb,CobbRa00,targets,13,,,,,
player,201411160gnb,gnb,CobbRa00,rec,10,,,,,
player,201411160gnb,gnb,CobbRa00,rec_yds,129,,,,,
player,201411160gnb,gnb,CobbRa00,rec_td,0,,,,,
player,201411160gnb,gnb,CobbRa00,rec_long,22,,,,,
player,201411160gnb,gnb,CobbRa00,fumbles,0,,,,,
player,201411160gnb,gnb,CobbRa00,fumbles_lost,0,,,,,
player,201411160gnb,gnb,NelsJo00,pass_cmp,0,,,,,
player,201411160gnb,gnb,NelsJo00,pass_att,0,,,,,
player,201411160gnb,gnb,NelsJo00,pass_yds,0,,,,,
player,201411160gnb,gnb,NelsJo00,pass_td,0,,,,,
player,201411160gnb,gnb,NelsJo00,pass_int,0,,,,,
player,201411160gnb,gnb,NelsJo00,pass_sacked,0,,,,,
player,201411160gnb,gnb,NelsJo00,pass_sacked_yds,0,,,,,
player,201411160gnb,gnb,NelsJo00,pass_long,0,,,,,
player,201411160gnb,gnb,NelsJo00,pass_rating,,,,,,
player,201411160gnb,gnb,NelsJo00,rush_att,0,,,,,
player,201411160gnb,gnb,NelsJo00,rush_yds,0,,,,,
player,201411160gnb,gnb,NelsJo00,rush_td,0,,,,,
player,201411160gnb,gnb,NelsJo00,rush_long,0,,,,,
player,201411160gnb,gnb,NelsJo00,targets,10,,,,,
player,201411160gnb,gnb,NelsJo00,rec,4,,,,,
player,201411160gnb,gnb,NelsJo00,rec_yds,109,,,,,
player,201411160gnb,gnb,NelsJo00,rec_td,1,,,,,
player,201411160gnb,gnb,NelsJo00,rec_long,64,,,,,
player,201411160gnb,gnb,NelsJo00,fumbles,0,,,,,
player,201411160gnb,gnb,NelsJo00,fumbles_lost,0,,,,,
player,201411160gnb,gnb,QuarAn00,pass_cmp,0,,,,,
player,201411160gnb,gnb,QuarAn00,pass_att,0,,,,,
player,201411160gnb,gnb,QuarAn00,pass_yds,0,,,,,
player,201411160gnb,gnb,QuarAn00,pass_td,0,,,,,
player,201411160gnb,gnb,QuarAn00,pass_int,0,,,,,
player,201411160gnb,gnb,QuarAn00,pass_sacked,0,,,,,
player,201411160gnb,gnb,QuarAn00,pass_sacked_yds,0,,,,,
player,201411160gnb,gnb,QuarAn00,pass_long,0,,,,,
player,201411160gnb,gnb,QuarAn00,pass_rating,,,,,,
player,201411160gnb,gnb,QuarAn00,rush_att,0,,,,,
player,201411160gnb,gnb,QuarAn00,rush_yds,0,,,,,
player,201411160gnb,gnb,QuarAn00,rush_td,0,,,,,
player,201411160gnb,gnb,QuarAn00,rush_long,0,,,,,
player,201411160gnb,gnb,QuarAn00,targets,2,,,,,
player,201411160gnb,gnb,QuarAn00,rec,2,,,,,
player,201411160gnb,gnb,QuarAn00,rec_yds,35,,,,,
player,201411160gnb,gnb,QuarAn00,rec_td,0,,,,,
player,201411160gnb,gnb,QuarAn00,rec_long,24,,,,,
player,201411160gnb,gnb,QuarAn00,fumbles,0,,,,,
player,201411160gnb,gnb,QuarAn00,fumbles_lost,0,,,,,
player,201411160gnb,gnb,RodgRi00,pass_cmp,0,,,,,
player,201411160gnb,gnb,RodgRi00,pass_att,0,,,,,
player,201411160gnb,gnb,RodgRi00,pass_yds,0,,,,,
player,201411160gnb,gnb,RodgRi00,pass_td,0,,,,,
player,201411160gnb,gnb,RodgRi00,pass_int,0,,,,,
player,201411160gnb,gnb,RodgRi00,pass_sacked,0,,,,,
player,201411160gnb,gnb,RodgRi00,pass_sacked_yds,0,,,,,
player,201411160gnb,gnb,RodgRi00,pass_long,0,,,,,
player,201411160gnb,gnb,RodgRi00,pass_rating,,,,,,
player,201411160gnb,gnb,RodgRi00,rush_att,0,,,,,
player,201411160gnb,gnb,RodgRi00,rush_yds,0,,,,,
player,201411160gnb,gnb,RodgRi00,rush_td,0,,,,,
player,201411160gnb,gnb,RodgRi00,rush_long,0,,,,,
player,201411160gnb,gnb,RodgRi00,targets,2,,,,,
player,201411160gnb,gnb,RodgRi00,rec,1,,,,,
player,201411160gnb,gnb,RodgRi00,rec_yds,19,,,,,
player,201411160gnb,gnb,RodgRi00,rec_td,0,,,,,
player,201411160gnb,gnb,RodgRi00,rec_long,19,,,,,
player,201411160gnb,gnb,RodgRi00,fumbles,0,,,,,
player,201411160gnb,gnb,RodgRi00,fumbles_lost,0,,,,,
player,201411160gnb,gnb,AdamDa01,pass_cmp,0,,,,,
player,201411160gnb,gnb,AdamDa01,pass_att,0,,,,,
player,201411160gnb,gnb,AdamDa01,pass_yds,0,,,,,
player,201411160gnb,gnb,AdamDa01,pass_td,0,,,,,
player,201411160gnb,gnb,AdamDa01,pass_int,0,,,,,
player,201411160gnb,gnb,AdamDa01,pass_sacked,0,,,,,
player,201411160gnb,gnb,AdamDa01,pass_sacked_yds,0,,,,,
player,201411160gnb,gnb,AdamDa01,pass_long,0,,,,,
player,201411160gnb,gnb,AdamDa01,pass_rating,,,,,,
player,201411160gnb,gnb,AdamDa01,rush_att,0,,,,,
player,201411160gnb,gnb,AdamDa01,rush_yds,0,,,,,
