game,2014,10,20141109,201411090tam,atl,"Atlanta Falcons",27,tam,"Tampa Bay Buccaneers",17
team,201411090tam,atl,First Downs,19,,,,,,
team,201411090tam,tam,First Downs,23,,,,,,
team,201411090tam,atl,Rush-Yds-TDs,28-110-1,,,,,,
team,201411090tam,tam,Rush-Yds-TDs,23-92-0,,,,,,
team,201411090tam,atl,Cmp-Att-Yd-TD-INT,20-31-219-1-0,,,,,,
team,201411090tam,tam,Cmp-Att-Yd-TD-INT,27-43-301-2-2,,,,,,
team,201411090tam,atl,Sacked-Yards,1-7,,,,,,
team,201411090tam,tam,Sacked-Yards,4-20,,,,,,
team,201411090tam,atl,Net Pass Yards,212,,,,,,
team,201411090tam,tam,Net Pass Yards,281,,,,,,
team,201411090tam,atl,Total Yards,322,,,,,,
team,201411090tam,tam,Total Yards,373,,,,,,
team,201411090tam,atl,Fumbles-Lost,0-0,,,,,,
team,201411090tam,tam,Fumbles-Lost,1-1,,,,,,
team,201411090tam,atl,Turnovers,0,,,,,,
team,201411090tam,tam,Turnovers,3,,,,,,
team,201411090tam,atl,Penalties-Yards,5-30,,,,,,
team,201411090tam,tam,Penalties-Yards,10-79,,,,,,
team,201411090tam,atl,Third Down Conv.,6-12,,,,,,
team,201411090tam,tam,Third Down Conv.,12-17,,,,,,
team,201411090tam,atl,Fourth Down Conv.,0-0,,,,,,
team,201411090tam,tam,Fourth Down Conv.,0-1,,,,,,
team,201411090tam,atl,Time of Possession,29:48,,,,,,
team,201411090tam,tam,Time of Possession,30:12,,,,,,
player,201411090tam,atl,RyanMa00,pass_cmp,20,,,,,
player,201411090tam,atl,RyanMa00,pass_att,31,,,,,
player,201411090tam,atl,RyanMa00,pass_yds,219,,,,,
player,201411090tam,atl,RyanMa00,pass_td,1,,,,,
player,201411090tam,atl,RyanMa00,pass_int,0,,,,,
player,201411090tam,atl,RyanMa00,pass_sacked,1,,,,,
player,201411090tam,atl,RyanMa00,pass_sacked_yds,7,,,,,
player,201411090tam,atl,RyanMa00,pass_long,39,,,,,
player,201411090tam,atl,RyanMa00,pass_rating,96.0,,,,,
player,201411090tam,atl,RyanMa00,rush_att,3,,,,,
player,201411090tam,atl,RyanMa00,rush_yds,9,,,,,
player,201411090tam,atl,RyanMa00,rush_td,0,,,,,
player,201411090tam,atl,RyanMa00,rush_long,8,,,,,
player,201411090tam,atl,RyanMa00,targets,0,,,,,
player,201411090tam,atl,RyanMa00,rec,0,,,,,
player,201411090tam,atl,RyanMa00,rec_yds,0,,,,,
player,201411090tam,atl,RyanMa00,rec_td,0,,,,,
player,201411090tam,atl,RyanMa00,rec_long,0,,,,,
player,201411090tam,atl,RyanMa00,fumbles,0,,,,,
player,201411090tam,atl,RyanMa00,fumbles_lost,0,,,,,
player,201411090tam,atl,JackSt00,pass_cmp,0,,,,,
player,201411090tam,atl,JackSt00,pass_att,0,,,,,
player,201411090tam,atl,JackSt00,pass_yds,0,,,,,
player,201411090tam,atl,JackSt00,pass_td,0,,,,,
player,201411090tam,atl,JackSt00,pass_int,0,,,,,
player,201411090tam,atl,JackSt00,pass_sacked,0,,,,,
player,201411090tam,atl,JackSt00,pass_sacked_yds,0,,,,,
player,201411090tam,atl,JackSt00,pass_long,0,,,,,
player,201411090tam,atl,JackSt00,pass_rating,,,,,,
player,201411090tam,atl,JackSt00,rush_att,16,,,,,
player,201411090tam,atl,JackSt00,rush_yds,81,,,,,
player,201411090tam,atl,JackSt00,rush_td,1,,,,,
player,201411090tam,atl,JackSt00,rush_long,27,,,,,
player,201411090tam,atl,JackSt00,targets,2,,,,,
player,201411090tam,atl,JackSt00,rec,2,,,,,
player,201411090tam,atl,JackSt00,rec_yds,14,,,,,
player,201411090tam,atl,JackSt00,rec_td,0,,,,,
player,201411090tam,atl,JackSt00,rec_long,7,,,,,
player,201411090tam,atl,JackSt00,fumbles,0,,,,,
player,201411090tam,atl,JackSt00,fumbles_lost,0,,,,,
player,201411090tam,atl,FreeDe00,pass_cmp,0,,,,,
player,201411090tam,atl,FreeDe00,pass_att,0,,,,,
player,201411090tam,atl,FreeDe00,pass_yds,0,,,,,
player,201411090tam,atl,FreeDe00,pass_td,0,,,,,
player,201411090tam,atl,FreeDe00,pass_int,0,,,,,
player,201411090tam,atl,FreeDe00,pass_sacked,0,,,,,
player,201411090tam,atl,FreeDe00,pass_sacked_yds,0,,,,,
player,201411090tam,atl,FreeDe00,pass_long,0,,,,,
player,201411090tam,atl,FreeDe00,pass_rating,,,,,,
player,201411090tam,atl,FreeDe00,rush_att,3,,,,,
player,201411090tam,atl,FreeDe00,rush_yds,16,,,,,
player,201411090tam,atl,FreeDe00,rush_td,0,,,,,
player,201411090tam,atl,FreeDe00,rush_long,9,,,,,
player,201411090tam,atl,FreeDe00,targets,1,,,,,
player,201411090tam,atl,FreeDe00,rec,1,,,,,
player,201411090tam,atl,FreeDe00,rec_yds,-2,,,,,
player,201411090tam,atl,FreeDe00,rec_td,0,,,,,
player,201411090tam,atl,FreeDe00,rec_long,-2,,,,,
player,201411090tam,atl,FreeDe00,fumbles,0,,,,,
player,201411090tam,atl,FreeDe00,fumbles_lost,0,,,,,
player,201411090tam,atl,SmitAn01,pass_cmp,0,,,,,
player,201411090tam,atl,SmitAn01,pass_att,0,,,,,
player,201411090tam,atl,SmitAn01,pass_yds,0,,,,,
player,201411090tam,atl,SmitAn01,pass_td,0,,,,,
player,201411090tam,atl,SmitAn01,pass_int,0,,,,,
player,201411090tam,atl,SmitAn01,pass_sacked,0,,,,,
player,201411090tam,atl,SmitAn01,pass_sacked_yds,0,,,,,
player,201411090tam,atl,SmitAn01,pass_long,0,,,,,
player,201411090tam,atl,SmitAn01,pass_rating,,,,,,
player,201411090tam,atl,SmitAn01,rush_att,4,,,,,
player,201411090tam,atl,SmitAn01,rush_yds,3,,,,,
player,201411090tam,atl,SmitAn01,rush_td,0,,,,,
player,201411090tam,atl,SmitAn01,rush_long,4,,,,,
player,201411090tam,atl,SmitAn01,targets,0,,,,,
player,201411090tam,atl,SmitAn01,rec,0,,,,,
