game,2014,14,20141207,201412070was,ram,"St. Louis Rams",24,was,"Washington Redskins",0
player,201412070was,ram,BritKe00,pass_int,0,,,,,
player,201412070was,ram,BritKe00,pass_sacked,0,,,,,
player,201412070was,ram,BritKe00,pass_sacked_yds,0,,,,,
player,201412070was,ram,BritKe00,pass_long,0,,,,,
player,201412070was,ram,BritKe00,pass_rating,,,,,,
player,201412070was,ram,BritKe00,rush_att,0,,,,,
player,201412070was,ram,BritKe00,rush_yds,0,,,,,
player,201412070was,ram,BritKe00,rush_td,0,,,,,
player,201412070was,ram,BritKe00,rush_long,0,,,,,
player,201412070was,ram,BritKe00,targets,5,,,,,
player,201412070was,ram,BritKe00,rec,2,,,,,
player,201412070was,ram,BritKe00,rec_yds,52,,,,,
player,201412070was,ram,BritKe00,rec_td,0,,,,,
player,201412070was,ram,BritKe00,rec_long,41,,,,,
player,201412070was,ram,BritKe00,fumbles,0,,,,,
player,201412070was,ram,BritKe00,fumbles_lost,0,,,,,
player,201412070was,ram,BailSt01,pass_cmp,0,,,,,
player,201412070was,ram,BailSt01,pass_att,0,,,,,
player,201412070was,ram,BailSt01,pass_yds,0,,,,,
player,201412070was,ram,BailSt01,pass_td,0,,,,,
player,201412070was,ram,BailSt01,pass_int,0,,,,,
player,201412070was,ram,BailSt01,pass_sacked,0,,,,,
player,201412070was,ram,BailSt01,pass_sacked_yds,0,,,,,
player,201412070was,ram,BailSt01,pass_long,0,,,,,
player,201412070was,ram,BailSt01,pass_rating,,,,,,
player,201412070was,ram,BailSt01,rush_att,0,,,,,
player,201412070was,ram,BailSt01,rush_yds,0,,,,,
player,201412070was,ram,BailSt01,rush_td,0,,,,,
player,201412070was,ram,BailSt01,rush_long,0,,,,,
player,201412070was,ram,BailSt01,targets,2,,,,,
player,201412070was,ram,BailSt01,rec,2,,,,,
player,201412070was,ram,BailSt01,rec_yds,47,,,,,
player,201412070was,ram,BailSt01,rec_td,0,,,,,
player,201412070was,ram,BailSt01,rec_long,36,,,,,
player,201412070was,ram,BailSt01,fumbles,0,,,,,
player,201412070was,ram,BailSt01,fumbles_lost,0,,,,,
player,201412070was,ram,KendLa00,pass_cmp,0,,,,,
player,201412070was,ram,KendLa00,pass_att,0,,,,,
player,201412070was,ram,KendLa00,pass_yds,0,,,,,
player,201412070was,ram,KendLa00,pass_td,0,,,,,
player,201412070was,ram,KendLa00,pass_int,0,,,,,
player,201412070was,ram,KendLa00,pass_sacked,0,,,,,
player,201412070was,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201412070was,ram,KendLa00,pass_long,0,,,,,
player,201412070was,ram,KendLa00,pass_rating,,,,,,
player,201412070was,ram,KendLa00,rush_att,0,,,,,
player,201412070was,ram,KendLa00,rush_yds,0,,,,,
player,201412070was,ram,KendLa00,rush_td,0,,,,,
player,201412070was,ram,KendLa00,rush_long,0,,,,,
player,201412070was,ram,KendLa00,targets,1,,,,,
player,201412070was,ram,KendLa00,rec,1,,,,,
player,201412070was,ram,KendLa00,rec_yds,11,,,,,
player,201412070was,ram,KendLa00,rec_td,0,,,,,
player,201412070was,ram,KendLa00,rec_long,11,,,,,
player,201412070was,ram,KendLa00,fumbles,0,,,,,
player,201412070was,ram,KendLa00,fumbles_lost,0,,,,,
player,201412070was,was,McCoCo00,pass_cmp,20,,,,,
player,201412070was,was,McCoCo00,pass_att,32,,,,,
player,201412070was,was,McCoCo00,pass_yds,199,,,,,
player,201412070was,was,McCoCo00,pass_td,0,,,,,
player,201412070was,was,McCoCo00,pass_int,2,,,,,
player,201412070was,was,McCoCo00,pass_sacked,6,,,,,
player,201412070was,was,McCoCo00,pass_sacked_yds,45,,,,,
player,201412070was,was,McCoCo00,pass_long,19,,,,,
player,201412070was,was,McCoCo00,pass_rating,54.0,,,,,
player,201412070was,was,McCoCo00,rush_att,2,,,,,
player,201412070was,was,McCoCo00,rush_yds,11,,,,,
player,201412070was,was,McCoCo00,rush_td,0,,,,,
player,201412070was,was,McCoCo00,rush_long,7,,,,,
player,201412070was,was,McCoCo00,targets,0,,,,,
player,201412070was,was,McCoCo00,rec,0,,,,,
player,201412070was,was,McCoCo00,rec_yds,0,,,,,
player,201412070was,was,McCoCo00,rec_td,0,,,,,
player,201412070was,was,McCoCo00,rec_long,0,,,,,
player,201412070was,was,McCoCo00,fumbles,1,,,,,
player,201412070was,was,McCoCo00,fumbles_lost,0,,,,,
player,201412070was,was,GrifRo01,pass_cmp,3,,,,,
player,201412070was,was,GrifRo01,pass_att,4,,,,,
player,201412070was,was,GrifRo01,pass_yds,33,,,,,
player,201412070was,was,GrifRo01,pass_td,0,,,,,
player,201412070was,was,GrifRo01,pass_int,0,,,,,
player,201412070was,was,GrifRo01,pass_sacked,1,,,,,
player,201412070was,was,GrifRo01,pass_sacked_yds,8,,,,,
player,201412070was,was,GrifRo01,pass_long,18,,,,,
player,201412070was,was,GrifRo01,pass_rating,99.0,,,,,
player,201412070was,was,GrifRo01,rush_att,0,,,,,
player,201412070was,was,GrifRo01,rush_yds,0,,,,,
player,201412070was,was,GrifRo01,rush_td,0,,,,,
player,201412070was,was,GrifRo01,rush_long,0,,,,,
player,201412070was,was,GrifRo01,targets,0,,,,,
player,201412070was,was,GrifRo01,rec,0,,,,,
player,201412070was,was,GrifRo01,rec_yds,0,,,,,
player,201412070was,was,GrifRo01,rec_td,0,,,,,
player,201412070was,was,GrifRo01,rec_long,0,,,,,
player,201412070was,was,GrifRo01,fumbles,0,,,,,
player,201412070was,was,GrifRo01,fumbles_lost,0,,,,,
player,201412070was,was,ReddSi00,pass_cmp,0,,,,,
player,201412070was,was,ReddSi00,pass_att,0,,,,,
player,201412070was,was,ReddSi00,pass_yds,0,,,,,
player,201412070was,was,ReddSi00,pass_td,0,,,,,
player,201412070was,was,ReddSi00,pass_int,0,,,,,
player,201412070was,was,ReddSi00,pass_sacked,0,,,,,
player,201412070was,was,ReddSi00,pass_sacked_yds,0,,,,,
player,201412070was,was,ReddSi00,pass_long,0,,,,,
player,201412070was,was,ReddSi00,pass_rating,,,,,,
player,201412070was,was,ReddSi00,rush_att,1,,,,,
player,201412070was,was,ReddSi00,rush_yds,8,,,,,
player,201412070was,was,ReddSi00,rush_td,0,,,,,
player,201412070was,was,ReddSi00,rush_long,8,,,,,
player,201412070was,was,ReddSi00,targets,4,,,,,
player,201412070was,was,ReddSi00,rec,3,,,,,
player,201412070was,was,ReddSi00,rec_yds,36,,,,,
player,201412070was,was,ReddSi00,rec_td,0,,,,,
player,201412070was,was,ReddSi00,rec_long,16,,,,,
player,201412070was,was,ReddSi00,fumbles,1,,,,,
player,201412070was,was,ReddSi00,fumbles_lost,0,,,,,
player,201412070was,was,MorrAl00,pass_cmp,0,,,,,
player,201412070was,was,MorrAl00,pass_att,0,,,,,
player,201412070was,was,MorrAl00,pass_yds,0,,,,,
player,201412070was,was,MorrAl00,pass_td,0,,,,,
player,201412070was,was,MorrAl00,pass_int,0,,,,,
player,201412070was,was,MorrAl00,pass_sacked,0,,,,,
player,201412070was,was,MorrAl00,pass_sacked_yds,0,,,,,
player,201412070was,was,MorrAl00,pass_long,0,,,,,
player,201412070was,was,MorrAl00,pass_rating,,,,,,
player,201412070was,was,MorrAl00,rush_att,8,,,,,
player,201412070was,was,MorrAl00,rush_yds,6,,,,,
player,201412070was,was,MorrAl00,rush_td,0,,,,,
player,201412070was,was,MorrAl00,rush_long,12,,,,,
player,201412070was,was,MorrAl00,targets,3,,,,,
player,201412070was,was,MorrAl00,rec,1,,,,,
player,201412070was,was,MorrAl00,rec_yds,11,,,,,
player,201412070was,was,MorrAl00,rec_td,0,,,,,
player,201412070was,was,MorrAl00,rec_long,11,,,,,
player,201412070was,was,MorrAl00,fumbles,0,,,,,
player,201412070was,was,MorrAl00,fumbles_lost,0,,,,,
player,201412070was,was,WayxTr00,pass_cmp,0,,,,,
player,201412070was,was,WayxTr00,pass_att,0,,,,,
player,201412070was,was,WayxTr00,pass_yds,0,,,,,
player,201412070was,was,WayxTr00,pass_td,0,,,,,
player,201412070was,was,WayxTr00,pass_int,0,,,,,
player,201412070was,was,WayxTr00,pass_sacked,0,,,,,
player,201412070was,was,WayxTr00,pass_sacked_yds,0,,,,,
player,201412070was,was,WayxTr00,pass_long,0,,,,,
player,201412070was,was,WayxTr00,pass_rating,,,,,,
player,201412070was,was,WayxTr00,rush_att,1,,,,,
player,201412070was,was,WayxTr00,rush_yds,2,,,,,
player,201412070was,was,WayxTr00,rush_td,0,,,,,
player,201412070was,was,WayxTr00,rush_long,2,,,,,
player,201412070was,was,WayxTr00,targets,0,,,,,
player,201412070was,was,WayxTr00,rec,0,,,,,
player,201412070was,was,WayxTr00,rec_yds,0,,,,,
player,201412070was,was,WayxTr00,rec_td,0,,,,,
player,201412070was,was,WayxTr00,rec_long,0,,,,,
player,201412070was,was,WayxTr00,fumbles,0,,,,,
player,201412070was,was,WayxTr00,fumbles_lost,0,,,,,
player,201412070was,was,GarcPi00,pass_cmp,0,,,,,
player,201412070was,was,GarcPi00,pass_att,0,,,,,
player,201412070was,was,GarcPi00,pass_yds,0,,,,,
player,201412070was,was,GarcPi00,pass_td,0,,,,,
player,201412070was,was,GarcPi00,pass_int,0,,,,,
player,201412070was,was,GarcPi00,pass_sacked,0,,,,,
player,201412070was,was,GarcPi00,pass_sacked_yds,0,,,,,
player,201412070was,was,GarcPi00,pass_long,0,,,,,
player,201412070was,was,GarcPi00,pass_rating,,,,,,
player,201412070was,was,GarcPi00,rush_att,0,,,,,
player,201412070was,was,GarcPi00,rush_yds,0,,,,,
player,201412070was,was,GarcPi00,rush_td,0,,,,,
player,201412070was,was,GarcPi00,rush_long,0,,,,,
player,201412070was,was,GarcPi00,targets,11,,,,,
player,201412070was,was,GarcPi00,rec,9,,,,,
player,201412070was,was,GarcPi00,rec_yds,95,,,,,
player,201412070was,was,GarcPi00,rec_td,0,,,,,
player,201412070was,was,GarcPi00,rec_long,18,,,,,
player,201412070was,was,GarcPi00,fumbles,0,,,,,
player,201412070was,was,GarcPi00,fumbles_lost,0,,,,,
player,201412070was,was,MossSa00,pass_cmp,0,,,,,
player,201412070was,was,MossSa00,pass_att,0,,,,,
player,201412070was,was,MossSa00,pass_yds,0,,,,,
player,201412070was,was,MossSa00,pass_td,0,,,,,
player,201412070was,was,MossSa00,pass_int,0,,,,,
player,201412070was,was,MossSa00,pass_sacked,0,,,,,
player,201412070was,was,MossSa00,pass_sacked_yds,0,,,,,
player,201412070was,was,MossSa00,pass_long,0,,,,,
player,201412070was,was,MossSa00,pass_rating,,,,,,
player,201412070was,was,MossSa00,rush_att,0,,,,,
player,201412070was,was,MossSa00,rush_yds,0,,,,,
player,201412070was,was,MossSa00,rush_td,0,,,,,
player,201412070was,was,MossSa00,rush_long,0,,,,,
player,201412070was,was,MossSa00,targets,5,,,,,
player,201412070was,was,MossSa00,rec,3,,,,,
player,201412070was,was,MossSa00,rec_yds,43,,,,,
player,201412070was,was,MossSa00,rec_td,0,,,,,
player,201412070was,was,MossSa00,rec_long,19,,,,,
player,201412070was,was,MossSa00,fumbles,0,,,,,
player,201412070was,was,MossSa00,fumbles_lost,0,,,,,
player,201412070was,was,ReedJo02,pass_cmp,0,,,,,
player,201412070was,was,ReedJo02,pass_att,0,,,,,
player,201412070was,was,ReedJo02,pass_yds,0,,,,,
player,201412070was,was,ReedJo02,pass_td,0,,,,,
player,201412070was,was,ReedJo02,pass_int,0,,,,,
player,201412070was,was,ReedJo02,pass_sacked,0,,,,,
player,201412070was,was,ReedJo02,pass_sacked_yds,0,,,,,
player,201412070was,was,ReedJo02,pass_long,0,,,,,
player,201412070was,was,ReedJo02,pass_rating,,,,,,
player,201412070was,was,ReedJo02,rush_att,0,,,,,
player,201412070was,was,ReedJo02,rush_yds,0,,,,,
player,201412070was,was,ReedJo02,rush_td,0,,,,,
player,201412070was,was,ReedJo02,rush_long,0,,,,,
player,201412070was,was,ReedJo02,targets,7,,,,,
player,201412070was,was,ReedJo02,rec,3,,,,,
player,201412070was,was,ReedJo02,rec_yds,25,,,,,
player,201412070was,was,ReedJo02,rec_td,0,,,,,
player,201412070was,was,ReedJo02,rec_long,11,,,,,
player,201412070was,was,ReedJo02,fumbles,0,,,,,
player,201412070was,was,ReedJo02,fumbles_lost,0,,,,,
player,201412070was,was,RobeAn00,pass_cmp,0,,,,,
player,201412070was,was,RobeAn00,pass_att,0,,,,,
player,201412070was,was,RobeAn00,pass_yds,0,,,,,
player,201412070was,was,RobeAn00,pass_td,0,,,,,
player,201412070was,was,RobeAn00,pass_int,0,,,,,
player,201412070was,was,RobeAn00,pass_sacked,0,,,,,
player,201412070was,was,RobeAn00,pass_sacked_yds,0,,,,,
player,201412070was,was,RobeAn00,pass_long,0,,,,,
player,201412070was,was,RobeAn00,pass_rating,,,,,,
player,201412070was,was,RobeAn00,rush_att,0,,,,,
player,201412070was,was,RobeAn00,rush_yds,0,,,,,
player,201412070was,was,RobeAn00,rush_td,0,,,,,
player,201412070was,was,RobeAn00,rush_long,0,,,,,
player,201412070was,was,RobeAn00,targets,2,,,,,
player,201412070was,was,RobeAn00,rec,2,,,,,
player,201412070was,was,RobeAn00,rec_yds,11,,,,,
player,201412070was,was,RobeAn00,rec_td,0,,,,,
player,201412070was,was,RobeAn00,rec_long,6,,,,,
player,201412070was,was,RobeAn00,fumbles,0,,,,,
player,201412070was,was,RobeAn00,fumbles_lost,0,,,,,
player,201412070was,was,PaulNi00,pass_cmp,0,,,,,
player,201412070was,was,PaulNi00,pass_att,0,,,,,
player,201412070was,was,PaulNi00,pass_yds,0,,,,,
player,201412070was,was,PaulNi00,pass_td,0,,,,,
player,201412070was,was,PaulNi00,pass_int,0,,,,,
player,201412070was,was,PaulNi00,pass_sacked,0,,,,,
player,201412070was,was,PaulNi00,pass_sacked_yds,0,,,,,
player,201412070was,was,PaulNi00,pass_long,0,,,,,
player,201412070was,was,PaulNi00,pass_rating,,,,,,
player,201412070was,was,PaulNi00,rush_att,0,,,,,
player,201412070was,was,PaulNi00,rush_yds,0,,,,,
player,201412070was,was,PaulNi00,rush_td,0,,,,,
player,201412070was,was,PaulNi00,rush_long,0,,,,,
player,201412070was,was,PaulNi00,targets,1,,,,,
player,201412070was,was,PaulNi00,rec,1,,,,,
player,201412070was,was,PaulNi00,rec_yds,7,,,,,
player,201412070was,was,PaulNi00,rec_td,0,,,,,
player,201412070was,was,PaulNi00,rec_long,7,,,,,
player,201412070was,was,PaulNi00,fumbles,0,,,,,
player,201412070was,was,PaulNi00,fumbles_lost,0,,,,,
player,201412070was,was,GranRy01,pass_cmp,0,,,,,
player,201412070was,was,GranRy01,pass_att,0,,,,,
player,201412070was,was,GranRy01,pass_yds,0,,,,,
player,201412070was,was,GranRy01,pass_td,0,,,,,
player,201412070was,was,GranRy01,pass_int,0,,,,,
player,201412070was,was,GranRy01,pass_sacked,0,,,,,
player,201412070was,was,GranRy01,pass_sacked_yds,0,,,,,
player,201412070was,was,GranRy01,pass_long,0,,,,,
player,201412070was,was,GranRy01,pass_rating,,,,,,
player,201412070was,was,GranRy01,rush_att,0,,,,,
player,201412070was,was,GranRy01,rush_yds,0,,,,,
player,201412070was,was,GranRy01,rush_td,0,,,,,
player,201412070was,was,GranRy01,rush_long,0,,,,,
player,201412070was,was,GranRy01,targets,3,,,,,
player,201412070was,was,GranRy01,rec,1,,,,,
player,201412070was,was,GranRy01,rec_yds,4,,,,,
player,201412070was,was,GranRy01,rec_td,0,,,,,
player,201412070was,was,GranRy01,rec_long,4,,,,,
player,201412070was,was,GranRy01,fumbles,0,,,,,
player,201412070was,was,GranRy01,fumbles_lost,0,,,,,
player,201412070was,ram,McDoTJ00,def_int,1,,,,,
player,201412070was,ram,McDoTJ00,def_int_yds,20,,,,,
player,201412070was,ram,McDoTJ00,def_int_td,0,,,,,
player,201412070was,ram,McDoTJ00,def_int_long,20,,,,,
player,201412070was,ram,McDoTJ00,pass_defended,1,,,,,
player,201412070was,ram,McDoTJ00,sacks,0.0,,,,,
player,201412070was,ram,McDoTJ00,tackles_combined,4,,,,,
player,201412070was,ram,McDoTJ00,tackles_solo,0,,,,,
player,201412070was,ram,McDoTJ00,tackles_assists,4,,,,,
player,201412070was,ram,McDoTJ00,tackles_loss,0,,,,,
player,201412070was,ram,McDoTJ00,qb_hits,0,,,,,
player,201412070was,ram,McDoTJ00,fumbles_rec,0,,,,,
player,201412070was,ram,McDoTJ00,fumbles_rec_yds,0,,,,,
player,201412070was,ram,McDoTJ00,fumbles_rec_td,0,,,,,
player,201412070was,ram,McDoTJ00,fumbles_forced,0,,,,,
player,201412070was,ram,McLeRo00,def_int,1,,,,,
player,201412070was,ram,McLeRo00,def_int_yds,1,,,,,
player,201412070was,ram,McLeRo00,def_int_td,0,,,,,
player,201412070was,ram,McLeRo00,def_int_long,1,,,,,
player,201412070was,ram,McLeRo00,pass_defended,1,,,,,
player,201412070was,ram,McLeRo00,sacks,0.0,,,,,
player,201412070was,ram,McLeRo00,tackles_combined,4,,,,,
player,201412070was,ram,McLeRo00,tackles_solo,4,,,,,
player,201412070was,ram,McLeRo00,tackles_assists,0,,,,,
player,201412070was,ram,McLeRo00,tackles_loss,0,,,,,
player,201412070was,ram,McLeRo00,qb_hits,0,,,,,
player,201412070was,ram,McLeRo00,fumbles_rec,0,,,,,
player,201412070was,ram,McLeRo00,fumbles_rec_yds,0,,,,,
player,201412070was,ram,McLeRo00,fumbles_rec_td,0,,,,,
player,201412070was,ram,McLeRo00,fumbles_forced,1,,,,,
player,201412070was,ram,LaurJa99,def_int,0,,,,,
player,201412070was,ram,LaurJa99,def_int_yds,0,,,,,
player,201412070was,ram,LaurJa99,def_int_td,0,,,,,
player,201412070was,ram,LaurJa99,def_int_long,0,,,,,
player,201412070was,ram,LaurJa99,pass_defended,1,,,,,
player,201412070was,ram,LaurJa99,sacks,1.5,,,,,
player,201412070was,ram,LaurJa99,tackles_combined,6,,,,,
player,201412070was,ram,LaurJa99,tackles_solo,4,,,,,
player,201412070was,ram,LaurJa99,tackles_assists,2,,,,,
player,201412070was,ram,LaurJa99,tackles_loss,1,,,,,
player,201412070was,ram,LaurJa99,qb_hits,2,,,,,
player,201412070was,ram,LaurJa99,fumbles_rec,0,,,,,
player,201412070was,ram,LaurJa99,fumbles_rec_yds,0,,,,,
player,201412070was,ram,LaurJa99,fumbles_rec_td,0,,,,,
player,201412070was,ram,LaurJa99,fumbles_forced,0,,,,,
player,201412070was,ram,QuinRo00,def_int,0,,,,,
player,201412070was,ram,QuinRo00,def_int_yds,0,,,,,
player,201412070was,ram,QuinRo00,def_int_td,0,,,,,
player,201412070was,ram,QuinRo00,def_int_long,0,,,,,
player,201412070was,ram,QuinRo00,pass_defended,1,,,,,
player,201412070was,ram,QuinRo00,sacks,1.5,,,,,
player,201412070was,ram,QuinRo00,tackles_combined,5,,,,,
player,201412070was,ram,QuinRo00,tackles_solo,3,,,,,
player,201412070was,ram,QuinRo00,tackles_assists,2,,,,,
player,201412070was,ram,QuinRo00,tackles_loss,1,,,,,
player,201412070was,ram,QuinRo00,qb_hits,3,,,,,
player,201412070was,ram,QuinRo00,fumbles_rec,0,,,,,
player,201412070was,ram,QuinRo00,fumbles_rec_yds,0,,,,,
player,201412070was,ram,QuinRo00,fumbles_rec_td,0,,,,,
player,201412070was,ram,QuinRo00,fumbles_forced,1,,,,,
player,201412070was,ram,BarrMa00,def_int,0,,,,,
player,201412070was,ram,BarrMa00,def_int_yds,0,,,,,
player,201412070was,ram,BarrMa00,def_int_td,0,,,,,
player,201412070was,ram,BarrMa00,def_int_long,0,,,,,
player,201412070was,ram,BarrMa00,pass_defended,0,,,,,
player,201412070was,ram,BarrMa00,sacks,1.0,,,,,
player,201412070was,ram,BarrMa00,tackles_combined,4,,,,,
player,201412070was,ram,BarrMa00,tackles_solo,3,,,,,
player,201412070was,ram,BarrMa00,tackles_assists,1,,,,,
player,201412070was,ram,BarrMa00,tackles_loss,1,,,,,
player,201412070was,ram,BarrMa00,qb_hits,1,,,,,
player,201412070was,ram,BarrMa00,fumbles_rec,0,,,,,
player,201412070was,ram,BarrMa00,fumbles_rec_yds,0,,,,,
player,201412070was,ram,BarrMa00,fumbles_rec_td,0,,,,,
player,201412070was,ram,BarrMa00,fumbles_forced,0,,,,,
