game,2014,13,20141130,201411300gnb,nwe,"New England Patriots",21,gnb,"Green Bay Packers",26
player,201411300gnb,nwe,BlouLe00,rush_td,0,,,,,
player,201411300gnb,nwe,BlouLe00,rush_long,13,,,,,
player,201411300gnb,nwe,BlouLe00,targets,0,,,,,
player,201411300gnb,nwe,BlouLe00,rec,0,,,,,
player,201411300gnb,nwe,BlouLe00,rec_yds,0,,,,,
player,201411300gnb,nwe,BlouLe00,rec_td,0,,,,,
player,201411300gnb,nwe,BlouLe00,rec_long,0,,,,,
player,201411300gnb,nwe,BlouLe00,fumbles,0,,,,,
player,201411300gnb,nwe,BlouLe00,fumbles_lost,0,,,,,
player,201411300gnb,nwe,BoldBr00,pass_cmp,0,,,,,
player,201411300gnb,nwe,BoldBr00,pass_att,0,,,,,
player,201411300gnb,nwe,BoldBr00,pass_yds,0,,,,,
player,201411300gnb,nwe,BoldBr00,pass_td,0,,,,,
player,201411300gnb,nwe,BoldBr00,pass_int,0,,,,,
player,201411300gnb,nwe,BoldBr00,pass_sacked,0,,,,,
player,201411300gnb,nwe,BoldBr00,pass_sacked_yds,0,,,,,
player,201411300gnb,nwe,BoldBr00,pass_long,0,,,,,
player,201411300gnb,nwe,BoldBr00,pass_rating,,,,,,
player,201411300gnb,nwe,BoldBr00,rush_att,3,,,,,
player,201411300gnb,nwe,BoldBr00,rush_yds,17,,,,,
player,201411300gnb,nwe,BoldBr00,rush_td,1,,,,,
player,201411300gnb,nwe,BoldBr00,rush_long,12,,,,,
player,201411300gnb,nwe,BoldBr00,targets,0,,,,,
player,201411300gnb,nwe,BoldBr00,rec,0,,,,,
player,201411300gnb,nwe,BoldBr00,rec_yds,0,,,,,
player,201411300gnb,nwe,BoldBr00,rec_td,0,,,,,
player,201411300gnb,nwe,BoldBr00,rec_long,0,,,,,
player,201411300gnb,nwe,BoldBr00,fumbles,0,,,,,
player,201411300gnb,nwe,BoldBr00,fumbles_lost,0,,,,,
player,201411300gnb,nwe,VereSh00,pass_cmp,0,,,,,
player,201411300gnb,nwe,VereSh00,pass_att,0,,,,,
player,201411300gnb,nwe,VereSh00,pass_yds,0,,,,,
player,201411300gnb,nwe,VereSh00,pass_td,0,,,,,
player,201411300gnb,nwe,VereSh00,pass_int,0,,,,,
player,201411300gnb,nwe,VereSh00,pass_sacked,0,,,,,
player,201411300gnb,nwe,VereSh00,pass_sacked_yds,0,,,,,
player,201411300gnb,nwe,VereSh00,pass_long,0,,,,,
player,201411300gnb,nwe,VereSh00,pass_rating,,,,,,
player,201411300gnb,nwe,VereSh00,rush_att,3,,,,,
player,201411300gnb,nwe,VereSh00,rush_yds,6,,,,,
player,201411300gnb,nwe,VereSh00,rush_td,0,,,,,
player,201411300gnb,nwe,VereSh00,rush_long,3,,,,,
player,201411300gnb,nwe,VereSh00,targets,2,,,,,
player,201411300gnb,nwe,VereSh00,rec,1,,,,,
player,201411300gnb,nwe,VereSh00,rec_yds,26,,,,,
player,201411300gnb,nwe,VereSh00,rec_td,0,,,,,
player,201411300gnb,nwe,VereSh00,rec_long,26,,,,,
player,201411300gnb,nwe,VereSh00,fumbles,0,,,,,
player,201411300gnb,nwe,VereSh00,fumbles_lost,0,,,,,
player,201411300gnb,nwe,GrayJo00,pass_cmp,0,,,,,
player,201411300gnb,nwe,GrayJo00,pass_att,0,,,,,
player,201411300gnb,nwe,GrayJo00,pass_yds,0,,,,,
player,201411300gnb,nwe,GrayJo00,pass_td,0,,,,,
player,201411300gnb,nwe,GrayJo00,pass_int,0,,,,,
player,201411300gnb,nwe,GrayJo00,pass_sacked,0,,,,,
player,201411300gnb,nwe,GrayJo00,pass_sacked_yds,0,,,,,
player,201411300gnb,nwe,GrayJo00,pass_long,0,,,,,
player,201411300gnb,nwe,GrayJo00,pass_rating,,,,,,
player,201411300gnb,nwe,GrayJo00,rush_att,1,,,,,
player,201411300gnb,nwe,GrayJo00,rush_yds,4,,,,,
player,201411300gnb,nwe,GrayJo00,rush_td,0,,,,,
player,201411300gnb,nwe,GrayJo00,rush_long,4,,,,,
player,201411300gnb,nwe,GrayJo00,targets,0,,,,,
player,201411300gnb,nwe,GrayJo00,rec,0,,,,,
player,201411300gnb,nwe,GrayJo00,rec_yds,0,,,,,
player,201411300gnb,nwe,GrayJo00,rec_td,0,,,,,
player,201411300gnb,nwe,GrayJo00,rec_long,0,,,,,
player,201411300gnb,nwe,GrayJo00,fumbles,0,,,,,
player,201411300gnb,nwe,GrayJo00,fumbles_lost,0,,,,,
player,201411300gnb,nwe,GronRo00,pass_cmp,0,,,,,
player,201411300gnb,nwe,GronRo00,pass_att,0,,,,,
player,201411300gnb,nwe,GronRo00,pass_yds,0,,,,,
player,201411300gnb,nwe,GronRo00,pass_td,0,,,,,
player,201411300gnb,nwe,GronRo00,pass_int,0,,,,,
player,201411300gnb,nwe,GronRo00,pass_sacked,0,,,,,
player,201411300gnb,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201411300gnb,nwe,GronRo00,pass_long,0,,,,,
player,201411300gnb,nwe,GronRo00,pass_rating,,,,,,
player,201411300gnb,nwe,GronRo00,rush_att,0,,,,,
player,201411300gnb,nwe,GronRo00,rush_yds,0,,,,,
player,201411300gnb,nwe,GronRo00,rush_td,0,,,,,
player,201411300gnb,nwe,GronRo00,rush_long,0,,,,,
player,201411300gnb,nwe,GronRo00,targets,12,,,,,
player,201411300gnb,nwe,GronRo00,rec,7,,,,,
player,201411300gnb,nwe,GronRo00,rec_yds,98,,,,,
player,201411300gnb,nwe,GronRo00,rec_td,0,,,,,
player,201411300gnb,nwe,GronRo00,rec_long,29,,,,,
player,201411300gnb,nwe,GronRo00,fumbles,0,,,,,
player,201411300gnb,nwe,GronRo00,fumbles_lost,0,,,,,
player,201411300gnb,nwe,EdelJu00,pass_cmp,0,,,,,
player,201411300gnb,nwe,EdelJu00,pass_att,0,,,,,
player,201411300gnb,nwe,EdelJu00,pass_yds,0,,,,,
player,201411300gnb,nwe,EdelJu00,pass_td,0,,,,,
player,201411300gnb,nwe,EdelJu00,pass_int,0,,,,,
player,201411300gnb,nwe,EdelJu00,pass_sacked,0,,,,,
player,201411300gnb,nwe,EdelJu00,pass_sacked_yds,0,,,,,
player,201411300gnb,nwe,EdelJu00,pass_long,0,,,,,
player,201411300gnb,nwe,EdelJu00,pass_rating,,,,,,
player,201411300gnb,nwe,EdelJu00,rush_att,0,,,,,
player,201411300gnb,nwe,EdelJu00,rush_yds,0,,,,,
player,201411300gnb,nwe,EdelJu00,rush_td,0,,,,,
player,201411300gnb,nwe,EdelJu00,rush_long,0,,,,,
player,201411300gnb,nwe,EdelJu00,targets,10,,,,,
player,201411300gnb,nwe,EdelJu00,rec,7,,,,,
player,201411300gnb,nwe,EdelJu00,rec_yds,48,,,,,
player,201411300gnb,nwe,EdelJu00,rec_td,0,,,,,
player,201411300gnb,nwe,EdelJu00,rec_long,17,,,,,
player,201411300gnb,nwe,EdelJu00,fumbles,0,,,,,
player,201411300gnb,nwe,EdelJu00,fumbles_lost,0,,,,,
player,201411300gnb,nwe,LaFeBr00,pass_cmp,0,,,,,
player,201411300gnb,nwe,LaFeBr00,pass_att,0,,,,,
player,201411300gnb,nwe,LaFeBr00,pass_yds,0,,,,,
player,201411300gnb,nwe,LaFeBr00,pass_td,0,,,,,
player,201411300gnb,nwe,LaFeBr00,pass_int,0,,,,,
player,201411300gnb,nwe,LaFeBr00,pass_sacked,0,,,,,
player,201411300gnb,nwe,LaFeBr00,pass_sacked_yds,0,,,,,
player,201411300gnb,nwe,LaFeBr00,pass_long,0,,,,,
player,201411300gnb,nwe,LaFeBr00,pass_rating,,,,,,
player,201411300gnb,nwe,LaFeBr00,rush_att,0,,,,,
player,201411300gnb,nwe,LaFeBr00,rush_yds,0,,,,,
player,201411300gnb,nwe,LaFeBr00,rush_td,0,,,,,
player,201411300gnb,nwe,LaFeBr00,rush_long,0,,,,,
player,201411300gnb,nwe,LaFeBr00,targets,7,,,,,
player,201411300gnb,nwe,LaFeBr00,rec,5,,,,,
player,201411300gnb,nwe,LaFeBr00,rec_yds,38,,,,,
player,201411300gnb,nwe,LaFeBr00,rec_td,2,,,,,
player,201411300gnb,nwe,LaFeBr00,rec_long,15,,,,,
player,201411300gnb,nwe,LaFeBr00,fumbles,0,,,,,
player,201411300gnb,nwe,LaFeBr00,fumbles_lost,0,,,,,
player,201411300gnb,nwe,HoomMi00,pass_cmp,0,,,,,
player,201411300gnb,nwe,HoomMi00,pass_att,0,,,,,
player,201411300gnb,nwe,HoomMi00,pass_yds,0,,,,,
player,201411300gnb,nwe,HoomMi00,pass_td,0,,,,,
player,201411300gnb,nwe,HoomMi00,pass_int,0,,,,,
player,201411300gnb,nwe,HoomMi00,pass_sacked,0,,,,,
player,201411300gnb,nwe,HoomMi00,pass_sacked_yds,0,,,,,
player,201411300gnb,nwe,HoomMi00,pass_long,0,,,,,
player,201411300gnb,nwe,HoomMi00,pass_rating,,,,,,
player,201411300gnb,nwe,HoomMi00,rush_att,0,,,,,
player,201411300gnb,nwe,HoomMi00,rush_yds,0,,,,,
player,201411300gnb,nwe,HoomMi00,rush_td,0,,,,,
player,201411300gnb,nwe,HoomMi00,rush_long,0,,,,,
player,201411300gnb,nwe,HoomMi00,targets,1,,,,,
player,201411300gnb,nwe,HoomMi00,rec,1,,,,,
player,201411300gnb,nwe,HoomMi00,rec_yds,23,,,,,
player,201411300gnb,nwe,HoomMi00,rec_td,0,,,,,
player,201411300gnb,nwe,HoomMi00,rec_long,23,,,,,
player,201411300gnb,nwe,HoomMi00,fumbles,0,,,,,
player,201411300gnb,nwe,HoomMi00,fumbles_lost,0,,,,,
player,201411300gnb,nwe,WrigTi01,pass_cmp,0,,,,,
player,201411300gnb,nwe,WrigTi01,pass_att,0,,,,,
player,201411300gnb,nwe,WrigTi01,pass_yds,0,,,,,
player,201411300gnb,nwe,WrigTi01,pass_td,0,,,,,
player,201411300gnb,nwe,WrigTi01,pass_int,0,,,,,
player,201411300gnb,nwe,WrigTi01,pass_sacked,0,,,,,
player,201411300gnb,nwe,WrigTi01,pass_sacked_yds,0,,,,,
player,201411300gnb,nwe,WrigTi01,pass_long,0,,,,,
player,201411300gnb,nwe,WrigTi01,pass_rating,,,,,,
player,201411300gnb,nwe,WrigTi01,rush_att,0,,,,,
player,201411300gnb,nwe,WrigTi01,rush_yds,0,,,,,
player,201411300gnb,nwe,WrigTi01,rush_td,0,,,,,
player,201411300gnb,nwe,WrigTi01,rush_long,0,,,,,
player,201411300gnb,nwe,WrigTi01,targets,1,,,,,
player,201411300gnb,nwe,WrigTi01,rec,1,,,,,
player,201411300gnb,nwe,WrigTi01,rec_yds,12,,,,,
player,201411300gnb,nwe,WrigTi01,rec_td,0,,,,,
player,201411300gnb,nwe,WrigTi01,rec_long,12,,,,,
player,201411300gnb,nwe,WrigTi01,fumbles,0,,,,,
player,201411300gnb,nwe,WrigTi01,fumbles_lost,0,,,,,
player,201411300gnb,nwe,DobsAa00,pass_cmp,0,,,,,
player,201411300gnb,nwe,DobsAa00,pass_att,0,,,,,
player,201411300gnb,nwe,DobsAa00,pass_yds,0,,,,,
player,201411300gnb,nwe,DobsAa00,pass_td,0,,,,,
player,201411300gnb,nwe,DobsAa00,pass_int,0,,,,,
player,201411300gnb,nwe,DobsAa00,pass_sacked,0,,,,,
player,201411300gnb,nwe,DobsAa00,pass_sacked_yds,0,,,,,
player,201411300gnb,nwe,DobsAa00,pass_long,0,,,,,
player,201411300gnb,nwe,DobsAa00,pass_rating,,,,,,
player,201411300gnb,nwe,DobsAa00,rush_att,0,,,,,
player,201411300gnb,nwe,DobsAa00,rush_yds,0,,,,,
player,201411300gnb,nwe,DobsAa00,rush_td,0,,,,,
player,201411300gnb,nwe,DobsAa00,rush_long,0,,,,,
player,201411300gnb,nwe,DobsAa00,targets,1,,,,,
player,201411300gnb,nwe,DobsAa00,rec,0,,,,,
player,201411300gnb,nwe,DobsAa00,rec_yds,0,,,,,
player,201411300gnb,nwe,DobsAa00,rec_td,0,,,,,
player,201411300gnb,nwe,DobsAa00,rec_long,0,,,,,
player,201411300gnb,nwe,DobsAa00,fumbles,0,,,,,
player,201411300gnb,nwe,DobsAa00,fumbles_lost,0,,,,,
player,201411300gnb,nwe,AmenDa00,pass_cmp,0,,,,,
player,201411300gnb,nwe,AmenDa00,pass_att,0,,,,,
player,201411300gnb,nwe,AmenDa00,pass_yds,0,,,,,
player,201411300gnb,nwe,AmenDa00,pass_td,0,,,,,
player,201411300gnb,nwe,AmenDa00,pass_int,0,,,,,
player,201411300gnb,nwe,AmenDa00,pass_sacked,0,,,,,
player,201411300gnb,nwe,AmenDa00,pass_sacked_yds,0,,,,,
player,201411300gnb,nwe,AmenDa00,pass_long,0,,,,,
player,201411300gnb,nwe,AmenDa00,pass_rating,,,,,,
player,201411300gnb,nwe,AmenDa00,rush_att,0,,,,,
player,201411300gnb,nwe,AmenDa00,rush_yds,0,,,,,
player,201411300gnb,nwe,AmenDa00,rush_td,0,,,,,
player,201411300gnb,nwe,AmenDa00,rush_long,0,,,,,
player,201411300gnb,nwe,AmenDa00,targets,1,,,,,
player,201411300gnb,nwe,AmenDa00,rec,0,,,,,
player,201411300gnb,nwe,AmenDa00,rec_yds,0,,,,,
player,201411300gnb,nwe,AmenDa00,rec_td,0,,,,,
player,201411300gnb,nwe,AmenDa00,rec_long,0,,,,,
player,201411300gnb,nwe,AmenDa00,fumbles,0,,,,,
player,201411300gnb,nwe,AmenDa00,fumbles_lost,0,,,,,
player,201411300gnb,gnb,RodgAa00,pass_cmp,24,,,,,
player,201411300gnb,gnb,RodgAa00,pass_att,38,,,,,
player,201411300gnb,gnb,RodgAa00,pass_yds,368,,,,,
player,201411300gnb,gnb,RodgAa00,pass_td,2,,,,,
player,201411300gnb,gnb,RodgAa00,pass_int,0,,,,,
player,201411300gnb,gnb,RodgAa00,pass_sacked,3,,,,,
player,201411300gnb,gnb,RodgAa00,pass_sacked_yds,20,,,,,
player,201411300gnb,gnb,RodgAa00,pass_long,45,,,,,
player,201411300gnb,gnb,RodgAa00,pass_rating,112.6,,,,,
player,201411300gnb,gnb,RodgAa00,rush_att,5,,,,,
player,201411300gnb,gnb,RodgAa00,rush_yds,22,,,,,
player,201411300gnb,gnb,RodgAa00,rush_td,0,,,,,
player,201411300gnb,gnb,RodgAa00,rush_long,17,,,,,
player,201411300gnb,gnb,RodgAa00,targets,0,,,,,
player,201411300gnb,gnb,RodgAa00,rec,0,,,,,
player,201411300gnb,gnb,RodgAa00,rec_yds,0,,,,,
player,201411300gnb,gnb,RodgAa00,rec_td,0,,,,,
player,201411300gnb,gnb,RodgAa00,rec_long,0,,,,,
player,201411300gnb,gnb,RodgAa00,fumbles,1,,,,,
player,201411300gnb,gnb,RodgAa00,fumbles_lost,0,,,,,
player,201411300gnb,gnb,LacyEd00,pass_cmp,0,,,,,
player,201411300gnb,gnb,LacyEd00,pass_att,0,,,,,
player,201411300gnb,gnb,LacyEd00,pass_yds,0,,,,,
player,201411300gnb,gnb,LacyEd00,pass_td,0,,,,,
player,201411300gnb,gnb,LacyEd00,pass_int,0,,,,,
player,201411300gnb,gnb,LacyEd00,pass_sacked,0,,,,,
player,201411300gnb,gnb,LacyEd00,pass_sacked_yds,0,,,,,
player,201411300gnb,gnb,LacyEd00,pass_long,0,,,,,
player,201411300gnb,gnb,LacyEd00,pass_rating,,,,,,
player,201411300gnb,gnb,LacyEd00,rush_att,21,,,,,
player,201411300gnb,gnb,LacyEd00,rush_yds,98,,,,,
player,201411300gnb,gnb,LacyEd00,rush_td,0,,,,,
player,201411300gnb,gnb,LacyEd00,rush_long,24,,,,,
player,201411300gnb,gnb,LacyEd00,targets,3,,,,,
player,201411300gnb,gnb,LacyEd00,rec,2,,,,,
player,201411300gnb,gnb,LacyEd00,rec_yds,17,,,,,
player,201411300gnb,gnb,LacyEd00,rec_td,0,,,,,
player,201411300gnb,gnb,LacyEd00,rec_long,12,,,,,
player,201411300gnb,gnb,LacyEd00,fumbles,0,,,,,
player,201411300gnb,gnb,LacyEd00,fumbles_lost,0,,,,,
player,201411300gnb,gnb,CobbRa00,pass_cmp,0,,,,,
player,201411300gnb,gnb,CobbRa00,pass_att,0,,,,,
player,201411300gnb,gnb,CobbRa00,pass_yds,0,,,,,
player,201411300gnb,gnb,CobbRa00,pass_td,0,,,,,
player,201411300gnb,gnb,CobbRa00,pass_int,0,,,,,
player,201411300gnb,gnb,CobbRa00,pass_sacked,0,,,,,
player,201411300gnb,gnb,CobbRa00,pass_sacked_yds,0,,,,,
player,201411300gnb,gnb,CobbRa00,pass_long,0,,,,,
player,201411300gnb,gnb,CobbRa00,pass_rating,,,,,,
player,201411300gnb,gnb,CobbRa00,rush_att,2,,,,,
player,201411300gnb,gnb,CobbRa00,rush_yds,8,,,,,
player,201411300gnb,gnb,CobbRa00,rush_td,0,,,,,
player,201411300gnb,gnb,CobbRa00,rush_long,6,,,,,
player,201411300gnb,gnb,CobbRa00,targets,11,,,,,
player,201411300gnb,gnb,CobbRa00,rec,7,,,,,
player,201411300gnb,gnb,CobbRa00,rec_yds,85,,,,,
player,201411300gnb,gnb,CobbRa00,rec_td,0,,,,,
player,201411300gnb,gnb,CobbRa00,rec_long,33,,,,,
player,201411300gnb,gnb,CobbRa00,fumbles,0,,,,,
player,201411300gnb,gnb,CobbRa00,fumbles_lost,0,,,,,
player,201411300gnb,gnb,StarJa00,pass_cmp,0,,,,,
player,201411300gnb,gnb,StarJa00,pass_att,0,,,,,
player,201411300gnb,gnb,StarJa00,pass_yds,0,,,,,
player,201411300gnb,gnb,StarJa00,pass_td,0,,,,,
player,201411300gnb,gnb,StarJa00,pass_int,0,,,,,
player,201411300gnb,gnb,StarJa00,pass_sacked,0,,,,,
player,201411300gnb,gnb,StarJa00,pass_sacked_yds,0,,,,,
player,201411300gnb,gnb,StarJa00,pass_long,0,,,,,
player,201411300gnb,gnb,StarJa00,pass_rating,,,,,,
player,201411300gnb,gnb,StarJa00,rush_att,1,,,,,
player,201411300gnb,gnb,StarJa00,rush_yds,2,,,,,
player,201411300gnb,gnb,StarJa00,rush_td,0,,,,,
player,201411300gnb,gnb,StarJa00,rush_long,2,,,,,
player,201411300gnb,gnb,StarJa00,targets,2,,,,,
player,201411300gnb,gnb,StarJa00,rec,2,,,,,
player,201411300gnb,gnb,StarJa00,rec_yds,34,,,,,
player,201411300gnb,gnb,StarJa00,rec_td,0,,,,,
player,201411300gnb,gnb,StarJa00,rec_long,28,,,,,
player,201411300gnb,gnb,StarJa00,fumbles,0,,,,,
player,201411300gnb,gnb,StarJa00,fumbles_lost,0,,,,,
player,201411300gnb,gnb,AdamDa01,pass_cmp,0,,,,,
player,201411300gnb,gnb,AdamDa01,pass_att,0,,,,,
player,201411300gnb,gnb,AdamDa01,pass_yds,0,,,,,
player,201411300gnb,gnb,AdamDa01,pass_td,0,,,,,
player,201411300gnb,gnb,AdamDa01,pass_int,0,,,,,
player,201411300gnb,gnb,AdamDa01,pass_sacked,0,,,,,
player,201411300gnb,gnb,AdamDa01,pass_sacked_yds,0,,,,,
player,201411300gnb,gnb,AdamDa01,pass_long,0,,,,,
player,201411300gnb,gnb,AdamDa01,pass_rating,,,,,,
player,201411300gnb,gnb,AdamDa01,rush_att,0,,,,,
player,201411300gnb,gnb,AdamDa01,rush_yds,0,,,,,
player,201411300gnb,gnb,AdamDa01,rush_td,0,,,,,
player,201411300gnb,gnb,AdamDa01,rush_long,0,,,,,
player,201411300gnb,gnb,AdamDa01,targets,11,,,,,
player,201411300gnb,gnb,AdamDa01,rec,6,,,,,
player,201411300gnb,gnb,AdamDa01,rec_yds,121,,,,,
player,201411300gnb,gnb,AdamDa01,rec_td,0,,,,,
player,201411300gnb,gnb,AdamDa01,rec_long,45,,,,,
player,201411300gnb,gnb,AdamDa01,fumbles,0,,,,,
player,201411300gnb,gnb,AdamDa01,fumbles_lost,0,,,,,
player,201411300gnb,gnb,NelsJo00,pass_cmp,0,,,,,
player,201411300gnb,gnb,NelsJo00,pass_att,0,,,,,
player,201411300gnb,gnb,NelsJo00,pass_yds,0,,,,,
player,201411300gnb,gnb,NelsJo00,pass_td,0,,,,,
player,201411300gnb,gnb,NelsJo00,pass_int,0,,,,,
player,201411300gnb,gnb,NelsJo00,pass_sacked,0,,,,,
player,201411300gnb,gnb,NelsJo00,pass_sacked_yds,0,,,,,
player,201411300gnb,gnb,NelsJo00,pass_long,0,,,,,
player,201411300gnb,gnb,NelsJo00,pass_rating,,,,,,
player,201411300gnb,gnb,NelsJo00,rush_att,0,,,,,
player,201411300gnb,gnb,NelsJo00,rush_yds,0,,,,,
player,201411300gnb,gnb,NelsJo00,rush_td,0,,,,,
player,201411300gnb,gnb,NelsJo00,rush_long,0,,,,,
player,201411300gnb,gnb,NelsJo00,targets,6,,,,,
player,201411300gnb,gnb,NelsJo00,rec,2,,,,,
player,201411300gnb,gnb,NelsJo00,rec_yds,53,,,,,
player,201411300gnb,gnb,NelsJo00,rec_td,1,,,,,
player,201411300gnb,gnb,NelsJo00,rec_long,45,,,,,
player,201411300gnb,gnb,NelsJo00,fumbles,0,,,,,
player,201411300gnb,gnb,NelsJo00,fumbles_lost,0,,,,,
player,201411300gnb,gnb,RodgRi00,pass_cmp,0,,,,,
player,201411300gnb,gnb,RodgRi00,pass_att,0,,,,,
player,201411300gnb,gnb,RodgRi00,pass_yds,0,,,,,
player,201411300gnb,gnb,RodgRi00,pass_td,0,,,,,
player,201411300gnb,gnb,RodgRi00,pass_int,0,,,,,
player,201411300gnb,gnb,RodgRi00,pass_sacked,0,,,,,
player,201411300gnb,gnb,RodgRi00,pass_sacked_yds,0,,,,,
player,201411300gnb,gnb,RodgRi00,pass_long,0,,,,,
player,201411300gnb,gnb,RodgRi00,pass_rating,,,,,,
player,201411300gnb,gnb,RodgRi00,rush_att,0,,,,,
player,201411300gnb,gnb,RodgRi00,rush_yds,0,,,,,
player,201411300gnb,gnb,RodgRi00,rush_td,0,,,,,
player,201411300gnb,gnb,RodgRi00,rush_long,0,,,,,
player,201411300gnb,gnb,RodgRi00,targets,2,,,,,
player,201411300gnb,gnb,RodgRi00,rec,2,,,,,
player,201411300gnb,gnb,RodgRi00,rec_yds,35,,,,,
player,201411300gnb,gnb,RodgRi00,rec_td,1,,,,,
player,201411300gnb,gnb,RodgRi00,rec_long,32,,,,,
player,201411300gnb,gnb,RodgRi00,fumbles,0,,,,,
player,201411300gnb,gnb,RodgRi00,fumbles_lost,0,,,,,
player,201411300gnb,gnb,QuarAn00,pass_cmp,0,,,,,
player,201411300gnb,gnb,QuarAn00,pass_att,0,,,,,
player,201411300gnb,gnb,QuarAn00,pass_yds,0,,,,,
player,201411300gnb,gnb,QuarAn00,pass_td,0,,,,,
player,201411300gnb,gnb,QuarAn00,pass_int,0,,,,,
player,201411300gnb,gnb,QuarAn00,pass_sacked,0,,,,,
player,201411300gnb,gnb,QuarAn00,pass_sacked_yds,0,,,,,
player,201411300gnb,gnb,QuarAn00,pass_long,0,,,,,
player,201411300gnb,gnb,QuarAn00,pass_rating,,,,,,
player,201411300gnb,gnb,QuarAn00,rush_att,0,,,,,
player,201411300gnb,gnb,QuarAn00,rush_yds,0,,,,,
player,201411300gnb,gnb,QuarAn00,rush_td,0,,,,,
player,201411300gnb,gnb,QuarAn00,rush_long,0,,,,,
player,201411300gnb,gnb,QuarAn00,targets,2,,,,,
player,201411300gnb,gnb,QuarAn00,rec,2,,,,,
player,201411300gnb,gnb,QuarAn00,rec_yds,17,,,,,
player,201411300gnb,gnb,QuarAn00,rec_td,0,,,,,
player,201411300gnb,gnb,QuarAn00,rec_long,9,,,,,
player,201411300gnb,gnb,QuarAn00,fumbles,0,,,,,
player,201411300gnb,gnb,QuarAn00,fumbles_lost,0,,,,,
player,201411300gnb,gnb,BoykJa00,pass_cmp,0,,,,,
player,201411300gnb,gnb,BoykJa00,pass_att,0,,,,,
player,201411300gnb,gnb,BoykJa00,pass_yds,0,,,,,
player,201411300gnb,gnb,BoykJa00,pass_td,0,,,,,
