game,2014,11,20141116,201411160clt,nwe,"New England Patriots",42,clt,"Indianapolis Colts",20
player,201411160clt,clt,MoncDo00,pass_sacked_yds,0,,,,,
player,201411160clt,clt,MoncDo00,pass_long,0,,,,,
player,201411160clt,clt,MoncDo00,pass_rating,,,,,,
player,201411160clt,clt,MoncDo00,rush_att,0,,,,,
player,201411160clt,clt,MoncDo00,rush_yds,0,,,,,
player,201411160clt,clt,MoncDo00,rush_td,0,,,,,
player,201411160clt,clt,MoncDo00,rush_long,0,,,,,
player,201411160clt,clt,MoncDo00,targets,1,,,,,
player,201411160clt,clt,MoncDo00,rec,0,,,,,
player,201411160clt,clt,MoncDo00,rec_yds,0,,,,,
player,201411160clt,clt,MoncDo00,rec_td,0,,,,,
player,201411160clt,clt,MoncDo00,rec_long,0,,,,,
player,201411160clt,clt,MoncDo00,fumbles,0,,,,,
player,201411160clt,clt,MoncDo00,fumbles_lost,0,,,,,
player,201411160clt,nwe,McCoDe99,def_int,1,,,,,
player,201411160clt,nwe,McCoDe99,def_int_yds,10,,,,,
player,201411160clt,nwe,McCoDe99,def_int_td,0,,,,,
player,201411160clt,nwe,McCoDe99,def_int_long,10,,,,,
player,201411160clt,nwe,McCoDe99,pass_defended,1,,,,,
player,201411160clt,nwe,McCoDe99,sacks,0.0,,,,,
player,201411160clt,nwe,McCoDe99,tackles_combined,3,,,,,
player,201411160clt,nwe,McCoDe99,tackles_solo,3,,,,,
player,201411160clt,nwe,McCoDe99,tackles_assists,0,,,,,
player,201411160clt,nwe,McCoDe99,tackles_loss,0,,,,,
player,201411160clt,nwe,McCoDe99,qb_hits,0,,,,,
player,201411160clt,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201411160clt,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201411160clt,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201411160clt,nwe,McCoDe99,fumbles_forced,0,,,,,
player,201411160clt,nwe,NinkRo20,def_int,0,,,,,
player,201411160clt,nwe,NinkRo20,def_int_yds,0,,,,,
player,201411160clt,nwe,NinkRo20,def_int_td,0,,,,,
player,201411160clt,nwe,NinkRo20,def_int_long,0,,,,,
player,201411160clt,nwe,NinkRo20,pass_defended,0,,,,,
player,201411160clt,nwe,NinkRo20,sacks,1.0,,,,,
player,201411160clt,nwe,NinkRo20,tackles_combined,5,,,,,
player,201411160clt,nwe,NinkRo20,tackles_solo,4,,,,,
player,201411160clt,nwe,NinkRo20,tackles_assists,1,,,,,
player,201411160clt,nwe,NinkRo20,tackles_loss,1,,,,,
player,201411160clt,nwe,NinkRo20,qb_hits,2,,,,,
player,201411160clt,nwe,NinkRo20,fumbles_rec,0,,,,,
player,201411160clt,nwe,NinkRo20,fumbles_rec_yds,0,,,,,
player,201411160clt,nwe,NinkRo20,fumbles_rec_td,0,,,,,
player,201411160clt,nwe,NinkRo20,fumbles_forced,0,,,,,
player,201411160clt,nwe,CollJa00,def_int,0,,,,,
player,201411160clt,nwe,CollJa00,def_int_yds,0,,,,,
player,201411160clt,nwe,CollJa00,def_int_td,0,,,,,
player,201411160clt,nwe,CollJa00,def_int_long,0,,,,,
player,201411160clt,nwe,CollJa00,pass_defended,0,,,,,
player,201411160clt,nwe,CollJa00,sacks,0.0,,,,,
player,201411160clt,nwe,CollJa00,tackles_combined,8,,,,,
player,201411160clt,nwe,CollJa00,tackles_solo,5,,,,,
player,201411160clt,nwe,CollJa00,tackles_assists,3,,,,,
player,201411160clt,nwe,CollJa00,tackles_loss,2,,,,,
player,201411160clt,nwe,CollJa00,qb_hits,0,,,,,
player,201411160clt,nwe,CollJa00,fumbles_rec,0,,,,,
player,201411160clt,nwe,CollJa00,fumbles_rec_yds,0,,,,,
player,201411160clt,nwe,CollJa00,fumbles_rec_td,0,,,,,
player,201411160clt,nwe,CollJa00,fumbles_forced,1,,,,,
player,201411160clt,nwe,HighDo01,def_int,0,,,,,
player,201411160clt,nwe,HighDo01,def_int_yds,0,,,,,
player,201411160clt,nwe,HighDo01,def_int_td,0,,,,,
player,201411160clt,nwe,HighDo01,def_int_long,0,,,,,
player,201411160clt,nwe,HighDo01,pass_defended,1,,,,,
player,201411160clt,nwe,HighDo01,sacks,0.0,,,,,
player,201411160clt,nwe,HighDo01,tackles_combined,5,,,,,
player,201411160clt,nwe,HighDo01,tackles_solo,2,,,,,
player,201411160clt,nwe,HighDo01,tackles_assists,3,,,,,
player,201411160clt,nwe,HighDo01,tackles_loss,0,,,,,
player,201411160clt,nwe,HighDo01,qb_hits,2,,,,,
player,201411160clt,nwe,HighDo01,fumbles_rec,0,,,,,
player,201411160clt,nwe,HighDo01,fumbles_rec_yds,0,,,,,
player,201411160clt,nwe,HighDo01,fumbles_rec_td,0,,,,,
player,201411160clt,nwe,HighDo01,fumbles_forced,0,,,,,
player,201411160clt,nwe,ArriKy00,def_int,0,,,,,
player,201411160clt,nwe,ArriKy00,def_int_yds,0,,,,,
player,201411160clt,nwe,ArriKy00,def_int_td,0,,,,,
player,201411160clt,nwe,ArriKy00,def_int_long,0,,,,,
player,201411160clt,nwe,ArriKy00,pass_defended,1,,,,,
player,201411160clt,nwe,ArriKy00,sacks,0.0,,,,,
player,201411160clt,nwe,ArriKy00,tackles_combined,4,,,,,
player,201411160clt,nwe,ArriKy00,tackles_solo,3,,,,,
player,201411160clt,nwe,ArriKy00,tackles_assists,1,,,,,
player,201411160clt,nwe,ArriKy00,tackles_loss,0,,,,,
player,201411160clt,nwe,ArriKy00,qb_hits,0,,,,,
player,201411160clt,nwe,ArriKy00,fumbles_rec,0,,,,,
player,201411160clt,nwe,ArriKy00,fumbles_rec_yds,0,,,,,
player,201411160clt,nwe,ArriKy00,fumbles_rec_td,0,,,,,
player,201411160clt,nwe,ArriKy00,fumbles_forced,0,,,,,
player,201411160clt,nwe,BranAl99,def_int,0,,,,,
player,201411160clt,nwe,BranAl99,def_int_yds,0,,,,,
player,201411160clt,nwe,BranAl99,def_int_td,0,,,,,
player,201411160clt,nwe,BranAl99,def_int_long,0,,,,,
player,201411160clt,nwe,BranAl99,pass_defended,0,,,,,
player,201411160clt,nwe,BranAl99,sacks,0.0,,,,,
player,201411160clt,nwe,BranAl99,tackles_combined,3,,,,,
player,201411160clt,nwe,BranAl99,tackles_solo,2,,,,,
player,201411160clt,nwe,BranAl99,tackles_assists,1,,,,,
player,201411160clt,nwe,BranAl99,tackles_loss,0,,,,,
player,201411160clt,nwe,BranAl99,qb_hits,0,,,,,
player,201411160clt,nwe,BranAl99,fumbles_rec,0,,,,,
player,201411160clt,nwe,BranAl99,fumbles_rec_yds,0,,,,,
player,201411160clt,nwe,BranAl99,fumbles_rec_td,0,,,,,
player,201411160clt,nwe,BranAl99,fumbles_forced,0,,,,,
player,201411160clt,nwe,BrowBr00,def_int,0,,,,,
player,201411160clt,nwe,BrowBr00,def_int_yds,0,,,,,
player,201411160clt,nwe,BrowBr00,def_int_td,0,,,,,
player,201411160clt,nwe,BrowBr00,def_int_long,0,,,,,
player,201411160clt,nwe,BrowBr00,pass_defended,0,,,,,
player,201411160clt,nwe,BrowBr00,sacks,0.0,,,,,
player,201411160clt,nwe,BrowBr00,tackles_combined,3,,,,,
player,201411160clt,nwe,BrowBr00,tackles_solo,2,,,,,
player,201411160clt,nwe,BrowBr00,tackles_assists,1,,,,,
player,201411160clt,nwe,BrowBr00,tackles_loss,0,,,,,
player,201411160clt,nwe,BrowBr00,qb_hits,0,,,,,
player,201411160clt,nwe,BrowBr00,fumbles_rec,0,,,,,
player,201411160clt,nwe,BrowBr00,fumbles_rec_yds,0,,,,,
player,201411160clt,nwe,BrowBr00,fumbles_rec_td,0,,,,,
player,201411160clt,nwe,BrowBr00,fumbles_forced,0,,,,,
player,201411160clt,nwe,ReviDa99,def_int,0,,,,,
player,201411160clt,nwe,ReviDa99,def_int_yds,0,,,,,
player,201411160clt,nwe,ReviDa99,def_int_td,0,,,,,
player,201411160clt,nwe,ReviDa99,def_int_long,0,,,,,
player,201411160clt,nwe,ReviDa99,pass_defended,2,,,,,
player,201411160clt,nwe,ReviDa99,sacks,0.0,,,,,
player,201411160clt,nwe,ReviDa99,tackles_combined,3,,,,,
player,201411160clt,nwe,ReviDa99,tackles_solo,2,,,,,
player,201411160clt,nwe,ReviDa99,tackles_assists,1,,,,,
player,201411160clt,nwe,ReviDa99,tackles_loss,1,,,,,
player,201411160clt,nwe,ReviDa99,qb_hits,0,,,,,
player,201411160clt,nwe,ReviDa99,fumbles_rec,0,,,,,
player,201411160clt,nwe,ReviDa99,fumbles_rec_yds,0,,,,,
player,201411160clt,nwe,ReviDa99,fumbles_rec_td,0,,,,,
player,201411160clt,nwe,ReviDa99,fumbles_forced,0,,,,,
player,201411160clt,nwe,RyanLo00,def_int,0,,,,,
player,201411160clt,nwe,RyanLo00,def_int_yds,0,,,,,
player,201411160clt,nwe,RyanLo00,def_int_td,0,,,,,
player,201411160clt,nwe,RyanLo00,def_int_long,0,,,,,
player,201411160clt,nwe,RyanLo00,pass_defended,2,,,,,
player,201411160clt,nwe,RyanLo00,sacks,0.0,,,,,
player,201411160clt,nwe,RyanLo00,tackles_combined,3,,,,,
player,201411160clt,nwe,RyanLo00,tackles_solo,2,,,,,
player,201411160clt,nwe,RyanLo00,tackles_assists,1,,,,,
player,201411160clt,nwe,RyanLo00,tackles_loss,0,,,,,
player,201411160clt,nwe,RyanLo00,qb_hits,0,,,,,
player,201411160clt,nwe,RyanLo00,fumbles_rec,0,,,,,
player,201411160clt,nwe,RyanLo00,fumbles_rec_yds,0,,,,,
player,201411160clt,nwe,RyanLo00,fumbles_rec_td,0,,,,,
player,201411160clt,nwe,RyanLo00,fumbles_forced,0,,,,,
player,201411160clt,nwe,CasiJo99,def_int,0,,,,,
player,201411160clt,nwe,CasiJo99,def_int_yds,0,,,,,
player,201411160clt,nwe,CasiJo99,def_int_td,0,,,,,
player,201411160clt,nwe,CasiJo99,def_int_long,0,,,,,
player,201411160clt,nwe,CasiJo99,pass_defended,0,,,,,
player,201411160clt,nwe,CasiJo99,sacks,0.0,,,,,
player,201411160clt,nwe,CasiJo99,tackles_combined,2,,,,,
player,201411160clt,nwe,CasiJo99,tackles_solo,1,,,,,
player,201411160clt,nwe,CasiJo99,tackles_assists,1,,,,,
player,201411160clt,nwe,CasiJo99,tackles_loss,0,,,,,
player,201411160clt,nwe,CasiJo99,qb_hits,1,,,,,
player,201411160clt,nwe,CasiJo99,fumbles_rec,0,,,,,
player,201411160clt,nwe,CasiJo99,fumbles_rec_yds,0,,,,,
player,201411160clt,nwe,CasiJo99,fumbles_rec_td,0,,,,,
player,201411160clt,nwe,CasiJo99,fumbles_forced,0,,,,,
player,201411160clt,nwe,ChunPa99,def_int,0,,,,,
player,201411160clt,nwe,ChunPa99,def_int_yds,0,,,,,
player,201411160clt,nwe,ChunPa99,def_int_td,0,,,,,
player,201411160clt,nwe,ChunPa99,def_int_long,0,,,,,
player,201411160clt,nwe,ChunPa99,pass_defended,0,,,,,
player,201411160clt,nwe,ChunPa99,sacks,0.0,,,,,
player,201411160clt,nwe,ChunPa99,tackles_combined,2,,,,,
player,201411160clt,nwe,ChunPa99,tackles_solo,1,,,,,
player,201411160clt,nwe,ChunPa99,tackles_assists,1,,,,,
player,201411160clt,nwe,ChunPa99,tackles_loss,0,,,,,
player,201411160clt,nwe,ChunPa99,qb_hits,0,,,,,
player,201411160clt,nwe,ChunPa99,fumbles_rec,0,,,,,
player,201411160clt,nwe,ChunPa99,fumbles_rec_yds,0,,,,,
player,201411160clt,nwe,ChunPa99,fumbles_rec_td,0,,,,,
player,201411160clt,nwe,ChunPa99,fumbles_forced,0,,,,,
player,201411160clt,nwe,AyerAk00,def_int,0,,,,,
player,201411160clt,nwe,AyerAk00,def_int_yds,0,,,,,
player,201411160clt,nwe,AyerAk00,def_int_td,0,,,,,
player,201411160clt,nwe,AyerAk00,def_int_long,0,,,,,
player,201411160clt,nwe,AyerAk00,pass_defended,0,,,,,
player,201411160clt,nwe,AyerAk00,sacks,0.0,,,,,
player,201411160clt,nwe,AyerAk00,tackles_combined,1,,,,,
player,201411160clt,nwe,AyerAk00,tackles_solo,1,,,,,
player,201411160clt,nwe,AyerAk00,tackles_assists,0,,,,,
player,201411160clt,nwe,AyerAk00,tackles_loss,0,,,,,
player,201411160clt,nwe,AyerAk00,qb_hits,0,,,,,
player,201411160clt,nwe,AyerAk00,fumbles_rec,0,,,,,
player,201411160clt,nwe,AyerAk00,fumbles_rec_yds,0,,,,,
player,201411160clt,nwe,AyerAk00,fumbles_rec_td,0,,,,,
player,201411160clt,nwe,AyerAk00,fumbles_forced,0,,,,,
player,201411160clt,nwe,EaslDo00,def_int,0,,,,,
player,201411160clt,nwe,EaslDo00,def_int_yds,0,,,,,
player,201411160clt,nwe,EaslDo00,def_int_td,0,,,,,
player,201411160clt,nwe,EaslDo00,def_int_long,0,,,,,
player,201411160clt,nwe,EaslDo00,pass_defended,0,,,,,
player,201411160clt,nwe,EaslDo00,sacks,0.0,,,,,
player,201411160clt,nwe,EaslDo00,tackles_combined,1,,,,,
player,201411160clt,nwe,EaslDo00,tackles_solo,1,,,,,
player,201411160clt,nwe,EaslDo00,tackles_assists,0,,,,,
player,201411160clt,nwe,EaslDo00,tackles_loss,1,,,,,
player,201411160clt,nwe,EaslDo00,qb_hits,1,,,,,
player,201411160clt,nwe,EaslDo00,fumbles_rec,0,,,,,
player,201411160clt,nwe,EaslDo00,fumbles_rec_yds,0,,,,,
player,201411160clt,nwe,EaslDo00,fumbles_rec_td,0,,,,,
player,201411160clt,nwe,EaslDo00,fumbles_forced,0,,,,,
player,201411160clt,nwe,HarmDu00,def_int,0,,,,,
player,201411160clt,nwe,HarmDu00,def_int_yds,0,,,,,
player,201411160clt,nwe,HarmDu00,def_int_td,0,,,,,
player,201411160clt,nwe,HarmDu00,def_int_long,0,,,,,
player,201411160clt,nwe,HarmDu00,pass_defended,0,,,,,
player,201411160clt,nwe,HarmDu00,sacks,0.0,,,,,
player,201411160clt,nwe,HarmDu00,tackles_combined,1,,,,,
player,201411160clt,nwe,HarmDu00,tackles_solo,0,,,,,
player,201411160clt,nwe,HarmDu00,tackles_assists,1,,,,,
player,201411160clt,nwe,HarmDu00,tackles_loss,0,,,,,
player,201411160clt,nwe,HarmDu00,qb_hits,0,,,,,
player,201411160clt,nwe,HarmDu00,fumbles_rec,0,,,,,
player,201411160clt,nwe,HarmDu00,fumbles_rec_yds,0,,,,,
player,201411160clt,nwe,HarmDu00,fumbles_rec_td,0,,,,,
player,201411160clt,nwe,HarmDu00,fumbles_forced,0,,,,,
player,201411160clt,nwe,WhitCh03,def_int,0,,,,,
player,201411160clt,nwe,WhitCh03,def_int_yds,0,,,,,
player,201411160clt,nwe,WhitCh03,def_int_td,0,,,,,
player,201411160clt,nwe,WhitCh03,def_int_long,0,,,,,
player,201411160clt,nwe,WhitCh03,pass_defended,0,,,,,
player,201411160clt,nwe,WhitCh03,sacks,0.0,,,,,
player,201411160clt,nwe,WhitCh03,tackles_combined,1,,,,,
player,201411160clt,nwe,WhitCh03,tackles_solo,0,,,,,
player,201411160clt,nwe,WhitCh03,tackles_assists,1,,,,,
player,201411160clt,nwe,WhitCh03,tackles_loss,0,,,,,
player,201411160clt,nwe,WhitCh03,qb_hits,0,,,,,
player,201411160clt,nwe,WhitCh03,fumbles_rec,0,,,,,
player,201411160clt,nwe,WhitCh03,fumbles_rec_yds,0,,,,,
player,201411160clt,nwe,WhitCh03,fumbles_rec_td,0,,,,,
player,201411160clt,nwe,WhitCh03,fumbles_forced,0,,,,,
player,201411160clt,nwe,WilfVi20,def_int,0,,,,,
player,201411160clt,nwe,WilfVi20,def_int_yds,0,,,,,
player,201411160clt,nwe,WilfVi20,def_int_td,0,,,,,
player,201411160clt,nwe,WilfVi20,def_int_long,0,,,,,
player,201411160clt,nwe,WilfVi20,pass_defended,0,,,,,
player,201411160clt,nwe,WilfVi20,sacks,0.0,,,,,
player,201411160clt,nwe,WilfVi20,tackles_combined,1,,,,,
player,201411160clt,nwe,WilfVi20,tackles_solo,1,,,,,
player,201411160clt,nwe,WilfVi20,tackles_assists,0,,,,,
player,201411160clt,nwe,WilfVi20,tackles_loss,0,,,,,
player,201411160clt,nwe,WilfVi20,qb_hits,0,,,,,
player,201411160clt,nwe,WilfVi20,fumbles_rec,0,,,,,
player,201411160clt,nwe,WilfVi20,fumbles_rec_yds,0,,,,,
player,201411160clt,nwe,WilfVi20,fumbles_rec_td,0,,,,,
player,201411160clt,nwe,WilfVi20,fumbles_forced,0,,,,,
player,201411160clt,clt,AdamMi21,def_int,2,,,,,
player,201411160clt,clt,AdamMi21,def_int_yds,10,,,,,
player,201411160clt,clt,AdamMi21,def_int_td,0,,,,,
player,201411160clt,clt,AdamMi21,def_int_long,10,,,,,
player,201411160clt,clt,AdamMi21,pass_defended,2,,,,,
player,201411160clt,clt,AdamMi21,sacks,0.0,,,,,
player,201411160clt,clt,AdamMi21,tackles_combined,11,,,,,
player,201411160clt,clt,AdamMi21,tackles_solo,8,,,,,
player,201411160clt,clt,AdamMi21,tackles_assists,3,,,,,
player,201411160clt,clt,AdamMi21,tackles_loss,0,,,,,
player,201411160clt,clt,AdamMi21,qb_hits,0,,,,,
player,201411160clt,clt,AdamMi21,fumbles_rec,0,,,,,
player,201411160clt,clt,AdamMi21,fumbles_rec_yds,0,,,,,
player,201411160clt,clt,AdamMi21,fumbles_rec_td,0,,,,,
player,201411160clt,clt,AdamMi21,fumbles_forced,0,,,,,
player,201411160clt,clt,JackDQ20,def_int,0,,,,,
player,201411160clt,clt,JackDQ20,def_int_yds,0,,,,,
player,201411160clt,clt,JackDQ20,def_int_td,0,,,,,
player,201411160clt,clt,JackDQ20,def_int_long,0,,,,,
player,201411160clt,clt,JackDQ20,pass_defended,0,,,,,
player,201411160clt,clt,JackDQ20,sacks,0.0,,,,,
player,201411160clt,clt,JackDQ20,tackles_combined,11,,,,,
player,201411160clt,clt,JackDQ20,tackles_solo,4,,,,,
player,201411160clt,clt,JackDQ20,tackles_assists,7,,,,,
player,201411160clt,clt,JackDQ20,tackles_loss,0,,,,,
player,201411160clt,clt,JackDQ20,qb_hits,0,,,,,
player,201411160clt,clt,JackDQ20,fumbles_rec,0,,,,,
player,201411160clt,clt,JackDQ20,fumbles_rec_yds,0,,,,,
player,201411160clt,clt,JackDQ20,fumbles_rec_td,0,,,,,
player,201411160clt,clt,JackDQ20,fumbles_forced,0,,,,,
player,201411160clt,clt,FreeJe00,def_int,0,,,,,
player,201411160clt,clt,FreeJe00,def_int_yds,0,,,,,
player,201411160clt,clt,FreeJe00,def_int_td,0,,,,,
player,201411160clt,clt,FreeJe00,def_int_long,0,,,,,
player,201411160clt,clt,FreeJe00,pass_defended,0,,,,,
player,201411160clt,clt,FreeJe00,sacks,0.0,,,,,
player,201411160clt,clt,FreeJe00,tackles_combined,9,,,,,
player,201411160clt,clt,FreeJe00,tackles_solo,4,,,,,
player,201411160clt,clt,FreeJe00,tackles_assists,5,,,,,
player,201411160clt,clt,FreeJe00,tackles_loss,0,,,,,
player,201411160clt,clt,FreeJe00,qb_hits,0,,,,,
player,201411160clt,clt,FreeJe00,fumbles_rec,0,,,,,
player,201411160clt,clt,FreeJe00,fumbles_rec_yds,0,,,,,
player,201411160clt,clt,FreeJe00,fumbles_rec_td,0,,,,,
player,201411160clt,clt,FreeJe00,fumbles_forced,0,,,,,
player,201411160clt,clt,ToleGr99,def_int,0,,,,,
player,201411160clt,clt,ToleGr99,def_int_yds,0,,,,,
player,201411160clt,clt,ToleGr99,def_int_td,0,,,,,
player,201411160clt,clt,ToleGr99,def_int_long,0,,,,,
player,201411160clt,clt,ToleGr99,pass_defended,0,,,,,
player,201411160clt,clt,ToleGr99,sacks,0.0,,,,,
player,201411160clt,clt,ToleGr99,tackles_combined,8,,,,,
player,201411160clt,clt,ToleGr99,tackles_solo,6,,,,,
player,201411160clt,clt,ToleGr99,tackles_assists,2,,,,,
player,201411160clt,clt,ToleGr99,tackles_loss,0,,,,,
player,201411160clt,clt,ToleGr99,qb_hits,0,,,,,
player,201411160clt,clt,ToleGr99,fumbles_rec,0,,,,,
player,201411160clt,clt,ToleGr99,fumbles_rec_yds,0,,,,,
player,201411160clt,clt,ToleGr99,fumbles_rec_td,0,,,,,
player,201411160clt,clt,ToleGr99,fumbles_forced,0,,,,,
player,201411160clt,clt,BrowSe00,def_int,0,,,,,
player,201411160clt,clt,BrowSe00,def_int_yds,0,,,,,
player,201411160clt,clt,BrowSe00,def_int_td,0,,,,,
player,201411160clt,clt,BrowSe00,def_int_long,0,,,,,
player,201411160clt,clt,BrowSe00,pass_defended,0,,,,,
player,201411160clt,clt,BrowSe00,sacks,0.0,,,,,
player,201411160clt,clt,BrowSe00,tackles_combined,7,,,,,
player,201411160clt,clt,BrowSe00,tackles_solo,4,,,,,
player,201411160clt,clt,BrowSe00,tackles_assists,3,,,,,
player,201411160clt,clt,BrowSe00,tackles_loss,0,,,,,
player,201411160clt,clt,BrowSe00,qb_hits,0,,,,,
player,201411160clt,clt,BrowSe00,fumbles_rec,0,,,,,
player,201411160clt,clt,BrowSe00,fumbles_rec_yds,0,,,,,
player,201411160clt,clt,BrowSe00,fumbles_rec_td,0,,,,,
player,201411160clt,clt,BrowSe00,fumbles_forced,0,,,,,
player,201411160clt,clt,WernBj00,def_int,0,,,,,
player,201411160clt,clt,WernBj00,def_int_yds,0,,,,,
player,201411160clt,clt,WernBj00,def_int_td,0,,,,,
player,201411160clt,clt,WernBj00,def_int_long,0,,,,,
player,201411160clt,clt,WernBj00,pass_defended,0,,,,,
player,201411160clt,clt,WernBj00,sacks,0.0,,,,,
player,201411160clt,clt,WernBj00,tackles_combined,7,,,,,
player,201411160clt,clt,WernBj00,tackles_solo,6,,,,,
player,201411160clt,clt,WernBj00,tackles_assists,1,,,,,
player,201411160clt,clt,WernBj00,tackles_loss,0,,,,,
player,201411160clt,clt,WernBj00,qb_hits,1,,,,,
player,201411160clt,clt,WernBj00,fumbles_rec,0,,,,,
player,201411160clt,clt,WernBj00,fumbles_rec_yds,0,,,,,
player,201411160clt,clt,WernBj00,fumbles_rec_td,0,,,,,
player,201411160clt,clt,WernBj00,fumbles_forced,0,,,,,
player,201411160clt,clt,DaviVo99,def_int,0,,,,,
player,201411160clt,clt,DaviVo99,def_int_yds,0,,,,,
player,201411160clt,clt,DaviVo99,def_int_td,0,,,,,
player,201411160clt,clt,DaviVo99,def_int_long,0,,,,,
player,201411160clt,clt,DaviVo99,pass_defended,0,,,,,
player,201411160clt,clt,DaviVo99,sacks,0.0,,,,,
player,201411160clt,clt,DaviVo99,tackles_combined,3,,,,,
player,201411160clt,clt,DaviVo99,tackles_solo,1,,,,,
player,201411160clt,clt,DaviVo99,tackles_assists,2,,,,,
player,201411160clt,clt,DaviVo99,tackles_loss,0,,,,,
player,201411160clt,clt,DaviVo99,qb_hits,0,,,,,
player,201411160clt,clt,DaviVo99,fumbles_rec,0,,,,,
player,201411160clt,clt,DaviVo99,fumbles_rec_yds,0,,,,,
player,201411160clt,clt,DaviVo99,fumbles_rec_td,0,,,,,
player,201411160clt,clt,DaviVo99,fumbles_forced,0,,,,,
player,201411160clt,clt,ButlDa99,def_int,0,,,,,
player,201411160clt,clt,ButlDa99,def_int_yds,0,,,,,
player,201411160clt,clt,ButlDa99,def_int_td,0,,,,,
player,201411160clt,clt,ButlDa99,def_int_long,0,,,,,
player,201411160clt,clt,ButlDa99,pass_defended,0,,,,,
player,201411160clt,clt,ButlDa99,sacks,0.0,,,,,
player,201411160clt,clt,ButlDa99,tackles_combined,2,,,,,
player,201411160clt,clt,ButlDa99,tackles_solo,1,,,,,
player,201411160clt,clt,ButlDa99,tackles_assists,1,,,,,
player,201411160clt,clt,ButlDa99,tackles_loss,0,,,,,
player,201411160clt,clt,ButlDa99,qb_hits,0,,,,,
player,201411160clt,clt,ButlDa99,fumbles_rec,0,,,,,
player,201411160clt,clt,ButlDa99,fumbles_rec_yds,0,,,,,
player,201411160clt,clt,ButlDa99,fumbles_rec_td,0,,,,,
player,201411160clt,clt,ButlDa99,fumbles_forced,0,,,,,
player,201411160clt,clt,HughMo00,def_int,0,,,,,
player,201411160clt,clt,HughMo00,def_int_yds,0,,,,,
player,201411160clt,clt,HughMo00,def_int_td,0,,,,,
player,201411160clt,clt,HughMo00,def_int_long,0,,,,,
player,201411160clt,clt,HughMo00,pass_defended,0,,,,,
player,201411160clt,clt,HughMo00,sacks,0.0,,,,,
player,201411160clt,clt,HughMo00,tackles_combined,2,,,,,
player,201411160clt,clt,HughMo00,tackles_solo,1,,,,,
player,201411160clt,clt,HughMo00,tackles_assists,1,,,,,
player,201411160clt,clt,HughMo00,tackles_loss,0,,,,,
player,201411160clt,clt,HughMo00,qb_hits,0,,,,,
player,201411160clt,clt,HughMo00,fumbles_rec,0,,,,,
player,201411160clt,clt,HughMo00,fumbles_rec_yds,0,,,,,
player,201411160clt,clt,HughMo00,fumbles_rec_td,0,,,,,
player,201411160clt,clt,HughMo00,fumbles_forced,0,,,,,
player,201411160clt,clt,KerrZa00,def_int,0,,,,,
player,201411160clt,clt,KerrZa00,def_int_yds,0,,,,,
player,201411160clt,clt,KerrZa00,def_int_td,0,,,,,
player,201411160clt,clt,KerrZa00,def_int_long,0,,,,,
player,201411160clt,clt,KerrZa00,pass_defended,0,,,,,
player,201411160clt,clt,KerrZa00,sacks,0.0,,,,,
player,201411160clt,clt,KerrZa00,tackles_combined,2,,,,,
player,201411160clt,clt,KerrZa00,tackles_solo,0,,,,,
player,201411160clt,clt,KerrZa00,tackles_assists,2,,,,,
player,201411160clt,clt,KerrZa00,tackles_loss,0,,,,,
player,201411160clt,clt,KerrZa00,qb_hits,0,,,,,
player,201411160clt,clt,KerrZa00,fumbles_rec,0,,,,,
player,201411160clt,clt,KerrZa00,fumbles_rec_yds,0,,,,,
player,201411160clt,clt,KerrZa00,fumbles_rec_td,0,,,,,
player,201411160clt,clt,KerrZa00,fumbles_forced,0,,,,,
player,201411160clt,clt,McDoDe01,def_int,0,,,,,
player,201411160clt,clt,McDoDe01,def_int_yds,0,,,,,
player,201411160clt,clt,McDoDe01,def_int_td,0,,,,,
player,201411160clt,clt,McDoDe01,def_int_long,0,,,,,
player,201411160clt,clt,McDoDe01,pass_defended,0,,,,,
player,201411160clt,clt,McDoDe01,sacks,0.0,,,,,
player,201411160clt,clt,McDoDe01,tackles_combined,2,,,,,
player,201411160clt,clt,McDoDe01,tackles_solo,2,,,,,
player,201411160clt,clt,McDoDe01,tackles_assists,0,,,,,
player,201411160clt,clt,McDoDe01,tackles_loss,0,,,,,
player,201411160clt,clt,McDoDe01,qb_hits,0,,,,,
player,201411160clt,clt,McDoDe01,fumbles_rec,0,,,,,
player,201411160clt,clt,McDoDe01,fumbles_rec_yds,0,,,,,
player,201411160clt,clt,McDoDe01,fumbles_rec_td,0,,,,,
player,201411160clt,clt,McDoDe01,fumbles_forced,0,,,,,
player,201411160clt,clt,AndeCo01,def_int,0,,,,,
player,201411160clt,clt,AndeCo01,def_int_yds,0,,,,,
player,201411160clt,clt,AndeCo01,def_int_td,0,,,,,
player,201411160clt,clt,AndeCo01,def_int_long,0,,,,,
player,201411160clt,clt,AndeCo01,pass_defended,0,,,,,
player,201411160clt,clt,AndeCo01,sacks,0.0,,,,,
player,201411160clt,clt,AndeCo01,tackles_combined,1,,,,,
player,201411160clt,clt,AndeCo01,tackles_solo,1,,,,,
player,201411160clt,clt,AndeCo01,tackles_assists,0,,,,,
player,201411160clt,clt,AndeCo01,tackles_loss,0,,,,,
player,201411160clt,clt,AndeCo01,qb_hits,0,,,,,
