game,2014,5,20141005,201410050den,crd,"Arizona Cardinals",20,den,"Denver Broncos",41
player,201410050den,den,HarrCh01,def_int_td,0,,,,,
player,201410050den,den,HarrCh01,def_int_long,0,,,,,
player,201410050den,den,HarrCh01,pass_defended,4,,,,,
player,201410050den,den,HarrCh01,sacks,0.0,,,,,
player,201410050den,den,HarrCh01,tackles_combined,1,,,,,
player,201410050den,den,HarrCh01,tackles_solo,1,,,,,
player,201410050den,den,HarrCh01,tackles_assists,0,,,,,
player,201410050den,den,HarrCh01,tackles_loss,0,,,,,
player,201410050den,den,HarrCh01,qb_hits,0,,,,,
player,201410050den,den,HarrCh01,fumbles_rec,0,,,,,
player,201410050den,den,HarrCh01,fumbles_rec_yds,0,,,,,
player,201410050den,den,HarrCh01,fumbles_rec_td,0,,,,,
player,201410050den,den,HarrCh01,fumbles_forced,0,,,,,
player,201410050den,den,MoorRa00,def_int,0,,,,,
player,201410050den,den,MoorRa00,def_int_yds,0,,,,,
player,201410050den,den,MoorRa00,def_int_td,0,,,,,
player,201410050den,den,MoorRa00,def_int_long,0,,,,,
player,201410050den,den,MoorRa00,pass_defended,0,,,,,
player,201410050den,den,MoorRa00,sacks,0.0,,,,,
player,201410050den,den,MoorRa00,tackles_combined,1,,,,,
player,201410050den,den,MoorRa00,tackles_solo,1,,,,,
player,201410050den,den,MoorRa00,tackles_assists,0,,,,,
player,201410050den,den,MoorRa00,tackles_loss,0,,,,,
player,201410050den,den,MoorRa00,qb_hits,0,,,,,
player,201410050den,den,MoorRa00,fumbles_rec,0,,,,,
player,201410050den,den,MoorRa00,fumbles_rec_yds,0,,,,,
player,201410050den,den,MoorRa00,fumbles_rec_td,0,,,,,
player,201410050den,den,MoorRa00,fumbles_forced,0,,,,,
player,201410050den,den,WillSy00,def_int,0,,,,,
player,201410050den,den,WillSy00,def_int_yds,0,,,,,
player,201410050den,den,WillSy00,def_int_td,0,,,,,
player,201410050den,den,WillSy00,def_int_long,0,,,,,
player,201410050den,den,WillSy00,pass_defended,0,,,,,
player,201410050den,den,WillSy00,sacks,0.0,,,,,
player,201410050den,den,WillSy00,tackles_combined,1,,,,,
player,201410050den,den,WillSy00,tackles_solo,1,,,,,
player,201410050den,den,WillSy00,tackles_assists,0,,,,,
player,201410050den,den,WillSy00,tackles_loss,0,,,,,
player,201410050den,den,WillSy00,qb_hits,0,,,,,
player,201410050den,den,WillSy00,fumbles_rec,0,,,,,
player,201410050den,den,WillSy00,fumbles_rec_yds,0,,,,,
player,201410050den,den,WillSy00,fumbles_rec_td,0,,,,,
player,201410050den,den,WillSy00,fumbles_forced,0,,,,,
player,201410050den,crd,GinnTe00,kick_ret,0,,,,,
player,201410050den,crd,GinnTe00,kick_ret_yds,0,,,,,
player,201410050den,crd,GinnTe00,kick_ret_yds_per_ret,,,,,,
player,201410050den,crd,GinnTe00,kick_ret_td,0,,,,,
player,201410050den,crd,GinnTe00,kick_ret_long,0,,,,,
player,201410050den,crd,GinnTe00,punt_ret,2,,,,,
player,201410050den,crd,GinnTe00,punt_ret_yds,7,,,,,
player,201410050den,crd,GinnTe00,punt_ret_yds_per_ret,3.5,,,,,
player,201410050den,crd,GinnTe00,punt_ret_td,0,,,,,
player,201410050den,crd,GinnTe00,punt_ret_long,7,,,,,
player,201410050den,den,BursIs01,kick_ret,0,,,,,
player,201410050den,den,BursIs01,kick_ret_yds,0,,,,,
player,201410050den,den,BursIs01,kick_ret_yds_per_ret,,,,,,
player,201410050den,den,BursIs01,kick_ret_td,0,,,,,
player,201410050den,den,BursIs01,kick_ret_long,0,,,,,
player,201410050den,den,BursIs01,punt_ret,6,,,,,
player,201410050den,den,BursIs01,punt_ret_yds,38,,,,,
player,201410050den,den,BursIs01,punt_ret_yds_per_ret,6.3,,,,,
player,201410050den,den,BursIs01,punt_ret_td,0,,,,,
player,201410050den,den,BursIs01,punt_ret_long,15,,,,,
player,201410050den,crd,CataCh00,xpm,2,,,,,
player,201410050den,crd,CataCh00,xpa,2,,,,,
player,201410050den,crd,CataCh00,fgm,2,,,,,
player,201410050den,crd,CataCh00,fga,2,,,,,
player,201410050den,crd,CataCh00,punt,0,,,,,
player,201410050den,crd,CataCh00,punt_yds,0,,,,,
player,201410050den,crd,CataCh00,punt_yds_per_punt,,,,,,
player,201410050den,crd,CataCh00,punt_long,0,,,,,
player,201410050den,crd,ZastDa20,xpm,,,,,,
player,201410050den,crd,ZastDa20,xpa,,,,,,
player,201410050den,crd,ZastDa20,fgm,,,,,,
player,201410050den,crd,ZastDa20,fga,,,,,,
player,201410050den,crd,ZastDa20,punt,11,,,,,
player,201410050den,crd,ZastDa20,punt_yds,487,,,,,
player,201410050den,crd,ZastDa20,punt_yds_per_punt,44.3,,,,,
player,201410050den,crd,ZastDa20,punt_long,53,,,,,
player,201410050den,den,McMaBr01,xpm,5,,,,,
player,201410050den,den,McMaBr01,xpa,5,,,,,
player,201410050den,den,McMaBr01,fgm,2,,,,,
player,201410050den,den,McMaBr01,fga,3,,,,,
player,201410050den,den,McMaBr01,punt,0,,,,,
player,201410050den,den,McMaBr01,punt_yds,0,,,,,
player,201410050den,den,McMaBr01,punt_yds_per_punt,,,,,,
player,201410050den,den,McMaBr01,punt_long,0,,,,,
player,201410050den,den,ColqBr00,xpm,,,,,,
player,201410050den,den,ColqBr00,xpa,,,,,,
player,201410050den,den,ColqBr00,fgm,,,,,,
player,201410050den,den,ColqBr00,fga,,,,,,
player,201410050den,den,ColqBr00,punt,4,,,,,
player,201410050den,den,ColqBr00,punt_yds,199,,,,,
player,201410050den,den,ColqBr00,punt_yds_per_punt,49.8,,,,,
player,201410050den,den,ColqBr00,punt_long,60,,,,,
player,201410050den,den,ClarCh21,pos,T,,,,,
player,201410050den,den,ClarCh21,offense,81,,,,,
player,201410050den,den,ClarCh21,off_pct,100%,,,,,
player,201410050den,den,ClarCh21,defense,0,,,,,
player,201410050den,den,ClarCh21,def_pct,0%,,,,,
player,201410050den,den,ClarCh21,special_teams,8,,,,,
player,201410050den,den,ClarCh21,st_pct,20%,,,,,
player,201410050den,den,RamiMa20,pos,C,,,,,
player,201410050den,den,RamiMa20,offense,81,,,,,
player,201410050den,den,RamiMa20,off_pct,100%,,,,,
player,201410050den,den,RamiMa20,defense,0,,,,,
player,201410050den,den,RamiMa20,def_pct,0%,,,,,
player,201410050den,den,RamiMa20,special_teams,8,,,,,
player,201410050den,den,RamiMa20,st_pct,20%,,,,,
player,201410050den,den,FranOr00,pos,G,,,,,
player,201410050den,den,FranOr00,offense,81,,,,,
player,201410050den,den,FranOr00,off_pct,100%,,,,,
player,201410050den,den,FranOr00,defense,0,,,,,
player,201410050den,den,FranOr00,def_pct,0%,,,,,
player,201410050den,den,FranOr00,special_teams,8,,,,,
player,201410050den,den,FranOr00,st_pct,20%,,,,,
player,201410050den,den,CladRy20,pos,T,,,,,
player,201410050den,den,CladRy20,offense,81,,,,,
player,201410050den,den,CladRy20,off_pct,100%,,,,,
player,201410050den,den,CladRy20,defense,0,,,,,
player,201410050den,den,CladRy20,def_pct,0%,,,,,
player,201410050den,den,CladRy20,special_teams,8,,,,,
player,201410050den,den,CladRy20,st_pct,20%,,,,,
player,201410050den,den,MannPe00,pos,QB,,,,,
player,201410050den,den,MannPe00,offense,81,,,,,
player,201410050den,den,MannPe00,off_pct,100%,,,,,
player,201410050den,den,MannPe00,defense,0,,,,,
player,201410050den,den,MannPe00,def_pct,0%,,,,,
player,201410050den,den,MannPe00,special_teams,0,,,,,
player,201410050den,den,MannPe00,st_pct,0%,,,,,
player,201410050den,den,VasqLo20,pos,G,,,,,
player,201410050den,den,VasqLo20,offense,81,,,,,
player,201410050den,den,VasqLo20,off_pct,100%,,,,,
player,201410050den,den,VasqLo20,defense,0,,,,,
player,201410050den,den,VasqLo20,def_pct,0%,,,,,
player,201410050den,den,VasqLo20,special_teams,0,,,,,
player,201410050den,den,VasqLo20,st_pct,0%,,,,,
player,201410050den,den,ThomDe03,pos,WR,,,,,
player,201410050den,den,ThomDe03,offense,79,,,,,
player,201410050den,den,ThomDe03,off_pct,98%,,,,,
player,201410050den,den,ThomDe03,defense,0,,,,,
player,201410050den,den,ThomDe03,def_pct,0%,,,,,
player,201410050den,den,ThomDe03,special_teams,0,,,,,
player,201410050den,den,ThomDe03,st_pct,0%,,,,,
player,201410050den,den,SandEm00,pos,WR,,,,,
player,201410050den,den,SandEm00,offense,77,,,,,
player,201410050den,den,SandEm00,off_pct,95%,,,,,
player,201410050den,den,SandEm00,defense,0,,,,,
player,201410050den,den,SandEm00,def_pct,0%,,,,,
player,201410050den,den,SandEm00,special_teams,0,,,,,
player,201410050den,den,SandEm00,st_pct,0%,,,,,
player,201410050den,den,ThomJu00,pos,TE,,,,,
player,201410050den,den,ThomJu00,offense,77,,,,,
player,201410050den,den,ThomJu00,off_pct,95%,,,,,
player,201410050den,den,ThomJu00,defense,0,,,,,
player,201410050den,den,ThomJu00,def_pct,0%,,,,,
player,201410050den,den,ThomJu00,special_teams,0,,,,,
player,201410050den,den,ThomJu00,st_pct,0%,,,,,
player,201410050den,den,WelkWe00,pos,WR,,,,,
player,201410050den,den,WelkWe00,offense,68,,,,,
player,201410050den,den,WelkWe00,off_pct,84%,,,,,
player,201410050den,den,WelkWe00,defense,0,,,,,
player,201410050den,den,WelkWe00,def_pct,0%,,,,,
player,201410050den,den,WelkWe00,special_teams,0,,,,,
player,201410050den,den,WelkWe00,st_pct,0%,,,,,
player,201410050den,den,HillRo00,pos,RB,,,,,
player,201410050den,den,HillRo00,offense,39,,,,,
player,201410050den,den,HillRo00,off_pct,48%,,,,,
player,201410050den,den,HillRo00,defense,0,,,,,
player,201410050den,den,HillRo00,def_pct,0%,,,,,
player,201410050den,den,HillRo00,special_teams,0,,,,,
player,201410050den,den,HillRo00,st_pct,0%,,,,,
player,201410050den,den,BallMo00,pos,RB,,,,,
player,201410050den,den,BallMo00,offense,30,,,,,
player,201410050den,den,BallMo00,off_pct,37%,,,,,
player,201410050den,den,BallMo00,defense,0,,,,,
player,201410050den,den,BallMo00,def_pct,0%,,,,,
player,201410050den,den,BallMo00,special_teams,0,,,,,
player,201410050den,den,BallMo00,st_pct,0%,,,,,
player,201410050den,den,CornPa00,pos,T,,,,,
player,201410050den,den,CornPa00,offense,10,,,,,
player,201410050den,den,CornPa00,off_pct,12%,,,,,
player,201410050den,den,CornPa00,defense,0,,,,,
player,201410050den,den,CornPa00,def_pct,0%,,,,,
player,201410050den,den,CornPa00,special_teams,13,,,,,
player,201410050den,den,CornPa00,st_pct,32%,,,,,
player,201410050den,den,ThomJu01,pos,RB,,,,,
player,201410050den,den,ThomJu01,offense,8,,,,,
player,201410050den,den,ThomJu01,off_pct,10%,,,,,
player,201410050den,den,ThomJu01,defense,0,,,,,
player,201410050den,den,ThomJu01,def_pct,0%,,,,,
player,201410050den,den,ThomJu01,special_teams,5,,,,,
player,201410050den,den,ThomJu01,st_pct,12%,,,,,
player,201410050den,den,TammJa00,pos,TE,,,,,
player,201410050den,den,TammJa00,offense,6,,,,,
player,201410050den,den,TammJa00,off_pct,7%,,,,,
player,201410050den,den,TammJa00,defense,0,,,,,
player,201410050den,den,TammJa00,def_pct,0%,,,,,
player,201410050den,den,TammJa00,special_teams,29,,,,,
player,201410050den,den,TammJa00,st_pct,71%,,,,,
player,201410050den,den,CaldAn00,pos,WR,,,,,
player,201410050den,den,CaldAn00,offense,6,,,,,
player,201410050den,den,CaldAn00,off_pct,7%,,,,,
player,201410050den,den,CaldAn00,defense,0,,,,,
player,201410050den,den,CaldAn00,def_pct,0%,,,,,
player,201410050den,den,CaldAn00,special_teams,13,,,,,
player,201410050den,den,CaldAn00,st_pct,32%,,,,,
player,201410050den,den,GreeVi00,pos,TE,,,,,
player,201410050den,den,GreeVi00,offense,5,,,,,
player,201410050den,den,GreeVi00,off_pct,6%,,,,,
player,201410050den,den,GreeVi00,defense,0,,,,,
player,201410050den,den,GreeVi00,def_pct,0%,,,,,
player,201410050den,den,GreeVi00,special_teams,18,,,,,
player,201410050den,den,GreeVi00,st_pct,44%,,,,,
player,201410050den,den,MoorRa00,pos,FS,,,,,
player,201410050den,den,MoorRa00,offense,0,,,,,
player,201410050den,den,MoorRa00,off_pct,0%,,,,,
player,201410050den,den,MoorRa00,defense,57,,,,,
player,201410050den,den,MoorRa00,def_pct,100%,,,,,
player,201410050den,den,MoorRa00,special_teams,1,,,,,
player,201410050den,den,MoorRa00,st_pct,2%,,,,,
player,201410050den,den,WardT.99,pos,SS,,,,,
player,201410050den,den,WardT.99,offense,0,,,,,
player,201410050den,den,WardT.99,off_pct,0%,,,,,
player,201410050den,den,WardT.99,defense,57,,,,,
player,201410050den,den,WardT.99,def_pct,100%,,,,,
player,201410050den,den,WardT.99,special_teams,0,,,,,
player,201410050den,den,WardT.99,st_pct,0%,,,,,
player,201410050den,den,TaliAq99,pos,CB,,,,,
player,201410050den,den,TaliAq99,offense,0,,,,,
player,201410050den,den,TaliAq99,off_pct,0%,,,,,
player,201410050den,den,TaliAq99,defense,56,,,,,
player,201410050den,den,TaliAq99,def_pct,98%,,,,,
player,201410050den,den,TaliAq99,special_teams,0,,,,,
player,201410050den,den,TaliAq99,st_pct,0%,,,,,
player,201410050den,den,HarrCh01,pos,CB,,,,,
player,201410050den,den,HarrCh01,offense,0,,,,,
player,201410050den,den,HarrCh01,off_pct,0%,,,,,
player,201410050den,den,HarrCh01,defense,55,,,,,
player,201410050den,den,HarrCh01,def_pct,96%,,,,,
player,201410050den,den,HarrCh01,special_teams,0,,,,,
player,201410050den,den,HarrCh01,st_pct,0%,,,,,
player,201410050den,den,TrevDa00,pos,LB,,,,,
player,201410050den,den,TrevDa00,offense,0,,,,,
player,201410050den,den,TrevDa00,off_pct,0%,,,,,
player,201410050den,den,TrevDa00,defense,54,,,,,
player,201410050den,den,TrevDa00,def_pct,95%,,,,,
player,201410050den,den,TrevDa00,special_teams,0,,,,,
player,201410050den,den,TrevDa00,st_pct,0%,,,,,
player,201410050den,den,MillVo00,pos,LB,,,,,
player,201410050den,den,MillVo00,offense,0,,,,,
player,201410050den,den,MillVo00,off_pct,0%,,,,,
player,201410050den,den,MillVo00,defense,52,,,,,
player,201410050den,den,MillVo00,def_pct,91%,,,,,
player,201410050den,den,MillVo00,special_teams,0,,,,,
player,201410050den,den,MillVo00,st_pct,0%,,,,,
player,201410050den,den,WareDe99,pos,DE,,,,,
player,201410050den,den,WareDe99,offense,0,,,,,
player,201410050den,den,WareDe99,off_pct,0%,,,,,
player,201410050den,den,WareDe99,defense,43,,,,,
player,201410050den,den,WareDe99,def_pct,75%,,,,,
player,201410050den,den,WareDe99,special_teams,0,,,,,
player,201410050den,den,WareDe99,st_pct,0%,,,,,
player,201410050den,den,RobyBr00,pos,CB,,,,,
player,201410050den,den,RobyBr00,offense,0,,,,,
player,201410050den,den,RobyBr00,off_pct,0%,,,,,
player,201410050den,den,RobyBr00,defense,39,,,,,
player,201410050den,den,RobyBr00,def_pct,68%,,,,,
player,201410050den,den,RobyBr00,special_teams,16,,,,,
player,201410050den,den,RobyBr00,st_pct,39%,,,,,
player,201410050den,den,MarsBr01,pos,LB,,,,,
player,201410050den,den,MarsBr01,offense,0,,,,,
player,201410050den,den,MarsBr01,off_pct,0%,,,,,
player,201410050den,den,MarsBr01,defense,37,,,,,
player,201410050den,den,MarsBr01,def_pct,65%,,,,,
player,201410050den,den,MarsBr01,special_teams,13,,,,,
player,201410050den,den,MarsBr01,st_pct,32%,,,,,
player,201410050den,den,WolfDe00,pos,DE,,,,,
player,201410050den,den,WolfDe00,offense,0,,,,,
player,201410050den,den,WolfDe00,off_pct,0%,,,,,
player,201410050den,den,WolfDe00,defense,37,,,,,
player,201410050den,den,WolfDe00,def_pct,65%,,,,,
player,201410050den,den,WolfDe00,special_teams,4,,,,,
player,201410050den,den,WolfDe00,st_pct,10%,,,,,
player,201410050den,den,JackMa02,pos,DE,,,,,
player,201410050den,den,JackMa02,offense,0,,,,,
player,201410050den,den,JackMa02,off_pct,0%,,,,,
player,201410050den,den,JackMa02,defense,27,,,,,
player,201410050den,den,JackMa02,def_pct,47%,,,,,
player,201410050den,den,JackMa02,special_teams,4,,,,,
player,201410050den,den,JackMa02,st_pct,10%,,,,,
player,201410050den,den,KnigTe99,pos,NT,,,,,
player,201410050den,den,KnigTe99,offense,0,,,,,
player,201410050den,den,KnigTe99,off_pct,0%,,,,,
player,201410050den,den,KnigTe99,defense,25,,,,,
player,201410050den,den,KnigTe99,def_pct,44%,,,,,
player,201410050den,den,KnigTe99,special_teams,9,,,,,
player,201410050den,den,KnigTe99,st_pct,22%,,,,,
player,201410050den,den,IrviNa00,pos,LB,,,,,
player,201410050den,den,IrviNa00,offense,0,,,,,
player,201410050den,den,IrviNa00,off_pct,0%,,,,,
player,201410050den,den,IrviNa00,defense,20,,,,,
player,201410050den,den,IrviNa00,def_pct,35%,,,,,
player,201410050den,den,IrviNa00,special_teams,26,,,,,
player,201410050den,den,IrviNa00,st_pct,63%,,,,,
player,201410050den,den,WillSy00,pos,DT,,,,,
player,201410050den,den,WillSy00,offense,0,,,,,
player,201410050den,den,WillSy00,off_pct,0%,,,,,
player,201410050den,den,WillSy00,defense,20,,,,,
player,201410050den,den,WillSy00,def_pct,35%,,,,,
player,201410050den,den,WillSy00,special_teams,3,,,,,
player,201410050den,den,WillSy00,st_pct,7%,,,,,
player,201410050den,den,AustMa00,pos,NT,,,,,
player,201410050den,den,AustMa00,offense,0,,,,,
player,201410050den,den,AustMa00,off_pct,0%,,,,,
player,201410050den,den,AustMa00,defense,16,,,,,
player,201410050den,den,AustMa00,def_pct,28%,,,,,
player,201410050den,den,AustMa00,special_teams,9,,,,,
player,201410050den,den,AustMa00,st_pct,22%,,,,,
player,201410050den,den,SmitQu00,pos,DE,,,,,
player,201410050den,den,SmitQu00,offense,0,,,,,
player,201410050den,den,SmitQu00,off_pct,0%,,,,,
player,201410050den,den,SmitQu00,defense,14,,,,,
player,201410050den,den,SmitQu00,def_pct,25%,,,,,
player,201410050den,den,SmitQu00,special_teams,0,,,,,
player,201410050den,den,SmitQu00,st_pct,0%,,,,,
player,201410050den,den,WebsKa00,pos,CB,,,,,
player,201410050den,den,WebsKa00,offense,0,,,,,
player,201410050den,den,WebsKa00,off_pct,0%,,,,,
player,201410050den,den,WebsKa00,defense,11,,,,,
player,201410050den,den,WebsKa00,def_pct,19%,,,,,
player,201410050den,den,WebsKa00,special_teams,33,,,,,
player,201410050den,den,WebsKa00,st_pct,80%,,,,,
player,201410050den,den,BarrLa00,pos,LB,,,,,
player,201410050den,den,BarrLa00,offense,0,,,,,
player,201410050den,den,BarrLa00,off_pct,0%,,,,,
player,201410050den,den,BarrLa00,defense,7,,,,,
player,201410050den,den,BarrLa00,def_pct,12%,,,,,
player,201410050den,den,BarrLa00,special_teams,33,,,,,
player,201410050den,den,BarrLa00,st_pct,80%,,,,,
player,201410050den,den,BoldOm00,pos,CB,,,,,
player,201410050den,den,BoldOm00,offense,0,,,,,
player,201410050den,den,BoldOm00,off_pct,0%,,,,,
player,201410050den,den,BoldOm00,defense,0,,,,,
player,201410050den,den,BoldOm00,def_pct,0%,,,,,
player,201410050den,den,BoldOm00,special_teams,33,,,,,
player,201410050den,den,BoldOm00,st_pct,80%,,,,,
player,201410050den,den,JohnSt02,pos,LB,,,,,
player,201410050den,den,JohnSt02,offense,0,,,,,
player,201410050den,den,JohnSt02,off_pct,0%,,,,,
player,201410050den,den,JohnSt02,defense,0,,,,,
player,201410050den,den,JohnSt02,def_pct,0%,,,,,
player,201410050den,den,JohnSt02,special_teams,33,,,,,
player,201410050den,den,JohnSt02,st_pct,80%,,,,,
player,201410050den,den,CartQu01,pos,SS,,,,,
player,201410050den,den,CartQu01,offense,0,,,,,
player,201410050den,den,CartQu01,off_pct,0%,,,,,
player,201410050den,den,CartQu01,defense,0,,,,,
player,201410050den,den,CartQu01,def_pct,0%,,,,,
player,201410050den,den,CartQu01,special_teams,33,,,,,
player,201410050den,den,CartQu01,st_pct,80%,,,,,
player,201410050den,den,NelsCo00,pos,LB,,,,,
player,201410050den,den,NelsCo00,offense,0,,,,,
player,201410050den,den,NelsCo00,off_pct,0%,,,,,
player,201410050den,den,NelsCo00,defense,0,,,,,
player,201410050den,den,NelsCo00,def_pct,0%,,,,,
player,201410050den,den,NelsCo00,special_teams,29,,,,,
player,201410050den,den,NelsCo00,st_pct,71%,,,,,
player,201410050den,den,McMaBr01,pos,K,,,,,
player,201410050den,den,McMaBr01,offense,0,,,,,
player,201410050den,den,McMaBr01,off_pct,0%,,,,,
player,201410050den,den,McMaBr01,defense,0,,,,,
player,201410050den,den,McMaBr01,def_pct,0%,,,,,
player,201410050den,den,McMaBr01,special_teams,16,,,,,
player,201410050den,den,McMaBr01,st_pct,39%,,,,,
player,201410050den,den,BursIs01,pos,WR,,,,,
player,201410050den,den,BursIs01,offense,0,,,,,
player,201410050den,den,BursIs01,off_pct,0%,,,,,
player,201410050den,den,BursIs01,defense,0,,,,,
player,201410050den,den,BursIs01,def_pct,0%,,,,,
player,201410050den,den,BursIs01,special_teams,13,,,,,
player,201410050den,den,BursIs01,st_pct,32%,,,,,
player,201410050den,den,BrewAa00,pos,LS,,,,,
player,201410050den,den,BrewAa00,offense,0,,,,,
player,201410050den,den,BrewAa00,off_pct,0%,,,,,
player,201410050den,den,BrewAa00,defense,0,,,,,
player,201410050den,den,BrewAa00,def_pct,0%,,,,,
player,201410050den,den,BrewAa00,special_teams,12,,,,,
player,201410050den,den,BrewAa00,st_pct,29%,,,,,
player,201410050den,den,ColqBr00,pos,P,,,,,
player,201410050den,den,ColqBr00,offense,0,,,,,
player,201410050den,den,ColqBr00,off_pct,0%,,,,,
player,201410050den,den,ColqBr00,defense,0,,,,,
player,201410050den,den,ColqBr00,def_pct,0%,,,,,
player,201410050den,den,ColqBr00,special_teams,12,,,,,
player,201410050den,den,ColqBr00,st_pct,29%,,,,,
player,201410050den,den,MontWi20,pos,C,,,,,
player,201410050den,den,MontWi20,offense,0,,,,,
player,201410050den,den,MontWi20,off_pct,0%,,,,,
player,201410050den,den,MontWi20,defense,0,,,,,
player,201410050den,den,MontWi20,def_pct,0%,,,,,
player,201410050den,den,MontWi20,special_teams,8,,,,,
player,201410050den,den,MontWi20,st_pct,20%,,,,,
player,201410050den,den,CartTo99,pos,CB,,,,,
player,201410050den,den,CartTo99,offense,0,,,,,
player,201410050den,den,CartTo99,off_pct,0%,,,,,
player,201410050den,den,CartTo99,defense,0,,,,,
player,201410050den,den,CartTo99,def_pct,0%,,,,,
player,201410050den,den,CartTo99,special_teams,1,,,,,
player,201410050den,den,CartTo99,st_pct,2%,,,,,
player,201410050den,crd,VeldJa20,pos,T,,,,,
player,201410050den,crd,VeldJa20,offense,57,,,,,
player,201410050den,crd,VeldJa20,off_pct,100%,,,,,
player,201410050den,crd,VeldJa20,defense,0,,,,,
player,201410050den,crd,VeldJa20,def_pct,0%,,,,,
player,201410050den,crd,VeldJa20,special_teams,4,,,,,
player,201410050den,crd,VeldJa20,st_pct,10%,,,,,
player,201410050den,crd,MassBo00,pos,T,,,,,
player,201410050den,crd,MassBo00,offense,57,,,,,
player,201410050den,crd,MassBo00,off_pct,100%,,,,,
player,201410050den,crd,MassBo00,defense,0,,,,,
player,201410050den,crd,MassBo00,def_pct,0%,,,,,
player,201410050den,crd,MassBo00,special_teams,4,,,,,
player,201410050den,crd,MassBo00,st_pct,10%,,,,,
player,201410050den,crd,LarsTe20,pos,G,,,,,
player,201410050den,crd,LarsTe20,offense,57,,,,,
player,201410050den,crd,LarsTe20,off_pct,100%,,,,,
player,201410050den,crd,LarsTe20,defense,0,,,,,
player,201410050den,crd,LarsTe20,def_pct,0%,,,,,
player,201410050den,crd,LarsTe20,special_teams,4,,,,,
player,201410050den,crd,LarsTe20,st_pct,10%,,,,,
player,201410050den,crd,FanaPa20,pos,G,,,,,
player,201410050den,crd,FanaPa20,offense,57,,,,,
player,201410050den,crd,FanaPa20,off_pct,100%,,,,,
player,201410050den,crd,FanaPa20,defense,0,,,,,
player,201410050den,crd,FanaPa20,def_pct,0%,,,,,
player,201410050den,crd,FanaPa20,special_teams,2,,,,,
player,201410050den,crd,FanaPa20,st_pct,5%,,,,,
player,201410050den,crd,SendLy20,pos,C,,,,,
player,201410050den,crd,SendLy20,offense,57,,,,,
player,201410050den,crd,SendLy20,off_pct,100%,,,,,
player,201410050den,crd,SendLy20,defense,0,,,,,
player,201410050den,crd,SendLy20,def_pct,0%,,,,,
player,201410050den,crd,SendLy20,special_teams,0,,,,,
player,201410050den,crd,SendLy20,st_pct,0%,,,,,
player,201410050den,crd,CarlJo00,pos,TE,,,,,
player,201410050den,crd,CarlJo00,offense,55,,,,,
player,201410050den,crd,CarlJo00,off_pct,96%,,,,,
player,201410050den,crd,CarlJo00,defense,0,,,,,
player,201410050den,crd,CarlJo00,def_pct,0%,,,,,
player,201410050den,crd,CarlJo00,special_teams,1,,,,,
player,201410050den,crd,CarlJo00,st_pct,2%,,,,,
player,201410050den,crd,FloyMi00,pos,WR,,,,,
player,201410050den,crd,FloyMi00,offense,54,,,,,
player,201410050den,crd,FloyMi00,off_pct,95%,,,,,
player,201410050den,crd,FloyMi00,defense,0,,,,,
player,201410050den,crd,FloyMi00,def_pct,0%,,,,,
player,201410050den,crd,FloyMi00,special_teams,0,,,,,
player,201410050den,crd,FloyMi00,st_pct,0%,,,,,
player,201410050den,crd,FitzLa00,pos,WR,,,,,
player,201410050den,crd,FitzLa00,offense,52,,,,,
player,201410050den,crd,FitzLa00,off_pct,91%,,,,,
player,201410050den,crd,FitzLa00,defense,0,,,,,
player,201410050den,crd,FitzLa00,def_pct,0%,,,,,
player,201410050den,crd,FitzLa00,special_teams,0,,,,,
player,201410050den,crd,FitzLa00,st_pct,0%,,,,,
player,201410050den,crd,ElliAn00,pos,RB,,,,,
player,201410050den,crd,ElliAn00,offense,49,,,,,
player,201410050den,crd,ElliAn00,off_pct,86%,,,,,
player,201410050den,crd,ElliAn00,defense,0,,,,,
player,201410050den,crd,ElliAn00,def_pct,0%,,,,,
player,201410050den,crd,ElliAn00,special_teams,0,,,,,
player,201410050den,crd,ElliAn00,st_pct,0%,,,,,
player,201410050den,crd,StanDr00,pos,QB,,,,,
player,201410050den,crd,StanDr00,offense,41,,,,,
player,201410050den,crd,StanDr00,off_pct,72%,,,,,
player,201410050den,crd,StanDr00,defense,0,,,,,
player,201410050den,crd,StanDr00,def_pct,0%,,,,,
player,201410050den,crd,StanDr00,special_teams,0,,,,,
player,201410050den,crd,StanDr00,st_pct,0%,,,,,
player,201410050den,crd,BrowJo02,pos,WR,,,,,
player,201410050den,crd,BrowJo02,offense,37,,,,,
player,201410050den,crd,BrowJo02,off_pct,65%,,,,,
player,201410050den,crd,BrowJo02,defense,0,,,,,
player,201410050den,crd,BrowJo02,def_pct,0%,,,,,
player,201410050den,crd,BrowJo02,special_teams,0,,,,,
player,201410050den,crd,BrowJo02,st_pct,0%,,,,,
player,201410050den,crd,ThomLo00,pos,QB,,,,,
player,201410050den,crd,ThomLo00,offense,16,,,,,
player,201410050den,crd,ThomLo00,off_pct,28%,,,,,
player,201410050den,crd,ThomLo00,defense,0,,,,,
player,201410050den,crd,ThomLo00,def_pct,0%,,,,,
player,201410050den,crd,ThomLo00,special_teams,0,,,,,
player,201410050den,crd,ThomLo00,st_pct,0%,,,,,
player,201410050den,crd,HousRo01,pos,TE,,,,,
player,201410050den,crd,HousRo01,offense,11,,,,,
player,201410050den,crd,HousRo01,off_pct,19%,,,,,
player,201410050den,crd,HousRo01,defense,0,,,,,
player,201410050den,crd,HousRo01,def_pct,0%,,,,,
