game,2014,2,20140914,201409140sdg,sea,"Seattle Seahawks",21,sdg,"San Diego Chargers",30
player,201409140sdg,sea,BurlMa00,fumbles_rec,0,,,,,
player,201409140sdg,sea,BurlMa00,fumbles_rec_yds,0,,,,,
player,201409140sdg,sea,BurlMa00,fumbles_rec_td,0,,,,,
player,201409140sdg,sea,BurlMa00,fumbles_forced,0,,,,,
player,201409140sdg,sea,ChanKa99,def_int,0,,,,,
player,201409140sdg,sea,ChanKa99,def_int_yds,0,,,,,
player,201409140sdg,sea,ChanKa99,def_int_td,0,,,,,
player,201409140sdg,sea,ChanKa99,def_int_long,0,,,,,
player,201409140sdg,sea,ChanKa99,pass_defended,0,,,,,
player,201409140sdg,sea,ChanKa99,sacks,0.0,,,,,
player,201409140sdg,sea,ChanKa99,tackles_combined,6,,,,,
player,201409140sdg,sea,ChanKa99,tackles_solo,6,,,,,
player,201409140sdg,sea,ChanKa99,tackles_assists,0,,,,,
player,201409140sdg,sea,ChanKa99,tackles_loss,1,,,,,
player,201409140sdg,sea,ChanKa99,qb_hits,0,,,,,
player,201409140sdg,sea,ChanKa99,fumbles_rec,0,,,,,
player,201409140sdg,sea,ChanKa99,fumbles_rec_yds,0,,,,,
player,201409140sdg,sea,ChanKa99,fumbles_rec_td,0,,,,,
player,201409140sdg,sea,ChanKa99,fumbles_forced,0,,,,,
player,201409140sdg,sea,SherRi00,def_int,0,,,,,
player,201409140sdg,sea,SherRi00,def_int_yds,0,,,,,
player,201409140sdg,sea,SherRi00,def_int_td,0,,,,,
player,201409140sdg,sea,SherRi00,def_int_long,0,,,,,
player,201409140sdg,sea,SherRi00,pass_defended,0,,,,,
player,201409140sdg,sea,SherRi00,sacks,0.0,,,,,
player,201409140sdg,sea,SherRi00,tackles_combined,6,,,,,
player,201409140sdg,sea,SherRi00,tackles_solo,6,,,,,
player,201409140sdg,sea,SherRi00,tackles_assists,0,,,,,
player,201409140sdg,sea,SherRi00,tackles_loss,1,,,,,
player,201409140sdg,sea,SherRi00,qb_hits,0,,,,,
player,201409140sdg,sea,SherRi00,fumbles_rec,0,,,,,
player,201409140sdg,sea,SherRi00,fumbles_rec_yds,0,,,,,
player,201409140sdg,sea,SherRi00,fumbles_rec_td,0,,,,,
player,201409140sdg,sea,SherRi00,fumbles_forced,0,,,,,
player,201409140sdg,sea,SmitMa02,def_int,0,,,,,
player,201409140sdg,sea,SmitMa02,def_int_yds,0,,,,,
player,201409140sdg,sea,SmitMa02,def_int_td,0,,,,,
player,201409140sdg,sea,SmitMa02,def_int_long,0,,,,,
player,201409140sdg,sea,SmitMa02,pass_defended,0,,,,,
player,201409140sdg,sea,SmitMa02,sacks,0.0,,,,,
player,201409140sdg,sea,SmitMa02,tackles_combined,6,,,,,
player,201409140sdg,sea,SmitMa02,tackles_solo,5,,,,,
player,201409140sdg,sea,SmitMa02,tackles_assists,1,,,,,
player,201409140sdg,sea,SmitMa02,tackles_loss,1,,,,,
player,201409140sdg,sea,SmitMa02,qb_hits,0,,,,,
player,201409140sdg,sea,SmitMa02,fumbles_rec,0,,,,,
player,201409140sdg,sea,SmitMa02,fumbles_rec_yds,0,,,,,
player,201409140sdg,sea,SmitMa02,fumbles_rec_td,0,,,,,
player,201409140sdg,sea,SmitMa02,fumbles_forced,0,,,,,
player,201409140sdg,sea,McDaTo20,def_int,0,,,,,
player,201409140sdg,sea,McDaTo20,def_int_yds,0,,,,,
player,201409140sdg,sea,McDaTo20,def_int_td,0,,,,,
player,201409140sdg,sea,McDaTo20,def_int_long,0,,,,,
player,201409140sdg,sea,McDaTo20,pass_defended,0,,,,,
player,201409140sdg,sea,McDaTo20,sacks,0.0,,,,,
player,201409140sdg,sea,McDaTo20,tackles_combined,5,,,,,
player,201409140sdg,sea,McDaTo20,tackles_solo,3,,,,,
player,201409140sdg,sea,McDaTo20,tackles_assists,2,,,,,
player,201409140sdg,sea,McDaTo20,tackles_loss,0,,,,,
player,201409140sdg,sea,McDaTo20,qb_hits,0,,,,,
player,201409140sdg,sea,McDaTo20,fumbles_rec,0,,,,,
player,201409140sdg,sea,McDaTo20,fumbles_rec_yds,0,,,,,
player,201409140sdg,sea,McDaTo20,fumbles_rec_td,0,,,,,
player,201409140sdg,sea,McDaTo20,fumbles_forced,0,,,,,
player,201409140sdg,sea,MaxwBy00,def_int,0,,,,,
player,201409140sdg,sea,MaxwBy00,def_int_yds,0,,,,,
player,201409140sdg,sea,MaxwBy00,def_int_td,0,,,,,
player,201409140sdg,sea,MaxwBy00,def_int_long,0,,,,,
player,201409140sdg,sea,MaxwBy00,pass_defended,0,,,,,
player,201409140sdg,sea,MaxwBy00,sacks,0.0,,,,,
player,201409140sdg,sea,MaxwBy00,tackles_combined,4,,,,,
player,201409140sdg,sea,MaxwBy00,tackles_solo,4,,,,,
player,201409140sdg,sea,MaxwBy00,tackles_assists,0,,,,,
player,201409140sdg,sea,MaxwBy00,tackles_loss,0,,,,,
player,201409140sdg,sea,MaxwBy00,qb_hits,0,,,,,
player,201409140sdg,sea,MaxwBy00,fumbles_rec,0,,,,,
player,201409140sdg,sea,MaxwBy00,fumbles_rec_yds,0,,,,,
player,201409140sdg,sea,MaxwBy00,fumbles_rec_td,0,,,,,
player,201409140sdg,sea,MaxwBy00,fumbles_forced,1,,,,,
player,201409140sdg,sea,IrviBr00,def_int,0,,,,,
player,201409140sdg,sea,IrviBr00,def_int_yds,0,,,,,
player,201409140sdg,sea,IrviBr00,def_int_td,0,,,,,
player,201409140sdg,sea,IrviBr00,def_int_long,0,,,,,
player,201409140sdg,sea,IrviBr00,pass_defended,0,,,,,
player,201409140sdg,sea,IrviBr00,sacks,0.0,,,,,
player,201409140sdg,sea,IrviBr00,tackles_combined,2,,,,,
player,201409140sdg,sea,IrviBr00,tackles_solo,2,,,,,
player,201409140sdg,sea,IrviBr00,tackles_assists,0,,,,,
player,201409140sdg,sea,IrviBr00,tackles_loss,0,,,,,
player,201409140sdg,sea,IrviBr00,qb_hits,1,,,,,
player,201409140sdg,sea,IrviBr00,fumbles_rec,0,,,,,
player,201409140sdg,sea,IrviBr00,fumbles_rec_yds,0,,,,,
player,201409140sdg,sea,IrviBr00,fumbles_rec_td,0,,,,,
player,201409140sdg,sea,IrviBr00,fumbles_forced,0,,,,,
player,201409140sdg,sea,MebaBr99,def_int,0,,,,,
player,201409140sdg,sea,MebaBr99,def_int_yds,0,,,,,
player,201409140sdg,sea,MebaBr99,def_int_td,0,,,,,
player,201409140sdg,sea,MebaBr99,def_int_long,0,,,,,
player,201409140sdg,sea,MebaBr99,pass_defended,0,,,,,
player,201409140sdg,sea,MebaBr99,sacks,0.0,,,,,
player,201409140sdg,sea,MebaBr99,tackles_combined,2,,,,,
player,201409140sdg,sea,MebaBr99,tackles_solo,2,,,,,
player,201409140sdg,sea,MebaBr99,tackles_assists,0,,,,,
player,201409140sdg,sea,MebaBr99,tackles_loss,1,,,,,
player,201409140sdg,sea,MebaBr99,qb_hits,0,,,,,
player,201409140sdg,sea,MebaBr99,fumbles_rec,0,,,,,
player,201409140sdg,sea,MebaBr99,fumbles_rec_yds,0,,,,,
player,201409140sdg,sea,MebaBr99,fumbles_rec_td,0,,,,,
player,201409140sdg,sea,MebaBr99,fumbles_forced,0,,,,,
player,201409140sdg,sea,SheaDe00,def_int,0,,,,,
player,201409140sdg,sea,SheaDe00,def_int_yds,0,,,,,
player,201409140sdg,sea,SheaDe00,def_int_td,0,,,,,
player,201409140sdg,sea,SheaDe00,def_int_long,0,,,,,
player,201409140sdg,sea,SheaDe00,pass_defended,0,,,,,
player,201409140sdg,sea,SheaDe00,sacks,0.0,,,,,
player,201409140sdg,sea,SheaDe00,tackles_combined,2,,,,,
player,201409140sdg,sea,SheaDe00,tackles_solo,1,,,,,
player,201409140sdg,sea,SheaDe00,tackles_assists,1,,,,,
player,201409140sdg,sea,SheaDe00,tackles_loss,0,,,,,
player,201409140sdg,sea,SheaDe00,qb_hits,0,,,,,
player,201409140sdg,sea,SheaDe00,fumbles_rec,0,,,,,
player,201409140sdg,sea,SheaDe00,fumbles_rec_yds,0,,,,,
player,201409140sdg,sea,SheaDe00,fumbles_rec_td,0,,,,,
player,201409140sdg,sea,SheaDe00,fumbles_forced,0,,,,,
player,201409140sdg,sea,WillKe98,def_int,0,,,,,
player,201409140sdg,sea,WillKe98,def_int_yds,0,,,,,
player,201409140sdg,sea,WillKe98,def_int_td,0,,,,,
player,201409140sdg,sea,WillKe98,def_int_long,0,,,,,
player,201409140sdg,sea,WillKe98,pass_defended,0,,,,,
player,201409140sdg,sea,WillKe98,sacks,0.0,,,,,
player,201409140sdg,sea,WillKe98,tackles_combined,2,,,,,
player,201409140sdg,sea,WillKe98,tackles_solo,2,,,,,
player,201409140sdg,sea,WillKe98,tackles_assists,0,,,,,
player,201409140sdg,sea,WillKe98,tackles_loss,0,,,,,
player,201409140sdg,sea,WillKe98,qb_hits,0,,,,,
player,201409140sdg,sea,WillKe98,fumbles_rec,0,,,,,
player,201409140sdg,sea,WillKe98,fumbles_rec_yds,0,,,,,
player,201409140sdg,sea,WillKe98,fumbles_rec_td,0,,,,,
player,201409140sdg,sea,WillKe98,fumbles_forced,0,,,,,
player,201409140sdg,sea,HillJo01,def_int,0,,,,,
player,201409140sdg,sea,HillJo01,def_int_yds,0,,,,,
player,201409140sdg,sea,HillJo01,def_int_td,0,,,,,
player,201409140sdg,sea,HillJo01,def_int_long,0,,,,,
player,201409140sdg,sea,HillJo01,pass_defended,0,,,,,
player,201409140sdg,sea,HillJo01,sacks,0.0,,,,,
player,201409140sdg,sea,HillJo01,tackles_combined,1,,,,,
player,201409140sdg,sea,HillJo01,tackles_solo,1,,,,,
player,201409140sdg,sea,HillJo01,tackles_assists,0,,,,,
player,201409140sdg,sea,HillJo01,tackles_loss,0,,,,,
player,201409140sdg,sea,HillJo01,qb_hits,1,,,,,
player,201409140sdg,sea,HillJo01,fumbles_rec,0,,,,,
player,201409140sdg,sea,HillJo01,fumbles_rec_yds,0,,,,,
player,201409140sdg,sea,HillJo01,fumbles_rec_td,0,,,,,
player,201409140sdg,sea,HillJo01,fumbles_forced,0,,,,,
player,201409140sdg,sea,JohnJe02,def_int,0,,,,,
player,201409140sdg,sea,JohnJe02,def_int_yds,0,,,,,
player,201409140sdg,sea,JohnJe02,def_int_td,0,,,,,
player,201409140sdg,sea,JohnJe02,def_int_long,0,,,,,
player,201409140sdg,sea,JohnJe02,pass_defended,0,,,,,
player,201409140sdg,sea,JohnJe02,sacks,0.0,,,,,
player,201409140sdg,sea,JohnJe02,tackles_combined,1,,,,,
player,201409140sdg,sea,JohnJe02,tackles_solo,1,,,,,
player,201409140sdg,sea,JohnJe02,tackles_assists,0,,,,,
player,201409140sdg,sea,JohnJe02,tackles_loss,1,,,,,
player,201409140sdg,sea,JohnJe02,qb_hits,0,,,,,
player,201409140sdg,sea,JohnJe02,fumbles_rec,0,,,,,
player,201409140sdg,sea,JohnJe02,fumbles_rec_yds,0,,,,,
player,201409140sdg,sea,JohnJe02,fumbles_rec_td,0,,,,,
player,201409140sdg,sea,JohnJe02,fumbles_forced,0,,,,,
player,201409140sdg,sea,LockRi00,def_int,0,,,,,
player,201409140sdg,sea,LockRi00,def_int_yds,0,,,,,
player,201409140sdg,sea,LockRi00,def_int_td,0,,,,,
player,201409140sdg,sea,LockRi00,def_int_long,0,,,,,
player,201409140sdg,sea,LockRi00,pass_defended,0,,,,,
player,201409140sdg,sea,LockRi00,sacks,0.0,,,,,
player,201409140sdg,sea,LockRi00,tackles_combined,1,,,,,
player,201409140sdg,sea,LockRi00,tackles_solo,1,,,,,
player,201409140sdg,sea,LockRi00,tackles_assists,0,,,,,
player,201409140sdg,sea,LockRi00,tackles_loss,0,,,,,
player,201409140sdg,sea,LockRi00,qb_hits,0,,,,,
player,201409140sdg,sea,LockRi00,fumbles_rec,0,,,,,
player,201409140sdg,sea,LockRi00,fumbles_rec_yds,0,,,,,
player,201409140sdg,sea,LockRi00,fumbles_rec_td,0,,,,,
player,201409140sdg,sea,LockRi00,fumbles_forced,0,,,,,
player,201409140sdg,sea,SchoOB99,def_int,0,,,,,
player,201409140sdg,sea,SchoOB99,def_int_yds,0,,,,,
player,201409140sdg,sea,SchoOB99,def_int_td,0,,,,,
player,201409140sdg,sea,SchoOB99,def_int_long,0,,,,,
player,201409140sdg,sea,SchoOB99,pass_defended,0,,,,,
player,201409140sdg,sea,SchoOB99,sacks,0.0,,,,,
player,201409140sdg,sea,SchoOB99,tackles_combined,1,,,,,
player,201409140sdg,sea,SchoOB99,tackles_solo,1,,,,,
player,201409140sdg,sea,SchoOB99,tackles_assists,0,,,,,
player,201409140sdg,sea,SchoOB99,tackles_loss,0,,,,,
player,201409140sdg,sea,SchoOB99,qb_hits,0,,,,,
player,201409140sdg,sea,SchoOB99,fumbles_rec,0,,,,,
player,201409140sdg,sea,SchoOB99,fumbles_rec_yds,0,,,,,
player,201409140sdg,sea,SchoOB99,fumbles_rec_td,0,,,,,
player,201409140sdg,sea,SchoOB99,fumbles_forced,0,,,,,
player,201409140sdg,sea,AvriCl99,def_int,0,,,,,
player,201409140sdg,sea,AvriCl99,def_int_yds,0,,,,,
player,201409140sdg,sea,AvriCl99,def_int_td,0,,,,,
player,201409140sdg,sea,AvriCl99,def_int_long,0,,,,,
player,201409140sdg,sea,AvriCl99,pass_defended,1,,,,,
player,201409140sdg,sea,AvriCl99,sacks,0.0,,,,,
player,201409140sdg,sea,AvriCl99,tackles_combined,0,,,,,
player,201409140sdg,sea,AvriCl99,tackles_solo,0,,,,,
player,201409140sdg,sea,AvriCl99,tackles_assists,0,,,,,
player,201409140sdg,sea,AvriCl99,tackles_loss,0,,,,,
player,201409140sdg,sea,AvriCl99,qb_hits,0,,,,,
player,201409140sdg,sea,AvriCl99,fumbles_rec,0,,,,,
player,201409140sdg,sea,AvriCl99,fumbles_rec_yds,0,,,,,
player,201409140sdg,sea,AvriCl99,fumbles_rec_td,0,,,,,
player,201409140sdg,sea,AvriCl99,fumbles_forced,0,,,,,
player,201409140sdg,sea,ThomJo01,def_int,0,,,,,
player,201409140sdg,sea,ThomJo01,def_int_yds,0,,,,,
player,201409140sdg,sea,ThomJo01,def_int_td,0,,,,,
player,201409140sdg,sea,ThomJo01,def_int_long,0,,,,,
player,201409140sdg,sea,ThomJo01,pass_defended,1,,,,,
player,201409140sdg,sea,ThomJo01,sacks,0.0,,,,,
player,201409140sdg,sea,ThomJo01,tackles_combined,0,,,,,
player,201409140sdg,sea,ThomJo01,tackles_solo,0,,,,,
player,201409140sdg,sea,ThomJo01,tackles_assists,0,,,,,
player,201409140sdg,sea,ThomJo01,tackles_loss,0,,,,,
player,201409140sdg,sea,ThomJo01,qb_hits,0,,,,,
player,201409140sdg,sea,ThomJo01,fumbles_rec,0,,,,,
player,201409140sdg,sea,ThomJo01,fumbles_rec_yds,0,,,,,
player,201409140sdg,sea,ThomJo01,fumbles_rec_td,0,,,,,
player,201409140sdg,sea,ThomJo01,fumbles_forced,0,,,,,
player,201409140sdg,sdg,IngrMe00,def_int,0,,,,,
player,201409140sdg,sdg,IngrMe00,def_int_yds,0,,,,,
player,201409140sdg,sdg,IngrMe00,def_int_td,0,,,,,
player,201409140sdg,sdg,IngrMe00,def_int_long,0,,,,,
player,201409140sdg,sdg,IngrMe00,pass_defended,0,,,,,
player,201409140sdg,sdg,IngrMe00,sacks,1.0,,,,,
player,201409140sdg,sdg,IngrMe00,tackles_combined,5,,,,,
player,201409140sdg,sdg,IngrMe00,tackles_solo,4,,,,,
player,201409140sdg,sdg,IngrMe00,tackles_assists,1,,,,,
player,201409140sdg,sdg,IngrMe00,tackles_loss,1,,,,,
player,201409140sdg,sdg,IngrMe00,qb_hits,1,,,,,
player,201409140sdg,sdg,IngrMe00,fumbles_rec,0,,,,,
player,201409140sdg,sdg,IngrMe00,fumbles_rec_yds,0,,,,,
player,201409140sdg,sdg,IngrMe00,fumbles_rec_td,0,,,,,
player,201409140sdg,sdg,IngrMe00,fumbles_forced,1,,,,,
player,201409140sdg,sdg,FreeDw00,def_int,0,,,,,
player,201409140sdg,sdg,FreeDw00,def_int_yds,0,,,,,
player,201409140sdg,sdg,FreeDw00,def_int_td,0,,,,,
player,201409140sdg,sdg,FreeDw00,def_int_long,0,,,,,
player,201409140sdg,sdg,FreeDw00,pass_defended,0,,,,,
player,201409140sdg,sdg,FreeDw00,sacks,1.0,,,,,
player,201409140sdg,sdg,FreeDw00,tackles_combined,1,,,,,
player,201409140sdg,sdg,FreeDw00,tackles_solo,1,,,,,
player,201409140sdg,sdg,FreeDw00,tackles_assists,0,,,,,
player,201409140sdg,sdg,FreeDw00,tackles_loss,1,,,,,
player,201409140sdg,sdg,FreeDw00,qb_hits,1,,,,,
player,201409140sdg,sdg,FreeDw00,fumbles_rec,0,,,,,
player,201409140sdg,sdg,FreeDw00,fumbles_rec_yds,0,,,,,
player,201409140sdg,sdg,FreeDw00,fumbles_rec_td,0,,,,,
player,201409140sdg,sdg,FreeDw00,fumbles_forced,0,,,,,
player,201409140sdg,sdg,WrigSh00,def_int,0,,,,,
player,201409140sdg,sdg,WrigSh00,def_int_yds,0,,,,,
player,201409140sdg,sdg,WrigSh00,def_int_td,0,,,,,
player,201409140sdg,sdg,WrigSh00,def_int_long,0,,,,,
player,201409140sdg,sdg,WrigSh00,pass_defended,1,,,,,
player,201409140sdg,sdg,WrigSh00,sacks,0.0,,,,,
player,201409140sdg,sdg,WrigSh00,tackles_combined,7,,,,,
player,201409140sdg,sdg,WrigSh00,tackles_solo,5,,,,,
player,201409140sdg,sdg,WrigSh00,tackles_assists,2,,,,,
player,201409140sdg,sdg,WrigSh00,tackles_loss,1,,,,,
player,201409140sdg,sdg,WrigSh00,qb_hits,0,,,,,
player,201409140sdg,sdg,WrigSh00,fumbles_rec,0,,,,,
player,201409140sdg,sdg,WrigSh00,fumbles_rec_yds,0,,,,,
player,201409140sdg,sdg,WrigSh00,fumbles_rec_td,0,,,,,
player,201409140sdg,sdg,WrigSh00,fumbles_forced,0,,,,,
player,201409140sdg,sdg,VerrJa00,def_int,0,,,,,
player,201409140sdg,sdg,VerrJa00,def_int_yds,0,,,,,
player,201409140sdg,sdg,VerrJa00,def_int_td,0,,,,,
player,201409140sdg,sdg,VerrJa00,def_int_long,0,,,,,
player,201409140sdg,sdg,VerrJa00,pass_defended,0,,,,,
player,201409140sdg,sdg,VerrJa00,sacks,0.0,,,,,
player,201409140sdg,sdg,VerrJa00,tackles_combined,5,,,,,
player,201409140sdg,sdg,VerrJa00,tackles_solo,5,,,,,
player,201409140sdg,sdg,VerrJa00,tackles_assists,0,,,,,
player,201409140sdg,sdg,VerrJa00,tackles_loss,0,,,,,
player,201409140sdg,sdg,VerrJa00,qb_hits,0,,,,,
player,201409140sdg,sdg,VerrJa00,fumbles_rec,0,,,,,
player,201409140sdg,sdg,VerrJa00,fumbles_rec_yds,0,,,,,
player,201409140sdg,sdg,VerrJa00,fumbles_rec_td,0,,,,,
player,201409140sdg,sdg,VerrJa00,fumbles_forced,0,,,,,
player,201409140sdg,sdg,WeddEr99,def_int,0,,,,,
player,201409140sdg,sdg,WeddEr99,def_int_yds,0,,,,,
player,201409140sdg,sdg,WeddEr99,def_int_td,0,,,,,
player,201409140sdg,sdg,WeddEr99,def_int_long,0,,,,,
player,201409140sdg,sdg,WeddEr99,pass_defended,0,,,,,
player,201409140sdg,sdg,WeddEr99,sacks,0.0,,,,,
player,201409140sdg,sdg,WeddEr99,tackles_combined,4,,,,,
player,201409140sdg,sdg,WeddEr99,tackles_solo,3,,,,,
player,201409140sdg,sdg,WeddEr99,tackles_assists,1,,,,,
player,201409140sdg,sdg,WeddEr99,tackles_loss,0,,,,,
player,201409140sdg,sdg,WeddEr99,qb_hits,0,,,,,
player,201409140sdg,sdg,WeddEr99,fumbles_rec,0,,,,,
player,201409140sdg,sdg,WeddEr99,fumbles_rec_yds,0,,,,,
player,201409140sdg,sdg,WeddEr99,fumbles_rec_td,0,,,,,
player,201409140sdg,sdg,WeddEr99,fumbles_forced,0,,,,,
player,201409140sdg,sdg,ButlDo99,def_int,0,,,,,
player,201409140sdg,sdg,ButlDo99,def_int_yds,0,,,,,
player,201409140sdg,sdg,ButlDo99,def_int_td,0,,,,,
player,201409140sdg,sdg,ButlDo99,def_int_long,0,,,,,
player,201409140sdg,sdg,ButlDo99,pass_defended,0,,,,,
player,201409140sdg,sdg,ButlDo99,sacks,0.0,,,,,
player,201409140sdg,sdg,ButlDo99,tackles_combined,3,,,,,
player,201409140sdg,sdg,ButlDo99,tackles_solo,2,,,,,
player,201409140sdg,sdg,ButlDo99,tackles_assists,1,,,,,
player,201409140sdg,sdg,ButlDo99,tackles_loss,0,,,,,
player,201409140sdg,sdg,ButlDo99,qb_hits,0,,,,,
player,201409140sdg,sdg,ButlDo99,fumbles_rec,0,,,,,
player,201409140sdg,sdg,ButlDo99,fumbles_rec_yds,0,,,,,
player,201409140sdg,sdg,ButlDo99,fumbles_rec_td,0,,,,,
player,201409140sdg,sdg,ButlDo99,fumbles_forced,0,,,,,
player,201409140sdg,sdg,GilcMa00,def_int,0,,,,,
player,201409140sdg,sdg,GilcMa00,def_int_yds,0,,,,,
player,201409140sdg,sdg,GilcMa00,def_int_td,0,,,,,
player,201409140sdg,sdg,GilcMa00,def_int_long,0,,,,,
player,201409140sdg,sdg,GilcMa00,pass_defended,0,,,,,
player,201409140sdg,sdg,GilcMa00,sacks,0.0,,,,,
player,201409140sdg,sdg,GilcMa00,tackles_combined,3,,,,,
player,201409140sdg,sdg,GilcMa00,tackles_solo,1,,,,,
player,201409140sdg,sdg,GilcMa00,tackles_assists,2,,,,,
player,201409140sdg,sdg,GilcMa00,tackles_loss,0,,,,,
player,201409140sdg,sdg,GilcMa00,qb_hits,0,,,,,
player,201409140sdg,sdg,GilcMa00,fumbles_rec,0,,,,,
player,201409140sdg,sdg,GilcMa00,fumbles_rec_yds,0,,,,,
player,201409140sdg,sdg,GilcMa00,fumbles_rec_td,0,,,,,
player,201409140sdg,sdg,GilcMa00,fumbles_forced,0,,,,,
player,201409140sdg,sdg,MarsRi20,def_int,0,,,,,
player,201409140sdg,sdg,MarsRi20,def_int_yds,0,,,,,
player,201409140sdg,sdg,MarsRi20,def_int_td,0,,,,,
player,201409140sdg,sdg,MarsRi20,def_int_long,0,,,,,
player,201409140sdg,sdg,MarsRi20,pass_defended,0,,,,,
player,201409140sdg,sdg,MarsRi20,sacks,0.0,,,,,
player,201409140sdg,sdg,MarsRi20,tackles_combined,3,,,,,
player,201409140sdg,sdg,MarsRi20,tackles_solo,2,,,,,
player,201409140sdg,sdg,MarsRi20,tackles_assists,1,,,,,
player,201409140sdg,sdg,MarsRi20,tackles_loss,0,,,,,
player,201409140sdg,sdg,MarsRi20,qb_hits,0,,,,,
player,201409140sdg,sdg,MarsRi20,fumbles_rec,0,,,,,
player,201409140sdg,sdg,MarsRi20,fumbles_rec_yds,0,,,,,
player,201409140sdg,sdg,MarsRi20,fumbles_rec_td,0,,,,,
player,201409140sdg,sdg,MarsRi20,fumbles_forced,0,,,,,
player,201409140sdg,sdg,TeoxMa00,def_int,0,,,,,
player,201409140sdg,sdg,TeoxMa00,def_int_yds,0,,,,,
player,201409140sdg,sdg,TeoxMa00,def_int_td,0,,,,,
player,201409140sdg,sdg,TeoxMa00,def_int_long,0,,,,,
player,201409140sdg,sdg,TeoxMa00,pass_defended,0,,,,,
player,201409140sdg,sdg,TeoxMa00,sacks,0.0,,,,,
player,201409140sdg,sdg,TeoxMa00,tackles_combined,3,,,,,
player,201409140sdg,sdg,TeoxMa00,tackles_solo,1,,,,,
player,201409140sdg,sdg,TeoxMa00,tackles_assists,2,,,,,
player,201409140sdg,sdg,TeoxMa00,tackles_loss,0,,,,,
player,201409140sdg,sdg,TeoxMa00,qb_hits,0,,,,,
player,201409140sdg,sdg,TeoxMa00,fumbles_rec,0,,,,,
player,201409140sdg,sdg,TeoxMa00,fumbles_rec_yds,0,,,,,
player,201409140sdg,sdg,TeoxMa00,fumbles_rec_td,0,,,,,
player,201409140sdg,sdg,TeoxMa00,fumbles_forced,0,,,,,
player,201409140sdg,sdg,AjirSe00,def_int,0,,,,,
player,201409140sdg,sdg,AjirSe00,def_int_yds,0,,,,,
player,201409140sdg,sdg,AjirSe00,def_int_td,0,,,,,
player,201409140sdg,sdg,AjirSe00,def_int_long,0,,,,,
player,201409140sdg,sdg,AjirSe00,pass_defended,0,,,,,
player,201409140sdg,sdg,AjirSe00,sacks,0.0,,,,,
player,201409140sdg,sdg,AjirSe00,tackles_combined,2,,,,,
player,201409140sdg,sdg,AjirSe00,tackles_solo,2,,,,,
player,201409140sdg,sdg,AjirSe00,tackles_assists,0,,,,,
player,201409140sdg,sdg,AjirSe00,tackles_loss,0,,,,,
player,201409140sdg,sdg,AjirSe00,qb_hits,0,,,,,
player,201409140sdg,sdg,AjirSe00,fumbles_rec,0,,,,,
player,201409140sdg,sdg,AjirSe00,fumbles_rec_yds,0,,,,,
player,201409140sdg,sdg,AjirSe00,fumbles_rec_td,0,,,,,
player,201409140sdg,sdg,AjirSe00,fumbles_forced,0,,,,,
player,201409140sdg,sdg,LissSe99,def_int,0,,,,,
player,201409140sdg,sdg,LissSe99,def_int_yds,0,,,,,
player,201409140sdg,sdg,LissSe99,def_int_td,0,,,,,
player,201409140sdg,sdg,LissSe99,def_int_long,0,,,,,
player,201409140sdg,sdg,LissSe99,pass_defended,0,,,,,
player,201409140sdg,sdg,LissSe99,sacks,0.0,,,,,
player,201409140sdg,sdg,LissSe99,tackles_combined,2,,,,,
player,201409140sdg,sdg,LissSe99,tackles_solo,1,,,,,
player,201409140sdg,sdg,LissSe99,tackles_assists,1,,,,,
player,201409140sdg,sdg,LissSe99,tackles_loss,0,,,,,
player,201409140sdg,sdg,LissSe99,qb_hits,0,,,,,
player,201409140sdg,sdg,LissSe99,fumbles_rec,0,,,,,
player,201409140sdg,sdg,LissSe99,fumbles_rec_yds,0,,,,,
player,201409140sdg,sdg,LissSe99,fumbles_rec_td,0,,,,,
player,201409140sdg,sdg,LissSe99,fumbles_forced,0,,,,,
player,201409140sdg,sdg,LiugCo00,def_int,0,,,,,
player,201409140sdg,sdg,LiugCo00,def_int_yds,0,,,,,
player,201409140sdg,sdg,LiugCo00,def_int_td,0,,,,,
player,201409140sdg,sdg,LiugCo00,def_int_long,0,,,,,
player,201409140sdg,sdg,LiugCo00,pass_defended,0,,,,,
player,201409140sdg,sdg,LiugCo00,sacks,0.0,,,,,
player,201409140sdg,sdg,LiugCo00,tackles_combined,2,,,,,
player,201409140sdg,sdg,LiugCo00,tackles_solo,1,,,,,
player,201409140sdg,sdg,LiugCo00,tackles_assists,1,,,,,
player,201409140sdg,sdg,LiugCo00,tackles_loss,1,,,,,
player,201409140sdg,sdg,LiugCo00,qb_hits,1,,,,,
player,201409140sdg,sdg,LiugCo00,fumbles_rec,0,,,,,
player,201409140sdg,sdg,LiugCo00,fumbles_rec_yds,0,,,,,
player,201409140sdg,sdg,LiugCo00,fumbles_rec_td,0,,,,,
player,201409140sdg,sdg,LiugCo00,fumbles_forced,0,,,,,
player,201409140sdg,sdg,StucDa20,def_int,0,,,,,
player,201409140sdg,sdg,StucDa20,def_int_yds,0,,,,,
player,201409140sdg,sdg,StucDa20,def_int_td,0,,,,,
player,201409140sdg,sdg,StucDa20,def_int_long,0,,,,,
player,201409140sdg,sdg,StucDa20,pass_defended,0,,,,,
player,201409140sdg,sdg,StucDa20,sacks,0.0,,,,,
player,201409140sdg,sdg,StucDa20,tackles_combined,2,,,,,
player,201409140sdg,sdg,StucDa20,tackles_solo,2,,,,,
