game,2013,16,20131222,201312220sea,crd,"Arizona Cardinals",17,sea,"Seattle Seahawks",10
team,201312220sea,crd,First Downs,16,,,,,,
team,201312220sea,sea,First Downs,10,,,,,,
team,201312220sea,crd,Rush-Yds-TDs,43-139-0,,,,,,
team,201312220sea,sea,Rush-Yds-TDs,20-103-0,,,,,,
team,201312220sea,crd,Cmp-Att-Yd-TD-INT,13-25-178-1-4,,,,,,
team,201312220sea,sea,Cmp-Att-Yd-TD-INT,11-27-108-1-1,,,,,,
team,201312220sea,crd,Sacked-Yards,2-10,,,,,,
team,201312220sea,sea,Sacked-Yards,4-19,,,,,,
team,201312220sea,crd,Net Pass Yards,168,,,,,,
team,201312220sea,sea,Net Pass Yards,89,,,,,,
team,201312220sea,crd,Total Yards,307,,,,,,
team,201312220sea,sea,Total Yards,192,,,,,,
team,201312220sea,crd,Fumbles-Lost,0-0,,,,,,
team,201312220sea,sea,Fumbles-Lost,2-1,,,,,,
team,201312220sea,crd,Turnovers,4,,,,,,
team,201312220sea,sea,Turnovers,2,,,,,,
team,201312220sea,crd,Penalties-Yards,7-46,,,,,,
team,201312220sea,sea,Penalties-Yards,9-102,,,,,,
team,201312220sea,crd,Third Down Conv.,6-19,,,,,,
team,201312220sea,sea,Third Down Conv.,2-13,,,,,,
team,201312220sea,crd,Fourth Down Conv.,0-0,,,,,,
team,201312220sea,sea,Fourth Down Conv.,0-0,,,,,,
team,201312220sea,crd,Time of Possession,37:24,,,,,,
team,201312220sea,sea,Time of Possession,22:36,,,,,,
player,201312220sea,crd,PalmCa00,pass_cmp,13,,,,,
player,201312220sea,crd,PalmCa00,pass_att,25,,,,,
player,201312220sea,crd,PalmCa00,pass_yds,178,,,,,
player,201312220sea,crd,PalmCa00,pass_td,1,,,,,
player,201312220sea,crd,PalmCa00,pass_int,4,,,,,
player,201312220sea,crd,PalmCa00,pass_sacked,2,,,,,
player,201312220sea,crd,PalmCa00,pass_sacked_yds,10,,,,,
player,201312220sea,crd,PalmCa00,pass_long,63,,,,,
player,201312220sea,crd,PalmCa00,pass_rating,48.8,,,,,
player,201312220sea,crd,PalmCa00,rush_att,5,,,,,
player,201312220sea,crd,PalmCa00,rush_yds,-3,,,,,
player,201312220sea,crd,PalmCa00,rush_td,0,,,,,
player,201312220sea,crd,PalmCa00,rush_long,1,,,,,
player,201312220sea,crd,PalmCa00,targets,0,,,,,
player,201312220sea,crd,PalmCa00,rec,0,,,,,
