game,2013,17,20131229,201312290chi,gnb,"Green Bay Packers",33,chi,"Chicago Bears",28
team,201312290chi,gnb,First Downs,25,,,,,,
team,201312290chi,chi,First Downs,17,,,,,,
team,201312290chi,gnb,Rush-Yds-TDs,34-160-1,,,,,,
team,201312290chi,chi,Rush-Yds-TDs,24-121-2,,,,,,
team,201312290chi,gnb,Cmp-Att-Yd-TD-INT,25-39-318-2-2,,,,,,
team,201312290chi,chi,Cmp-Att-Yd-TD-INT,15-24-226-2-1,,,,,,
team,201312290chi,gnb,Sacked-Yards,3-5,,,,,,
team,201312290chi,chi,Sacked-Yards,1-2,,,,,,
team,201312290chi,gnb,Net Pass Yards,313,,,,,,
team,201312290chi,chi,Net Pass Yards,224,,,,,,
team,201312290chi,gnb,Total Yards,473,,,,,,
team,201312290chi,chi,Total Yards,345,,,,,,
team,201312290chi,gnb,Fumbles-Lost,2-0,,,,,,
team,201312290chi,chi,Fumbles-Lost,2-1,,,,,,
team,201312290chi,gnb,Turnovers,2,,,,,,
team,201312290chi,chi,Turnovers,2,,,,,,
team,201312290chi,gnb,Penalties-Yards,1-15,,,,,,
team,201312290chi,chi,Penalties-Yards,5-40,,,,,,
team,201312290chi,gnb,Third Down Conv.,9-18,,,,,,
team,201312290chi,chi,Third Down Conv.,5-10,,,,,,
team,201312290chi,gnb,Fourth Down Conv.,3-3,,,,,,
team,201312290chi,chi,Fourth Down Conv.,0-0,,,,,,
team,201312290chi,gnb,Time of Possession,35:09,,,,,,
team,201312290chi,chi,Time of Possession,24:51,,,,,,
player,201312290chi,gnb,RodgAa00,pass_cmp,25,,,,,
player,201312290chi,gnb,RodgAa00,pass_att,39,,,,,
player,201312290chi,gnb,RodgAa00,pass_yds,318,,,,,
player,201312290chi,gnb,RodgAa00,pass_td,2,,,,,
player,201312290chi,gnb,RodgAa00,pass_int,2,,,,,
player,201312290chi,gnb,RodgAa00,pass_sacked,3,,,,,
player,201312290chi,gnb,RodgAa00,pass_sacked_yds,5,,,,,
player,201312290chi,gnb,RodgAa00,pass_long,48,,,,,
player,201312290chi,gnb,RodgAa00,pass_rating,85.2,,,,,
player,201312290chi,gnb,RodgAa00,rush_att,1,,,,,
player,201312290chi,gnb,RodgAa00,rush_yds,5,,,,,
player,201312290chi,gnb,RodgAa00,rush_td,0,,,,,
player,201312290chi,gnb,RodgAa00,rush_long,5,,,,,
player,201312290chi,gnb,RodgAa00,targets,0,,,,,
player,201312290chi,gnb,RodgAa00,rec,0,,,,,
player,201312290chi,gnb,RodgAa00,rec_yds,0,,,,,
player,201312290chi,gnb,RodgAa00,rec_td,0,,,,,
player,201312290chi,gnb,RodgAa00,rec_long,0,,,,,
player,201312290chi,gnb,RodgAa00,fumbles,1,,,,,
player,201312290chi,gnb,RodgAa00,fumbles_lost,0,,,,,
