game,2013,11,20131117,201311170sea,min,"Minnesota Vikings",20,sea,"Seattle Seahawks",41
player,201311170sea,min,CassMa00,rush_td,0,,,,,
player,201311170sea,min,CassMa00,rush_long,0,,,,,
player,201311170sea,min,CassMa00,targets,0,,,,,
player,201311170sea,min,CassMa00,rec,0,,,,,
player,201311170sea,min,CassMa00,rec_yds,0,,,,,
player,201311170sea,min,CassMa00,rec_td,0,,,,,
player,201311170sea,min,CassMa00,rec_long,0,,,,,
player,201311170sea,min,CassMa00,fumbles,0,,,,,
player,201311170sea,min,CassMa00,fumbles_lost,0,,,,,
player,201311170sea,min,GerhTo00,pass_cmp,0,,,,,
player,201311170sea,min,GerhTo00,pass_att,0,,,,,
player,201311170sea,min,GerhTo00,pass_yds,0,,,,,
player,201311170sea,min,GerhTo00,pass_td,0,,,,,
player,201311170sea,min,GerhTo00,pass_int,0,,,,,
player,201311170sea,min,GerhTo00,pass_sacked,0,,,,,
player,201311170sea,min,GerhTo00,pass_sacked_yds,0,,,,,
player,201311170sea,min,GerhTo00,pass_long,0,,,,,
player,201311170sea,min,GerhTo00,pass_rating,,,,,,
player,201311170sea,min,GerhTo00,rush_att,7,,,,,
player,201311170sea,min,GerhTo00,rush_yds,67,,,,,
player,201311170sea,min,GerhTo00,rush_td,0,,,,,
player,201311170sea,min,GerhTo00,rush_long,32,,,,,
player,201311170sea,min,GerhTo00,targets,3,,,,,
player,201311170sea,min,GerhTo00,rec,1,,,,,
player,201311170sea,min,GerhTo00,rec_yds,7,,,,,
player,201311170sea,min,GerhTo00,rec_td,0,,,,,
player,201311170sea,min,GerhTo00,rec_long,7,,,,,
player,201311170sea,min,GerhTo00,fumbles,0,,,,,
player,201311170sea,min,GerhTo00,fumbles_lost,0,,,,,
player,201311170sea,min,PeteAd01,pass_cmp,0,,,,,
player,201311170sea,min,PeteAd01,pass_att,0,,,,,
player,201311170sea,min,PeteAd01,pass_yds,0,,,,,
player,201311170sea,min,PeteAd01,pass_td,0,,,,,
player,201311170sea,min,PeteAd01,pass_int,0,,,,,
player,201311170sea,min,PeteAd01,pass_sacked,0,,,,,
player,201311170sea,min,PeteAd01,pass_sacked_yds,0,,,,,
player,201311170sea,min,PeteAd01,pass_long,0,,,,,
player,201311170sea,min,PeteAd01,pass_rating,,,,,,
player,201311170sea,min,PeteAd01,rush_att,21,,,,,
player,201311170sea,min,PeteAd01,rush_yds,65,,,,,
player,201311170sea,min,PeteAd01,rush_td,0,,,,,
player,201311170sea,min,PeteAd01,rush_long,13,,,,,
player,201311170sea,min,PeteAd01,targets,3,,,,,
player,201311170sea,min,PeteAd01,rec,0,,,,,
player,201311170sea,min,PeteAd01,rec_yds,0,,,,,
player,201311170sea,min,PeteAd01,rec_td,0,,,,,
player,201311170sea,min,PeteAd01,rec_long,0,,,,,
player,201311170sea,min,PeteAd01,fumbles,0,,,,,
player,201311170sea,min,PeteAd01,fumbles_lost,0,,,,,
player,201311170sea,min,WrigJa02,pass_cmp,0,,,,,
player,201311170sea,min,WrigJa02,pass_att,0,,,,,
player,201311170sea,min,WrigJa02,pass_yds,0,,,,,
player,201311170sea,min,WrigJa02,pass_td,0,,,,,
player,201311170sea,min,WrigJa02,pass_int,0,,,,,
player,201311170sea,min,WrigJa02,pass_sacked,0,,,,,
player,201311170sea,min,WrigJa02,pass_sacked_yds,0,,,,,
player,201311170sea,min,WrigJa02,pass_long,0,,,,,
player,201311170sea,min,WrigJa02,pass_rating,,,,,,
player,201311170sea,min,WrigJa02,rush_att,0,,,,,
player,201311170sea,min,WrigJa02,rush_yds,0,,,,,
player,201311170sea,min,WrigJa02,rush_td,0,,,,,
player,201311170sea,min,WrigJa02,rush_long,0,,,,,
player,201311170sea,min,WrigJa02,targets,4,,,,,
player,201311170sea,min,WrigJa02,rec,3,,,,,
player,201311170sea,min,WrigJa02,rec_yds,69,,,,,
player,201311170sea,min,WrigJa02,rec_td,2,,,,,
player,201311170sea,min,WrigJa02,rec_long,38,,,,,
player,201311170sea,min,WrigJa02,fumbles,0,,,,,
player,201311170sea,min,WrigJa02,fumbles_lost,0,,,,,
player,201311170sea,min,CarlJo00,pass_cmp,0,,,,,
player,201311170sea,min,CarlJo00,pass_att,0,,,,,
player,201311170sea,min,CarlJo00,pass_yds,0,,,,,
player,201311170sea,min,CarlJo00,pass_td,0,,,,,
player,201311170sea,min,CarlJo00,pass_int,0,,,,,
player,201311170sea,min,CarlJo00,pass_sacked,0,,,,,
player,201311170sea,min,CarlJo00,pass_sacked_yds,0,,,,,
player,201311170sea,min,CarlJo00,pass_long,0,,,,,
player,201311170sea,min,CarlJo00,pass_rating,,,,,,
player,201311170sea,min,CarlJo00,rush_att,0,,,,,
player,201311170sea,min,CarlJo00,rush_yds,0,,,,,
player,201311170sea,min,CarlJo00,rush_td,0,,,,,
player,201311170sea,min,CarlJo00,rush_long,0,,,,,
player,201311170sea,min,CarlJo00,targets,7,,,,,
player,201311170sea,min,CarlJo00,rec,5,,,,,
player,201311170sea,min,CarlJo00,rec_yds,69,,,,,
player,201311170sea,min,CarlJo00,rec_td,0,,,,,
player,201311170sea,min,CarlJo00,rec_long,30,,,,,
player,201311170sea,min,CarlJo00,fumbles,0,,,,,
player,201311170sea,min,CarlJo00,fumbles_lost,0,,,,,
player,201311170sea,min,PattCo00,pass_cmp,0,,,,,
player,201311170sea,min,PattCo00,pass_att,0,,,,,
player,201311170sea,min,PattCo00,pass_yds,0,,,,,
player,201311170sea,min,PattCo00,pass_td,0,,,,,
player,201311170sea,min,PattCo00,pass_int,0,,,,,
player,201311170sea,min,PattCo00,pass_sacked,0,,,,,
player,201311170sea,min,PattCo00,pass_sacked_yds,0,,,,,
player,201311170sea,min,PattCo00,pass_long,0,,,,,
player,201311170sea,min,PattCo00,pass_rating,,,,,,
player,201311170sea,min,PattCo00,rush_att,0,,,,,
player,201311170sea,min,PattCo00,rush_yds,0,,,,,
player,201311170sea,min,PattCo00,rush_td,0,,,,,
player,201311170sea,min,PattCo00,rush_long,0,,,,,
player,201311170sea,min,PattCo00,targets,9,,,,,
player,201311170sea,min,PattCo00,rec,3,,,,,
player,201311170sea,min,PattCo00,rec_yds,28,,,,,
player,201311170sea,min,PattCo00,rec_td,0,,,,,
player,201311170sea,min,PattCo00,rec_long,15,,,,,
player,201311170sea,min,PattCo00,fumbles,0,,,,,
player,201311170sea,min,PattCo00,fumbles_lost,0,,,,,
player,201311170sea,min,FeltJe00,pass_cmp,0,,,,,
player,201311170sea,min,FeltJe00,pass_att,0,,,,,
player,201311170sea,min,FeltJe00,pass_yds,0,,,,,
player,201311170sea,min,FeltJe00,pass_td,0,,,,,
player,201311170sea,min,FeltJe00,pass_int,0,,,,,
player,201311170sea,min,FeltJe00,pass_sacked,0,,,,,
player,201311170sea,min,FeltJe00,pass_sacked_yds,0,,,,,
player,201311170sea,min,FeltJe00,pass_long,0,,,,,
player,201311170sea,min,FeltJe00,pass_rating,,,,,,
player,201311170sea,min,FeltJe00,rush_att,0,,,,,
player,201311170sea,min,FeltJe00,rush_yds,0,,,,,
player,201311170sea,min,FeltJe00,rush_td,0,,,,,
player,201311170sea,min,FeltJe00,rush_long,0,,,,,
player,201311170sea,min,FeltJe00,targets,2,,,,,
player,201311170sea,min,FeltJe00,rec,2,,,,,
player,201311170sea,min,FeltJe00,rec_yds,13,,,,,
player,201311170sea,min,FeltJe00,rec_td,0,,,,,
player,201311170sea,min,FeltJe00,rec_long,10,,,,,
player,201311170sea,min,FeltJe00,fumbles,0,,,,,
player,201311170sea,min,FeltJe00,fumbles_lost,0,,,,,
player,201311170sea,min,FordCh00,pass_cmp,0,,,,,
player,201311170sea,min,FordCh00,pass_att,0,,,,,
player,201311170sea,min,FordCh00,pass_yds,0,,,,,
player,201311170sea,min,FordCh00,pass_td,0,,,,,
player,201311170sea,min,FordCh00,pass_int,0,,,,,
player,201311170sea,min,FordCh00,pass_sacked,0,,,,,
player,201311170sea,min,FordCh00,pass_sacked_yds,0,,,,,
player,201311170sea,min,FordCh00,pass_long,0,,,,,
player,201311170sea,min,FordCh00,pass_rating,,,,,,
player,201311170sea,min,FordCh00,rush_att,0,,,,,
player,201311170sea,min,FordCh00,rush_yds,0,,,,,
player,201311170sea,min,FordCh00,rush_td,0,,,,,
player,201311170sea,min,FordCh00,rush_long,0,,,,,
player,201311170sea,min,FordCh00,targets,1,,,,,
player,201311170sea,min,FordCh00,rec,1,,,,,
player,201311170sea,min,FordCh00,rec_yds,11,,,,,
player,201311170sea,min,FordCh00,rec_td,0,,,,,
player,201311170sea,min,FordCh00,rec_long,11,,,,,
player,201311170sea,min,FordCh00,fumbles,0,,,,,
player,201311170sea,min,FordCh00,fumbles_lost,0,,,,,
player,201311170sea,min,WebbJo00,pass_cmp,0,,,,,
player,201311170sea,min,WebbJo00,pass_att,0,,,,,
player,201311170sea,min,WebbJo00,pass_yds,0,,,,,
player,201311170sea,min,WebbJo00,pass_td,0,,,,,
player,201311170sea,min,WebbJo00,pass_int,0,,,,,
player,201311170sea,min,WebbJo00,pass_sacked,0,,,,,
player,201311170sea,min,WebbJo00,pass_sacked_yds,0,,,,,
player,201311170sea,min,WebbJo00,pass_long,0,,,,,
player,201311170sea,min,WebbJo00,pass_rating,,,,,,
player,201311170sea,min,WebbJo00,rush_att,0,,,,,
player,201311170sea,min,WebbJo00,rush_yds,0,,,,,
player,201311170sea,min,WebbJo00,rush_td,0,,,,,
player,201311170sea,min,WebbJo00,rush_long,0,,,,,
player,201311170sea,min,WebbJo00,targets,3,,,,,
player,201311170sea,min,WebbJo00,rec,2,,,,,
player,201311170sea,min,WebbJo00,rec_yds,9,,,,,
player,201311170sea,min,WebbJo00,rec_td,0,,,,,
player,201311170sea,min,WebbJo00,rec_long,8,,,,,
player,201311170sea,min,WebbJo00,fumbles,0,,,,,
player,201311170sea,min,WebbJo00,fumbles_lost,0,,,,,
player,201311170sea,min,SimpJe00,pass_cmp,0,,,,,
player,201311170sea,min,SimpJe00,pass_att,0,,,,,
player,201311170sea,min,SimpJe00,pass_yds,0,,,,,
player,201311170sea,min,SimpJe00,pass_td,0,,,,,
player,201311170sea,min,SimpJe00,pass_int,0,,,,,
player,201311170sea,min,SimpJe00,pass_sacked,0,,,,,
player,201311170sea,min,SimpJe00,pass_sacked_yds,0,,,,,
player,201311170sea,min,SimpJe00,pass_long,0,,,,,
player,201311170sea,min,SimpJe00,pass_rating,,,,,,
player,201311170sea,min,SimpJe00,rush_att,0,,,,,
player,201311170sea,min,SimpJe00,rush_yds,0,,,,,
player,201311170sea,min,SimpJe00,rush_td,0,,,,,
player,201311170sea,min,SimpJe00,rush_long,0,,,,,
player,201311170sea,min,SimpJe00,targets,2,,,,,
player,201311170sea,min,SimpJe00,rec,1,,,,,
player,201311170sea,min,SimpJe00,rec_yds,1,,,,,
player,201311170sea,min,SimpJe00,rec_td,0,,,,,
player,201311170sea,min,SimpJe00,rec_long,1,,,,,
player,201311170sea,min,SimpJe00,fumbles,0,,,,,
player,201311170sea,min,SimpJe00,fumbles_lost,0,,,,,
player,201311170sea,sea,WilsRu00,pass_cmp,13,,,,,
player,201311170sea,sea,WilsRu00,pass_att,18,,,,,
player,201311170sea,sea,WilsRu00,pass_yds,230,,,,,
player,201311170sea,sea,WilsRu00,pass_td,2,,,,,
player,201311170sea,sea,WilsRu00,pass_int,0,,,,,
player,201311170sea,sea,WilsRu00,pass_sacked,1,,,,,
player,201311170sea,sea,WilsRu00,pass_sacked_yds,6,,,,,
player,201311170sea,sea,WilsRu00,pass_long,44,,,,,
player,201311170sea,sea,WilsRu00,pass_rating,151.4,,,,,
player,201311170sea,sea,WilsRu00,rush_att,2,,,,,
player,201311170sea,sea,WilsRu00,rush_yds,14,,,,,
player,201311170sea,sea,WilsRu00,rush_td,0,,,,,
player,201311170sea,sea,WilsRu00,rush_long,12,,,,,
player,201311170sea,sea,WilsRu00,targets,0,,,,,
player,201311170sea,sea,WilsRu00,rec,0,,,,,
player,201311170sea,sea,WilsRu00,rec_yds,0,,,,,
player,201311170sea,sea,WilsRu00,rec_td,0,,,,,
player,201311170sea,sea,WilsRu00,rec_long,0,,,,,
player,201311170sea,sea,WilsRu00,fumbles,0,,,,,
player,201311170sea,sea,WilsRu00,fumbles_lost,0,,,,,
player,201311170sea,sea,JackTa00,pass_cmp,1,,,,,
player,201311170sea,sea,JackTa00,pass_att,3,,,,,
player,201311170sea,sea,JackTa00,pass_yds,6,,,,,
player,201311170sea,sea,JackTa00,pass_td,0,,,,,
player,201311170sea,sea,JackTa00,pass_int,0,,,,,
player,201311170sea,sea,JackTa00,pass_sacked,0,,,,,
player,201311170sea,sea,JackTa00,pass_sacked_yds,0,,,,,
player,201311170sea,sea,JackTa00,pass_long,6,,,,,
player,201311170sea,sea,JackTa00,pass_rating,42.4,,,,,
player,201311170sea,sea,JackTa00,rush_att,1,,,,,
player,201311170sea,sea,JackTa00,rush_yds,-1,,,,,
player,201311170sea,sea,JackTa00,rush_td,0,,,,,
player,201311170sea,sea,JackTa00,rush_long,-1,,,,,
player,201311170sea,sea,JackTa00,targets,0,,,,,
player,201311170sea,sea,JackTa00,rec,0,,,,,
player,201311170sea,sea,JackTa00,rec_yds,0,,,,,
player,201311170sea,sea,JackTa00,rec_td,0,,,,,
player,201311170sea,sea,JackTa00,rec_long,0,,,,,
player,201311170sea,sea,JackTa00,fumbles,0,,,,,
player,201311170sea,sea,JackTa00,fumbles_lost,0,,,,,
player,201311170sea,sea,LyncMa00,pass_cmp,0,,,,,
player,201311170sea,sea,LyncMa00,pass_att,0,,,,,
player,201311170sea,sea,LyncMa00,pass_yds,0,,,,,
player,201311170sea,sea,LyncMa00,pass_td,0,,,,,
player,201311170sea,sea,LyncMa00,pass_int,0,,,,,
player,201311170sea,sea,LyncMa00,pass_sacked,0,,,,,
player,201311170sea,sea,LyncMa00,pass_sacked_yds,0,,,,,
player,201311170sea,sea,LyncMa00,pass_long,0,,,,,
player,201311170sea,sea,LyncMa00,pass_rating,,,,,,
player,201311170sea,sea,LyncMa00,rush_att,17,,,,,
player,201311170sea,sea,LyncMa00,rush_yds,54,,,,,
player,201311170sea,sea,LyncMa00,rush_td,2,,,,,
player,201311170sea,sea,LyncMa00,rush_long,23,,,,,
player,201311170sea,sea,LyncMa00,targets,2,,,,,
player,201311170sea,sea,LyncMa00,rec,2,,,,,
player,201311170sea,sea,LyncMa00,rec_yds,9,,,,,
player,201311170sea,sea,LyncMa00,rec_td,1,,,,,
player,201311170sea,sea,LyncMa00,rec_long,6,,,,,
player,201311170sea,sea,LyncMa00,fumbles,1,,,,,
player,201311170sea,sea,LyncMa00,fumbles_lost,0,,,,,
player,201311170sea,sea,TurbRo00,pass_cmp,0,,,,,
player,201311170sea,sea,TurbRo00,pass_att,0,,,,,
player,201311170sea,sea,TurbRo00,pass_yds,0,,,,,
player,201311170sea,sea,TurbRo00,pass_td,0,,,,,
player,201311170sea,sea,TurbRo00,pass_int,0,,,,,
player,201311170sea,sea,TurbRo00,pass_sacked,0,,,,,
player,201311170sea,sea,TurbRo00,pass_sacked_yds,0,,,,,
player,201311170sea,sea,TurbRo00,pass_long,0,,,,,
player,201311170sea,sea,TurbRo00,pass_rating,,,,,,
player,201311170sea,sea,TurbRo00,rush_att,7,,,,,
player,201311170sea,sea,TurbRo00,rush_yds,17,,,,,
player,201311170sea,sea,TurbRo00,rush_td,0,,,,,
player,201311170sea,sea,TurbRo00,rush_long,7,,,,,
player,201311170sea,sea,TurbRo00,targets,2,,,,,
player,201311170sea,sea,TurbRo00,rec,1,,,,,
player,201311170sea,sea,TurbRo00,rec_yds,12,,,,,
player,201311170sea,sea,TurbRo00,rec_td,0,,,,,
player,201311170sea,sea,TurbRo00,rec_long,12,,,,,
player,201311170sea,sea,TurbRo00,fumbles,0,,,,,
player,201311170sea,sea,TurbRo00,fumbles_lost,0,,,,,
player,201311170sea,sea,MichCh00,pass_cmp,0,,,,,
player,201311170sea,sea,MichCh00,pass_att,0,,,,,
player,201311170sea,sea,MichCh00,pass_yds,0,,,,,
player,201311170sea,sea,MichCh00,pass_td,0,,,,,
player,201311170sea,sea,MichCh00,pass_int,0,,,,,
player,201311170sea,sea,MichCh00,pass_sacked,0,,,,,
player,201311170sea,sea,MichCh00,pass_sacked_yds,0,,,,,
player,201311170sea,sea,MichCh00,pass_long,0,,,,,
player,201311170sea,sea,MichCh00,pass_rating,,,,,,
player,201311170sea,sea,MichCh00,rush_att,1,,,,,
player,201311170sea,sea,MichCh00,rush_yds,9,,,,,
player,201311170sea,sea,MichCh00,rush_td,0,,,,,
player,201311170sea,sea,MichCh00,rush_long,9,,,,,
player,201311170sea,sea,MichCh00,targets,0,,,,,
player,201311170sea,sea,MichCh00,rec,0,,,,,
player,201311170sea,sea,MichCh00,rec_yds,0,,,,,
player,201311170sea,sea,MichCh00,rec_td,0,,,,,
player,201311170sea,sea,MichCh00,rec_long,0,,,,,
player,201311170sea,sea,MichCh00,fumbles,0,,,,,
player,201311170sea,sea,MichCh00,fumbles_lost,0,,,,,
player,201311170sea,sea,MillZa01,pass_cmp,0,,,,,
player,201311170sea,sea,MillZa01,pass_att,0,,,,,
player,201311170sea,sea,MillZa01,pass_yds,0,,,,,
player,201311170sea,sea,MillZa01,pass_td,0,,,,,
player,201311170sea,sea,MillZa01,pass_int,0,,,,,
player,201311170sea,sea,MillZa01,pass_sacked,0,,,,,
player,201311170sea,sea,MillZa01,pass_sacked_yds,0,,,,,
player,201311170sea,sea,MillZa01,pass_long,0,,,,,
player,201311170sea,sea,MillZa01,pass_rating,,,,,,
player,201311170sea,sea,MillZa01,rush_att,0,,,,,
player,201311170sea,sea,MillZa01,rush_yds,0,,,,,
player,201311170sea,sea,MillZa01,rush_td,0,,,,,
player,201311170sea,sea,MillZa01,rush_long,0,,,,,
player,201311170sea,sea,MillZa01,targets,5,,,,,
player,201311170sea,sea,MillZa01,rec,4,,,,,
player,201311170sea,sea,MillZa01,rec_yds,69,,,,,
player,201311170sea,sea,MillZa01,rec_td,0,,,,,
player,201311170sea,sea,MillZa01,rec_long,34,,,,,
player,201311170sea,sea,MillZa01,fumbles,0,,,,,
player,201311170sea,sea,MillZa01,fumbles_lost,0,,,,,
player,201311170sea,sea,BaldDo00,pass_cmp,0,,,,,
player,201311170sea,sea,BaldDo00,pass_att,0,,,,,
player,201311170sea,sea,BaldDo00,pass_yds,0,,,,,
player,201311170sea,sea,BaldDo00,pass_td,0,,,,,
player,201311170sea,sea,BaldDo00,pass_int,0,,,,,
player,201311170sea,sea,BaldDo00,pass_sacked,0,,,,,
player,201311170sea,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201311170sea,sea,BaldDo00,pass_long,0,,,,,
player,201311170sea,sea,BaldDo00,pass_rating,,,,,,
player,201311170sea,sea,BaldDo00,rush_att,0,,,,,
player,201311170sea,sea,BaldDo00,rush_yds,0,,,,,
player,201311170sea,sea,BaldDo00,rush_td,0,,,,,
player,201311170sea,sea,BaldDo00,rush_long,0,,,,,
player,201311170sea,sea,BaldDo00,targets,2,,,,,
player,201311170sea,sea,BaldDo00,rec,2,,,,,
player,201311170sea,sea,BaldDo00,rec_yds,63,,,,,
player,201311170sea,sea,BaldDo00,rec_td,1,,,,,
player,201311170sea,sea,BaldDo00,rec_long,44,,,,,
player,201311170sea,sea,BaldDo00,fumbles,0,,,,,
player,201311170sea,sea,BaldDo00,fumbles_lost,0,,,,,
player,201311170sea,sea,LockRi00,pass_cmp,0,,,,,
player,201311170sea,sea,LockRi00,pass_att,0,,,,,
player,201311170sea,sea,LockRi00,pass_yds,0,,,,,
player,201311170sea,sea,LockRi00,pass_td,0,,,,,
player,201311170sea,sea,LockRi00,pass_int,0,,,,,
player,201311170sea,sea,LockRi00,pass_sacked,0,,,,,
player,201311170sea,sea,LockRi00,pass_sacked_yds,0,,,,,
player,201311170sea,sea,LockRi00,pass_long,0,,,,,
player,201311170sea,sea,LockRi00,pass_rating,,,,,,
player,201311170sea,sea,LockRi00,rush_att,0,,,,,
player,201311170sea,sea,LockRi00,rush_yds,0,,,,,
player,201311170sea,sea,LockRi00,rush_td,0,,,,,
player,201311170sea,sea,LockRi00,rush_long,0,,,,,
player,201311170sea,sea,LockRi00,targets,1,,,,,
player,201311170sea,sea,LockRi00,rec,1,,,,,
player,201311170sea,sea,LockRi00,rec_yds,27,,,,,
player,201311170sea,sea,LockRi00,rec_td,0,,,,,
player,201311170sea,sea,LockRi00,rec_long,27,,,,,
player,201311170sea,sea,LockRi00,fumbles,0,,,,,
player,201311170sea,sea,LockRi00,fumbles_lost,0,,,,,
player,201311170sea,sea,TateGo00,pass_cmp,0,,,,,
player,201311170sea,sea,TateGo00,pass_att,0,,,,,
player,201311170sea,sea,TateGo00,pass_yds,0,,,,,
player,201311170sea,sea,TateGo00,pass_td,0,,,,,
player,201311170sea,sea,TateGo00,pass_int,0,,,,,
player,201311170sea,sea,TateGo00,pass_sacked,0,,,,,
player,201311170sea,sea,TateGo00,pass_sacked_yds,0,,,,,
player,201311170sea,sea,TateGo00,pass_long,0,,,,,
player,201311170sea,sea,TateGo00,pass_rating,,,,,,
player,201311170sea,sea,TateGo00,rush_att,0,,,,,
player,201311170sea,sea,TateGo00,rush_yds,0,,,,,
player,201311170sea,sea,TateGo00,rush_td,0,,,,,
player,201311170sea,sea,TateGo00,rush_long,0,,,,,
player,201311170sea,sea,TateGo00,targets,4,,,,,
player,201311170sea,sea,TateGo00,rec,1,,,,,
player,201311170sea,sea,TateGo00,rec_yds,26,,,,,
player,201311170sea,sea,TateGo00,rec_td,0,,,,,
player,201311170sea,sea,TateGo00,rec_long,26,,,,,
player,201311170sea,sea,TateGo00,fumbles,0,,,,,
player,201311170sea,sea,TateGo00,fumbles_lost,0,,,,,
player,201311170sea,sea,HarvPe00,pass_cmp,0,,,,,
player,201311170sea,sea,HarvPe00,pass_att,0,,,,,
player,201311170sea,sea,HarvPe00,pass_yds,0,,,,,
player,201311170sea,sea,HarvPe00,pass_td,0,,,,,
player,201311170sea,sea,HarvPe00,pass_int,0,,,,,
player,201311170sea,sea,HarvPe00,pass_sacked,0,,,,,
player,201311170sea,sea,HarvPe00,pass_sacked_yds,0,,,,,
player,201311170sea,sea,HarvPe00,pass_long,0,,,,,
player,201311170sea,sea,HarvPe00,pass_rating,,,,,,
player,201311170sea,sea,HarvPe00,rush_att,0,,,,,
player,201311170sea,sea,HarvPe00,rush_yds,0,,,,,
player,201311170sea,sea,HarvPe00,rush_td,0,,,,,
player,201311170sea,sea,HarvPe00,rush_long,0,,,,,
player,201311170sea,sea,HarvPe00,targets,1,,,,,
player,201311170sea,sea,HarvPe00,rec,1,,,,,
player,201311170sea,sea,HarvPe00,rec_yds,17,,,,,
player,201311170sea,sea,HarvPe00,rec_td,0,,,,,
player,201311170sea,sea,HarvPe00,rec_long,17,,,,,
player,201311170sea,sea,HarvPe00,fumbles,0,,,,,
player,201311170sea,sea,HarvPe00,fumbles_lost,0,,,,,
player,201311170sea,sea,WillLu00,pass_cmp,0,,,,,
player,201311170sea,sea,WillLu00,pass_att,0,,,,,
player,201311170sea,sea,WillLu00,pass_yds,0,,,,,
player,201311170sea,sea,WillLu00,pass_td,0,,,,,
player,201311170sea,sea,WillLu00,pass_int,0,,,,,
player,201311170sea,sea,WillLu00,pass_sacked,0,,,,,
player,201311170sea,sea,WillLu00,pass_sacked_yds,0,,,,,
player,201311170sea,sea,WillLu00,pass_long,0,,,,,
player,201311170sea,sea,WillLu00,pass_rating,,,,,,
player,201311170sea,sea,WillLu00,rush_att,0,,,,,
player,201311170sea,sea,WillLu00,rush_yds,0,,,,,
player,201311170sea,sea,WillLu00,rush_td,0,,,,,
player,201311170sea,sea,WillLu00,rush_long,0,,,,,
player,201311170sea,sea,WillLu00,targets,1,,,,,
player,201311170sea,sea,WillLu00,rec,1,,,,,
player,201311170sea,sea,WillLu00,rec_yds,7,,,,,
player,201311170sea,sea,WillLu00,rec_td,0,,,,,
player,201311170sea,sea,WillLu00,rec_long,7,,,,,
player,201311170sea,sea,WillLu00,fumbles,0,,,,,
player,201311170sea,sea,WillLu00,fumbles_lost,0,,,,,
player,201311170sea,sea,RobiMi00,pass_cmp,0,,,,,
player,201311170sea,sea,RobiMi00,pass_att,0,,,,,
player,201311170sea,sea,RobiMi00,pass_yds,0,,,,,
player,201311170sea,sea,RobiMi00,pass_td,0,,,,,
player,201311170sea,sea,RobiMi00,pass_int,0,,,,,
