game,2013,10,20131110,201311100sfo,car,"Carolina Panthers",10,sfo,"San Francisco 49ers",9
player,201311100sfo,sfo,DahlCr99,fumbles_rec_yds,0,,,,,
player,201311100sfo,sfo,DahlCr99,fumbles_rec_td,0,,,,,
player,201311100sfo,sfo,DahlCr99,fumbles_forced,0,,,,,
player,201311100sfo,sfo,McDoRa99,def_int,0,,,,,
player,201311100sfo,sfo,McDoRa99,def_int_yds,0,,,,,
player,201311100sfo,sfo,McDoRa99,def_int_td,0,,,,,
player,201311100sfo,sfo,McDoRa99,def_int_long,0,,,,,
player,201311100sfo,sfo,McDoRa99,pass_defended,0,,,,,
player,201311100sfo,sfo,McDoRa99,sacks,0.0,,,,,
player,201311100sfo,sfo,McDoRa99,tackles_combined,2,,,,,
player,201311100sfo,sfo,McDoRa99,tackles_solo,2,,,,,
player,201311100sfo,sfo,McDoRa99,tackles_assists,0,,,,,
player,201311100sfo,sfo,McDoRa99,tackles_loss,0,,,,,
player,201311100sfo,sfo,McDoRa99,qb_hits,0,,,,,
player,201311100sfo,sfo,McDoRa99,fumbles_rec,0,,,,,
player,201311100sfo,sfo,McDoRa99,fumbles_rec_yds,0,,,,,
player,201311100sfo,sfo,McDoRa99,fumbles_rec_td,0,,,,,
player,201311100sfo,sfo,McDoRa99,fumbles_forced,0,,,,,
player,201311100sfo,sfo,RogeCa20,def_int,0,,,,,
player,201311100sfo,sfo,RogeCa20,def_int_yds,0,,,,,
player,201311100sfo,sfo,RogeCa20,def_int_td,0,,,,,
player,201311100sfo,sfo,RogeCa20,def_int_long,0,,,,,
player,201311100sfo,sfo,RogeCa20,pass_defended,0,,,,,
player,201311100sfo,sfo,RogeCa20,sacks,0.0,,,,,
player,201311100sfo,sfo,RogeCa20,tackles_combined,2,,,,,
player,201311100sfo,sfo,RogeCa20,tackles_solo,2,,,,,
player,201311100sfo,sfo,RogeCa20,tackles_assists,0,,,,,
player,201311100sfo,sfo,RogeCa20,tackles_loss,0,,,,,
player,201311100sfo,sfo,RogeCa20,qb_hits,0,,,,,
player,201311100sfo,sfo,RogeCa20,fumbles_rec,0,,,,,
player,201311100sfo,sfo,RogeCa20,fumbles_rec_yds,0,,,,,
player,201311100sfo,sfo,RogeCa20,fumbles_rec_td,0,,,,,
player,201311100sfo,sfo,RogeCa20,fumbles_forced,0,,,,,
player,201311100sfo,sfo,SpilCJ99,def_int,0,,,,,
player,201311100sfo,sfo,SpilCJ99,def_int_yds,0,,,,,
player,201311100sfo,sfo,SpilCJ99,def_int_td,0,,,,,
player,201311100sfo,sfo,SpilCJ99,def_int_long,0,,,,,
player,201311100sfo,sfo,SpilCJ99,pass_defended,0,,,,,
player,201311100sfo,sfo,SpilCJ99,sacks,0.0,,,,,
player,201311100sfo,sfo,SpilCJ99,tackles_combined,2,,,,,
player,201311100sfo,sfo,SpilCJ99,tackles_solo,2,,,,,
player,201311100sfo,sfo,SpilCJ99,tackles_assists,0,,,,,
player,201311100sfo,sfo,SpilCJ99,tackles_loss,0,,,,,
player,201311100sfo,sfo,SpilCJ99,qb_hits,0,,,,,
player,201311100sfo,sfo,SpilCJ99,fumbles_rec,0,,,,,
player,201311100sfo,sfo,SpilCJ99,fumbles_rec_yds,0,,,,,
player,201311100sfo,sfo,SpilCJ99,fumbles_rec_td,0,,,,,
player,201311100sfo,sfo,SpilCJ99,fumbles_forced,0,,,,,
player,201311100sfo,sfo,WilhMi00,def_int,0,,,,,
player,201311100sfo,sfo,WilhMi00,def_int_yds,0,,,,,
player,201311100sfo,sfo,WilhMi00,def_int_td,0,,,,,
player,201311100sfo,sfo,WilhMi00,def_int_long,0,,,,,
player,201311100sfo,sfo,WilhMi00,pass_defended,0,,,,,
player,201311100sfo,sfo,WilhMi00,sacks,0.0,,,,,
player,201311100sfo,sfo,WilhMi00,tackles_combined,2,,,,,
player,201311100sfo,sfo,WilhMi00,tackles_solo,2,,,,,
player,201311100sfo,sfo,WilhMi00,tackles_assists,0,,,,,
player,201311100sfo,sfo,WilhMi00,tackles_loss,0,,,,,
player,201311100sfo,sfo,WilhMi00,qb_hits,0,,,,,
player,201311100sfo,sfo,WilhMi00,fumbles_rec,0,,,,,
player,201311100sfo,sfo,WilhMi00,fumbles_rec_yds,0,,,,,
player,201311100sfo,sfo,WilhMi00,fumbles_rec_td,0,,,,,
player,201311100sfo,sfo,WilhMi00,fumbles_forced,0,,,,,
player,201311100sfo,sfo,DobbDe00,def_int,0,,,,,
player,201311100sfo,sfo,DobbDe00,def_int_yds,0,,,,,
player,201311100sfo,sfo,DobbDe00,def_int_td,0,,,,,
player,201311100sfo,sfo,DobbDe00,def_int_long,0,,,,,
player,201311100sfo,sfo,DobbDe00,pass_defended,1,,,,,
player,201311100sfo,sfo,DobbDe00,sacks,0.0,,,,,
player,201311100sfo,sfo,DobbDe00,tackles_combined,1,,,,,
player,201311100sfo,sfo,DobbDe00,tackles_solo,1,,,,,
player,201311100sfo,sfo,DobbDe00,tackles_assists,0,,,,,
player,201311100sfo,sfo,DobbDe00,tackles_loss,0,,,,,
player,201311100sfo,sfo,DobbDe00,qb_hits,0,,,,,
player,201311100sfo,sfo,DobbDe00,fumbles_rec,0,,,,,
player,201311100sfo,sfo,DobbDe00,fumbles_rec_yds,0,,,,,
player,201311100sfo,sfo,DobbDe00,fumbles_rec_td,0,,,,,
player,201311100sfo,sfo,DobbDe00,fumbles_forced,0,,,,,
player,201311100sfo,sfo,MorrDa01,def_int,0,,,,,
player,201311100sfo,sfo,MorrDa01,def_int_yds,0,,,,,
player,201311100sfo,sfo,MorrDa01,def_int_td,0,,,,,
player,201311100sfo,sfo,MorrDa01,def_int_long,0,,,,,
player,201311100sfo,sfo,MorrDa01,pass_defended,0,,,,,
player,201311100sfo,sfo,MorrDa01,sacks,0.0,,,,,
player,201311100sfo,sfo,MorrDa01,tackles_combined,1,,,,,
player,201311100sfo,sfo,MorrDa01,tackles_solo,1,,,,,
player,201311100sfo,sfo,MorrDa01,tackles_assists,0,,,,,
player,201311100sfo,sfo,MorrDa01,tackles_loss,0,,,,,
player,201311100sfo,sfo,MorrDa01,qb_hits,0,,,,,
player,201311100sfo,sfo,MorrDa01,fumbles_rec,0,,,,,
player,201311100sfo,sfo,MorrDa01,fumbles_rec_yds,0,,,,,
player,201311100sfo,sfo,MorrDa01,fumbles_rec_td,0,,,,,
player,201311100sfo,sfo,MorrDa01,fumbles_forced,0,,,,,
player,201311100sfo,sfo,ReidEr00,def_int,0,,,,,
player,201311100sfo,sfo,ReidEr00,def_int_yds,0,,,,,
player,201311100sfo,sfo,ReidEr00,def_int_td,0,,,,,
player,201311100sfo,sfo,ReidEr00,def_int_long,0,,,,,
player,201311100sfo,sfo,ReidEr00,pass_defended,0,,,,,
player,201311100sfo,sfo,ReidEr00,sacks,0.0,,,,,
player,201311100sfo,sfo,ReidEr00,tackles_combined,1,,,,,
player,201311100sfo,sfo,ReidEr00,tackles_solo,1,,,,,
player,201311100sfo,sfo,ReidEr00,tackles_assists,0,,,,,
player,201311100sfo,sfo,ReidEr00,tackles_loss,0,,,,,
player,201311100sfo,sfo,ReidEr00,qb_hits,0,,,,,
player,201311100sfo,sfo,ReidEr00,fumbles_rec,1,,,,,
player,201311100sfo,sfo,ReidEr00,fumbles_rec_yds,0,,,,,
player,201311100sfo,sfo,ReidEr00,fumbles_rec_td,0,,,,,
player,201311100sfo,sfo,ReidEr00,fumbles_forced,0,,,,,
player,201311100sfo,sfo,VentRa20,def_int,0,,,,,
player,201311100sfo,sfo,VentRa20,def_int_yds,0,,,,,
player,201311100sfo,sfo,VentRa20,def_int_td,0,,,,,
player,201311100sfo,sfo,VentRa20,def_int_long,0,,,,,
player,201311100sfo,sfo,VentRa20,pass_defended,0,,,,,
player,201311100sfo,sfo,VentRa20,sacks,0.0,,,,,
player,201311100sfo,sfo,VentRa20,tackles_combined,1,,,,,
player,201311100sfo,sfo,VentRa20,tackles_solo,1,,,,,
player,201311100sfo,sfo,VentRa20,tackles_assists,0,,,,,
player,201311100sfo,sfo,VentRa20,tackles_loss,0,,,,,
player,201311100sfo,sfo,VentRa20,qb_hits,0,,,,,
player,201311100sfo,sfo,VentRa20,fumbles_rec,0,,,,,
player,201311100sfo,sfo,VentRa20,fumbles_rec_yds,0,,,,,
player,201311100sfo,sfo,VentRa20,fumbles_rec_td,0,,,,,
player,201311100sfo,sfo,VentRa20,fumbles_forced,0,,,,,
player,201311100sfo,car,GinnTe00,kick_ret,2,,,,,
player,201311100sfo,car,GinnTe00,kick_ret_yds,42,,,,,
player,201311100sfo,car,GinnTe00,kick_ret_yds_per_ret,21.0,,,,,
player,201311100sfo,car,GinnTe00,kick_ret_td,0,,,,,
player,201311100sfo,car,GinnTe00,kick_ret_long,23,,,,,
player,201311100sfo,car,GinnTe00,punt_ret,3,,,,,
player,201311100sfo,car,GinnTe00,punt_ret_yds,65,,,,,
player,201311100sfo,car,GinnTe00,punt_ret_yds_per_ret,21.7,,,,,
player,201311100sfo,car,GinnTe00,punt_ret_td,0,,,,,
player,201311100sfo,car,GinnTe00,punt_ret_long,25,,,,,
player,201311100sfo,car,FlorDr20,kick_ret,0,,,,,
player,201311100sfo,car,FlorDr20,kick_ret_yds,0,,,,,
player,201311100sfo,car,FlorDr20,kick_ret_yds_per_ret,,,,,,
player,201311100sfo,car,FlorDr20,kick_ret_td,0,,,,,
player,201311100sfo,car,FlorDr20,kick_ret_long,0,,,,,
player,201311100sfo,car,FlorDr20,punt_ret,1,,,,,
player,201311100sfo,car,FlorDr20,punt_ret_yds,0,,,,,
player,201311100sfo,car,FlorDr20,punt_ret_yds_per_ret,0.0,,,,,
player,201311100sfo,car,FlorDr20,punt_ret_td,0,,,,,
player,201311100sfo,car,FlorDr20,punt_ret_long,0,,,,,
player,201311100sfo,car,LaFeBr00,kick_ret,0,,,,,
player,201311100sfo,car,LaFeBr00,kick_ret_yds,0,,,,,
player,201311100sfo,car,LaFeBr00,kick_ret_yds_per_ret,,,,,,
player,201311100sfo,car,LaFeBr00,kick_ret_td,0,,,,,
player,201311100sfo,car,LaFeBr00,kick_ret_long,0,,,,,
player,201311100sfo,car,LaFeBr00,punt_ret,1,,,,,
player,201311100sfo,car,LaFeBr00,punt_ret_yds,0,,,,,
player,201311100sfo,car,LaFeBr00,punt_ret_yds_per_ret,0.0,,,,,
player,201311100sfo,car,LaFeBr00,punt_ret_td,0,,,,,
player,201311100sfo,car,LaFeBr00,punt_ret_long,0,,,,,
player,201311100sfo,sfo,JameLa00,kick_ret,0,,,,,
player,201311100sfo,sfo,JameLa00,kick_ret_yds,0,,,,,
player,201311100sfo,sfo,JameLa00,kick_ret_yds_per_ret,,,,,,
player,201311100sfo,sfo,JameLa00,kick_ret_td,0,,,,,
player,201311100sfo,sfo,JameLa00,kick_ret_long,0,,,,,
player,201311100sfo,sfo,JameLa00,punt_ret,3,,,,,
player,201311100sfo,sfo,JameLa00,punt_ret_yds,35,,,,,
player,201311100sfo,sfo,JameLa00,punt_ret_yds_per_ret,11.7,,,,,
player,201311100sfo,sfo,JameLa00,punt_ret_td,0,,,,,
player,201311100sfo,sfo,JameLa00,punt_ret_long,18,,,,,
player,201311100sfo,sfo,DixoAn00,kick_ret,1,,,,,
player,201311100sfo,sfo,DixoAn00,kick_ret_yds,18,,,,,
player,201311100sfo,sfo,DixoAn00,kick_ret_yds_per_ret,18.0,,,,,
player,201311100sfo,sfo,DixoAn00,kick_ret_td,0,,,,,
player,201311100sfo,sfo,DixoAn00,kick_ret_long,18,,,,,
player,201311100sfo,sfo,DixoAn00,punt_ret,0,,,,,
player,201311100sfo,sfo,DixoAn00,punt_ret_yds,0,,,,,
player,201311100sfo,sfo,DixoAn00,punt_ret_yds_per_ret,,,,,,
player,201311100sfo,sfo,DixoAn00,punt_ret_td,0,,,,,
player,201311100sfo,sfo,DixoAn00,punt_ret_long,0,,,,,
player,201311100sfo,car,GanoGr44,xpm,1,,,,,
player,201311100sfo,car,GanoGr44,xpa,1,,,,,
player,201311100sfo,car,GanoGr44,fgm,1,,,,,
player,201311100sfo,car,GanoGr44,fga,2,,,,,
player,201311100sfo,car,GanoGr44,punt,0,,,,,
player,201311100sfo,car,GanoGr44,punt_yds,0,,,,,
player,201311100sfo,car,GanoGr44,punt_yds_per_punt,,,,,,
player,201311100sfo,car,GanoGr44,punt_long,0,,,,,
player,201311100sfo,car,NortBr00,xpm,,,,,,
player,201311100sfo,car,NortBr00,xpa,,,,,,
player,201311100sfo,car,NortBr00,fgm,,,,,,
player,201311100sfo,car,NortBr00,fga,,,,,,
player,201311100sfo,car,NortBr00,punt,7,,,,,
player,201311100sfo,car,NortBr00,punt_yds,320,,,,,
player,201311100sfo,car,NortBr00,punt_yds_per_punt,45.7,,,,,
player,201311100sfo,car,NortBr00,punt_long,65,,,,,
player,201311100sfo,sfo,LeexAn20,xpm,,,,,,
player,201311100sfo,sfo,LeexAn20,xpa,,,,,,
player,201311100sfo,sfo,LeexAn20,fgm,,,,,,
player,201311100sfo,sfo,LeexAn20,fga,,,,,,
player,201311100sfo,sfo,LeexAn20,punt,7,,,,,
player,201311100sfo,sfo,LeexAn20,punt_yds,341,,,,,
player,201311100sfo,sfo,LeexAn20,punt_yds_per_punt,48.7,,,,,
player,201311100sfo,sfo,LeexAn20,punt_long,60,,,,,
player,201311100sfo,sfo,dawsophi01,xpm,,,,,,
player,201311100sfo,sfo,dawsophi01,xpa,,,,,,
player,201311100sfo,sfo,dawsophi01,fgm,3,,,,,
player,201311100sfo,sfo,dawsophi01,fga,3,,,,,
player,201311100sfo,sfo,dawsophi01,punt,0,,,,,
player,201311100sfo,sfo,dawsophi01,punt_yds,0,,,,,
player,201311100sfo,sfo,dawsophi01,punt_yds_per_punt,,,,,,
player,201311100sfo,sfo,dawsophi01,punt_long,0,,,,,
player,201311100sfo,sfo,DaviAn27,pos,T,,,,,
player,201311100sfo,sfo,DaviAn27,offense,53,,,,,
player,201311100sfo,sfo,DaviAn27,off_pct,100%,,,,,
player,201311100sfo,sfo,DaviAn27,defense,0,,,,,
player,201311100sfo,sfo,DaviAn27,def_pct,0%,,,,,
player,201311100sfo,sfo,DaviAn27,special_teams,3,,,,,
player,201311100sfo,sfo,DaviAn27,st_pct,11%,,,,,
player,201311100sfo,sfo,IupaMi20,pos,G,,,,,
player,201311100sfo,sfo,IupaMi20,offense,53,,,,,
player,201311100sfo,sfo,IupaMi20,off_pct,100%,,,,,
player,201311100sfo,sfo,IupaMi20,defense,0,,,,,
player,201311100sfo,sfo,IupaMi20,def_pct,0%,,,,,
player,201311100sfo,sfo,IupaMi20,special_teams,3,,,,,
player,201311100sfo,sfo,IupaMi20,st_pct,11%,,,,,
player,201311100sfo,sfo,BoonAl21,pos,G,,,,,
player,201311100sfo,sfo,BoonAl21,offense,53,,,,,
player,201311100sfo,sfo,BoonAl21,off_pct,100%,,,,,
player,201311100sfo,sfo,BoonAl21,defense,0,,,,,
player,201311100sfo,sfo,BoonAl21,def_pct,0%,,,,,
player,201311100sfo,sfo,BoonAl21,special_teams,3,,,,,
player,201311100sfo,sfo,BoonAl21,st_pct,11%,,,,,
player,201311100sfo,sfo,StalJo20,pos,T,,,,,
player,201311100sfo,sfo,StalJo20,offense,53,,,,,
player,201311100sfo,sfo,StalJo20,off_pct,100%,,,,,
player,201311100sfo,sfo,StalJo20,defense,0,,,,,
player,201311100sfo,sfo,StalJo20,def_pct,0%,,,,,
player,201311100sfo,sfo,StalJo20,special_teams,3,,,,,
player,201311100sfo,sfo,StalJo20,st_pct,11%,,,,,
player,201311100sfo,sfo,GoodJo23,pos,C,,,,,
player,201311100sfo,sfo,GoodJo23,offense,53,,,,,
player,201311100sfo,sfo,GoodJo23,off_pct,100%,,,,,
player,201311100sfo,sfo,GoodJo23,defense,0,,,,,
player,201311100sfo,sfo,GoodJo23,def_pct,0%,,,,,
player,201311100sfo,sfo,GoodJo23,special_teams,2,,,,,
player,201311100sfo,sfo,GoodJo23,st_pct,7%,,,,,
player,201311100sfo,sfo,KaepCo00,pos,QB,,,,,
player,201311100sfo,sfo,KaepCo00,offense,53,,,,,
player,201311100sfo,sfo,KaepCo00,off_pct,100%,,,,,
player,201311100sfo,sfo,KaepCo00,defense,0,,,,,
player,201311100sfo,sfo,KaepCo00,def_pct,0%,,,,,
player,201311100sfo,sfo,KaepCo00,special_teams,0,,,,,
player,201311100sfo,sfo,KaepCo00,st_pct,0%,,,,,
player,201311100sfo,sfo,BoldAn00,pos,WR,,,,,
player,201311100sfo,sfo,BoldAn00,offense,47,,,,,
player,201311100sfo,sfo,BoldAn00,off_pct,89%,,,,,
player,201311100sfo,sfo,BoldAn00,defense,0,,,,,
player,201311100sfo,sfo,BoldAn00,def_pct,0%,,,,,
player,201311100sfo,sfo,BoldAn00,special_teams,0,,,,,
player,201311100sfo,sfo,BoldAn00,st_pct,0%,,,,,
player,201311100sfo,sfo,McDoVa00,pos,TE,,,,,
player,201311100sfo,sfo,McDoVa00,offense,42,,,,,
player,201311100sfo,sfo,McDoVa00,off_pct,79%,,,,,
player,201311100sfo,sfo,McDoVa00,defense,0,,,,,
player,201311100sfo,sfo,McDoVa00,def_pct,0%,,,,,
player,201311100sfo,sfo,McDoVa00,special_teams,6,,,,,
player,201311100sfo,sfo,McDoVa00,st_pct,22%,,,,,
player,201311100sfo,sfo,MannMa01,pos,WR,,,,,
player,201311100sfo,sfo,MannMa01,offense,42,,,,,
player,201311100sfo,sfo,MannMa01,off_pct,79%,,,,,
player,201311100sfo,sfo,MannMa01,defense,0,,,,,
player,201311100sfo,sfo,MannMa01,def_pct,0%,,,,,
player,201311100sfo,sfo,MannMa01,special_teams,0,,,,,
player,201311100sfo,sfo,MannMa01,st_pct,0%,,,,,
player,201311100sfo,sfo,GoreFr00,pos,RB,,,,,
player,201311100sfo,sfo,GoreFr00,offense,39,,,,,
player,201311100sfo,sfo,GoreFr00,off_pct,74%,,,,,
player,201311100sfo,sfo,GoreFr00,defense,0,,,,,
player,201311100sfo,sfo,GoreFr00,def_pct,0%,,,,,
player,201311100sfo,sfo,GoreFr00,special_teams,0,,,,,
player,201311100sfo,sfo,GoreFr00,st_pct,0%,,,,,
player,201311100sfo,sfo,MillBr02,pos,FB,,,,,
player,201311100sfo,sfo,MillBr02,offense,31,,,,,
player,201311100sfo,sfo,MillBr02,off_pct,58%,,,,,
player,201311100sfo,sfo,MillBr02,defense,0,,,,,
player,201311100sfo,sfo,MillBr02,def_pct,0%,,,,,
player,201311100sfo,sfo,MillBr02,special_teams,12,,,,,
player,201311100sfo,sfo,MillBr02,st_pct,44%,,,,,
player,201311100sfo,sfo,DaviVe00,pos,TE,,,,,
player,201311100sfo,sfo,DaviVe00,offense,22,,,,,
player,201311100sfo,sfo,DaviVe00,off_pct,42%,,,,,
player,201311100sfo,sfo,DaviVe00,defense,0,,,,,
player,201311100sfo,sfo,DaviVe00,def_pct,0%,,,,,
player,201311100sfo,sfo,DaviVe00,special_teams,0,,,,,
player,201311100sfo,sfo,DaviVe00,st_pct,0%,,,,,
player,201311100sfo,sfo,WillKy01,pos,WR,,,,,
player,201311100sfo,sfo,WillKy01,offense,20,,,,,
player,201311100sfo,sfo,WillKy01,off_pct,38%,,,,,
player,201311100sfo,sfo,WillKy01,defense,0,,,,,
player,201311100sfo,sfo,WillKy01,def_pct,0%,,,,,
player,201311100sfo,sfo,WillKy01,special_teams,0,,,,,
player,201311100sfo,sfo,WillKy01,st_pct,0%,,,,,
player,201311100sfo,sfo,HuntKe00,pos,RB,,,,,
player,201311100sfo,sfo,HuntKe00,offense,11,,,,,
player,201311100sfo,sfo,HuntKe00,off_pct,21%,,,,,
player,201311100sfo,sfo,HuntKe00,defense,0,,,,,
player,201311100sfo,sfo,HuntKe00,def_pct,0%,,,,,
player,201311100sfo,sfo,HuntKe00,special_teams,3,,,,,
player,201311100sfo,sfo,HuntKe00,st_pct,11%,,,,,
player,201311100sfo,sfo,SnydAd20,pos,G,,,,,
player,201311100sfo,sfo,SnydAd20,offense,5,,,,,
player,201311100sfo,sfo,SnydAd20,off_pct,9%,,,,,
player,201311100sfo,sfo,SnydAd20,defense,0,,,,,
player,201311100sfo,sfo,SnydAd20,def_pct,0%,,,,,
player,201311100sfo,sfo,SnydAd20,special_teams,3,,,,,
player,201311100sfo,sfo,SnydAd20,st_pct,11%,,,,,
player,201311100sfo,sfo,JameLa00,pos,RB,,,,,
player,201311100sfo,sfo,JameLa00,offense,3,,,,,
player,201311100sfo,sfo,JameLa00,off_pct,6%,,,,,
player,201311100sfo,sfo,JameLa00,defense,0,,,,,
player,201311100sfo,sfo,JameLa00,def_pct,0%,,,,,
player,201311100sfo,sfo,JameLa00,special_teams,7,,,,,
player,201311100sfo,sfo,JameLa00,st_pct,26%,,,,,
player,201311100sfo,sfo,BaldJo00,pos,WR,,,,,
player,201311100sfo,sfo,BaldJo00,offense,3,,,,,
player,201311100sfo,sfo,BaldJo00,off_pct,6%,,,,,
player,201311100sfo,sfo,BaldJo00,defense,0,,,,,
player,201311100sfo,sfo,BaldJo00,def_pct,0%,,,,,
player,201311100sfo,sfo,BaldJo00,special_teams,0,,,,,
player,201311100sfo,sfo,BaldJo00,st_pct,0%,,,,,
player,201311100sfo,sfo,BowmNa99,pos,LB,,,,,
player,201311100sfo,sfo,BowmNa99,offense,0,,,,,
player,201311100sfo,sfo,BowmNa99,off_pct,0%,,,,,
player,201311100sfo,sfo,BowmNa99,defense,66,,,,,
player,201311100sfo,sfo,BowmNa99,def_pct,100%,,,,,
player,201311100sfo,sfo,BowmNa99,special_teams,7,,,,,
player,201311100sfo,sfo,BowmNa99,st_pct,26%,,,,,
player,201311100sfo,sfo,WillPa98,pos,LB,,,,,
player,201311100sfo,sfo,WillPa98,offense,0,,,,,
player,201311100sfo,sfo,WillPa98,off_pct,0%,,,,,
player,201311100sfo,sfo,WillPa98,defense,66,,,,,
player,201311100sfo,sfo,WillPa98,def_pct,100%,,,,,
player,201311100sfo,sfo,WillPa98,special_teams,3,,,,,
player,201311100sfo,sfo,WillPa98,st_pct,11%,,,,,
player,201311100sfo,sfo,WhitDo20,pos,SS,,,,,
player,201311100sfo,sfo,WhitDo20,offense,0,,,,,
player,201311100sfo,sfo,WhitDo20,off_pct,0%,,,,,
player,201311100sfo,sfo,WhitDo20,defense,66,,,,,
player,201311100sfo,sfo,WhitDo20,def_pct,100%,,,,,
player,201311100sfo,sfo,WhitDo20,special_teams,0,,,,,
player,201311100sfo,sfo,WhitDo20,st_pct,0%,,,,,
player,201311100sfo,sfo,RogeCa20,pos,CB,,,,,
player,201311100sfo,sfo,RogeCa20,offense,0,,,,,
player,201311100sfo,sfo,RogeCa20,off_pct,0%,,,,,
player,201311100sfo,sfo,RogeCa20,defense,66,,,,,
player,201311100sfo,sfo,RogeCa20,def_pct,100%,,,,,
player,201311100sfo,sfo,RogeCa20,special_teams,0,,,,,
player,201311100sfo,sfo,RogeCa20,st_pct,0%,,,,,
player,201311100sfo,sfo,BrowTa99,pos,CB,,,,,
player,201311100sfo,sfo,BrowTa99,offense,0,,,,,
player,201311100sfo,sfo,BrowTa99,off_pct,0%,,,,,
player,201311100sfo,sfo,BrowTa99,defense,65,,,,,
player,201311100sfo,sfo,BrowTa99,def_pct,98%,,,,,
player,201311100sfo,sfo,BrowTa99,special_teams,3,,,,,
player,201311100sfo,sfo,BrowTa99,st_pct,11%,,,,,
player,201311100sfo,sfo,BrooAh21,pos,LB,,,,,
player,201311100sfo,sfo,BrooAh21,offense,0,,,,,
player,201311100sfo,sfo,BrooAh21,off_pct,0%,,,,,
player,201311100sfo,sfo,BrooAh21,defense,63,,,,,
player,201311100sfo,sfo,BrooAh21,def_pct,95%,,,,,
player,201311100sfo,sfo,BrooAh21,special_teams,3,,,,,
player,201311100sfo,sfo,BrooAh21,st_pct,11%,,,,,
player,201311100sfo,sfo,SmitJu20,pos,DT,,,,,
player,201311100sfo,sfo,SmitJu20,offense,0,,,,,
player,201311100sfo,sfo,SmitJu20,off_pct,0%,,,,,
player,201311100sfo,sfo,SmitJu20,defense,54,,,,,
player,201311100sfo,sfo,SmitJu20,def_pct,82%,,,,,
player,201311100sfo,sfo,SmitJu20,special_teams,3,,,,,
player,201311100sfo,sfo,SmitJu20,st_pct,11%,,,,,
player,201311100sfo,sfo,DorsGl99,pos,NT,,,,,
player,201311100sfo,sfo,DorsGl99,offense,0,,,,,
player,201311100sfo,sfo,DorsGl99,off_pct,0%,,,,,
player,201311100sfo,sfo,DorsGl99,defense,43,,,,,
player,201311100sfo,sfo,DorsGl99,def_pct,65%,,,,,
player,201311100sfo,sfo,DorsGl99,special_teams,3,,,,,
player,201311100sfo,sfo,DorsGl99,st_pct,11%,,,,,
player,201311100sfo,sfo,SkutDa00,pos,LB,,,,,
player,201311100sfo,sfo,SkutDa00,offense,0,,,,,
player,201311100sfo,sfo,SkutDa00,off_pct,0%,,,,,
player,201311100sfo,sfo,SkutDa00,defense,41,,,,,
player,201311100sfo,sfo,SkutDa00,def_pct,62%,,,,,
player,201311100sfo,sfo,SkutDa00,special_teams,7,,,,,
player,201311100sfo,sfo,SkutDa00,st_pct,26%,,,,,
player,201311100sfo,sfo,JeroTo00,pos,NT,,,,,
player,201311100sfo,sfo,JeroTo00,offense,0,,,,,
player,201311100sfo,sfo,JeroTo00,off_pct,0%,,,,,
player,201311100sfo,sfo,JeroTo00,defense,39,,,,,
player,201311100sfo,sfo,JeroTo00,def_pct,59%,,,,,
player,201311100sfo,sfo,JeroTo00,special_teams,7,,,,,
player,201311100sfo,sfo,JeroTo00,st_pct,26%,,,,,
player,201311100sfo,sfo,ReidEr00,pos,FS,,,,,
player,201311100sfo,sfo,ReidEr00,offense,0,,,,,
player,201311100sfo,sfo,ReidEr00,off_pct,0%,,,,,
player,201311100sfo,sfo,ReidEr00,defense,37,,,,,
player,201311100sfo,sfo,ReidEr00,def_pct,56%,,,,,
player,201311100sfo,sfo,ReidEr00,special_teams,4,,,,,
player,201311100sfo,sfo,ReidEr00,st_pct,15%,,,,,
player,201311100sfo,sfo,DahlCr99,pos,SS,,,,,
player,201311100sfo,sfo,DahlCr99,offense,0,,,,,
player,201311100sfo,sfo,DahlCr99,off_pct,0%,,,,,
player,201311100sfo,sfo,DahlCr99,defense,28,,,,,
player,201311100sfo,sfo,DahlCr99,def_pct,42%,,,,,
player,201311100sfo,sfo,DahlCr99,special_teams,18,,,,,
player,201311100sfo,sfo,DahlCr99,st_pct,67%,,,,,
player,201311100sfo,sfo,DobbDe00,pos,TE,,,,,
player,201311100sfo,sfo,DobbDe00,offense,0,,,,,
player,201311100sfo,sfo,DobbDe00,off_pct,0%,,,,,
player,201311100sfo,sfo,DobbDe00,defense,23,,,,,
player,201311100sfo,sfo,DobbDe00,def_pct,35%,,,,,
player,201311100sfo,sfo,DobbDe00,special_teams,20,,,,,
player,201311100sfo,sfo,DobbDe00,st_pct,74%,,,,,
player,201311100sfo,sfo,BrocTr00,pos,CB,,,,,
player,201311100sfo,sfo,BrocTr00,offense,0,,,,,
player,201311100sfo,sfo,BrocTr00,off_pct,0%,,,,,
player,201311100sfo,sfo,BrocTr00,defense,23,,,,,
player,201311100sfo,sfo,BrocTr00,def_pct,35%,,,,,
player,201311100sfo,sfo,BrocTr00,special_teams,10,,,,,
player,201311100sfo,sfo,BrocTr00,st_pct,37%,,,,,
player,201311100sfo,sfo,McDoRa99,pos,DT,,,,,
player,201311100sfo,sfo,McDoRa99,offense,0,,,,,
player,201311100sfo,sfo,McDoRa99,off_pct,0%,,,,,
player,201311100sfo,sfo,McDoRa99,defense,18,,,,,
player,201311100sfo,sfo,McDoRa99,def_pct,27%,,,,,
player,201311100sfo,sfo,McDoRa99,special_teams,0,,,,,
