game,2013,4,20130929,201309290rai,was,"Washington Redskins",24,rai,"Oakland Raiders",14
player,201309290rai,rai,ButlBr00,rec_td,0,,,,,
player,201309290rai,rai,ButlBr00,rec_long,6,,,,,
player,201309290rai,rai,ButlBr00,fumbles,0,,,,,
player,201309290rai,rai,ButlBr00,fumbles_lost,0,,,,,
player,201309290rai,rai,StewJe00,pass_cmp,0,,,,,
player,201309290rai,rai,StewJe00,pass_att,0,,,,,
player,201309290rai,rai,StewJe00,pass_yds,0,,,,,
player,201309290rai,rai,StewJe00,pass_td,0,,,,,
player,201309290rai,rai,StewJe00,pass_int,0,,,,,
player,201309290rai,rai,StewJe00,pass_sacked,,,,,,
player,201309290rai,rai,StewJe00,pass_sacked_yds,0,,,,,
player,201309290rai,rai,StewJe00,pass_long,0,,,,,
player,201309290rai,rai,StewJe00,pass_rating,,,,,,
player,201309290rai,rai,StewJe00,rush_att,0,,,,,
player,201309290rai,rai,StewJe00,rush_yds,0,,,,,
player,201309290rai,rai,StewJe00,rush_td,0,,,,,
player,201309290rai,rai,StewJe00,rush_long,0,,,,,
player,201309290rai,rai,StewJe00,targets,1,,,,,
player,201309290rai,rai,StewJe00,rec,1,,,,,
player,201309290rai,rai,StewJe00,rec_yds,5,,,,,
player,201309290rai,rai,StewJe00,rec_td,0,,,,,
player,201309290rai,rai,StewJe00,rec_long,5,,,,,
player,201309290rai,rai,StewJe00,fumbles,0,,,,,
player,201309290rai,rai,StewJe00,fumbles_lost,0,,,,,
player,201309290rai,rai,ReecMa00,pass_cmp,0,,,,,
player,201309290rai,rai,ReecMa00,pass_att,0,,,,,
player,201309290rai,rai,ReecMa00,pass_yds,0,,,,,
player,201309290rai,rai,ReecMa00,pass_td,0,,,,,
player,201309290rai,rai,ReecMa00,pass_int,0,,,,,
player,201309290rai,rai,ReecMa00,pass_sacked,,,,,,
player,201309290rai,rai,ReecMa00,pass_sacked_yds,0,,,,,
player,201309290rai,rai,ReecMa00,pass_long,0,,,,,
player,201309290rai,rai,ReecMa00,pass_rating,,,,,,
player,201309290rai,rai,ReecMa00,rush_att,0,,,,,
player,201309290rai,rai,ReecMa00,rush_yds,0,,,,,
player,201309290rai,rai,ReecMa00,rush_td,0,,,,,
player,201309290rai,rai,ReecMa00,rush_long,0,,,,,
player,201309290rai,rai,ReecMa00,targets,2,,,,,
player,201309290rai,rai,ReecMa00,rec,1,,,,,
player,201309290rai,rai,ReecMa00,rec_yds,-2,,,,,
player,201309290rai,rai,ReecMa00,rec_td,0,,,,,
player,201309290rai,rai,ReecMa00,rec_long,-2,,,,,
player,201309290rai,rai,ReecMa00,fumbles,0,,,,,
player,201309290rai,rai,ReecMa00,fumbles_lost,0,,,,,
player,201309290rai,was,AmerDa00,def_int,1,,,,,
player,201309290rai,was,AmerDa00,def_int_yds,45,,,,,
player,201309290rai,was,AmerDa00,def_int_td,1,,,,,
player,201309290rai,was,AmerDa00,def_int_long,45,,,,,
player,201309290rai,was,AmerDa00,pass_defended,1,,,,,
player,201309290rai,was,AmerDa00,sacks,0.0,,,,,
player,201309290rai,was,AmerDa00,tackles_combined,1,,,,,
player,201309290rai,was,AmerDa00,tackles_solo,1,,,,,
player,201309290rai,was,AmerDa00,tackles_assists,0,,,,,
player,201309290rai,was,AmerDa00,tackles_loss,0,,,,,
player,201309290rai,was,AmerDa00,qb_hits,0,,,,,
player,201309290rai,was,AmerDa00,fumbles_rec,0,,,,,
player,201309290rai,was,AmerDa00,fumbles_rec_yds,0,,,,,
player,201309290rai,was,AmerDa00,fumbles_rec_td,0,,,,,
player,201309290rai,was,AmerDa00,fumbles_forced,0,,,,,
player,201309290rai,was,KerrRy00,def_int,0,,,,,
player,201309290rai,was,KerrRy00,def_int_yds,0,,,,,
player,201309290rai,was,KerrRy00,def_int_td,0,,,,,
player,201309290rai,was,KerrRy00,def_int_long,0,,,,,
player,201309290rai,was,KerrRy00,pass_defended,0,,,,,
player,201309290rai,was,KerrRy00,sacks,2.0,,,,,
player,201309290rai,was,KerrRy00,tackles_combined,4,,,,,
player,201309290rai,was,KerrRy00,tackles_solo,3,,,,,
player,201309290rai,was,KerrRy00,tackles_assists,1,,,,,
player,201309290rai,was,KerrRy00,tackles_loss,1,,,,,
player,201309290rai,was,KerrRy00,qb_hits,1,,,,,
player,201309290rai,was,KerrRy00,fumbles_rec,0,,,,,
player,201309290rai,was,KerrRy00,fumbles_rec_yds,0,,,,,
player,201309290rai,was,KerrRy00,fumbles_rec_td,0,,,,,
player,201309290rai,was,KerrRy00,fumbles_forced,1,,,,,
player,201309290rai,was,OrakBr99,def_int,0,,,,,
player,201309290rai,was,OrakBr99,def_int_yds,0,,,,,
player,201309290rai,was,OrakBr99,def_int_td,0,,,,,
player,201309290rai,was,OrakBr99,def_int_long,0,,,,,
player,201309290rai,was,OrakBr99,pass_defended,2,,,,,
player,201309290rai,was,OrakBr99,sacks,2.0,,,,,
player,201309290rai,was,OrakBr99,tackles_combined,4,,,,,
player,201309290rai,was,OrakBr99,tackles_solo,3,,,,,
player,201309290rai,was,OrakBr99,tackles_assists,1,,,,,
player,201309290rai,was,OrakBr99,tackles_loss,2,,,,,
player,201309290rai,was,OrakBr99,qb_hits,2,,,,,
player,201309290rai,was,OrakBr99,fumbles_rec,0,,,,,
player,201309290rai,was,OrakBr99,fumbles_rec_yds,0,,,,,
player,201309290rai,was,OrakBr99,fumbles_rec_td,0,,,,,
player,201309290rai,was,OrakBr99,fumbles_forced,0,,,,,
player,201309290rai,was,CofiBa20,def_int,0,,,,,
player,201309290rai,was,CofiBa20,def_int_yds,0,,,,,
player,201309290rai,was,CofiBa20,def_int_td,0,,,,,
player,201309290rai,was,CofiBa20,def_int_long,0,,,,,
player,201309290rai,was,CofiBa20,pass_defended,0,,,,,
player,201309290rai,was,CofiBa20,sacks,2.0,,,,,
player,201309290rai,was,CofiBa20,tackles_combined,2,,,,,
player,201309290rai,was,CofiBa20,tackles_solo,2,,,,,
player,201309290rai,was,CofiBa20,tackles_assists,0,,,,,
player,201309290rai,was,CofiBa20,tackles_loss,2,,,,,
player,201309290rai,was,CofiBa20,qb_hits,3,,,,,
player,201309290rai,was,CofiBa20,fumbles_rec,1,,,,,
player,201309290rai,was,CofiBa20,fumbles_rec_yds,0,,,,,
player,201309290rai,was,CofiBa20,fumbles_rec_td,0,,,,,
player,201309290rai,was,CofiBa20,fumbles_forced,0,,,,,
player,201309290rai,was,TappDa20,def_int,0,,,,,
player,201309290rai,was,TappDa20,def_int_yds,0,,,,,
player,201309290rai,was,TappDa20,def_int_td,0,,,,,
player,201309290rai,was,TappDa20,def_int_long,0,,,,,
player,201309290rai,was,TappDa20,pass_defended,0,,,,,
player,201309290rai,was,TappDa20,sacks,1.0,,,,,
player,201309290rai,was,TappDa20,tackles_combined,2,,,,,
player,201309290rai,was,TappDa20,tackles_solo,2,,,,,
player,201309290rai,was,TappDa20,tackles_assists,0,,,,,
player,201309290rai,was,TappDa20,tackles_loss,1,,,,,
player,201309290rai,was,TappDa20,qb_hits,1,,,,,
player,201309290rai,was,TappDa20,fumbles_rec,0,,,,,
player,201309290rai,was,TappDa20,fumbles_rec_yds,0,,,,,
player,201309290rai,was,TappDa20,fumbles_rec_td,0,,,,,
player,201309290rai,was,TappDa20,fumbles_forced,0,,,,,
player,201309290rai,was,FletLo20,def_int,0,,,,,
player,201309290rai,was,FletLo20,def_int_yds,0,,,,,
player,201309290rai,was,FletLo20,def_int_td,0,,,,,
player,201309290rai,was,FletLo20,def_int_long,0,,,,,
player,201309290rai,was,FletLo20,pass_defended,0,,,,,
player,201309290rai,was,FletLo20,sacks,0.0,,,,,
player,201309290rai,was,FletLo20,tackles_combined,11,,,,,
player,201309290rai,was,FletLo20,tackles_solo,8,,,,,
player,201309290rai,was,FletLo20,tackles_assists,3,,,,,
player,201309290rai,was,FletLo20,tackles_loss,0,,,,,
player,201309290rai,was,FletLo20,qb_hits,1,,,,,
player,201309290rai,was,FletLo20,fumbles_rec,0,,,,,
player,201309290rai,was,FletLo20,fumbles_rec_yds,0,,,,,
player,201309290rai,was,FletLo20,fumbles_rec_td,0,,,,,
player,201309290rai,was,FletLo20,fumbles_forced,1,,,,,
player,201309290rai,was,RilePe00,def_int,0,,,,,
player,201309290rai,was,RilePe00,def_int_yds,0,,,,,
player,201309290rai,was,RilePe00,def_int_td,0,,,,,
player,201309290rai,was,RilePe00,def_int_long,0,,,,,
player,201309290rai,was,RilePe00,pass_defended,0,,,,,
player,201309290rai,was,RilePe00,sacks,0.0,,,,,
player,201309290rai,was,RilePe00,tackles_combined,9,,,,,
player,201309290rai,was,RilePe00,tackles_solo,7,,,,,
player,201309290rai,was,RilePe00,tackles_assists,2,,,,,
player,201309290rai,was,RilePe00,tackles_loss,0,,,,,
player,201309290rai,was,RilePe00,qb_hits,1,,,,,
player,201309290rai,was,RilePe00,fumbles_rec,0,,,,,
player,201309290rai,was,RilePe00,fumbles_rec_yds,0,,,,,
player,201309290rai,was,RilePe00,fumbles_rec_td,0,,,,,
player,201309290rai,was,RilePe00,fumbles_forced,0,,,,,
player,201309290rai,was,DougRe20,def_int,0,,,,,
player,201309290rai,was,DougRe20,def_int_yds,0,,,,,
player,201309290rai,was,DougRe20,def_int_td,0,,,,,
player,201309290rai,was,DougRe20,def_int_long,0,,,,,
player,201309290rai,was,DougRe20,pass_defended,0,,,,,
player,201309290rai,was,DougRe20,sacks,0.0,,,,,
player,201309290rai,was,DougRe20,tackles_combined,7,,,,,
player,201309290rai,was,DougRe20,tackles_solo,5,,,,,
player,201309290rai,was,DougRe20,tackles_assists,2,,,,,
player,201309290rai,was,DougRe20,tackles_loss,0,,,,,
player,201309290rai,was,DougRe20,qb_hits,0,,,,,
player,201309290rai,was,DougRe20,fumbles_rec,0,,,,,
player,201309290rai,was,DougRe20,fumbles_rec_yds,0,,,,,
player,201309290rai,was,DougRe20,fumbles_rec_td,0,,,,,
player,201309290rai,was,DougRe20,fumbles_forced,0,,,,,
player,201309290rai,was,MeriBr99,def_int,0,,,,,
player,201309290rai,was,MeriBr99,def_int_yds,0,,,,,
player,201309290rai,was,MeriBr99,def_int_td,0,,,,,
player,201309290rai,was,MeriBr99,def_int_long,0,,,,,
player,201309290rai,was,MeriBr99,pass_defended,0,,,,,
player,201309290rai,was,MeriBr99,sacks,0.0,,,,,
player,201309290rai,was,MeriBr99,tackles_combined,5,,,,,
player,201309290rai,was,MeriBr99,tackles_solo,5,,,,,
player,201309290rai,was,MeriBr99,tackles_assists,0,,,,,
player,201309290rai,was,MeriBr99,tackles_loss,0,,,,,
player,201309290rai,was,MeriBr99,qb_hits,0,,,,,
player,201309290rai,was,MeriBr99,fumbles_rec,0,,,,,
player,201309290rai,was,MeriBr99,fumbles_rec_yds,0,,,,,
player,201309290rai,was,MeriBr99,fumbles_rec_td,0,,,,,
player,201309290rai,was,MeriBr99,fumbles_forced,0,,,,,
player,201309290rai,was,BoweSt20,def_int,0,,,,,
player,201309290rai,was,BoweSt20,def_int_yds,0,,,,,
player,201309290rai,was,BoweSt20,def_int_td,0,,,,,
player,201309290rai,was,BoweSt20,def_int_long,0,,,,,
player,201309290rai,was,BoweSt20,pass_defended,0,,,,,
player,201309290rai,was,BoweSt20,sacks,0.0,,,,,
player,201309290rai,was,BoweSt20,tackles_combined,4,,,,,
player,201309290rai,was,BoweSt20,tackles_solo,1,,,,,
player,201309290rai,was,BoweSt20,tackles_assists,3,,,,,
player,201309290rai,was,BoweSt20,tackles_loss,0,,,,,
player,201309290rai,was,BoweSt20,qb_hits,0,,,,,
player,201309290rai,was,BoweSt20,fumbles_rec,0,,,,,
player,201309290rai,was,BoweSt20,fumbles_rec_yds,0,,,,,
player,201309290rai,was,BoweSt20,fumbles_rec_td,0,,,,,
player,201309290rai,was,BoweSt20,fumbles_forced,0,,,,,
player,201309290rai,was,GolsKe20,def_int,0,,,,,
player,201309290rai,was,GolsKe20,def_int_yds,0,,,,,
player,201309290rai,was,GolsKe20,def_int_td,0,,,,,
player,201309290rai,was,GolsKe20,def_int_long,0,,,,,
player,201309290rai,was,GolsKe20,pass_defended,0,,,,,
player,201309290rai,was,GolsKe20,sacks,0.0,,,,,
player,201309290rai,was,GolsKe20,tackles_combined,4,,,,,
player,201309290rai,was,GolsKe20,tackles_solo,3,,,,,
player,201309290rai,was,GolsKe20,tackles_assists,1,,,,,
player,201309290rai,was,GolsKe20,tackles_loss,0,,,,,
player,201309290rai,was,GolsKe20,qb_hits,0,,,,,
player,201309290rai,was,GolsKe20,fumbles_rec,0,,,,,
player,201309290rai,was,GolsKe20,fumbles_rec_yds,0,,,,,
player,201309290rai,was,GolsKe20,fumbles_rec_td,0,,,,,
player,201309290rai,was,GolsKe20,fumbles_forced,0,,,,,
player,201309290rai,was,WilsJo99,def_int,0,,,,,
player,201309290rai,was,WilsJo99,def_int_yds,0,,,,,
player,201309290rai,was,WilsJo99,def_int_td,0,,,,,
player,201309290rai,was,WilsJo99,def_int_long,0,,,,,
player,201309290rai,was,WilsJo99,pass_defended,0,,,,,
player,201309290rai,was,WilsJo99,sacks,0.0,,,,,
player,201309290rai,was,WilsJo99,tackles_combined,4,,,,,
player,201309290rai,was,WilsJo99,tackles_solo,3,,,,,
player,201309290rai,was,WilsJo99,tackles_assists,1,,,,,
player,201309290rai,was,WilsJo99,tackles_loss,1,,,,,
player,201309290rai,was,WilsJo99,qb_hits,0,,,,,
player,201309290rai,was,WilsJo99,fumbles_rec,1,,,,,
player,201309290rai,was,WilsJo99,fumbles_rec_yds,0,,,,,
player,201309290rai,was,WilsJo99,fumbles_rec_td,0,,,,,
player,201309290rai,was,WilsJo99,fumbles_forced,0,,,,,
player,201309290rai,was,BakeCh99,def_int,0,,,,,
player,201309290rai,was,BakeCh99,def_int_yds,0,,,,,
player,201309290rai,was,BakeCh99,def_int_td,0,,,,,
player,201309290rai,was,BakeCh99,def_int_long,0,,,,,
player,201309290rai,was,BakeCh99,pass_defended,0,,,,,
player,201309290rai,was,BakeCh99,sacks,0.0,,,,,
player,201309290rai,was,BakeCh99,tackles_combined,3,,,,,
player,201309290rai,was,BakeCh99,tackles_solo,0,,,,,
player,201309290rai,was,BakeCh99,tackles_assists,3,,,,,
player,201309290rai,was,BakeCh99,tackles_loss,0,,,,,
player,201309290rai,was,BakeCh99,qb_hits,0,,,,,
player,201309290rai,was,BakeCh99,fumbles_rec,0,,,,,
player,201309290rai,was,BakeCh99,fumbles_rec_yds,0,,,,,
player,201309290rai,was,BakeCh99,fumbles_rec_td,0,,,,,
player,201309290rai,was,BakeCh99,fumbles_forced,0,,,,,
player,201309290rai,was,BiggE.99,def_int,0,,,,,
player,201309290rai,was,BiggE.99,def_int_yds,0,,,,,
player,201309290rai,was,BiggE.99,def_int_td,0,,,,,
player,201309290rai,was,BiggE.99,def_int_long,0,,,,,
player,201309290rai,was,BiggE.99,pass_defended,0,,,,,
player,201309290rai,was,BiggE.99,sacks,0.0,,,,,
player,201309290rai,was,BiggE.99,tackles_combined,3,,,,,
player,201309290rai,was,BiggE.99,tackles_solo,2,,,,,
player,201309290rai,was,BiggE.99,tackles_assists,1,,,,,
player,201309290rai,was,BiggE.99,tackles_loss,0,,,,,
player,201309290rai,was,BiggE.99,qb_hits,0,,,,,
player,201309290rai,was,BiggE.99,fumbles_rec,0,,,,,
player,201309290rai,was,BiggE.99,fumbles_rec_yds,0,,,,,
player,201309290rai,was,BiggE.99,fumbles_rec_td,0,,,,,
player,201309290rai,was,BiggE.99,fumbles_forced,0,,,,,
player,201309290rai,was,HallDe99,def_int,0,,,,,
player,201309290rai,was,HallDe99,def_int_yds,0,,,,,
player,201309290rai,was,HallDe99,def_int_td,0,,,,,
player,201309290rai,was,HallDe99,def_int_long,0,,,,,
player,201309290rai,was,HallDe99,pass_defended,0,,,,,
player,201309290rai,was,HallDe99,sacks,0.0,,,,,
player,201309290rai,was,HallDe99,tackles_combined,2,,,,,
player,201309290rai,was,HallDe99,tackles_solo,0,,,,,
player,201309290rai,was,HallDe99,tackles_assists,2,,,,,
player,201309290rai,was,HallDe99,tackles_loss,0,,,,,
player,201309290rai,was,HallDe99,qb_hits,0,,,,,
player,201309290rai,was,HallDe99,fumbles_rec,0,,,,,
player,201309290rai,was,HallDe99,fumbles_rec_yds,0,,,,,
player,201309290rai,was,HallDe99,fumbles_rec_td,0,,,,,
player,201309290rai,was,HallDe99,fumbles_forced,0,,,,,
player,201309290rai,was,KehlBr99,def_int,0,,,,,
player,201309290rai,was,KehlBr99,def_int_yds,0,,,,,
player,201309290rai,was,KehlBr99,def_int_td,0,,,,,
player,201309290rai,was,KehlBr99,def_int_long,0,,,,,
player,201309290rai,was,KehlBr99,pass_defended,0,,,,,
player,201309290rai,was,KehlBr99,sacks,0.0,,,,,
player,201309290rai,was,KehlBr99,tackles_combined,2,,,,,
player,201309290rai,was,KehlBr99,tackles_solo,1,,,,,
player,201309290rai,was,KehlBr99,tackles_assists,1,,,,,
player,201309290rai,was,KehlBr99,tackles_loss,0,,,,,
player,201309290rai,was,KehlBr99,qb_hits,0,,,,,
player,201309290rai,was,KehlBr99,fumbles_rec,0,,,,,
player,201309290rai,was,KehlBr99,fumbles_rec_yds,0,,,,,
player,201309290rai,was,KehlBr99,fumbles_rec_td,0,,,,,
player,201309290rai,was,KehlBr99,fumbles_forced,0,,,,,
player,201309290rai,was,PaulNi00,def_int,0,,,,,
player,201309290rai,was,PaulNi00,def_int_yds,0,,,,,
player,201309290rai,was,PaulNi00,def_int_td,0,,,,,
player,201309290rai,was,PaulNi00,def_int_long,0,,,,,
player,201309290rai,was,PaulNi00,pass_defended,0,,,,,
player,201309290rai,was,PaulNi00,sacks,0.0,,,,,
player,201309290rai,was,PaulNi00,tackles_combined,2,,,,,
player,201309290rai,was,PaulNi00,tackles_solo,2,,,,,
player,201309290rai,was,PaulNi00,tackles_assists,0,,,,,
player,201309290rai,was,PaulNi00,tackles_loss,0,,,,,
player,201309290rai,was,PaulNi00,qb_hits,0,,,,,
player,201309290rai,was,PaulNi00,fumbles_rec,0,,,,,
player,201309290rai,was,PaulNi00,fumbles_rec_yds,0,,,,,
player,201309290rai,was,PaulNi00,fumbles_rec_td,0,,,,,
player,201309290rai,was,PaulNi00,fumbles_forced,0,,,,,
player,201309290rai,was,BarnNi20,def_int,0,,,,,
player,201309290rai,was,BarnNi20,def_int_yds,0,,,,,
player,201309290rai,was,BarnNi20,def_int_td,0,,,,,
player,201309290rai,was,BarnNi20,def_int_long,0,,,,,
player,201309290rai,was,BarnNi20,pass_defended,0,,,,,
player,201309290rai,was,BarnNi20,sacks,0.0,,,,,
player,201309290rai,was,BarnNi20,tackles_combined,1,,,,,
player,201309290rai,was,BarnNi20,tackles_solo,1,,,,,
player,201309290rai,was,BarnNi20,tackles_assists,0,,,,,
player,201309290rai,was,BarnNi20,tackles_loss,0,,,,,
player,201309290rai,was,BarnNi20,qb_hits,0,,,,,
player,201309290rai,was,BarnNi20,fumbles_rec,0,,,,,
player,201309290rai,was,BarnNi20,fumbles_rec_yds,0,,,,,
player,201309290rai,was,BarnNi20,fumbles_rec_td,0,,,,,
player,201309290rai,was,BarnNi20,fumbles_forced,0,,,,,
player,201309290rai,was,RoysEv00,def_int,0,,,,,
player,201309290rai,was,RoysEv00,def_int_yds,0,,,,,
player,201309290rai,was,RoysEv00,def_int_td,0,,,,,
player,201309290rai,was,RoysEv00,def_int_long,0,,,,,
player,201309290rai,was,RoysEv00,pass_defended,0,,,,,
player,201309290rai,was,RoysEv00,sacks,0.0,,,,,
player,201309290rai,was,RoysEv00,tackles_combined,1,,,,,
player,201309290rai,was,RoysEv00,tackles_solo,1,,,,,
player,201309290rai,was,RoysEv00,tackles_assists,0,,,,,
player,201309290rai,was,RoysEv00,tackles_loss,0,,,,,
player,201309290rai,was,RoysEv00,qb_hits,0,,,,,
player,201309290rai,was,RoysEv00,fumbles_rec,0,,,,,
player,201309290rai,was,RoysEv00,fumbles_rec_yds,0,,,,,
player,201309290rai,was,RoysEv00,fumbles_rec_td,0,,,,,
player,201309290rai,was,RoysEv00,fumbles_forced,0,,,,,
player,201309290rai,was,YounDa01,def_int,0,,,,,
player,201309290rai,was,YounDa01,def_int_yds,0,,,,,
player,201309290rai,was,YounDa01,def_int_td,0,,,,,
player,201309290rai,was,YounDa01,def_int_long,0,,,,,
player,201309290rai,was,YounDa01,pass_defended,0,,,,,
player,201309290rai,was,YounDa01,sacks,0.0,,,,,
player,201309290rai,was,YounDa01,tackles_combined,1,,,,,
player,201309290rai,was,YounDa01,tackles_solo,1,,,,,
player,201309290rai,was,YounDa01,tackles_assists,0,,,,,
player,201309290rai,was,YounDa01,tackles_loss,0,,,,,
player,201309290rai,was,YounDa01,qb_hits,0,,,,,
player,201309290rai,was,YounDa01,fumbles_rec,0,,,,,
player,201309290rai,was,YounDa01,fumbles_rec_yds,0,,,,,
player,201309290rai,was,YounDa01,fumbles_rec_td,0,,,,,
player,201309290rai,was,YounDa01,fumbles_forced,0,,,,,
player,201309290rai,rai,WoodCh00,def_int,0,,,,,
player,201309290rai,rai,WoodCh00,def_int_yds,0,,,,,
player,201309290rai,rai,WoodCh00,def_int_td,0,,,,,
player,201309290rai,rai,WoodCh00,def_int_long,0,,,,,
player,201309290rai,rai,WoodCh00,pass_defended,0,,,,,
player,201309290rai,rai,WoodCh00,sacks,1.0,,,,,
player,201309290rai,rai,WoodCh00,tackles_combined,7,,,,,
player,201309290rai,rai,WoodCh00,tackles_solo,4,,,,,
player,201309290rai,rai,WoodCh00,tackles_assists,3,,,,,
player,201309290rai,rai,WoodCh00,tackles_loss,1,,,,,
player,201309290rai,rai,WoodCh00,qb_hits,1,,,,,
player,201309290rai,rai,WoodCh00,fumbles_rec,0,,,,,
player,201309290rai,rai,WoodCh00,fumbles_rec_yds,0,,,,,
player,201309290rai,rai,WoodCh00,fumbles_rec_td,0,,,,,
player,201309290rai,rai,WoodCh00,fumbles_forced,0,,,,,
player,201309290rai,rai,PortTr99,def_int,0,,,,,
player,201309290rai,rai,PortTr99,def_int_yds,0,,,,,
player,201309290rai,rai,PortTr99,def_int_td,0,,,,,
player,201309290rai,rai,PortTr99,def_int_long,0,,,,,
player,201309290rai,rai,PortTr99,pass_defended,0,,,,,
player,201309290rai,rai,PortTr99,sacks,0.0,,,,,
player,201309290rai,rai,PortTr99,tackles_combined,8,,,,,
player,201309290rai,rai,PortTr99,tackles_solo,5,,,,,
player,201309290rai,rai,PortTr99,tackles_assists,3,,,,,
player,201309290rai,rai,PortTr99,tackles_loss,1,,,,,
player,201309290rai,rai,PortTr99,qb_hits,0,,,,,
player,201309290rai,rai,PortTr99,fumbles_rec,0,,,,,
player,201309290rai,rai,PortTr99,fumbles_rec_yds,0,,,,,
player,201309290rai,rai,PortTr99,fumbles_rec_td,0,,,,,
player,201309290rai,rai,PortTr99,fumbles_forced,0,,,,,
player,201309290rai,rai,MaiaKa99,def_int,0,,,,,
player,201309290rai,rai,MaiaKa99,def_int_yds,0,,,,,
player,201309290rai,rai,MaiaKa99,def_int_td,0,,,,,
player,201309290rai,rai,MaiaKa99,def_int_long,0,,,,,
player,201309290rai,rai,MaiaKa99,pass_defended,0,,,,,
player,201309290rai,rai,MaiaKa99,sacks,0.0,,,,,
player,201309290rai,rai,MaiaKa99,tackles_combined,7,,,,,
player,201309290rai,rai,MaiaKa99,tackles_solo,3,,,,,
player,201309290rai,rai,MaiaKa99,tackles_assists,4,,,,,
player,201309290rai,rai,MaiaKa99,tackles_loss,0,,,,,
player,201309290rai,rai,MaiaKa99,qb_hits,0,,,,,
player,201309290rai,rai,MaiaKa99,fumbles_rec,0,,,,,
player,201309290rai,rai,MaiaKa99,fumbles_rec_yds,0,,,,,
player,201309290rai,rai,MaiaKa99,fumbles_rec_td,0,,,,,
player,201309290rai,rai,MaiaKa99,fumbles_forced,0,,,,,
player,201309290rai,rai,RoacNi99,def_int,0,,,,,
player,201309290rai,rai,RoacNi99,def_int_yds,0,,,,,
player,201309290rai,rai,RoacNi99,def_int_td,0,,,,,
player,201309290rai,rai,RoacNi99,def_int_long,0,,,,,
player,201309290rai,rai,RoacNi99,pass_defended,0,,,,,
player,201309290rai,rai,RoacNi99,sacks,0.0,,,,,
player,201309290rai,rai,RoacNi99,tackles_combined,7,,,,,
player,201309290rai,rai,RoacNi99,tackles_solo,6,,,,,
player,201309290rai,rai,RoacNi99,tackles_assists,1,,,,,
player,201309290rai,rai,RoacNi99,tackles_loss,0,,,,,
player,201309290rai,rai,RoacNi99,qb_hits,0,,,,,
player,201309290rai,rai,RoacNi99,fumbles_rec,0,,,,,
player,201309290rai,rai,RoacNi99,fumbles_rec_yds,0,,,,,
player,201309290rai,rai,RoacNi99,fumbles_rec_td,0,,,,,
player,201309290rai,rai,RoacNi99,fumbles_forced,1,,,,,
player,201309290rai,rai,RossBr00,def_int,0,,,,,
player,201309290rai,rai,RossBr00,def_int_yds,0,,,,,
player,201309290rai,rai,RossBr00,def_int_td,0,,,,,
player,201309290rai,rai,RossBr00,def_int_long,0,,,,,
player,201309290rai,rai,RossBr00,pass_defended,0,,,,,
player,201309290rai,rai,RossBr00,sacks,0.0,,,,,
player,201309290rai,rai,RossBr00,tackles_combined,6,,,,,
player,201309290rai,rai,RossBr00,tackles_solo,2,,,,,
player,201309290rai,rai,RossBr00,tackles_assists,4,,,,,
player,201309290rai,rai,RossBr00,tackles_loss,0,,,,,
player,201309290rai,rai,RossBr00,qb_hits,0,,,,,
player,201309290rai,rai,RossBr00,fumbles_rec,0,,,,,
player,201309290rai,rai,RossBr00,fumbles_rec_yds,0,,,,,
player,201309290rai,rai,RossBr00,fumbles_rec_td,0,,,,,
player,201309290rai,rai,RossBr00,fumbles_forced,0,,,,,
player,201309290rai,rai,BurnKe20,def_int,0,,,,,
player,201309290rai,rai,BurnKe20,def_int_yds,0,,,,,
player,201309290rai,rai,BurnKe20,def_int_td,0,,,,,
player,201309290rai,rai,BurnKe20,def_int_long,0,,,,,
player,201309290rai,rai,BurnKe20,pass_defended,0,,,,,
player,201309290rai,rai,BurnKe20,sacks,0.0,,,,,
player,201309290rai,rai,BurnKe20,tackles_combined,5,,,,,
player,201309290rai,rai,BurnKe20,tackles_solo,5,,,,,
player,201309290rai,rai,BurnKe20,tackles_assists,0,,,,,
player,201309290rai,rai,BurnKe20,tackles_loss,1,,,,,
player,201309290rai,rai,BurnKe20,qb_hits,1,,,,,
player,201309290rai,rai,BurnKe20,fumbles_rec,1,,,,,
player,201309290rai,rai,BurnKe20,fumbles_rec_yds,3,,,,,
player,201309290rai,rai,BurnKe20,fumbles_rec_td,0,,,,,
player,201309290rai,rai,BurnKe20,fumbles_forced,0,,,,,
player,201309290rai,rai,CrawJa00,def_int,0,,,,,
player,201309290rai,rai,CrawJa00,def_int_yds,0,,,,,
player,201309290rai,rai,CrawJa00,def_int_td,0,,,,,
player,201309290rai,rai,CrawJa00,def_int_long,0,,,,,
player,201309290rai,rai,CrawJa00,pass_defended,0,,,,,
player,201309290rai,rai,CrawJa00,sacks,0.0,,,,,
player,201309290rai,rai,CrawJa00,tackles_combined,4,,,,,
player,201309290rai,rai,CrawJa00,tackles_solo,2,,,,,
player,201309290rai,rai,CrawJa00,tackles_assists,2,,,,,
player,201309290rai,rai,CrawJa00,tackles_loss,0,,,,,
player,201309290rai,rai,CrawJa00,qb_hits,1,,,,,
player,201309290rai,rai,CrawJa00,fumbles_rec,0,,,,,
player,201309290rai,rai,CrawJa00,fumbles_rec_yds,0,,,,,
player,201309290rai,rai,CrawJa00,fumbles_rec_td,0,,,,,
player,201309290rai,rai,CrawJa00,fumbles_forced,0,,,,,
player,201309290rai,rai,SanfBr00,def_int,0,,,,,
