game,2013,9,20131103,201311030sea,tam,"Tampa Bay Buccaneers",24,sea,"Seattle Seahawks",27
player,201311030sea,tam,GlenMi00,rec_td,0,,,,,
player,201311030sea,tam,GlenMi00,rec_long,0,,,,,
player,201311030sea,tam,GlenMi00,fumbles,0,,,,,
player,201311030sea,tam,GlenMi00,fumbles_lost,0,,,,,
player,201311030sea,tam,JameMi00,pass_cmp,1,,,,,
player,201311030sea,tam,JameMi00,pass_att,1,,,,,
player,201311030sea,tam,JameMi00,pass_yds,2,,,,,
player,201311030sea,tam,JameMi00,pass_td,1,,,,,
player,201311030sea,tam,JameMi00,pass_int,0,,,,,
player,201311030sea,tam,JameMi00,pass_sacked,0,,,,,
player,201311030sea,tam,JameMi00,pass_sacked_yds,0,,,,,
player,201311030sea,tam,JameMi00,pass_long,2,,,,,
player,201311030sea,tam,JameMi00,pass_rating,118.7,,,,,
player,201311030sea,tam,JameMi00,rush_att,28,,,,,
player,201311030sea,tam,JameMi00,rush_yds,158,,,,,
player,201311030sea,tam,JameMi00,rush_td,0,,,,,
player,201311030sea,tam,JameMi00,rush_long,21,,,,,
player,201311030sea,tam,JameMi00,targets,2,,,,,
player,201311030sea,tam,JameMi00,rec,2,,,,,
player,201311030sea,tam,JameMi00,rec_yds,8,,,,,
player,201311030sea,tam,JameMi00,rec_td,0,,,,,
player,201311030sea,tam,JameMi00,rec_long,5,,,,,
player,201311030sea,tam,JameMi00,fumbles,0,,,,,
player,201311030sea,tam,JameMi00,fumbles_lost,0,,,,,
player,201311030sea,tam,LeonBr00,pass_cmp,0,,,,,
player,201311030sea,tam,LeonBr00,pass_att,0,,,,,
player,201311030sea,tam,LeonBr00,pass_yds,0,,,,,
player,201311030sea,tam,LeonBr00,pass_td,0,,,,,
player,201311030sea,tam,LeonBr00,pass_int,0,,,,,
player,201311030sea,tam,LeonBr00,pass_sacked,0,,,,,
player,201311030sea,tam,LeonBr00,pass_sacked_yds,0,,,,,
player,201311030sea,tam,LeonBr00,pass_long,0,,,,,
player,201311030sea,tam,LeonBr00,pass_rating,,,,,,
player,201311030sea,tam,LeonBr00,rush_att,5,,,,,
player,201311030sea,tam,LeonBr00,rush_yds,20,,,,,
player,201311030sea,tam,LeonBr00,rush_td,0,,,,,
player,201311030sea,tam,LeonBr00,rush_long,8,,,,,
player,201311030sea,tam,LeonBr00,targets,4,,,,,
player,201311030sea,tam,LeonBr00,rec,4,,,,,
player,201311030sea,tam,LeonBr00,rec_yds,48,,,,,
player,201311030sea,tam,LeonBr00,rec_td,0,,,,,
player,201311030sea,tam,LeonBr00,rec_long,19,,,,,
player,201311030sea,tam,LeonBr00,fumbles,0,,,,,
player,201311030sea,tam,LeonBr00,fumbles_lost,0,,,,,
player,201311030sea,tam,DawsSk00,pass_cmp,0,,,,,
player,201311030sea,tam,DawsSk00,pass_att,0,,,,,
player,201311030sea,tam,DawsSk00,pass_yds,0,,,,,
player,201311030sea,tam,DawsSk00,pass_td,0,,,,,
player,201311030sea,tam,DawsSk00,pass_int,0,,,,,
player,201311030sea,tam,DawsSk00,pass_sacked,0,,,,,
player,201311030sea,tam,DawsSk00,pass_sacked_yds,0,,,,,
player,201311030sea,tam,DawsSk00,pass_long,0,,,,,
player,201311030sea,tam,DawsSk00,pass_rating,,,,,,
player,201311030sea,tam,DawsSk00,rush_att,1,,,,,
player,201311030sea,tam,DawsSk00,rush_yds,14,,,,,
player,201311030sea,tam,DawsSk00,rush_td,0,,,,,
player,201311030sea,tam,DawsSk00,rush_long,14,,,,,
player,201311030sea,tam,DawsSk00,targets,0,,,,,
player,201311030sea,tam,DawsSk00,rec,0,,,,,
player,201311030sea,tam,DawsSk00,rec_yds,0,,,,,
player,201311030sea,tam,DawsSk00,rec_td,0,,,,,
player,201311030sea,tam,DawsSk00,rec_long,0,,,,,
player,201311030sea,tam,DawsSk00,fumbles,1,,,,,
player,201311030sea,tam,DawsSk00,fumbles_lost,0,,,,,
player,201311030sea,tam,WrigTi01,pass_cmp,0,,,,,
player,201311030sea,tam,WrigTi01,pass_att,0,,,,,
player,201311030sea,tam,WrigTi01,pass_yds,0,,,,,
player,201311030sea,tam,WrigTi01,pass_td,0,,,,,
player,201311030sea,tam,WrigTi01,pass_int,0,,,,,
player,201311030sea,tam,WrigTi01,pass_sacked,0,,,,,
player,201311030sea,tam,WrigTi01,pass_sacked_yds,0,,,,,
player,201311030sea,tam,WrigTi01,pass_long,0,,,,,
player,201311030sea,tam,WrigTi01,pass_rating,,,,,,
player,201311030sea,tam,WrigTi01,rush_att,0,,,,,
player,201311030sea,tam,WrigTi01,rush_yds,0,,,,,
player,201311030sea,tam,WrigTi01,rush_td,0,,,,,
player,201311030sea,tam,WrigTi01,rush_long,0,,,,,
player,201311030sea,tam,WrigTi01,targets,4,,,,,
player,201311030sea,tam,WrigTi01,rec,4,,,,,
player,201311030sea,tam,WrigTi01,rec_yds,58,,,,,
player,201311030sea,tam,WrigTi01,rec_td,1,,,,,
player,201311030sea,tam,WrigTi01,rec_long,27,,,,,
player,201311030sea,tam,WrigTi01,fumbles,0,,,,,
player,201311030sea,tam,WrigTi01,fumbles_lost,0,,,,,
player,201311030sea,tam,UndeTi00,pass_cmp,0,,,,,
player,201311030sea,tam,UndeTi00,pass_att,0,,,,,
player,201311030sea,tam,UndeTi00,pass_yds,0,,,,,
player,201311030sea,tam,UndeTi00,pass_td,0,,,,,
player,201311030sea,tam,UndeTi00,pass_int,0,,,,,
player,201311030sea,tam,UndeTi00,pass_sacked,0,,,,,
player,201311030sea,tam,UndeTi00,pass_sacked_yds,0,,,,,
player,201311030sea,tam,UndeTi00,pass_long,0,,,,,
player,201311030sea,tam,UndeTi00,pass_rating,,,,,,
player,201311030sea,tam,UndeTi00,rush_att,0,,,,,
player,201311030sea,tam,UndeTi00,rush_yds,0,,,,,
player,201311030sea,tam,UndeTi00,rush_td,0,,,,,
player,201311030sea,tam,UndeTi00,rush_long,0,,,,,
player,201311030sea,tam,UndeTi00,targets,3,,,,,
player,201311030sea,tam,UndeTi00,rec,2,,,,,
player,201311030sea,tam,UndeTi00,rec_yds,29,,,,,
player,201311030sea,tam,UndeTi00,rec_td,1,,,,,
player,201311030sea,tam,UndeTi00,rec_long,20,,,,,
player,201311030sea,tam,UndeTi00,fumbles,0,,,,,
player,201311030sea,tam,UndeTi00,fumbles_lost,0,,,,,
player,201311030sea,tam,LoriEr99,pass_cmp,0,,,,,
player,201311030sea,tam,LoriEr99,pass_att,0,,,,,
player,201311030sea,tam,LoriEr99,pass_yds,0,,,,,
player,201311030sea,tam,LoriEr99,pass_td,0,,,,,
player,201311030sea,tam,LoriEr99,pass_int,0,,,,,
player,201311030sea,tam,LoriEr99,pass_sacked,0,,,,,
player,201311030sea,tam,LoriEr99,pass_sacked_yds,0,,,,,
player,201311030sea,tam,LoriEr99,pass_long,0,,,,,
player,201311030sea,tam,LoriEr99,pass_rating,,,,,,
player,201311030sea,tam,LoriEr99,rush_att,0,,,,,
player,201311030sea,tam,LoriEr99,rush_yds,0,,,,,
player,201311030sea,tam,LoriEr99,rush_td,0,,,,,
player,201311030sea,tam,LoriEr99,rush_long,0,,,,,
player,201311030sea,tam,LoriEr99,targets,3,,,,,
player,201311030sea,tam,LoriEr99,rec,3,,,,,
player,201311030sea,tam,LoriEr99,rec_yds,14,,,,,
player,201311030sea,tam,LoriEr99,rec_td,0,,,,,
player,201311030sea,tam,LoriEr99,rec_long,7,,,,,
player,201311030sea,tam,LoriEr99,fumbles,0,,,,,
player,201311030sea,tam,LoriEr99,fumbles_lost,0,,,,,
player,201311030sea,tam,JackVi00,pass_cmp,0,,,,,
player,201311030sea,tam,JackVi00,pass_att,0,,,,,
player,201311030sea,tam,JackVi00,pass_yds,0,,,,,
player,201311030sea,tam,JackVi00,pass_td,0,,,,,
player,201311030sea,tam,JackVi00,pass_int,0,,,,,
player,201311030sea,tam,JackVi00,pass_sacked,0,,,,,
player,201311030sea,tam,JackVi00,pass_sacked_yds,0,,,,,
player,201311030sea,tam,JackVi00,pass_long,0,,,,,
player,201311030sea,tam,JackVi00,pass_rating,,,,,,
player,201311030sea,tam,JackVi00,rush_att,0,,,,,
player,201311030sea,tam,JackVi00,rush_yds,0,,,,,
player,201311030sea,tam,JackVi00,rush_td,0,,,,,
player,201311030sea,tam,JackVi00,rush_long,0,,,,,
player,201311030sea,tam,JackVi00,targets,4,,,,,
player,201311030sea,tam,JackVi00,rec,2,,,,,
player,201311030sea,tam,JackVi00,rec_yds,11,,,,,
player,201311030sea,tam,JackVi00,rec_td,0,,,,,
player,201311030sea,tam,JackVi00,rec_long,6,,,,,
player,201311030sea,tam,JackVi00,fumbles,0,,,,,
player,201311030sea,tam,JackVi00,fumbles_lost,0,,,,,
player,201311030sea,tam,CrabTo00,pass_cmp,0,,,,,
player,201311030sea,tam,CrabTo00,pass_att,0,,,,,
player,201311030sea,tam,CrabTo00,pass_yds,0,,,,,
player,201311030sea,tam,CrabTo00,pass_td,0,,,,,
player,201311030sea,tam,CrabTo00,pass_int,0,,,,,
player,201311030sea,tam,CrabTo00,pass_sacked,0,,,,,
player,201311030sea,tam,CrabTo00,pass_sacked_yds,0,,,,,
player,201311030sea,tam,CrabTo00,pass_long,0,,,,,
player,201311030sea,tam,CrabTo00,pass_rating,,,,,,
player,201311030sea,tam,CrabTo00,rush_att,0,,,,,
player,201311030sea,tam,CrabTo00,rush_yds,0,,,,,
player,201311030sea,tam,CrabTo00,rush_td,0,,,,,
player,201311030sea,tam,CrabTo00,rush_long,0,,,,,
player,201311030sea,tam,CrabTo00,targets,1,,,,,
player,201311030sea,tam,CrabTo00,rec,1,,,,,
player,201311030sea,tam,CrabTo00,rec_yds,2,,,,,
player,201311030sea,tam,CrabTo00,rec_td,1,,,,,
player,201311030sea,tam,CrabTo00,rec_long,2,,,,,
player,201311030sea,tam,CrabTo00,fumbles,0,,,,,
player,201311030sea,tam,CrabTo00,fumbles_lost,0,,,,,
player,201311030sea,sea,WilsRu00,pass_cmp,19,,,,,
player,201311030sea,sea,WilsRu00,pass_att,26,,,,,
player,201311030sea,sea,WilsRu00,pass_yds,217,,,,,
player,201311030sea,sea,WilsRu00,pass_td,2,,,,,
player,201311030sea,sea,WilsRu00,pass_int,2,,,,,
player,201311030sea,sea,WilsRu00,pass_sacked,0,,,,,
player,201311030sea,sea,WilsRu00,pass_sacked_yds,0,,,,,
player,201311030sea,sea,WilsRu00,pass_long,28,,,,,
player,201311030sea,sea,WilsRu00,pass_rating,91.3,,,,,
player,201311030sea,sea,WilsRu00,rush_att,6,,,,,
player,201311030sea,sea,WilsRu00,rush_yds,36,,,,,
player,201311030sea,sea,WilsRu00,rush_td,1,,,,,
player,201311030sea,sea,WilsRu00,rush_long,16,,,,,
player,201311030sea,sea,WilsRu00,targets,0,,,,,
player,201311030sea,sea,WilsRu00,rec,0,,,,,
player,201311030sea,sea,WilsRu00,rec_yds,0,,,,,
player,201311030sea,sea,WilsRu00,rec_td,0,,,,,
player,201311030sea,sea,WilsRu00,rec_long,0,,,,,
player,201311030sea,sea,WilsRu00,fumbles,0,,,,,
player,201311030sea,sea,WilsRu00,fumbles_lost,0,,,,,
player,201311030sea,sea,LyncMa00,pass_cmp,0,,,,,
player,201311030sea,sea,LyncMa00,pass_att,0,,,,,
player,201311030sea,sea,LyncMa00,pass_yds,0,,,,,
player,201311030sea,sea,LyncMa00,pass_td,0,,,,,
player,201311030sea,sea,LyncMa00,pass_int,0,,,,,
player,201311030sea,sea,LyncMa00,pass_sacked,0,,,,,
player,201311030sea,sea,LyncMa00,pass_sacked_yds,0,,,,,
player,201311030sea,sea,LyncMa00,pass_long,0,,,,,
player,201311030sea,sea,LyncMa00,pass_rating,,,,,,
player,201311030sea,sea,LyncMa00,rush_att,21,,,,,
player,201311030sea,sea,LyncMa00,rush_yds,125,,,,,
player,201311030sea,sea,LyncMa00,rush_td,0,,,,,
player,201311030sea,sea,LyncMa00,rush_long,14,,,,,
player,201311030sea,sea,LyncMa00,targets,5,,,,,
player,201311030sea,sea,LyncMa00,rec,4,,,,,
player,201311030sea,sea,LyncMa00,rec_yds,16,,,,,
player,201311030sea,sea,LyncMa00,rec_td,0,,,,,
player,201311030sea,sea,LyncMa00,rec_long,9,,,,,
player,201311030sea,sea,LyncMa00,fumbles,0,,,,,
player,201311030sea,sea,LyncMa00,fumbles_lost,0,,,,,
player,201311030sea,sea,TurbRo00,pass_cmp,0,,,,,
player,201311030sea,sea,TurbRo00,pass_att,0,,,,,
player,201311030sea,sea,TurbRo00,pass_yds,0,,,,,
player,201311030sea,sea,TurbRo00,pass_td,0,,,,,
player,201311030sea,sea,TurbRo00,pass_int,0,,,,,
player,201311030sea,sea,TurbRo00,pass_sacked,0,,,,,
player,201311030sea,sea,TurbRo00,pass_sacked_yds,0,,,,,
player,201311030sea,sea,TurbRo00,pass_long,0,,,,,
player,201311030sea,sea,TurbRo00,pass_rating,,,,,,
player,201311030sea,sea,TurbRo00,rush_att,8,,,,,
player,201311030sea,sea,TurbRo00,rush_yds,37,,,,,
player,201311030sea,sea,TurbRo00,rush_td,0,,,,,
player,201311030sea,sea,TurbRo00,rush_long,12,,,,,
player,201311030sea,sea,TurbRo00,targets,0,,,,,
player,201311030sea,sea,TurbRo00,rec,0,,,,,
player,201311030sea,sea,TurbRo00,rec_yds,0,,,,,
player,201311030sea,sea,TurbRo00,rec_td,0,,,,,
player,201311030sea,sea,TurbRo00,rec_long,0,,,,,
player,201311030sea,sea,TurbRo00,fumbles,0,,,,,
player,201311030sea,sea,TurbRo00,fumbles_lost,0,,,,,
player,201311030sea,sea,BaldDo00,pass_cmp,0,,,,,
player,201311030sea,sea,BaldDo00,pass_att,0,,,,,
player,201311030sea,sea,BaldDo00,pass_yds,0,,,,,
player,201311030sea,sea,BaldDo00,pass_td,0,,,,,
player,201311030sea,sea,BaldDo00,pass_int,0,,,,,
player,201311030sea,sea,BaldDo00,pass_sacked,0,,,,,
player,201311030sea,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201311030sea,sea,BaldDo00,pass_long,0,,,,,
player,201311030sea,sea,BaldDo00,pass_rating,,,,,,
player,201311030sea,sea,BaldDo00,rush_att,0,,,,,
player,201311030sea,sea,BaldDo00,rush_yds,0,,,,,
player,201311030sea,sea,BaldDo00,rush_td,0,,,,,
player,201311030sea,sea,BaldDo00,rush_long,0,,,,,
player,201311030sea,sea,BaldDo00,targets,10,,,,,
player,201311030sea,sea,BaldDo00,rec,6,,,,,
player,201311030sea,sea,BaldDo00,rec_yds,75,,,,,
player,201311030sea,sea,BaldDo00,rec_td,1,,,,,
player,201311030sea,sea,BaldDo00,rec_long,28,,,,,
player,201311030sea,sea,BaldDo00,fumbles,0,,,,,
player,201311030sea,sea,BaldDo00,fumbles_lost,0,,,,,
player,201311030sea,sea,MillZa01,pass_cmp,0,,,,,
player,201311030sea,sea,MillZa01,pass_att,0,,,,,
player,201311030sea,sea,MillZa01,pass_yds,0,,,,,
player,201311030sea,sea,MillZa01,pass_td,0,,,,,
player,201311030sea,sea,MillZa01,pass_int,0,,,,,
player,201311030sea,sea,MillZa01,pass_sacked,0,,,,,
player,201311030sea,sea,MillZa01,pass_sacked_yds,0,,,,,
player,201311030sea,sea,MillZa01,pass_long,0,,,,,
player,201311030sea,sea,MillZa01,pass_rating,,,,,,
player,201311030sea,sea,MillZa01,rush_att,0,,,,,
player,201311030sea,sea,MillZa01,rush_yds,0,,,,,
player,201311030sea,sea,MillZa01,rush_td,0,,,,,
player,201311030sea,sea,MillZa01,rush_long,0,,,,,
player,201311030sea,sea,MillZa01,targets,5,,,,,
player,201311030sea,sea,MillZa01,rec,3,,,,,
player,201311030sea,sea,MillZa01,rec_yds,49,,,,,
player,201311030sea,sea,MillZa01,rec_td,0,,,,,
player,201311030sea,sea,MillZa01,rec_long,22,,,,,
player,201311030sea,sea,MillZa01,fumbles,0,,,,,
player,201311030sea,sea,MillZa01,fumbles_lost,0,,,,,
player,201311030sea,sea,KearJe01,pass_cmp,0,,,,,
player,201311030sea,sea,KearJe01,pass_att,0,,,,,
player,201311030sea,sea,KearJe01,pass_yds,0,,,,,
player,201311030sea,sea,KearJe01,pass_td,0,,,,,
player,201311030sea,sea,KearJe01,pass_int,0,,,,,
player,201311030sea,sea,KearJe01,pass_sacked,0,,,,,
player,201311030sea,sea,KearJe01,pass_sacked_yds,0,,,,,
player,201311030sea,sea,KearJe01,pass_long,0,,,,,
player,201311030sea,sea,KearJe01,pass_rating,,,,,,
player,201311030sea,sea,KearJe01,rush_att,0,,,,,
player,201311030sea,sea,KearJe01,rush_yds,0,,,,,
player,201311030sea,sea,KearJe01,rush_td,0,,,,,
player,201311030sea,sea,KearJe01,rush_long,0,,,,,
player,201311030sea,sea,KearJe01,targets,2,,,,,
player,201311030sea,sea,KearJe01,rec,2,,,,,
player,201311030sea,sea,KearJe01,rec_yds,43,,,,,
player,201311030sea,sea,KearJe01,rec_td,1,,,,,
player,201311030sea,sea,KearJe01,rec_long,27,,,,,
player,201311030sea,sea,KearJe01,fumbles,1,,,,,
player,201311030sea,sea,KearJe01,fumbles_lost,1,,,,,
player,201311030sea,sea,TateGo00,pass_cmp,0,,,,,
player,201311030sea,sea,TateGo00,pass_att,0,,,,,
player,201311030sea,sea,TateGo00,pass_yds,0,,,,,
player,201311030sea,sea,TateGo00,pass_td,0,,,,,
player,201311030sea,sea,TateGo00,pass_int,0,,,,,
player,201311030sea,sea,TateGo00,pass_sacked,0,,,,,
player,201311030sea,sea,TateGo00,pass_sacked_yds,0,,,,,
player,201311030sea,sea,TateGo00,pass_long,0,,,,,
player,201311030sea,sea,TateGo00,pass_rating,,,,,,
player,201311030sea,sea,TateGo00,rush_att,0,,,,,
player,201311030sea,sea,TateGo00,rush_yds,0,,,,,
player,201311030sea,sea,TateGo00,rush_td,0,,,,,
player,201311030sea,sea,TateGo00,rush_long,0,,,,,
player,201311030sea,sea,TateGo00,targets,3,,,,,
player,201311030sea,sea,TateGo00,rec,3,,,,,
player,201311030sea,sea,TateGo00,rec_yds,29,,,,,
player,201311030sea,sea,TateGo00,rec_td,0,,,,,
player,201311030sea,sea,TateGo00,rec_long,19,,,,,
player,201311030sea,sea,TateGo00,fumbles,0,,,,,
player,201311030sea,sea,TateGo00,fumbles_lost,0,,,,,
player,201311030sea,sea,LockRi00,pass_cmp,0,,,,,
player,201311030sea,sea,LockRi00,pass_att,0,,,,,
player,201311030sea,sea,LockRi00,pass_yds,0,,,,,
player,201311030sea,sea,LockRi00,pass_td,0,,,,,
player,201311030sea,sea,LockRi00,pass_int,0,,,,,
player,201311030sea,sea,LockRi00,pass_sacked,0,,,,,
player,201311030sea,sea,LockRi00,pass_sacked_yds,0,,,,,
player,201311030sea,sea,LockRi00,pass_long,0,,,,,
player,201311030sea,sea,LockRi00,pass_rating,,,,,,
player,201311030sea,sea,LockRi00,rush_att,0,,,,,
player,201311030sea,sea,LockRi00,rush_yds,0,,,,,
player,201311030sea,sea,LockRi00,rush_td,0,,,,,
player,201311030sea,sea,LockRi00,rush_long,0,,,,,
player,201311030sea,sea,LockRi00,targets,1,,,,,
player,201311030sea,sea,LockRi00,rec,1,,,,,
player,201311030sea,sea,LockRi00,rec_yds,5,,,,,
player,201311030sea,sea,LockRi00,rec_td,0,,,,,
player,201311030sea,sea,LockRi00,rec_long,5,,,,,
player,201311030sea,sea,LockRi00,fumbles,0,,,,,
player,201311030sea,sea,LockRi00,fumbles_lost,0,,,,,
player,201311030sea,tam,BarrMa00,def_int,1,,,,,
player,201311030sea,tam,BarrMa00,def_int_yds,3,,,,,
player,201311030sea,tam,BarrMa00,def_int_td,0,,,,,
player,201311030sea,tam,BarrMa00,def_int_long,3,,,,,
player,201311030sea,tam,BarrMa00,pass_defended,2,,,,,
player,201311030sea,tam,BarrMa00,sacks,0.0,,,,,
player,201311030sea,tam,BarrMa00,tackles_combined,11,,,,,
player,201311030sea,tam,BarrMa00,tackles_solo,10,,,,,
player,201311030sea,tam,BarrMa00,tackles_assists,1,,,,,
player,201311030sea,tam,BarrMa00,tackles_loss,0,,,,,
player,201311030sea,tam,BarrMa00,qb_hits,0,,,,,
player,201311030sea,tam,BarrMa00,fumbles_rec,0,,,,,
player,201311030sea,tam,BarrMa00,fumbles_rec_yds,0,,,,,
player,201311030sea,tam,BarrMa00,fumbles_rec_td,0,,,,,
player,201311030sea,tam,BarrMa00,fumbles_forced,0,,,,,
player,201311030sea,tam,TandKe00,def_int,1,,,,,
player,201311030sea,tam,TandKe00,def_int_yds,6,,,,,
player,201311030sea,tam,TandKe00,def_int_td,0,,,,,
player,201311030sea,tam,TandKe00,def_int_long,6,,,,,
player,201311030sea,tam,TandKe00,pass_defended,1,,,,,
player,201311030sea,tam,TandKe00,sacks,0.0,,,,,
player,201311030sea,tam,TandKe00,tackles_combined,5,,,,,
player,201311030sea,tam,TandKe00,tackles_solo,2,,,,,
player,201311030sea,tam,TandKe00,tackles_assists,3,,,,,
player,201311030sea,tam,TandKe00,tackles_loss,0,,,,,
player,201311030sea,tam,TandKe00,qb_hits,0,,,,,
player,201311030sea,tam,TandKe00,fumbles_rec,0,,,,,
player,201311030sea,tam,TandKe00,fumbles_rec_yds,0,,,,,
player,201311030sea,tam,TandKe00,fumbles_rec_td,0,,,,,
player,201311030sea,tam,TandKe00,fumbles_forced,0,,,,,
player,201311030sea,tam,DaviLa00,def_int,0,,,,,
player,201311030sea,tam,DaviLa00,def_int_yds,0,,,,,
player,201311030sea,tam,DaviLa00,def_int_td,0,,,,,
player,201311030sea,tam,DaviLa00,def_int_long,0,,,,,
player,201311030sea,tam,DaviLa00,pass_defended,0,,,,,
player,201311030sea,tam,DaviLa00,sacks,0.0,,,,,
player,201311030sea,tam,DaviLa00,tackles_combined,11,,,,,
player,201311030sea,tam,DaviLa00,tackles_solo,5,,,,,
player,201311030sea,tam,DaviLa00,tackles_assists,6,,,,,
player,201311030sea,tam,DaviLa00,tackles_loss,0,,,,,
player,201311030sea,tam,DaviLa00,qb_hits,0,,,,,
player,201311030sea,tam,DaviLa00,fumbles_rec,0,,,,,
player,201311030sea,tam,DaviLa00,fumbles_rec_yds,0,,,,,
player,201311030sea,tam,DaviLa00,fumbles_rec_td,0,,,,,
player,201311030sea,tam,DaviLa00,fumbles_forced,0,,,,,
player,201311030sea,tam,McCoGe99,def_int,0,,,,,
player,201311030sea,tam,McCoGe99,def_int_yds,0,,,,,
player,201311030sea,tam,McCoGe99,def_int_td,0,,,,,
player,201311030sea,tam,McCoGe99,def_int_long,0,,,,,
player,201311030sea,tam,McCoGe99,pass_defended,0,,,,,
player,201311030sea,tam,McCoGe99,sacks,0.0,,,,,
player,201311030sea,tam,McCoGe99,tackles_combined,6,,,,,
player,201311030sea,tam,McCoGe99,tackles_solo,2,,,,,
player,201311030sea,tam,McCoGe99,tackles_assists,4,,,,,
player,201311030sea,tam,McCoGe99,tackles_loss,0,,,,,
player,201311030sea,tam,McCoGe99,qb_hits,2,,,,,
player,201311030sea,tam,McCoGe99,fumbles_rec,0,,,,,
player,201311030sea,tam,McCoGe99,fumbles_rec_yds,0,,,,,
player,201311030sea,tam,McCoGe99,fumbles_rec_td,0,,,,,
player,201311030sea,tam,McCoGe99,fumbles_forced,0,,,,,
player,201311030sea,tam,LandDe99,def_int,0,,,,,
player,201311030sea,tam,LandDe99,def_int_yds,0,,,,,
player,201311030sea,tam,LandDe99,def_int_td,0,,,,,
player,201311030sea,tam,LandDe99,def_int_long,0,,,,,
player,201311030sea,tam,LandDe99,pass_defended,0,,,,,
player,201311030sea,tam,LandDe99,sacks,0.0,,,,,
player,201311030sea,tam,LandDe99,tackles_combined,5,,,,,
player,201311030sea,tam,LandDe99,tackles_solo,3,,,,,
player,201311030sea,tam,LandDe99,tackles_assists,2,,,,,
player,201311030sea,tam,LandDe99,tackles_loss,0,,,,,
player,201311030sea,tam,LandDe99,qb_hits,0,,,,,
player,201311030sea,tam,LandDe99,fumbles_rec,0,,,,,
player,201311030sea,tam,LandDe99,fumbles_rec_yds,0,,,,,
player,201311030sea,tam,LandDe99,fumbles_rec_td,0,,,,,
player,201311030sea,tam,LandDe99,fumbles_forced,0,,,,,
player,201311030sea,tam,FostMa00,def_int,0,,,,,
player,201311030sea,tam,FostMa00,def_int_yds,0,,,,,
player,201311030sea,tam,FostMa00,def_int_td,0,,,,,
player,201311030sea,tam,FostMa00,def_int_long,0,,,,,
player,201311030sea,tam,FostMa00,pass_defended,0,,,,,
player,201311030sea,tam,FostMa00,sacks,0.0,,,,,
player,201311030sea,tam,FostMa00,tackles_combined,4,,,,,
player,201311030sea,tam,FostMa00,tackles_solo,2,,,,,
player,201311030sea,tam,FostMa00,tackles_assists,2,,,,,
player,201311030sea,tam,FostMa00,tackles_loss,0,,,,,
player,201311030sea,tam,FostMa00,qb_hits,0,,,,,
player,201311030sea,tam,FostMa00,fumbles_rec,0,,,,,
player,201311030sea,tam,FostMa00,fumbles_rec_yds,0,,,,,
player,201311030sea,tam,FostMa00,fumbles_rec_td,0,,,,,
player,201311030sea,tam,FostMa00,fumbles_forced,0,,,,,
player,201311030sea,tam,ReviDa99,def_int,0,,,,,
