game,2013,13,20131201,201312010car,tam,"Tampa Bay Buccaneers",6,car,"Carolina Panthers",27
team,201312010car,tam,First Downs,10,,,,,,
team,201312010car,car,First Downs,20,,,,,,
team,201312010car,tam,Rush-Yds-TDs,20-66-0,,,,,,
team,201312010car,car,Rush-Yds-TDs,34-163-1,,,,,,
team,201312010car,tam,Cmp-Att-Yd-TD-INT,14-21-180-0-1,,,,,,
team,201312010car,car,Cmp-Att-Yd-TD-INT,18-29-263-2-2,,,,,,
team,201312010car,tam,Sacked-Yards,5-40,,,,,,
team,201312010car,car,Sacked-Yards,0-0,,,,,,
team,201312010car,tam,Net Pass Yards,140,,,,,,
team,201312010car,car,Net Pass Yards,263,,,,,,
team,201312010car,tam,Total Yards,206,,,,,,
team,201312010car,car,Total Yards,426,,,,,,
team,201312010car,tam,Fumbles-Lost,1-1,,,,,,
team,201312010car,car,Fumbles-Lost,0-0,,,,,,
team,201312010car,tam,Turnovers,2,,,,,,
team,201312010car,car,Turnovers,2,,,,,,
team,201312010car,tam,Penalties-Yards,4-30,,,,,,
team,201312010car,car,Penalties-Yards,3-25,,,,,,
team,201312010car,tam,Third Down Conv.,1-10,,,,,,
team,201312010car,car,Third Down Conv.,5-13,,,,,,
team,201312010car,tam,Fourth Down Conv.,0-1,,,,,,
team,201312010car,car,Fourth Down Conv.,2-2,,,,,,
team,201312010car,tam,Time of Possession,25:35,,,,,,
team,201312010car,car,Time of Possession,34:25,,,,,,
player,201312010car,tam,GlenMi00,pass_cmp,14,,,,,
player,201312010car,tam,GlenMi00,pass_att,21,,,,,
player,201312010car,tam,GlenMi00,pass_yds,180,,,,,
player,201312010car,tam,GlenMi00,pass_td,0,,,,,
player,201312010car,tam,GlenMi00,pass_int,1,,,,,
player,201312010car,tam,GlenMi00,pass_sacked,5,,,,,
player,201312010car,tam,GlenMi00,pass_sacked_yds,40,,,,,
player,201312010car,tam,GlenMi00,pass_long,60,,,,,
player,201312010car,tam,GlenMi00,pass_rating,73.5,,,,,
player,201312010car,tam,GlenMi00,rush_att,2,,,,,
player,201312010car,tam,GlenMi00,rush_yds,3,,,,,
player,201312010car,tam,GlenMi00,rush_td,0,,,,,
player,201312010car,tam,GlenMi00,rush_long,4,,,,,
player,201312010car,tam,GlenMi00,targets,0,,,,,
player,201312010car,tam,GlenMi00,rec,0,,,,,
player,201312010car,tam,GlenMi00,rec_yds,0,,,,,
player,201312010car,tam,GlenMi00,rec_td,0,,,,,
player,201312010car,tam,GlenMi00,rec_long,0,,,,,
player,201312010car,tam,GlenMi00,fumbles,1,,,,,
player,201312010car,tam,GlenMi00,fumbles_lost,1,,,,,
player,201312010car,tam,RainBo00,pass_cmp,0,,,,,
player,201312010car,tam,RainBo00,pass_att,0,,,,,
player,201312010car,tam,RainBo00,pass_yds,0,,,,,
player,201312010car,tam,RainBo00,pass_td,0,,,,,
player,201312010car,tam,RainBo00,pass_int,0,,,,,
player,201312010car,tam,RainBo00,pass_sacked,0,,,,,
player,201312010car,tam,RainBo00,pass_sacked_yds,0,,,,,
player,201312010car,tam,RainBo00,pass_long,0,,,,,
player,201312010car,tam,RainBo00,pass_rating,,,,,,
player,201312010car,tam,RainBo00,rush_att,17,,,,,
player,201312010car,tam,RainBo00,rush_yds,63,,,,,
player,201312010car,tam,RainBo00,rush_td,0,,,,,
player,201312010car,tam,RainBo00,rush_long,16,,,,,
player,201312010car,tam,RainBo00,targets,3,,,,,
player,201312010car,tam,RainBo00,rec,2,,,,,
player,201312010car,tam,RainBo00,rec_yds,8,,,,,
player,201312010car,tam,RainBo00,rec_td,0,,,,,
player,201312010car,tam,RainBo00,rec_long,5,,,,,
player,201312010car,tam,RainBo00,fumbles,0,,,,,
player,201312010car,tam,RainBo00,fumbles_lost,0,,,,,
player,201312010car,tam,JackVi00,pass_cmp,0,,,,,
player,201312010car,tam,JackVi00,pass_att,0,,,,,
player,201312010car,tam,JackVi00,pass_yds,0,,,,,
player,201312010car,tam,JackVi00,pass_td,0,,,,,
player,201312010car,tam,JackVi00,pass_int,0,,,,,
player,201312010car,tam,JackVi00,pass_sacked,0,,,,,
