game,2013,13,20131201,201312010min,chi,"Chicago Bears",20,min,"Minnesota Vikings",23
team,201312010min,chi,First Downs,20,,,,,,
team,201312010min,min,First Downs,28,,,,,,
team,201312010min,chi,Rush-Yds-TDs,25-135-0,,,,,,
team,201312010min,min,Rush-Yds-TDs,40-246-1,,,,,,
team,201312010min,chi,Cmp-Att-Yd-TD-INT,23-36-355-2-0,,,,,,
team,201312010min,min,Cmp-Att-Yd-TD-INT,23-41-283-1-1,,,,,,
team,201312010min,chi,Sacked-Yards,4-10,,,,,,
team,201312010min,min,Sacked-Yards,5-33,,,,,,
team,201312010min,chi,Net Pass Yards,345,,,,,,
team,201312010min,min,Net Pass Yards,250,,,,,,
team,201312010min,chi,Total Yards,480,,,,,,
team,201312010min,min,Total Yards,496,,,,,,
team,201312010min,chi,Fumbles-Lost,2-1,,,,,,
team,201312010min,min,Fumbles-Lost,1-0,,,,,,
team,201312010min,chi,Turnovers,1,,,,,,
team,201312010min,min,Turnovers,1,,,,,,
team,201312010min,chi,Penalties-Yards,6-51,,,,,,
team,201312010min,min,Penalties-Yards,6-60,,,,,,
team,201312010min,chi,Third Down Conv.,2-11,,,,,,
team,201312010min,min,Third Down Conv.,4-17,,,,,,
team,201312010min,chi,Fourth Down Conv.,0-0,,,,,,
team,201312010min,min,Fourth Down Conv.,3-3,,,,,,
team,201312010min,chi,Time of Possession,34:08,,,,,,
team,201312010min,min,Time of Possession,39:09,,,,,,
player,201312010min,chi,McCoJo01,pass_cmp,23,,,,,
player,201312010min,chi,McCoJo01,pass_att,36,,,,,
player,201312010min,chi,McCoJo01,pass_yds,355,,,,,
player,201312010min,chi,McCoJo01,pass_td,2,,,,,
player,201312010min,chi,McCoJo01,pass_int,0,,,,,
player,201312010min,chi,McCoJo01,pass_sacked,4,,,,,
player,201312010min,chi,McCoJo01,pass_sacked_yds,10,,,,,
player,201312010min,chi,McCoJo01,pass_long,80,,,,,
player,201312010min,chi,McCoJo01,pass_rating,114.9,,,,,
player,201312010min,chi,McCoJo01,rush_att,0,,,,,
player,201312010min,chi,McCoJo01,rush_yds,0,,,,,
player,201312010min,chi,McCoJo01,rush_td,0,,,,,
player,201312010min,chi,McCoJo01,rush_long,0,,,,,
player,201312010min,chi,McCoJo01,targets,0,,,,,
player,201312010min,chi,McCoJo01,rec,0,,,,,
player,201312010min,chi,McCoJo01,rec_yds,0,,,,,
player,201312010min,chi,McCoJo01,rec_td,0,,,,,
player,201312010min,chi,McCoJo01,rec_long,0,,,,,
player,201312010min,chi,McCoJo01,fumbles,1,,,,,
player,201312010min,chi,McCoJo01,fumbles_lost,0,,,,,
player,201312010min,chi,FortMa00,pass_cmp,0,,,,,
player,201312010min,chi,FortMa00,pass_att,0,,,,,
player,201312010min,chi,FortMa00,pass_yds,0,,,,,
player,201312010min,chi,FortMa00,pass_td,0,,,,,
player,201312010min,chi,FortMa00,pass_int,0,,,,,
player,201312010min,chi,FortMa00,pass_sacked,0,,,,,
player,201312010min,chi,FortMa00,pass_sacked_yds,0,,,,,
player,201312010min,chi,FortMa00,pass_long,0,,,,,
player,201312010min,chi,FortMa00,pass_rating,,,,,,
player,201312010min,chi,FortMa00,rush_att,23,,,,,
player,201312010min,chi,FortMa00,rush_yds,120,,,,,
player,201312010min,chi,FortMa00,rush_td,0,,,,,
player,201312010min,chi,FortMa00,rush_long,41,,,,,
player,201312010min,chi,FortMa00,targets,2,,,,,
player,201312010min,chi,FortMa00,rec,2,,,,,
player,201312010min,chi,FortMa00,rec_yds,31,,,,,
player,201312010min,chi,FortMa00,rec_td,0,,,,,
player,201312010min,chi,FortMa00,rec_long,26,,,,,
player,201312010min,chi,FortMa00,fumbles,0,,,,,
player,201312010min,chi,FortMa00,fumbles_lost,0,,,,,
player,201312010min,chi,BushMi00,pass_cmp,0,,,,,
player,201312010min,chi,BushMi00,pass_att,0,,,,,
player,201312010min,chi,BushMi00,pass_yds,0,,,,,
player,201312010min,chi,BushMi00,pass_td,0,,,,,
player,201312010min,chi,BushMi00,pass_int,0,,,,,
player,201312010min,chi,BushMi00,pass_sacked,0,,,,,
player,201312010min,chi,BushMi00,pass_sacked_yds,0,,,,,
player,201312010min,chi,BushMi00,pass_long,0,,,,,
player,201312010min,chi,BushMi00,pass_rating,,,,,,
player,201312010min,chi,BushMi00,rush_att,1,,,,,
player,201312010min,chi,BushMi00,rush_yds,15,,,,,
player,201312010min,chi,BushMi00,rush_td,0,,,,,
player,201312010min,chi,BushMi00,rush_long,15,,,,,
player,201312010min,chi,BushMi00,targets,0,,,,,
player,201312010min,chi,BushMi00,rec,0,,,,,
player,201312010min,chi,BushMi00,rec_yds,0,,,,,
player,201312010min,chi,BushMi00,rec_td,0,,,,,
player,201312010min,chi,BushMi00,rec_long,0,,,,,
player,201312010min,chi,BushMi00,fumbles,0,,,,,
player,201312010min,chi,BushMi00,fumbles_lost,0,,,,,
player,201312010min,chi,JeffAl00,pass_cmp,0,,,,,
player,201312010min,chi,JeffAl00,pass_att,0,,,,,
player,201312010min,chi,JeffAl00,pass_yds,0,,,,,
player,201312010min,chi,JeffAl00,pass_td,0,,,,,
player,201312010min,chi,JeffAl00,pass_int,0,,,,,
player,201312010min,chi,JeffAl00,pass_sacked,0,,,,,
player,201312010min,chi,JeffAl00,pass_sacked_yds,0,,,,,
player,201312010min,chi,JeffAl00,pass_long,0,,,,,
player,201312010min,chi,JeffAl00,pass_rating,,,,,,
player,201312010min,chi,JeffAl00,rush_att,1,,,,,
player,201312010min,chi,JeffAl00,rush_yds,0,,,,,
player,201312010min,chi,JeffAl00,rush_td,0,,,,,
player,201312010min,chi,JeffAl00,rush_long,0,,,,,
player,201312010min,chi,JeffAl00,targets,15,,,,,
player,201312010min,chi,JeffAl00,rec,12,,,,,
player,201312010min,chi,JeffAl00,rec_yds,249,,,,,
player,201312010min,chi,JeffAl00,rec_td,2,,,,,
player,201312010min,chi,JeffAl00,rec_long,80,,,,,
player,201312010min,chi,JeffAl00,fumbles,0,,,,,
player,201312010min,chi,JeffAl00,fumbles_lost,0,,,,,
player,201312010min,chi,MarsBr00,pass_cmp,0,,,,,
player,201312010min,chi,MarsBr00,pass_att,0,,,,,
player,201312010min,chi,MarsBr00,pass_yds,0,,,,,
player,201312010min,chi,MarsBr00,pass_td,0,,,,,
player,201312010min,chi,MarsBr00,pass_int,0,,,,,
player,201312010min,chi,MarsBr00,pass_sacked,0,,,,,
player,201312010min,chi,MarsBr00,pass_sacked_yds,0,,,,,
player,201312010min,chi,MarsBr00,pass_long,0,,,,,
player,201312010min,chi,MarsBr00,pass_rating,,,,,,
player,201312010min,chi,MarsBr00,rush_att,0,,,,,
player,201312010min,chi,MarsBr00,rush_yds,0,,,,,
player,201312010min,chi,MarsBr00,rush_td,0,,,,,
player,201312010min,chi,MarsBr00,rush_long,0,,,,,
player,201312010min,chi,MarsBr00,targets,9,,,,,
player,201312010min,chi,MarsBr00,rec,4,,,,,
player,201312010min,chi,MarsBr00,rec_yds,45,,,,,
player,201312010min,chi,MarsBr00,rec_td,0,,,,,
player,201312010min,chi,MarsBr00,rec_long,15,,,,,
player,201312010min,chi,MarsBr00,fumbles,0,,,,,
player,201312010min,chi,MarsBr00,fumbles_lost,0,,,,,
player,201312010min,chi,BennEa00,pass_cmp,0,,,,,
player,201312010min,chi,BennEa00,pass_att,0,,,,,
player,201312010min,chi,BennEa00,pass_yds,0,,,,,
player,201312010min,chi,BennEa00,pass_td,0,,,,,
player,201312010min,chi,BennEa00,pass_int,0,,,,,
player,201312010min,chi,BennEa00,pass_sacked,0,,,,,
player,201312010min,chi,BennEa00,pass_sacked_yds,0,,,,,
player,201312010min,chi,BennEa00,pass_long,0,,,,,
player,201312010min,chi,BennEa00,pass_rating,,,,,,
player,201312010min,chi,BennEa00,rush_att,0,,,,,
player,201312010min,chi,BennEa00,rush_yds,0,,,,,
player,201312010min,chi,BennEa00,rush_td,0,,,,,
player,201312010min,chi,BennEa00,rush_long,0,,,,,
player,201312010min,chi,BennEa00,targets,3,,,,,
player,201312010min,chi,BennEa00,rec,2,,,,,
player,201312010min,chi,BennEa00,rec_yds,17,,,,,
player,201312010min,chi,BennEa00,rec_td,0,,,,,
player,201312010min,chi,BennEa00,rec_long,15,,,,,
player,201312010min,chi,BennEa00,fumbles,0,,,,,
player,201312010min,chi,BennEa00,fumbles_lost,0,,,,,
player,201312010min,chi,BennMa00,pass_cmp,0,,,,,
player,201312010min,chi,BennMa00,pass_att,0,,,,,
player,201312010min,chi,BennMa00,pass_yds,0,,,,,
player,201312010min,chi,BennMa00,pass_td,0,,,,,
player,201312010min,chi,BennMa00,pass_int,0,,,,,
player,201312010min,chi,BennMa00,pass_sacked,0,,,,,
player,201312010min,chi,BennMa00,pass_sacked_yds,0,,,,,
player,201312010min,chi,BennMa00,pass_long,0,,,,,
player,201312010min,chi,BennMa00,pass_rating,,,,,,
player,201312010min,chi,BennMa00,rush_att,0,,,,,
player,201312010min,chi,BennMa00,rush_yds,0,,,,,
player,201312010min,chi,BennMa00,rush_td,0,,,,,
player,201312010min,chi,BennMa00,rush_long,0,,,,,
player,201312010min,chi,BennMa00,targets,5,,,,,
